"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"State"	"MaxFC"	"InitialState"
"BMP4"	"BMP4"	-0.531105544732495	-0.252470777119422	1.46290629162255	0.510370205269173	0.24864033026322	0.875729900957135	-0.703922301578351	-0.211069087665048	-0.35604266177202	"S01"	1.46290629162255	"IS03"
"DDHD1"	"DDHD1"	-0.186078815489365	-0.0550853771491093	1.46252170674405	-0.10928715567496	-0.116617011585519	0.0452970385141218	-0.215644489266503	-0.132133137989758	-0.109003323139749	"S01"	1.46252170674405	"IS03"
"SLITRK6"	"SLITRK6"	-0.283140116414779	-0.288416019205117	1.45529523029515	-0.267379917996298	0.0033774196348498	0.469735615012128	-0.289615254212207	-0.188842306897183	-0.116141710292722	"S01"	1.45529523029515	"IS03"
"FAM150B"	"FAM150B"	-0.29960658706676	-0.308720381438855	1.43326907554841	-0.30639004834942	0.233933328199367	0.227106145216317	-0.247038184975769	-0.335708128685694	0.0340507037805866	"S01"	1.43326907554841	"IS03"
"FBN2"	"FBN2"	-0.0507862374537499	0.043858346022787	1.38565508746783	-0.180842820843675	-0.198213285152509	-0.117992329453602	0.101243570950236	-0.276222220920915	-0.15484568104233	"S01"	1.38565508746783	"IS03"
"LRP4"	"LRP4"	0.0274995140018129	-0.00514473999536229	1.33898523256508	-0.10204955028104	-0.206616414235606	-0.0899988598664845	0.0517852598767043	-0.212917019927333	-0.200299961375823	"S01"	1.33898523256508	"IS03"
"WNT5B"	"WNT5B"	-0.0712367812140735	-0.0329862782072778	1.33674058020106	-0.0212659608438523	-0.114957859952197	-0.20153201011213	-0.104988563045646	-0.179296478230181	-0.0411307911678484	"S01"	1.33674058020106	"IS03"
"APLP2"	"APLP2"	0.110168286040771	-0.423376975903311	1.3235208324059	0.175826150425716	-0.288473026032345	0.652055042041884	-0.612650989744722	0.581502051289562	-0.63559455134603	"S01"	1.3235208324059	"IS03"
"FOXF1"	"FOXF1"	0.0161666983601574	-0.00281152841196897	1.32101549931436	-0.0212378028990085	-0.13147715457505	0.375327977519252	-0.316715902569836	0.0870386103799391	-0.547151858808867	"S01"	1.32101549931436	"IS03"
"KREMEN1"	"KREMEN1"	0.0484983688015045	-0.149210637917286	1.31937837589372	-0.0991685982807917	-0.23598273338109	0.117496402799457	-0.185287514411151	0.0441334989090253	-0.26019656653843	"S01"	1.31937837589372	"IS03"
"MCTP2"	"MCTP2"	0.249283962488121	0.051973146411123	1.30148430171428	-0.182730534731018	-0.116768814868326	-0.0895160289039424	-0.121853044722765	-0.333706964202567	-0.176303859374534	"S01"	1.30148430171428	"IS03"
"RGS10"	"RGS10"	0.350828055057968	0.0860769418048281	1.27783055075603	-0.34302950602676	-0.0127246571332469	0.531080119482432	-0.607565209965714	0.0879177747709976	-0.671233545378144	"S01"	1.27783055075603	"IS03"
"SNTB1"	"SNTB1"	0.245100684497146	0.220509738238893	1.27481851755066	-0.211011036251742	-0.263247067135656	-0.272250896759301	-0.155633694277303	0.0387521139238826	-0.306825080944677	"S01"	1.27481851755066	"IS03"
"F2R"	"F2R"	0.597850888112983	0.586153104247702	1.25567080742291	-0.328747905479393	-0.420314076146058	-0.139986637574542	0.0394308006920837	-0.479180340555055	-0.466442582558851	"S01"	1.25567080742291	"IS03"
"CIB2"	"CIB2"	-0.128680954721984	0.0231311475213204	1.2467622859784	-0.0586051750798803	-0.0529308931769525	0.222822993919327	-0.219036540002165	-0.157319369865381	-0.266711032551708	"S01"	1.2467622859784	"IS03"
"MGLL"	"MGLL"	0.105959192442827	-0.143638715433945	1.24649698240421	-0.365954173173715	-0.149125383730742	0.358117873795628	-0.324508390378846	0.262228325379095	-0.474366483687858	"S01"	1.24649698240421	"IS03"
"PCDH18"	"PCDH18"	0.00347884647663673	0.17990161825183	1.20208523356962	-0.113512558644695	-0.0889532141663604	0.516286497632578	-0.30390872850581	-0.213969653667059	-0.496927769124883	"S01"	1.20208523356962	"IS03"
"BMP7"	"BMP7"	0.0585838475607147	-0.0431932798925251	1.17757784025604	-0.242143876336832	-0.229077493900025	-0.161342150250435	-0.0330025597332881	0.145477504077784	-0.231926382066128	"S01"	1.17757784025604	"IS03"
"EMID1"	"EMID1"	-0.131871871975167	-0.291106680730804	1.15651436874727	-0.250434258312608	0.27835327359383	1.01699551885303	-0.396559766787062	-0.495396303124561	-0.335336565428169	"S01"	1.15651436874727	"IS03"
"FOXL1"	"FOXL1"	-0.0599513652578712	-0.0160627381822953	1.14728726329393	-0.18904076678884	-0.110395902851553	0.116768338403842	-0.0617067543205165	-0.20712984121343	-0.166274003997559	"S01"	1.14728726329393	"IS03"
"ABCC4"	"ABCC4"	0.274686439409806	0.0577908953018065	1.14568791916702	-0.30526527956929	-0.226627818488105	0.178343510747644	-0.13939350493965	-0.24433607815526	-0.269158167567279	"S01"	1.14568791916702	"IS03"
"DACH1"	"DACH1"	-0.335908900839235	-0.34961685930496	1.12280202937463	0.242482057964377	0.177421095244413	0.933736766452104	-0.374826768011535	-0.359991601717233	-0.305735128927312	"S01"	1.12280202937463	"IS03"
"GCLC"	"GCLC"	0.0751379690822146	-0.112124558278096	1.11833641381245	-0.192704774068458	-0.0819961645044472	0.123870033328236	-0.100929574283105	-0.111275673046797	-0.235303895976623	"S01"	1.11833641381245	"IS03"
"PDLIM1"	"PDLIM1"	0.853874724658556	0.280993818202216	1.09789271440349	-0.693773145678708	-0.120118364562794	0.611244230720292	-0.368137632345395	-0.240233569671154	-0.83750898303303	"S01"	1.09789271440349	"IS03"
"FRY"	"FRY"	0.0630503673365036	0.373654277199315	1.09105933280761	-0.27506401462484	-0.258126123641034	-0.14540161062973	-0.146698512185202	-0.24486353392721	-0.0963305423919662	"S01"	1.09105933280761	"IS03"
"PCSK6"	"PCSK6"	-0.191050927244285	-0.198990519594132	1.08620511906144	-0.146331958278968	-0.253868171456095	-0.210025347459291	-0.262675564025389	0.493138326091105	-0.0208975246169328	"S01"	1.08620511906144	"IS03"
"LAMC3"	"LAMC3"	0.0572370350351186	-0.174337939077365	1.08173200357329	-0.218205269107038	0.0764084989094781	0.255671980206264	-0.123719745484981	-0.309238054553267	-0.185271379722167	"S01"	1.08173200357329	"IS03"
"TGM2"	"TGM2"	0.893344488686443	0.279756445277385	1.08103756326393	-0.33325306703616	-0.258625866478205	-0.174836340945554	-0.0293057610718301	-0.461009848744433	-0.404611296748941	"S01"	1.08103756326393	"IS03"
"FAM89A"	"FAM89A"	0.325398045406996	0.0459952509065601	1.07862701246088	-0.197743536065539	-0.161263320377745	0.183365296909251	-0.162698735300151	-0.275767071731238	-0.300984847438053	"S01"	1.07862701246088	"IS03"
"SCUBE1"	"SCUBE1"	-0.194297376115817	-0.197917824117976	1.06532366154729	-0.18348235901916	-0.099644872510078	0.478435554974273	-0.198740767253601	-0.201039556359584	-0.0982646562188188	"S01"	1.06532366154729	"IS03"
"C1QL1"	"C1QL1"	-0.163550449425867	-0.173448488874201	1.03975131746713	-0.104638542157947	0.094976401230943	0.139166768316591	-0.134300797329715	-0.180654182826328	-0.0914445667798112	"S01"	1.03975131746713	"IS03"
"F2RL2"	"F2RL2"	0.417667927799207	-0.0198189328963962	1.02777625543805	-0.20584780721182	-0.186023727138083	-0.193612622371788	0.0543561218279739	-0.225545126303592	-0.201268657512325	"S01"	1.02777625543805	"IS03"
"PTCH1"	"PTCH1"	-0.220681552869807	-0.124945746389879	1.00791557110508	-0.261498427021652	0.0177789408547982	0.850703083341366	-0.390021043231006	-0.299593568169576	-0.208778105058068	"S01"	1.00791557110508	"IS03"
"FGF9"	"FGF9"	-0.209189833325637	-0.185173081368567	0.989767522120068	-0.158263177194427	-0.2113712255798	-0.252592618817273	-0.252855189107104	0.716716615478861	-0.147779500673911	"S01"	0.989767522120068	"IS03"
"CNTFR"	"CNTFR"	0.094548243205288	-0.141020801567048	0.985284126753392	-0.130735215272331	-0.139006218687519	-0.141460118705887	-0.141607166646329	-0.0193597508815834	-0.0149647894539508	"S01"	0.985284126753392	"IS03"
"PAG1"	"PAG1"	0.388731101472517	0.0772924441526342	0.982393000789729	-0.0748925990436563	-0.255345122913258	0.107752843076333	0.102384541754169	-0.340403877322824	-0.385067173525977	"S01"	0.982393000789729	"IS03"
"GRIN2A"	"GRIN2A"	-0.0167358060472515	-0.106026903342663	0.972111394960721	0.175525766546843	-0.104512233294911	-0.106357205222235	-0.106467763647622	-0.107699251975828	-0.0634355147978967	"S01"	0.972111394960721	"IS03"
"MAP1B"	"MAP1B"	0.602689661549665	0.305314532767879	0.964376020016134	-0.217874703053264	-0.513128419077016	-0.401827823999957	-0.200996822292497	0.357070412711413	-0.414707529571029	"S01"	0.964376020016134	"IS03"
"SEMA3A"	"SEMA3A"	0.111288157466902	0.1812272236615	0.955929604288439	0.0522195039126557	-0.259185537357003	-0.267948811861376	0.0130159752620123	0.0200075318513205	-0.262528993220404	"S01"	0.955929604288439	"IS03"
"MPHOSPH6"	"MPHOSPH6"	0.569110836041215	0.363829972856129	0.942441527497672	-0.228132936349074	-0.234851247589773	-0.00683781374970381	-0.202453978445538	-0.320998020110063	-0.360253779526897	"S01"	0.942441527497672	"IS03"
"OBSCN"	"OBSCN"	-0.141003687608764	0.0820522066643866	0.932758951563096	0.0271085531533788	-0.143437993052089	-0.0612675783237786	-0.0623638741860091	-0.158516662785541	-0.0570984313580205	"S01"	0.932758951563096	"IS03"
"SPRY4"	"SPRY4"	0.358184457659899	-0.0891305379227038	0.926524855274547	-0.305938994913349	0.0175465012557234	0.0253979531834004	-0.0402117606842345	-0.262150484774097	-0.231986385758113	"S01"	0.926524855274547	"IS03"
"PTGDR2"	"PTGDR2"	-0.211415079542971	-0.215354490963026	0.926469246430353	-0.0281196473845677	-0.128224905228196	0.215634848760175	-0.216249935831895	-0.184164909159864	0.130846072882725	"S01"	0.926469246430353	"IS03"
"ITGA10"	"ITGA10"	0.125187565481874	0.0395054804237318	0.923297312221433	-0.0694982729852858	-0.0822712438155289	-0.0966531037409047	-0.184308839251482	-0.186440697539354	-0.0610070941035518	"S01"	0.923297312221433	"IS03"
"CPED1"	"CPED1"	0.0880985558982639	-0.084219739863287	0.903811984105579	0.559008451016844	-0.146555658791032	-0.000223877125886906	-0.271627947669567	0.0975004988156425	-0.314244587093463	"S01"	0.903811984105579	"IS03"
"ZP1"	"ZP1"	0.015511893793339	-0.104634973917582	0.90075053610152	-0.181311687148045	0.108883191649965	0.0266928994867707	-0.0819105326025568	-0.198661175613316	-0.120277807496409	"S01"	0.90075053610152	"IS03"
"TBX3"	"TBX3"	0.389110248303834	0.0306869496971372	0.886965707752172	-0.250894621262453	-0.172036749698414	0.217451024302239	-0.0673217327455215	-0.430073484412041	-0.205083794772391	"S01"	0.886965707752172	"IS03"
"IGFBP3"	"IGFBP3"	0.232763370116417	0.568197409099397	0.878230185481893	0.0338120091411007	-0.372018820322615	0.152293200071329	0.0191711823017134	-0.503092987070825	-0.396791025462777	"S01"	0.878230185481893	"IS03"
"WNT4"	"WNT4"	-0.132539810086027	-0.22025107586006	0.871161292880282	-0.257340502551234	0.245210438922723	0.601861612059925	-0.298859457576527	-0.316875206630946	-0.161637479592949	"S01"	0.871161292880282	"IS03"
"ETS2"	"ETS2"	0.684680110870353	-0.10511618807091	0.869347308383366	-0.325532520517397	-0.124480703335743	0.697401725821634	-0.0719211543159411	-0.379582162753924	-0.654731570197205	"S01"	0.869347308383366	"IS03"
"FOLR1"	"FOLR1"	-0.0607780207701674	-0.141020801567048	0.868609969509945	0.0228641388041471	-0.139006218687519	-0.00799654325940351	-0.141607166646329	-0.0193597508815834	-0.0149647894539508	"S01"	0.868609969509945	"IS03"
"PITX1"	"PITX1"	-0.385714327135846	-0.38564530041753	0.86651026468179	0.530762015467816	0.0956524011647161	0.835908156200573	-0.527052766377999	0.139928366549146	-0.385657091835841	"S01"	0.86651026468179	"IS03"
"FIP1L1"	"FIP1L1"	0.198045107263791	0.381194351775856	0.865085488295936	-0.13477171182573	-0.155541764957714	-0.000653328126606792	-0.238653313714777	0.0610047524012223	-0.461290622683351	"S01"	0.865085488295936	"IS03"
"SAMD14"	"SAMD14"	-0.0059779987606086	0.155624505193007	0.854650287397208	-0.135877937608284	-0.14447429692636	-0.0285268728356241	-0.088312986102507	-0.148879927432	-0.118469389677563	"S01"	0.854650287397208	"IS03"
"CIB4"	"CIB4"	0.0732981733919553	-0.0767379772502389	0.820776755737006	-0.0711409654738299	-0.0756417204323784	-0.0769770363693986	-0.0770570540787223	-0.0779483554403058	-0.0834784752519491	"S01"	0.820776755737006	"IS03"
"NKX2-3"	"NKX2-3"	-0.396606060766573	-0.413908113188721	0.816888533810446	0.216429591454183	-0.0295009030198182	0.653605697336418	-0.446655340575685	0.437020293762654	-0.320453559743193	"S01"	0.816888533810446	"IS03"
"FOXF2"	"FOXF2"	-0.0717405303352457	-0.00720043105118402	0.801084391074969	-0.149463443451297	-0.140262412002969	0.742504179648865	-0.309859375801298	-0.20850208956877	-0.280894584027811	"S01"	0.801084391074969	"IS03"
"GDNF"	"GDNF"	-0.0273696370040188	0.0179446799324229	0.796488876960419	-0.204265996760775	-0.173277109218239	-0.0652955216233324	0.265525008491673	-0.22381195438983	-0.116249908633304	"S01"	0.796488876960419	"IS03"
"PTX3"	"PTX3"	0.144317313744908	-0.0960111791068836	0.766066809743426	-0.261275403202729	-0.114343262635237	0.131130594480428	-0.289904384249125	0.311657903505065	-0.29614063879642	"S01"	0.766066809743426	"IS03"
"GSG1L"	"GSG1L"	-0.0628598096671714	-0.140088145761431	0.765215775822944	-0.129870584266356	0.0790016227714898	0.127002383422575	-0.140670632853994	-0.14229773796587	-0.0636599777499843	"S01"	0.765215775822944	"IS03"
"PRKG1"	"PRKG1"	0.242492067241939	0.199044271666491	0.748715322711778	-0.114850473811782	-0.242666870944141	0.425764718787299	-0.0856318562925244	-0.240481581581775	-0.44754380153095	"S01"	0.748715322711778	"IS03"
"CLDND2"	"CLDND2"	-0.044023066460801	0.0748960394919999	0.746944012543776	0.0194367481087658	-0.102571577112707	0.0686129969008376	-0.0726176250395894	-0.084213359288583	-0.197166160937528	"S01"	0.746944012543776	"IS03"
"RGS6"	"RGS6"	-0.082562399720569	-0.0841008295290268	0.736384290729551	-0.0779667958973511	0.0486583370846512	-0.0843628258826998	-0.0844505211279001	-0.0854273410357938	-0.0108282974956667	"S01"	0.736384290729551	"IS03"
"DAAM2"	"DAAM2"	-0.0318402113923924	0.0182295923445225	0.732332862199373	0.0213031539784719	0.161535655936043	0.149519257125764	-0.165457006447755	-0.232718486385664	-0.203390125628258	"S01"	0.732332862199373	"IS03"
"VWA5A"	"VWA5A"	0.187152384911054	0.0335008485328722	0.731499774147533	-0.0512570887139061	-0.162617499569126	-0.00237239835008929	-0.151700381887433	-0.00460083128704369	-0.197482086086388	"S01"	0.731499774147533	"IS03"
"SYNM"	"SYNM"	-0.0699173554973849	0.0728309778051857	0.723446842927175	-0.198542868897512	-0.120437006237241	-0.0540616256453621	-0.0952593278684205	0.161875696175382	-0.177385886902817	"S01"	0.723446842927175	"IS03"
"ENPP6"	"ENPP6"	-0.197649756951806	-0.207404169385752	0.70498928810433	-0.226986890090211	0.00704635963043028	0.669231501585262	-0.209397281053977	-0.146497451508107	-0.164822799744736	"S01"	0.70498928810433	"IS03"
"ANPEP"	"ANPEP"	0.576337656615939	0.19248041532422	0.702694327585685	-0.294252583020928	-0.320827789973445	-0.0149573316433746	0.159183141700104	-0.319496966673236	-0.328203200314351	"S01"	0.702694327585685	"IS03"
"HHIP"	"HHIP"	-0.165439789383464	0.535268379959364	0.701942499606153	0.235851868264381	-0.255119458853341	-0.105191054259223	-0.0595423678663212	-0.263047655667338	-0.146487172444466	"S01"	0.701942499606153	"IS03"
"ARHGAP28"	"ARHGAP28"	0.274942305310042	0.343327254087588	0.699643220540441	-0.215090047762091	-0.185080182449717	-0.194064017654275	-0.056822030315007	-0.199776022500862	-0.172164127052334	"S01"	0.699643220540441	"IS03"
"FAM163A"	"FAM163A"	-0.0673500996331638	-0.0686050704337818	0.683881789912311	-0.0636012457188418	-0.0676249979990134	0.0739019997249202	-0.0688903306019056	-0.0696871693365228	-0.0746311914853977	"S01"	0.683881789912311	"IS03"
"OSBPL1A"	"OSBPL1A"	0.345954530153752	-0.0766429372975442	0.678286581905095	0.327293532880275	-0.314380356890389	0.0729231855657698	-0.450987679926195	0.49407920705667	-0.432079718745672	"S01"	0.678286581905095	"IS03"
"GPR20"	"GPR20"	0.00291350216299596	0.0410205793648001	0.67543873829134	-0.0942164151652858	-0.100177045512477	-0.101945487645096	-0.102051460085476	-0.103231866038094	0.0114737089781932	"S01"	0.67543873829134	"IS03"
"RCVRN"	"RCVRN"	0.0824179919301999	-0.08329628593636	0.664992275227462	-0.139578544874701	-0.148409024244324	0.0467900581487457	-0.151185908273844	0.091894937900285	-0.118184865239749	"S01"	0.664992275227462	"IS03"
"COL9A1"	"COL9A1"	-0.136112472409621	0.39486334283256	0.654942625643368	-0.128536154367627	-0.136668033521497	-0.102816012364315	-0.03113705565845	-0.140835618139924	-0.125748904837078	"S01"	0.654942625643368	"IS03"
"HMGCLL1"	"HMGCLL1"	-0.128881143958137	-0.131282655957357	0.65398489782826	-0.121707337480621	-0.0532051353602156	0.380749297664882	-0.131828529786702	-0.133353360309997	-0.0960937619975331	"S01"	0.65398489782826	"IS03"
"PDZD2"	"PDZD2"	0.171297378436698	0.352401347582523	0.647569120236777	-0.25009942442719	-0.265922041074624	-0.00625824696698861	0.0529323371709179	-0.245447880664808	-0.208293781747182	"S01"	0.647569120236777	"IS03"
"SLC44A3"	"SLC44A3"	0.378525123464326	0.327793630144375	0.642684616124161	0.0447677106023501	-0.245207722370626	0.0644923232660695	-0.258919852165609	-0.168796380485497	-0.303071943395723	"S01"	0.642684616124161	"IS03"
"SALL1"	"SALL1"	0.0701225123000467	0.0113992773604968	0.641663368024496	-0.115769703938943	-0.131214436213698	0.0235246611956617	0.190124691134044	-0.233773994838144	-0.162400489215127	"S01"	0.641663368024496	"IS03"
"C22orf31"	"C22orf31"	-0.1053329269495	-0.107295652296385	0.636169096139641	-0.0994698657565335	-0.10576285726358	-0.10762990666491	-0.0239392188963132	0.0476045143461429	0.0340636331246427	"S01"	0.636169096139641	"IS03"
"ADAMTS3"	"ADAMTS3"	0.17167024830936	-0.119265542747368	0.610487052043175	-0.110566712374239	-0.117561749279548	0.0457702489996919	-0.0375942895578816	-0.12114670272761	-0.0725487282365276	"S01"	0.610487052043175	"IS03"
"CCDC184"	"CCDC184"	0.343459645580133	0.0243564700089286	0.608793475642831	-0.200507676912257	0.00745595981318279	0.029876418215063	-0.141726573604095	-0.126765491686417	-0.2332909710767	"S01"	0.608793475642831	"IS03"
"SOCS2"	"SOCS2"	0.184626481495077	-0.230368583088601	0.607302928661652	0.342944756063704	-0.0349928377679976	0.148670803798155	-0.238995478192813	0.169310784541113	-0.337912026864363	"S01"	0.607302928661652	"IS03"
"MAST4"	"MAST4"	0.42595633563765	0.243784922174179	0.605350131791613	0.0458148113358251	-0.285128484556848	-0.140419277980082	-0.177537000515172	0.150928646702146	-0.388515255608332	"S01"	0.605350131791613	"IS03"
"C11orf65"	"C11orf65"	-0.0753342337639541	-0.0767379772502389	0.597484694238367	-0.0711409654738299	-0.0756417204323784	0.0507348648798309	-0.0770570540787223	0.0405981017918259	-0.0834784752519491	"S01"	0.597484694238367	"IS03"
"CCDC144NL"	"CCDC144NL"	0.221930580547865	-0.0767379772502389	0.597484694238367	-0.0711409654738299	-0.0756417204323784	-0.0769770363693986	-0.0770570540787223	-0.0779483554403058	-0.0834784752519491	"S01"	0.597484694238367	"IS03"
"PAQR7"	"PAQR7"	0.0201533048210375	0.225498821191657	0.582670630309004	-0.0615907132134376	-0.119580564383299	-0.129834169697991	0.00263438215301517	-0.131814597821755	-0.117333213111646	"S01"	0.582670630309004	"IS03"
"SYNPO2"	"SYNPO2"	-0.0239706704755626	0.226156281542901	0.577752426293378	-0.0560721862669111	-0.108067252868504	0.0773374793741536	-0.14495403934806	-0.00862880707115964	-0.23064387732562	"S01"	0.577752426293378	"IS03"
"FAM135B"	"FAM135B"	-0.101257444880489	-0.103144229567703	0.56965112064313	-0.0956212339370453	-0.101670740573879	0.27799834956836	-0.10357310370312	-0.104771110160254	-0.046254869716047	"S01"	0.56965112064313	"IS03"
"DMD"	"DMD"	-0.0300593241966237	-0.076328593856923	0.566476924298736	0.01881043204529	0.0753322608060409	0.192746486002761	-0.0840339704258357	-0.0477651895655038	-0.245502534115721	"S01"	0.566476924298736	"IS03"
"SLC25A48"	"SLC25A48"	0.0771144550499779	-0.00107614100410986	0.558147805921203	-0.0886712825854336	-0.0942810984224713	-0.00323553812618562	-0.0960451938191495	-0.0971561266603805	-0.0399364005228046	"S01"	0.558147805921203	"IS03"
"NPTX1"	"NPTX1"	0.00649186035211623	-0.087258089546935	0.552442937945156	-0.0808937759139532	-0.0860115454105502	-0.0875299216015983	-0.00895176061738482	-0.0886344001076122	0.0466248142616972	"S01"	0.552442937945156	"IS03"
