"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"IS18"	"IS19"	"State"	"MaxFC"	"InitialState"
"XCR1"	"XCR1"	0.071308893245372	0.0723916538465247	0.125308362179565	0.993583692456644	-0.121836270467125	-0.114752620280523	0.0269167644647002	-0.246984773861519	0.0525053780574333	0.0263882131538125	-0.0899773801652089	0.043829046575912	-0.0379603948465492	-0.119986464078553	0.159833647197552	-0.219145112259232	-0.0804487509783149	-0.10286617658783	-0.172527092127327	"S01"	0.993583692456644	"IS04"
"STAT4"	"STAT4"	0.0660701017311243	-0.138382176608299	-0.0430238691488568	0.975555985004135	0.0692372339484364	0.133143515414052	0.487299776672422	-0.431101289564343	-0.129176053194664	0.0573827617071939	0.177013224541992	0.0202267207700426	0.155811800787195	-0.083328843969778	-0.0212930992204602	-0.246876992931441	-0.0977248411914864	-0.107782740446461	0.0441536213852687	"S01"	0.975555985004135	"IS04"
"IGLL1"	"IGLL1"	-0.030527320306109	0.0318515347268484	-0.10381488422265	0.951826519791372	-0.0727685364241639	-0.0684520344542464	0.0602923007987774	-0.158180873136771	0.0975268032328031	-0.0988349455204706	-0.076385640870528	-0.148967834823859	-0.140378355283977	-0.130489435562782	-0.0581185009893719	-0.102793936430006	-0.0437360824628004	0.0178847452127385	-0.0120253516031006	"S01"	0.951826519791372	"IS04"
"TNFRSF9"	"TNFRSF9"	0.182262356098697	0.619339737666519	-0.0961569254213136	0.937915099592743	0.0801085612735446	-0.317032549396686	0.650718956324756	-0.304726175515199	-0.22078791171778	-0.223897000728849	0.00944086279187415	-0.0568585786725459	0.140156019958303	0.153403083052939	-0.0501919693753979	-0.231342894177113	0.181936462301168	-0.218122277601275	-0.169619553959337	"S01"	0.937915099592743	"IS04"
"CLEC9A"	"CLEC9A"	0.251947755702033	-0.102355688094537	-0.0150236308563375	0.926390769373503	-0.063041529187238	0.302548938312164	0.248662625064954	-0.653336706363303	-0.072700823155737	0.866244817083464	-0.173715561170391	-0.133503152462295	0.197211861414502	-0.262155231476657	-0.0843795857065926	-0.181795428863561	-0.175771043256865	-0.270472451027627	-0.0487773862853614	"S01"	0.926390769373503	"IS04"
"TNFRSF4"	"TNFRSF4"	0.107723936686492	0.340112676180023	-0.216798082572311	0.912141613027112	0.0368434302234687	-0.1187072741062	0.302059514517998	-0.365953096730612	-0.183528100882278	-0.106006249366576	0.0896590769000218	-0.086379443910557	0.117567689087674	-0.0288742660031597	-0.0779021531743117	-0.179420216139453	0.123266659511206	0.0894841553211199	0.209638489649195	"S01"	0.912141613027112	"IS04"
"DOK3"	"DOK3"	0.427852725076002	0.0291035085800334	0.0763500159207421	0.822670702429001	0.0754335756106416	0.130486537835274	0.429667594882294	-0.469162219180974	-0.253819176324253	-0.0272535014981336	0.0302248163504034	0.0396276083549351	-0.0242169618040412	0.0390528720566304	-0.0906768855672807	-0.16050045013952	0.134529773145452	-0.200305822534511	0.0257423250474577	"S01"	0.822670702429001	"IS04"
"PIK3CG"	"PIK3CG"	0.46763239243732	-0.124282633053068	0.222482871689609	0.714337264116104	0.0112010777128108	0.093113540433197	0.0918660010488112	-0.35213468728761	-0.121145131155276	0.0631183681182863	0.0531129093316124	0.134287677003284	0.0317306438133444	-0.00503907477420996	-0.125182397579456	-0.131893095336749	0.0777418258032241	-0.0260794416886366	-0.23423894324806	"S01"	0.714337264116104	"IS04"
"NTRK1"	"NTRK1"	0.305950907466153	-0.0942709526144744	-0.0973355086055	0.669554429460059	0.264420198503271	0.0764147414653575	0.427166286554021	-0.763525204129343	-0.310762138716042	0.448384069500409	0.1543656205465	0.302984639083623	0.262142525533131	0.354814826434914	0.0179133595248611	-0.319849611979177	0.420772694272489	-0.0815014068981528	0.328070726492678	"S01"	0.669554429460059	"IS04"
"PIK3R6"	"PIK3R6"	0.457717084041854	-0.130984454407369	-0.0035882271146215	0.644986391708743	-0.0326813406817676	0.0654252115119534	0.365877269876458	-0.457229520577826	-0.152267747066995	0.00841180144088693	-0.239299135197134	-0.0757072899959737	0.51903775777183	-0.0772550963856228	-0.140926113878364	-0.16156903988918	0.261107160233981	-0.037115763988937	0.150613530035284	"S01"	0.644986391708743	"IS04"
"WAS"	"WAS"	0.272443561785943	-0.0526624995811225	-0.018996994248339	0.63481748595058	-0.163636704789337	-0.00805113775552475	0.342383562480933	-0.195774137404517	-0.0331861726559033	-0.0622686302464398	-0.0965262576566176	-0.032820707209884	-0.255252509275635	-0.154769489113262	-0.0408940570492231	-0.0884926985291595	0.0396730628790475	-0.371486271907372	0.0629467376735483	"S01"	0.63481748595058	"IS04"
"ICAM4"	"ICAM4"	0.125810183307556	0.374413507432172	0.0843296095158061	0.601692122794233	-0.0618861575535719	0.402293800847465	0.019948822761076	-0.418391869697777	-0.0988954798925683	0.406760182114078	0.0791656870919856	0.012664534438872	0.0974087710140514	-0.157951235671254	-0.143807956412437	-0.348149056776692	-0.115663803372863	-0.091698743372936	0.395899937379583	"S01"	0.601692122794233	"IS04"
"MCEMP1"	"MCEMP1"	1.92871505117113	-0.103647671043694	-0.160364240205409	-0.000414275977343812	-0.144909033576225	0.639076595389791	-0.0116702003090894	-0.40012032370072	-0.297258180616134	0.224992425541288	0.503094930475213	0.220939901271027	0.36026560008179	-0.23126873928894	-0.0655383441752692	-0.205583753959396	0.245233033762389	-0.156392777361281	-0.146252675594751	"S02"	1.92871505117113	"IS01"
"MRC1"	"MRC1"	1.79897538696982	-0.293021262787649	-0.0851344726958533	0.425406131668185	-0.158289296766103	0.580632690489577	0.258884300918883	-0.668207679382452	-0.377545287551143	0.909248305488077	0.117773334469228	0.0701530612257275	0.289447643101569	-0.265922861444397	-0.0391014402687541	-0.319941146197168	0.217229856874974	-0.302117843784726	-0.269755997644043	"S02"	1.79897538696982	"IS01"
"ITGAM"	"ITGAM"	1.69441715181452	0.269553402867876	0.0130976751246639	0.759190975406699	0.0155994833070721	0.223824195719171	0.313197739520266	-0.58940208429485	-0.345660037731369	0.0402223240866118	-0.0463021056191425	0.0225311317866571	0.286428152473101	-0.238934143441231	-0.0623309324136938	-0.29702673240242	0.385116245956795	-0.155454355586214	-0.13639707637722	"S02"	1.69441715181452	"IS01"
"FCN1"	"FCN1"	1.67378967425804	-0.190498645586095	-0.144002000954081	0.783680864896222	-0.0753415454452208	0.499183707792882	0.0858483259672392	-0.675962250142266	-0.182949601512999	0.574132879949053	-0.0425616716715242	0.229033552358762	0.369332191682123	-0.210735434883515	-0.111070681003613	-0.210204381978019	-0.0101841865811662	-0.310754014722775	-0.15778685077914	"S02"	1.67378967425804	"IS01"
"OLR1"	"OLR1"	1.46657204629799	-0.0508161831918405	-0.00567842240386249	0.190127436368779	-0.0117330358803935	0.491087653058196	0.340954842361143	-0.479494412018533	-0.264361809710678	0.0526070919117723	0.359180239196739	0.101877234475881	0.211588010331872	0.0352355109601061	-0.0399322322253259	-0.18474034155225	0.398273458301323	-0.22100889097131	-0.223493455621353	"S02"	1.46657204629799	"IS01"
"CD300C"	"CD300C"	1.44324449463225	-0.0808020350930207	-0.0976740230123138	0.317550480231683	-0.0282617719119514	0.379732709991879	0.306236166491203	-0.478991285105632	-0.30649804603553	0.378320532516819	0.0662599118991831	0.029559356667016	0.0849911289628067	-0.065838911847531	-0.0734202469282476	-0.143773214261866	0.157963209817081	-0.210182025589313	-0.139213638302346	"S02"	1.44324449463225	"IS01"
"CLEC12A"	"CLEC12A"	1.23608402227422	-0.172119248850736	0.0730290268923375	0.671891513822587	0.0455809173485528	0.429489029047997	0.849075374042857	-0.779279468218349	-0.237607693581274	0.297096118945191	-0.0271814475625913	-0.0410163518400567	0.132869243608921	0.198237013702158	-0.0833422966166154	-0.184106087527189	0.0180148152273588	-0.23697081195147	-0.0411066447983928	"S02"	1.23608402227422	"IS01"
"CD33"	"CD33"	1.22826655369818	-0.200136950953268	-0.244651340003463	0.675659797459967	-0.0957900080110651	0.400129492885616	0.468615591837187	-0.567557137616495	-0.309747164094427	0.416181434593971	-0.170865942571112	-0.0119722518316455	0.384683762521639	-0.31723812513737	-0.0763415003700081	-0.198567092958436	0.217708789054735	-0.294744322348367	-0.0714110669901369	"S02"	1.22826655369818	"IS01"
"ADGRE3"	"ADGRE3"	1.2130809377465	-0.0874676303508016	0.0768804074211032	0.580505559528418	0.196858699506579	0.457260330613027	-0.0675506590643542	-0.76486532653995	-0.176848389690903	0.562682170677346	0.467712775617593	0.0368117809560453	0.554480816747669	-0.345074388795779	-0.174248881903906	-0.17891030758996	0.0981012739623277	-0.262580145707122	-0.186295072733711	"S02"	1.2130809377465	"IS01"
"DPEP2"	"DPEP2"	1.20023926605715	-0.320205232011234	-0.078826001998837	0.955421732641169	0.0566244697775111	0.4598728602918	0.138432036251508	-0.620461118226563	-0.196892468283436	0.596634536122888	-0.278085127300962	0.0578302047441515	-0.0482515783563467	-0.19627987405122	-0.116291900119421	-0.245062150282603	-0.0390522523918661	-0.42166697627799	0.149367503203977	"S02"	1.20023926605715	"IS01"
"FCER1G"	"FCER1G"	1.18244485629323	-0.0661164851345101	-0.0545616349682473	0.328870292975323	-0.132336716152098	0.131626792262687	0.615710263247182	-0.389901124768189	-0.224782482531315	-0.0457834979000813	-0.0750126853584729	-0.0852860385991569	0.00697060638215851	-0.191956281321142	-0.0179078775641061	-0.0402881982744039	0.170541480358955	-0.0348942552348457	-0.0876444192279057	"S02"	1.18244485629323	"IS01"
"BCL2A1"	"BCL2A1"	1.10659122788029	0.430490198253082	-0.230018055228377	0.617318342741013	-0.0425156598099744	0.17997513169797	0.572460323737647	-0.629704222077377	-0.326956628850723	0.0210080452492241	0.635027006026335	-0.0833925384615712	0.0478461383950926	-0.141070692903725	-0.0888045175080192	-0.0884458229698455	0.108791038901244	-0.0354654103756081	-0.0596738393872596	"S02"	1.10659122788029	"IS01"
"MMP19"	"MMP19"	1.10623512459622	-0.0118383638037588	-0.160826749447378	0.388783075555073	-0.246687923508681	0.297960726105243	-0.0763185017032843	-0.421214497503269	-0.30266572983814	0.864493579746263	0.0581571258094872	0.044364858184538	-0.0942633832625529	-0.227283156348452	-0.110327814757094	-0.342748162698924	0.499016185417459	-0.125357073493068	-0.0225648323758735	"S02"	1.10623512459622	"IS01"
"LY86"	"LY86"	0.96558928057333	-0.116562579774172	-0.116425192020982	0.867616266188553	-0.102430972218422	0.305277703929957	0.254085047939354	-0.454912060939886	-0.216730465784799	0.0677132853177649	-0.156061111174245	-0.00385736991945541	0.259199258383449	0.071080001579712	-0.183969636096477	-0.148524160346656	0.225858646515239	-0.14553513377296	-0.126810851043485	"S02"	0.96558928057333	"IS01"
