"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"IS18"	"IS19"	"State"	"MaxFC"	"InitialState"
"LILRA1"	"LILRA1"	0.941333246270764	-0.128034746892741	-0.00710491805708709	0.39754460836209	-0.238180356524225	0.178104218408947	0.313601838957657	-0.489912870111013	-0.130084525775968	0.433528052536552	0.180929578754146	-0.05377660497058	-0.00388786626279282	-0.0390567978412748	-0.0888911090825566	-0.161003269038042	0.160964813720665	-0.185415617123412	-0.0344643309666631	"S02"	0.941333246270764	"IS01"
"CEACAM4"	"CEACAM4"	0.930548147294119	-0.308912614090556	-0.135746666734245	0.772577254262797	0.121201867461454	0.408932407722985	0.610062571869251	-0.880575108193908	-0.146124204370973	0.24700555488741	0.263607151615154	0.0060837668864464	0.513498685329237	-0.339454320913264	-0.0670598077550499	-0.141880574247246	0.165165931317197	-0.306993951452346	0.153175189374422	"S02"	0.930548147294119	"IS01"
"CCL13"	"CCL13"	0.842030252837292	-0.106460916885096	-0.163897384238284	0.544248918185675	-0.160743043538071	0.157770739625193	0.789934191148915	-0.756191735658252	-0.287683853434511	0.395486758490297	0.487972157780496	0.167374648761089	0.478619398193866	-0.405859920040895	0.0152375506980759	-0.201451267555553	0.262344016267261	-0.13309614107561	-0.121567464385065	"S02"	0.842030252837292	"IS01"
"ADGRE1"	"ADGRE1"	0.821057023368429	0.174868947117814	-0.0306115714561854	0.395200016342866	-0.0461468978074755	0.142611366317842	0.626025873620952	-0.399844385233507	-0.190773122741009	0.22571410156909	0.186734186044113	-0.0338173862991926	-0.0725992099162477	0.165281827960848	-0.101372467708116	-0.230321692310791	0.0924620191658216	-0.18463532825055	-0.0677562532565102	"S02"	0.821057023368429	"IS01"
"SRGN"	"SRGN"	0.749047593325247	0.00259450953863899	-0.13496917374522	0.478113449880959	-0.0306539380445622	0.0761384605979471	0.276404572951377	-0.198045769605903	-0.15853647282802	0.243287666936766	0.0443064718224166	-0.0361952074321336	-0.2758448047623	-0.127284141998997	-0.0614483220677009	-0.124377301760755	0.0607640668200765	-0.134639041713521	-0.206361927117385	"S02"	0.749047593325247	"IS01"
"NCF4"	"NCF4"	0.698720642078847	0.0540592505491391	-0.103641797706429	0.691844693194781	-0.024570230975887	0.185580399230822	0.20463076685158	-0.223143644065298	-0.160521546078258	0.0118543355736004	-0.0721418759276231	0.00860747052727	-0.0861658932782887	-0.13923985116079	-0.11722570608317	-0.147907993200149	-0.0401791700030972	-0.155633398879317	-0.0179880270035441	"S02"	0.698720642078847	"IS01"
"CRLF2"	"CRLF2"	0.58768668928493	0.0153452248430888	0.0220493324582498	0.49162892501555	0.429796464818475	0.093283001111162	0.115256546483343	-0.542905249421597	-0.202260690415409	0.312342090180297	0.196984400154075	0.0197289023780018	0.541389682612133	-0.127791569722409	-0.0568665433813475	-0.275173292230171	0.0971334872619893	-0.207488880034748	0.159307120508508	"S02"	0.58768668928493	"IS01"
"IDO1"	"IDO1"	-0.0358821758866886	0.237452857881545	-0.0890345690096494	0.918105850634294	-0.0087193309515195	-0.0655780943631585	1.89263500672247	-0.593809111979948	-0.104691268263998	-0.270848690332633	0.176723122842372	-0.224725833149206	-0.0453180239606165	-0.23502995077205	-0.157082617232695	-0.0433928033427268	-0.109069282108287	-0.0577293854858702	-0.237486985073483	"S03"	1.89263500672247	"IS07"
"CCL5"	"CCL5"	0.156242509328423	0.185984859708802	-0.289340264729314	1.46210004931812	-0.0211653804372286	-0.174197633418573	1.73232278217948	-0.643250006995286	-0.292879235379632	-0.113251585365455	-0.108354460698607	-0.128348564271716	-0.147772211199971	-0.30168038278148	-0.14087593132589	-0.109644031812597	-0.169921267637818	-0.148039920712017	-0.103652022294781	"S03"	1.73232278217948	"IS07"
"PRF1"	"PRF1"	0.251037430034731	-0.0286406149239497	-0.182687591403746	1.290422215184	-0.0702802394396645	0.136792345838825	1.57038929457937	-0.785526082848985	-0.260348632589557	0.253576733063213	0.109754210435304	-0.1321962072596	-0.134010962124852	-0.254550190506141	-0.182264109840453	-0.158773277261309	-0.140688831030936	0.0211127320117025	-0.123945143722486	"S03"	1.57038929457937	"IS07"
"CD274"	"CD274"	0.289627968631357	0.0148235351351339	-0.0109514682912058	0.493747296604021	-0.0417047330197992	-0.0104054795539937	1.54863098228228	-0.481339184460206	-0.185967390761715	-0.0556995400333146	0.256428743726599	-0.0483067143322674	-0.0635348176162241	-0.204951714220246	0.00803566753489795	-0.13869761834018	0.00538791959867147	-0.0142724890570169	-0.243399997586966	"S03"	1.54863098228228	"IS07"
"IFNL1"	"IFNL1"	-0.0770423397967948	0.135985960706309	-0.0872497295959722	0.103732315971238	-0.012772818965767	-0.182037985708769	1.52317530628314	-0.175654160824119	-0.169803768560749	-0.211506264463972	0.00507268005448653	-0.143149850166553	-0.0520294108306959	-0.184677361821592	0.111190284910737	-0.117416832410187	-0.031764267190005	-0.00910006453233249	-0.0307008824150137	"S03"	1.52317530628314	"IS07"
"CXCR6"	"CXCR6"	0.234229780308328	-0.104411454991424	-0.0394462720787778	1.47018137591745	-0.0645768178170301	0.0525566523698294	1.47427195097175	-0.805087043061104	-0.143983068902112	0.0106991695289787	-0.117974714901472	-0.171014249346093	-0.0319320167520586	-0.254761323555507	-0.222298662941059	-0.0539952113853103	-0.151702856017559	-0.0458721558402727	-0.175591342818431	"S03"	1.47427195097175	"IS07"
"KLRC1"	"KLRC1"	0.0329612756563548	-0.0406643393647778	0.0251839026839603	0.661519002432172	0.218463903570236	0.0795212682710279	1.31681560743365	-0.528409450151118	-0.179246705576937	0.170504293825732	0.0611337010014751	-0.189957321349344	0.036878137968747	0.20497999558696	-0.237784509530102	-0.195127705682438	-0.181723858410349	-0.0740259503313394	0.0433458039675907	"S03"	1.31681560743365	"IS07"
"PDCD1LG2"	"PDCD1LG2"	0.546597202670133	-0.00194813460780885	-0.0717421188166519	0.656455861646534	-0.0557416416275297	0.0911600453529172	1.12662377710996	-0.711466532219908	-0.28023593973784	0.362715096128854	0.354128008383161	0.12021744545355	-0.0757220292519392	-0.314090226679749	-0.0200746003695031	-0.184738376494499	0.284639124191585	0.104516561410622	-0.251012634326743	"S03"	1.12662377710996	"IS07"
"IL2RA"	"IL2RA"	0.743090673205561	0.220298722869845	0.0506635075071521	0.8564943588919	-0.0179365477844041	-0.188217699368146	1.08138713833862	-0.647595633784706	-0.293938165840106	-0.135750301138866	0.177286087370247	-0.0805248452617621	0.0693831023812459	-0.200314147382478	-0.0220875879771774	-0.170581881669904	0.234543029229532	0.014627551979165	-0.146445722257974	"S03"	1.08138713833862	"IS07"
"HLA.DRB5"	"HLA.DRB5"	0.631690502944554	-0.126959619220104	-0.14591604283704	0.679243367639426	-0.0195780920398892	0.359100222749994	1.06131761729083	-0.590153433722233	-0.15294368344936	0.103376205258213	-0.144768040206358	0.0777707626710763	0.345295676342775	-0.12999030031373	-0.116475878073633	-0.0703302176449037	-0.0291115908929551	-0.204435919126901	-0.174523530316442	"S03"	1.06131761729083	"IS07"
"IL12RB1"	"IL12RB1"	0.232980555488173	0.0747313288833527	-0.0638958169236377	0.914365553130026	0.0068587886092251	0.0593926263578912	0.915589672068388	-0.342395951116603	-0.154729220301849	-0.11461841257784	0.026418489292013	-0.207013900029854	-0.213528337497022	-0.0591560397826138	-0.174229672294938	-0.113279414414472	-0.114938324681877	-0.204864553044834	-0.0818411072921849	"S03"	0.915589672068388	"IS07"
"IL12RB2"	"IL12RB2"	-0.133772932347657	0.270134574702725	-0.0213230914314209	0.51242387869216	0.00665969368627085	-0.391908030834884	0.866343736171111	-0.302179751131088	0.0453062752651093	-0.260986294150591	0.617898849234103	0.425386644195073	-0.0654075994001507	0.652958178849776	0.165926837289499	-0.285680638702005	0.0238204480139105	0.279269664326494	-0.146872412519034	"S03"	0.866343736171111	"IS07"
"CD70"	"CD70"	0.278886501017601	0.572035080198274	-0.214890281166974	0.601340915556779	0.16594769906625	-0.412833117532049	0.863018838827642	-0.543090850952893	-0.216422405370497	-0.246601887418648	0.533157358236225	-0.0801130064673751	0.14290350248115	0.146100421502109	0.0193940738860973	-0.179273741322327	0.516506440351771	0.132988590678776	-0.00358589523601571	"S03"	0.863018838827642	"IS07"
"CD80"	"CD80"	0.535333395613678	0.0978151055717644	0.12480477307377	0.617810923190827	0.0376419317781267	-0.0693940146682368	0.806652806301473	-0.611374401959187	-0.286259501108311	-0.220193811451791	0.394879095984595	0.0128856715753469	0.320852646463915	0.0654310352536274	-0.0352744602417385	-0.120435389965565	0.278495418862977	0.0534489609321962	-0.164657977153948	"S03"	0.806652806301473	"IS07"
"FBXO39"	"FBXO39"	-0.0350779658240616	0.177007002987481	0.214300901803433	0.0945118932426683	-0.000103478412019929	-0.0230993534467087	0.621211920534618	-0.285303849789464	-0.00781054006508966	0.00116328163717554	0.0995679426372729	-0.0155570059917306	-0.0277608691592459	-0.0164712959189103	0.163566911102117	-0.312931607856127	0.125442013324585	0.0409450216111219	0.30576828959417	"S03"	0.621211920534618	"IS07"
"AF165138.7"	"AF165138.7"	0.093872585402448	0.0348553047545032	0.0326628439662517	0.515362885168027	0.263450516530634	-0.151584281451002	0.561457861555332	-0.277197984504066	-0.180548846452782	-0.130796719053495	0.0297382534577783	-0.0158125408969814	-0.056836591207384	-0.0472959349016853	-0.0227805034759489	-0.142183848671825	0.296069677326926	-0.162347850648349	-0.0357303769461714	"S03"	0.561457861555332	"IS07"
"PRKAG3"	"PRKAG3"	-0.100466546213672	0.255692609701554	-0.0808371182943499	0.0174208962339461	0.316870478227001	-0.0386761351087573	-0.0386278788718983	-0.134472964916404	-0.0378935899311942	0.051647721476267	0.0246095849190363	3.30870416201158	-0.0658329311049951	0.159509413351884	0.0486751393042995	-0.271914422243112	-0.0296028579353464	-0.142157972684909	0.0405845221734946	"S04"	3.30870416201158	"IS12"
"MURC"	"MURC"	0.0107091982396835	0.287357232546035	0.0664985213508401	-0.0553815608391369	-0.00240801340651115	-0.137332492752315	-0.0419857104446876	-0.0599108347567367	-0.215994381113946	-0.088587327937801	0.00952272778704311	2.95917152062987	-0.103884681216707	1.25255618672492	-6.91381015209828e-05	-0.363229296036238	0.319366342929834	0.0181088851725554	-0.0109963459566562	"S04"	2.95917152062987	"IS12"
"SPTB"	"SPTB"	-0.0460282352121311	0.204923485435248	0.0271778191224777	-0.0159710830917784	0.400257775932916	0.148780086177355	-0.0883013297489726	-0.127624003352944	-0.133896782656295	0.185199042768185	-0.0595723731571119	2.90315738254255	0.0100864868812821	0.288333601921522	-0.0518013499264541	-0.371460958094021	0.0204613182383573	0.0388156644117607	0.0786660877762922	"S04"	2.90315738254255	"IS12"
"KLHL30"	"KLHL30"	-0.0480300172179584	0.0164752927297198	-0.0454186121851056	-0.0869348558344389	0.0307649929813155	-0.0218597634866126	-0.193830704096926	-0.149370072899916	-0.0477947370620415	0.49914240988725	0.0536276829424868	2.58902245372447	-0.0271215587286645	0.133271466025865	-0.094190376283543	-0.268844617583028	0.0253499786869016	-0.0735738148559812	0.0821781852906469	"S04"	2.58902245372447	"IS12"
"AKAP6"	"AKAP6"	-0.0798412537053989	-0.115534179794219	0.145606589715189	-0.0487781719436796	0.00126456472154597	0.144180078741742	-0.194905454996784	-0.150062892728319	-0.131869527430071	0.834709047829889	-0.0813516489070817	2.56780026767997	-0.0422418040360183	0.0201908556871226	-0.0392944032040632	-0.348520452026438	-0.00637049726507074	0.0637606347715718	-0.261302819004131	"S04"	2.56780026767997	"IS12"
"HSPB3"	"HSPB3"	-0.117126815657972	-0.105099606380261	-0.130181658362559	-0.0992819877658196	-0.0517185137445602	-0.0817713068540427	-0.14793963792836	-0.144550889536855	0.0189741970814016	0.497998849890171	-0.0504418897458788	2.37630817268186	-0.0755819252058499	0.0927251788779469	0.0400612580379762	-0.205842207586462	0.190334727078726	0.358367225263945	-0.0447660355732287	"S04"	2.37630817268186	"IS12"
"NT5C1A"	"NT5C1A"	-0.0505271458629773	-0.146643386326133	-0.0717719454758176	0.091045970826659	0.0663857308589276	0.312595825468548	-0.151981011129229	-0.233384246403092	0.0990736215818531	0.567394187169332	-0.130022921861486	2.35269345910233	0.156566429226447	0.194313645428353	-0.0559471709650343	-0.253344482697295	-0.0279989456854527	-0.0694849062463197	-0.108091683328832	"S04"	2.35269345910233	"IS12"
"MYH1"	"MYH1"	-0.0328780583625656	-0.170741427623788	-0.146982197396107	0.0288255803721386	0.194237547348983	0.147274323403265	-0.143299661670944	-0.237761394038611	-0.139135951580805	0.731932186713595	-0.169630893217624	2.30914691803747	0.0443210049712005	0.243719555711646	-0.0082242264353092	-0.277152295849725	0.229863024078415	-0.0843765419565209	-0.093021017435693	"S04"	2.30914691803747	"IS12"
"PPP1R27"	"PPP1R27"	-0.155772823601207	0.130482319427634	0.111661578488287	-0.0232597787766156	0.318077643961391	-0.323421194497533	0.094587807263164	0.0416435980453329	0.04926866299955	-0.324880472799887	-0.17785956229733	2.08159936049903	-0.134411295121031	0.416260556910394	0.142878460289229	-0.310057835692922	-0.105586739443188	-0.032160888179598	0.395253424708855	"S04"	2.08159936049903	"IS12"
"KCNA7"	"KCNA7"	-0.0381207223047673	-0.0535206818972167	0.400398441678185	0.243454509079838	0.480135022692984	-0.182911907056763	0.00750806991853216	-0.0943189697683936	0.012681291745726	-0.103380837499782	0.0250813674302154	2.01599146055818	-0.0424432316297347	0.551427527902657	0.038001149186498	-0.687831652934206	-0.0182281707809504	-0.310986586956243	0.552448278680623	"S04"	2.01599146055818	"IS12"
"FABP3"	"FABP3"	0.137538361545326	-0.111415605595444	-0.119420280730689	-0.0593852543672445	-0.000865853732238412	0.23241130641554	-0.0439346364672021	-0.0911874461270598	-0.153623757037958	0.145274217131541	-0.0515061725046745	1.71867518029973	0.0393718118165483	-0.087505483446581	-0.0790742001696438	-0.0519282521759187	0.0284195513383212	-0.0810049789102724	-0.00245677494719181	"S04"	1.71867518029973	"IS12"
"MEF2C"	"MEF2C"	0.269491170654231	-0.173580747604422	-0.008669453486067	0.925388944913647	-0.107574669395333	0.303695530083625	-0.097935096398435	-0.527369235052419	-0.255800401301239	1.11834456774839	-0.18156292190437	1.66775327573294	0.0715652050469651	-0.0921821992387295	-0.228465563579615	-0.454254098011978	0.211949371621987	-0.172860949353551	-0.290529723633501	"S04"	1.66775327573294	"IS12"
"MAP3K7CL"	"MAP3K7CL"	0.0276458246149452	-0.228355224846851	-0.00766806810039994	0.188476982195654	0.114940492649812	-0.027229669036325	0.103851421309708	-0.215823208007713	-0.171084498515042	0.309571536555137	0.0125127996488991	1.43737012116948	-0.000738126168552427	0.0900123841042443	-0.0847744816602134	-0.369263108091379	0.712785158536014	-0.220410680757228	0.000534628402402395	"S04"	1.43737012116948	"IS12"
"CAPN3"	"CAPN3"	0.0789974863873688	-0.216573423422103	-0.119560414308706	0.202646306029013	0.0113703927243247	0.311224608003061	-0.061536110295873	-0.233839122681679	0.0155574058777232	0.303715546941196	-0.115237907573125	1.15551702918837	-0.0033684844010453	-0.0634324183769814	0.0436502625251847	-0.343154222648109	-0.226071010429942	-0.320807119767261	0.819061445687131	"S04"	1.15551702918837	"IS12"
"CAV1"	"CAV1"	0.0727247478786147	-0.385796223311231	-0.217923176389696	-0.176034831890916	-0.26723374419021	0.314719962132509	-0.0652423764730716	-0.382576096467965	-0.308310245035774	1.81201697547119	0.770575089722215	-0.00500922918613542	-0.231233279663315	-0.263895155513453	0.192040533635042	-0.384346521702158	0.169536185438664	-0.137757794978398	-0.140609750835082	"S05"	1.81201697547119	"IS10"
"GNG11"	"GNG11"	0.0819906338038688	-0.298668345957541	-0.245091805045497	0.0430468785791091	-0.0564183057874915	0.255116770868633	-0.169318596022455	-0.322980200297864	-0.292279988419878	1.7917780596909	-0.0997316550949793	0.422859724422259	-0.190556373224574	-0.070407383337072	-0.118797607438061	-0.277665079122275	0.0856374749876798	-0.135927878798751	-0.0833184658270048	"S05"	1.7917780596909	"IS10"
"KIAA0408"	"KIAA0408"	0.0926261956962916	-0.100864504174164	-0.104583492858133	0.0181778461916604	-0.156610650774911	0.529639296024826	-0.164972040698227	-0.37388338043985	-0.158028622400105	1.64271917789705	-0.158180926376603	1.00050705397463	-0.00483943340360649	0.622870510730283	-0.147732386120023	-0.402020079193846	-0.0110872695581974	-0.218163395126299	-0.0645403656073527	"S05"	1.64271917789705	"IS10"
"DLC1"	"DLC1"	0.430363538328423	-0.209589511676983	0.0655929855805569	0.0588973129514213	-0.118694959134878	0.600407496884688	-0.279696243028371	-0.414957418378516	-0.313568720359351	1.63492212494608	0.160152621630692	0.273570471974184	-0.100862035872092	-0.085826167003022	-0.0814345201739741	-0.404459315902495	0.135680663387393	-0.165622821954648	-0.182006915556451	"S05"	1.63492212494608	"IS10"
"CLDN5"	"CLDN5"	0.200116352780297	-0.276570029878005	-0.250166905929766	0.30144130222532	-0.0631642298145206	0.346003009719511	-0.336623448644252	-0.392418306685594	-0.0737907656890767	1.46186814223138	-0.357309288496716	0.269856096049604	-0.133156461647159	-0.163078830000125	-0.108895150573057	-0.248328414156437	-0.105900978085329	-0.11595504184868	0.356644148798469	"S05"	1.46186814223138	"IS10"
"AQP1"	"AQP1"	0.384659611123527	-0.357544311723711	-0.15879719036656	0.232343715591562	-0.0328959250557021	0.550835026930292	-0.144383957696045	-0.437197736281248	-0.0496614419463042	1.43850515994728	-0.264826447095145	0.321782272015126	0.207322204469388	-0.152839046947744	-0.149950993852638	-0.267878120542926	-0.0457817184339889	-0.230046613432618	-0.0410055914052283	"S05"	1.43850515994728	"IS10"
"FMO2"	"FMO2"	0.157277104278736	-0.128948030639952	-0.00678966538687342	0.203287598505641	-0.188600899183734	0.425853996563823	-0.0536642322473378	-0.419921542757927	0.985339480126152	1.36987003057648	-0.156467739658376	0.030414902595937	-0.0474393187673746	-0.150792798107246	-0.209988498612658	-0.306149785357343	-0.110429037925587	-0.09619665578616	-0.231740411831937	"S05"	1.36987003057648	"IS10"
"S1PR1"	"S1PR1"	0.563958882769041	-0.4061393800454	0.0257446582880683	0.660217311459311	-0.0823360763833615	0.406869346882181	-0.195381196164671	-0.543531326728444	-0.137930848533484	1.34036275530777	-0.178383106570503	0.180573797904124	-0.116275955411701	0.0406754890411982	-0.1419818567753	-0.349011788321418	0.156259516065071	-0.170374712620723	-0.117627494641687	"S05"	1.34036275530777	"IS10"
"CLEC1A"	"CLEC1A"	0.206631132651283	0.657980911522906	-0.105433271401367	0.493776562224001	0.060969624935824	0.146993374264221	-0.0677320336519618	-0.442507887873634	-0.222124793996696	1.31470456544232	-0.225702312126216	0.0828224220584819	-0.180032325487324	-0.213754937763306	-0.198067597007846	-0.347705444092005	0.143006134666458	-0.196959900691958	-0.0172284000183952	"S05"	1.31470456544232	"IS10"
"GRASP"	"GRASP"	0.168788001882151	-0.013567574629503	-0.130864602506651	0.449076544320523	-0.0982964819036469	0.24825127191595	-0.186877497003363	-0.400869361382512	-0.246225328871209	1.27005580034956	-0.133576560050285	0.0457673038927795	-0.0516688864822882	0.276828148652023	-0.159223598386144	-0.39582612021958	0.077802428997788	-0.252894526340762	0.293383867677574	"S05"	1.27005580034956	"IS10"
"TDRD10"	"TDRD10"	0.0287705683078127	-0.157939438087483	-0.116404089154749	0.406892395919199	0.162883874215609	0.476650346254286	-0.225514393438038	-0.436786002030072	-0.117965528237708	1.19289237114526	-0.246191228331029	0.241219431306219	0.0527305361025476	0.0299521772061803	-0.11807692513471	-0.430717860492888	-0.20040019289255	-0.160800891815417	0.65578622650605	"S05"	1.19289237114526	"IS10"
"ABC7.42404400C24.1"	"ABC7.42404400C24.1"	0.231908012164779	-0.0191608117927454	0.127765797387583	0.549481535460366	-0.039060912183522	0.42474316012831	-0.0992897058372065	-0.448610261507549	0.364113111626109	1.12009283241027	-0.242392953937756	0.395469480451774	0.0640137924470199	0.0101022371208378	-0.0721881755290396	-0.411937678551164	-0.0849796075994617	-0.0630971018958835	-0.238754709766462	"S05"	1.12009283241027	"IS10"
"NDNF"	"NDNF"	0.170036065418514	-0.174542495529845	0.158614262987667	0.00681163298853542	0.0361816650671199	0.916021840281439	-0.35828417217594	-0.2834838330554	-0.162694861649694	1.06978985700014	-0.226412852952359	0.310861380845101	0.0301321114233139	0.102096294506627	-0.183932561164716	-0.301692842980302	0.386259957174112	-0.106247860022966	-0.203752851381925	"S05"	1.06978985700014	"IS10"
"TLL1"	"TLL1"	0.115436817790339	-0.298897824979055	-0.0462161387229815	0.333840763885771	-0.19815129158246	-0.0155278728547116	-0.169665266787812	-0.348235973270339	-0.225904904125527	1.04601349949005	0.306349380231576	0.0117464057857612	-0.0401578828117536	0.166538267341362	-0.0128005316892074	-0.398108941069814	0.777123227836145	-0.144767330390302	-0.198801220968885	"S05"	1.04601349949005	"IS10"
"MAP1LC3C"	"MAP1LC3C"	0.320443507133462	-0.198561071677822	-0.0890577900120067	0.391298662129602	0.523774963401177	0.533182108630104	-0.0176820582607762	-0.356619698743367	-0.169939494384362	0.985869598471238	-0.141357412668035	0.816455666793966	0.0557678453124001	0.297652622764617	-0.171251520980131	-0.408937096107842	-0.0151471831994169	-0.221541770652891	-0.076536084109827	"S05"	0.985869598471238	"IS10"
"GYPE"	"GYPE"	0.376627981194725	-0.123150745918845	-0.00121689598254628	0.682112301202271	0.217561683824631	0.520804710128759	-0.144567595455954	-0.503217904662312	-0.193797714890436	0.977806135971929	-0.118261530188572	0.107411492437065	-0.0272084001795743	0.148953968154439	-0.150286510593541	-0.380406952757005	0.0282933923885724	-0.0498969553978454	0.115285297270625	"S05"	0.977806135971929	"IS10"
"GLDN"	"GLDN"	0.598653183179129	-0.213794408420382	0.0233638097933181	0.0193287787140535	0.301542980260297	0.406841166410772	-0.0672061098730745	-0.31023818782616	-0.142460276769002	0.974848579189127	-0.0792684124233178	0.148554782900891	0.0693074294036593	-0.0398627837846653	0.142813812622513	-0.381271963460593	-0.0472020485503831	-0.0408295312757128	0.0276943310744901	"S05"	0.974848579189127	"IS10"
"RGCC"	"RGCC"	0.299022384758459	-0.0381710164266426	-0.17437605725187	0.153907740354371	-0.0518804952861732	0.544253403291976	-0.20485331960814	-0.192949699109198	-0.20312805410515	0.971983123924241	0.0266539643511539	-0.0726047885824989	-0.250061168408412	-0.108782504873515	-0.070411984794566	-0.275748772939087	0.164799740480572	-0.113472653835974	0.0284300172829025	"S05"	0.971983123924241	"IS10"
"CFH"	"CFH"	0.165962358485228	-0.338878520004925	0.0628038644261153	0.364394342787543	-0.217554103198733	0.107672449261331	0.140546125570157	-0.508275255794321	-0.105769260506203	0.904084470950685	0.234137985988564	0.194488691410546	0.1743683083999	-0.300540354407641	-0.206773987268119	-0.282759085964384	0.576870782715696	-0.0105601980694373	-0.170249588945011	"S05"	0.904084470950685	"IS10"
"HIGD1B"	"HIGD1B"	0.302585414076108	-0.252846421571451	-0.11628126846546	0.112881911144237	0.0968110311104055	0.375571492066605	-0.310894294448052	-0.167670313374713	-0.158546766544597	0.894172803742474	-0.388749228177625	0.050401449874777	-0.107279595755103	-0.152060500505227	-0.128733836893528	-0.246201608486841	0.174476180656076	-0.314180604793811	0.322345075374262	"S05"	0.894172803742474	"IS10"
"CD1A"	"CD1A"	0.246368349059653	0.291783970902125	-0.123856390088832	0.442229034639476	0.036357336882118	-0.0144743278318766	-0.0784040155463554	-0.680798747925745	0.259209768656872	-0.350192121822445	0.17055032631694	-0.0726463143222438	2.41735402199779	-0.19044546859262	0.175732351251329	-0.138958199904237	0.305283313445002	0.0576414019952005	-0.0771398501531792	"S06"	2.41735402199779	"IS13"
"CD207"	"CD207"	0.0971306758207938	0.267313610623445	-0.0584941031832012	0.298799821314574	-0.0894002419740753	0.227088709445411	-0.37861170516072	-0.628627719949825	0.424165927024887	0.0268636180071049	0.00995609167060155	-0.0241438213807183	2.32553224823702	-0.197928055904539	0.173141975408928	-0.196840735088122	0.116750059737853	0.0622176681681624	0.0286291799956449	"S06"	2.32553224823702	"IS13"
"CD1E"	"CD1E"	0.300787950799955	-0.0398077801957569	-0.0377740270036735	1.14516284076296	0.0285375031125319	0.244114942166022	-0.125728433028993	-0.945443879475511	0.239661876980132	0.216628323392983	-0.205139006426242	-0.0342183577902065	2.03686305375808	-0.112926653340884	-0.0590340324214675	-0.157800020593219	0.036980080614861	-0.120491058349972	-0.076123654941766	"S06"	2.03686305375808	"IS13"
"FCER1A"	"FCER1A"	0.373251461630444	-0.201496120465975	-0.0670085944681136	0.454540267225495	-0.155336193674267	0.477203691716821	-0.568680933359659	-0.848283527974554	0.340235482433772	1.08336830935192	-0.200498652463826	-0.0150739329779027	1.84852412785803	-0.321870721086364	-0.0180040993872061	-0.225531217960923	0.117174819970858	-0.224617780608532	-0.0157580499314941	"S06"	1.84852412785803	"IS13"
"CD1B"	"CD1B"	0.633717717358356	-0.123243666489338	-0.138578660913285	1.10350586813394	0.0272892135569205	0.0837773506985197	0.151073639651323	-0.836952626653272	-0.107883240856346	-0.0435578000366431	-0.094496194859163	-0.023240815659117	1.79635743010212	-0.140372921347386	0.124536039920176	-0.112876312658025	0.0164915926531626	-0.171075924968634	-0.121960318820572	"S06"	1.79635743010212	"IS13"
"CD1C"	"CD1C"	0.522117088236145	-0.358673682407239	-0.131699347344686	1.2902578600114	-0.193929319563298	0.382903968386028	-0.23709183551069	-1.04847173570432	0.147728021745573	0.655392325870755	-0.186358791546796	0.0630689179601837	1.70692097803213	-0.401571314334941	-0.0570886329667005	-0.180436343876919	-0.0050673848216364	-0.11645281156593	0.0380593544157888	"S06"	1.70692097803213	"IS13"
"S100B"	"S100B"	0.142301478914368	0.0614144862145885	-0.289162637094326	0.457760187990982	-0.079605075824085	0.118957256776465	0.161363888627633	-0.76716944880076	-0.0291315427198797	0.795422776681115	0.0338005173187292	0.137548794724302	1.69471060616216	-0.135370990669073	-0.0130530337991606	-0.205864366149701	-0.0285434136517034	-0.0483056561406892	0.0262268705367352	"S06"	1.69471060616216	"IS13"
"IL22RA2"	"IL22RA2"	-0.0200107420512201	0.558548700818438	-0.148564122012697	0.936210280111805	0.118758090793943	-0.171686244303475	0.347594845243536	-0.734964553063023	-0.17343611108018	-0.0888901858109101	0.365311582809779	-0.0463005817352714	1.62160527331572	-0.25737988278073	0.0613393665554118	-0.173919700904657	0.0719671017621785	0.11650261574025	-0.160010305821503	"S06"	1.62160527331572	"IS13"
"HLA.DQB2"	"HLA.DQB2"	0.422606926487309	0.156953362963874	-0.231065251970537	0.867350419660276	-0.156338898525469	0.447270752480805	0.618001649925686	-0.767650007301094	-0.110250533991506	-0.0931628999358488	-0.106112535350834	-0.130168468377066	1.54220631770047	-0.081200497671025	-0.14317543779887	-0.116671026354822	0.183675357679107	-0.212828694570991	-0.0319720634238999	"S06"	1.54220631770047	"IS13"
"CCL22"	"CCL22"	0.60858237518657	-0.131823129364015	0.0242366017303629	1.11800847191043	0.0596503780640812	-0.104478749205223	0.210280121419661	-0.821667508981915	0.0315499722883354	-0.193717654222988	0.233121674408236	-0.0399649117925067	1.14008101355169	-0.359865884574247	0.168854523927768	-0.173719671356463	0.204531142764324	-0.111605869584639	-0.0339895327025946	"S06"	1.14008101355169	"IS13"
"CCL17"	"CCL17"	0.777812924538912	-0.0653717310430049	-0.188037793341414	0.953179965273939	-0.0265255079872116	0.166864590107499	0.143849099088684	-0.689394112099112	0.249443563233728	-0.128221740201684	-0.00317519548350517	-0.0933908916078637	1.13846555778707	-0.487018368209691	-0.0543096804845297	-0.103591020654954	-0.0139773410066301	-0.177208179240037	0.123623978680049	"S06"	1.13846555778707	"IS13"
