"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"IS18"	"IS19"	"State"	"MaxFC"
"STRA8"	"STRA8"	-0.0504672361255114	1.37719099965775	-0.00211736492471428	-0.0170148977939335	0.0455459709435506	-0.0156569920120019	0.0704151949631684	-0.057031273514238	0.0468064927785546	-0.181880387099203	0.0537502841908222	0.153774285809212	-0.099325053901509	0.0852906054937046	0.0477045632600301	-0.133263462059669	-0.0402740155534862	0.00362983123317196	0.125849235292701	"IS02"	1.37719099965775
"IL1R2"	"IL1R2"	-0.033008730736588	1.23983003869965	-0.088239632829612	0.105354965578503	-0.00975160112957073	-0.0784423999368272	0.110303145682837	-0.123038167450949	0.013836479188687	0.0253685769202297	0.218651874838417	-0.112234487459316	-0.031088761403651	-0.185384384530445	-0.0211156613623626	-0.0756403511285633	-0.012653768383501	0.0173031857373812	-0.0610264442478835	"IS02"	1.23983003869965
"CHRNA6"	"CHRNA6"	0.169096155099285	1.14617882049558	0.094864505608883	0.529357320434609	0.366882113396787	0.00214560772021999	0.00879570415423566	-0.24043672907304	-0.159724710073044	-0.131876825575651	-0.00639706696096648	-0.0712460329132428	0.098422241148002	-0.0389881506403167	-0.116019883777558	-0.214128761829059	0.205285241970655	0.105499119386091	-0.102144598572769	"IS02"	1.14617882049558
"TCHHL1"	"TCHHL1"	-0.108656330595144	1.04302122222356	-0.139196681032273	-0.0568591484416101	0.353356396372084	-0.201301339044326	-0.0874039550324871	-0.107414702499754	0.133312900637489	-0.154171596858481	0.149103904335366	0.243351760682651	-0.0584560929236708	0.0600187574738831	0.893694209619203	-0.181998838390203	0.0865950544456996	0.137186169042082	-0.108894050102452	"IS02"	1.04302122222356
"KRT2"	"KRT2"	0.0984310992588895	0.895700126728817	-0.0186578723295076	0.828121227833975	-0.0501861963851002	-0.291044382013794	0.139641785447537	-0.340009073969987	0.546419313801309	-0.260081371107337	-0.0986656005605217	-0.108627211907605	0.0018238387715917	0.176119751028013	0.711134942396536	-0.196160901288149	-0.131989387949436	0.0181909715359383	-0.259248068339679	"IS02"	0.895700126728817
"AKR1B15"	"AKR1B15"	-0.159793606021117	0.82882592509375	0.0864622593053922	-0.0161321437413882	-0.11217339868609	0.00969226579996285	-0.0550299019617066	-0.00877981825127784	0.329340705873612	-0.0178974212727136	-0.0532897085974845	0.508698723670504	-0.108213471533895	-0.0706824445418707	0.102187618519976	-0.171410423744299	-0.0317605355046431	0.0317531026571523	-0.00690603362784107	"IS02"	0.82882592509375
"AWAT2"	"AWAT2"	0.282039843310581	0.797690065744728	-0.108916322185266	0.0165643736413659	0.575736391632278	0.545483098363265	-0.0657037418145529	-0.220248954109449	-0.0397005699284429	0.124806549050004	0.294011341089942	-0.0595222176591877	0.0446321854097652	0.0365036853724311	0.097451696377746	-0.186054566721474	0.0341331391862949	0.101370494623432	-0.0881641009331752	"IS02"	0.797690065744728
"KRTAP29.1"	"KRTAP29.1"	-0.139944824954921	0.694243889220894	0.131903529796986	0.510175149407579	0.38360030671119	-0.119766986354753	-0.014663749350063	-0.145624543893012	0.0123204689310611	-0.13183909286964	-0.0574858502842833	-0.157614070312334	0.187119974601344	0.0558893605630273	-0.112386181814227	-0.180059429334442	-0.0660453795047039	-0.126810386306115	0.0580495642665725	"IS02"	0.694243889220894
"SPINK9"	"SPINK9"	-0.104245014963145	0.133865327139298	0.941510602358117	0.0715231199868376	0.513206501833432	-0.0922038220533555	-0.134147999197231	0.0724445239114043	0.137265793812717	-0.122117798103248	-0.0219304004433763	0.00208021738735837	-0.197213391378385	0.57903746455684	0.198943234146046	-0.598011047014763	-0.0359252689307756	-0.1147724822427	0.0268130126010492	"IS03"	0.941510602358117
"CIT"	"CIT"	-0.0206426334438209	0.452547795343795	0.810151742612119	0.18709047711878	0.210407618351552	0.218580741582845	0.262036599545647	0.0698055701491769	-0.298405080928361	-0.435568495763416	0.20355250677429	0.0559956477544603	-0.10649278114207	0.606681082715148	-0.155637623179088	-0.471630637361926	-0.0554091901234873	0.172873564504955	-0.116679144076585	"IS03"	0.810151742612119
"NFE2L2"	"NFE2L2"	0.0925648159230534	-0.154864503053299	0.741051079931901	0.0741897170266714	-0.0518625505364743	-0.0218282376253845	-0.0609921008731904	-0.0888433517465111	0.328931123368359	0.53774076721645	-0.0024529128519114	-0.219112830119263	-0.0213378599320924	0.0219387802006324	-0.0395811674599805	-0.445974165439329	0.042489490484647	0.400830403715383	-0.382424385437541	"IS03"	0.741051079931901
"BORCS8.MEF2B"	"BORCS8.MEF2B"	-0.00953614798112806	0.196064426595042	0.661164269273105	0.279944162347556	-0.130401654244568	-0.0747624324533104	0.106964237427562	-0.170788962599834	-0.0624156652197533	0.0657086709371549	0.0129976763610662	-0.109199503961858	-0.0632698622789546	0.14751149456276	-0.103031179702526	-0.295421555677366	0.0141400186640988	-0.0153398545153459	0.00544924078495209	"IS03"	0.661164269273105
"VANGL1"	"VANGL1"	0.205539151080788	0.106035807359597	0.612163175507215	0.0275832146977341	-0.0626185922845247	-0.134935395872153	0.104247658306671	-0.0359642329853222	-0.0188343966596873	-0.143753875805904	0.216502701287931	0.0462106236208758	-0.0552006819741092	0.143244518061695	0.167457398744784	-0.291925701389662	0.206009370860396	0.012722880258248	-0.335062519906533	"IS03"	0.612163175507215
"KATNBL1"	"KATNBL1"	-0.0614129072919224	-0.00608523407752514	0.587165665480041	0.0615871543621205	0.093685679715458	-0.0546657264962439	-0.0129936119811219	-0.0832603912151396	0.313059954953123	-0.0152827528688678	0.146496164293033	0.012009759412344	-0.0265235909112418	0.0014776865059788	0.118717115477082	-0.28925629631636	-0.0151981676260897	-0.324154279159336	-0.0585657723790593	"IS03"	0.587165665480041
"KCNJ2"	"KCNJ2"	0.156950836382609	-0.0539662405262106	0.422089010528761	0.249903677573095	-0.0779151093804722	0.119212637622038	0.271666597801676	-0.302321470945525	0.0311945050500227	0.41674609832176	-0.0536747628390788	0.119275800842989	0.266610187325839	-0.048172972006514	-0.188985314389337	-0.339093904826331	0.181826078841666	0.113217918349706	-0.186670134719357	"IS03"	0.422089010528761
"KRTAP4.1"	"KRTAP4.1"	-0.158459332391216	0.352271136223686	0.408239821310148	-0.159919969627575	0.125155767431108	-0.290818289833532	-0.132452368362284	0.172454482405217	-0.0202298968946957	-0.34618009699386	-0.0785512892113909	0.104637074366511	-0.0238410888401966	-0.0132588288418984	0.152244465363481	-0.156286030690646	-0.0168356060609152	0.0473962387837826	0.11630026368444	"IS03"	0.408239821310148
"SLAMF1"	"SLAMF1"	0.364819367046907	-0.0630893073801594	-0.10285289879573	2.11511566945093	-0.0382123600020592	-0.0727234914067647	0.700276517294898	-0.761117408872737	-0.177528544361081	0.0146111352854892	-0.116582553908749	-0.0841157135047511	0.0730526962973113	-0.360494432440091	-0.142912718146798	-0.199143923797884	-0.123428681977086	-0.0643128171270186	-0.215301015513597	"IS04"	2.11511566945093
"HLA.DOB"	"HLA.DOB"	-0.0760949593816614	0.197786775750021	-0.174393905605975	1.91645693677104	-0.0842017780691495	0.11292770292279	0.95165217690035	-0.690106397930904	-0.152020001335917	-0.154070258281329	-0.0667539188293898	-0.146257187886424	0.244642056618385	0.0115412869718887	-0.200613151011945	-0.225883969432253	-0.197777342205691	-0.193219142209072	-0.0316569498860358	"IS04"	1.91645693677104
"LTB"	"LTB"	0.162158641505862	0.11856118528441	-0.263278990572263	1.85114184278995	-0.0905202895547818	-0.190184687014676	0.288720986580271	-0.581453243290311	-0.218783271401485	-0.232977872034067	-0.0864627025573887	-0.177176234639821	0.706507908573233	-0.0912290463915066	-0.156027398518093	-0.14198063288106	-0.165618095103613	-0.156612588951095	0.0358594847533633	"IS04"	1.85114184278995
"RP11.330H6.5"	"RP11.330H6.5"	-0.0100577591380896	0.00722053757942152	-0.100721574264218	1.84451385124412	-0.0424373609069617	-0.0981526959934963	0.213887063345188	-0.478458210048516	-0.0708908689290146	-0.0787274654665276	-0.144969395635816	0.155444417857952	-0.118153787960262	0.00410601565954566	-0.0473630836163221	-0.292815654293953	-0.152735160139287	-0.181691027149362	0.154733173170343	"IS04"	1.84451385124412
"WDFY4"	"WDFY4"	0.844033439230824	-0.188362124970786	-0.145575425171159	1.80278531503633	-0.0904475119798073	0.116844573865707	0.414404519469327	-0.650959361579596	-0.230805224030015	0.0944687842426517	-0.23923287859941	0.0249629714336761	0.115606902371242	-0.299822293689844	-0.13505091688966	-0.256559301628807	-0.0117968534609755	-0.269344145243058	-0.0838162528722844	"IS04"	1.80278531503633
"ITK"	"ITK"	0.0778606652212544	-0.0800288211610222	-0.034948898594178	1.80085575552003	-0.0574854180495665	-0.106873529446101	0.531301398836769	-0.483647383188448	-0.180962922652626	0.0256228720464249	-0.146047890938336	-0.0527513476889366	-0.116542218220916	-0.130995883262508	-0.125879155913466	-0.243563940946278	-0.102990119017443	-0.127902758900582	-0.186854662482515	"IS04"	1.80085575552003
"CLECL1"	"CLECL1"	0.245183888209591	-0.212271123084191	-0.0886293806191287	1.70212162996701	-0.0664669052737955	-0.114722213702384	0.310874096020846	-0.567441078580889	-0.100374638245651	-0.0968261806500113	-0.0947862240773616	-0.115623500715241	0.267528589632042	-0.131180292719642	-0.140890191768577	-0.098872058569805	-0.0610321967325911	-0.221054576017272	-0.133475247470092	"IS04"	1.70212162996701
"ADORA2A"	"ADORA2A"	0.252915069381053	-0.0150796088492202	0.110319322619352	1.65712553330837	-0.0707537540318874	0.0060857144459938	0.327131439459876	-0.494562022939142	-0.144402792190845	0.0462309799337624	-0.181691746436323	0.0241572809308763	-0.0551520418660319	-0.0525648649050255	-0.201057584680268	-0.348630985341432	-0.0807425545626179	-0.0724568019743798	0.0304653193154296	"IS04"	1.65712553330837
"SP140"	"SP140"	0.156367520535455	0.0307281500596231	0.0354099607629363	1.63935060903988	-0.109760962154617	-0.0473946939833128	0.962218902467378	-0.574349288424158	-0.162825147458509	-0.188078951094883	-0.0886623278490187	-0.211583495743434	-0.0928979719577175	-0.0780327504954063	-0.132132958554836	-0.181691040337906	-0.122315556265988	-0.226594477462599	-0.13378535566633	"IS04"	1.63935060903988
"SIT1"	"SIT1"	0.298167709168582	0.0596086372257504	-0.163336053691369	1.63389284772844	0.0125544313162635	-0.040616776849545	0.934768405582198	-0.988490348772196	-0.141730089065799	0.0115183655290412	-0.157623096020177	-0.139754340799315	0.225748316781628	-0.146920101056451	-0.154981311185988	0.0676101047279857	-0.0576524467111095	-0.0683169763057362	0.0104373642904902	"IS04"	1.63389284772844
"ICOS"	"ICOS"	0.521711285666072	0.0463981066308575	0.00888007336978573	1.59809520679202	-0.0284763695881399	-0.0167231319387201	1.17445245511773	-0.924984012612101	-0.238570736404903	-0.133396612639793	0.161139684483719	-0.156056907067282	0.214298178179162	-0.202651014020142	-0.0693998919494802	-0.154413110166984	0.0757845686973433	-0.0893886260753757	-0.184048064183226	"IS04"	1.59809520679202
"FUT7"	"FUT7"	0.405573009183992	0.173405676992665	-0.262205565369546	1.57985051864662	-0.183823561159503	-0.0814552994882605	0.758810853879534	-0.864779108968188	-0.0899244601644985	-0.251878654735809	-0.0679314870380383	-0.224733260543371	0.798074437496075	-0.337206894463971	0.0157068329602612	-0.132875658498871	0.038136255743069	-0.0363629795943273	0.189540395107543	"IS04"	1.57985051864662
"TIGIT"	"TIGIT"	0.169357713545465	0.129916293626209	-0.0117736492190339	1.56660378428035	0.00696658801634578	-0.249458884776033	1.27972408511372	-0.822410800518723	-0.254092701096657	-0.236770068774504	-0.0356574928445453	-0.0455838315000126	0.233081428319837	-0.179392808160497	-0.0692920345851122	-0.105238607344998	0.0701264637744875	-0.0906859476885794	-0.156495405018578	"IS04"	1.56660378428035
"CTLA4"	"CTLA4"	0.350506834036761	0.149772730355932	-0.0182965320437913	1.51511064725347	-0.00850390563507523	-0.276814048589999	1.30486126961503	-0.865593751849787	-0.298313994480949	-0.324071308836963	0.172373537176748	-0.172785098014301	0.359335397359245	-0.130538260883966	-0.0727676685093894	-0.169090474101852	0.128330487712452	-0.0379118820122668	-0.0360034855257347	"IS04"	1.51511064725347
"FDCSP"	"FDCSP"	-0.0613635534062725	0.797305620479381	-0.230412250117039	1.50620797146237	-0.0150349591592993	-0.0949114721464632	0.056086363895409	-0.465396556275353	0.0452656283529416	0.0981651088462673	-0.100819478795656	-0.193710821790759	0.141100896362092	-0.0192464120323983	-0.176250124536457	-0.195487553312073	-0.181929589459195	0.590869717053484	-0.0483326629718056	"IS04"	1.50620797146237
"TLR9"	"TLR9"	0.0188005846827268	0.0298854908617887	0.11293332783663	1.48844660979643	-0.109526527423753	-0.0382953055473284	0.119713773163485	-0.410664184444521	-0.0923560835476675	0.203629532230604	-0.160798607813872	0.0599815187071792	-0.0763273431187638	0.111106512458516	-0.269123682388783	-0.459137696343231	-0.062886269316592	-0.256278593807283	0.349711960072874	"IS04"	1.48844660979643
"CD69"	"CD69"	0.312455995498818	-0.191260450551567	-0.0772511294488312	1.44889133102564	-0.0996605240041443	0.147176264994062	0.283882366394746	-0.537029259647937	-0.0957486269352725	0.334202987542319	0.0522431701763904	-0.148019981649152	-0.0101398041177549	-0.146959928238198	-0.189341575121526	-0.221793072203238	0.0127396734397009	-0.157699330956444	-0.209109885014543	"IS04"	1.44889133102564
"CD52"	"CD52"	0.907821953476947	-0.236129585766814	-0.238571776400873	1.39651913706737	-0.00147727482622034	0.50823820034119	0.231744921566998	-0.664177863628155	-0.156240096794438	0.291961783971312	-0.207676777995002	-0.0552168673737107	0.187911685448826	-0.149014321367192	-0.24527150836194	-0.0841675819245144	-0.127553927446997	-0.0958804685214266	-0.109818202047938	"IS04"	1.39651913706737
"PLCG2"	"PLCG2"	0.103122155946571	0.107785305363999	-0.116402390037653	1.38471183828244	-0.117314901425259	-0.117015960438959	0.0615350222633576	-0.278551299969908	-0.0945288345674962	0.162094046679586	-0.128029749290943	0.190950348352936	-0.0316159654700931	-0.0983473026519602	-0.0305180815306719	-0.322263328116355	-0.137140058819571	0.0896872907869847	-0.0593706640080364	"IS04"	1.38471183828244
"MAP4K1"	"MAP4K1"	-0.09134937494725	-0.0470512372012383	-0.0728319907329557	1.37698830093532	0.0446966992727651	0.0242082456637113	0.158998309478306	-0.278294208356327	-0.183494712200163	-0.119468988795062	-0.205941978219096	-0.141759479646208	-0.0693907520811557	-0.0111577255181269	-0.152459672572065	-0.229270958542598	-0.13745119118189	-0.101541706668241	0.275882743572345	"IS04"	1.37698830093532
"IKZF3"	"IKZF3"	-0.0350276063100271	0.108824664473953	0.0428592946778775	1.3481279787551	0.0698904412981545	0.0278886373466002	0.290764188138984	-0.305851327059398	-0.154088545128328	-0.104935330042698	-0.186521094515156	0.0487606306913861	-0.0534691372105769	-0.158551946213607	-0.176256872470333	-0.194712248571577	-0.133418121886457	0.047262864136091	-0.0933806322784296	"IS04"	1.3481279787551
"CSF2RB"	"CSF2RB"	0.679198169985584	0.118269418461305	-0.0431490109539616	1.32985958234391	-0.239418609960766	0.185892865237055	0.413143917154261	-0.662415549985059	-0.174889530959701	0.289443532444297	-0.0393105561750457	-0.0504063312631469	0.122175109656504	-0.274102620510273	-0.00367530740966669	-0.222073395826177	0.0363746007665827	-0.154705184385494	-0.224138739124726	"IS04"	1.32985958234391
"KCNN3"	"KCNN3"	-0.0219895019692387	0.202115730974177	-0.0671445046235724	1.31664183827139	0.00896576308848305	-0.102720897100772	0.318293951912118	-0.461903762725636	-0.236318667811377	0.411191620264215	-0.130757615505268	0.391882237155096	-0.198617011947692	-0.113943513528604	-0.158830812904129	-0.283075139188496	0.0694770229759143	-0.0476110970963467	-0.0992264262449533	"IS04"	1.31664183827139
"MEF2B"	"MEF2B"	-0.266742273159133	0.00132093295568237	0.0392548718705507	1.30988404899704	0.087682496241182	-0.268519155271095	0.318133145441734	-0.31257761393348	-0.260283914592055	-0.299477127001905	-0.219232149082246	-0.214813468136152	-0.109711099734322	0.0404327511315327	-0.18812634230317	-0.25734610110093	-0.194855609742524	-0.168410112347573	0.773290931559321	"IS04"	1.30988404899704
"CST7"	"CST7"	0.34987773786957	-0.0330462171207541	-0.268889584718727	1.30674657451392	-0.126242814273413	0.0685254063313576	0.710151229905622	-0.602341304975972	-0.135833217689266	0.0349131799227193	-0.151428439693824	-0.0103375933512144	0.148299692441416	-0.436271847320644	-0.0698468343868172	-0.12031936144199	0.192374606184309	-0.112089260670387	-0.0706992698156543	"IS04"	1.30674657451392
"PTPN7"	"PTPN7"	0.0179518121672092	0.0466513753672547	-0.108322160052338	1.30301928073265	-0.0108453251134022	-0.236288794202657	0.463829096317512	-0.22338085646636	-0.0704854424665438	-0.166878477461636	-0.0438022405046155	-0.052626794438412	-0.178254990173121	-0.227847640136162	-0.147394730741636	-0.154615020126641	-0.140129796967649	0.024456327827305	-0.126566956705493	"IS04"	1.30301928073265
