"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"IS18"	"IS19"
"LCE1E__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	68.3174503126097	2.22044604925031e-16	2.22044604925031e-16	340.925966238396	2.22044604925031e-16
"ADORA2A__pos"	21.2837823492582	2.22044604925031e-16	50.9675195715212	202.804096723667	2.22044604925031e-16	8.07068276451839	2.50858629135971e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	14.5727843658516	2.22044604925031e-16	5.69507505680769	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	8.45336632128076
"LY86__pos"	195.763309034766	2.22044604925031e-16	6.69100999327716	78.9923814348746	0.0710281733096373	16.0562210327979	7.94459718070071	2.22044604925031e-16	5.30034370044122	2.26913250142129	2.22044604925031e-16	2.22044604925031e-16	22.8898649771375	3.85858667004745	2.27558255276017	29.0615856219016	33.5948653652764	2.22044604925031e-16	8.32326576986904
"CSF3__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	83.8363932797108	158.662860625722	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"TREML1__pos"	131.938156980487	2.22044604925031e-16	14.6323876983703	100.824839025607	2.7276278162919	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.53458714345749	3.97606723777886	2.91490223249405	2.22044604925031e-16	44.5167806151675	2.22044604925031e-16	3.00972389603101	0.614005645054408	4.92017320116378	2.22044604925031e-16	81.8041298677586
"OR4D6__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	333.639913292887	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	42.2855490204674	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"KRTAP4.1__pos"	2.22044604925031e-16	96.0789410505353	118.222162100716	2.22044604925031e-16	0.36423871058129	2.22044604925031e-16	2.22044604925031e-16	36.472951897904	2.22044604925031e-16	2.22044604925031e-16	0.00030465599938187	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	19.3862099645417	6.46166413495809e-10	2.22044604925031e-16	2.22044604925031e-16	35.8251675649444
"DRD5__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.91247042514638e-10	7.0896002509791	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.17196199073832	2.22044604925031e-16	2.10376912474485e-14	6.98131239472484	1.26852484488671e-06	2.22044604925031e-16	2.22044604925031e-16	5.08261639054089	459.261394572787	2.22044604925031e-16
"MMP1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	255.300862006543	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	55.1491233315742	2.22044604925031e-16	2.22044604925031e-16
"NMS__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	356.299587289371	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CXCL2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	39.682794833197	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	94.840394955737	252.778382355621	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"HEMGN__pos"	2.22044604925031e-16	2.22044604925031e-16	25.7233691440352	136.671157335774	43.6559470149369	50.7376125781215	2.22044604925031e-16	1.08098500546538e-06	1.90410668271961	81.3346843736149	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	34.6246840920335	6.52856381728299	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"TFPI2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.42488682416906e-08	1.33102233943408	3.95326563622436	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.55950668495183	284.535342571299	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"TLL1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	10.3377140469411	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	122.720867279504	26.814381429094	2.22044604925031e-16	2.22044604925031e-16	0.000330758542296925	0.668079050496275	2.22044604925031e-16	178.208837705436	2.22044604925031e-16	2.22044604925031e-16
"CLEC9A__pos"	11.343350250327	2.22044604925031e-16	11.4513739406602	104.419792590374	7.48063128348372	2.22044604925031e-16	36.3110934949867	2.22044604925031e-16	0.000548773290097586	124.599436005577	2.22044604925031e-16	2.22044604925031e-16	70.6124757622554	1.09311887829382e-06	2.31475369262807e-05	4.40787104699039	2.22044604925031e-16	0.237047008675292	3.33351851690602
"RNF225__pos"	2.22044604925031e-16	2.22044604925031e-16	174.94310513232	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	111.557758853889	2.22044604925031e-16	10.8266553571304	2.99872504400081	2.22044604925031e-16	2.22044604925031e-16	58.3533645375682	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"LCE3A__pos"	2.22044604925031e-16	8.5225923623642e-14	2.22044604925031e-16	0.11773822004609	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	6.01083853552315	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	215.877259026245	2.22044604925031e-16	11.5595856279954	2.22044604925031e-16	2.22044604925031e-16
"GCSAM__pos"	2.22044604925031e-16	44.3945821481169	110.323081772878	113.599939104714	2.22044604925031e-16	3.97217249091535	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	12.6883406186134	2.22044604925031e-16	2.22044604925031e-16	0.000286860622526738	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	8.86339881743353
"CCL22__pos"	42.805694635723	2.22044604925031e-16	4.15561306142471e-12	76.217401021401	2.22044604925031e-16	2.22044604925031e-16	32.3657701258927	2.22044604925031e-16	0.825348911724319	2.22044604925031e-16	37.7075418392444	2.22044604925031e-16	248.871792782157	2.22044604925031e-16	10.264989974264	2.22044604925031e-16	12.9890492205765	2.22044604925031e-16	2.87267132569741
"GYPE__pos"	30.8658953839077	1.26254037149932	29.209797035746	60.6870661954587	23.423946077989	24.9530039888814	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	131.915811879406	1.95569522867362	2.22044604925031e-16	12.1861844352287	34.313628120214	1.4810439153624	2.22044604925031e-16	10.8624915096752	1.03722509973386	42.0154479262156
"CEACAM8__pos"	52.9414725686571	2.22044604925031e-16	131.812539936331	1.56766921935749	93.1927803400512	56.2151647973761	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	17.4555467988893	2.22044604925031e-16	3.88419845140907	2.22044604925031e-16	11.2805713994488	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	62.5845430202213
"HDAC9__pos"	2.22044604925031e-16	2.22044604925031e-16	136.751566788098	28.9877592007907	2.22044604925031e-16	2.22044604925031e-16	11.1573671572647	2.22044604925031e-16	2.22044604925031e-16	50.5071133496409	93.0070027161302	24.963145223132	2.22044604925031e-16	45.6701841844724	2.22044604925031e-16	2.22044604925031e-16	8.01167300923484e-13	2.22044604925031e-16	2.22044604925031e-16
"NCF4__pos"	118.303435635838	7.63372032946569	1.50293585215237e-06	86.2162079919879	7.42186261946138	7.80605770157488	17.6005718602905	56.7268349124262	1.54235830758239e-09	6.18886090670196	2.22044604925031e-16	1.52868216178487	0.0101813487663791	0.0329576797240869	2.22044604925031e-16	3.75052734334913	2.22044604925031e-16	10.3046633412865	23.4234832803553
"CD33__pos"	239.05952186224	1.08789939926295e-12	2.22044604925031e-16	32.0029863847314	4.35371616801747	2.22044604925031e-16	43.7917638329006	1.36198816287321e-05	8.6746123572272e-12	28.0787501485191	2.22044604925031e-16	0.131960969039636	38.8369715836554	5.7137254493184	4.77084160481003	11.6638660676713	12.3327210798361	2.41275392349025e-14	9.44568823269777
"DYNAP__pos"	2.22044604925031e-16	2.22044604925031e-16	96.5345296790447	4.90089323909651	7.21599996383741	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	184.463875889949	3.80076170745978	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	7.92028843215231	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	30.9567049608821
"SFTPA1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	287.287724359529	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CLECL1__pos"	28.8774151232534	2.22044604925031e-16	1.10524700323165	188.679473818631	0.975535347289556	2.22044604925031e-16	5.9930664413243	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	35.1400413233022	1.39521944788518	2.22044604925031e-16	5.37275840234949	5.45743002710752	2.22044604925031e-16	2.22044604925031e-16
"OR2L2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.00106317689181056	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	474.005934140871	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PIK3R6__pos"	75.1096787569426	2.22044604925031e-16	41.9247087758864	47.3125798244336	10.2960616386001	2.22044604925031e-16	26.6141337461037	2.22044604925031e-16	1.11878096086951e-14	8.5547321809693	2.22044604925031e-16	2.22044604925031e-16	59.5792519269298	2.22044604925031e-16	5.83696457362031e-05	41.5681878876742	38.3702692909589	6.9844213397983e-12	54.3040940734118
"IFNL1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.95294443219485	2.22044604925031e-16	228.603629670731	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"DEFB106A__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	237.082051491867	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FBXO39__pos"	2.22044604925031e-16	2.22044604925031e-16	55.1889628664063	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	115.346890969917	2.22044604925031e-16	4.49127402938132e-15	5.86955850983609	6.05079660336041	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	13.7027688253949	2.22044604925031e-16	28.2429821584161	25.7363651328694	57.637240950377
"RP1.179P9.3__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	334.56628312719	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	18.6745480865736	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CHIA__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.6702934760981	0.443809073471126	224.304958374924	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.864594643424838	2.22044604925031e-16	7.35408067003004	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"IL10RA__pos"	78.481516256599	2.22044604925031e-16	16.2508068463372	125.596287361264	0.00506632111737018	2.22044604925031e-16	14.5173867772769	8.74195243560603	1.4067077319938	5.19825604994389	0.297162764192822	1.76730926337013	2.22044604925031e-16	7.8728962811576	8.37045114505585	12.2770918146732	2.22044604925031e-16	6.47489453768192	2.81597180746649
"IL12B__pos"	2.22044604925031e-16	2.22044604925031e-16	57.0489190097296	138.440501529643	9.54252546648812	34.5014942832482	24.0959202989351	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.17842969907054e-12	3.21854317317045	41.7538055060999	5.89190870062864	3.45435208977081	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	8.18041194849132
"CHAT__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	9.52950450300173	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	425.092699133646	0.655133468757157	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FABP12__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.52906687789482	2.22044604925031e-16	2.22044604925031e-16	360.986350356961	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"LHB__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	20.0644571508193	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	5.18615060758111	2.22044604925031e-16	264.679240264999
"LCE3D__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	209.256077069942	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"AWAT2__pos"	55.0305718369054	253.693441459724	2.22044604925031e-16	2.22044604925031e-16	53.1881155187989	84.1813321481541	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	6.67654734078118	11.0904862960237	2.22044604925031e-16	2.22044604925031e-16	3.27375582647272e-08	2.90965311179858	2.22044604925031e-16	2.22044604925031e-16	3.51300440892562	2.22044604925031e-16
"KCNN3__pos"	2.22044604925031e-16	14.118191196568	0.256152931423432	195.202326008357	0.08674358975141	2.22044604925031e-16	10.2124308149344	2.22044604925031e-16	2.22044604925031e-16	41.6058216519769	2.22044604925031e-16	50.7261219265498	2.22044604925031e-16	7.36924678511888e-05	2.22044604925031e-16	2.22044604925031e-16	14.7788713236677	0.318210443751432	2.22044604925031e-16
"ALOXE3__pos"	2.22044604925031e-16	2.22044604925031e-16	45.7010540628797	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	45.8347151343897	37.8433589734624	67.4006101894948	2.22044604925031e-16	1.59476347854222e-10	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	100.630016702918	2.22044604925031e-16	2.22044604925031e-16	14.6840401547034	27.7852431895803
"PLCG2__pos"	2.22044604925031e-16	24.3748149591518	0.00206179805908642	165.598930184544	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	10.1685712002663	9.24950308182073	2.22044604925031e-16	17.4717543266302	2.22044604925031e-16	11.1831118379166	1.88243131719427	2.22044604925031e-16	2.22044604925031e-16	13.7580612244274	0.446594589138723
"LCE2A__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	8.82484435746546	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.65102835203971e-05	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	357.65946760022	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"SATL1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	496.311692968512	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FUT7__pos"	22.4515278936132	3.82407069468832	2.22044604925031e-16	149.088689749211	2.22044604925031e-16	2.22044604925031e-16	81.2085109594375	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	117.411683301791	2.22044604925031e-16	2.22044604925031e-16	2.09003286469788	2.22044604925031e-16	2.22044604925031e-16	28.2699976281976
"KRT84__pos"	2.22044604925031e-16	269.211449405224	2.22044604925031e-16	13.5465972772885	21.7870516291543	2.22044604925031e-16	37.9904608159984	2.22044604925031e-16	59.3387984001373	8.97874936971073	2.22044604925031e-16	2.22044604925031e-16	20.994521249492	5.21388080470207	39.760140303884	2.22044604925031e-16	30.0149438409869	16.4007400173858	8.43908938120451
"SPTB__pos"	2.22044604925031e-16	7.06461596217182	7.99560136884651	2.22044604925031e-16	12.5323271950675	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	12.6512744953354	2.22044604925031e-16	402.231518483247	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.47418352062509	10.6900416345045
"AF165138.7__pos"	2.22044604925031e-16	2.22044604925031e-16	33.7561799670379	35.9203048456326	40.2765707605041	2.22044604925031e-16	111.885587274813	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	18.8305108310389	2.75941860584491	2.22044604925031e-16	73.8404824455629	2.22044604925031e-16	7.18720031857073
"MAP4K1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	146.178103092225	2.96736712197779	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	5.9638850158446	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	46.9415899873625
"MAP3K7CL__pos"	2.22044604925031e-16	2.22044604925031e-16	19.3292264400712	12.0530518056874	2.22044604925031e-16	2.22044604925031e-16	16.0197348993264	6.55147596080271	2.22044604925031e-16	43.0395808197645	4.72865243166593e-13	118.142761526515	2.22044604925031e-16	3.49442306054985	2.22044604925031e-16	2.22044604925031e-16	126.153180830807	2.22044604925031e-16	23.6555527131157
"CAPN3__pos"	2.26615729237777	2.22044604925031e-16	2.22044604925031e-16	14.4361606006726	2.22044604925031e-16	33.5424167978189	2.22044604925031e-16	2.22044604925031e-16	4.19326009064638	27.4103815600293	2.22044604925031e-16	86.7262832359109	2.22044604925031e-16	2.22044604925031e-16	0.983175960879608	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	197.711259114583
"KRT38__pos"	2.22044604925031e-16	466.536582434049	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	5.46772063981432	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CLEC4C__pos"	11.6643305097144	2.22044604925031e-16	27.3496064650718	149.722395029089	34.0295060726157	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.01129381694563e-06	2.22044604925031e-16	1.60760270642608e-15	1.01790983721907	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"SRY__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	97.9312411373732	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	277.348560498305	6.01453093817618e-09	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"GGTLC1__pos"	2.22044604925031e-16	1.05354377467214e-06	2.22044604925031e-16	2.22044604925031e-16	46.6163578140027	326.709418124814	2.22044604925031e-16	4.76832264068596	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.80115664326776e-13	2.22044604925031e-16	2.22044604925031e-16	25.6062250905665
"IFNL2__pos"	2.22044604925031e-16	20.3490725040712	2.22044604925031e-16	2.22044604925031e-16	35.3473719191376	2.22044604925031e-16	308.826134151605	14.10914330975	2.22044604925031e-16	2.22044604925031e-16	2.78102202655849	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.19077202807589e-09	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	18.6369280714402
"ARL2.SNX15__pos"	2.22044604925031e-16	2.22044604925031e-16	110.766049134433	5.39265023685855	13.3149960789294	2.22044604925031e-16	27.7796105105464	4.21573013177597	2.22044604925031e-16	43.9102479234238	72.9501650983574	27.7192338760861	2.22044604925031e-16	12.5513529889991	31.8795857041206	2.22044604925031e-16	45.9043777195945	2.22044604925031e-16	17.2909613358488
"CD1E__pos"	0.00056395282181505	2.22044604925031e-16	2.22044604925031e-16	51.1610789506849	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	8.4963198239021	2.22044604925031e-16	2.22044604925031e-16	445.174933795636	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CARD18__pos"	2.22044604925031e-16	190.36145016785	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.92566555802895	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.12839992720112	113.667763035238	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"AMY1C__pos"	2.22044604925031e-16	107.169495515151	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	205.321656673227	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	17.7429085142471	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CCL5__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	90.2611643838058	2.22044604925031e-16	2.22044604925031e-16	263.973743448319	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"KLHL30__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	34.0986501846016	2.22044604925031e-16	405.604255438829	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	4.79069602459311
"C6orf10__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	553.956737220337	0.210953354743466	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"HLA.DRB5__pos"	111.69862421152	2.22044604925031e-16	2.22044604925031e-16	23.1706897121671	2.22044604925031e-16	25.5039071452833	161.11357649186	2.22044604925031e-16	2.22044604925031e-16	5.21352719106379	2.22044604925031e-16	2.22044604925031e-16	65.2474782222565	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"SPATA31D3__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	264.364680627155	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"IGLL1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	133.696880439256	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.0107725051864406	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.108208555164187	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	6.61055470889446
"NRG1__pos"	2.22044604925031e-16	2.22044604925031e-16	12.5927047434133	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	4.93923956720383	8.67225229596461	25.6668295045043	252.397694189925	2.22044604925031e-16	2.22044604925031e-16	14.6944314333093	4.95411680362451	2.22044604925031e-16	4.79284610874109	25.1119930206742	2.22044604925031e-16
