"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"IS15"	"IS16"	"IS17"	"IS18"	"IS19"
"KPRP__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	42.2810891876929	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	269.803118903001	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"KRT2__pos"	7.3196468827292e-06	145.429716368264	28.4954591760532	92.1060466474714	2.22044604925031e-16	1.24799078604958e-05	10.5237586506341	4.81254968877875e-13	63.6172813190807	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	10.9282185503664	22.9515716038349	72.7715083763017	24.4124812886973	2.41865404979778	2.22044604925031e-16	2.22044604925031e-16
"CLDN17__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	208.598822534084	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	45.4580559921043	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"OLR1__pos"	354.531096492263	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.12910822404788	2.22044604925031e-16	15.1643989593619	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	25.6648637469693	2.22044604925031e-16	2.22044604925031e-16	0.00317394980662418	2.22044604925031e-16	2.22044604925031e-16	28.7344439928091	2.22044604925031e-16	2.22044604925031e-16
"S1PR1__pos"	66.1311527340607	2.22044604925031e-16	29.4142404483494	51.8805121973743	0.707835246928863	0.00368748184700651	2.22044604925031e-16	2.22044604925031e-16	4.27442640763171	199.514373807243	6.88129105224744	2.22044604925031e-16	2.22044604925031e-16	2.54485545107274e-07	1.56362623401325	4.23243438784957	20.832842253309	2.22044604925031e-16	2.22044604925031e-16
"FLG2__pos"	1.28900455295581	2.22044604925031e-16	56.3047398145917	3.2822983525558	4.14621888396411	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	27.7181793881296	1.21628941608409	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	143.217213334321	2.22044604925031e-16	2.22044604925031e-16	5.79952827378752	36.4953989698274
"PTPN7__pos"	2.68580724286679	2.99109181874623e-06	2.22044604925031e-16	162.708099200426	0.869348873322626	2.22044604925031e-16	29.7068772370528	39.8862566743621	2.22044604925031e-16	0.516573655237587	1.47253709356316e-13	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	9.86246749378199e-13	2.22044604925031e-16	11.9968857406186	1.00032388782051e-06
"MYH1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.23134200364988	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	69.7300910564411	2.22044604925031e-16	271.11894327429	2.22044604925031e-16	2.22044604925031e-16	0.964652998024663	2.22044604925031e-16	15.9281269937389	2.22044604925031e-16	2.22044604925031e-16
"CD52__pos"	138.91237310482	2.22044604925031e-16	2.22044604925031e-16	137.159753735008	6.34445891090367	30.9248904204468	17.9497287812556	2.22044604925031e-16	1.8208441151742	8.93072070388885	2.22044604925031e-16	2.22044604925031e-16	14.6310372101887	2.22044604925031e-16	2.22044604925031e-16	10.2078061962946	2.22044604925031e-16	2.22044604925031e-16	0.0180475459530132
"ACTBL2__pos"	0.0027553182348867	0.0016322398348764	2.22044604925031e-16	2.22044604925031e-16	19.0018474674386	16.0444431172825	50.1908708108608	2.22044604925031e-16	2.22044604925031e-16	7.89945778713588	310.868357822517	2.22044604925031e-16	64.1276410378681	2.22044604925031e-16	0.853622876861484	2.22044604925031e-16	45.2159706062493	0.160100767074704	2.22044604925031e-16
"DMKN__pos"	2.22044604925031e-16	0.72493432591162	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.02212156966992	11.6789854444139	57.5496769002405	75.4191022576417	2.22044604925031e-16	37.33290638991	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	90.5267555880012	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	124.492010757275
"IL37__pos"	2.22044604925031e-16	2.22044604925031e-16	8.26526338093175	2.22044604925031e-16	9.52322386044846	15.3692145425034	22.6392379786707	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	19.5351865260367	0.0647582317334553	37.5661435405994	4.19373156144942	57.2826193618883	52.2316050420327	2.22044604925031e-16	2.22044604925031e-16	119.756679030507
"CD1B__pos"	35.1948293392512	2.22044604925031e-16	2.22044604925031e-16	50.7714441451531	2.22044604925031e-16	2.22044604925031e-16	12.13916939937	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	362.145992131078	2.22044604925031e-16	0.645414638983314	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"MRGPRX3__pos"	2.22044604925031e-16	4.98508431436459	20.9186507626988	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.35876614755059e-06	5.30780863566158	20.3891162560646	14.9298402301329	104.125970604792	2.22044604925031e-16	2.22044604925031e-16	195.051605130996	4.68116625910803	2.22044604925031e-16	2.22044604925031e-16	10.8782550521918	66.6151663652968
"ADGRE3__pos"	239.46180332499	2.22044604925031e-16	5.35823472913313	21.4423843208852	5.39697984953354	7.28375365455257	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	32.426648971919	58.7119184259625	2.22044604925031e-16	84.608629313501	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"IL2RA__pos"	90.7931792607964	13.3722734488997	9.34252855459762	56.2843991784795	9.96521460273661e-10	2.22044604925031e-16	159.700786615068	2.22044604925031e-16	2.22044604925031e-16	3.24867446324537	11.4927917338515	2.22044604925031e-16	14.3046620671581	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	36.8731345355327	2.22044604925031e-16	2.22044604925031e-16
"GLDN__pos"	95.3031541718049	2.22044604925031e-16	60.7483215935611	2.22044604925031e-16	23.2753199238216	13.2817141528123	2.22044604925031e-16	2.22044604925031e-16	6.53382717023355	119.30819601059	1.58551733657492	12.7031164520594	0.611414616095106	2.22044604925031e-16	19.3587241855757	5.2309096911577e-15	2.22044604925031e-16	21.15624639688	7.94797165150041
"EIF4E1B__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	437.876625259094	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"HIGD1B__pos"	25.8718320504375	2.22044604925031e-16	2.91510323322425	11.9566547172138	3.57172615354494	27.4964928668856	2.22044604925031e-16	24.7361918317135	2.22044604925031e-16	143.579297666072	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.02968308193552	13.307166809594	35.282250343927	2.22044604925031e-16	87.8305082349382
"AKAP6__pos"	2.22044604925031e-16	2.22044604925031e-16	16.017426536792	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	61.2985844292901	2.22044604925031e-16	290.801970995032	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"SH3GL3__pos"	2.22044604925031e-16	7.99559831081218e-06	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	27.7269686446198	2.22044604925031e-16	2.22044604925031e-16	179.168761683092	41.1584404291871	35.8611790192701	2.22044604925031e-16	2.22044604925031e-16	114.768397373413	18.1731366328145	2.22044604925031e-16	2.22044604925031e-16	67.5358808275335	2.22044604925031e-16
"IL12RB2__pos"	2.22044604925031e-16	39.696087163198	2.22044604925031e-16	9.14448845759497	2.22044604925031e-16	2.22044604925031e-16	154.651017233473	2.22044604925031e-16	30.0651448982359	2.22044604925031e-16	109.490332578693	49.4840959028684	2.22044604925031e-16	97.1470058915568	8.73305287337933	2.22044604925031e-16	2.22044604925031e-16	20.7605440077847	2.22044604925031e-16
"TIGIT__pos"	2.22044604925031e-16	2.22044604925031e-16	1.62642463132726e-12	163.358801236397	2.22044604925031e-16	2.22044604925031e-16	183.378393639038	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	33.574878045627	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	9.02419356624723	2.22044604925031e-16	2.22044604925031e-16
"ZSCAN4__pos"	2.22044604925031e-16	1.50420404187798e-11	77.4662001994484	2.80963984174259e-07	15.576902579943	17.4327623170888	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	20.5155734497131	18.3134117605064	2.22044604925031e-16	26.3473861532738	12.3335444124147	2.22044604925031e-16	2.22044604925031e-16	4.36102201466046	61.2465093593783	171.285968060707
"SUSD2__pos"	39.8932370450426	2.22044604925031e-16	2.22044604925031e-16	3.22865515791372e-14	2.22044604925031e-16	305.023282660617	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	12.7626894285615	2.22044604925031e-16	0.0505990102087052	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	47.2018695365169	2.22044604925031e-16	11.8902452968087
"NAPSA__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.83652936695901	2.22044604925031e-16	232.45143641799	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	81.8676739014798
"AMTN__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	424.018430045165	2.22044604925031e-16
"LTB__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	189.975380455619	2.22044604925031e-16	2.22044604925031e-16	10.7940823753447	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	91.3273819168885	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	8.44785638784053
"CST7__pos"	25.8373098890714	8.26597208079219	2.22044604925031e-16	124.229325772242	2.22044604925031e-16	13.2520013425071	106.889136826982	2.22044604925031e-16	1.83036893362673	4.21980882367997	2.22044604925031e-16	2.22044604925031e-16	17.4170982386288	2.22044604925031e-16	1.12060548844934	9.8722837530953	34.0089898972003	2.22044604925031e-16	8.70624988149275e-11
"C12orf54__pos"	2.22044604925031e-16	2.22044604925031e-16	7.76978297950497e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	204.702144429845	18.9426046850581	32.7288716546927	2.22044604925031e-16	4.70358402701283	0.529403314929802	2.22044604925031e-16	2.22044604925031e-16	5.80377757082619	111.355237161395	78.4996317924017
"ACVR1__pos"	2.22044604925031e-16	2.22044604925031e-16	163.882936548993	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	32.0549050479999	43.2887084441557	2.22044604925031e-16	6.00615252121476	2.22044604925031e-16	7.39144113815983	2.22044604925031e-16	153.148563064046	12.3412671747892	2.22044604925031e-16
"CD70__pos"	2.26947462980923e-11	76.2934962197983	2.22044604925031e-16	24.0921716374388	15.2899955057219	2.22044604925031e-16	118.280681230583	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	70.8474832132961	2.22044604925031e-16	5.50389555636857	5.65712585564224	2.22044604925031e-16	2.22044604925031e-16	87.0714016316657	60.888083907523	10.059573259977
"FMO2__pos"	0.0338429598286857	2.22044604925031e-16	2.22044604925031e-16	13.2457914137348	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	124.281707383328	173.256551367252	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"MMP13__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.3136769095312	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	290.305987096387	2.22044604925031e-16	2.22044604925031e-16
"SCGB3A1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	279.486971755221	2.22044604925031e-16	2.22044604925031e-16	0.29675471086837	1.9730814623932	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.91337080309981
"AGTR2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.05196578773428	5.31148539168043e-05	18.4242554806336	2.22044604925031e-16	2.22044604925031e-16	6.41858390686225	172.383140691554	2.22044604925031e-16	7.56000450426708	2.22044604925031e-16	5.98669078313534e-05	2.208588916311	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
