"State"	"NumberMarkers"	"PosRatio"
"IS01"	21	7.01427803919339
"IS02"	7	5.88109593638914
"IS03"	8	1.02595374904257
"IS04"	51	8.2388520763407
"IS05"	2	10.2770998801091
"IS06"	17	3.16355585329544
"IS07"	16	3.40038219886333
"IS09"	9	2.26458368126045
"IS10"	20	2.13936187364064
"IS11"	12	2.69430961888352
"IS12"	14	5.01815976758578
"IS13"	12	4.37782259983122
"IS14"	2	7.93491574652222
"IS15"	7	5.90980924788434
"IS17"	13	2.16555611793983
"IS18"	4	7.01200475047748
"IS19"	6	1.24580304432788
