"IS01"	"IS02"	"IS03"	"IS04"	"IS05"
"CXCL13__pos"	10.7077468915124	0.669260908347699	2.5306281784485	6.31354539239506	2.90844333532924
"TNFAIP3__pos"	11.549508912981	1.04600093163366	3.33171747204866	2.22044604925031e-16	6.55508745902512
"ENC1__pos"	12.9331204411011	4.66753754729627	8.51917323310293	0.605847959142711	1.41513452979676
"HERC5__pos"	18.0142538146676	2.22044604925031e-16	5.7271156148879	2.53975148113202	2.22044604925031e-16
"CCL17__pos"	5.96350376919197	0.905530979303617	6.06899422223972	4.16077352159743	9.35942909154924
"BCAS1__pos"	8.65227727798126	2.22044604925031e-16	9.50475125078749	2.22044604925031e-16	9.87648148754566
"MIIP__pos"	8.09138028445342	5.41220913096965	8.02196756259601	2.12248927287762	2.90042337293098
"FCRL4__pos"	8.17577543822899	2.22044604925031e-16	4.02895539056254	2.44075427743584	9.54866637556105
"CCL22__pos"	9.82958747093407	2.22044604925031e-16	3.23162850920896	0.5006843098368	12.5870520543344
"TNFAIP6__pos"	13.5856986429444	2.22044604925031e-16	4.9122164218409	9.23509753201682	2.22044604925031e-16
"UST__pos"	10.162770767989	2.22044604925031e-16	3.82247028790127	2.65593927316788	9.8414216471198
"SCN3A__pos"	8.9740198889062	2.22044604925031e-16	8.99727396041224	2.47652370084539	7.6892214649624
"C15orf24__pos"	4.07379844373878	2.22044604925031e-16	2.22044604925031e-16	21.6991760264713	2.22044604925031e-16
"AVIL__pos"	5.28337762136273	3.71397583822605	8.94425275562855	2.22044604925031e-16	8.75110120051256
"CD86__pos"	6.66776707334144	4.47064352981955	1.5222492478395	8.96656490797276	3.74500734018504
"C13orf27__pos"	2.22044604925031e-16	4.97905964458842e-05	0.250486263634548	18.8223452190469	4.64423138548967
"EPB41L4B__pos"	3.93694549169546	3.76275460382297	10.09755832098	1.08488569071542	9.69936868108748
"ELOVL7__pos"	1.94414911249976	2.22044604925031e-16	1.60187126540391	2.49343634024222	18.9495983250285
"IL1A__pos"	7.22359573886157	7.37495164703105e-07	8.52227937004876	5.09547340500898	7.90483799736094
"EIF5AL1__pos"	2.80523721260908	9.26792624726571	2.22044604925031e-16	5.8277004249122	6.51650285179494
"CACNA2D4__pos"	7.92442926617502	0.112084207002242	15.9747999272233	2.22044604925031e-16	2.22044604925031e-16
"TMPRSS6__pos"	0.474047170312237	1.77467637875745	0.947733732716272	0.963962194052254	24.5503200636282
"IL10RB__pos"	13.1062401018844	2.22044604925031e-16	4.72545505884982	7.45748828054278	2.81024911834227
"ESCO2__pos"	7.55983900255484	6.88521000003037	0.507012158617095	1.89696144033542	5.95822896473893
"NFKBIA__pos"	12.5376152758537	1.01877420770712	6.99901393381402	1.48216025402764	5.01079293919954
"CALHM3__pos"	4.05109290514846	3.26247064102962	7.75209201983468	5.45379336961626	9.20847224960396
"CCR2__pos"	18.1650895285064	2.22044604925031e-16	4.85957920327356	7.16173859603556	0.509291867518776
"TMEM169__pos"	11.5550894472128	2.22044604925031e-16	3.76928691263054	3.67909100805422	5.5754880436271
"IPCEF1__pos"	22.0302399572363	1.14682038881261	4.28686390995441	2.12913555481759	1.89595691928193e-12
"POU2F3__pos"	2.31231846457118	0.353858794820592	24.7816077925063	0.119180833545116	1.63062014895333
"TRAF1__pos"	10.9812580330971	3.27858744632306	6.84107727433965	2.22044604925031e-16	5.04928177644048
"DNAH14__pos"	1.30517881306858e-13	5.0543920764987	1.55868460193273	2.0602998385225	13.9258643824905
"ENPP6__pos"	12.7271840497484	0.592179921876456	5.80357487949504	2.83064294525672	5.84802133326131
"HPX__pos"	0.553089470970182	4.96280318261618	20.3520098778399	2.22044604925031e-16	2.22044604925031e-16
"DGKI__pos"	8.2133734997248	0.343094322854327	7.4445407520338	0.302078393999745	11.5306930089261
"GHITM__pos"	12.2957671769348	4.92635045135036	0.847388370683962	2.22044604925031e-16	4.21822643083056
"AKIRIN1__pos"	8.52329029534162	10.3227426731463	3.15839911931233	2.89536644500826	2.22044604925031e-16
"GGH__pos"	2.22044604925031e-16	0.185854454816973	0.493284134054457	24.9645321315356	1.74107787102826
"CCR7__pos"	12.3045951327115	0.998030376632669	2.13128765534441	2.22044604925031e-16	10.7242613885255
"PECR__pos"	6.69105261668403	2.22044604925031e-16	1.30972545835741	11.7062053349321	8.34258593058652
"RSPH1__pos"	2.22044604925031e-16	2.22044604925031e-16	0.884096388537405	2.22044604925031e-16	19.9955308543772
"INHBA__pos"	13.5012349544639	0.753104939532256	10.7931897110823	1.24711530889744	1.46847813644675
"ECE2__pos"	2.22044604925031e-16	8.81188352766176	2.22044604925031e-16	6.94977862215793	5.63525084095822
"C17orf42__pos"	2.22044604925031e-16	0.398472782645383	0.121182650561642	22.3675123321229	0.488894809911696
"RGS1__pos"	5.49083147897577	2.22044604925031e-16	8.53994414205765	9.56722529072344	2.20136575878934
"NCF2__pos"	17.2224065554602	2.22044604925031e-16	2.22044604925031e-16	0.986894612161016	7.91556849537198
"BCL2L10__pos"	0.101287420908157	2.22044604925031e-16	2.22044604925031e-16	2.04781281826596	19.6791516247025
"FOXA3__pos"	1.90819998197347	2.22044604925031e-16	12.5943888181719	1.0337566936481	10.1721047145639
"SELT__pos"	2.22044604925031e-16	0.541130509583563	2.22044604925031e-16	22.404183406875	0.989668416082831
"SERPINB4__pos"	0.815357317514613	2.22044604925031e-16	19.656741546318	4.19067326090478	2.22044604925031e-16
"TMCC3__pos"	5.40230993204217	2.06367921833189	5.06434724623179	0.783573841748514	14.0269571257844
"ZNF702P__pos"	8.81230129709616	2.22044604925031e-16	2.22044604925031e-16	11.0139230078404	4.51742123530458
"MCF2__pos"	1.93176446918739	2.22044604925031e-16	10.6874755824475	2.22044604925031e-16	9.24029939972364
"NLRP3__pos"	18.6768526066381	2.22044604925031e-16	9.57206131434726	2.22044604925031e-16	2.22044604925031e-16
"SNAI1__pos"	10.1522208165192	2.22044604925031e-16	16.1019940976448	0.471496855179194	1.73031953561543
"RND1__pos"	4.57311750713007	1.94337938241448	8.88122921401427	4.03964790188438	7.09684236374537
"RGS2__pos"	5.74691761128067	7.8172792339577	0.568851913160053	1.25103631934893	4.44351805105194
"TTC39A__pos"	10.6213791952331	2.22044604925031e-16	15.814983705481	2.92473341936382	2.22044604925031e-16
"C3orf59__pos"	9.27530007775461	2.22044604925031e-16	3.01958692467488	3.82381338864726	11.0075616857846
"CYB5R2__pos"	2.22044604925031e-16	0.296864268314894	2.22044604925031e-16	1.05957373116807	22.7871877479756
"MMP3__pos"	4.48271873589558	2.22044604925031e-16	17.4051608477874	6.23357161858249	1.41750781904673
"MAP3K15__pos"	2.25394969859785	1.99643008203867	9.94346333918784	2.22044604925031e-16	12.2439745430443
"DFFA__pos"	9.33000276805024	11.1168951726817	2.22044604925031e-16	2.2363773518916	2.22044604925031e-16
"CAMK4__pos"	1.90372995398622	0.377865663490698	0.893059373935108	4.94295731526087	16.5019902695909
"HERC6__pos"	13.683193486499	0.424943635136194	4.46573395657295	1.01595031899929	3.69442037552438
"HORMAD1__pos"	9.3499328595964	2.21604285152635	7.97113981805306	2.73973202965629	2.24605544153623
"PDCD10__pos"	0.115708959050748	2.22044604925031e-16	2.22044604925031e-16	23.032952684677	0.47639899749113
"NR4A3__pos"	8.24697239066013	1.53736973179681	5.80745054378478	0.000741211121710715	8.46367625345474
"C7orf33__pos"	0.330907909814497	2.22044604925031e-16	6.02527444448848	3.40458477737027	12.7448838651823
"SPPL2A__pos"	8.47556186691198	3.03997959664769	1.618904056969	5.10515039681286	7.78046245031206
"METTL2A__pos"	10.2926733594953	8.54542639763516	4.26433419826316	2.22044604925031e-16	1.42961740141678
"HABP2__pos"	2.41117739391161	2.22044604925031e-16	23.0524825327962	2.22044604925031e-16	2.22044604925031e-16
"C13orf37__pos"	2.22044604925031e-16	0.891236856817015	0.42179482333226	20.4861411993527	5.94396173185294
"PCDP1__pos"	0.518672690772767	2.22044604925031e-16	10.0939840173796	1.99679059603374	14.2192678088746
"SLC16A10__pos"	5.08955334130564	2.00602903906108	11.9668099401028	4.39990528920663	5.60110806928876
"NRG4__pos"	2.22044604925031e-16	1.97833340683545	2.22044604925031e-16	1.632044274756	16.5220770197188
"ATP1B3__pos"	5.68069444704333	7.15653867893719	3.20007299487051	6.365052094984	3.41017733496651
"SELS__pos"	9.78792467753122	4.70786456687081	3.78492070587642	2.98661571399557	4.60081356294754
"C1orf173__pos"	1.302121006826	2.22044604925031e-16	5.46259343250817	2.22044604925031e-16	18.632868494283
"MGST3__pos"	9.01063031306409	0.236995576500494	5.7360179650551	9.85061630245048	1.4934477016102
"HOXD10__pos"	6.83165495258454	2.22044604925031e-16	6.60299278152392	1.76737051365429	9.76714732581554
"PGAM1__pos"	4.90063683029592	11.5183971844639	5.90514125482005	3.88877467329269	2.22044604925031e-16
"UTS2D__pos"	5.50772732499487	0.0358097543939696	12.1354510793403	4.50441265211369	5.91031743581144
"NAMPT__pos"	7.27430745122811	2.22044604925031e-16	4.30873609117139	7.44980135515472	6.89319996972944
"SCGB2A1__pos"	2.22044604925031e-16	2.22044604925031e-16	25.2651171650582	2.22044604925031e-16	2.22044604925031e-16
"SNORD3D__pos"	2.83559858161874	3.95595068391017	5.20544467804778	5.39743898645059	6.8496821591396
"RAB3C__pos"	13.0800940447537	0.731838600061236	8.64432430321834	5.099388659427	2.22044604925031e-16
