"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"State"	"MaxFC"
"SMNDC1"	"SMNDC1"	0.437548117065411	0.282528297550263	0.167361677893011	-0.23557164891836	-0.783251292867885	"IS01"	0.437548117065411
"C3orf59"	"C3orf59"	0.434150569040701	-0.605063814760648	0.0801494262388483	0.132253302607619	0.0501098727036032	"IS01"	0.434150569040701
"CXCL13"	"CXCL13"	0.4162461760382	-0.576877045851657	0.0136954447967612	0.397239591533083	-0.166489461038845	"IS01"	0.4162461760382
"C18orf19"	"C18orf19"	0.40775847505939	0.26581449336811	0.144330792841221	-0.666241803271618	-0.310384710184317	"IS01"	0.40775847505939
"METTL2A"	"METTL2A"	0.407238776489253	0.0474953203242453	0.182580659641824	-0.734545247139287	0.00312826485219588	"IS01"	0.407238776489253
"AKIRIN1"	"AKIRIN1"	0.401490706441657	0.0571846658836181	0.104202434914062	0.0274300777111018	-0.659406815551513	"IS01"	0.401490706441657
"FAM35A"	"FAM35A"	0.401475153294892	-0.0355096628974728	-0.0958572342945777	-0.104183851547286	-0.291162113817158	"IS01"	0.401475153294892
"TMEM68"	"TMEM68"	0.389216453390016	0.201505431126532	0.0881075126286556	-1.12783373123284	0.258616497613629	"IS01"	0.389216453390016
"GLO1"	"GLO1"	0.384156940654448	0.289462408222064	0.281030353938338	-0.799950533119747	-0.275220993224021	"IS01"	0.384156940654448
"WDR12"	"WDR12"	0.376300416481407	0.117295311312081	0.376145200966271	-0.188970714538743	-0.678764513047932	"IS01"	0.376300416481407
"NFKBIA"	"NFKBIA"	0.366427975921955	-0.304006102126347	0.280156089214385	-0.183276911147325	-0.0807145051472754	"IS01"	0.366427975921955
"DFFA"	"DFFA"	0.363067411098687	0.187264166396846	-0.202224423821406	-0.0478000595234961	-0.507136796764082	"IS01"	0.363067411098687
"PTGES3"	"PTGES3"	0.360730937116875	-0.296678901427877	-0.364200359154089	0.0198035487464345	0.145465205865257	"IS01"	0.360730937116875
"LYN"	"LYN"	0.359548907778199	-0.170059035057829	-0.126139900828959	0.188639188971121	-0.323098397798847	"IS01"	0.359548907778199
"UCHL5"	"UCHL5"	0.359521516328583	0.183661238839505	0.235141563970364	-0.518257298009463	-0.344114020457061	"IS01"	0.359521516328583
"SLC25A46"	"SLC25A46"	0.347732284766715	0.310287500864847	0.219685282091145	-1.0040364114454	-0.0271062311138623	"IS01"	0.347732284766715
"API5"	"API5"	0.335417918572266	0.0383193049710188	0.0126723406788624	0.0157242929982968	-0.484183835484458	"IS01"	0.335417918572266
"L2HGDH"	"L2HGDH"	0.331987214497673	0.0987097933765852	0.197928446514621	0.0143281737852821	-0.674414343702546	"IS01"	0.331987214497673
"SUCLG1"	"SUCLG1"	0.331207510081957	-0.114101585481277	-0.00470382938769507	-0.329040941989364	0.0440791385495551	"IS01"	0.331207510081957
"C11orf57"	"C11orf57"	0.322684239777245	0.150874675014583	0.0852542035208097	-0.074081580338416	-0.573352729573371	"IS01"	0.322684239777245
"NR4A3"	"NR4A3"	0.310395741554228	-0.262055668936388	0.114730384794044	-0.265105193108782	0.11877629077939	"IS01"	0.310395741554228
"GPN1"	"GPN1"	0.301786318493336	-0.0219325915591567	-0.00985774660754585	-0.678185024187332	0.292420770581208	"IS01"	0.301786318493336
"LRPPRC"	"LRPPRC"	0.291272286880199	0.168373210391435	-0.123779645651321	0.0263535755298377	-0.51465845758618	"IS01"	0.291272286880199
"KPNA3"	"KPNA3"	0.289162481272025	0.0263868426349023	-0.0246122073029384	-0.233552243477234	-0.156396755518695	"IS01"	0.289162481272025
"LOC100288082"	"LOC100288082"	0.288816396977208	-0.438962635277306	0.144550203014918	0.0119367807737778	0.0907231156987941	"IS01"	0.288816396977208
"SRPRB"	"SRPRB"	0.275382997824241	0.116084682197876	0.0955435551057413	-0.844576901348342	0.238054859029668	"IS01"	0.275382997824241
"ESCO2"	"ESCO2"	0.271084568858699	0.186020576020757	0.0287900582767427	-0.480783527113955	-0.13937153018016	"IS01"	0.271084568858699
"PTP4A1"	"PTP4A1"	0.262252973826935	-0.0468655769085364	-0.32513173534878	-0.104096819681275	0.0429585074779406	"IS01"	0.262252973826935
"LOC100287393"	"LOC100287393"	0.246550030010705	-0.177123647977909	0.162331828854349	-0.168068736404099	-0.0302153427720448	"IS01"	0.246550030010705
"DNAJB1"	"DNAJB1"	0.227625169020434	-0.102714847543059	0.174280310169831	-0.220671081812162	-0.0591824009446233	"IS01"	0.227625169020434
"NUP54"	"NUP54"	0.227173136639343	-0.199909326976651	-0.151074797977127	0.00918543166601505	0.0604042127005289	"IS01"	0.227173136639343
"ETF1"	"ETF1"	0.225902226453768	0.00334616455158358	0.0441450586319798	-0.165843587356013	-0.156961794707617	"IS01"	0.225902226453768
"LSM12"	"LSM12"	0.223163258305104	0.0668653369399238	0.173756891879242	-0.169881047697703	-0.313498684943911	"IS01"	0.223163258305104
"TIAL1"	"TIAL1"	0.209784949056729	0.158270915136893	-0.254362361303703	-0.0400279018969763	-0.255352617115097	"IS01"	0.209784949056729
"ZFP1"	"ZFP1"	0.203515050505375	-0.00419384242527322	0.137140181314051	0.00744342385617156	-0.341163774125455	"IS01"	0.203515050505375
"REXO2"	"REXO2"	0.203166663944285	0.170144036550631	-0.0309693684615426	-0.261586685412389	-0.200796975115144	"IS01"	0.203166663944285
"TMEM39A"	"TMEM39A"	0.189696509043902	0.0205695259768114	-0.104453743606449	0.000316336555276561	-0.192221927504997	"IS01"	0.189696509043902
"NUDCD1"	"NUDCD1"	0.189319671404747	0.0969675126883157	0.0547450660011554	-0.246876472408112	-0.161003308807815	"IS01"	0.189319671404747
"WDYHV1"	"WDYHV1"	0.169703435474478	0.0568595071137293	-0.00215310630367035	-0.357243114352928	0.0529366960846851	"IS01"	0.169703435474478
"SERP1"	"SERP1"	0.146792707574871	0.0494928554926934	-0.0282313342013435	-0.214151713440964	-0.0256950744373316	"IS01"	0.146792707574871
"EIF2S2"	"EIF2S2"	0.13119917255273	0.0753762651845137	-0.169236169875531	-0.182860627992627	0.0232074577954831	"IS01"	0.13119917255273
"HIST1H2BH"	"HIST1H2BH"	0.129744069531937	-0.0985378184369579	0.091217043797414	-0.157197629508124	0.0509415794557105	"IS01"	0.129744069531937
"ACSL4"	"ACSL4"	0.1252578732598	-0.00667338672766179	-0.0959040728059204	-0.0418277891969711	-0.0449865393392776	"IS01"	0.1252578732598
"BCKDHB"	"BCKDHB"	0.111992356523515	0.0929204335524558	-0.147111196406257	-0.193916619527502	0.0207936983776194	"IS01"	0.111992356523515
"TMEM38B"	"TMEM38B"	0.00823514269173817	0.603397138752848	0.275221953000864	-0.863888185964902	-0.143105740853435	"IS02"	0.603397138752848
"MIRHG2"	"MIRHG2"	0.0426101476331683	0.6002410869223	0.26951535279247	-0.360495088688716	-0.645657239163554	"IS02"	0.6002410869223
"SUB1"	"SUB1"	-0.0289023735423568	0.599303762284594	0.357302836714591	-0.83079393071265	-0.176101554498167	"IS02"	0.599303762284594
"BPGM"	"BPGM"	-0.219106022563681	0.596760817547913	0.104795655807258	-0.371333998665936	-0.202142205838348	"IS02"	0.596760817547913
"CD58"	"CD58"	-0.160456528783959	0.56645242031738	0.00303517742976093	-0.679313976900975	0.115769448655482	"IS02"	0.56645242031738
"C2orf49"	"C2orf49"	0.256648277066808	0.484925707839594	0.124684721570762	-0.612654638409649	-0.436443727421254	"IS02"	0.484925707839594
"PCGF6"	"PCGF6"	0.185774151185322	0.4443349310211	0.189643775942762	-0.589305063630249	-0.361903589096773	"IS02"	0.4443349310211
"SNRNP27"	"SNRNP27"	0.0116376035217834	0.419102200581435	0.202148288759978	-0.4662024168538	-0.238182130524867	"IS02"	0.419102200581435
"ARG2"	"ARG2"	-0.233981173161561	0.396671814689827	-0.0865997190223142	-0.0766858356497788	-0.0825105204851876	"IS02"	0.396671814689827
"PSMC6"	"PSMC6"	0.303689150694875	0.395307567379971	0.0707022335758759	-0.837639543923554	-0.13781652359938	"IS02"	0.395307567379971
"ANXA7"	"ANXA7"	0.0521072241879347	0.373416631411707	0.050467900455187	-0.686914763433346	0.0726445347899678	"IS02"	0.373416631411707
"PAIP1"	"PAIP1"	0.233404101904376	0.369513388828606	-0.0132249463573127	-0.591831517124424	-0.192959947256826	"IS02"	0.369513388828606
"CASP6"	"CASP6"	-0.0236147849310453	0.367748001671038	-0.0306715244080818	-0.276184812830396	-0.156156958060195	"IS02"	0.367748001671038
"PRPF18"	"PRPF18"	0.0509191429032749	0.354952742734387	0.0633225539305285	-0.342871693549589	-0.230783301749278	"IS02"	0.354952742734387
"ARNTL2"	"ARNTL2"	-0.164285222724764	0.352272528801287	0.106188678250739	-0.298377211505296	-0.0313794326459265	"IS02"	0.352272528801287
"TAF13"	"TAF13"	-0.120970303281899	0.344416922375491	0.298046839876802	-0.23142325483856	-0.261302075573009	"IS02"	0.344416922375491
"TMED5"	"TMED5"	0.105737770545453	0.340621148441027	-0.00322009185130881	-0.635842626469545	0.0350386928312345	"IS02"	0.340621148441027
"TFRC"	"TFRC"	-0.0130667933765096	0.333104960146382	0.0539891750581364	-0.0636839923429182	-0.377952648299221	"IS02"	0.333104960146382
"KLHL23"	"KLHL23"	0.0482069349657824	0.317296725865603	-0.206853177671875	0.126706334780665	-0.441694406677272	"IS02"	0.317296725865603
"RGS2"	"RGS2"	0.0323601228531019	0.312698158658204	-0.320933435038318	-0.38600677606989	0.133970191426181	"IS02"	0.312698158658204
"EIF5AL1"	"EIF5AL1"	-0.295752201526067	0.306770612446845	-0.199493670110443	0.206595954682807	-0.0837196963328759	"IS02"	0.306770612446845
"MAPK8"	"MAPK8"	0.0786749096337006	0.306738641333485	-0.203331868625621	-0.193576270937167	-0.1705802939703	"IS02"	0.306738641333485
"CCNC"	"CCNC"	0.13441344573004	0.306163533397668	-0.120205605544193	-0.595618972757327	0.0813219531981126	"IS02"	0.306163533397668
"RRP8"	"RRP8"	-0.448496177545463	0.302107177943446	0.0683896764061283	0.0453815261848493	0.0867497644664074	"IS02"	0.302107177943446
"FLJ11506"	"FLJ11506"	-0.167780424876416	0.287438771910955	-0.0652826232856612	-0.171894389937844	0.0477838800264426	"IS02"	0.287438771910955
"YRDC"	"YRDC"	-0.0759098108700306	0.279746629313044	-0.131783099227719	-0.164132474554766	-0.0199116537366387	"IS02"	0.279746629313044
"ZC3H15"	"ZC3H15"	0.246736161836479	0.266346325422874	0.0732452576328441	-0.332384216732185	-0.376941477282334	"IS02"	0.266346325422874
"MLLT3"	"MLLT3"	-0.158442011831455	0.262863131749243	-0.249941809178521	0.06650768948617	-0.0348996134246985	"IS02"	0.262863131749243
"ALG11"	"ALG11"	0.230678136650841	0.260957477194513	-0.299767613105698	-0.119812850636587	-0.306496317777636	"IS02"	0.260957477194513
"TRIM6"	"TRIM6"	-0.10898880867168	0.252466886524369	-0.338915748565628	0.0439905472542747	-0.00425049432545182	"IS02"	0.252466886524369
"HOMER1"	"HOMER1"	0.0432112451899779	0.237901536357014	-0.134491431691208	-0.0589214601296677	-0.210157730978526	"IS02"	0.237901536357014
"TMEM135"	"TMEM135"	0.212922681447858	0.232081303259038	-0.205130613000041	-0.402567774911071	-0.0468261805931447	"IS02"	0.232081303259038
"MCOLN3"	"MCOLN3"	-0.041246141814324	0.228594539947134	-0.233658557575078	0.195042673092503	-0.266259012316371	"IS02"	0.228594539947134
"SLC39A9"	"SLC39A9"	-0.299678143106995	0.208465496841195	0.0517191258154911	0.121001016499324	-0.0385007066400814	"IS02"	0.208465496841195
"AK3L1"	"AK3L1"	0.0811506015147297	0.19689364532007	0.0221882907378857	-0.242708988757679	-0.136014180492343	"IS02"	0.19689364532007
"C6orf105"	"C6orf105"	0.0432205914746407	0.192924566525667	0.187217803342114	-0.220767306180252	-0.21151890614878	"IS02"	0.192924566525667
"ZNF519"	"ZNF519"	-0.0455313470614048	0.159055132431414	0.122470315579681	-0.134814918652757	-0.0976144423601726	"IS02"	0.159055132431414
"SCGB2A1"	"SCGB2A1"	-0.314969983560535	-0.388717690368787	2.12942337284783	-0.276017904098521	-0.245708834742514	"IS03"	2.12942337284783
"TEKT1"	"TEKT1"	-0.224564178469972	-0.328756350605209	2.11842220822897	-0.556041693236998	-0.165010211219445	"IS03"	2.11842220822897
"LOC100131303"	"LOC100131303"	-0.310470653916701	-0.238991368562504	1.7291415876175	-0.314026352870385	-0.144832045538309	"IS03"	1.7291415876175
"FAM99A"	"FAM99A"	-0.00726375855846922	-0.2872923606855	1.68961706290567	-0.564567351635004	-0.19930140039099	"IS03"	1.68961706290567
"C8B"	"C8B"	-0.153980519860172	-0.304635424351603	1.65907736126843	-0.256001454494113	-0.263776958181184	"IS03"	1.65907736126843
"C8A"	"C8A"	-0.0365468910870583	-0.392111948590831	1.61786874079083	-0.34362296893341	-0.190500985462614	"IS03"	1.61786874079083
"CFHR2"	"CFHR2"	-0.176847058120431	-0.326253495676382	1.55476982254779	-0.507981399452452	0.0932547088641421	"IS03"	1.55476982254779
"UCA1"	"UCA1"	-0.139542266293775	-0.333435427999597	1.47794266209469	-0.285590038037065	-0.100647893575551	"IS03"	1.47794266209469
"CDH7"	"CDH7"	-0.205544004361722	-0.355954790342145	1.46430418046485	-0.153813975438414	-0.10469808631523	"IS03"	1.46430418046485
"FOXA2"	"FOXA2"	-0.165619582566603	-0.201204777663394	1.39225081580889	-0.266474303381601	-0.196862321511383	"IS03"	1.39225081580889
"LOC389102"	"LOC389102"	-0.182988112767827	-0.111413649874583	1.35628834529614	-0.382702919307993	-0.156914394244007	"IS03"	1.35628834529614
"HPX"	"HPX"	-0.00570601907607894	0.000978001554648408	1.31587985475535	-0.706105964637742	-0.189736181703207	"IS03"	1.31587985475535
"HABP2"	"HABP2"	0.030015506889961	-0.232056464724242	1.3132028572838	-0.293005748221835	-0.323322607985039	"IS03"	1.3132028572838
"LOC100287089"	"LOC100287089"	-0.21685051420712	-0.236873637970745	1.2896413050819	-0.227279530503536	-0.0589597466123402	"IS03"	1.2896413050819
"FAM9B"	"FAM9B"	-0.163189083108119	-0.228384210383848	1.26647243355742	-0.282871540725427	-0.069067769741185	"IS03"	1.26647243355742
"TMEM61"	"TMEM61"	-0.0719562824177037	-0.238241732486889	1.21606741141754	-0.171439861475221	-0.240028761785945	"IS03"	1.21606741141754
"IL11"	"IL11"	-0.00835872029834301	-0.189526811383798	1.16769989952584	-0.271616400780673	-0.25514217833476	"IS03"	1.16769989952584
"TMEM190"	"TMEM190"	-0.390649919784034	0.00121735350364071	1.16682674908224	-0.304932263057783	0.00786025159375388	"IS03"	1.16682674908224
"POU2F3"	"POU2F3"	0.117866244080452	-0.33236734243554	1.1586673131847	-0.349883100383171	-0.152697665071674	"IS03"	1.1586673131847
"C10orf79"	"C10orf79"	0.00476245677830714	-0.333038575746054	1.09365894530533	-0.500149962108447	0.169233905404426	"IS03"	1.09365894530533
"GDAP1L1"	"GDAP1L1"	-0.146642943241668	-0.134097435973674	1.09206521597494	-0.459672637088271	0.0693655503931157	"IS03"	1.09206521597494
"ZP1"	"ZP1"	-0.0573386472862793	-0.0843359376506133	1.07529479926953	-0.653946293405457	0.0882673104194122	"IS03"	1.07529479926953
"FLJ40292"	"FLJ40292"	-0.0773800036463143	-0.115896148618253	1.04517402991899	-0.423781555590804	-0.0418287375903429	"IS03"	1.04517402991899
"FAM81B"	"FAM81B"	-0.118313057202729	-0.22164874685521	1.03899248278381	0.0257835981479837	-0.272428277055257	"IS03"	1.03899248278381
"ANKRD33"	"ANKRD33"	0.366050973879513	-0.257416726826884	1.01105901450174	-1.26475553178016	0.393250771726827	"IS03"	1.01105901450174
"TTC39A"	"TTC39A"	0.518636188181754	-0.669557383910426	1.00619956600039	0.00688211815147039	-0.455924760858198	"IS03"	1.00619956600039
"SLC26A9"	"SLC26A9"	0.194310741214002	-0.395482823853671	0.987923080845649	-0.297914761649613	-0.105397113467909	"IS03"	0.987923080845649
"LOC729040"	"LOC729040"	-0.0341383051401946	-0.231265822556084	0.97923820561931	-0.0299431257629411	-0.273585153971881	"IS03"	0.97923820561931
"LOC100289576"	"LOC100289576"	-0.183023736891248	-0.0806207178532051	0.973366068693024	-0.158759990316246	-0.155798391217229	"IS03"	0.973366068693024
"CD300LB"	"CD300LB"	0.312891716393929	-0.330162407168952	0.957946225019897	-0.181147976592341	-0.422637726943043	"IS03"	0.957946225019897
"ANGPTL3"	"ANGPTL3"	-0.0697693026755094	-0.073196676744462	0.950544625663105	-0.375542361072124	-0.0884027658028826	"IS03"	0.950544625663105
"FOXA3"	"FOXA3"	-0.186292384272736	-0.447740936192863	0.899847798495291	-0.0790844847329588	0.282773260617436	"IS03"	0.899847798495291
"SERPIND1"	"SERPIND1"	-0.116699667280311	-0.199659329488963	0.889608925652992	-0.351626226354422	0.145437950030831	"IS03"	0.889608925652992
"LOC729041"	"LOC729041"	-0.119225105502538	-0.49945091892076	0.870278880789518	0.238054749791225	-0.0105331456718496	"IS03"	0.870278880789518
"CAPSL"	"CAPSL"	-0.131525162120205	-0.0143820982649845	0.855274421652441	-0.153256967435199	-0.231095911760475	"IS03"	0.855274421652441
"LOC646851"	"LOC646851"	-0.193001371080947	-0.384037773164368	0.836959810917878	-0.111538691770393	0.28191670227132	"IS03"	0.836959810917878
"UPB1"	"UPB1"	0.420522926476138	-0.259603236248286	0.813491578307104	-0.274039201256063	-0.46400453152202	"IS03"	0.813491578307104
"LOC100289122"	"LOC100289122"	-0.210979831480436	-0.0198263364124544	0.797196895266065	-0.132504591634626	-0.10806076734554	"IS03"	0.797196895266065
"HMGA2"	"HMGA2"	-0.0737337649278264	-0.446068738055984	0.777630029860362	-0.311304060226061	0.436937855299078	"IS03"	0.777630029860362
"EGO"	"EGO"	0.274770380907225	-0.351030895708321	0.769130631723093	-0.182558105145188	-0.225930389659559	"IS03"	0.769130631723093
"C1orf88"	"C1orf88"	-0.123655037523278	-0.334399427401585	0.767144850271602	0.292365421124375	-0.19605196419463	"IS03"	0.767144850271602
"RER1"	"RER1"	-0.172609454617169	-0.260797482308083	0.750142849957727	0.452045188493614	-0.365564588229324	"IS03"	0.750142849957727
"CACNA2D4"	"CACNA2D4"	0.439411830048957	-0.315537574871206	0.74863977242478	-0.3620082878629	-0.293298538042353	"IS03"	0.74863977242478
"LOC100129935"	"LOC100129935"	0.15332850806668	-0.372831070539207	0.739646351531525	-0.0332149838225249	-0.16864896221973	"IS03"	0.739646351531525
"MMP3"	"MMP3"	-0.000254435465337719	-0.345435163560272	0.737277002929223	0.208232030676471	-0.236699894978192	"IS03"	0.737277002929223
"PCDP1"	"PCDP1"	-0.248830462137651	-0.322564899501685	0.728287356678444	-0.0708833012828123	0.306067317039863	"IS03"	0.728287356678444
"SCN3A"	"SCN3A"	0.2996368501926	-0.632988794655483	0.727834631015441	-0.0788275318754375	0.0278213057679489	"IS03"	0.727834631015441
"CPEB2"	"CPEB2"	0.228109085164767	-0.461977294654838	0.688417508090355	-0.167175620978446	0.00882813280459737	"IS03"	0.688417508090355
"PNCK"	"PNCK"	0.189086068371151	-0.311405051599528	0.681222432211456	-0.34382459156116	0.036663619727706	"IS03"	0.681222432211456
"SLCO4C1"	"SLCO4C1"	0.123523998195811	-0.180246188980408	0.680109291370308	-0.243396617388071	-0.139880105439147	"IS03"	0.680109291370308
"STEAP1"	"STEAP1"	0.0582818070825462	-0.513366123603962	0.669072018110842	0.250872717534687	-0.0934220204970714	"IS03"	0.669072018110842
"AKR1C4"	"AKR1C4"	0.325871326880106	-0.202961628998263	0.663613561799471	-0.392462470910634	-0.211434134582101	"IS03"	0.663613561799471
"COLEC10"	"COLEC10"	-0.0445497709131062	-0.247653385869979	0.663557733944345	0.0296637882556887	-0.0912315199999497	"IS03"	0.663557733944345
"SNAI1"	"SNAI1"	0.370540021472216	-0.267767222472619	0.661273289007348	-0.518500316643523	-0.0664335938353689	"IS03"	0.661273289007348
"LOC730036"	"LOC730036"	-0.0532620992497154	-0.0600454401097301	0.659408665893472	-0.254475440402506	-0.0493164514620684	"IS03"	0.659408665893472
"F12"	"F12"	0.0211995273354662	-0.300421000666391	0.653380494864168	-0.0670770678256746	-0.00947539002194041	"IS03"	0.653380494864168
"LOC100287784"	"LOC100287784"	0.0166899902264738	-0.222999004420069	0.64154410364211	0.0389313258373932	-0.192003993826693	"IS03"	0.64154410364211
"KNG1"	"KNG1"	-0.288396789764209	0.0845909985380826	0.640765963175726	-0.074667242495141	-0.0962938435848029	"IS03"	0.640765963175726
"SERPINB4"	"SERPINB4"	-0.0115197892003721	-0.284045177322079	0.634134219537216	0.026974442778794	-0.064681283852318	"IS03"	0.634134219537216
"AVIL"	"AVIL"	0.17696165784072	-0.103514677702279	0.632413308914733	-0.875472727600024	0.31625926009292	"IS03"	0.632413308914733
"MAP3K15"	"MAP3K15"	0.0133030908244745	-0.161007440321773	0.619479174262916	-0.65201849111335	0.390780962464502	"IS03"	0.619479174262916
"NME5"	"NME5"	-0.114940369775554	-0.433286837559291	0.597260384800511	0.319503225846547	0.00213549404714629	"IS03"	0.597260384800511
"C12orf67"	"C12orf67"	-0.187240525427304	-0.414553812724725	0.59488228036357	-0.0940297396936786	0.453568393596189	"IS03"	0.59488228036357
"OSTN"	"OSTN"	-0.00181239134720395	-0.477813872622516	0.575389118838857	0.189699670199045	0.0534698403966449	"IS03"	0.575389118838857
"LOC729467"	"LOC729467"	-0.0317164123064892	-0.318439516081583	0.574967060405613	0.194208660507749	-0.113736647346927	"IS03"	0.574967060405613
"UTS2D"	"UTS2D"	0.0045043411271791	-0.380386877641521	0.573077664875455	0.0958402403519151	0.0120748596646897	"IS03"	0.573077664875455
"FAM92B"	"FAM92B"	-0.0210251545749771	-0.0279009064179931	0.568841611662207	0.0742267208645599	-0.376270802256893	"IS03"	0.568841611662207
"FGL1"	"FGL1"	0.0479399496291374	-0.290081484335342	0.562183241872976	0.200983287596032	-0.245507606262268	"IS03"	0.562183241872976
"LOC100129411"	"LOC100129411"	-0.284812625154299	0.0396575099888263	0.555732532210047	-0.00418067777140211	-0.0547518479103149	"IS03"	0.555732532210047
"ALLC"	"ALLC"	-0.225776127192791	-0.265077331768257	0.547647388164676	-0.0612463402059078	0.31344998523205	"IS03"	0.547647388164676
