"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B05_841916"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072004"	"MS2010072925"	"MS2010072930"	"MS2010072932"	"MS2010072003"	"MS2010072019"	"MS2010072024"	"MS2010072037"	"MS2010072040"	"MS2010072908"	"MS2010072937"	"MS2010072036"	"MS2010072042"	"MS2010072813"	"MS2010072827"	"MS2010072828"	"MS2010072831"	"MS2010072838"	"MS2010072902"	"MS2010072913"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C11_830764"	"MS2010072001"	"MS2010072034"	"MS2010072805"	"MS2010072835"	"MS2010072904"	"MS2010072917"	"MS2010072921"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A11_841920"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072026"	"MS2010072038"	"MS2010072837"
"C4orf6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DRAP1"	9.28329356726068	7.95219742231549	8.85202281366432	8.54951829473614	8.01004562575533	8.24837004961224	7.95759864353437	8.43662860116405	8.2739746264016	9.03369618257622	8.35540035143121	9.51159371283304	8.52276178421314	8.68771451538983	9.39479144748931	8.93577498681353	8.88237244950953	8.88710862651326	8.70520256638028	8.75290673681311	8.64946845798405	9.6926117149522	8.79723288787161	7.68844143101381	8.34306030302634	8.15174496852958	8.13615525478514	8.28707314750106	8.92411003473513	8.8996987198237	8.71357440222408	9.03290634233847	9.48739420692928	8.581489084436	9.24663224433828	8.47217248819526	8.42703693752218	8.72600363306936	8.08857899946751	7.74257062689784	7.39685071703643	7.49637299781183	8.36177430833861	7.76859197782778	9.22837644272855	8.40490830694362	8.45272394424717
"LOC100289316"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC729400"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM19A4"	4.83516637454661	4.07804978550635	2.24304007466392	6.23349579260873	7.05071494091692	6.1099002333755	5.20855745842594	2.13902675323872	1.7655033744104	4.0619013468712	5.78221503405437	6.29742060338103	1.49767669251536	5.60351497754555	4.65584045432689	4.54949358020277	4.12274073800732	2.01857131198191	2.22396411010196	2.54886855764483	4.00638420942794	5.96560194200079	4.68649513702877	1.47745491959094	1.73627125812693	1.40325992797081	3.30684214495113	2.55592458521808	4.16239098077372	1.32974797932881	5.19601415894036	4.84811353943442	0.892108179610097	3.79484357397167	1.62151585029268	1.56447684333395	4.48848713474023	2.1952724625914	4.87036132080937	5.61831872053371	5.28757766292743	5.53261196577892	0.947629337935437	6.41445843589851	1.36808252848273	6.24292126370983	1.78112734690304
"WNT5B"	3.68442001706759	6.29871023710375	6.64955599397769	4.11384020280543	7.40497493467941	3.84763248603412	4.41694353719148	5.45866739000786	3.29397956336998	6.37218507057542	3.70157857231291	6.8580032712882	5.61069602617224	3.24720699948612	3.20892755949729	6.67599971892202	2.48437052575146	6.83116955598482	3.89846436524234	2.92285278006165	4.20364549692026	7.73261252921692	5.37482607746708	6.40969125561355	2.54895047945409	3.47316425144654	2.15119184229242	6.93291425650753	3.45962341895636	3.55121218289106	7.02314353595265	5.48879063918586	3.67882820315107	5.9511132132859	5.09966125442177	3.06507510589404	4.00938104416933	6.18148686935083	6.38580701802702	5.47607826012889	3.75959253994228	6.22062079145534	3.64428455912584	5.16430117053392	3.62541458149646	3.56961741079052	5.13603863934955
"HEXA"	9.55149052373948	10.7765998752859	10.5612553699036	10.3282678858341	10.0726575838657	10.8098929684371	10.6680217542922	10.3605534377073	10.8899606017242	10.7377831186753	9.71708778860265	10.8507855112197	10.71570097792	10.7023644144739	11.4765676524407	10.9379451587837	10.9604692813704	11.033107471922	11.3013389963877	10.7094049605337	10.6535045984299	10.9722261549797	11.6402356192756	11.323253296116	11.8853807039802	11.5033985955921	10.8672663653841	10.4097549284569	11.3597334647602	11.573467934289	11.0483100502315	10.1242354927492	11.564328324503	10.7988580596396	11.3388761661942	10.4824392425382	10.913372499913	10.7117539877121	10.4134880910499	10.4886539559505	10.5935044654157	11.3316412629667	10.444127091597	10.8475304671122	11.5214266472156	11.3247123339897	10.8739204547043
"TUBB4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC284889"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HIST2H2AA4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC729774"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288850"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC442308"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100287259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PABPC3"	14.6589012789377	14.5574184491996	13.7728336172172	14.4735994019393	10.6806523539234	13.7084035207936	14.2782662649529	14.0309957015435	13.8628814116426	14.1763477147382	13.9552397073808	13.3888491273191	13.6441893882517	14.673227444662	14.338549419988	12.1936015119143	14.2758985253236	14.0610420408143	14.1079909088072	14.1656397748638	14.0073154545047	14.0563633957457	13.3451130203904	13.7903479359212	13.7717973562165	13.5776559966345	14.2380847956626	14.2078490830543	13.9222518447821	13.8341353793803	13.5821988600786	13.2539878702306	12.7132115118697	14.2496536131845	13.007342494548	14.2521744437252	13.705709924663	13.4649477725397	14.564242637984	14.0498714214316	13.6706682808328	13.6909697805035	14.6656898882553	13.9864404897689	13.796583484487	14.055700688392	13.5138940391895
"LOC646891"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC650157"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LYPD4"	3.54815627168433	4.80047113435292	1.87423062949687	3.13702494323177	8.37403698389883	4.58636365599796	2.48316425818669	2.36080134215291	5.21568730593977	5.38554096177477	3.66314446557242	5.44395917953325	4.10930634976154	4.68413096142272	3.67847123587197	5.09543177965144	2.30476123226187	4.57278000040115	3.07831126153898	3.33937244651732	3.21921636195237	2.79686622495123	2.55489098346884	5.12450993441616	5.49312888782347	2.99721818404275	5.01827763910425	5.01008601229532	4.75898117081152	5.07104724965325	4.73482488317185	4.70632716794567	6.06927319880602	2.8573880774497	4.39449503883626	4.78964686694866	2.81092426102416	2.32030574228227	2.82086198295795	3.18739644050842	5.19459276705891	4.22282655086728	4.20567015409878	3.07378812803245	3.24317493311984	4.92435758549703	4.53245534480657
"LOC100129321"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC388996"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SH2B2"	8.30140290702142	9.59866643749478	8.99118017531327	10.423710235868	8.64959714638849	8.49514172288074	10.0589784646104	10.0161118196426	10.5013999262436	11.942079269212	10.2651146796	9.83679689935663	9.7122237801809	9.29815654145429	9.10590458598087	7.78121640291402	8.66277488710573	9.76573028087303	11.1537362622663	9.10721255147123	9.74928854383042	10.7768628102531	7.62517177068103	8.58431968884829	8.3172865512626	8.63611791321117	7.99737580294875	8.44372839407308	8.6930435254914	8.69861526049831	8.40538370110553	9.47863927782901	8.38461669345888	9.85846079717381	8.75387202756829	8.68102941449804	9.70865555038035	9.09130661735465	8.35472028105192	9.34212288364784	9.0323171291475	8.41172790584893	9.23988089098387	7.71761732369427	9.89401310917364	9.91454113258989	9.78581785529816
"C1orf222"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C3orf37"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TMEM160"	9.98878192116909	9.30679789306423	9.69756178577155	9.9765594857116	8.49037887187508	9.93472673385861	9.95232984871674	10.0687168393758	9.81109662376162	10.1831443357495	10.6352501919728	11.0940818550158	10.9700191827746	10.0053425870782	10.7581303562633	10.2721437950398	10.3252669391353	9.95850080790064	10.1937733645991	9.86839872685431	9.73484596211498	10.7251890612319	9.23292693422317	9.26997431688408	9.54074993322818	9.47144559628305	9.49736178473609	10.2161081544974	9.47851265975343	9.75434030781344	10.2146818992719	9.62267111063448	10.3594538521468	10.2104080229032	9.41254193436083	9.49728350909181	9.56884584042277	8.95693737026346	8.88829442893557	9.25939444963269	9.37805286525994	9.24567334070953	9.4414751343895	9.53287247856937	10.0116510390453	8.84390880428671	9.13730721373266
"ONECUT3"	6.32888768088962	5.51101600774859	6.90176392034582	4.43984186068373	8.21268115475346	5.85328309950179	5.76701365602481	6.09856301650346	6.1425574921929	7.12536935280141	6.52472653846088	5.84766235438032	6.6936867758285	6.43221452937795	4.79657241268533	6.36310405849839	6.53732590296577	6.11596657249034	6.08466805044855	6.09428854709882	6.30616422951833	6.09576844573246	5.64340711453664	4.92175326496313	5.26792401046185	4.96461813870779	5.83711947955477	4.85456137126117	6.22507746562626	7.06028272078378	5.90611136229441	6.56606225918351	5.66780480035136	5.23799672201713	6.29573907548266	2.98878539485695	3.70784825237266	3.9913857434611	3.84891059263276	4.71490410985656	5.46639785904121	5.74657721915873	5.94025597779219	5.35680399901743	5.58168934035254	5.9358033197819	6.84447578580433
"DMRTC2"	3.02164540249969	3.76803164566729	5.23409971549661	3.33178295999892	8.63650758796187	2.10467350646465	4.75760955789421	4.25454225370962	5.9759948489015	4.96062483047496	3.23038618407992	3.9028773019127	3.95156400591033	2.8279247680982	5.06348865989418	3.14245744480096	3.08767165807856	5.40162462561277	2.94935487977582	3.11194532213585	4.03338334469561	5.37506815907758	2.5067863040984	4.32428933550342	3.63025317922187	4.7902237390016	2.63630290450453	3.37045402428308	4.96189388083807	2.83444876374417	4.41835442458475	4.96783913643503	4.82074998252543	5.58997238529863	4.7766857452559	2.560465460087	4.533380419861	2.73401407730002	5.56067842924031	2.31893494726274	5.00167181639352	3.27956546929747	5.31145343679643	3.41110453698758	5.41015060815943	5.91394553067172	4.0247600339511
"LOC100133224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100287047"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100287127"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC442459"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100287237"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC653781"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OGG1"	7.88991976079495	7.2488873539489	7.49230041152206	8.33048269303551	9.60057245423512	8.09664226754076	8.77495383825533	8.24312058912506	7.82265661068426	7.97352431484048	8.40963736138837	8.19069162527549	8.02976158655686	7.25596091726816	7.66997862040285	6.72476961988345	7.26388314588918	7.7477616257751	7.73918748318153	8.60453229823807	8.56593464672888	7.46379045004006	6.95255864468029	6.3369677418355	6.62700393898837	6.30474759392963	6.73161249344355	7.35854107366407	7.49622144868723	7.04802586210195	7.77330586018734	7.2797593997191	6.88880291983626	8.49223981170574	6.97106309694139	7.21246644971843	7.90924633344026	7.40669134539956	7.5950300099613	8.09919806320198	7.60500856155512	7.41395702560747	7.12329901704769	7.15296805989018	7.78925184893266	7.53506097590852	8.07807186841188
"FBN3"	5.70790023031896	6.64099079198575	6.50506556267806	4.26831302746434	8.57465161352098	4.23162203017863	6.88415451363435	6.12969588409527	3.928054573666	4.28933067607545	5.37218771905595	3.52445968975392	6.3523656208067	4.03886480316316	4.11244979140472	4.30580162679044	2.97893546168001	4.58021230140803	3.13378370092352	5.49964594213372	3.74292849867172	4.6169164688502	2.4853022576387	3.65136955018269	5.9899793499697	6.41380125873571	5.39992571175969	4.35449262894283	6.25190465386105	3.99293214454436	4.66208392594676	4.31583014010227	6.07793927700045	4.42184251527945	5.81001151047499	6.78442436984125	5.96917271399165	6.34263856300094	5.52659512776609	5.76986414971185	3.82160716374854	3.55926959084757	6.20101610286264	6.01212629852091	4.26236538855381	6.23553328294069	3.92963655608288
"GGT3P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"POTEE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"H1FX"	10.2137416039651	10.0729326095598	10.1213721591674	8.84800287416037	10.2032859365312	9.06233580394495	9.93598499850966	10.9328841682603	9.23804270313225	10.735726824356	11.9449037988333	8.72752222894835	9.39950153306531	8.79746981075573	8.84841869268811	9.94933697634195	8.99458068459986	9.5731219355795	9.20578478366862	10.8563467664784	10.2190796473269	9.17356013856116	10.871361919059	9.55529655885524	10.2271656924261	10.4163543403855	9.8913271247113	9.35683607484974	11.749161356758	9.57845324222903	10.5268495160991	9.62230414288193	9.6148317555307	10.5791415380256	10.5796241650712	9.98962326608306	11.1303750146017	10.9524535965018	10.0473859953953	9.9933044556588	9.99182174945119	9.88137515867058	10.0034400986086	10.1797992044743	9.72576018792877	9.59219072382253	10.0902233616733
"LOC100128346"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MRPL23"	9.05946314999305	9.50948607673159	8.73922208361176	9.08045764091842	9.00260193410473	8.17793103419182	9.13756400111352	9.05631370962748	8.96890295235112	8.91998184884459	8.74791019685023	9.3750645623449	9.28200437170435	8.8336143409135	8.88709924528909	8.84901398325538	9.2510514989109	9.14455958332613	9.21493712092125	8.94821679949607	8.27414871719621	9.22189980544772	8.24202506615439	8.33811527306481	8.11759741954976	8.5335060813485	7.98775386176999	8.67171497284601	8.55367411089292	8.64182203735553	8.87273823573006	8.64102406073735	8.92132113995465	8.87252177118859	8.41446377209482	8.81111052071039	8.74428693293438	8.38361040070916	8.527531785856	8.54195566098748	8.41899734818413	8.29726992102838	8.06114568829298	8.65686005988958	8.55522685230862	8.70633918926811	8.55281017594604
"RYR2"	6.56034929547101	5.7460152936677	2.60024717245313	8.75939209910291	7.71362795774291	5.37947267173375	1.28308617082342	7.54875553937967	5.99015245573491	4.64030068418171	4.95435595382108	2.40547463029756	9.08416337588477	4.49825667203644	4.85284174050043	4.64159512576813	2.17347084534118	5.30687084277097	5.28060903313561	2.23717941556397	5.64538897024113	1.47345507846394	4.51432791895684	4.20045162329584	1.54533268308419	5.28621237276584	3.84560547153373	4.99032936329111	2.6784587507524	5.00272304382893	1.9868266609689	4.5459988645952	5.48610655936504	4.60418723083925	2.28069686597104	5.26242778409601	7.0325039285239	2.71677534942693	5.31480640192598	5.58286269825789	8.40173162707484	7.12065149190645	1.2299060864882	5.86585938959494	4.71967546158956	5.31879514725855	7.25936527445487
"SIX3"	3.78469081824662	5.21183805380821	2.87432280201893	5.58887994630921	8.01221258589329	4.83869083634639	4.95131254375663	4.39213308765065	3.1345982978318	3.62578942144553	5.01397721261645	2.89297677949941	4.03677694107372	4.08001735557521	4.57606811254501	5.33437656796483	5.06380479255669	4.06644803458356	3.80482263298825	3.99105492225103	5.37857358632686	3.68517535660483	5.18708309849253	2.56452035982497	1.81466485906136	3.14395612132952	5.10025413652138	5.02853132100199	2.65035585069263	2.50690399156098	3.57765984177491	4.89681621934749	5.95580684689703	3.9347236909807	2.73800910080071	2.62358289872389	2.6176450337689	1.80661307386341	2.90950557394494	3.35571063198369	4.86243330842842	2.74474416309234	1.7105335759688	1.9969776936821	4.98611896512261	2.83150234759255	2.78873501685198
"PPP1CA"	12.1862926236275	12.2530930796506	12.5556580454701	12.2654122575121	10.1822851154869	12.1104290786116	13.6559070469152	12.8988883153875	12.2643581323613	12.0857771976382	12.9214516384215	13.7630941412729	12.7900494783902	12.8232574831041	12.5369545378401	11.4859470086403	12.8763259448669	11.9032641248266	12.804033735686	12.6122610868214	12.6257715728923	12.6928905264453	12.212407919478	11.1277513698159	11.4132081417641	11.0644220733701	11.1594592602342	11.3564683718236	12.578390833531	12.1899002482564	11.6376836093808	12.271105244648	12.1475625696927	12.9547000909192	12.0687952483345	12.5704874290941	11.9257827085919	12.2853949205168	11.4525492015628	11.5930012881692	11.4973032364153	11.3431005993384	11.4539743974781	11.5060929572406	12.4564853004299	12.2718001537977	11.5163658386453
"HLA.G"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC645586"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZAN"	3.52547906876121	3.64803054502997	3.45108019155035	2.86779176875392	5.86099465339154	2.8343517994529	3.08149826135866	3.10087982034127	3.16335666305616	3.01723049134335	3.59166089852574	2.50726281541553	3.23431652769904	3.69558380200232	4.57441868075069	3.29588603195296	3.4832065896031	3.31514904728766	3.05288563683447	3.40424806724814	2.94625077475483	2.95432124814672	1.98516286516304	2.40244133341443	2.16071573817374	2.51233200694097	2.88029241879852	2.9656830613039	2.86784656410368	3.1899254476551	3.25963566238182	2.73013668733012	3.12399826776536	3.1304846729985	3.37890441903623	3.15204249418348	3.35657075533945	3.26402054811983	3.0315237137259	2.44359669614228	2.92027584779365	3.20147166227859	3.18938720060604	2.60213443084131	3.75346214658849	3.33997472155347	3.69005246243569
"DNAH2"	3.32590063454879	3.20974419008651	2.96256414049211	3.779958669201	8.34620841545456	3.64563105133366	3.44365405861268	2.99083631187572	3.95470546776105	2.48849489002844	3.0316342097784	3.38204836560298	2.87017924270842	3.83129439949366	3.43128037285391	2.6031125081104	3.48549507373401	3.85063934045075	2.86976842031262	2.76210501378049	3.73454755629838	2.32269261011744	3.38156996458164	2.84873253667984	2.47870636845907	2.31485394353967	3.05825463817859	3.36490892547242	3.56957843804429	2.54360047799188	3.02145800921205	2.73927288483487	3.64564458361243	2.36846949215658	3.23770848267172	2.89584471823781	2.63782685033019	2.59476693800287	3.66686577502538	2.45370620918938	2.84593609071294	2.23031194830131	2.5652823464643	3.47834979189	3.69002031715651	2.95359834072573	3.64556051875534
"LOC100288761"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CUX1"	9.23671938958944	9.41517089194698	7.92127270367859	8.0614203367074	8.73403178843159	8.16561909965392	9.88208132184246	7.76632581220873	10.0405565039229	8.34059926875276	8.33563929043532	7.72639496171526	8.21548499121126	7.79465133991106	6.73189305095785	6.74239988950348	7.41812408456859	8.04285300701599	9.0184247367621	9.04914097412039	9.58558782683571	7.71861831138973	8.13100736690273	8.01168845677415	8.50418016848152	7.72831507482785	8.46537577996342	7.77137971979604	8.53019083363063	8.21975871028694	7.13100166705612	8.36712629739026	7.43868472679196	8.58809248969192	8.3527942905557	7.91953738257437	9.10651527863947	7.64032605901806	8.70699994065746	8.96509912943222	8.32360389219518	8.07147130486087	8.74071705320394	8.82267389454742	8.04950652795871	8.49991951905949	9.28141729302348
"NOS1"	3.3244720717385	3.67622768370438	3.65782646770509	3.45556996192908	7.48332720002263	3.19350279848527	3.1860377059654	3.45959710456503	3.16663639304977	3.31033517331191	2.67038944064292	3.42495187957722	3.47217250579115	2.33245407250143	2.65802878342201	3.38089110846771	2.86692391791627	3.13402037113851	3.34615905289271	3.08074770897156	3.16939227791493	3.66912506670311	2.62832499387076	2.83291788551931	2.67820916146249	2.76723515976718	2.22103580747477	2.79275004603517	3.08688702706791	3.09917136616825	2.9182961636997	3.34061716036612	2.96338538966327	2.37133333141383	3.35315075844133	5.37600363098895	2.69646054256023	4.86979911001352	3.54804493700578	3.35495086465436	3.05962746677811	7.33285317153256	2.47595726886602	3.14223182377942	3.495637567983	3.38800799355528	3.19641413500263
"SCAND1"	10.2581826603933	10.2504307909755	10.2729345311135	10.4792023570793	10.615061542197	10.0977066741533	10.4723774036866	11.0033308031178	10.8283316664703	10.9014637656042	10.4104050842687	10.1612144006114	11.2267067525381	10.6663471725623	10.9775157297137	10.5029298931913	10.3950327315281	10.7485299402385	10.2888345072575	10.4610510338418	10.66141496718	10.3411128454316	9.59180439685679	9.48426965505424	10.225496420959	9.76148671748047	10.0443481753297	9.78784537462085	10.7354003259542	10.3094734396031	10.3630748163057	10.3894881608309	10.1042727402668	10.6477194274559	10.0639268109455	9.96184679143526	10.1717510857125	9.98658961522908	9.87772758514202	10.0518577730063	9.81568099846815	10.4480992351905	9.74095033313691	9.75706972754563	10.4703890385715	10.7448384489985	10.1830844859522
"LOC283999"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100128476"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC729956"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FOXO6"	5.23315887379106	3.59871610849182	5.25062321716145	5.27361255674014	8.62087985801928	3.79689123902364	4.86253492720405	4.43204759162743	5.47129155528063	3.7394349636984	3.11295682402416	2.21403300767273	2.55267643177813	3.83367404546373	3.47945780664752	3.6482245134961	3.82730018411233	5.8240446742834	3.94648782205801	3.25617235413115	5.3120567519767	5.58040471990308	5.19609392534997	4.20633639187515	3.8567192220313	2.95722070063532	3.7265712004765	3.45282911194993	2.6511420700857	4.99891430597174	5.01833974145921	6.32217108237895	4.40450760351407	6.40676850968739	2.35266139134902	5.90467304827206	5.22291513391863	5.36229031319325	4.28371216127894	8.10051722486706	3.49422559999963	5.52709609610302	5.96480329413061	5.72508498078607	5.79466073492702	6.2167847073546	2.82956011082008
"ESPNP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RTN2"	6.52177654186162	7.62650750801304	6.96948489663369	9.00488478536649	8.45003699015807	5.78968708684585	7.04439995483855	6.94583725109654	6.61007388789801	6.42879293419323	6.39931926135302	6.4928651347012	8.44560918449739	6.62846502642069	7.07619151288176	6.88820623739669	6.55475298837756	7.2800191741776	7.13901156082856	6.50350505457535	6.05489393845743	7.20315337491582	7.2774035114517	7.1465241568614	7.46676478514548	6.93362191833891	7.50585891816655	6.05599484706383	7.06182133496055	6.85778399081586	5.32303961824385	7.29055968732819	7.02936669043608	6.45823203077526	6.8208700431541	6.59461101734024	7.04029197206719	7.51020224384365	6.81817962952388	7.49594015061081	6.95040337677593	8.0477905977275	7.9098028940407	7.62606430173498	7.87183341669283	7.96263310085387	7.88733971073161
"LOC284632"	5.27084939882163	3.00020054015209	2.92885729962262	4.70665870927647	8.89116053405848	3.4832665464826	5.04548662673331	3.51427320221787	3.51397469661031	1.98771282355224	1.69982399884781	5.10453033095549	4.05319046652982	4.47661925176735	2.89705565709419	4.65899644890709	2.84201663001993	3.69203299551015	2.90059076720961	4.45500918928965	2.34416257967935	5.88795378525671	4.84672455310794	3.78479879258658	5.23136162888205	4.41143817903048	5.41895489337349	5.62311738900741	2.29873168637133	6.14182732233655	5.68476362708067	4.66259406844314	6.45578543572358	2.40083027501211	5.72316938773345	2.85941172470563	5.45863660543155	3.55099167825385	6.08865939437566	3.33689371419363	3.20455736715497	2.5116000023535	0.997007963270589	4.68440314368889	4.81297745890475	2.3751463310135	5.59462277218257
