"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B05_841916"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072004"	"MS2010072925"	"MS2010072930"	"MS2010072932"	"MS2010072003"	"MS2010072019"	"MS2010072024"	"MS2010072037"	"MS2010072040"	"MS2010072908"	"MS2010072937"	"MS2010072036"	"MS2010072042"	"MS2010072813"	"MS2010072827"	"MS2010072828"	"MS2010072831"	"MS2010072838"	"MS2010072902"	"MS2010072913"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C11_830764"	"MS2010072001"	"MS2010072034"	"MS2010072805"	"MS2010072835"	"MS2010072904"	"MS2010072917"	"MS2010072921"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A11_841920"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072026"	"MS2010072038"	"MS2010072837"
"PGBD5"	6.85102185234711	5.82476332553712	6.14174644308981	5.45451120234085	7.91797761944358	6.57757922772739	5.31051802466681	7.69152150267152	10.0519872931932	5.04682688260123	5.62925157118457	5.90885539934782	7.9623693915812	3.47956854858379	5.5779245365255	3.15353191397676	5.767023184869	6.16365643746755	5.79857929337353	6.71083002089017	5.21382153344744	3.65504674916014	7.6881767462028	8.96634120076554	10.1275903761037	8.90525322108442	7.04305727810294	5.47005420951589	5.9499966203522	8.33833486454824	7.79646917010283	7.79899889161922	7.63227768137684	4.45758208199843	8.0457988153169	7.66948500321081	3.97219972066671	6.17972159921493	5.65716289028755	9.43982012420102	3.92396228729015	7.64928901370703	5.32108126785084	7.04276196506049	4.35814750488552	9.11549361272718	6.84336119133878
"PARP10"	7.64288917633317	7.87040629760625	7.80059118310763	8.15335805982837	7.64865291040038	7.61669395591983	7.14154158653147	7.03357307861915	7.73104228607139	7.38472501280556	7.97950520022995	7.14488887033067	7.16434219092902	7.59258458171379	7.01273741841965	7.58341094204646	6.65463599632054	7.14336060339304	7.75688395009437	7.85541408776868	8.01497441415285	7.18261804375492	7.26556008061216	6.41338433217314	7.97330914869533	6.62885978172124	7.49566348905316	6.86372343004881	8.04385636582728	8.20315141865795	6.28121544279993	7.70656800539931	7.42191760027587	7.84664084541751	7.9481048380524	6.50582912590276	7.24902086698542	7.6707419863088	6.45072651450698	6.98959811190141	7.23788006874158	7.02859454453764	7.2601016720644	6.88039512644988	7.75606900390947	7.86196500885055	7.84224471853459
"TMPRSS3"	4.90081179110799	6.31037179464759	6.99748114772656	5.48030269334985	9.52510424752297	4.51226262554893	4.60715070039885	5.24053075881694	5.54494097839775	6.07212557577771	6.49395125364823	5.29454551060042	4.98153298545692	4.95805089637343	5.40958314230204	5.95319001420695	4.37389393116239	4.21670004021171	3.63779405664975	5.52975409970198	5.85101419829593	8.56329209123007	5.19290618621696	9.10030224754551	6.56476586335526	7.65796798224962	5.69532445108629	7.37808236461947	6.84815347372616	5.89879103542556	5.67242174208636	5.36476399171254	5.97963911543463	5.95401333726468	7.41294241017084	4.91741988358188	4.88993245109401	6.28777004926116	5.24989645805287	2.47176347784199	2.13373846284539	5.51115121169875	4.35393254854887	4.89798745980902	6.25265369050704	5.53168282997976	4.86316596744554
"CACNG3"	2.32903107657219	6.19358660331102	3.35363780933518	3.09246869924355	8.33623056482614	3.23381136148839	2.98791198845523	1.67062934748589	3.06432780765937	2.28751437922303	2.86530166689875	2.01527578122479	1.7266339969274	4.20844771460148	1.81877991019138	3.10540417495567	2.89027815206931	2.40205005062743	4.10645981285137	2.23019478474017	5.32374436288804	6.36249738079885	2.54336767058735	3.46050850555177	1.40133519924626	2.36444593247226	3.89526657114186	1.59999185810928	2.76007462554157	2.28657741616521	3.16064970947368	1.88792253164847	3.43512477581596	3.47822260059894	2.46909411083598	1.80219958868685	1.92899026769153	2.77123953372885	1.96541763826219	1.81988244070464	2.65709140930944	1.87998813489821	2.75039142980066	1.94484212645069	1.86454927887236	2.9564222328422	2.60190823782836
"LGALS9"	8.38766500498743	9.53397435451307	8.96445735652179	8.14075988502466	9.96318310609788	8.11557351075586	8.25720140222477	8.54251380271225	8.1815227368164	7.94399546453448	8.35406973905615	8.49233608676205	8.13162421441498	9.09615312333998	7.77092636680186	8.02232692630636	8.05320487462362	8.40828888044297	8.11248628915735	8.13712982011153	8.00306098423538	8.10990532773568	9.19953475500834	7.99271091185367	8.70659471976598	7.61706257108639	8.47187302986609	7.96054861268707	8.69276678851587	8.98540172568996	8.35617600549728	8.57430449563381	8.95751305567486	8.326279838981	8.92745779936168	8.24102338462918	9.04152967244002	9.27361359929876	8.05078596754104	8.55147276654261	7.76948352294435	8.45419669453693	8.27536463777399	7.84603232291911	8.70872449085084	8.85872212949436	8.79880714542091
"CFP"	7.19116675752212	9.22137054785646	8.55001154101292	8.05315268306094	9.12506248867645	7.68722482038026	8.93783483730637	7.98241556183549	4.7838085866258	8.35212783238625	7.94125559110914	8.89701103732763	7.45368074370322	7.73324313892089	8.67549376389309	10.2343133597453	6.74177072099518	8.28574956294872	6.9178975612898	8.93169643256991	8.36791299305445	7.66342547670723	8.21573261809118	7.69889659787477	8.22759480538118	6.2115629159517	10.6252496536091	7.21829784330573	9.21201088137162	8.46232793208548	8.15429836777702	7.0323127504543	8.27989777973496	8.35780893882628	8.64007629527934	7.12226877211462	8.25015952884807	7.33283285675095	7.82802320885996	7.74961425412084	7.81403185858838	6.33278071702857	10.4093814310997	9.05504123799144	7.05882979501622	5.67981328265618	8.18747334119566
"SH2D4B"	4.99106461689019	4.37747098761562	4.15838779860619	6.72381190814571	9.54241119709102	3.40521810225065	2.69760728349875	3.93666520227423	5.55237259498929	3.98113702269088	5.68570946929086	4.52941789941093	4.39423658727746	5.40622941130301	6.31009173800992	3.00568436509992	4.4610053177851	3.14178171928177	5.02917621386708	4.89279306119006	4.52874656329212	5.98204129017677	5.57729349698771	2.32926389830509	5.68755762306557	2.56454585070141	2.49602150242798	4.06451421495002	2.62358882082191	5.66600096149423	5.97302921699166	3.12654874584836	2.95295695472124	3.02000534003408	5.27251495879937	2.78082455867968	4.73992866252647	1.60110911573056	6.12874161735535	5.73315950165088	1.64307684156437	3.08897633604605	4.18592020958874	1.88575236035591	5.37469875092815	4.9655829315579	5.51761798445777
"LDLRAP1"	6.93333966115719	8.28504843393715	8.69468012189821	6.64003199776855	9.79286581573195	7.54233100446722	7.43650421482914	5.47907322326823	6.59651892623252	7.06363633945513	6.69330402636818	6.31024512874213	6.44812901963955	7.12860760868521	7.82205094209199	8.36932271188294	7.8759945976255	7.61081279618059	7.98164656889982	7.94604422587577	8.12892205699109	6.75434430690598	8.89520110324678	7.61602656271017	8.5013088901081	8.01887851888155	8.81470312872619	8.15014490120363	9.86868673110203	8.33817714504869	7.78285040224788	8.27850339490558	6.86118332114012	8.28446442022159	8.28359607936349	6.46597273981819	8.94416705350408	7.44108787227762	9.21005852272918	7.68961660112108	6.91395980580951	6.9744360972055	8.83615463537758	7.1776320711623	7.36363548557348	6.7882856619123	8.05928270316774
"PTGDS"	10.1039023405774	14.4894988055521	13.3299227154487	14.3667111758347	12.1180328296387	14.3743749176826	15.0831737708778	14.2274309066876	14.8147240431055	13.5025650243741	13.8156990598222	14.192421538015	14.5974391514027	14.3344942107655	14.2077985089282	12.0720770242361	12.6464879515159	13.7977832075729	13.8188698858091	12.1389095826746	14.4909615768562	13.7778351078117	14.1275222055433	12.9952829895319	14.1669907943078	12.855190624714	12.5591523856105	13.028805427159	14.3668748330568	15.1861328551331	13.0896048414948	13.7608004518705	14.1572726581317	14.4101800575017	13.445220699886	14.0678896632002	12.1194591156086	10.9065518053649	13.1213816665315	13.0229134387006	13.0037477238009	12.0342691116529	13.7181993275859	14.1848963150525	13.6451138942827	15.3762922155463	12.0393395333173
"SLC24A6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM129A"	9.64659968980846	10.0540149121891	10.796566825101	10.1535812091505	9.03869311717813	9.61182605273586	9.34493376012389	11.3554511396273	10.2800149562964	11.9278953760885	11.8074082896247	6.59167826475596	8.68559938192823	9.27346262642702	9.9524826838053	8.84262166844265	10.0968388493169	11.873033517266	10.5207329109326	11.9011872381975	10.9282559332718	11.4645969313946	11.2232111864118	11.2725620287016	11.21816249772	10.8436285292906	11.3668935259209	10.9350640939147	11.361266417582	12.1054648786311	8.97097453635432	12.299996088664	10.1731335104189	11.3746365776721	11.3211251501329	9.16272358541754	11.0451026924327	11.1230799415375	10.3590985068618	11.0528058899447	9.90593989714698	10.724825824616	9.22439824593885	10.0253365052384	11.2377331620832	9.990687793002	11.5394886826439
"TMEM176A"	9.3374053510003	10.0917768135222	10.2216453796184	9.83680822544005	9.7733923811986	10.8018580914325	11.6139277978084	10.33038943075	10.1657323066367	10.5241408961976	9.95311355548624	10.5682125696317	10.9831976552679	11.2630897390577	11.6179995545584	9.82748326183691	9.89818225759086	10.8784784802245	10.7813847732108	10.3980255045628	10.9052414567793	9.91208855020478	12.4546118135735	11.4257081724467	11.2868997752033	11.3176397043945	10.3587308112357	10.2372615453845	11.7205470783387	11.7899790784808	9.25460657834997	9.88183146408538	11.3720216441155	10.3625587689554	12.4268612769513	11.4351411889247	11.10007444216	10.5826581736078	9.47205914613462	9.79972989355585	10.342557758278	10.6621022862071	10.832582735687	11.6767211086574	11.5715494703586	12.0954811100049	10.8144535727874
"HPSE"	8.04512713630529	7.83153822432424	8.35779318333954	6.81916320585465	6.47815902438798	6.26484757571021	6.18600463592871	8.57544480296945	6.36259937852802	8.18069035696996	8.64638716680923	7.14140169585433	5.72725075290754	7.5124082931938	9.34649207984203	8.76249282663381	8.85751100368972	8.71431156288175	7.33537391956317	8.73760295676498	8.18831867542154	7.56256511811946	9.83562819933058	8.26081918487176	8.26425518476523	9.00315998058077	8.35849968170668	8.46580177821906	8.71022338769768	8.92502263135235	8.59613452233676	7.93954531523875	8.31794785105581	7.76267845126115	8.66907778311905	7.30358571324249	8.47531806510708	8.12439412347527	8.20704093732412	7.21728024565279	7.47625203450632	9.5884440340815	6.52686746671467	7.94464276355179	8.59402653545838	7.12407627192882	7.68200065223017
"RAB43"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASGR2"	2.62612277415694	6.51518974369297	7.72906299149048	7.19028007494147	8.94673287062394	5.96353416751013	4.19742932717032	6.12807693759485	3.69330019928545	6.44908952027964	5.98218072197279	3.63754200021984	6.0906682644797	4.29831399924415	7.83174862128483	7.10469666574491	6.42291264243832	7.66130809302852	7.13168020871356	6.49174700529331	6.32125722901586	5.44981387437458	7.14653013117568	8.2656532135649	7.56272266065587	7.39056484091	7.40218130514169	4.77261858516207	7.13994555804016	7.58102606088671	6.81099848725969	6.83228247659244	7.43369439323969	6.38109671921193	8.37504395838938	4.58102368927643	7.57486917354817	7.07760579124787	4.83955984299266	6.16476954563161	6.54330669635756	5.83333209812512	3.753315836346	8.59474076907445	7.06907710887914	2.30284122382885	7.05956300388533
"CEBPA"	8.65847605426751	10.7960921623725	9.73590485081659	9.87279210102662	9.43147536667716	10.5755698173382	10.4783912907879	10.0138319211487	9.61152037232561	8.91769828413479	8.73860859088503	9.81224035844472	9.8815241465651	9.64650136330188	9.73729012111868	9.03223760043835	9.01537786131867	9.02547690769898	9.38733523878371	9.30055788589205	10.706323434154	9.58931664459157	11.8520385085751	10.394948172459	10.9067173889922	9.91075882299245	9.41567293684428	10.3357950394677	10.0993932409928	10.9922321428821	10.639792120997	9.69788427427665	9.82816772131448	10.4656865799773	10.4694829494907	10.4065837182497	10.1640719289331	10.1172167149539	9.0351539716363	10.4903212609984	10.6419461728486	10.1250391477361	9.85855837181072	10.8507417704616	10.6074484685888	9.48435148201147	10.0926576824987
"EMP3"	8.75231919930323	7.81642746999588	9.70935040716669	10.3042955206506	10.3496331030316	9.98606457542228	10.5786558027536	9.009050213414	10.2278923319776	8.81346624904698	9.01739429758637	9.50842726502523	9.29510205458617	8.49751695853126	9.17451554215249	11.2977701881556	9.85020753517671	9.96877136380382	10.5421663628012	9.63995202890276	9.6314986500998	8.86572241280525	10.9951972002677	9.72467483582218	9.58363630166125	9.244661249928	9.67664992569412	8.5819838086919	9.9142086463032	9.811091817185	10.2233912012482	9.52079465955416	10.667844064924	10.5319705750371	10.6141909275605	8.88223328484866	10.7557577559276	9.72156244109892	8.51814797626983	8.57351038442686	8.35531547696545	10.0851739675768	10.2984372217939	7.45963487287658	9.3658741445667	9.7478842922122	8.97558673564439
"STK32C"	6.78265297612138	7.75685541118904	6.49344661274924	7.16368151232325	8.70970529202054	7.19042270477095	7.34460614964617	7.41158347748303	6.74023470429923	6.91602834954692	5.50725238272319	6.83905410322232	7.06029295691415	6.85073133796883	7.2419462773278	7.06773149044143	6.70124208564477	6.70001011982793	6.71824130275238	6.79640222547787	7.53741703131566	6.73921776405596	6.49421778683663	6.79392667154627	7.14815772825001	6.7119582968662	7.51539180047626	5.82492636508718	7.24219353367553	7.3606090663065	7.46857273311391	6.84306532510348	6.52111360564713	7.00754353649486	6.3775169676506	6.68550441169225	7.03432004778667	5.66978003664459	6.63180894186843	6.22980126374888	6.45559104016365	6.55497480367764	6.16080278347138	6.74599177657243	6.89653300176596	6.92391859417665	7.05951641388666
"HAAO"	6.15277065793583	3.15720713816761	5.40487009245962	4.49308855241819	8.38386302491287	3.56598560942713	3.66332500739738	5.82149852297777	4.59286246086951	4.18089706439288	4.18084172503282	6.02232157014809	6.0286182736041	5.18858924984883	5.78343371673589	5.02111875159279	3.91175350209085	4.80618466827631	4.46420660240151	4.96460168837189	5.04646855164752	3.93303152564076	5.93363879260484	5.12114488206988	3.87831238680636	5.66085141116968	4.98690364577923	4.91987181331649	4.24933966658708	5.01967758082945	3.43882859742127	4.92662105864443	4.80674662116864	5.60548762614536	6.24160277039009	3.79451359082246	5.52612581899368	6.09925160214471	3.99727963102081	6.10371016065555	3.71318786620088	4.72981726938533	5.57165833731151	3.9635845540252	6.02007939286033	4.46438792686831	4.05105475247723
"ZYX"	7.96505621183605	8.85244399462063	7.52337919236884	8.52984456177633	7.96210364201457	6.55888547075306	8.42076308826452	7.25184270869255	8.13117070653431	6.98918856192422	7.90941002216213	8.16940535275681	8.35697656621548	8.05702728319025	7.43352652658414	6.2510556881913	7.32976170064854	6.21047720843519	8.2610247453043	7.58636126258449	8.13221247798305	7.86055566144346	9.40089217191844	8.27527248173152	8.15831020792886	7.57541151869772	7.98413263046487	7.4778220452924	8.96856932432729	8.54086625152858	5.74174044063621	8.01584872269273	7.05421968533483	8.56022258570612	8.4147532983669	9.39195468051563	8.30115085732064	9.1441461938157	7.81758975818356	7.7444199388476	7.87252875123207	7.94627757631408	8.23034467828777	7.92099428490799	8.03470899023425	7.74320861401614	7.77121181707566
"BCR"	7.08777532372221	8.23850789356089	7.57328223808353	8.25725692625478	8.22623027261702	7.39808315812098	8.00457665677216	6.57178834172472	8.45713571245706	8.28629763526151	7.73612547040227	7.29859738311452	8.15463474701651	7.0879590032525	7.75262248620441	6.92636864719506	9.19798894589997	6.85741395651103	8.55118788316791	7.87103174117143	8.40725636735776	8.20625570160459	9.8583234198912	8.34720638640494	9.78927284098157	8.42339149141452	8.75216638094196	7.44472777980111	10.3192115714487	8.24559468186948	7.34101817932017	8.3390099559074	8.46112295841162	7.96060990586878	9.15832208558487	7.58972588781625	8.38309411919502	8.03365361115968	8.90488649028527	5.94693969935282	8.6840022168212	8.13680738170246	8.12739070863745	8.8710887180025	8.31110169078766	8.38008455674707	8.49314233651519
"SHC4"	6.92955164281153	4.81111575466069	5.77407038929792	6.11633839065719	7.8684542770943	5.38954040329559	3.34668860525597	5.79616925895286	4.8249836194966	4.93266181484359	5.66747197883976	5.01320209313811	4.92251317527702	5.16792736442214	5.97188488277511	5.88817105295489	5.13160283932489	6.52793808550285	4.80283079807787	6.05773784259845	7.0203584028558	5.19098430555544	5.2371347104901	5.91871469291737	6.40327305021606	7.91764440521323	4.33787388089005	7.33354648163756	5.62455060736261	4.03051226894749	5.79845432319511	5.7448633003172	5.78365000139657	6.3776155951465	7.61797438717189	2.02495309812909	4.84194400795959	6.53849698057693	5.21875810156998	1.7901899969219	6.52079878496669	4.87896054617959	4.13962248079909	4.22636146354059	6.07047204963301	5.15932403231011	6.10434800549083
"CYP27A1"	8.67284058946836	11.5877090706151	9.73773653786683	10.6592139687217	10.7051253818348	10.2641188682785	10.6579656881004	9.94498658624167	11.2037797484318	9.28543669807628	9.42878482319058	10.2625649894698	10.5860833987821	10.6450119933983	9.97518739864761	7.96749955028984	8.50612526545787	9.31250737099094	9.9000082596763	8.40630943639201	10.3185608244722	8.5732588842588	11.6585293346427	10.4848300381536	10.9547245982725	9.80938290132206	8.39155720060034	9.51858978370451	10.6241695715688	11.8958069226769	9.12602451773684	9.22961680623468	10.0278511674701	9.68087395620006	10.380636347844	10.4495259631695	9.96227532824992	8.96861256872928	9.0085458531165	10.3935835752155	10.2130976104777	10.6881110763625	9.2770167628811	11.4686794079648	10.6325678990523	11.8407455322787	9.854315437683
"SPNS3"	3.01477743091191	4.12586828483623	6.61313512539105	4.05480554175718	8.82319584947235	5.37309082767233	1.43605831359095	4.73096605386791	2.51227636348592	6.37248393989607	3.6096671484548	4.36543622052403	3.69936476829313	2.50166148970673	6.23759637998624	7.13077599279301	3.8137483680058	6.44351625238833	4.10558127163488	3.41278846632979	5.01632462241952	4.11630919205181	5.95417831200161	5.57058975840494	6.69163492417377	6.31435880051243	6.45061672313527	2.88502533762551	7.1751799628382	6.0039002779017	7.52444739328025	6.62732750239461	7.3102299332747	5.95189744313431	5.90088290665329	2.66240192168824	5.31861122591685	3.78389696144792	4.17833375102342	2.00292382455846	4.00000218029074	3.89440349418841	2.96018537348698	5.26671565417347	4.15767644216012	4.9977704938401	3.91083749262331
"GUCY2D"	4.77632351290285	7.3385952497265	5.92703087137003	6.75868398540118	8.54799854274808	6.23534624469262	6.19486983400984	6.45244956629133	7.22329273956554	6.61717930630784	6.76010173124944	6.07985074296928	4.35929191115622	3.55922166681226	6.83490418552281	6.47159407723073	6.12959766478994	5.55001039445359	6.5503935973471	5.61717375826676	6.42382094859606	5.7648999546602	5.50993575685967	5.84761982955068	6.49204841122557	5.90646920203482	6.28941211406106	5.63288130002509	6.05444687256453	6.52860070695106	5.9123980671158	7.03101497189533	6.0424007655359	6.29476050148857	6.08747899922214	6.11639177508031	6.32584163629143	6.56318777456219	5.92363007521084	5.60763315961901	6.08531801348863	5.15766352840076	5.68774829675464	5.87139847392953	5.44994662097206	6.82395186947935	7.0563733788207
"CLU"	8.30627326958465	12.5825640498562	12.1754226912241	8.5912781908351	8.58016101187061	9.23568049181835	11.7157221139654	7.01662397386513	10.5697262975619	7.41120013959173	9.96552078520603	12.5814712704187	9.13052396817718	11.0039970345281	9.22608785132588	10.4328298064986	10.975085841899	8.93252538722759	10.5132448200781	9.94853009062658	12.2400825862929	9.93334821682089	11.7990376485194	11.4101211097545	11.1715999690576	10.3818801003296	8.18691317241852	11.4422116262279	10.8967485908746	11.5995617527217	10.2163055497281	12.385825901793	10.6915514854689	12.8785390237594	11.7492385645156	11.4582843873411	10.9025477509063	9.34482714718761	12.1055025922146	9.36073616208365	10.6753969225725	8.60725558514345	8.37750309808664	11.4146648750982	8.84563922969735	12.5968253344965	10.1745253396292
"OTOF"	3.63656261133255	4.28994921611383	2.52521488257159	2.27990669174446	3.47751178856814	3.26553162565323	1.6453778555142	2.09230847696821	2.00587286238538	3.48195393322148	2.19554700402747	2.32295346607856	2.39032864901133	5.03402366927792	2.52887870497575	2.44642082043962	1.74722695998112	2.9921458047665	3.11157531062362	1.51191990174072	1.50434577117374	2.22381661336065	2.01645737617113	2.23244464033065	3.18370701432186	2.39601753742768	1.75594088146864	2.70617349835189	2.51584015195482	3.62197043155741	2.02662397247732	3.7779122159753	3.40850739695621	2.6693436364441	3.35988310633954	3.39099622359901	3.26063625062302	3.16414611553886	2.93700027990079	2.65513453443258	2.04905849531526	3.03713330448476	2.31399109402551	2.67474413659225	2.08816024502946	2.63520546143084	1.6216867356042
"DNMT3A"	8.05026019359799	8.13594302011234	8.65484341516655	7.89472572014637	9.10392213294152	8.29716149508763	7.94833191865081	7.32683803979618	7.4233396681693	8.46497776537097	7.13438426096795	6.85648340306453	7.44238696832346	7.95864876773344	8.48870975223548	7.82903756218855	8.61723271711522	8.49006736171896	9.1868522819061	8.12721486260306	8.44360791100905	9.04507923638491	8.46453638527192	8.14182422446966	8.7396821564765	8.18543362699126	8.58050473963674	8.44686062275252	8.86112968329575	8.86787218881618	8.28915064374898	7.93643189358274	8.60784069128114	8.39841480498563	8.32478704060437	8.01192028168036	8.35406053539765	7.86652266741437	8.90444765085827	7.89194640600057	7.6578114342107	8.14621763486155	9.19755556285085	8.4552039152169	8.43078936971174	8.07612920675337	8.50101365687833
"CAPG"	10.3087046836361	11.7888679189325	11.2118392743478	11.5554069073401	7.09744538056793	11.8785536066482	12.7205101626714	11.4052539467041	12.7514731937547	11.9633105802152	10.6475272520239	12.0661106253634	12.7186016206204	11.9801406828704	12.4893823399264	9.9875687128176	11.376853509258	11.5125802912167	12.1547674364445	10.5995147194638	11.5026872923941	10.9705790884344	12.5567023313149	12.3993995153117	12.2750055857875	11.7778911376001	9.98786243409577	11.2975149008866	12.4144950138989	13.1686127107033	11.5329954368692	10.9865719053199	12.1186830785882	11.3508851688978	12.3924724975594	12.219754869484	10.9012271085971	9.42233731426164	9.76086947976925	11.9240994328334	11.4368579595874	11.3998998967809	9.89897296937516	11.8849074870631	11.7456311610617	13.2072409536227	10.3071529288519
"SPI1"	7.28847759815317	7.02446037849869	5.79497431833127	5.80431642538038	8.74811343621909	6.4991579373525	6.9278218336551	6.66468187444805	7.51105192385882	6.49987428868057	5.60558585987855	6.85095892055786	6.85613693801912	7.0043482962206	7.4676733832583	5.25496371215373	5.16197816792587	6.44419358300147	6.41925939326754	6.28251394310597	6.27894660069896	5.68364492976559	6.8814282166847	6.62712221495127	6.48136137504213	5.66207648005243	6.5669001986165	4.78742128826566	7.04152141554288	7.24765185756289	5.64594634326618	4.68760938623377	6.59581009191935	7.44107786117225	6.65866276043396	6.27493039733436	6.91582102643702	7.05378954876116	4.61321893081259	6.4711479896658	6.00096539325073	4.38159817575069	6.75912226224397	6.51056053724183	5.93315718078649	7.06835757054933	6.58017294460846
"EN1"	4.99311714766638	3.92104779032251	5.75083017455594	4.67339685605195	9.46522236310931	3.01561991968039	6.13622746998377	5.18856771836137	2.73903378379648	3.67820791050961	4.27790693128687	5.30842039143305	3.05973818568291	4.69366983418808	5.61148750969481	5.34172732678527	5.55654994304359	5.26963656319509	3.78195644422356	4.32932735701221	2.1133034583517	5.50382122500734	5.07394745402997	5.64785668660358	5.57355462428962	4.58728573404535	5.03839074035785	4.75434310704424	6.16037702079208	4.56576297061338	2.28051798832515	5.59181979407733	2.83178754035845	5.41995739425238	5.28344098265638	5.00860980082141	5.40783625215382	4.73659028504361	6.39420038863854	6.03637664995522	2.39723870282764	5.21198096517114	4.18468026813265	1.61636859619064	6.21650079176458	2.5931270393065	6.32083374737933
"CEND1"	7.75859839069051	5.07912880881836	6.55893457192133	7.68112304318885	8.81932451833863	7.40475872538398	6.90453944957353	6.51694847231415	6.50853252244913	7.52205353819215	6.94366130671859	6.62168605506722	7.12397443197306	6.82271072725837	7.96273678250771	7.56419055131336	7.73993698869111	7.50831555168327	7.71598865157874	6.94646734905045	6.62028712617372	7.39310387210011	7.01478788638203	5.75438096697088	5.33789148289052	6.35822056590467	5.9410288427824	6.88626534880826	6.68392478159751	6.2754298736548	7.39684960199785	6.96567912344235	6.78251266611267	7.41361482820717	7.4220616489188	6.73914035335035	7.64534483114422	6.06992787410487	5.65996669776182	6.27622300797287	6.74472188789955	7.16720800510931	3.90365542959847	5.54185061410776	7.44682116879745	6.3877305660891	7.73482062767458
"DGCR5"	4.69688900456269	4.74109727583035	4.71866547840701	6.81024865324053	8.99700948748845	5.76300945506618	3.8480572350643	4.24779033879686	4.22089751331095	3.24972522083169	7.64425297512232	4.30676107986274	4.22124528301524	5.64666816351729	4.3168217319875	5.38600057487659	3.61050988058287	4.41037585983768	4.6041621429785	5.59460176960875	6.07380898918942	5.97193089322566	6.0834896307578	3.1962045497412	5.55578300668767	6.13291417093509	3.10824061341528	3.58217222864511	4.42519166619413	6.27666506163191	5.5534296694337	3.95654610560204	5.75102688617477	3.90197473100399	6.10109221471438	6.01000661775096	4.20925404893213	7.29266111545159	6.10413757128793	2.95581790877542	6.40234607632628	6.41824451164683	4.10390072105965	6.29419227605427	5.82995686488873	5.98519701001729	4.73053920012913
"BBS12"	7.02844072368723	5.32923693764428	6.90820231798093	7.08517137822861	7.36356636350022	7.7006854131256	6.94936748728411	6.66362352766214	7.19051032213862	8.28692481822768	7.05248152547578	6.68567610157396	7.79917271054766	5.6128821378941	7.52313131669917	7.86390066191964	7.4178210504738	7.30743905415417	7.52005337754295	6.7320586620954	7.60456512054774	6.31400659153356	9.37069046565998	8.791797644288	9.0329941951205	9.20939005411989	8.40815039590752	8.2512331006893	7.18712412299408	8.34469643329193	8.34594792039265	7.89065272829435	7.89825105930984	7.14366932047095	8.85309406886498	7.88088652621138	7.85309112209301	8.49303069873868	8.00848079604104	7.85247467394993	7.82574258069299	8.17300893479122	7.91114515240573	8.10749154964314	7.86440705468586	8.11047931370917	7.15102782007347
"SORT1"	7.80341694324103	5.13527537317583	6.94534614107757	4.71416843765969	9.56602850237104	4.25557323116737	5.80511279842558	5.01364443702215	6.28641835847734	5.99715581125654	5.15517083537863	5.69720214107168	5.23776531245265	6.52354327068502	6.29172655669749	6.44451601848445	5.43598858534258	6.13415832644904	6.98898135006048	5.9377715100375	4.17497286917779	4.34980042784832	7.9224668166447	8.13357585645695	8.12181460279012	8.0676394110881	6.75689184745177	5.9093420632273	6.93698765497761	8.1892361194021	8.6153762913342	7.06187825354553	7.09502018287565	5.89761986895704	7.79825486795086	6.66601214145445	7.12861508800315	7.68179204094781	6.67458029825936	7.09364541237979	7.03198737941264	7.32033094233216	6.49594872637796	7.17867433047684	7.37901371622038	7.10351604526651	7.87462415506247
"LOC100134229"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
