"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C11_830764"	"MS2010072001"	"MS2010072023"	"MS2010072034"	"MS2010072805"	"MS2010072828"	"MS2010072904"	"MS2010072921"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B03_830732"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"MS2010072019"	"MS2010072030"	"MS2010072037"	"MS2010072040"	"MS2010072834"	"MS2010072835"	"MS2010072912"	"MS2010072922"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072004"	"MS2010072813"	"MS2010072837"	"MS2010072902"	"MS2010072930"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A11_841920"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B01_841924"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B03_841912"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072024"	"MS2010072026"	"MS2010072038"	"MS2010072932"	"MS2010072937"
"MYO3B"	1.38498161191768	1.92141796296359	1.15606300261087	2.03864189326941	2.7180851188164	2.34082511790451	5.54176222261448	5.97473465231572	5.06952525655666	2.63041769080152	5.75100242064279	5.0339090868357	4.68631557482548	6.15993533115724	6.33999572776529	6.3197251702587	4.72652701849971	5.98686666871767	6.89575213318086	6.79024065936581	2.41699796075917	7.38670501908827	6.85120033885308	6.41670704181293	3.73247188643411	4.25526087354034	6.51414472288827	4.93676422166857	3.05769189666493	5.1130246747721	4.58196232450228	7.54731269729846	4.62844090126887	5.55856055579744	6.92770694197373	2.12266281125515	5.15634908280603	5.42483751844419	2.05394269033544	5.76968044178332	6.93683773321213	5.83319014961474	3.53533130152633	5.30121536677546
"SWAP70"	12.0632057136701	10.7951631165701	11.0784504086304	12.1811656565525	12.3287590929419	13.2046226482429	10.7563933162575	13.2226885690517	12.109423891743	11.0162906398248	12.0270192262058	10.7717009326864	10.1490761848204	14.0102812990592	13.1668487281207	13.7061261559148	13.26725858615	13.5615363284072	13.702194053286	14.2806825459222	13.6293035713251	12.4500840290507	13.406705166102	13.2775094755295	12.5376839265081	11.7910079531499	12.7768344524499	12.143118785775	9.88451787608235	12.6671513301729	12.8440542351631	9.82156106326717	13.6038999170354	13.0737479864395	13.8893048037483	11.7489406704964	12.7259225221418	13.0038272629045	12.9887999985473	12.5075225251233	12.6853604146081	12.4757194978638	12.2214338596516	12.5498947293279
"CAMK1"	6.1608803924459	2.89628816681584	4.23185452216701	5.44788672231097	7.46804015692111	5.35492570653914	7.34949736331058	6.76570094451769	7.67327619263948	7.18721571534165	6.93282739176824	7.07709211757027	8.06462072586544	7.77146492946177	6.49761951955671	5.76567346220267	9.44196428529134	8.84413254173124	6.70233119915938	8.87632894393392	7.41211409763696	7.76401889737732	7.25125704891164	7.60902566008641	8.04120363603337	7.38660279895226	5.14089507617893	7.19055037719679	7.57703275423896	8.3861446446292	6.5924923648181	9.47028853217603	6.43730467821713	6.29461423207367	7.29690000447551	7.45232628791727	6.98474852179197	7.1088026996053	6.17017571620724	10.1495190687362	8.83823214085954	6.97233458866361	6.03653074886594	6.7163254138822
"PDE9A"	2.13836215279805	5.23329900575431	4.66372953575283	5.60981390207841	7.0171619262777	6.72888417790775	6.33823714440104	2.92361064168862	2.07568329561305	4.60078106439289	6.54322725512345	3.55091827345814	1.39865999606435	7.16219227673898	5.89841890028196	9.58586983082096	6.47937645572877	7.54441812821881	9.21063964348036	7.98757129587125	10.8694243946792	8.42387486887526	6.41281539122329	9.39843467633183	7.0701314737202	6.38527418683237	6.82755653338803	6.1188300412129	6.88938471670116	8.57501120865955	7.55824599296931	4.73978861651607	3.07561177450768	7.16180885815467	5.30013940795359	6.28780513887839	5.32463646665211	8.69842163296706	5.87009170583943	7.65913510720099	9.33429157974046	7.04413367102103	3.42195104729398	8.84885104746074
"PXDNL"	1.23200324310254	4.12074521831785	3.17264675819201	5.16605310361077	1.66088844913326	4.89158875880869	4.9437668523272	1.27342733601938	4.57551184361774	2.55959803004728	1.7902581538763	3.27836761998602	1.45960716373678	5.0546273177874	9.62066548733485	7.86686957397286	2.83963965185498	7.63436707827182	8.2197841751991	8.82925360241506	1.50935613597491	2.39204567746928	2.86886913419637	7.73904848511682	3.88066498538706	2.17700785414	5.28395994140426	6.22521642071606	1.93354116139953	6.69453982757564	5.2910439643112	7.58298957488965	6.99669199119982	4.72413254905244	9.55758652833657	2.51953961981222	2.14493026892805	7.37208688059899	4.26122803085575	7.89612253426274	7.40793333217928	7.61701732433692	2.77890675873617	5.64693069969133
"ITPKB"	7.01593625067681	8.55382089213605	7.23451972387805	8.17559658073951	8.0836779231849	8.36750921618239	10.0666486140047	7.63094105477859	8.73158434022035	7.65566840934567	8.76709205840851	7.60376427254935	8.35543107474273	9.85822666960278	8.52656031952585	9.22849613173176	8.78144280787695	8.73077255202075	9.71613831946513	10.2472907529338	9.60842811576232	9.95424090928833	7.76474227888053	9.03452203659723	8.88745701519574	9.35503421295944	9.54591124417111	8.42306050694096	7.57363678678953	8.99344208790319	10.0050725575385	9.37003772432104	8.89205588375775	8.54169010425753	9.04480622306937	8.17369499110417	8.09694651811924	8.26298771447103	7.91446158735815	10.3488240635467	9.73522372861187	8.8151945726904	9.47799607568747	7.8240154090705
"LRMP"	10.023228147143	10.4760023608637	11.9545606591207	12.2846149898259	12.5722392035207	12.4827169601677	10.2613915962028	12.2325229315854	11.9631585506248	12.2821788165658	13.9529008598874	11.8973142956676	10.4849607755128	14.665975702589	13.9464714888695	14.5373303150911	14.1321188690274	14.6406756188854	14.2932286478092	14.8101837173531	13.2866955771159	13.138019786757	12.08968095381	14.083589684353	13.6812026339982	11.9499686567867	13.2742066068555	11.4841410279394	11.6040616426474	13.6690006187457	12.7312272799095	11.6084269536645	13.7217916158206	13.5758290391399	10.2897638973607	10.7982256195959	13.0385255455728	14.7125593538131	10.7870927380077	13.7830804849458	14.0986081137813	12.498940086376	13.1991664802468	14.0323145714122
"TOB2"	7.2321717654286	7.6862312869684	7.26661268873675	7.78598118102865	7.73094536793302	7.95634858294488	7.97154186796429	7.00747354578554	6.09248055636897	4.5127160483487	7.53324644017707	6.80446806401675	7.72010089199992	9.43675344775985	8.57582200092807	8.44048157718695	7.78786668841861	7.03926328500682	7.51877285392597	7.33871417916327	7.48167656548261	7.84713918519917	6.8404877825107	7.71981565423935	8.21552040324721	8.81683052266663	9.16070819247586	7.76152565592005	3.15441354802816	7.78706267635144	9.04396024875834	9.04707274698807	8.03095102137318	6.77207441598313	7.71567387479786	8.06872145594173	7.93582383168745	7.7763631487888	7.54487944130982	7.65239532687898	7.74468049609727	7.81417664003112	7.3939771220592	6.77553453545829
"A4GALT"	5.94779623876443	5.20464325098216	6.45033711438124	4.03316731452299	4.63574313317814	5.06778523192889	5.31145625419472	3.64933613543514	5.58184502698688	5.99054616595476	6.43069622789374	4.91932225634933	5.8171661346466	6.75541587911056	4.35978562994924	7.65132317037266	4.22004228240352	6.70154613337096	7.36213407750275	7.67337010992027	6.78832856063706	5.34842808852282	7.3335659173285	6.9877354190182	6.32925829045889	6.2149031254968	6.84257020962622	5.98444580217081	6.23927796388815	6.64938407802242	6.42457321067909	7.99730377685164	7.30404342687394	4.81563159334044	7.22610210684014	6.10533402248715	6.15274003397082	5.76900423444314	5.65088157558918	7.46227006267108	6.95845096553733	5.85240014697809	6.87586428653336	6.32489219032762
"HNRPA1L.2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"WIPI2"	8.49507922881638	9.04224174298441	9.07256834939734	9.75313150932233	9.50402915840823	8.9436237586524	9.02281492535196	8.96150681917229	9.05633649276028	8.5561325330076	8.69092433314152	8.70001846526984	8.87660865711248	8.7837351022978	9.66415661263567	10.0302619927158	8.93125313654282	9.13537082585682	9.30040219014671	9.60196207927639	9.05929173676947	9.12594314396862	8.61767524740843	9.07909488880203	9.27519939335804	9.01567728142434	9.46455023644571	8.82537701731519	8.22104417262061	9.38412602774125	9.00503229187204	8.20551204923735	8.57837775152982	8.17601307875619	10.1210549920269	8.98665355626846	8.84445130198368	9.22215845408422	8.92192125603485	8.86652117871192	9.14489749569694	9.08084324906347	9.12968668211016	9.72283139452769
"LRRC4"	4.75899314620048	4.40369531540402	3.41362315801071	4.51009600048188	5.95433741199365	3.94288307475945	4.53420385466568	3.86382790302603	3.35773730118692	6.17273159841818	6.28733660120045	5.67461784238464	3.91503355775692	3.05180043234464	9.15247925825331	5.92528970765651	7.15140837542383	5.5516248517912	6.45135086377752	4.75553361439774	5.99884621052678	5.50746399528186	4.72932620298889	5.00876416653263	6.14945094353212	3.36852450860098	6.09465223592373	2.42376366187869	5.41796565718964	8.47268986003268	3.85495935261416	8.673869625587	4.53899307144472	5.49579851502844	4.94664168747047	2.90295641115317	3.52453431771868	2.87030075608701	3.89410866527128	6.40471480318431	4.49958133565597	3.33285616923755	7.61088213592991	4.10233660512783
"SERTAD4"	2.09237974969468	3.03924522670991	3.77220987041395	4.18595143597386	4.27645924401793	2.94497014094753	4.27345934322077	3.18255261606562	2.92045615654792	3.42752776523598	4.81280571896398	2.67019339592331	5.17928124484808	6.38611766447546	4.89128906625957	4.19195898761185	2.63643922762781	5.9475206397259	8.08213464363256	5.08798891107984	8.19878995717784	7.76730282254764	7.90241641103614	3.5804046295622	6.81240630109925	4.94201638559097	5.12592058899713	3.26287856381418	4.69512775247189	6.57340818068743	6.61280781559699	8.92192812628064	3.37152802232414	3.64952507956057	3.99578592441293	5.20042683427895	5.27390288409077	7.86220679151628	4.56496763076302	3.35701450327876	5.24914290192686	4.98109554520825	6.23068829188217	4.65066626483148
"C10orf18"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PDGFD"	7.31232283742022	6.56861173141712	7.18750731635525	6.96478419697997	6.59513641449149	5.97064608567356	8.01142194013891	8.07850358935978	6.1993943623135	7.59323004799149	8.88826958447836	7.53674356155219	6.38079894076414	9.6392369904322	9.24718384012056	8.75854623848914	10.2718346318124	9.83679362362538	9.64428559596061	11.4890533524618	11.0594270065696	7.70140842469611	7.970631827203	7.83907860962825	8.10092825618994	7.91192372028782	9.45760440357965	8.32130437626257	7.41145644364988	9.97111936877435	9.04282602997972	9.14920538846606	7.43937023047372	8.33892088976609	9.03327096978056	7.9691619508735	8.55551669250429	10.2420515300997	7.53849938512858	9.36486378777665	9.08361849800458	7.17317998643266	8.81103994856386	8.88645070131185
"CUX1"	8.01168845677415	8.50418016848152	7.72831507482785	8.46537577996342	8.74071705320394	7.77137971979604	8.53019083363063	8.07545615763339	8.21975871028694	7.13100166705612	8.04285300701599	7.43868472679196	8.3527942905557	7.64032605901806	9.72670269582511	8.96509912943222	7.76632581220873	6.96666545905654	8.34059926875276	8.33563929043532	9.63964354764385	8.36712629739026	8.18294097516303	7.45685501836974	9.10651527863947	8.70699994065746	9.41517089194698	7.92127270367859	6.74239988950348	9.28141729302348	9.58558782683571	8.73403178843159	7.91953738257437	8.04309263511429	7.72160077544629	8.13100736690273	8.32360389219518	8.07147130486087	8.82267389454742	10.0405565039229	8.04950652795871	8.49991951905949	8.16561909965392	8.21548499121126
"PTPRS"	5.681820055451	6.4869947463348	5.81392345435006	5.95604762528451	5.9934079291594	5.97265061973207	6.73432194400196	6.17707002751056	5.18686693178717	5.51188680474099	5.827452342984	5.83874817074084	3.52580583047506	7.51574356837248	6.66381321648768	5.58002864046883	5.95688450286871	6.4694011567774	7.17664118973228	6.55257446366101	6.61999164434187	6.99841918123714	5.59556589711125	6.3828381231302	6.90232220665765	7.21630382429389	6.42145905627854	6.45808443510759	5.69594860486619	6.85399968749725	6.87207512132884	7.83702806440427	5.59525037702966	6.1762419289548	5.04989618009424	6.11245841963623	5.79608487603461	7.10344252085358	5.72128125224617	5.76961153581481	7.501643727562	5.51460848920384	5.65889356929203	6.04007736271147
"CAMKK2"	7.60774414633588	7.97822781494069	7.6565974454865	8.36009747105968	8.60742108355138	7.83155839428429	7.56942302063112	7.7400660804167	7.85843146015756	7.38101426737729	7.96576322623639	7.66662175576046	7.90733253722308	9.50128254354957	7.78684848656197	9.3270689152005	7.85631588734337	7.58451767183111	10.1080571849616	7.93566734634951	7.80451173018093	7.91155161938038	7.85676865990557	9.75596184794294	7.78210752129071	7.64375889667062	8.52567920176713	8.01305857006825	7.67813242274318	8.4031611753398	8.15179357774441	8.31842239299054	7.92650717058509	7.40220796153541	6.92948517985779	7.83240863752694	8.34779243916001	8.46553928776932	8.69518488550993	8.02857367247612	9.23492832381224	8.5469194048212	7.79601759168926	8.50971242603153
"TSPYL5"	8.28154787440753	8.48100950447837	8.32048560395218	9.13191478387064	8.46901718831102	9.87045238083622	7.87867361760961	7.1217119557735	8.26954816891513	8.38894808162141	7.44381400386273	7.43888292664474	7.81202717134568	11.6299595868323	10.4197968218613	8.05336986851764	7.21148497652891	10.0377982925089	10.7156419037423	6.6521785462069	7.22674548171146	7.64607317000755	6.67793513853892	6.05163868013943	10.1638814170734	9.60590221542154	8.84976305206691	8.29451374753006	8.41571829553574	9.35573713954428	8.99684004904791	9.20865195458559	7.2560103239201	8.07070432212405	7.73918805657761	9.01545741514299	8.40498384748443	10.3462431505541	9.11188343890709	7.38951639627114	8.30241397045596	7.79428281577769	8.06931024484433	6.77150564504774
"LOC440829"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SH2B2"	8.58431968884829	8.3172865512626	8.63611791321117	7.99737580294875	9.23988089098387	8.44372839407308	8.6930435254914	8.34940849485672	8.69861526049831	8.40538370110553	9.76573028087303	8.38461669345888	8.75387202756829	9.09130661735465	9.43780843375627	9.34212288364784	10.0161118196426	9.93625786177187	11.942079269212	10.2651146796	10.2110632675333	9.47863927782901	9.44422306346838	10.083477340745	9.70865555038035	8.35472028105192	9.59866643749478	8.99118017531327	7.78121640291402	9.78581785529816	9.74928854383042	8.64959714638849	8.68102941449804	8.81731185054882	8.53045058083078	7.62517177068103	9.0323171291475	8.41172790584893	7.71761732369427	10.5013999262436	9.89401310917364	9.91454113258989	8.49514172288074	9.7122237801809
"SLC15A4"	10.7808333573122	10.9473409219634	10.6963317998873	11.5832939139554	10.1074080074992	10.6186016007782	10.6748969993668	10.0291217731965	10.4191954081347	10.0933373370986	10.2950322362284	10.9724168726537	10.8156972265475	10.5827948127169	10.8477239601639	11.91675552566	10.8559678921902	11.1267904401361	10.8913337493938	9.96015733319091	9.07675001513644	10.5244631141135	10.519820489339	10.1033655690087	10.9758810079832	10.9693052563068	11.1936136668505	10.0656272126055	9.56875600196564	10.2594835022909	11.019145907509	8.33799538163482	10.8227533126994	11.0463492863434	10.4953848281457	10.2665566068514	10.8998915032738	9.82289093827936	10.5631161075874	11.5286192591007	10.2392655043937	10.2022711266178	10.9050099471708	9.29691443653927
"MYEOV"	7.48906446939221	6.580340198417	6.98896162446445	6.40840918467805	5.58118848616062	5.27096090668664	7.38915197058521	6.66569750440769	5.9946203380454	6.28067899703365	6.88343374537751	6.04110524737544	6.91938658668019	8.89873166451855	6.02580086991728	8.43146261113107	6.0812760069528	7.62881257316415	9.630675426937	7.35014289972906	8.36808452154863	7.96899545935766	7.63429237473647	8.14934939865886	7.56266743144107	6.30444170886677	7.58306820486283	6.01984344488053	6.17089848558197	7.12208176877646	4.47261773684724	9.58616202909982	7.7289878486352	6.02791372635778	7.427452063089	6.46466545175977	8.00074955886945	9.06399348698518	5.96960067978424	8.93948875696364	7.64614891433317	8.00154101514141	7.63934424316257	8.36366916408012
"RAPGEF5"	8.17074885151997	7.62328089755214	8.31206571821659	10.361467639575	11.0007696795437	7.60313118997627	8.86099434944358	9.11859094777926	7.76437540164437	8.27891028883294	9.56653867584363	7.43895575991404	7.9241021851728	8.02635278199777	10.5761304914292	10.0959334815879	11.5723558712655	12.033585957921	9.07161844147335	12.0122804999297	9.39169901301186	8.53597046281739	10.2150987814516	10.2558131976293	9.84199747565692	9.4826948784761	7.98198004071267	9.12262627647753	9.6561402088546	10.9945956696624	9.70025844302825	9.20973148025954	7.87221261685053	9.33780160356679	9.01341600756668	8.45162480730504	10.4694724877995	10.2627061112134	10.2210935877341	10.863046956335	8.90746840068313	8.44755147757622	9.3112493832313	10.5953994342295
"GDPD5"	7.3510865363962	7.29633450901852	6.80422109099004	8.01411676564081	7.06171290923294	6.2856623435591	6.76503153585513	7.40814392676285	7.31332216908839	7.01265865081708	8.30104732338283	7.26922411066038	7.77437262375858	9.17410160539907	6.84256509010808	9.50138324164584	7.02997882159899	7.49081799942688	9.36071521075344	9.03557713467987	9.37992886630684	6.36711750103581	7.36504971025623	8.32657853474238	7.98805087270128	7.46380962798937	7.80657196605481	7.15889892141254	6.87982502785043	9.20575966528825	7.27008198302416	8.04621902868465	8.33291708347149	6.86684874706528	6.65526102310951	7.29341518583559	8.03038451612859	7.77479050303874	7.54880203984628	11.161729263218	9.19276816053467	9.27805548667953	7.96359137458536	8.15712089111747
"LOC100288117"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM71B"	2.74430438294399	2.50437770332037	2.02240173705956	2.55233835597753	1.85981987596659	2.36984116806299	1.46026597105351	1.97113469463408	2.3220930516712	1.72228279257144	2.30688642115438	1.98761773739653	2.29067624446508	4.99101834620682	1.37567583386314	1.68889075955886	5.15504672992211	2.5264724160348	3.65589455163612	2.05636148443703	2.37837222211436	2.30419496048988	2.66942445910499	1.99222699377532	2.8854449414594	2.35151770910524	2.80697632939355	2.84113524634375	2.24446225337159	2.32228690190882	1.59306036233837	7.33588547561785	2.45743570662647	3.20486013214817	1.42294483368766	3.18614285275305	2.32949159704428	6.86843481482904	1.63029638201603	2.59375759167197	1.61198069429375	3.36246749604955	2.56044492453136	2.71383530218405
"EIF3CL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CD83"	12.5654702703502	11.0251919128496	11.8204913895773	10.3322741571334	9.18967147607725	12.0965460461478	10.8140539451811	11.8544964264185	11.8318119908766	12.2559029168381	10.7416046378392	11.1847885016549	10.2759082639527	13.0408227603607	12.7023442155592	13.590246392192	13.5831222347491	13.6203700795206	13.9953024964044	14.1925634572358	13.9556663525336	13.825976962949	12.8677672721213	14.8311187863738	12.1595858879657	12.6917365892868	13.6127193710572	12.475533765858	12.7212494987449	12.9102719395878	12.5222563505172	10.4991394444879	12.6635990347982	12.4065334979196	14.5110699119447	10.7046417794996	12.1884014047951	13.6475146963886	11.0912083970864	12.3312826508977	12.8923013253186	12.5246606177576	12.1213020687969	14.1910334036565
"BICD1"	6.26894678054454	6.60979484280642	6.22142834303193	7.30413405942952	7.94685824789911	7.17968784181642	7.01026076269686	8.29688630735296	7.72288794256099	7.36403086443945	7.78657043122673	6.42490980684135	7.12309196154497	7.1346543769885	8.87113254956921	7.69560299875762	7.3572395582216	8.67517743726911	7.54702551071805	9.20730632547762	8.42645453043502	8.32533186540993	8.27108954583482	7.5310461457734	7.6342519810856	7.96360390118111	8.22016971943992	7.62484825071332	6.81010800233429	8.48943645655629	8.44912842904737	8.89107575252607	6.84959388761157	6.28770211412895	8.86196714251153	6.96405734814148	7.40725998405467	7.81624505096426	7.36360253354457	7.42785720883333	7.86487196672895	7.76987875480347	8.22537093379919	7.76534932134487
"FAM3C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MOSC2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KDM3A"	10.6505566200383	11.1315087371297	11.3265231262634	11.015593779148	11.2795054969285	10.8692195442345	10.339081960314	10.5976933396863	10.5602594972511	10.9740500698123	10.7385547107101	11.4133303728162	10.8305093791077	11.7031986421294	10.8144871001303	11.4531220640395	10.9040825924079	10.7127779145471	13.1023180968737	11.2885178623786	10.7371824486933	11.0424956748802	10.7248348175086	11.3817466331348	10.7654472569458	10.9238167831144	10.310426115655	10.7948526839538	10.9747751369202	10.6473434119462	11.0147041373942	11.1146907021862	11.1841675077504	11.7845862556249	11.9706216810556	10.842283617102	11.3025255967964	10.8423179168333	11.016283416971	11.4330663142536	11.4250243293387	10.4253473569231	10.6598928232013	10.8983171369867
"GNG8"	5.76503014502455	4.75152633372594	5.14241802923989	5.55012874706218	5.2242498768678	6.16445169913001	5.82733371786014	4.69486243712905	6.28706147528293	5.69636627887362	6.50966303010968	2.97505582803538	4.77869223704881	5.07587911145358	5.72479795050103	6.60122155605534	6.27553461107612	5.5151558647082	9.13201224633333	6.4574799928477	4.54034008828548	8.01653298330069	6.96964089043151	8.78048394243523	6.07630134245967	4.20607888174908	7.40078564357768	5.3103777570108	3.43192463555593	6.10636825582304	6.75089066504758	8.93628881225443	7.90610196721121	7.46356262203391	4.74850860729071	4.48985823030183	5.7417863317727	6.26541378117079	5.01261155559192	2.19016986866359	7.74055643329882	7.42551124396071	3.78133638715045	6.23260149145375
"LOC284441"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100287716"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"F8A2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C3orf67"	5.36461167702294	2.19829438869424	4.58381727920133	3.81900742521214	5.73034804247025	4.57080360196381	2.78938705413606	2.16728914899489	4.71302270240905	3.3241729062581	3.38305043608379	4.66138914424217	4.92723767683756	7.1152307540845	5.34829810854044	6.08603493815053	7.18685149351766	3.90818538994958	6.8447476980203	7.75309157099502	5.55494133498976	5.62515746640943	5.44980316226365	6.33510435351554	6.70154431960709	5.27177772450518	5.15048892115068	3.74171471004833	5.59863836518768	6.02611552287332	5.54457468817457	7.2412579126637	6.62998943718786	7.04779782120064	6.03918422675349	4.97718944463542	5.31847664105767	7.37793625851928	4.77462442183765	5.86458453641037	7.65500251482548	4.05998026708706	3.56876008906006	4.34844662231417
"TMEM183B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"WEE1"	9.18949014040863	7.89736732755964	8.96334959340853	8.98499154170812	9.72747870795305	10.1273037699687	8.57266948907203	10.682900235315	8.83490020672055	8.27605785515607	8.39646002053357	9.12851718771839	8.44912434101851	10.6626943235073	11.0422562566531	11.6084678654266	11.110316997571	11.0499085297509	9.3329139314753	10.8189366733956	10.7253366978002	10.0947407803315	10.7709222502441	9.67665951468279	9.84228740601347	8.49475270166461	9.63528682598535	9.03380134770312	8.03960961390847	9.57781765082403	10.2086398559156	9.19478985121627	10.3490910127632	10.1993275845736	10.8752177485126	9.04320867003134	10.0082717157178	9.35892911333441	10.3245775487358	10.5942660346045	9.51089437323523	9.58425049810377	10.1321190225218	9.41932496023655
"GBA3"	5.52093453727661	5.85569322657281	4.09582848463718	5.57460275343123	5.0046178013236	3.59238160166746	5.51691355133243	5.20158996096646	5.23088156823694	4.99720659285377	6.97790376773555	5.69256405639973	5.77159818839615	7.15134713853214	3.25885361875502	4.75294036786774	12.903667933029	11.6263876531615	6.30030021006344	13.2342597982151	8.56801644884296	7.9412517891551	2.21600388379603	5.47447496663351	6.42072595975488	5.01344230818104	6.69189182399866	5.69145660045337	5.81331253153982	11.2445720648008	7.26423269948777	9.83972999560879	5.5692401498136	5.85781458965801	7.00544141543179	4.24005084687726	4.90444069945774	7.23985737578275	5.08271834306498	5.73005787912816	5.50345824852544	6.7046569729812	5.60459936021172	7.55549107498263
"LOC728324"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLC12A8"	6.89913534625375	7.29856721235685	6.88384974806414	7.60223777963072	7.31148478633793	7.51385236121496	6.36673142197717	7.52251498892889	6.13990154631912	4.24876070006824	11.0273379062817	6.52726043134031	7.51641598278832	11.9173809074334	10.5000296206823	9.8349298566199	6.46719457855147	10.5863584678166	9.3546131497528	9.04548147580073	11.2214773954023	10.2014040009639	6.88256893081671	7.91884806247854	9.28878222843082	5.92497049491809	7.45928308272935	6.65939078434914	5.9331044976975	9.69791433083531	9.32503698608941	8.06738841575441	11.0950863103109	8.25681641612841	6.79486527552284	9.9195967346918	10.6728541387765	9.71233077921761	10.1982470399258	7.66704528366095	10.2737812760885	8.38557527513971	9.01831234341513	8.4688826437817
"LOC729317"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BZW1L1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288550"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C20orf39"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
