"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A10_841922"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A11_841920"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B03_841912"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A03_830756"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C11_830764"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072001"	"MS2010072004"	"MS2010072026"	"MS2010072034"	"MS2010072038"	"MS2010072813"	"MS2010072821"	"MS2010072828"	"MS2010072837"	"MS2010072902"	"MS2010072921"	"MS2010072932"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D07_830762"	"MS2010072042"	"MS2010072831"	"MS2010072834"	"MS2010072835"	"MS2010072925"	"MS2010072930"
"PLEK2"	6.14950902709834	2.53655479670238	4.06189355161712	5.99390734342906	6.16163573467892	6.19364839040528	3.15814905384001	6.98425841249446	6.21430086305572	2.911077833859	3.5940922184369	7.08620188458525	3.31234070117983	3.53577626298946	5.77628170131449	6.0239391500571	7.34495003562028	2.77790305724608	3.61249477793129	3.13394638772637	3.70763922374949	3.93129977640656	5.09568453352117	6.41010508926237	2.28354762306062	6.24709720384555	5.70777261448591	4.58193379391841	7.32940429888282	6.7502108778707	6.26336952380772	3.80668097407146	6.50429584425267	7.46057236457698	3.59448673124228	9.99776442763762
"LAMC2"	4.34860763781596	5.99948738768924	6.17206715663685	5.3909114897794	4.98833239462472	5.89599994155349	5.60535644397741	4.11434152277564	5.34713428334483	5.77689171150389	5.44529918983668	6.10707299710353	6.40955943691579	6.77742288974399	5.23780166804588	5.65493450176095	6.18825513520203	6.091557907513	4.87401435972224	4.54041569259746	5.94305384337063	6.3585048192001	2.85129707519366	6.55102076391224	5.76633375938404	5.99780190866495	2.49095653381549	6.63885625904425	6.23083569265338	5.89789035323611	5.43056826981919	5.70339734567047	5.85715524410899	6.96762763021828	5.66437222100433	8.702108505587
"PPP1R14C"	7.2933478942207	6.05733683849331	1.52671621322467	5.37638626707554	5.23938962336055	5.32500701306072	1.79861702072693	4.46060162721556	5.87906030919663	4.33900889496048	5.28911296758852	8.79047796270522	2.72193455428937	2.52648439280228	5.84446909640436	5.47287635174557	6.54092809393492	2.18551485884133	2.77730251346169	3.52678509885432	2.66533545880638	1.49929316262774	2.51352721880647	3.50779845367301	6.19220553842375	5.83599845129084	2.67262359387898	3.76796448203684	9.89615767234669	7.26931375268675	2.57775494057908	6.03145177420674	1.8634749391151	7.4341553250932	7.77803254020966	8.36674236337847
"LOC388248"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SEL1L2"	1.58587639902022	5.59252240642656	1.15502129915431	0.978721468440986	2.37440656374535	1.38243727897253	1.42952631150341	2.00259771997706	3.98983912241752	1.93467163580812	1.63517511933829	1.04771319444296	1.27209889011683	5.15143934658947	3.17773312658534	1.71024328922213	1.35629492685736	5.64651224585227	2.26255258657729	1.94365028951784	4.58712325485994	1.97482938095174	5.18244379339619	5.21588256254734	2.75314854533152	0.935773925136267	5.17397252633159	2.67387962056846	2.76695923701546	3.08730187340938	2.48378328457399	1.6084358241751	1.74745691966575	3.07007779736004	5.62031761222728	8.18838260569867
"GRIA3"	4.26862602040215	3.99831447503342	4.19238490025992	4.67418538681542	2.26004474121974	4.98028857185163	5.36247797393861	2.38976075076132	2.11317292939835	2.41101522328482	4.70656406217536	4.23640030980309	4.4491387665032	5.97167333439393	3.2738657024071	4.58542004821621	6.67432851182106	2.25888467298262	3.05225970551573	4.6057663431592	5.56447542972397	3.43225907818491	2.13949589406803	3.07190874508444	4.61565958909191	2.43527151903551	4.0182180213288	5.13795861106748	4.99803194810715	4.12248497061316	3.17777172007121	4.10168463880246	4.97853190284742	6.35966671134773	4.54570378180607	8.37936786114015
"CPNE6"	2.24010676204591	2.44867167946974	2.54528618029995	2.55489933173213	1.97876899960111	3.22324501873876	3.00228783627331	2.25648926875523	2.1789837870278	2.19894747074613	3.73648932528215	2.24401920182298	2.75571552507393	2.63294753080621	3.39768715776994	2.76996136634419	3.56692551145759	3.21590851928614	3.02545073380821	3.47440390045481	3.66459154228511	2.4466697630669	3.04565306036459	2.69570405798944	3.14383730669728	3.2785283550623	3.22121030426045	4.26957684031523	2.52162993367973	2.49804757064817	3.24845516793421	3.80850560219017	2.78246949044109	2.73209567301332	3.85463621199926	7.87138282119987
"TRIM16L"	3.87211196393724	2.28342496764682	3.30345064521889	5.00711549304647	5.5267043051874	1.36171988144863	4.23192370905672	1.68925120137669	2.05892473182556	0.915724521154389	1.73917111953993	2.08208057175522	5.2608566173173	2.53219172504918	1.26038285377907	3.67106397262021	5.80477310429473	1.73944104345299	4.6673077718115	2.73579900068894	3.82737672862751	3.5435187194096	1.38130093186878	5.39451905346275	4.80140641052187	1.04032447359754	4.83483501294932	2.80979103152476	6.13186149789298	4.32979524545099	6.31954906477527	4.64979305404987	4.90221271247916	3.1108708150112	5.95653827821396	3.44052027714766
"KCNK7"	6.00532877045752	3.04845086303282	3.2218190420432	2.34638086340421	2.41910977280219	3.35246237305661	2.93569123471219	3.65193778209769	2.67889068823861	3.18053638318235	2.42633856048173	3.04075483645144	2.71245714662387	2.63960863176373	3.82184584865787	3.23679268355769	3.005719789901	3.51961477469277	2.67509517918411	3.52644795484903	3.57986427055328	3.0668804211442	2.88079623537742	2.91072128504622	2.65661039230778	2.93525150144756	2.99515933156774	4.2451192294817	2.96366440925516	2.40211668782057	3.94423969199392	3.31239790391665	3.05883820628636	5.52450835576714	3.44616948742428	7.08623953921374
"IL24"	1.76795951171153	6.51833928166062	6.06095422602394	5.25124717120382	5.13707349071651	6.33719003498023	7.83065809389322	4.63461446076945	5.54007817717452	7.34336550408509	6.85968327000777	5.79410442028572	7.14773665128131	6.55152121554369	5.85645384177625	5.02277593558058	6.76303959318607	5.38214298489237	5.79531765261781	7.89276484318081	5.35942787858494	7.22005837385315	6.36055267292383	3.10525333713289	4.52686460679689	6.27893575369517	6.70635160498834	7.13978228608065	5.82680105473168	4.17876747449084	5.97654450919433	6.8803175067253	6.13989445646573	6.12269291763672	7.80850504090564	9.29409985965322
"IL1F7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRLHR"	4.80391148429625	6.64496247316348	5.28553456966831	1.42434929419304	1.67760251551416	3.71490251900992	3.06808152751341	5.6118716772911	2.73360641624736	1.90209727155359	2.79046956406379	3.44007944078819	5.72628290951163	3.47240928775545	3.32281848795194	2.79905976721804	5.44447754292709	4.23692984423647	1.68798439265862	2.53183167086955	4.44674894322557	2.01081646809504	5.40729058364357	2.33280737009762	4.64444710209275	1.68951896300666	4.99895356179777	2.85052219778055	4.81373776517361	5.34445157221053	3.85521994395379	4.43551792464964	6.20268720790555	2.60058776312456	3.33470496490055	8.93308889552726
