"TCGA.44.6775.01A.11R.1858.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.73.4662.01A.01R.1206.07"	"TCGA.60.2721.01A.01R.0851.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.66.2788.01A.01R.0980.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.34.5239.01A.21R.1820.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.56.A5DS.01A.11R.A27Q.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.05.4410.01A.21R.1858.07"	"TCGA.55.6970.01A.11R.1949.07"	"TCGA.85.6561.01A.11R.1820.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.77.8008.01A.21R.2187.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.85.7950.01A.11R.2187.07"	"TCGA.MP.A4T9.01A.11R.A24X.07"	"TCGA.63.A5MM.01A.11R.A26W.07"	"TCGA.38.A44F.01A.11R.A24H.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.78.8660.01A.11R.2403.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.O1.A52J.01A.11R.A262.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T6.01A.32R.A262.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.39.5011.01A.01R.1443.07"	"TCGA.55.8085.01A.11R.2241.07"	"TCGA.55.8619.01A.11R.2403.07"	"TCGA.37.A5EM.01A.21R.A27Q.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.97.8547.01A.11R.2403.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.62.8398.01A.11R.2326.07"	"TCGA.78.7161.01A.11R.2039.07"	"TCGA.55.A48Y.01A.11R.A24H.07"	"TCGA.62.A470.01A.11R.A24H.07"	"TCGA.55.6983.01A.11R.1949.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.75.6211.01A.11R.1755.07"	"TCGA.75.7031.01A.11R.1949.07"	"TCGA.62.8394.01A.11R.2326.07"	"TCGA.78.7159.01A.11R.2039.07"	"TCGA.50.5946.02A.11R.2090.07"	"TCGA.J2.8194.01A.11R.2241.07"	"TCGA.50.7109.01A.11R.2039.07"	"TCGA.50.6673.01A.11R.1949.07"	"TCGA.55.8087.01A.11R.2241.07"	"TCGA.86.6562.01A.11R.1755.07"	"TCGA.95.A4VK.01A.11R.A262.07"	"TCGA.44.7659.01A.11R.2066.07"	"TCGA.55.7913.01B.11R.2241.07"	"TCGA.55.8508.01A.11R.2403.07"	"TCGA.4B.A93V.01A.11R.A39D.07"	"TCGA.66.2756.01A.01R.0851.07"	"TCGA.43.7658.01A.11R.2125.07"	"TCGA.56.7223.01A.11R.2045.07"	"TCGA.60.2703.01A.11R.2045.07"	"TCGA.98.8021.01A.11R.2247.07"	"TCGA.85.A4JB.01A.51R.A262.07"	"TCGA.86.8358.01A.11R.2326.07"	"TCGA.60.2695.01A.01R.0851.07"	"TCGA.37.4132.01A.01R.1100.07"	"TCGA.55.8620.01A.11R.2403.07"	"TCGA.63.A5MW.01A.11R.A26W.07"	"TCGA.37.5819.01A.01R.1635.07"	"TCGA.34.8456.01A.21R.2326.07"	"TCGA.O2.A52S.01A.11R.A262.07"	"TCGA.77.8139.01A.11R.2247.07"	"TCGA.22.5483.01A.01R.1820.07"	"TCGA.55.7570.01A.11R.2039.07"	"TCGA.33.4533.01A.01R.1201.07"	"TCGA.64.5774.01A.01R.1628.07"
"ENAM"	0.478687223321427	-0.618300660412387	2.6311787312257	0.47685820798296	2.45201678389031	0.341507405747855	0.301007679242074	1.63591629327987	0.461360593603675	1.46813618809114	0.933990624254433	0.487469239311494	1.22079231135398	1.28199950235508	1.16595924147371	1.90583097664654	0.0604030942115604	1.13224169094925	1.47899601412868	-0.817481559313989	0.720918982450174	1.29632955868926	2.13376665358212	1.2232622695325	-0.12896495494002	1.25811395761954	0.599842450616332	1.1287747564206	0.229151134047255	-0.102080331640297	0.382381320549695	-0.0607282793033117	0.413547345538919	0.0831181438760958	2.41362895869006	1.11465199906368	1.2189949315159	1.57745226338922	1.70506611811399	-0.35351352392377	1.30017957903622	-0.046134499471254	2.08723192568903	-1.01965186497243	-1.26090770539424	-1.04086413238	1.23569203587933	-1.01194973873793	-0.0881912503442882	1.21593875244195	0.447908134038653	-0.887299842265893	1.0497650389564	-0.116890269626732	1.35222838585665	-0.322137987139031	-1.31213449404801	0.365924894999061	0.156641091177119	-1.52158307670075	0.477710626673504	0.650139626294836	0.255168732880419	-0.356055062932613	-1.14044876860807	1.56708704425152	-0.12377497519022	-1.03200499242586	-0.643291127689018	0.122470168686867	1.5694675795654	0.990911430522682	0.198149917589359	0.61390629108309	-1.13837776621779	0.498461222060267	0.589388464985023	-0.219090887392372	-0.0290890756298051	0.640890542331171	1.47468454783698	1.14170796760834	1.33769379600141	-0.0755106304686987	0.485046444132375	1.37666866475895	-0.0252612614531258	0.266121441234814	1.12907773027712	-0.80194952475853	0.74584251782312	-0.267316660201191	-0.404119236235592	0.481139955113155	1.36337691146689	1.47137300030813	1.11621815456948	1.15775339835593	0.315373784267138	-0.723858675131608	1.09584439190351	-0.505606590451332	-0.0629641830178203	-0.833013691265625	1.58955174386591	-0.147535330896473	1.20254254345753	-0.138064656155363	-1.14072602010762
"TAP1"	0.202890275951046	2.21095585810163	1.88878929585243	1.80824812717036	-0.147245900652637	0.828947487198954	1.7084522317174	-0.364198144968001	1.30584410168743	0.510758334930532	0.181842517976603	0.762043564969546	0.232841705154034	1.41110560492701	1.95160205279386	0.220514721912604	0.900763096393181	1.4528697462355	-0.180736481852291	-0.241748373261816	0.773342563040803	0.0677359352103491	2.22936654690633	1.54567278633411	1.4253200966246	-0.744545380112927	-0.179263082009155	1.98992398259657	1.55700856487981	-0.0694287666238617	1.4987539022802	0.198913368848101	2.03106322698405	0.766408172086737	0.906765916440171	1.77500716703471	0.0376715813797283	1.90153988935572	-0.273923291202546	1.24286565604946	1.33416135947816	0.0336519599838648	1.97034114348999	1.42942342435217	-0.246777092270291	1.95863013342313	0.265314751574598	1.04105895019593	0.0924695761186164	-0.42262245457826	1.38587037822568	-0.16614282375	0.158116780585014	0.861918332921388	0.0872362639783869	0.539201668849239	1.91563292112152	1.3262866520419	-0.388775070085423	-0.0715507475053672	1.79410398245542	1.53906112752155	0.063869728030705	1.73242077232528	0.287273581579593	-0.809334437763415	-0.0757882741847059	1.48512882256276	-0.222208800003261	0.449383475225934	-0.898712839658868	-0.993875266525145	-1.20419310340444	-0.878739214288167	-0.685287127725327	-1.09419356608964	0.916113726825482	1.26146611209127	-0.90441493782058	-0.120397685780689	-0.961096722796916	-0.253642699357464	-0.628704914830232	-0.958812176204918	-1.24892584940309	-0.367156830597242	-0.384635891480349	-0.930827166637705	-0.900405370759002	-0.965572310877125	-0.916268920463859	1.3101773581465	-1.40532156367925	-1.36987341972735	-0.0532483332209696	-0.710016487667483	0.424972028726692	0.110417320804711	1.73661230805334	-0.491966575667318	-0.33554805342202	-1.39058584606326	-0.0083656828577571	0.308582969157644	-0.243029519058115	-0.464254839442033	-0.35657488036901	-0.521624009491263	-0.767210420186915
"AF165138.7"	-0.613403872516338	0.290872825961926	1.47789180555289	1.4215143074636	1.40556715904516	1.40058616160455	0.305202942599396	-0.0567215084583213	1.564800283402	1.33436085705262	1.41267999736779	1.44372875652664	0.125698973495514	0.695595685309734	1.18478681637316	0.357241817329012	1.34883201958134	1.6590983568648	-0.0919059676500498	1.40481150065306	0.881517752816879	1.36126432723083	1.44653694036096	0.527398962156498	-0.075654867009643	0.595811620056963	1.37906204818923	1.02381532715295	0.141761992441718	-0.0633384896322618	1.4814009628366	0.674595309602748	1.53724985331387	0.774561488280458	1.34516218521752	-0.033205953582348	0.712995287512555	1.35823140850231	1.57108616194962	0.12421293396811	0.404090157739991	1.38109192274105	1.48103677949168	0.118864459098169	0.938517227751052	0.207876692495741	-0.880478896903829	0.775192985792328	1.64631100957491	0.342483319147758	1.54789781629465	1.543045326585	-1.31481543087761	1.35003402976176	-0.250751857231637	1.73341700934703	1.3489595637145	0.907064652914389	0.208970052544461	0.941591937574427	0.182622877146914	0.318338215814547	0.136870992659239	0.873790622227678	0.517823129028629	-0.297819925322386	1.56654328794782	0.725423830807795	0.702913469205429	-0.0436984193835142	0.926980371938425	1.46136492421026	-1.5044984806992	0.019523736039273	1.70445131481715	0.161144209820916	0.490615876424515	-0.571346531792438	1.37996350330822	1.62439624045628	-0.873386426270677	-0.30691018250746	0.0479253211723446	-0.695338848191334	1.47503480352601	-0.4251349923301	1.03443157590205	1.08471735864249	0.854255658772021	-0.775317532524506	-0.234350472760557	-0.506678785110201	-0.915659261974593	0.509123373147688	-0.310804324174505	1.44902766586833	-0.135889239408006	-1.41689351175386	-1.07079234024838	-1.51300689091104	-0.589630256932766	-1.20697950109495	-0.398084448455685	0.575484201586443	-1.48939770980267	-1.51300689091104	0.680370253620788	-1.51300689091104	-0.0618142486360225
"MS4A6A"	1.4137811696217	1.13017380361461	0.999138958559874	1.29850423803661	1.21540578280551	0.261439700621764	0.46087917736506	0.29166957783807	1.45822336744945	1.02345780753463	1.51400793363802	1.58935285806525	1.28799417168552	0.645374467147091	1.19186111638285	1.34234135266944	0.157085388741814	1.51075284359996	1.04012608630305	0.436881931155246	0.389292832671114	-0.227586633995324	1.27219305267422	0.615364935766684	0.617781858638767	-0.606792270032124	1.22048201869785	0.123965767110892	0.831896800841129	1.26349968634687	1.34997553153936	0.664965501811262	0.749798635982408	0.906645360187698	1.25827479755829	-0.0360734330095406	1.52052998430257	1.18307317250714	0.0473283615451203	0.28908851718435	1.41898527551153	1.28765811085396	1.44062609303673	-0.704427123636812	0.404235016571878	0.409443568438582	0.758190705925288	1.42760146500828	0.556746832099723	0.552613145171804	0.451967641393751	1.26630697732617	0.542413292260141	0.258681601323488	-0.57799859396816	1.08627959204217	1.25116123218657	0.0626224489274128	0.799156629354028	0.360835293694806	1.31206008218822	1.22154429038266	1.24124839272515	1.08931766737434	1.46242057843671	0.135632857381921	0.26423858368487	0.733885058452539	1.05914758916747	0.178184384517668	-1.69867152958679	-1.12613064344022	0.275555086783621	0.0814573777154115	0.191178811672786	0.254242903456153	0.0412442530253053	-0.542812192156973	-1.64461325209502	-0.0671536499038801	0.489239560145146	-0.173719974269225	-0.166073326354586	-0.0537311818503922	0.574628747039915	-1.14289682841774	-0.446392625859781	-1.45477072179942	-1.38509043741013	-1.49058812828491	-0.318852228217564	0.475141499947655	-1.6860904941659	-1.80661366245988	-0.451712659031565	-1.61990323869504	0.200312461318041	0.246021244962788	0.309250496198842	-0.254216976967018	-0.921174516309509	-1.20955771044695	-1.03413927960892	-0.600281254358917	-1.32870500189898	0.873172506218741	-1.62452447505711	-1.16627195753582	-1.49030127340501
"GPR15"	-0.702489724111433	-0.258660812619001	1.07793392109011	1.69470471792121	-0.345574261173157	-0.839919889248057	1.47665534436428	1.05598728530669	1.46820108501837	-1.14381937370393	1.58071827617131	0.206180251515353	0.689271070359123	1.4896838308688	-0.106454127125428	1.57577776246606	1.37967914804391	1.49410304318485	0.132367291655136	0.821305167447201	1.48362489492092	0.611285331199958	1.64479330355329	-0.870345425536225	1.77141213572168	1.36929334758006	1.58494432377782	1.66055959101904	-0.540799115199799	1.24683946670791	1.32773292397397	0.44983648043594	1.41944500056936	-0.567831287238971	1.77753616064492	1.58949671040108	1.38338074362135	1.8245341085135	1.64069526008876	0.436598573309766	1.42501672787265	1.37163469523106	0.60003943889044	1.40031624834576	-0.337012476752186	-0.909976543858793	-1.27487585106937	0.466669922639797	-0.236339435401383	0.329298123789658	0.778040907479654	-0.449667555809338	-1.37643686362089	1.70700195939438	0.147349518201133	1.35122303934356	-0.918105341638223	1.15790033108939	-1.20716715088313	0.505174470658	0.11308210951132	1.51960697429689	-0.850810179041001	1.44587345959852	1.37006249086014	-1.09884677036969	0.589361492990341	0.309445940878028	-0.0865094885190657	-0.40688634313357	-1.25180677856942	0.758969092773973	-1.18540145587909	0.967107772762789	1.33666950331512	1.38486589714332	-1.27607962984309	-0.863642339277515	0.999136780251094	0.59810942609352	-1.23171770778065	1.35822042718467	-1.22937629237094	-1.30610171886666	-1.12753389645775	-1.02855367102763	1.00662730168446	0.2804464084125	1.49779279246711	1.37888522807634	-0.539235215781117	-1.03398687830037	-1.25026958095717	-0.018823779563089	1.35137263221128	0.306517843159771	1.27257169573373	0.301479722454847	1.3405045968933	1.15836254460375	-1.16930486278687	-0.866158385689415	0.458631123865466	0.730798410163188	1.12456566988565	0.320724306169551	0.222959753616541	-1.31801729332734	0.330082374454692
"AIM2"	0.31192969066649	1.32090662946555	1.45766173233076	1.5407298235105	0.559102158071592	0.886505873609746	0.633398849947751	0.806305247654976	0.944834334680908	0.796614386343284	1.68076661316467	0.890378807861844	1.39565371118247	0.0311515694761175	0.513507959313652	-0.848411689261658	-0.775202658984035	1.6933969343873	0.0617561825516704	0.916691859710687	1.04448147242492	1.03326708382295	1.55485656330299	1.32758012184713	0.352233964872865	0.0278312988551193	0.735544597595586	1.5048811059215	-0.440782486098499	0.0698825825601341	1.59484868975712	1.10278482906729	1.68819134740928	0.699718253876123	1.41948901625543	1.60246066716652	1.07730089860827	1.12388929913872	1.39258941317326	0.388857502711285	1.43047237093707	-0.344064948791048	1.42539383374388	0.383250305862365	0.643917878928558	1.44057726927324	-0.103585519111149	0.160477316195568	0.863642359731177	0.860140473246416	1.47420113917914	0.801179823541146	-1.01755915060857	1.61562498225478	-0.444511524673943	0.0347379975537245	0.884676619087751	-0.122329111853336	-0.888881184681223	1.54671756319838	1.52873939423846	-0.29972067591976	-0.125511333639578	1.43166209315149	1.86881145447248	0.356681467853077	1.57662547557202	1.34595563423143	-1.06214817258123	-0.829353139962561	-1.05566826661965	-0.96795691273535	-0.978385626180364	0.374790562949585	-0.676975345796732	-0.89342305227747	-0.497608181762331	-0.854618816046041	-0.577363303411574	-0.789729167299748	-0.372314829730946	-0.620162991876446	-0.934057900116325	-1.11584308553348	-0.832914054802082	0.0319946997521036	-0.419570612921955	-0.75016812690514	0.346910078574934	-0.952018040459176	-1.0796542246064	-0.428589136100785	-1.140144593022	-0.539081856383659	-1.03713338189267	-0.871271056991975	-0.786163647033894	-0.865923234505194	-0.340916149825902	-0.599241624608454	-0.501277095935573	-1.02433650192519	-0.662779972499026	-0.0562984083528071	-1.05543267358336	-0.918653356798555	-1.11217817188407	1.47457673538563	-1.00123148445747
"RGS1"	0.990542201719333	-0.286105083148116	1.48658700038601	0.562028527428688	-0.47792973594534	1.49656623487684	-0.561315479990878	0.15364964586847	1.75992205780262	1.98927178037608	1.43776481723838	1.72230292938093	1.53413957422092	-0.195167402624263	-0.143122355076242	1.67711004788944	1.48935174633169	1.45783862974255	1.36280697726868	1.67723055695014	1.5324459752811	0.19344559352022	1.06291636689828	1.57577050075033	1.44867718961151	-1.13273678871151	1.74212168857015	-0.876394090410424	1.48150569724108	0.865385929376885	1.83661753972339	0.0440681389472663	0.394945035684251	0.80034965962077	1.57546023785887	1.38766379486675	-0.999308287771308	1.51970120101499	-1.03620249157525	0.319454769795237	1.30804216161847	0.935735327079887	1.5081326719698	0.564425415514108	-0.843449594906642	1.31262357671937	0.917382853165517	0.371426928409986	-0.0508422916451932	0.82562306003887	0.746255657396595	0.922036873360885	1.05831599742884	1.35824217599387	-0.822569873027683	-0.833508421033389	1.04847312466233	0.111787901123013	-0.754795997576726	0.394157536571502	1.49871744568465	0.63629507145955	0.559031683178235	0.308244651323206	1.47238381278996	-1.01101280673099	1.34436977203701	-0.162341850994124	-0.935903051435287	0.460442311278954	-0.972261017404162	-0.762509215620991	-0.280090892116278	1.04931992262506	1.45104265412912	-1.14736260109729	0.4416432750458	-0.163290359430278	-1.01049332359514	0.494351960014848	1.24202111762588	-1.13115612874794	0.216541495123927	-1.14825282987877	0.180933213631553	-0.41303647989641	-1.12105348681548	-1.20618668421204	-1.18507520809635	-0.220940141303659	-0.0906019256943929	0.689626810927707	-1.13564786287103	-0.623691182228694	-0.947451996963621	-0.799592035618269	0.7156580870904	0.956614435982292	1.58675657456073	-1.40200606667319	0.461986896100582	-0.267737817514411	0.00209987429379704	-0.00855147813845401	-1.18390530180853	0.0291912799434143	-0.986181521807118	-1.0917091394037	-0.0503902545600072
"DNAJB9"	0.747780753238563	1.45320656673521	1.76512831133706	0.0992478574069155	1.34826990257547	1.42794206884313	-0.663544448777511	1.79775232451411	0.550295119155385	0.32039760194434	1.6572373375345	1.8706492769985	1.57756723758844	1.73372342510506	0.31382600526479	-0.00235244986708514	-0.621872774307318	1.11276075880526	1.770459376819	0.243673826245489	1.82444530803822	-0.979939825353881	1.82866199904445	0.71885928234364	-0.0489597463195052	-0.811962431185782	1.66532604674605	1.57458900396178	1.63725673767386	0.66504404742365	0.285348762391461	-0.669915627413544	-0.471511468013509	-0.00598359731811486	1.73419789799563	1.73240208680463	1.74190262243115	1.33483682062648	1.93712927967831	0.688589686720792	0.754797552657191	0.671685072942844	0.183917661657111	-0.302905436563668	-0.00895637534763527	0.1648533279078	-0.544594190856744	-1.07709023563779	-0.938870118303558	-0.557468608005878	-1.0585275103647	-0.597634848201489	-0.633841171918773	-0.325976197995473	-0.633178559187094	-0.438912042230708	1.78414512021497	-0.32351275461028	-0.537755168082581	-0.801976126049186	-0.663700793426069	-1.12384186604472	1.34461633544282	-1.22382542479596	1.19772651906763	-0.589720453139163	-1.11613339954415	0.300484771145795	1.16266638636249	0.435898178963596	-0.442314967925453	1.64530381715852	-0.965955598220571	1.73139385259407	-0.319510633506382	1.52667303593011	-0.641789929591979	-0.6806739394902	1.98935866300119	0.412082358003093	-0.341988768073669	0.63411953899189	-0.602689626602301	1.60719910683695	0.343895976463804	-0.842135785605418	0.745212843210613	-0.129163895870096	1.46722104254008	-0.856332855602314	-1.0728158600688	-0.927243338097439	-1.23416034649365	0.283333766467017	0.734913697656972	-0.385368620255242	0.656708089282746	-1.03962641763026	1.6166513817015	-0.379829769127294	0.792385147677564	-1.12305171655404	-0.699393949116845	-1.20989861226603	-0.756076088898069	-0.963564682195891	-1.36634499365577	0.905574002979547	0.401405530911613
"SLC17A9"	1.72356405875756	1.25459497792694	1.84371030843649	1.83575643525281	-0.74383584600504	-0.599900397296583	0.270235594770269	0.446831305195253	1.74164380796202	1.70509672168409	0.0523985983471329	1.1652303257119	-1.11530200394685	-0.0279149383496438	1.48973604590684	1.69524752711549	0.887936651017703	1.25266223601086	-0.0138459101999042	1.56324218518392	1.24314546824695	0.920733958482246	1.65733194709019	1.07921995005508	-0.338956198332911	0.619001528585711	1.20939691529968	1.12862726798467	-0.834032355689589	0.606153997899717	1.27438035007986	1.13222558208864	0.947656423675645	0.084148963401955	1.36673311392907	2.11296309828162	0.122621213974498	1.24791936549039	1.55143651095563	0.557319766584706	1.4538452390908	0.529553174091309	0.301882045560729	-0.70360134655243	1.17800830623354	-0.739167037255111	1.42787222466398	-0.0335979844062702	1.9999485944746	-0.578956151534524	0.9423744355048	-1.15006756178692	0.125929503108835	1.33841267071082	1.76774527934886	1.02226645622007	0.286510433036672	1.99751748826049	1.91668275789872	-0.855397293124673	0.0525684835173713	-0.693599214530358	-0.238953676670595	-0.024104928944663	1.26549281061797	1.27879120325082	1.15250804423767	0.115926241922393	1.47195998912449	-0.0979097238242014	-1.04331242550918	1.42966884890693	1.60891289637137	0.0238326006980963	1.26308105596193	1.19127761546098	1.18675391359158	0.724050163929051	0.103690939724489	0.0120100389945184	-0.277104261956247	-0.463979790476487	-0.80499222319986	0.438370284464836	-0.566854450708639	-0.272156426886425	0.126911920892267	2.03151593515408	1.29637502299529	1.98426254036194	-1.14469585112109	-1.03248320053087	-0.0974475557513733	1.36533806342651	0.429033474917428	-0.660170149141153	0.247815426412861	-0.90051597486135	1.16435667244635	-0.143526054082759	-0.0268700286621678	-0.107999436429913	-0.0506742178814094	0.0166894189310718	0.0145229484562598	-0.718173869701353	-0.800492761983797	-1.0062770627199	-0.856380562367729
"TMIGD2"	-1.02624485710465	0.743714965908268	1.4202166919629	1.50814058203967	1.27631771341325	0.838155189189609	1.54739312378741	1.52878286451969	-0.0487111657462239	1.64033511549341	1.60951439497026	0.787442351278482	1.5561915096086	0.0297645983449752	1.61331887263957	1.48134834494773	1.44166867382953	0.812713361017688	-1.18151172858234	0.259964054648645	1.61311734704972	1.31938052062681	1.73536468304961	1.45683011150949	0.194246089568101	0.086774062563418	-1.18151172858234	1.53165419319869	-0.137697602702466	-0.154588460118595	0.845875842499352	-1.18151172858234	1.69329716754308	1.42468045143266	1.49511177820235	1.70896702098264	-1.04496720553867	1.48701951422772	1.2960765464455	0.424577979955602	1.60801909668123	0.717747051242978	1.25924803430027	-0.0511508846740585	0.0817832343086763	0.79821197092342	1.56082919189243	0.768351283284187	1.55918763562752	0.960946616764137	1.48194150854806	0.0187355558224503	-1.05385752734428	0.128605593791877	-0.233648693776364	1.26169996064637	1.78270444007602	1.02204763935527	0.747241149524993	-0.947023869965507	1.52025439318369	1.54470047152094	1.42512578366057	1.5650864814995	0.00842978615017754	-0.353653642871683	0.857877581117111	-1.07060050336953	-1.18151172858234	1.53506308961922	-0.541695848220854	-1.18151172858234	-1.18151172858234	0.773703867432437	-0.359386767895373	1.53825221257482	1.24237479218141	-0.390011384346638	-1.08914371719659	-0.140544204718806	0.0390224994353335	1.4503684344716	-1.18151172858234	-1.18151172858234	-0.117093146428121	1.06112834145351	-1.18151172858234	-0.81466201014643	-0.861234203378766	0.839084578035518	-1.18151172858234	-0.3518042124589	-1.18151172858234	-1.18151172858234	-0.287895375399636	-1.09040465980379	1.55223613319125	-0.668800032876118	-1.18151172858234	0.456846680543759	-1.18151172858234	-0.280162533364127	0.00979784086366493	1.49418745052479	-1.03205683232565	-0.970003571922823	-0.265186985681496	-0.21709127462861	-0.0086541151111079
"GRAP2"	1.08620385861597	-0.0135921187975681	1.55673993784325	1.86167063437799	1.28733507186892	0.710893776833863	0.854563299446622	1.53165633103214	-0.273982498720127	1.30508338413615	1.19058358112079	1.32103761324457	1.64333908812509	0.358354020432672	1.55692348257022	1.19250066305764	-0.132595230890006	1.46801679139519	-0.201102764998487	0.399879540349365	-0.271862658795016	1.47326089737362	1.5816974526346	-0.952565420137588	-0.293873839697606	0.840471759116044	1.28661352286769	-0.39377031624353	1.04437261545314	0.531084476270655	1.48830424642433	-2.60557954005963	1.43224095063158	1.25745086205718	1.52422185761319	1.45958971864317	1.58796349176157	1.41639040012631	0.6187026140271	0.404116577077917	1.32219647232595	1.28625789809171	0.875577630496475	0.00657015145187257	0.412086854255958	0.0924729368610091	1.59930546492224	0.533500352134291	1.75826413560671	1.68786043489534	0.251828205537235	0.907103200225537	-0.229889012147849	1.28162698047094	0.462010042243191	1.52870362967547	-0.513515658535402	-0.296258469537963	1.04902580973396	0.242028564380819	1.03189088371482	1.33855702808526	0.0468618135352689	1.11733943195367	-1.35852646954269	0.162266078332283	0.669572507594912	0.382721167143034	0.907932770104292	-0.813946115292665	-0.62554289180718	-1.52507811515768	-0.228040545495059	0.733405026655663	-0.733535681205641	0.226352010458262	-0.0366273424214302	-1.35440632843911	0.231287701993914	-0.933695531727279	-0.884063605535314	-0.284418918477586	-0.774051576576504	-0.176521111057869	-0.898499543161759	0.89000479482184	-0.288873989260043	-1.06819384389759	-0.230498711463259	-1.75695232809901	-1.196133925753	1.53669883360099	-1.00585208261104	-1.58295742156253	-0.427483412788207	-0.563461185086445	1.95705198510246	0.684316143497204	0.497645162873449	1.51819684878003	-1.04093389567775	1.59412505341211	-0.957189195506337	0.237784125323605	-1.12258615596615	1.8064942039594	0.972931444514484	-0.834677687043019	1.67023718151934
"FOLR2"	1.61687695732626	1.29569591515749	-0.110432607880679	1.78025146069695	1.21193684257246	1.18835069945632	1.18612791666753	-0.452388744588037	1.55559065403568	0.54433582376447	1.53598965755561	1.62346713879015	0.610354593106535	0.714715727046193	1.93595072200251	1.46350248146604	-0.615029962144663	1.55916313166897	0.310825968184493	1.74431461976858	0.919885637379056	-0.551255063212821	0.574204503970973	0.556334097310892	0.294371870675217	-1.04983335206499	1.62827766588697	0.44320681379426	0.261436942978583	1.36276636367843	1.64146315352437	1.19984687036775	0.404249039183845	-0.140594689034219	0.347131481440723	-0.690124732123941	1.87480107235441	0.42411843526023	0.435374322836385	0.474496172246165	1.71706617351841	1.17408595803384	1.60755573965655	-0.880696849096697	0.607090085659105	0.432903211052163	1.12967873056044	0.515344008343045	1.46736017547667	0.876647987146857	-0.18715575660086	0.550240917423172	1.49932291666411	0.273329670490498	-1.15224619390656	1.36454220484637	-0.867764611265625	-0.997365877530677	1.46103677385053	-0.687463299932509	0.995359504632526	0.141680372933543	1.32612373644613	-0.375091849752402	0.253130562075728	1.1735891628171	0.245272916883967	1.75445569813562	1.6067362249757	-0.946914698909103	-1.10531147925267	-1.06585026754216	0.256276351383292	0.218427042821275	-0.599450073087523	-1.07320531394224	-0.623466639808328	-0.969708384807346	-0.792666199158089	-0.882527465842122	0.358804593525903	-0.921147529681139	0.504671682594323	-0.0715702739937467	0.234964438065085	-1.07772080120523	-0.22894553449083	-0.968108775233186	-1.01854366560792	-0.977379807938126	-0.957445450864826	-0.965408688442656	-1.01150375356762	-0.91070413061882	-0.595652244332185	-1.0169969638141	-0.666082310599914	0.843802335233585	0.183988239724807	-0.785067848311891	-0.993446300991243	-0.945218637292117	-0.991104302845298	-1.05275916128417	-0.978840056564825	-0.662325826669932	-0.930444349294056	-0.939707130193567	-1.37276281135692
