"TCGA.44.6775.01A.11R.1858.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.73.4662.01A.01R.1206.07"	"TCGA.60.2721.01A.01R.0851.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.66.2788.01A.01R.0980.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.34.5239.01A.21R.1820.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.56.A5DS.01A.11R.A27Q.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.05.4410.01A.21R.1858.07"	"TCGA.55.6970.01A.11R.1949.07"	"TCGA.85.6561.01A.11R.1820.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.77.8008.01A.21R.2187.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.85.7950.01A.11R.2187.07"	"TCGA.MP.A4T9.01A.11R.A24X.07"	"TCGA.63.A5MM.01A.11R.A26W.07"	"TCGA.38.A44F.01A.11R.A24H.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.78.8660.01A.11R.2403.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.O1.A52J.01A.11R.A262.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T6.01A.32R.A262.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.39.5011.01A.01R.1443.07"	"TCGA.55.8085.01A.11R.2241.07"	"TCGA.55.8619.01A.11R.2403.07"	"TCGA.37.A5EM.01A.21R.A27Q.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.97.8547.01A.11R.2403.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.62.8398.01A.11R.2326.07"	"TCGA.78.7161.01A.11R.2039.07"	"TCGA.55.A48Y.01A.11R.A24H.07"	"TCGA.62.A470.01A.11R.A24H.07"	"TCGA.55.6983.01A.11R.1949.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.75.6211.01A.11R.1755.07"	"TCGA.75.7031.01A.11R.1949.07"	"TCGA.62.8394.01A.11R.2326.07"	"TCGA.78.7159.01A.11R.2039.07"	"TCGA.50.5946.02A.11R.2090.07"	"TCGA.J2.8194.01A.11R.2241.07"	"TCGA.50.7109.01A.11R.2039.07"	"TCGA.50.6673.01A.11R.1949.07"	"TCGA.55.8087.01A.11R.2241.07"	"TCGA.86.6562.01A.11R.1755.07"	"TCGA.95.A4VK.01A.11R.A262.07"	"TCGA.44.7659.01A.11R.2066.07"	"TCGA.55.7913.01B.11R.2241.07"	"TCGA.55.8508.01A.11R.2403.07"	"TCGA.4B.A93V.01A.11R.A39D.07"	"TCGA.66.2756.01A.01R.0851.07"	"TCGA.43.7658.01A.11R.2125.07"	"TCGA.56.7223.01A.11R.2045.07"	"TCGA.60.2703.01A.11R.2045.07"	"TCGA.98.8021.01A.11R.2247.07"	"TCGA.85.A4JB.01A.51R.A262.07"	"TCGA.86.8358.01A.11R.2326.07"	"TCGA.60.2695.01A.01R.0851.07"	"TCGA.37.4132.01A.01R.1100.07"	"TCGA.55.8620.01A.11R.2403.07"	"TCGA.63.A5MW.01A.11R.A26W.07"	"TCGA.37.5819.01A.01R.1635.07"	"TCGA.34.8456.01A.21R.2326.07"	"TCGA.O2.A52S.01A.11R.A262.07"	"TCGA.77.8139.01A.11R.2247.07"	"TCGA.22.5483.01A.01R.1820.07"	"TCGA.55.7570.01A.11R.2039.07"	"TCGA.33.4533.01A.01R.1201.07"	"TCGA.64.5774.01A.01R.1628.07"
"IGLL1"	-0.120689885362254	1.38301522529849	1.57493444845408	1.38575610325747	-0.41418903791441	0.617537566224777	1.45132758242454	1.58666983738153	1.42459472516428	1.47560378337708	0.461958820418555	0.376724759607619	0.711839170173853	1.42811732544135	1.43112096442699	1.70499509410365	0.745433307442729	0.155183883677945	1.49642618363423	0.382519671191572	1.63218743260263	1.39187558001051	1.5069546488662	1.43662596207658	1.47270091121441	0.363337179334566	1.49011879383235	1.43312483772092	-0.0695218712976947	1.45907948828788	1.12417819348135	-0.0157371780434831	1.52436768473321	1.50410333207611	1.49045332144689	1.66250552208376	1.76817144806004	1.61798399367534	1.65227149365633	0.353924776059405	1.38492431587265	1.21505247458301	1.50841189085619	-1.70764272237028	-0.619038146180553	-1.27205762435084	0.0495532180669411	-0.866310825558613	-0.112834988788755	1.70327003179691	-0.156225354603428	-0.0946138258536893	-0.650990344659554	0.871209146601836	0.280328782672154	0.316579570497206	-0.714595071328422	0.054356451367921	1.24192151836864	-0.0815749330934622	0.53052639394417	-0.0558405311714581	0.841615831413275	-1.59931553351624	-0.504965856064865	-1.11438809147269	1.41577553870951	-1.10544134090186	0.393523141846643	0.00776961211514483	-1.54417196938007	0.538716441770056	-1.45010990336752	-0.199610887399164	-0.822537871612705	0.510134629107296	0.00587412480581425	-1.0002323183153	1.41012616508174	1.53935646266846	-0.657297357291428	0.00477520337689158	1.90202951614164	-0.293368994529869	0.913456548249216	0.141473492593277	0.933463175926	0.746027639708625	1.55382790255858	0.399960287191633	0.319319803095093	-0.414052130194739	-0.967887381417553	-0.195462938379956	1.42544375030264	1.81659520599234	-0.228356609034251	-0.0268434049874086	0.405467043604236	0.577163636007348	-0.6392446110614	-0.194495427706437	-1.23626486538068	0.996406572679267	1.56200189050918	-0.0623911313681277	-0.0537477558181839	0.18721006818954	0.100642083262096
"CD7"	0.12158574751534	1.42978349790338	0.824652461635979	1.62660934961261	1.47238466438043	0.0981764590058027	1.42835053594927	1.63125586196366	1.14880075926859	1.64432774930525	1.52526355787423	1.88439019685715	1.78761548725372	-0.296998546546548	1.66070676997255	1.3984863720448	1.29927740867171	1.67373656109999	-0.45579456444841	1.25085076612028	1.54213121803793	1.43147843652346	1.65585353527114	1.24807796936734	1.14689311421893	0.216400863893906	0.356447048998207	1.74928754822689	-0.597367001836993	0.747990528154425	1.16665457121383	-0.526769472761311	1.64354065340498	1.51127064766501	1.82515697347011	1.17344375635165	0.0869763773158218	1.7508064503843	0.899134365697561	1.77034984722229	1.46562022126636	1.30514160833098	1.34372751171066	1.29401413715741	-0.373209981195151	1.04103766776001	0.967468780311169	1.25149687363704	1.51767287168681	-0.0575623675445099	1.58768190984821	-0.182680010038257	-0.502852154932813	1.38240046238451	-0.341554586795561	1.32772121475195	1.8133503308533	1.2583078067343	1.00498213239498	0.251860446302601	1.56566056054616	0.788024842998465	0.571334065863168	1.4575138320753	1.37760308807442	-1.14174165260793	1.27583239350822	0.443005690632256	-0.668082756747649	1.89379652761592	-1.27989247929762	-0.88534387400298	-1.41690032341394	0.565093974367705	-0.0120657497916336	0.384496343766359	1.48805263873588	0.282077607259654	-0.890886463293762	0.475286111324859	-0.339529093620242	0.822907267811528	1.76918626220072	-1.06176668358054	-0.77760999143909	0.381973312000485	-1.19463447001478	-0.96363181267072	0.668641373641959	0.551533915830221	-0.773386380352753	0.654485601259995	-1.24125631621799	-0.969891983341284	-0.382094962191246	-0.763858866537199	0.093419518877538	0.774566507382407	-0.860663919067702	0.476010577609112	-0.787267380810684	0.201589668543946	-0.157544356784069	0.163897965912446	0.00663525046588022	-0.83999473867422	-0.253853416262829	-0.990252926664418	-0.0185519400850018
"NXPE4"	1.53849413738017	0.453927890609155	1.93683654514666	1.85410447764315	0.439584384988172	1.59282510149869	0.107071705678969	1.88012191405553	1.52043153804599	0.25884875659151	-0.174719127266908	1.60874437126584	1.50722273782803	1.51781207059176	1.00862083897274	1.59514871478162	1.57256439781652	1.61390505999063	1.89247662801543	1.61848242993346	1.59452412919479	1.44880717729393	0.365647608699454	0.623838315670871	1.63556339563022	1.0008465658253	1.88808094999382	0.781566550884101	-0.122617863902864	1.94625504485814	-1.36773636529265	0.330953513102189	1.45801981105463	1.49229812112345	-0.336407553795735	1.73264520569467	1.74370260419297	0.912572391171503	2.17429837652994	1.51937923762088	0.0414222963669734	-0.0880595762623281	1.51853397283013	-0.284887390332751	-1.36773636529265	-1.36773636529265	1.64455690315356	-1.36773636529265	-0.185759736973384	0.435482123924844	-1.36773636529265	-0.575090176399294	-0.219859256583423	1.46857800621391	-0.458444037494425	-0.194116406429446	-1.17644393523749	0.118476073913342	1.4631774891676	-1.04563680164136	-0.223080635402144	0.0802818393114621	1.58640644517606	-0.0844644596850997	-0.235103475002452	-1.13726580080544	0.336757085608841	-0.575880739041578	0.279179004967008	-0.742633783812146	-0.326897407707451	-0.103190302819952	-0.205500501933136	1.11454372772999	-0.408357063820359	0.989738376870234	-0.117051505001147	-0.355472487533686	1.92021051645558	1.70107191231792	-0.556745155562829	0.446273759152126	1.53620623115093	-1.30762959913464	0.185217609676024	0.0686067702893169	1.63103639479532	-0.568215414956689	2.32680945573391	0.984584844605008	-0.191386137169697	-0.185924620623418	-0.995827257104135	1.50811174192501	0.355716657043085	-0.702941631799127	1.4964631800804	-0.137446998217249	0.47508918381653	1.11810840666375	-0.745375198452879	-0.112332729228222	1.95762130109217	-0.246215254643752	1.11717717438501	-0.521411266121281	0.144625133768853	-0.39702600118573	-0.00534867342509507
"ST6GAL1"	2.03335814632423	1.39893378455206	1.64458250254907	0.893292615203122	1.40110861377803	1.39388518011129	-0.0195375941260018	1.37083044646338	1.60398652963661	0.515950418532479	0.59801268761928	1.44195204167461	1.61932187856714	1.38676225291702	1.39243716651097	0.578334935603591	-0.466255389031861	0.828672140580568	1.55244536155024	0.546808222813453	1.71076115607604	0.419414629881854	2.01755750959151	1.87384972480539	1.57772387475309	0.695144598517227	1.74563774362404	1.70740167171623	1.07075842504525	1.55199538110971	0.607731806609242	-0.262835285178552	0.830463355767949	0.609966200863282	1.64813938720142	1.43980643391557	1.7731023111172	1.42725001311022	1.76370455655377	0.0457966014393257	-0.792485804106273	0.666722045474452	1.49530897954724	-1.1692935210318	-0.0489857856903676	-1.03515279259553	-0.250230322342707	0.00344001497798797	0.0479575112139833	1.47255833774896	0.228150664017756	-0.381740774357511	0.177939926794495	0.670110842606626	-0.784432593686175	0.493663391920635	-1.43353468960312	0.656911122047938	0.89654268733598	-1.11073228076238	-1.0856501438285	-0.663987679629044	-0.274283744830782	0.112644985431469	-0.173501921177698	-0.413722946109526	-0.0206540823394185	-0.384217712031894	-0.0600423880825816	-1.18050359196962	-0.919243995679967	1.60353619939556	-1.04712984484075	1.48244632903683	2.16091217945574	1.45574062832923	-1.05280791387568	1.35935345507066	0.831354309484488	1.50285505438405	0.586497702993321	0.34088123911593	0.837297715806784	0.0900063578991384	-1.21385882622527	-0.0536026048087803	1.15580626028272	0.761426231886781	1.43440343809277	-1.26590560946308	-0.898278507037609	0.864729828146719	1.46674380710621	1.17228631109123	0.949668530099919	-0.81245483765198	-0.775387497560624	1.39224068739819	-1.07693785797133	1.98565969671389	-0.795603096279701	-0.867171487022294	-0.974801023007629	-0.332454793393447	-0.580303640584946	-0.672662358921305	-0.957558388200876	-0.0571672487614401	-0.114486884543663
"RNASE6"	1.5960379916197	1.42789982450169	1.36115432970244	1.38777090340656	1.36480134118887	0.740859150095392	1.11714851206202	1.39176500836259	1.65861486221493	0.491371130269124	1.62333840945967	1.88072353129766	1.6007441292684	-0.24535677643109	1.76606528215173	1.72469006645508	-0.283295694862453	1.71614681249557	0.897232936798036	1.57502753573957	0.387453170253791	-0.435436210603022	1.66129389010507	0.669432081571388	1.43101817786673	-0.043374002375206	1.26965529289541	1.41747496188124	1.20858887410026	0.672170156613175	1.46693633851903	0.834620011530531	0.861374206270961	0.65850121213089	1.64542630492882	-0.741098152628159	1.68907747072108	1.3950017694926	1.32159163518804	0.234687553076162	1.71403260900505	1.54690783414903	1.55427382084987	-0.195646292264222	0.355566241364986	0.501159717701145	1.63607077335963	0.949504442683631	-0.440327174983517	0.169946852768834	0.322301353519671	0.666437594018697	1.68301079484108	-0.588322712222188	1.64229709054363	-0.189313076978391	0.949878681357673	0.100294724999349	0.609013607068552	-0.683672201801448	-0.086632892450514	-0.0624920365675619	1.31330351729356	-0.252817422099841	1.4238030536097	-0.281278348170423	-0.603729428546149	1.68909080876154	1.4389376069714	-0.130712957313417	-0.894481781369347	-0.484161295756729	-0.0857700987955214	0.132511934266382	1.42911838380162	0.239089588029916	-0.315492937760488	0.233757353110328	-0.848964023263026	0.122417770466409	-0.0525265091387519	0.893970317011766	-0.103676807649394	0.0371563010738063	0.861477367759429	-1.17640290845008	0.0899901935385874	-1.29201901666125	-0.424157587904685	-1.37146029082417	0.0792261879986337	-0.258929288164868	-1.4760515946211	-1.22611568846426	-0.182827501581632	-1.121168216507	-0.504833571979081	-0.398905101811081	0.428732769331524	-0.528631536556916	-0.558641875043985	-0.946995926097762	-0.267663148405708	-0.407201601464236	-0.190134571567785	-0.49377009109294	-0.719789873290512	-0.400766921503731	-1.79178528452822
"FCGR2B"	1.34821891741511	1.3111588405978	0.47341321731004	1.18894564524049	0.331873141758724	0.677977144376631	1.33254821945229	0.614796945053665	1.34135821500824	1.232474536091	1.51353362090792	1.7628618558108	1.30398857986411	0.99673362680346	1.21994942121415	1.22436320550633	0.829178311096936	1.64921122366584	1.48218180730791	0.782929600300118	1.27591213323214	0.268521485503226	1.63972701555303	1.2988613411766	0.79392488772134	0.120018598474228	1.77739504450992	1.24172176512724	0.237411864287408	0.513671610501703	1.55440924520988	1.38678366487222	1.47211319520296	0.250184194053706	1.35188760262963	1.40401510868641	1.61197691069236	1.21594699236782	1.41426583033982	0.52549036659735	0.502968726169187	1.28959799077457	1.43035830058924	-0.315762351466259	-0.138491532811354	0.209489931411122	0.317325633334893	1.15862104509129	0.200208532300945	0.225521199693219	1.31354661073377	0.102922293484791	0.515973240480955	0.346319541756685	-0.8978811368534	1.24755270514753	1.51487949823887	0.46998034249752	0.45382558119858	0.24981061136007	0.198104682316821	0.201429591013385	0.108987189440804	0.771228109105987	1.70524319048735	0.380200349950938	0.721465309217372	1.46678954079586	0.283486857139869	0.561615863796392	-1.43115208511908	0.132902724735581	-0.874905096874244	0.124132666530121	0.535786685330243	0.22088406184952	0.425470044870171	-0.607557390380255	0.137564079809801	0.174127487029346	0.512647412033322	0.548649723646845	0.151994124014021	0.289883106769434	0.067363084809742	-1.43380049039566	0.131574768865074	-1.28519354633673	0.856237559900165	0.4345463256643	-0.0490121637218797	-1.1952816576701	-1.29023055083109	0.214143604401064	-0.553985642303167	-1.46505041526083	-0.964618502834474	-0.0150395148202335	0.822100056000691	-1.19570580055745	-0.372919224964871	-1.2563627066975	-0.1974833840404	-1.28463075381726	-0.77882485002164	0.73613200893138	-0.868208905114392	0.39016072680036	-1.09744312989707
"SEPT6"	0.187267966363062	1.66015023962266	1.07064779161203	2.03730648124007	1.81481650217577	0.464703052871959	-0.436820296454821	2.55016250990017	0.598890394429579	1.91114557001951	1.52656571792295	1.62352619175568	2.25836507072829	-0.581780698817488	1.95479306287686	0.694373193807133	-0.162591488297709	1.03108132632977	0.288738577819958	-0.272359178266641	1.33188536820107	1.82286116465772	3.90029618274847	1.67912057688484	1.23879192972559	-0.416772729217242	0.225761425367944	-0.745397137548487	0.88794038488068	0.447523432885403	1.09209750211608	-0.469001229239068	1.64433842940734	1.16267207275029	1.93955403941004	1.03120836514799	1.08158656129631	2.92800763734152	2.52552111822714	1.00835035193517	-0.762110247441171	1.56513018051469	1.84620463770338	1.89549987462875	1.59301316067536	-0.983124165566232	-0.0877995154877092	-0.665589059247617	-0.579125203092951	1.02101032110461	1.27367572522438	1.33457583451114	0.6542916841042	-0.645078178679498	-0.33337275000489	-0.132852596612795	0.876077225489795	-0.60026772496003	0.836945675465847	-0.670027941780709	1.55879919428734	-0.272135996251806	-0.753294344325262	0.480372323567897	0.127344911615662	-0.748878997919407	0.0712153041654803	-0.196734484456615	2.07738722258998	0.769205826616665	-0.903598788231632	-0.957365603465259	-0.0305066747798948	0.951291141727174	1.02546090677819	1.66304613270175	-0.43352128613245	3.04225928391085	-0.0621442639960492	-0.204433040497731	1.653387745857	0.509487226079048	-0.508551007219596	-0.362949387825374	-0.376715368310265	-0.0687013089422673	-0.363742585345671	-0.9406274042986	1.2155361698551	1.66494756572826	0.306248223976236	0.606242119510305	1.07768201451303	-0.761142975762231	-0.710155549859971	-0.552211354097795	1.44939683982895	-0.455770910188529	-1.04442648906016	1.62477819407401	-0.790201662603919	1.97146541211552	1.0534530041071	-0.297865259390414	-0.930146812112995	-0.757922522323691	-0.843936473176911	0.997676568859788	0.122517956985276
"CCR2"	1.22532646794135	0.717936977779879	1.17502613527866	0.845088889299528	1.46146528622468	1.37160165075393	0.68347718671767	1.02258017027998	1.12014805790783	1.57939213767554	1.7385732517202	1.40693137666121	1.06332061861074	0.485938486218187	1.41333393308647	0.81030745533359	0.29237611973393	1.70326900161432	1.12582772753633	0.58277396318736	0.2811384133483	0.33221128963179	1.59932454714349	1.41684837294417	1.2964024931732	0.220281398835591	1.08308222253868	1.34651349101309	1.67797332341039	1.30123031964614	1.07803457365649	0.845709547329376	1.64055648657096	0.806767891191001	1.46517670718773	0.432709966241691	1.47089056579708	1.00535534525876	1.077946713968	0.923648810974497	1.19717262911144	1.48061386893558	1.3699219141029	-0.176694521041376	0.651472954535415	0.0946392939750712	0.501421631040676	1.22531752474958	0.189846513971841	1.40814215979811	0.796966795988101	1.07433226845767	-0.0170468907824896	0.895471980003384	0.294970549818222	1.0620389814278	0.887078815306682	0.0643958898832928	0.565913292385725	0.544483757421309	0.639168913326883	0.258689568697679	0.637251928237638	0.852859165162294	1.39015468880008	-0.610261703012528	0.680860223719804	0.428404863738217	1.45905744644338	-0.884501519152103	-1.49811430222965	1.01696939361187	-0.726761544209614	0.355173002370714	0.365207681425074	0.0673978548083069	-0.624117295463639	-0.337448019414903	0.459015555369425	0.584924867544348	0.860687252334487	1.18725046534497	0.190805166671802	-0.31085536073831	0.473229312497272	-1.51895366319797	-0.146609556141106	-1.2972137332601	-0.466288402643513	-1.02336963880519	0.00462202840195218	1.29094679095439	-0.648691627787195	-1.55518567628143	-1.66491018385436	-0.837960283111424	-0.606243069685383	-0.209239636151576	0.375706718996041	0.249325069958183	-1.26156394272417	-0.544358348819129	-1.26177031496564	-0.0803099733764519	-0.686766170881715	-0.763979457043335	-1.85938576113325	-1.8153530339309	-1.09637204743556
"ARRDC5"	1.08355973378233	1.0920669410103	1.37731490356938	1.61346928309948	1.52770506678227	1.01207614993966	1.32791137941773	0.354859538180319	1.27569160435567	1.54114639501338	1.17233523162268	0.89553543896695	1.26685878369534	-0.663926779158383	1.42846833314429	1.53247490737571	1.10563524310694	1.42926444556719	1.00820326112184	1.28409399469432	1.11427852834968	1.25823812297491	1.5945046178698	1.43197192351584	0.536662479100789	0.684481752859418	1.4769636102328	0.431889531160569	0.567425710498887	1.20378217940069	1.4980521877178	0.529687314945684	1.16149110775449	0.425464604225447	1.53515154521733	1.40089793651218	-0.769751493361056	1.46545942761391	0.892869530824387	1.60954587811353	1.51717291404035	1.20706350045871	1.53638691181718	1.13667956020066	0.928858252973087	0.238996955565786	1.32284572467701	0.157904426910744	1.29385143444898	0.607623736555842	1.10760498987264	0.709685338323209	1.09765214244155	1.14331667713331	1.42908868293109	1.16834057339922	0.492149673032088	1.14936784333313	1.52986455576573	-0.857200284058504	1.4446034519176	1.27545710670672	0.332055017028029	1.27286422820403	1.54857166244734	1.3837606615363	1.5724983618161	0.997517723923579	-1.37680430389817	-0.665965194259243	-0.195925962632554	0.971148859439543	0.0439263197015157	0.632625770889088	0.405734851311338	0.864866466120831	0.601343982965648	0.289205960210862	0.000284338592590721	0.141041441943627	0.141358683597185	0.0852868584677647	0.0269277269824255	-0.285914778537774	-1.23591796224892	1.07642955211	1.32951108047848	-1.22316838144671	0.610200523072767	-1.21517785713921	0.443274656075715	0.862514704363462	-1.41500792767953	0.0982146079030255	-1.21116822696396	-1.23522123385303	0.679391257381869	1.09846164839796	-0.890631854213102	0.296441577328742	-0.271665020865416	-0.397576995436539	-1.25794569614147	0.161047738427831	-1.12678693401257	-0.906564917362866	-0.971542007710638	-0.942171285116229	-0.929695292676972
"BTLA"	0.32281966228262	1.05258630993741	1.11435677968536	1.23035160390537	1.22079167876514	1.37870914256372	1.18279714946206	1.28449525713072	1.17169114561559	1.25339515205562	1.26327206726309	1.24779441060614	1.35497732335338	1.20281435221351	1.43387998153902	0.640566444527422	1.06166021473254	1.20152603174182	1.14121120766873	1.00152660751865	1.23910132737874	1.55754128123254	1.33949981323765	1.11223411020862	1.25434303553312	0.479658381307928	1.13144717032337	1.03395747602581	0.792740011337898	1.4221142434395	1.07279350979457	-1.18574289653072	1.11471229866811	1.21209792020387	1.29554766923225	1.19643208268414	1.19746940729886	1.54392148889134	0.651028715417447	1.21851460079464	1.16819506079388	1.03411227917477	1.22243760881673	0.467516768939305	0.384772238401488	-0.876282461495181	1.20226532538749	0.780244941096509	0.810192565500952	1.17826207883092	1.16472098279103	1.02236823712405	-0.464444545742529	1.1897589204913	0.859684506719901	0.575136658801827	0.929931861508902	1.05462130493328	1.16154719736201	1.16350280416072	1.19455038721752	0.725618761247566	0.427090483446674	0.835108816315533	0.451452313274012	-1.26076343624824	1.11522995351237	0.519069219094194	0.724270613993024	0.494474729748065	-1.24080242648167	0.904657889108289	-0.927477638279068	1.15129562014142	0.766208286254649	-0.824721699573676	-0.270561210545767	-1.13988732355566	0.380011107301915	0.464084338192936	0.983647494111865	1.19953163877056	0.654655186617401	-0.433144281392089	-0.844647758656793	0.913119920883545	0.688924244641102	-1.06486635215545	-0.429328779969194	-1.35108881127032	-1.00247117023439	0.372271771969904	-1.11029582591007	0.93244822257578	-1.26176130619191	-1.23657048092824	0.14375579985212	0.682175574601656	1.20310496999721	-0.173111057979781	1.17815133010257	-1.69416879792377	-0.0679779097338346	0.135316131393088	0.395652537353401	0.0203806483521558	-1.25024482508639	-0.629328888777018	-0.831989942691748
"SIT1"	0.0677617410529253	1.14392689950736	0.517329428423764	1.34017084082414	1.67603493184238	1.32058024702352	1.60741942826519	2.41900124198123	0.184560477391159	0.680070995177707	1.31555163905926	1.35502145400921	1.96045300386626	0.880459938248724	2.05420738763959	0.918211256727358	0.907241494689678	1.31096925787025	1.14800011278825	0.300012120257142	1.42442778560496	1.61263430554338	1.26572184482592	1.20759591602343	1.31877130057472	0.205905625078242	0.531069305022603	1.28201107558974	0.639272112781036	0.427764589179014	0.95773640489268	0.160183224235139	1.50363614011338	1.26713740595216	0.932306576915048	1.24629365492892	1.58309703847011	1.07273337314743	0.892087997119509	1.2008332535158	1.41502469699299	0.87085607297822	0.536421051223624	-0.0820130415116495	0.275021426755624	0.316953402328078	1.31296144176079	0.755109472216066	0.616193549113889	1.25079016503173	0.8839902431804	1.26081789494708	-1.56922590763977	1.12158916429265	0.466973149832785	1.11093371312166	1.3534605919203	0.547916932642305	1.06793277232368	-0.0458719265986408	1.15980455899988	0.492178357871511	-0.0243115464584839	1.3291387863865	1.48583629893619	-0.43319992779928	1.04345938977299	0.976038823394055	0.406690492476174	0.110115662217745	-1.29231898888932	-1.13817462422351	-1.03259648635937	1.42520179013462	0.612480472142195	-0.818283660959142	-0.199658077103199	0.474403390164728	0.821541939637938	0.482006144110433	-0.79155164458171	1.29848718751348	-1.47505387446311	-1.40949549352513	-0.700304254094957	1.09276366644682	0.547299288000476	-1.3068999918332	1.33800630398196	-0.23370542520242	-1.88930584673801	1.03305274982608	-0.796186789797475	-1.17678574122239	-0.507602449898262	-1.30758820836744	-0.677104400249926	1.26425131181548	1.17734886945913	0.444719153876599	-1.23037899484382	0.338333340156143	0.678581443397484	-1.0651153529435	0.579434696915124	-1.4751696712448	-1.35044294533294	-0.617755962576622	-0.858076920549594
"TLR9"	1.32121382294913	1.35821318121826	0.535029261855374	0.209339386847912	1.34401018253679	0.690103175261618	0.451887310636114	1.67486909112647	0.828341157786261	1.33253623026868	1.41763095403947	-1.051407787852	1.55856442952079	0.962109175979873	1.32792296479188	1.32511757362902	0.73332003380564	1.31594590220031	0.382310825510231	1.43173504536046	1.37594533819665	1.49618441359558	1.57536769896203	1.424062465804	1.38768834892582	1.24892449346945	1.41412567139034	1.09783953818433	-0.520115299651221	1.33642113943727	0.599843954136941	0.151221662193173	1.32033291152438	0.480270372727039	1.75211552752923	1.53768815756304	1.29426139365587	1.6573359451087	1.6301144196698	1.47519943503014	0.880384982366901	1.29576593901906	1.36392438669796	-0.443168886686059	0.467048080847676	-0.775687800010443	0.670088275251623	1.31635033767035	0.219290680007998	1.43667280587061	0.468109179155448	-0.794982825528556	0.325791075411932	1.28824272401088	0.236036276370066	1.18169750774564	-0.707471656896254	0.808430268768521	0.636066632054441	-0.609147432727918	0.223064603034113	1.35376194551175	-0.269198457314919	0.438361465949933	0.564349945803775	-0.845741050697539	-1.23984227901105	0.428035337303554	1.02811537286501	0.246392898386922	0.258137410407806	-0.88451248388503	0.234463623463534	1.34095781171622	0.579173725017782	1.4859988280316	0.400528402192547	-0.451525223195102	1.34672986604468	0.84374664905777	-1.11764251302127	1.39538798534665	0.290215979457163	0.505406097569735	-0.511282917454465	1.31989991381814	-0.111181479978862	-1.09154773393021	1.61168157730021	1.38520098795101	0.719767894590013	0.666085390571855	-1.13187190450759	-0.875515498154172	1.40251252395168	-0.034975112503699	-0.61101726692386	0.646894402375241	-0.99145214120499	1.4375496579358	0.623518354031866	-0.825200779302888	1.344351455885	-0.0862968755177556	0.695795845695715	-0.834348447035693	-0.963144148031988	0.512817115513681	1.17625013574906
