"DLBCL10849"	"DLBCL11257"	"DLBCL11682"	"DLBCL11574"	"DLBCL11271"	"DLBCL10996"	"DLBCL11472"	"DLBCL10860"	"DLBCL10535"	"DLBCL11448"	"DLBCL11587"	"DLBCL11469"	"DLBCL11429"	"DLBCL11483"	"DLBCL11480"	"DLBCL11656"	"DLBCL10922"	"CTSP.B02B"	"DLBCL10857"	"DLBCL10870"	"DLBCL11497"	"DLBCL10872"	"DLBCL11479"	"DLBCL11473"	"DLBCL10955"	"DLBCL10538"	"DLBCL10509"	"DLBCL11184"	"DLBCL10529"	"DLBCL10921"	"DLBCL10879"	"DLBCL10865"	"DLBCL11675"	"DLBCL11655"	"DLBCL11496"	"DLBCL11468"	"DLBCL10835"	"DLBCL10883"	"DLBCL11475"	"DLBCL10859"	"DLBCL10891"	"DLBCL11463"	"DLBCL11476"	"DLBCL11494"	"DLBCL10885"	"DLBCL10871"	"DLBCL11262"	"DLBCL10971"	"DLBCL11467"	"CTSP.ACYV"	"DLBCL10450"	"CTSP.B02I"	"DLBCL11188"	"DLBCL11517"	"DLBCL11258"	"DLBCL11453"	"DLBCL11462"	"DLBCL11662"	"DLBCL10867"	"DLBCL10477"	"DLBCL10861"	"DLBCL10490"	"DLBCL10850"	"DLBCL11436"	"DLBCL11446"	"DLBCL10936"	"DLBCL10897"	"DLBCL10978"	"DLBCL11534"	"DLBCL10932"	"DLBCL11208"	"DLBCL10851"	"DLBCL10844"	"DLBCL10970"	"DLBCL11661"	"DLBCL10458"	"DLBCL10928"	"DLBCL10517"	"DLBCL10913"	"CTSP.AD28"	"DLBCL10985"	"CTSP.AD4F"	"DLBCL11455"	"DLBCL10522"	"DLBCL10565"	"DLBCL10782"	"DLBCL11186"	"DLBCL11581"	"DLBCL11673"	"DLBCL11560"	"DLBCL11520"	"DLBCL10554"	"DLBCL10545"	"DLBCL11589"	"DLBCL10493"	"DLBCL11683"	"DLBCL11562"	"DLBCL11559"	"DLBCL11577"	"DLBCL11571"	"DLBCL10494"	"DLBCL10549"	"DLBCL11585"	"DLBCL11558"	"DLBCL10523"	"DLBCL10459"	"DLBCL11531"	"DLBCL11428"	"DLBCL10541"	"DLBCL10465"	"DLBCL10555"	"DLBCL10484"	"DLBCL10501"	"DLBCL11206"	"DLBCL10456"	"DLBCL11651"	"DLBCL10454"	"DLBCL10498"	"DLBCL10553"	"DLBCL11672"	"DLBCL10514"	"DLBCL11447"	"DLBCL10472"	"DLBCL10473"	"DLBCL10528"	"DLBCL10544"	"DLBCL11569"	"DLBCL10519"	"DLBCL10470"
"MRGPRE"	8.66433757046456	0.594275041100361	-0.254106010197528	0.920460850205463	8.13569683526133	-0.254106010197528	0.205032103783346	0.517475488684118	1.73767449420648	0.41813443082122	0.324315734347866	0.457516288110844	0.294920780605122	-0.254106010197528	-0.254106010197528	0.580303090874976	0.648525049040131	0.766333451374769	-0.0643439466705269	-0.254106010197528	0.719825250918796	0.700324161521652	1.12517046886062	0.447070628942548	-0.254106010197528	0.871916727427291	0.660934446365197	-0.254106010197528	1.57041431214677	8.01806727397706	0.470423638659805	0.749790731342819	-0.199280211029893	0.451197654395811	1.2696174629933	-0.254106010197528	0.60264089739891	0.875808380796327	0.578700484567196	0.616088219487993	-0.254106010197528	-0.254106010197528	0.417442730246442	0.469444537629304	0.72888479357264	-0.254106010197528	-0.254106010197528	0.647476693088476	3.66137541760897	8.60487299702884	-0.254106010197528	-0.254106010197528	0.409977722315497	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	2.11365376219694	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	6.78948159396809	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	2.9713115213347	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	2.3108471911399	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	1.47967941957487	1.78480309947779	-0.254106010197528	0.894260292118369	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	0.657959035329173	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	3.06903394616927	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	5.8193553347144	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	-0.254106010197528	1.90568062653859	-0.254106010197528	-0.254106010197528	-0.254106010197528
"LOC100130673"	2.46477073483931	1.84957450461785	2.96746118279246	1.82940714612304	3.24846536473376	3.19132931950823	2.41841325549897	0.517902422294333	0.66355856916733	0.355081420457287	0.206452937051461	0.658782061359206	3.0221366837714	0.160581202867226	-0.303224332987056	-0.211961264391141	1.84235392361379	2.19603463540471	-0.56301537135926	-0.0876419204950794	1.86545515070974	1.87052216746914	2.03721873498203	0.311163257324705	0.197700767603108	0.341882818903218	1.34967876183317	0.171606870430545	-0.381435882761294	1.6030559944221	1.85187099529164	0.647794701969538	1.47955624444818	0.692339214068216	0.0763980850817699	0.626988415396384	0.539509972851443	0.363371407910331	1.82604547347479	0.00459052251140434	0.41379362607642	0.278796882405981	1.84445680382901	1.85264805143575	-0.182391949164362	0.00383731509112812	-0.179318415110644	3.26198271989797	1.92893881463534	1.83930158012509	2.17919842374542	1.93959273437566	-0.646160250159778	-0.646160250159778	-0.646160250159778	-0.646160250159778	1.74096976943479	-0.646160250159778	1.87155409876015	-0.646160250159778	1.99406294828876	-0.530783967337105	-0.53399954526825	2.55613478096594	-0.646160250159778	-0.646160250159778	2.11312658552435	-0.646160250159778	0.00382930665096411	-0.562499449561665	1.92272072283453	-0.0575659219139894	0.199899611151424	2.83482566866666	2.18124741758776	0.180766272123728	1.99243650012157	-0.646160250159778	1.50473661050103	-0.646160250159778	0.282803507802884	-0.646160250159778	0.659537137256335	2.06931648094917	-0.646160250159778	-0.646160250159778	-0.646160250159778	-0.646160250159778	0.321059878261343	-0.646160250159778	1.86525806798981	2.25206748008292	-0.646160250159778	1.50220645119891	-0.646160250159778	-0.646160250159778	-0.646160250159778	-0.646160250159778	-0.545647331566024	-0.61857819025441	-0.646160250159778	-0.646160250159778	-0.646160250159778	-0.465817085012166	1.92904240390828	0.411963258367611	-0.646160250159778	0.0709639975202696	-0.646160250159778	-0.0465333671213658	2.08461472231868	-0.646160250159778	-0.251135605378243	-0.221723655068045	-0.646160250159778	1.50125174408367	-0.646160250159778	2.09468904160442	-0.646160250159778	0.0338127055282809	0.559984520069944	-0.0888511051555443	2.05461638404928	-0.506660904223804	2.16483361404434	1.89199940592868	-0.646160250159778	2.0623013847616	-0.646160250159778
"SSX8"	1.72744688458851	2.33876573299308	2.10499892145614	2.31041566656011	1.17291335221214	1.70550774383003	1.74083144666105	-0.258604345508821	2.31757510304785	0.639642183700682	2.31638527439894	0.00157229835657471	0.695716776743357	-0.181253980383915	-0.389027720933811	-0.271681329111197	-0.186890454892115	-0.139711949197073	2.20068068343355	-0.627276955166224	2.28498219214404	0.703907360728597	2.35186372675504	-0.0472923249227049	2.71415579293296	2.27641181662433	2.33677863476107	0.185626938868738	0.357412900775335	1.7630537933634	2.33571412909962	0.742631132453475	0.637846628274526	-0.00556381977868945	2.32161770057918	0.375113503772055	2.32836850542343	2.28043513106224	-0.347906474398156	-0.307285352994604	-0.627276955166224	-0.51747002273303	-0.293543721434841	2.32718810962441	0.0826789296700992	0.0920202770075951	2.26862338804217	1.73115242339163	3.04645954760202	1.85194091463374	2.32521737927665	-0.598464562314555	-0.627276955166224	-0.455797969877325	-0.627276955166224	0.218830348724551	-0.450756270515119	-0.627276955166224	2.30508391930647	-0.627276955166224	1.3437654275569	0.0670184058807968	-0.0612568836686621	3.32139664751088	-0.627276955166224	-0.627276955166224	-0.446454850648781	2.4286681534382	0.921560138649958	-0.627276955166224	2.32439866160449	-0.561745820348928	0.148535758093656	2.35109156911733	2.23239528774447	0.91374566283381	-0.444757005697317	-0.627276955166224	-0.444817422196028	-0.627276955166224	0.372358172496844	-0.627276955166224	-0.627276955166224	2.35185419583891	2.26610233079125	-0.563118267240092	-0.627276955166224	-0.627276955166224	0.0653333097713295	2.30541731869425	2.41568899306156	2.43511099669487	-0.627276955166224	-0.306254529790415	-0.627276955166224	1.85662492217073	2.23505733839386	-0.627276955166224	0.403652608129708	0.399430325602984	-0.627276955166224	-0.627276955166224	-0.627276955166224	2.40392901814699	2.5911107354749	2.26823414837172	-0.335484046492074	-0.432070404704902	-0.627276955166224	-0.158826881911967	2.35244031450726	-0.627276955166224	2.39790980529015	0.0181968453014879	-0.627276955166224	2.53082439726814	-0.627276955166224	2.36910421508167	-0.611615691698174	-0.110094197773285	0.32139359343506	-0.354229166324324	2.35645348194336	-0.627276955166224	-0.401770726587567	2.54973475496287	-0.627276955166224	2.31486057177549	-0.627276955166224
"LOC91948"	0.316748924843252	2.52144661893326	-0.36810978857257	2.63041051606646	-0.36810978857257	0.231959899435299	1.02128970011429	2.41837473286347	2.50194301730891	-0.36810978857257	2.688392256376	2.5372962840205	0.991060353631915	-0.36810978857257	-0.36810978857257	2.51178750376355	2.4872193417683	-0.36810978857257	-0.36810978857257	-0.36810978857257	2.49575878361527	-0.36810978857257	2.54232780606168	2.2510476300363	0.371461034542006	2.47685481780968	2.49830444197537	-0.36810978857257	-0.36810978857257	0.974655539499699	2.55608476792622	-0.36810978857257	1.05494705153219	2.64830233870428	0.956851775393477	2.66368972669274	2.45685459481722	2.41525777462122	2.51745281574341	2.50548053549571	-0.36810978857257	-0.36810978857257	-0.36810978857257	2.58594410840992	1.03205133615242	-0.36810978857257	-0.36810978857257	0.29098814905432	-0.051133680127319	0.223282462821355	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	4.43909904142111	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	3.15487884377701	-0.36810978857257	-0.36810978857257	-0.36810978857257	2.62011926915297	4.55784953854402	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	2.57957010439465	-0.36810978857257	-0.36810978857257	-0.36810978857257	3.13974575578332	2.51236168946365	2.56982559295319	-0.36810978857257	3.89690231634527	-0.36810978857257	4.62634102837245	-0.36810978857257	-0.36810978857257	-0.36810978857257	2.73345321159422	2.58858583391755	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	3.2636239512126	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257	-0.36810978857257
"LOC729141"	2.50042296068166	1.98605981884987	4.80386577010126	2.35283847696538	0.198011804016451	3.16318584103757	-0.0728302828586431	0.168679958595415	0.520176342650788	0.196775954574238	0.156959979694903	0.318584428248819	0.974226225996326	-0.141290171204061	0.247121658619002	0.0715017611051208	2.0009707686325	0.241886780758883	4.79252220047133	-0.196791710419789	1.25730339605773	0.315364826546494	2.32468542547472	0.149362551613868	0.911968561412135	0.307261846376511	0.757561084357143	0.230382596238406	0.159226209564743	2.5187130905737	1.11184260201317	0.257126264579109	1.16173695198526	0.188187627505895	0.2452786512061	0.176325063274799	0.592957952298748	0.80897513194337	0.094018037997448	0.298510873932954	-0.0412068574301771	0.103426302013897	0.0481096554336758	0.314004784758627	0.179157798880221	-0.0775058280107923	2.13079369930741	2.10490751285525	2.14295764957407	3.11073292909344	-0.937958567617413	-0.0115150076948742	-0.937958567617413	-0.597767556403949	2.20273454280005	-0.636649891971909	-0.224800658494267	-0.937958567617413	0.248280450314425	-0.790207245349921	-0.344344284590921	-0.747625906540873	-0.332523426548867	3.09380190996281	-0.927461694252961	-0.937958567617413	-0.286771255402215	1.97045221279649	0.100682114576619	-0.937958567617413	2.11572194356921	0.149547028434482	-0.035055106673824	2.35579061157729	2.25728573296162	2.09900110773664	-0.734358106192453	-0.56170027275312	-0.388437182915818	-0.937958567617413	0.818219627894132	-0.446572344259411	-0.278231273181248	-0.395408857910928	2.00074613143632	-0.766616404025232	-0.770833307478195	-0.339537044609907	-0.0406593565755548	0.609792715210759	2.23354556726857	2.09056830115839	-0.937958567617413	-0.0360661960345647	2.10628868276571	-0.297195168605678	1.98339976826309	-0.245816876012876	0.100658706325624	1.95695936709962	-0.849767375453755	2.21884716718002	-0.369930218656117	-0.297530166007497	0.430761009837007	-0.0724778329511936	-0.0651797711173841	0.401800481716809	-0.937958567617413	0.829103150956587	-0.122314080649911	2.23737427416448	-0.807974957140028	2.10259051045978	-0.76353586776722	-0.230053938701021	2.01789107446394	-0.937958567617413	2.06504439859896	-0.138013372178083	0.632412420829632	-0.0792673135056147	1.9855360055691	-0.937958567617413	0.241174519824877	-0.937958567617413	-0.795524542653957	-0.82256842253422	2.00284255590393
"LOC100288976"	-0.40192994089368	2.10453387534498	1.14197776054815	2.11062257014009	0.801227859041126	2.18903719288871	0.888145769365544	2.55742709111346	0.178499445725174	-0.0541042625696379	1.84137060481178	0.771216029800084	0.956565409715157	-0.0158625726256293	0.598437227694554	1.52635437273569	1.69598840472216	-0.270310495072549	1.09471830505014	-0.370633235387818	2.11993563418902	-0.0840018393001957	2.08563529849833	0.219550464868687	-0.305860857722241	1.40791010632677	1.99507194176216	1.25807414824199	0.764892099821301	-0.0254426808766003	1.55249339971115	1.87177657075357	0.989163498333218	-0.251405465633885	3.93661738854225	-0.0069983392424753	1.50340131509821	2.17952555530678	-0.527360243876031	2.12388538124575	0.907998468829011	-0.21637682843972	0.0759441846017638	2.35511017040191	0.184102365134168	2.09980605543621	-0.377335479330676	0.79580811244113	-0.134060199233198	-0.367101479533293	-0.545501804515521	-0.498144229734453	-0.337187733304224	-0.554387759023926	-0.452100681410745	-0.687255489195837	0.0917579483584535	-0.288807060418434	-0.28934177026549	-0.445200453065903	-0.279642350755094	-0.523208229316001	-0.524304817304881	-0.235455183610781	-0.247637818080194	-0.351916977190096	-0.331122065465934	-0.236428634604644	-0.0750645229783033	-0.507418852321283	-0.297967309661949	-0.519938199827688	-0.173854935303207	3.83606354174382	-0.371920616837833	2.90576413465832	-0.435615359114946	-0.318777173078128	-0.129457111084397	-0.255290633246289	-0.597856308585782	-0.501305675668685	0.098260301223702	-0.39735231856958	-0.313727057068234	-0.592670280152552	3.68801567304188	2.10540449589818	-0.000673043407567465	-0.486247571439597	2.43909167380992	2.95938563448062	-0.532719269292621	0.113173860881751	-0.31008033387343	-0.48917621462983	-0.546202816547024	-0.460935168135323	3.88719555778548	-0.538624102586358	3.73641376097394	-0.503829824146782	-0.482381261111453	-0.678579126595212	2.61637988899902	-0.269062875685767	-0.499500831237946	-0.35962116935295	-0.309697127394709	-0.22611121199458	3.4148391734179	-0.477296699832171	-0.401279533645835	3.49694278550871	-0.284566188153416	2.13621895999043	-0.38707784935465	-0.358503333207065	-0.317093281921332	-0.336072702208171	0.116091068059247	-0.44138515404129	2.29238960853043	-0.524815468523599	0.353338891481796	3.58122172892912	-0.300912899132789	-0.507261973324919	-0.576073549420898
"POTEA"	-0.303469637010922	2.17880748425516	-0.303469637010922	2.03555410035841	-0.303469637010922	-0.303469637010922	-0.303469637010922	1.5770874432414	2.07002709467259	1.78328906466499	1.62757583400358	1.60952707301093	-0.303469637010922	-0.303469637010922	1.59610421476441	1.98554077631554	1.70506434358732	1.7963173317458	-0.303469637010922	-0.303469637010922	1.72744881726165	1.60247976106953	1.71537238710779	1.89639981103883	-0.0674801726453862	2.1976521637423	2.02761863477477	-0.303469637010922	-0.303469637010922	0.416382541579268	1.93328800485299	1.2205782713322	-0.303469637010922	1.70829363501685	1.77871119038353	-0.303469637010922	1.46794332422565	2.23033670331562	1.62060635209137	1.672541488049	-0.303469637010922	0.768811443995722	1.70387222388571	1.86754014516537	1.66657176283316	-0.303469637010922	-0.303469637010922	0.158454603860411	-0.303469637010922	-0.303469637010922	1.53143215295743	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	5.13745955117443	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	6.20916084702834	-0.303469637010922	-0.303469637010922	-0.303469637010922	1.83904723448549	-0.303469637010922	5.09445917684606	-0.303469637010922	-0.303469637010922	-0.303469637010922	4.15628881528333	-0.303469637010922	-0.303469637010922	-0.303469637010922	3.29368502634771	-0.303469637010922	-0.303469637010922	-0.303469637010922	7.099809152278	-0.303469637010922	2.97754387325193	-0.303469637010922	3.19276823903691	-0.303469637010922	-0.303469637010922	-0.303469637010922	3.15456819542289	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	3.07881606715113	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	-0.303469637010922	4.29253881452956	1.16269520748645	-0.303469637010922	-0.303469637010922
"GRIA2"	0.894218402062126	2.85740660905935	0.891031030387865	0.825993175830033	1.05748409325592	-0.499165574994789	1.07425057978333	2.54192879927289	1.18289413967925	0.404785318999555	2.57628714304462	2.576029536381	1.12827567374806	2.61887346703484	0.277290197363661	0.927365452871567	0.545865839852324	0.953757432777019	-0.499165574994789	-0.499165574994789	1.05207328395661	0.105511080399641	2.6441950816872	2.53952613170771	-0.499165574994789	1.18480576485004	1.05230278662999	-0.332785520988756	0.0661578804505787	1.28873370033561	1.17875246707495	0.715266926689823	2.59504553060179	0.255802625849841	2.57795272003996	0.0728883208151959	0.7386978300361	1.10320843314045	0.628723215889784	0.43148354247563	0.189518026567237	0.0306190531473175	0.22706601943168	0.634340609450655	0.477829644905924	-0.466569799125532	-0.499165574994789	1.09973131770917	0.84485121476135	0.993883608273439	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	2.54813101524525	1.48954666838969	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	1.7912895038938	-0.499165574994789	0.855754907273568	3.12005735075384	-0.499165574994789	-0.34369380814114	-0.499165574994789	-0.499165574994789	-0.468465899623269	-0.499165574994789	-0.499165574994789	-0.499165574994789	0.0132980856307456	-0.499165574994789	-0.499165574994789	2.61149032969043	2.58274938801872	-0.499165574994789	2.54088945514977	-0.499165574994789	2.58245101461514	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	2.544888290366	2.68376380654156	-0.499165574994789	-0.499165574994789	2.61125398003685	2.60463920963603	-0.499165574994789	-0.499165574994789	2.74162873732955	-0.499165574994789	-0.499165574994789	3.10143652609373	-0.417307781672969	-0.499165574994789	0.462561097274458	2.54781890984208	-0.499165574994789	-0.499165574994789	1.02971367069428	-0.499165574994789	0.982328708602354	-0.499165574994789	-0.499165574994789	-0.499165574994789	-0.499165574994789	0.910278129689576	2.74278030126675	-0.499165574994789	-0.499165574994789	-0.0562454947369728	-0.499165574994789	2.80666237167344	-0.499165574994789	-0.499165574994789
"C2orf78"	0.142940947885222	2.88897027277275	-0.17495939775597	1.83537767280645	-0.454837593050734	-0.259556397205446	-0.391511419388044	1.36285947341801	1.35512099264326	0.848431419067668	1.35019621042519	1.5956659645689	2.37852912525745	0.514834662969178	1.59833971912755	0.941835613199727	0.806310244504838	0.843661895137067	0.413632163116277	0.30773078169192	1.42328327816645	1.30415732575833	1.45619266471215	1.24610630718631	0.187082749801592	1.04908501500518	1.58455683045536	0.666891715944934	0.825764597858839	-0.220562793545518	1.73365824303028	0.513894446932582	1.40367344770336	0.999412914467821	0.830561444793772	0.426987675356544	1.48861707664797	1.509412617835	1.15475011124453	0.930896904654398	1.3037097138146	1.38878753374044	0.636927110368479	1.87837054367514	0.98447726987495	0.102582185199253	0.226311272979338	0.510402386206581	-0.684928872631427	-0.223398893965815	-0.468855937372478	-0.27004019707011	-0.636957527464736	-0.291072029386664	-0.40947275412873	-0.660539313198404	-0.65745393295353	-0.564271084374215	-0.0750608798533533	1.68377422436354	2.65806357542298	3.01715287619065	-0.341131181003931	2.73396220112964	-0.393118768509796	3.10782225359757	-0.0210591285625369	2.96997936267433	-0.665520925502806	-0.693049683012761	-0.277347230613762	-0.480345082302822	1.40899140295517	-1.16689506913573	1.98706190681827	1.75736927290618	-0.956252449934253	0.188140611846771	0.053330042180414	-0.563360428971945	-0.440968298538437	-0.555281180439499	0.773719017711034	2.26228343278863	-0.65436467452971	-0.189522109193371	-0.0773312810932402	-0.356017987337019	1.1322751933591	-0.573734664818861	2.99736360584924	2.07016103337285	-0.781027447402518	-0.0884576012525903	-0.849392794408558	-1.06537508387054	-0.385081328567574	-0.769646950407813	-0.203667293546443	-0.952686521074901	-0.890640122929815	3.15993305317641	-0.439959368556862	-0.104233760168395	2.34015241290195	-0.927833546839688	-0.196002090234812	-0.304001164655294	-0.677443994486068	0.16560702120778	3.26700932046608	1.44942186817294	1.61347549906247	0.368772532863778	-0.145911287138103	1.61591724384794	-0.407487884248006	-0.478004026170709	2.35282631101242	-0.0454770234741285	1.35855260480231	-0.355117634924408	2.69969864008957	2.15865648866644	2.26696739720281	-0.366204761316871	-0.559327109402246	-0.178971712512883	2.47118131514964
"C14orf25"	2.0461441570618	2.82962866198946	-0.51252590664666	2.41288910023258	-0.51252590664666	-0.51252590664666	0.347971576323442	1.13797602951046	2.08967796088408	0.823416905184725	1.20463483316635	1.25356188550478	0.723866297247064	-0.172966001508402	0.244231465498604	2.59227052654207	1.05697445884861	0.509375668546392	-0.497039552151429	0.160289403353094	2.33948522899515	0.798337281866245	2.52509596013639	0.941197658787341	-0.51252590664666	1.68797497802148	1.61195555612666	-0.51252590664666	0.332670650515104	-0.254341149500098	2.36041944999127	0.607430955122244	-0.51252590664666	2.6623946224706	2.83824228799289	0.369465512060184	1.47896889939533	1.61902763114841	1.17229408430985	0.674091814778194	0.464074871411845	0.481591602065424	0.528902200949844	1.27732941502091	0.869350814638617	-0.358376234958078	0.0609836916886295	-0.51252590664666	-0.51252590664666	2.09843272984276	-0.51252590664666	-0.51252590664666	-0.51252590664666	-0.51252590664666	-0.51252590664666	0.282170314562868	2.50847971472034	-0.51252590664666	-0.51252590664666	-0.51252590664666	-0.372921176484002	-0.444360629334821	2.3801936513705	-0.51252590664666	-0.51252590664666	2.38501578506823	-0.276661966233778	3.1626281538893	2.57514394436571	-0.51252590664666	2.31213640171789	-0.51252590664666	2.60147151960406	4.62648753126542	-0.51252590664666	0.911094684439653	-0.51252590664666	-0.51252590664666	-0.51252590664666	-0.51252590664666	0.705608144938018	-0.51252590664666	2.40907241967182	-0.51252590664666	-0.51252590664666	-0.51252590664666	-0.51252590664666	-0.51252590664666	-0.51252590664666	2.31702331783893	2.91395754628664	2.98791217306783	2.7426159910604	-0.51252590664666	-0.51252590664666	2.3559339147825	2.54577518680017	-0.481826280985319	2.7518197611017	-0.51252590664666	2.72849971205941	-0.51252590664666	-0.324236180667499	0.162136935459848	2.68532493682342	-0.51252590664666	3.34675550699298	-0.51252590664666	-0.51252590664666	0.0233754223401526	2.96311418071318	2.42916338701548	-0.51252590664666	2.75574263759344	2.34678400072465	2.46833909105309	-0.51252590664666	-0.51252590664666	-0.51252590664666	0.6539630234647	-0.51252590664666	0.264724194549466	2.84759507632219	-0.51252590664666	-0.51252590664666	2.29503518386008	-0.51252590664666	-0.51252590664666	-0.51252590664666
"DEFB126"	5.684274619532	-0.140951916551258	11.1170179259236	-0.140951916551258	-0.140951916551258	6.16505170966426	0.359860794858789	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	5.70276309108794	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	3.29033785358217	-0.140951916551258	-0.140951916551258	5.93244512422184	-0.140951916551258	2.90923878676192	-0.140951916551258	-0.140951916551258	7.23093437602294	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	1.04864543032433	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	3.28763273165864	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	1.0974641423673	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258	-0.140951916551258
