"TCGA.22.1016.01A.01R.0692.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.44.6777.11A.01R.1858.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.55.8207.01A.11R.2241.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.91.6830.01A.11R.1949.07"	"TCGA.05.4410.01A.21R.1858.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.38.A44F.01A.11R.A24H.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.44.7659.01A.11R.2066.07"	"TCGA.44.7671.01A.11R.2066.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.50.5942.01A.21R.1755.07"	"TCGA.55.6983.01A.11R.1949.07"	"TCGA.55.6983.11A.01R.1949.07"	"TCGA.55.7725.01A.11R.2170.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.62.A470.01A.11R.A24H.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.75.5146.01A.01R.1628.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.91.8496.01A.11R.2403.07"	"TCGA.96.8170.01A.11R.2296.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.99.7458.01A.11R.2039.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.22.4591.01A.01R.1201.07"	"TCGA.34.8456.01A.21R.2326.07"	"TCGA.37.5819.01A.01R.1635.07"	"TCGA.37.A5EN.01A.21R.A26W.07"	"TCGA.43.7658.01A.11R.2125.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.50.5931.01A.11R.1755.07"	"TCGA.55.8087.01A.11R.2241.07"	"TCGA.55.8620.01A.11R.2403.07"	"TCGA.56.7223.01A.11R.2045.07"	"TCGA.56.A5DS.01A.11R.A27Q.07"	"TCGA.58.8390.01A.11R.2326.07"	"TCGA.60.2695.01A.01R.0851.07"	"TCGA.60.2721.01A.01R.0851.07"	"TCGA.63.A5MB.01A.11R.A26W.07"	"TCGA.63.A5ML.01A.31R.A27Q.07"	"TCGA.63.A5MW.01A.11R.A26W.07"	"TCGA.66.2756.01A.01R.0851.07"	"TCGA.75.6211.01A.11R.1755.07"	"TCGA.77.8009.01A.11R.2187.07"	"TCGA.77.8128.01A.11R.2247.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.78.7161.01A.11R.2039.07"	"TCGA.85.7950.01A.11R.2187.07"	"TCGA.85.8052.01A.11R.2247.07"	"TCGA.86.8358.01A.11R.2326.07"	"TCGA.98.8021.01A.11R.2247.07"	"TCGA.L3.A524.01A.11R.A262.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T6.01A.32R.A262.07"	"TCGA.O2.A52S.01A.11R.A262.07"	"TCGA.O2.A5IB.01A.11R.A27Q.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.73.4662.01A.01R.1206.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.MP.A4T9.01A.11R.A24X.07"	"TCGA.22.4595.01A.01R.1201.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.33.4533.01A.01R.1201.07"	"TCGA.34.5239.01A.21R.1820.07"	"TCGA.34.5241.01A.01R.1443.07"	"TCGA.37.A5EM.01A.21R.A27Q.07"	"TCGA.44.4112.01A.01R.1107.07"	"TCGA.44.6775.01A.11R.1858.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.50.5946.02A.11R.2090.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.55.7815.01A.11R.2170.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.60.2703.01A.11R.2045.07"	"TCGA.64.1679.01A.21R.2066.07"	"TCGA.64.5815.01A.01R.1628.07"	"TCGA.66.2788.01A.01R.0980.07"	"TCGA.77.8008.01A.21R.2187.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.85.6561.01A.11R.1820.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.85.8288.01A.11R.2296.07"	"TCGA.86.6562.01A.11R.1755.07"	"TCGA.90.7767.01A.11R.2125.07"	"TCGA.92.7340.01A.21R.2045.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"TCGA.05.5425.01A.02R.1628.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.55.6970.01A.11R.1949.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8090.01A.11R.2241.07"	"TCGA.56.7731.01A.11R.2125.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.66.2734.01A.01R.0980.07"	"TCGA.66.2800.01A.01R.1201.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.J2.8194.01A.11R.2241.07"	"TCGA.O1.A52J.01A.11R.A262.07"
"LMOD1"	3.81684392450117	4.53842395220857	5.1448453334617	4.13631699070618	5.18731269831404	3.74848495800305	4.55547972541154	4.11774384787036	3.79687736775207	4.52805078628899	3.07072511253181	4.15292440567317	4.65347995083501	4.96931174298134	4.14253475658357	4.75980467441511	3.57526475420945	4.59200266781965	4.86683400691082	2.027540143369	3.37059900913512	3.81573248012708	5.04622739216338	3.6195735110797	3.16930303502284	2.22146428733026	0.950174036232106	4.00106920362888	3.90394002200545	2.13683843917758	4.36377936943848	2.82443132011784	4.05455888842598	3.37458790046992	5.61226448732291	2.76229019318137	3.60054302158699	3.02233798562388	3.49119872909028	2.23044025617653	2.34793977749819	4.58066552283109	1.15217135126444	3.20224285568553	1.50990023418327	1.5552393603552	0.879006699772709	1.48367837344608	2.83061514697407	3.65267866051104	1.8321712783185	1.29259843761624	3.03165915350126	1.84393526731815	2.15006579760603	1.90578930490787	1.79669141599007	1.49773155367499	2.28330585119914	2.43124330066513	2.60966786202002	1.18324558465721	3.29697636319316	3.18968949130783	2.59087698871809	2.61995283136876	1.56923453581022	2.51568346426514	2.54766129046859	1.2022699852797	2.22705566829322	2.28612122431894	1.06937682957953	1.43502905836803	1.92612025105666	2.39227655571588	2.81499016189507	3.46474815451075	3.55656287323654	3.52872456701441	2.84353985696819	2.30385170563409	2.05561809834857	2.29156345506247	2.97725400401716	2.27419704515786	2.566818659547	1.40681014985601	2.83281453302443	2.28488740969712	2.66919196405411	3.15684332361089	2.7829918400564	2.53007918685815	3.61183864108679	2.02515340365427	4.0238069708279	2.90555941863117	2.84514283167746	3.01723838710994	3.96293904026802	3.45152613042474	3.16007467704602	4.27005427327935	4.48436531541379	1.93378362158379	3.22892775523108	3.76612284982914	2.74099379887128	3.63577148371382	2.45174438079839	3.29919036487684	3.51985897226219	2.90233041410462	3.2832085175048	2.26436785013462	3.40401424550528	3.38279712099033	3.19753571537335	2.46804288609589	3.20454647849001	3.93892765585466	1.97951362829448	3.83902326949315	2.59890606505996	4.30556430544473	4.41372641941191	1.89507812773179	2.11234595933295	2.20357856617445	2.85385236471625	3.57725996485986	1.80567885033944	2.48613586693966	3.23917554410366	1.65019295072313	3.17248731829473
"CHRDL1"	4.59415103400303	5.89928004306766	5.46026136989347	4.09557606329487	4.2445457030451	5.04602337010688	5.37391583978864	5.51214764216761	5.98269451736939	5.33788258476883	4.34447901929552	5.49171825571089	4.89583989965406	4.71757978816575	3.03651796394773	5.45975201459029	5.28622627148208	5.99097567100559	4.79884996341752	3.15347005304552	3.65916049877539	1.4068287353821	5.18009775467797	5.43984341409849	2.79823017872357	3.47939072280851	3.10471458526971	5.40541750685477	5.2141835499592	1.85316187119812	3.80801214133117	4.44851975217336	4.25621777898028	4.9990425057764	5.70722797695458	4.14319351240926	4.18517981741254	4.85980533219753	4.51528659672836	3.69210782779693	4.84426154330976	4.92146789833243	1.10930016523613	3.72754158306609	1.92059207053505	3.1963044040279	5.8525332072714	2.88565954518143	3.17760698197056	4.78735753086861	2.31810679774859	5.112534773281	2.54937461993408	2.54538250036081	4.15699715199411	0.70374109107373	2.01066941417297	1.14599091196939	2.94178279012241	0.427475462654665	1.14295685913768	0.442118018727759	1.56273569365249	3.2896355025329	2.21309593593453	1.04890981162479	5.26160618802548	2.75586091590679	1.98439243799098	2.48927545822934	2.71015846462096	2.07057718747203	3.35191501024361	4.6586889479478	2.85178799969856	4.02463103591965	2.94337132762328	4.3202648046413	2.03378310960718	2.48228866715645	3.08091423637605	2.47486000059017	2.50496282504012	2.39197248155061	2.33437026825997	4.4023412900513	3.07135895759252	4.21037910790715	3.77237268945053	3.31478150617875	3.49839549727035	2.71360852972134	3.65993869324865	0.92793574639538	2.61826382435606	5.10262026016359	2.82918095989977	2.58299764648504	0.380815801826285	2.67487778299113	2.23784057997516	3.71872264104162	3.32235483709021	1.69859836018623	2.22096035322461	2.40590179133753	2.47727939239315	1.92279639045009	1.53048821476519	0.279442336583907	1.39181603092622	1.51832375410916	0.684721363715499	1.79495378586994	2.19767090941802	1.29818888329438	2.54483512115898	1.30278620369097	3.56765787955642	1.75980160291462	2.05704006420889	2.6298331763728	2.5237101413578	4.94470449247368	2.44893369818504	6.37261160131386	5.30704067764657	3.44420159256041	3.36355676292353	2.18924326171439	2.43862729598439	4.44803047660631	1.39918648602622	2.42343211636801	4.14178754527006	4.08125085985795	3.22334121197949
"PGM5"	2.66782823378995	4.37697207172221	4.69019738525952	2.70392374544298	3.74188459532997	4.41184116815456	3.32269662644417	4.28043853120769	4.58009205870188	3.46597790924587	2.3499736582737	3.73405144499432	3.52039576537089	3.95121292606837	3.04397298228587	3.8067434340918	3.11973674369399	4.55633239875355	3.87255895413013	2.61103798850341	2.5067736537403	2.06858775461898	4.68807082434702	3.17146748932607	2.4235693807229	3.35244632583651	2.15242168272246	4.18956841174441	4.25567806848405	3.19332114710991	2.87787963978377	3.30481619862315	3.84656288963364	3.55584923354867	4.28561789224334	2.77540943992788	1.75518146981965	3.31443624621541	4.66593066112167	2.56012807908938	2.68717722541676	4.2024251714598	0.911819269376928	1.95046707984814	2.01621549702915	2.28429537339892	1.876382115096	1.65791362016561	1.49121659947849	2.13896510074986	3.88063867091113	1.03442298518194	1.63599669767111	1.4838523131224	1.85550868647632	1.25487254206466	0.911540984039532	1.0089261435247	2.88086091682504	0.563460206723253	2.07733989144529	0.499572187313635	1.26498976004611	2.22910096615736	1.62895898508286	1.27096444500451	0.925652804455357	2.77406400472369	1.64584240891322	0.90320666440932	3.86977717358896	1.39244174958293	0.91292619937196	2.03211231425887	3.30734687066083	1.76070083680438	2.13034955940818	3.34317683439907	2.89391273166216	2.65197225044698	1.91830911308102	1.39430852857016	1.62423460272939	1.55139116446203	2.76260293854447	5.07976546691936	2.20251225870963	2.26262049562495	2.44463633484853	1.32918786456599	2.45911872551634	2.02834078721157	2.67221093137147	1.52003110209414	2.01467691584807	3.73832095872655	2.23587460332224	1.3378325083588	0.812802449811807	3.09419502888043	2.27051694755686	2.5764862380736	4.15029754355531	3.39431234602328	3.5470793621745	1.31457581717351	2.27232180711732	1.61773043441506	0.77671983175516	1.45228064312215	1.68040888310626	1.18995562165848	1.49430384632642	1.57963606561434	1.67528531395568	2.36913415512819	2.38043585346733	1.96027270575734	2.17790171557662	0.798863312993041	1.31610580555028	3.91830834843503	1.52833513690133	4.16577215232214	1.60719211958932	4.45526491617973	4.04955923726681	2.21883050144806	2.20436921249463	1.81726986659497	1.66128331821959	3.21998376624799	0.902970791315834	1.25873090720102	2.67520656315199	1.75009055139021	3.39851377506454
"SDPR"	4.87047006691091	7.80985462830825	6.87620412002632	5.09599019004253	8.09278858305045	6.66599512605001	5.86144675706293	6.98280728244493	7.8237525060921	5.55483151155276	3.9817013490231	7.81638831432629	6.76091926717133	6.64783383788173	4.4854488654844	7.61587434002445	5.05659475616983	7.38847985214115	8.42450996131159	5.95535986271928	4.26775399178041	3.37960507723131	7.46665484250648	4.72709413787282	3.35442237904575	6.158635556711	3.86089280804259	6.6306461279735	7.58890873490494	3.45212793120773	4.95177174771147	4.9798303715189	7.00692792328464	7.15262154525385	8.2582799330626	4.1624432910847	3.7674305921163	5.68834465294236	4.613789892319	4.46214798163281	5.85275378957512	4.55398559683463	6.39550111186675	5.09689763052691	2.07216228213643	5.05221458048113	1.63056543597227	4.52013612710288	1.80537678250642	3.42238356999544	1.98255893818584	7.23583806791458	4.21958018729725	1.66684142184726	2.66613480397838	3.88380708453871	3.11404271352072	4.21089292139813	1.91440861536497	1.8048078315247	2.73005814323801	4.09262738113179	3.4563816098675	2.9107602134946	3.57600247783667	4.48721638492467	5.15771606279749	2.81340439103352	4.11071585463401	4.17366245187446	3.95843918531651	2.60800253439676	5.17189007722639	1.83959797673967	3.39430542782979	4.31527487316424	3.35535163464284	5.70985978050449	3.98585750343125	3.62716107446297	4.07437040718214	3.47900404346946	3.72749043365809	3.88462289502811	3.14832831153166	5.1416744048877	5.32786592160919	2.7176790296507	4.43890903456426	4.17768285488589	2.9617364515079	2.95439857087977	4.94023523475859	2.30951470580795	3.62221820230269	1.49736318412783	2.55918697738933	2.97706648573966	1.45727019944281	2.79125451608152	2.98377051353731	3.54796198366792	4.49899354927381	3.9128601332023	3.61909374085125	2.45304854120595	4.1401164695764	2.60971690072241	1.97917275025838	3.84476771251452	3.36090720539703	3.77878520528467	1.66527479872919	2.87102292197843	3.97762698657488	1.23650925039652	3.84767671753972	2.20962181175272	3.81770642064863	1.0548258387416	2.86777483814127	3.90719101350482	4.03486218356974	6.89744219505268	5.57720331457839	8.03637410458681	6.06501575488564	5.62156010340536	4.30899207507747	3.34419768988998	4.79149848811341	5.37849669076722	2.34322253908338	4.01316652632934	5.10824296465446	4.72619354701586	5.44483637239171
"SYNM"	3.05898148227605	4.16389904830324	4.28320396806054	2.71780315958751	4.08594446909951	3.6381634228291	2.40580636872392	3.34320386629061	3.77505102988722	3.33683419740605	2.41636148065093	4.08995941066628	3.56118839547395	2.79759531700582	2.75488000110339	3.81038214699843	1.33397167420172	3.64232825606328	3.96386009527658	0.999895694261461	1.95432753082965	3.07104235223561	3.92679528567375	1.67648085128715	2.52188456432378	1.88530817519502	2.89497264015063	4.11391680315308	3.27409330324588	1.56171511828347	1.44368984890913	1.79196932633291	2.97954025356708	2.94842198747701	4.24836558946102	0.778184601120411	2.30931852918143	2.4128952873582	2.77725216576742	2.24313759519745	3.58959248094225	3.36360338878971	1.4189700447318	2.94380541108203	1.84573741712373	1.71264418602745	2.04100604810074	2.93125681627813	2.53558951291863	1.66060267465253	1.64031900629885	2.78724825202947	2.24237688498733	4.07592370682406	2.16219664208971	1.20737135071759	2.80880809464546	4.298899020756	2.61446173493528	0.424886427316467	3.09953160450482	4.37280156571173	2.19641066248649	3.0488187062538	2.07626591406867	3.35699156137993	2.77624294062305	2.79757721304671	2.77536466890554	3.23393273905129	1.7819946160882	1.87370614327764	2.79170306878137	2.34735383263054	1.42131590700321	2.61288697423662	1.78121877060762	1.90380585845699	1.70856183582091	1.54934787623745	2.42616776043678	2.25061591538978	1.68145625221935	2.32159989174151	2.81286841757212	1.65714884828867	1.99507527161855	1.97652503656673	1.18585069028463	1.30114476153007	1.89797941297932	2.15717425984476	2.47901850213933	2.52498422029245	2.74729806661894	3.03928183258985	2.87682002354732	1.0144369297259	3.2278134208176	0.713217567429208	2.36990400674935	2.06877895923032	1.37505124559737	2.39612858125333	2.4310039096983	1.4554353107449	2.07245332659265	1.66663862595453	1.38013849343505	1.71615229561697	1.57242843667608	1.18166437329983	2.02320122498327	2.68435905351728	2.70762548075238	4.89523694266765	2.5832101323061	2.72161642163987	1.76193874952759	3.91575975275161	3.26070388030809	2.35449848968544	1.1564490808982	2.83713646790439	2.10078236058922	3.64493961516356	2.69557069165141	2.11675942984216	2.69364465358882	2.16070071865843	1.82594386792203	2.32410006750936	1.30313319344884	1.67745716113758	3.00456727839656	2.65522639988203	1.66674367388478
"PPP1R12B"	4.50461738802802	4.18895513399978	4.11080432690491	3.28046006168594	4.00144130301748	4.34210451743172	4.119240939391	3.92071112675179	4.22457730541503	4.46100367308111	3.53881539778545	4.03830034912797	3.66702349928295	2.66864644539417	2.69719808624039	4.39311778894961	4.00645695072945	3.37665542503642	3.94572018755005	4.24975295326581	2.8660546227376	3.07709329018287	4.52225195531483	3.6739237683759	2.93868189851497	3.04792843316844	3.09910157323315	3.95240868222024	3.71482544996513	2.69818863644808	3.36298645429285	2.0341115720228	3.91758599180254	3.49298693307747	4.3486879989226	2.62689684972228	3.54520876846689	3.589840481149	4.69045465784295	3.46574133994883	2.79824563247607	4.5760559370599	3.03173829717248	2.88082983241646	1.67389467044446	2.17065930927962	2.28553757423772	2.78275361597316	2.52994161749931	3.67156873549583	2.28906169074705	2.66643412657754	3.96463459074051	4.38539818934215	2.87174008825916	5.00525013450764	2.04591203772291	2.90148108445545	2.93181975737136	1.90320662705039	2.72800187184442	2.18324612258735	1.95346133931098	3.33445649773021	2.67419644574269	2.11459343971659	2.26507584279572	3.57220878167641	3.07497635353663	2.17950899918917	3.61095321469543	3.19573311357771	2.93809357082774	3.13875511370337	4.4951615103857	2.27731890525831	2.8687651397489	3.52378428126671	3.10293201456037	4.51862813569306	3.45128733044969	2.9713138375836	2.35789967848979	1.87640525390602	3.3832521713253	3.72557048967781	2.16207370570454	3.44790828141299	3.94954325213781	3.57696749589167	4.29172998349405	3.16822729113397	3.41116776859168	2.33809486877162	2.40898957976111	1.98002049428144	4.17682758300802	3.42486700581224	2.30022229218504	3.09757109867773	3.73901291962498	3.69728376829764	2.2673753533964	3.2994693696922	3.38214219724874	4.10765047947538	3.43365832468567	2.93700379647751	3.84253253763035	4.29761497949995	2.95266678526827	2.37096162122384	3.25361569911554	2.52148003998013	2.74462940096938	2.39558762075351	4.43434209173674	4.05688880598835	4.57919938864325	2.00163550153155	2.83762672436416	3.02742250897849	1.59823135494837	3.23852708733865	2.49874553928285	3.71476469055465	3.78839599948648	3.66759751551341	3.32776026608113	3.13422102281535	3.00412479883516	3.77563922840412	1.83440276234266	1.95449425114698	3.86519955547516	3.67721823646743	4.61548010502097
"FXYD1"	3.9782208494486	6.56212443800673	6.57251914941249	4.49049156806107	6.045526046929	5.30032349416846	5.26369765863141	6.26268785125931	6.61130944448217	5.67318244096914	3.53245400698608	6.03912234144758	6.58896026867667	6.43661245242972	5.16022116341291	5.43080198603863	4.95518876868666	6.61806470955313	5.92875020487833	3.9519069735566	4.33816378102245	3.25444385601907	6.4371044981172	4.81693484567151	4.06755162222019	4.47338112048381	2.55535410868807	6.21137507311781	6.04605594821477	3.10747299255952	4.62034724747138	5.3142557961283	6.69037638786451	5.54728532969975	6.57418434202268	4.22021760170326	4.43653498595062	4.46904328368402	4.10782326943823	3.71690703308193	5.12664214130132	6.2389754028827	1.41195670626241	3.06281990565519	2.23911206892932	1.86559018344001	1.34093634309765	1.68923450147664	2.33850972727372	4.19857291894829	1.5184384659342	0.769188560175631	3.56899150780236	2.31148754169913	3.06423558642139	2.67505832509957	1.5925700535404	1.43548696747898	2.89645518028314	1.16681230345896	2.85755425646212	1.44821267969019	2.22637603874389	3.09131709905078	2.69776132485699	2.02657446209767	0.246867077257647	2.79711520585467	3.36459940322091	2.11775755969508	2.10919588584723	2.4860094468205	1.03062979181068	0.345261134417923	2.96249071888658	2.998708696931	3.66408054144387	5.0756830026116	4.29606224227469	3.46342900989914	3.66282692609159	2.43918701904706	2.75856359104945	3.092248487875	2.49849588440321	3.79077133099041	3.84454648067125	2.22602893138412	4.13302294032653	3.07240832110497	3.02562511752128	2.18223827704051	4.03523605439416	2.05942144376264	3.40284589151536	3.10426472190483	3.89692509175151	3.38432718038915	2.51809027015671	2.92101543006212	2.25105153939284	4.18659470701229	3.76531304879629	3.73352812214145	3.08091842602162	0.105061886095713	3.2167126549157	3.39998104916246	2.39576586798898	2.32650114789535	3.30422894743656	2.65400811938393	2.9991381075001	3.01335456577572	2.55020664289747	2.66352081579716	3.62818903691331	2.86284955622529	3.2813533555086	1.63681259171805	2.51872645047413	4.12711570831212	3.133696412408	5.74400427074307	2.81925924811634	5.91126179982636	6.00773231080554	2.23087334130539	3.12590629962205	2.92718735315625	3.51272607449412	3.30246188823405	1.94182231594819	2.53455156265644	3.43638619117066	2.05302621525915	3.15629109933688
"MYLK"	6.07897419404256	6.64400520901793	6.86014133821776	5.95777547017015	6.36222414407837	5.96840275030437	5.87542922266793	6.16182277358142	6.28207967407686	6.47518573422065	4.98143070765957	6.58821744663103	6.07031617674055	5.80355334519926	4.67514601501122	6.36399255226495	5.48663833507171	6.41631376843963	6.60161467087821	3.48442132765915	4.92929100889197	5.23157015848533	6.67223268699744	5.52776504645863	4.73495386755304	4.48194094956095	3.88618903466777	6.25679063676624	5.74420290501876	3.24394746973759	4.7674049021038	4.31465682420135	6.50887079945148	5.67507334723759	6.46493458296571	5.33035204002955	5.00763274416016	5.64266389226065	5.45281163906145	5.22207057018457	5.063549371012	6.50012741008514	3.25158628053888	5.22966538813296	3.89177852659238	3.85596789182313	4.55073661479004	3.32632795039141	6.25024872396615	5.17997326363538	2.77675382961225	3.70524083706571	4.46865847573307	4.96408099961757	5.34094998041755	5.74230231251514	6.47303748907342	5.71634602439289	4.08450117825052	4.3552964158398	5.14495669047044	5.88590970668989	4.90779182749515	4.16594262489776	4.82906624235514	5.49854664511035	4.91567096560313	4.85831587718859	6.87435550025721	4.20026170683814	4.62105451007356	3.10498368332066	3.28959082870375	6.2785321328533	4.32363932322918	5.5634175411573	5.19804118000386	5.84455483523182	7.51595703439739	4.82915170600287	5.01957822206657	8.53481729336608	5.85646857757337	4.85634509672892	6.05589980722906	4.76054048588486	4.26195013508	4.80387195410386	4.85534311634879	4.74666686892452	5.40490013707667	5.77936524291615	5.30229601892765	5.70582720219777	7.61465914990343	3.36328815029686	6.48119421788669	6.98929637652987	5.48660915719436	5.69577593270255	6.49539919355604	7.44240032762546	5.98395163907665	6.48594611500301	7.05539295911285	5.37979053860683	5.51526542927191	6.74791404547977	5.78677415018097	5.96580914269339	5.20521355008267	6.03747543438821	7.70331086185424	5.88632020346848	6.13337203365122	5.67526519370382	6.59872422042564	7.34748989568124	5.6237954911939	6.5114013838982	5.7160091161302	6.00383091848306	4.61704986858155	6.22014468765494	5.56189922335802	6.59923038286648	6.21538108874566	4.53663033947757	5.21323517618519	4.22728301603143	5.5682463640299	6.3662667359433	5.9909887262682	4.92408215219701	6.67419617320568	4.4813775807845	4.84108917578832
"SYNPO2"	3.2734716730667	3.759587748581	4.70837989904257	2.65589467671221	4.52745457608276	3.16663575484963	3.09659789824236	3.6742156465458	3.41773037865939	3.82343493820091	2.11271991031452	2.78604944877347	3.40452096717582	3.00040567533371	3.07233135961321	3.60601198311976	3.17987741169083	3.83158407168254	4.24121491431792	1.50227225446261	2.39769355589934	2.62393816318648	4.62071868236468	2.61892600005805	2.64317577621715	1.49257474895433	1.30448243268218	3.15178914697254	2.50276887513087	1.19919606618942	2.46961350006886	1.59761823387803	3.59156734439703	2.86477128188775	3.88888468672549	1.82765243594993	2.50797280454566	2.27299995522111	2.56773213453876	2.50034059426817	1.58442650612551	4.08353703522988	0.811332290930217	3.53979889211611	1.04446675511008	1.40422825787702	0.671580997354127	5.17994349978102	1.678705606675	2.9301062136637	1.56898555600086	0.858385615348647	4.31718985165965	5.15021723865473	1.33013527778319	3.09471780376107	1.3520965286468	0.836706212631952	4.46672390891719	1.53518274249023	1.64495794831302	0.815508106251873	1.23841302999851	4.03514454284772	1.70784172734558	5.97247179744839	1.18857236966847	1.91806027880079	2.36728676564876	3.31655328772777	1.70538922042569	1.27427061778016	0.746508004670436	0.585668886637938	1.52347201394116	1.75577349108398	2.42621795280565	3.27004609683167	2.85333453501085	2.4502002069625	1.35666522160913	2.26932550014971	3.17074905037461	3.56879847788927	2.23281612768056	1.96113670470926	1.37168492798334	1.80839358367911	2.51822320676853	1.61917111452273	2.31334603619	2.27508532527103	2.1265135701812	1.52372334364473	4.68878450354022	1.44013066087344	5.64093946577263	2.08654423418438	0.995937059884712	2.19425087822506	2.76023566163996	3.54438561570334	2.69124512461303	2.16506541101271	3.39975179753909	1.97771495083478	2.45701067650899	2.86824009889766	1.9636884427827	1.97498770065103	1.82344110134871	1.83926200107625	2.45669941518021	1.98603543806032	2.3115352784402	4.42093925632379	4.11147279034505	6.19206570468642	2.08960931881439	6.80372197822802	2.740406962085	2.80571995228359	1.30053640602761	3.28648511806291	1.8537160904362	3.48318167187333	3.01786813317165	1.60544886449388	1.92797011328389	1.21790841094069	1.82653261373012	3.02208223983318	1.01017781583313	1.13815869578848	3.18459561963026	0.983197378204645	1.77171545217245
