"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"
"TMEM64__pos"	3.2941035396095	1.36292443150024	102.51473509423	42.9409710095979	35.209084102574	9.6699141923323e-09	2.22044604925031e-16	9.35963777483929	2.40714359531438	22.4365119470331	31.1187818404784	1.96241167211282
"CEL__pos"	1.62219976931541e-05	30.9658633416548	7.15133095005412	32.6435244200035	1.15405163966467e-10	21.3611713483657	0.00156904442273775	76.2951059263875	6.9302730723703	44.8653065672445	2.22044604925031e-16	29.5222118370964
"GLYATL2__pos"	22.7344092865487	2.22044604925031e-16	37.4940934122385	31.2424043003891	22.8982862393065	2.22044604925031e-16	8.18850205852291	49.6849613517302	15.1436389044561	19.6055903382912	11.8631239009918	15.4663787946562
"PCTP__pos"	11.5526336403574	7.34858277042443	67.7592509477813	76.5911960138345	23.5607488808332	15.4799598012003	2.22044604925031e-16	46.5823438895426	2.22044604925031e-16	10.096322923613	14.5925661118048	2.22044604925031e-16
"MS4A7__pos"	146.652824517593	3.05056385027387	16.8858317129269	35.8860093833799	2.22044604925031e-16	2.22044604925031e-16	0.00434097052574279	17.6520538808693	28.2574898752395	2.22044604925031e-16	26.0538265400057	2.22044604925031e-16
"NSMCE4A__pos"	23.317651593053	2.22044604925031e-16	34.3122203252996	2.22044604925031e-16	2.22044604925031e-16	17.1959409713429	2.09030202100114	114.102186870662	2.22044604925031e-16	17.2986817301031	9.14424123968228	24.0194383690023
"SYNPO2__pos"	32.4351550428355	44.5219004873955	30.2950523742923	0.73647461529538	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	5.77600880692972	2.22044604925031e-16	145.797411298154	2.22044604925031e-16
"TNNT2__pos"	2.22044604925031e-16	67.2862890155075	2.22044604925031e-16	2.22044604925031e-16	64.6430625073215	1.89632235822503	33.6655325807826	94.2474436040732	2.22044604925031e-16	2.22044604925031e-16	26.7776282180092	4.3155649718747
"MYLPF__pos"	2.22044604925031e-16	141.720537655523	1.50798593284278	6.20569788722558	24.4414000423027	0.135160690275328	57.996438284503	54.6297993706325	15.4986822490138	2.22044604925031e-16	2.22044604925031e-16	10.4512000462494
"NPY1R__pos"	3.09981690703823	2.44467052538234	37.9775628169356	54.6895140293346	2.22044604925031e-16	0.166685984105913	2.22044604925031e-16	42.8734260064345	2.22044604925031e-16	23.9027785678428	41.756044390687	1.95587572962411
"AKR1B15__pos"	1.76000573792885	28.8426799638096	2.22044604925031e-16	32.8822902746186	100.862624882808	2.22044604925031e-16	2.22044604925031e-16	17.8364390742323	1.00087313318779	2.22044604925031e-16	1.26665798593712	53.5166164936039
"PPP1R12B__pos"	14.0010825353004	19.0439899496688	56.437610666463	2.22044604925031e-16	3.38401781505593	2.22044604925031e-16	2.22044604925031e-16	14.4229743593061	1.38314166070842	2.22044604925031e-16	134.64952646566	2.22044604925031e-16
"TNS1__pos"	6.77746680047762	11.2980108211319	34.9203163751652	2.22044604925031e-16	1.89578060744975	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	19.4674275643861	2.22044604925031e-16	155.054227742263	2.22044604925031e-16
"CST7__pos"	254.328716720624	4.42862706907768	2.22044604925031e-16	5.09247888244595e-12	10.8798803828847	2.22044604925031e-16	19.6005866123363	2.22044604925031e-16	24.1893991573472	2.09595651889723	2.36811925432614	2.22044604925031e-16
"TNXB__pos"	33.4450652821518	16.7551841169858	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	12.2075858802309	25.8476980984215	2.22044604925031e-16	2.22044604925031e-16	162.264951029526	2.22044604925031e-16
"LMOD1__pos"	0.766846814339298	9.30018269655856	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.130053958353126	1.4211310839246	34.3374008519237	2.22044604925031e-16	183.347376084125	2.22044604925031e-16
"SRCIN1__pos"	2.22044604925031e-16	2.22044604925031e-16	16.3680682893981	0.0198008389035832	2.22044604925031e-16	52.9990184215981	2.22044604925031e-16	142.49334180116	12.9219799641267	38.860755032319	2.22044604925031e-16	2.22044604925031e-16
"CCDC69__pos"	119.681172493499	12.1635169692477	3.98750032859866	18.2264435672005	6.19871978197881	2.22044604925031e-16	2.22044604925031e-16	8.52404535944763	2.22044604925031e-16	2.22044604925031e-16	110.287933802293	11.3087770184377
"PI16__pos"	42.7066349433512	26.3518334006622	2.22044604925031e-16	5.25867754839746	2.22044604925031e-16	2.22044604925031e-16	13.2812463095262	1.77170666742179	2.22044604925031e-16	2.22044604925031e-16	160.049006098855	2.22044604925031e-16
"SORBS1__pos"	0.852375213059524	36.1125875998976	27.7467740422545	2.22044604925031e-16	0.406691171220838	2.22044604925031e-16	2.22044604925031e-16	0.79046036429901	12.692377149943	2.22044604925031e-16	166.484431527993	2.22044604925031e-16
"MUCL1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	21.3793277562849	39.9910032124385	2.22044604925031e-16	13.0455882050848	35.1220246706783	0.252929136497774	25.2695656441092	17.9962786523254	2.22044604925031e-16
"GP2__pos"	11.4156768028936	13.7817542071929	21.2843675106262	42.4021792218279	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	66.615498715146	2.22044604925031e-16	21.8074211745864	2.22044604925031e-16	3.09460858011306
"GUSB__pos"	23.9066669521964	2.89804156825603e-06	35.1947973169221	21.5939604707227	2.40889843204376	18.5947372241666	11.6629438138296	90.1399305337169	11.746403025899	28.6995414464547	2.22044604925031e-16	2.22044604925031e-16
"BCHE__pos"	2.22044604925031e-16	1.00954384599845	10.4620161009479	17.6252339628528	24.0812524118481	2.22044604925031e-16	7.38536501152328	0.3089437802242	4.30989783725492	45.7627894704128	111.750805304057	14.608065308909
"PRSS1__pos"	2.22044604925031e-16	39.0217437134934	2.22044604925031e-16	76.9362122745983	6.83341047222603	2.22044604925031e-16	3.10379865979569	32.0207900856927	1.06720104748939	10.3561443658997	2.22044604925031e-16	2.22044604925031e-16
"ACTC1__pos"	2.22044604925031e-16	152.201989172985	2.22044604925031e-16	1.81623053581079e-11	8.16853243283302	2.22044604925031e-16	3.23531077788912	2.22044604925031e-16	13.2148024220191	3.50749613848917	75.2023100064487	2.22044604925031e-16
"FABP3__pos"	19.1485597815961	111.928364848758	0.709005950882821	43.5784923141668	3.81592367123259e-10	2.56225546710779e-07	22.8387214072948	35.1509418001356	21.4537285695168	2.22044604925031e-16	40.5628985449463	0.884516667698075
"CLEC3A__pos"	6.77094257235217	2.22044604925031e-16	20.9720044957248	29.6231521163528	2.22044604925031e-16	2.22044604925031e-16	0.765141722566342	92.4615443760407	4.42593188571906	24.4473846934368	19.3128997760864	2.22044604925031e-16
"SGCA__pos"	1.97252751970162	93.5985107603666	2.22044604925031e-16	2.22044604925031e-16	8.2212820316673	2.22044604925031e-16	13.0824541177035	2.22044604925031e-16	2.87775013159166	2.22044604925031e-16	139.203123628318	2.22044604925031e-16
"MMP1__pos"	2.23235404714535e-08	2.22044604925031e-16	2.22044604925031e-16	20.7206504857893	130.330750215888	8.81243602010623	3.96451886570096	2.07223259841396	66.3251579772541	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FYB__pos"	238.301237903736	2.22044604925031e-16	24.4356724416153	0.0185995089519877	40.3097557628068	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	11.117877197926	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"SCGB1D2__pos"	2.22044604925031e-16	4.89249587643638	6.65480138766999	42.4461532710496	2.22044604925031e-16	2.22044604925031e-16	10.2702071420785	44.3468028246148	2.22044604925031e-16	35.9292618033057	13.445082427053	2.56472853949072
"MYLK__pos"	2.22044604925031e-16	1.03595427672886e-13	3.59277599376395	0.256574971841311	38.2419535940715	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	33.4383003758908	2.22044604925031e-16	154.532811798123	2.22044604925031e-16
"PPY__pos"	42.7199955039033	35.0408099114601	11.1931551360474	14.7336910368992	23.2537412673583	2.22044604925031e-16	25.84083753375	11.5833881495064	2.22044604925031e-16	32.968097370078	16.1678611104504	11.5816709938469
"UGT2B11__pos"	1.20705765682707e-09	2.22044604925031e-16	34.2336825372419	39.7345154608556	2.22044604925031e-16	2.22044604925031e-16	2.73802868590426	54.9446113082665	0.193983289334163	7.94924468448027	13.5395540961149	13.7286807539162
"COX7A1__pos"	2.22044604925031e-16	46.313076502779	2.22044604925031e-16	7.77428311244292	2.22044604925031e-16	2.22044604925031e-16	31.2474110764833	2.22044604925031e-16	23.3829536011033	2.22044604925031e-16	132.466703684315	0.000186136536361604
"MYH3__pos"	20.8267406752013	101.070682147004	2.22044604925031e-16	2.22044604925031e-16	15.5128078319973	2.22044604925031e-16	20.3992050870625	114.777451747675	5.35193541897596e-07	1.08829709940195	44.8746758330726	2.22044604925031e-16
"SEMA4C__pos"	8.57691525741682	2.22044604925031e-16	45.1672219459917	2.22044604925031e-16	26.1505328607896	1.95563229941798	2.22044604925031e-16	91.4481592436778	34.1169689648093	33.925863193608	14.7037020964498	2.22044604925031e-16
"AMTN__pos"	21.3654874902064	1.01895456625099	2.22044604925031e-16	25.5747376996735	112.948247906136	2.22044604925031e-16	1.56014259441079	11.4346531362468	23.0102318341237	1.84019032527797	2.22044604925031e-16	2.22044604925031e-16
"PRSS2__pos"	3.85767679108227	23.5431412938003	2.22044604925031e-16	63.4524227929629	3.89311187364508	2.22044604925031e-16	4.40671267533012	50.0627992287568	12.2373550190031	10.3435410715953	2.22044604925031e-16	2.22044604925031e-16
"IBSP__pos"	2.69549430323939	2.22044604925031e-16	6.26103814081961	17.1678896332981	48.6478753355651	33.5700636355226	2.22044604925031e-16	21.4282047500718	112.849414504483	22.4579584865175	2.22044604925031e-16	2.22044604925031e-16
"FAM178B__pos"	9.48019408469342	19.8265959097637	0.00192850517039683	16.0024171905596	33.9619753691304	18.9017529677935	27.4172782387873	65.8126472001603	23.4788067582939	56.0868881530532	10.1993806008905	2.22044604925031e-16
"MMP13__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	4.953219786948	62.1057067011123	5.52557410664504	4.89218725144895e-13	1.92844979037649	138.529041781862	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FAIM2__pos"	40.1061182104254	16.7008580127799	10.2627001373524	46.1526019818647	2.22044604925031e-16	8.20557243407072	6.1986198736656	45.5124737905922	16.5187714705799	28.7941946490855	43.056512265183	2.22044604925031e-16
"BCAN__pos"	0.0788337351925337	2.22044604925031e-16	34.9555216290247	37.1741316240458	23.5882486815313	41.6664857596052	2.22044604925031e-16	55.1279878289762	2.45937464877617	37.3270271617161	0.052227441496782	2.22044604925031e-16
"CYP4Z1__pos"	17.0364781700932	2.22044604925031e-16	5.68177162429274	32.8967956292374	2.22044604925031e-16	2.22044604925031e-16	1.40178325395282e-15	132.505746273319	2.0033670407965	2.22044604925031e-16	6.64361368530415	22.2958852175046
"TNNI1__pos"	2.22044604925031e-16	211.122844674861	13.6757073794332	2.22044604925031e-16	9.93970515353227	15.7294387836457	2.22044604925031e-16	56.8454978057916	0.528878400006028	2.52693786493525e-11	2.22044604925031e-16	4.71180957473269
"ALDH1A2__pos"	2.45519137150082	7.09037383241571	28.3668638203184	19.4145068543329	21.8524115584694	2.22044604925031e-16	5.1218637695725	32.9396657757925	2.22044604925031e-16	19.6930484015653	84.9094848177599	13.7574245391793
"GPAT4__pos"	6.67297534867871	4.58338805587809	113.220929889325	2.22044604925031e-16	25.1229412062443	15.756646803538	2.22044604925031e-16	43.2140412614158	8.85761451198501	25.846150044377	2.22044604925031e-16	2.22044604925031e-16
"SPINK8__pos"	0.0119306688838011	2.07925789492506	7.1821391960264	61.8234908506129	2.22044604925031e-16	2.22044604925031e-16	3.81454905598242	64.4137293145788	10.207287139192	2.22044604925031e-16	3.58857125811369	51.6272126353007
"HSPB7__pos"	2.22044604925031e-16	78.9728681043086	2.22044604925031e-16	1.02410535577473	0.00516370654639109	2.22044604925031e-16	0.425608224946908	2.22044604925031e-16	11.5822692201852	2.22044604925031e-16	164.673585392183	2.22044604925031e-16
"SLC30A8__pos"	2.17927746817289	5.3758343270332	50.9641007757731	11.1443663111906	2.22044604925031e-16	7.36635924420401	0.861010721758424	70.1225586690964	3.64713114609856	66.2617223691286	11.1873750224919	2.20595792781238e-10
"SCGB2A2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	38.9590277597574	2.22044604925031e-16	2.22044604925031e-16	7.74929018340857	58.0738693340931	0.911231397041218	2.22044604925031e-16	3.99963808489169	2.22044604925031e-16
"GPM6B__pos"	4.65917245208404	2.22044604925031e-16	36.7737067172657	2.22044604925031e-16	43.1022696531112	2.22044604925031e-16	2.22044604925031e-16	0.00047829928686124	7.83826510832636	32.1783795837809	110.113065255721	15.3711263099538
"CYP11A1__pos"	25.5463724814268	7.73168507402993	2.22044604925031e-16	4.85610210143941e-09	29.7308318246909	2.22044604925031e-16	16.4139457397497	17.9163078610345	15.6764405603155	22.5741129513613	71.2475427654168	54.902034454123
"PKIA__pos"	6.32384904796662	58.8540665126197	71.522933211729	28.9625818632219	5.74223384856688	2.22044604925031e-16	2.22044604925031e-16	20.8558257684947	14.3935637006527	34.3844867581268	30.1708692618669	18.7630601699736
"BIN1__pos"	57.2209765552455	84.9117952035294	0.775596171286093	2.22044604925031e-16	44.0727144066471	15.6694044022484	14.4314031414804	32.1824649830911	2.22044604925031e-16	7.02186816370194	50.8912764944268	2.22044604925031e-16
"EFEMP1__pos"	17.2428462220274	2.3894378590758	26.4167287984878	14.0395731432412	44.471518984757	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	21.3912622033185	3.23695142410157	110.777362543707	2.98122790475662
"PRG4__pos"	34.5113905966121	3.43932666421039	2.22044604925031e-16	4.6437671049804	2.22044604925031e-16	2.22044604925031e-16	2.36363807151038	1.73628630386621	27.0593852715994	9.53970767254694	109.116560471708	2.22044604925031e-16
"PDIA2__pos"	12.4650507111136	20.0320644734099	2.22044604925031e-16	2.22044604925031e-16	27.0789302785029	20.7108061951817	46.201877466979	54.5153634533572	2.22044604925031e-16	60.3695875871116	2.26276279414621	2.22044604925031e-16
"CPA4__pos"	11.9211618376891	10.8285338438852	11.4080311862439	2.22044604925031e-16	163.959390289717	2.22044604925031e-16	3.46870788864029	11.0615778394265	13.0200730479481	4.46020446588076	5.28768538116103	6.91043366735239
"HDAC9__pos"	49.5803705949189	1.60188989563901	58.4384216780739	34.0383949870728	50.5783448994991	2.22044604925031e-16	2.22044604925031e-16	20.3633945471409	0.946494910996184	19.7426740660175	37.9826625185405	2.22044604925031e-16
"NEB__pos"	0.695787795473282	144.612919847187	40.0533468667934	2.22044604925031e-16	9.39508560959959	1.62939319077336e-09	2.22044604925031e-16	60.4570251538959	3.62693036661028	32.4465242851788	2.22044604925031e-16	33.2474263167854
"LAMP1__pos"	3.63096852526905e-15	2.22044604925031e-16	57.1287858147765	36.7822628774338	68.0914272168216	1.90983888268005	2.22044604925031e-16	39.6857836980818	26.3406010893899	11.0985101877742	7.99003938274359	2.22044604925031e-16
"CCL26__pos"	23.8263621089488	6.71458354214967	2.22044604925031e-16	7.16361778318804	71.8333286185664	14.7172332950772	35.6594806404339	2.22044604925031e-16	66.6086833677305	17.4487812833646	15.4545106045983	2.22044604925031e-16
"PGR__pos"	2.22044604925031e-16	2.22044604925031e-16	39.2629501273025	28.3533129598302	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	15.7229940761759	16.994207161516	14.8364333273302	87.7027738109903	2.22044604925031e-16
"MRLN__pos"	9.19453341184528	77.8960829788659	12.3725840817507	0.861563449074858	44.6328338454506	8.71421317710379	1.46176521318355	82.370096782434	3.30887920083169	25.6503127490604	3.00634580100124	42.1469758562661
"PMEL__pos"	18.2083493830041	0.925156737735819	38.1810460253294	28.9071656325417	1.29193968347429	6.09941431856038e-09	2.22044604925031e-16	122.318909268115	0.770769786249899	20.8400748778997	10.5736294573933	30.5866037017303
"FDX1__pos"	5.19523180838812	2.65433336862978e-07	62.3370357469976	65.3669390134871	30.7364197029363	2.22044604925031e-16	2.22044604925031e-16	16.1499766231177	2.22044604925031e-16	17.8012011509024	14.5061621938046	50.0803208773767
"MYBPH__pos"	43.6869333368642	180.723856840361	2.22044604925031e-16	9.54042251214688	21.3173430212607	9.12453389812821	14.8748298053301	12.6251688748714	15.7566472678752	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"MSRA__pos"	47.4404683783463	2.22044604925031e-16	24.334137322218	47.1819281206386	7.39089130251884	2.22044604925031e-16	11.2002182458155	28.2626340629357	6.3524673979031e-07	7.6751794684186	58.556886934665	40.6374876034246
"DOCK11__pos"	97.0801151540253	1.70097825506855	2.22044604925031e-16	2.22044604925031e-16	6.42755847849458	21.5585532837062	10.8689194689288	4.02233007316018	28.8707163761171	18.1085659751231	70.5562967426171	2.22044604925031e-16
"CASQ2__pos"	4.3845626187174	96.7980586042934	5.29709884374886	6.43051488389639	3.68126742124155	2.22044604925031e-16	2.22044604925031e-16	10.2369058889411	2.22044604925031e-16	2.22044604925031e-16	155.231910126827	0.754553761556723
"BGLAP__pos"	11.5493924781404	0.508293597104849	2.22044604925031e-16	2.22044604925031e-16	8.87532656072155	2.22044604925031e-16	63.8694744972147	164.975462424898	2.22044604925031e-16	10.5531375605149	9.50937205742728	2.22044604925031e-16
"CELA3A__pos"	1.37362519190326	136.854850247277	2.22044604925031e-16	1.34709129448194	2.22044604925031e-16	1.66159778390487	2.22044604925031e-16	7.73855273069008	2.22044604925031e-16	3.96314924817273	2.22044604925031e-16	2.48453472131194
"FXYD1__pos"	2.22044604925031e-16	56.3264870493685	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	13.8376029494082	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	170.340826067005	2.22044604925031e-16
"SLC7A7__pos"	208.002370721019	7.26866032393352	2.30070607821711	25.727807395242	5.03879022809371	4.76673972261773	2.37146854566906	8.41924455078371	22.85741560274	0.767529131049161	2.19162166235049	2.22044604925031e-16
"PRR9__pos"	2.22044604925031e-16	3.05849634051727	6.79198918994065	14.6574040871932	80.7430956958162	0.00304336783203549	8.18546742850233	4.08384769250185	3.65587980003201	64.9265431967058	5.91883365484684	7.93464691630445
"FLNC__pos"	2.22044604925031e-16	77.4434433020096	2.22044604925031e-16	2.22044604925031e-16	37.5076784525836	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	13.501702667528	2.22044604925031e-16	117.419696254367	2.22044604925031e-16
"MMP3__pos"	5.9285190371639	9.18446350404271	0.363760365739771	9.00519182128789	100.594755316516	2.62674111534109	9.76098835330396	8.72459995637046e-11	89.1918950205853	2.22044604925031e-16	1.06096071384839	2.22044604925031e-16
"SELP__pos"	111.251529083942	3.35393961959866	7.69525725836012e-10	24.8706026215099	2.22044604925031e-16	2.22044604925031e-16	3.02913919004702	16.800683175635	0.144229902897571	2.22044604925031e-16	114.292112792631	2.22044604925031e-16
"FERMT3__pos"	245.320613496444	0.506249957925885	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	6.362074789322	20.4150629348493	3.60134451102979	2.13599622695253	1.69229239212843	1.2017340475774	0.000188168104604016
"LIMS2__pos"	3.54443338891321	1.61735240760993e-09	2.22044604925031e-16	2.22044604925031e-16	6.36511036450993	2.22044604925031e-16	21.8034882779476	5.12306218103292	17.2895291349189	1.1281264843961e-10	162.831748679864	2.22044604925031e-16
"MAN1C1__pos"	41.2175458358172	2.22044604925031e-16	24.6658623010579	17.2300271498781	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	71.1593335702576	10.9272354253486	18.7838683152264	71.1983827865455	7.01040590949813
"COMP__pos"	2.22044604925031e-16	4.04522650827103	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	13.9012365109144	26.1766263925202	203.833801186671	9.09256562087993	2.22044604925031e-16	2.22044604925031e-16
"PTGIS__pos"	20.4935786977691	10.9807421039662	2.22044604925031e-16	2.22044604925031e-16	8.41304156211836	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	55.7651074792932	1.05704237188041e-05	138.16328935476	2.22044604925031e-16
"ACTN2__pos"	1.25939075615235	225.491687981035	8.05876844164137e-07	3.73599829730778	8.44772234042606	1.58787647185754	2.22044604925031e-16	1.87823425834073e-06	2.22044604925031e-16	18.2018866035899	44.7319645604814	2.22044604925031e-16
"WISP2__pos"	11.5567209697569	6.49772380256517	2.22044604925031e-16	2.81243693927748	2.22044604925031e-16	2.22044604925031e-16	14.5157412127265	0.71744443160044	72.1857954654589	2.22044604925031e-16	114.055114229532	2.22044604925031e-16
"OGN__pos"	2.22044604925031e-16	4.5270308730582e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	35.5218738064251	2.22044604925031e-16	170.675566629283	2.22044604925031e-16
"THBS4__pos"	15.8627187519053	42.1362395379662	2.22044604925031e-16	4.33968848669547	2.22044604925031e-16	2.22044604925031e-16	9.30486973920713	18.2394225304579	57.9046220287953	37.4983602213705	66.4799549741557	2.22044604925031e-16
"CTRC__pos"	11.0932725478985	72.5125966972173	2.22044604925031e-16	2.22044604925031e-16	9.95498873973731	2.22044604925031e-16	14.8708768738474	76.0699647992709	2.22044604925031e-16	1.54936104923205	0.582115541053397	2.22044604925031e-16
"HAPLN1__pos"	5.23771292069375	3.51966648585712e-14	51.6851977308966	67.1907856552116	41.8669749071827	7.66670110179857e-10	1.0916558736356	14.7399056960757	44.8281972186157	35.0620527710009	4.90246273567517	9.03354871869015
"HRC__pos"	2.22044604925031e-16	110.283762311563	2.22044604925031e-16	6.56350222993503	2.22044604925031e-16	2.22044604925031e-16	27.7760279053737	57.7700423209027	0.0200938375237462	26.9648771793203	76.7677158401609	2.22044604925031e-16
"CALB2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	11.4787179137287	115.32942247626	2.22044604925031e-16	12.3979646987216	2.22044604925031e-16	24.146706059701	13.0429435279742	37.2948953702794	2.22044604925031e-16
"PYDC1__pos"	33.1845554044761	55.3338456491718	12.6638299233756	9.42722093430662	2.22044604925031e-16	22.1600913542442	28.7739930140621	64.2867159108035	5.59798347563409	21.4849379040008	2.22044604925031e-16	2.22044604925031e-16
"COL10A1__pos"	2.22044604925031e-16	2.22044604925031e-16	0.965505193932437	0.0918962995874941	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	255.590295922174	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RSPO1__pos"	43.8112096577694	5.66956428390821	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.660079476407077	5.42988306744976	17.5640170960541	2.64257738585484	140.915048226251	9.59477877018183
"KCNMB1__pos"	47.6668524008776	3.46581906626311	2.22044604925031e-16	2.22044604925031e-16	16.0567539719108	2.22044604925031e-16	2.64095560933551	5.54448064033717	37.5785868218628	0.65890133763402	131.825306460213	2.22044604925031e-16
"CFL2__pos"	2.22044604925031e-16	53.0036352210792	27.0181771697973	7.76707598617157	36.7788375167705	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.89124269719574	125.228034884391	2.22044604925031e-16
"PGLYRP2__pos"	43.6094810779383	0.0203316254900795	18.5695179591576	37.862985757259	8.02473727092934	2.22044604925031e-16	9.54891226765811	69.1579512411563	2.35666416908536	44.5896736012785	7.42049942985634e-08	6.80413960496888
"NPR1__pos"	19.9918090671982	3.26887978052999	2.22044604925031e-16	2.22044604925031e-16	7.3562954495255	2.22044604925031e-16	11.5568080029291	7.40282523708216	2.22044604925031e-16	6.0796353334806	156.242856114359	1.69864465896364
"FCMR__pos"	221.614763406614	7.20178307598492	14.614375559291	19.6169640353378	0.3582940910419	2.22044604925031e-16	2.22044604925031e-16	21.317420718235	1.69472988190013	2.22044604925031e-16	3.73409479998164	2.22044604925031e-16
