"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"State"	"MaxFC"
"CSRP3"	"CSRP3"	-0.0907137272454931	2.96390082895751	-0.077149082258909	-0.14757016341596	-0.103323408406764	-0.0908954887758582	-0.0849279438530642	0.00972185009998412	-0.0203897219411592	0.132107190905585	-0.033561848078975	-0.0819573918697918	"IS02"	2.96390082895751
"TNNI1"	"TNNI1"	-0.210325832404176	2.86397802254158	0.0714286221973839	-0.308867156105107	-0.028873497748497	-0.0124751120584631	-0.26899655681942	0.343812486539331	-0.090891715079625	0.244293723171374	-0.224675382337175	0.102987603885799	"IS02"	2.86397802254158
"MYOG"	"MYOG"	-0.0866780980178074	2.84391074095193	-0.0662364166128891	-0.140458731966691	-0.128964314624777	-0.153560418521464	-0.100845897221015	0.0176758523023617	0.00101648939365126	0.478713957248836	-0.0792541837901324	-0.136138634966362	"IS02"	2.84391074095193
"SMYD1"	"SMYD1"	-0.144634408864178	2.83557281086268	-0.151400588795479	-0.16996554192148	-0.102111460239425	-0.310464154227125	-0.197153155204998	-0.157878369282542	-0.126841041247366	0.0135643942894844	0.834371455880018	0.0451492654086751	"IS02"	2.83557281086268
"TTN"	"TTN"	0.270617475585354	2.82033591865648	0.106782688792687	-0.426326690264036	-0.206235020888778	-0.285745950071653	-0.397070354939794	0.248393718462669	-0.107683391033328	0.106215716599077	0.418801420861735	-0.119301525514925	"IS02"	2.82033591865648
"CHRND"	"CHRND"	-0.129072892035841	2.76481903527098	-0.121241194979717	-0.175008473609776	-0.0462304170523484	-0.14087632315165	-0.120806755692028	0.0245420206186573	-0.0394830921228048	0.731838942357248	-0.0959861996933161	-0.152481967874202	"IS02"	2.76481903527098
"ATP1B4"	"ATP1B4"	-0.0559627260433487	2.74598605208317	-0.076347155021015	-0.11365385364074	-0.103213615547863	-0.094996543777201	-0.122039306039193	0.113897279157331	-0.0272847971744626	0.0140751713783075	-0.0221431311088641	-0.11193191674744	"IS02"	2.74598605208317
"VGLL2"	"VGLL2"	-0.0852856021977247	2.70575396878392	-0.0594992472960497	-0.100187330266556	-0.0686578263732219	-0.143913447477365	-0.102175655877505	-0.0945642833318072	-0.0302328073638847	0.537245369243077	-0.0720293041856378	-0.0798731672700264	"IS02"	2.70575396878392
"MYH8"	"MYH8"	-0.0387994702029265	2.66011129988229	-0.0854586553399955	-0.0863899577778801	-0.0149391607363637	-0.112798902808541	-0.080067946266958	-0.0930709846546657	-0.00742238548432836	0.190094884500201	-0.0529654771778712	-0.0862930717353178	"IS02"	2.66011129988229
"CAV3"	"CAV3"	-0.135987855262385	2.63073846230751	-0.13397348063562	-0.189336039540687	-0.143692456774054	-0.220301322081345	-0.182450518404586	-0.0291481571349471	-0.101686197391508	0.0336447892627143	0.663665365907611	-0.135406740647272	"IS02"	2.63073846230751
"STAC3"	"STAC3"	0.942559830622272	2.62364560862921	-0.2656803871024	-0.496615219112641	-0.217508991158629	-0.365946055030848	0.0394183687997434	0.335815808951033	0.0284818220068151	-0.0802113782254998	-0.058829684615678	-0.349314591834369	"IS02"	2.62364560862921
"SMPX"	"SMPX"	-0.153202432919953	2.62227057692102	-0.140003204025968	-0.167255024106346	0.188102131003422	-0.275027895901191	-0.166575560945974	-0.060679309206427	0.0125715760442026	-0.00280512074266554	0.397498131454212	-0.200635470848014	"IS02"	2.62227057692102
"MYOD1"	"MYOD1"	-0.113855827071586	2.62114720148721	-0.0272401318748394	-0.128204953300494	-0.0624040636221372	-0.0573565019233759	-0.0872882815693796	-0.0733248825692133	-0.0408485176547221	0.411858316895018	-0.102749532311912	-0.189124693752914	"IS02"	2.62114720148721
"APOBEC2"	"APOBEC2"	-0.0279941192304391	2.61822112415627	0.00836879377895449	-0.251359875378281	-0.26197212965551	-0.307755314409461	-0.20717859031572	0.168910166995474	-0.145482046440366	0.105314366386365	0.513243582314753	0.0732727233340899	"IS02"	2.61822112415627
"MYLK2"	"MYLK2"	-0.0298411100042828	2.5049497245105	-0.101449626259674	-0.364372975887155	0.0662500868865013	-0.17255391877906	-0.00157592051569681	0.286429112309068	0.118189802036757	0.56155953478428	-0.392944320469538	-0.39899326428586	"IS02"	2.5049497245105
"ACTN2"	"ACTN2"	-0.00844722239005294	2.43788019808816	-0.130761604934444	-0.232483731374868	-0.0730488722781443	-0.321964022983645	-0.213623457330862	-0.104382835260202	-0.0391396495254002	0.320422886324628	0.644005602047611	-0.14659495061738	"IS02"	2.43788019808816
"FITM1"	"FITM1"	0.097948934099667	2.42698310189929	-0.261557724820816	-0.384691090551518	-0.370961980774162	-0.230202556475723	0.267034460642849	0.464454605566924	-0.23073447605164	0.0770886338825004	0.0791583731293455	0.0436931545293412	"IS02"	2.42698310189929
"NMRK2"	"NMRK2"	-0.000408934913023214	2.41486446148895	-0.163080143840615	-0.187555427660764	-0.105213872273278	-0.266490833864022	-0.095127537012782	-0.0858444558960691	-0.0887290474406821	0.335792680229935	0.447313705939683	-0.108878512203743	"IS02"	2.41486446148895
"MYL3"	"MYL3"	0.000868409573166516	2.41109056375107	-0.137557925103088	-0.124413552926693	-0.243934483334446	-0.398298403776723	-0.166347890729141	-0.0879900700779636	0.23286240958088	0.112995331332927	0.636712316658138	-0.312074929388559	"IS02"	2.41109056375107
"ACTC1"	"ACTC1"	-0.126850326852634	2.36990072393722	-0.180309086553075	-0.136550766897245	-0.0688311667713268	-0.493644824102722	-0.144036084360187	-0.157046376042129	0.176518872926302	0.140713892001417	0.826077795117309	-0.247997906962464	"IS02"	2.36990072393722
