"V1"	"TCGA.FD.A5C0.01A.11R.A28M.07"
"APLNR"	"APLNR"	-0.140263448703233
"TRIL"	"TRIL"	0.110956803444254
"HSPB2"	"HSPB2"	0.176913618798229
"ANKRD30B"	"ANKRD30B"	-0.878776826291515
"CDK6"	"CDK6"	-0.750501189905007
"TIMP3"	"TIMP3"	0.657648919207441
"LRRC17"	"LRRC17"	0.839974308724209
"ITGA11"	"ITGA11"	0.423393536453728
"IGF1R"	"IGF1R"	0.536146808505044
"HNRNPH2"	"HNRNPH2"	1.35781620125747
"ANK2"	"ANK2"	1.33139331161983
"CCL4L2"	"CCL4L2"	-0.162455926565572
"LRRC49"	"LRRC49"	-0.398254131966546
"SLIT3"	"SLIT3"	0.389020183183374
"HTR2B"	"HTR2B"	0.603274518507795
"PLPP4"	"PLPP4"	0.441858032819447
"GYG2"	"GYG2"	-0.462075729893388
"MXRA5"	"MXRA5"	-0.397987648401837
"TPM2"	"TPM2"	0.598140514998499
"PTH1R"	"PTH1R"	0.666582467508335
"WNT2"	"WNT2"	0.322720192137613
"C1QTNF3"	"C1QTNF3"	0.0797228489125733
"FBLN5"	"FBLN5"	-0.367927328055562
"MFAP5"	"MFAP5"	-0.182477212800901
"TMEM119"	"TMEM119"	0.0651886245050674
"EMP3"	"EMP3"	-0.913977884563622
"SOCS7"	"SOCS7"	-0.482953170959448
"HMCN1"	"HMCN1"	-0.517444528476455
"PGM1"	"PGM1"	1.64746881736108
"TAGLN"	"TAGLN"	0.737984387097358
"MRPL2"	"MRPL2"	0.268882100171194
"POSTN"	"POSTN"	0.566496719730531
"CTHRC1"	"CTHRC1"	-0.245361971997322
"ITGA4"	"ITGA4"	-0.417699472380669
"PEX11G"	"PEX11G"	-0.649655603426828
"GYPC"	"GYPC"	-0.0672757142801933
"SCT"	"SCT"	0.289469606131193
"CTRB1"	"CTRB1"	-0.0560135148662069
"OMD"	"OMD"	-0.102284153388702
"PCDHGA9"	"PCDHGA9"	-0.117431015745943
"LGI2"	"LGI2"	-0.0196878919183205
"PDLIM3"	"PDLIM3"	0.853680851770834
"EFTUD1"	"EFTUD1"	0.252844170574551
"ARHGEF6"	"ARHGEF6"	3.07139321116197
"EMILIN1"	"EMILIN1"	0.104818059903914
"ERI1"	"ERI1"	-0.581957750757736
"CPXM1"	"CPXM1"	0.158080661785706
"ADAMTS12"	"ADAMTS12"	0.205214897771636
"NEGR1"	"NEGR1"	0.702992648572476
"HAS1"	"HAS1"	0.225379062167659
"VCAN"	"VCAN"	0.756178219948225
"PPP1R32"	"PPP1R32"	0.0164084626003703
"ADAM12"	"ADAM12"	0.849135092649402
"TWIST2"	"TWIST2"	0.643332331129132
"CREB3"	"CREB3"	0.236986611085082
"MDGA1"	"MDGA1"	-0.0480273895407002
"ADCYAP1"	"ADCYAP1"	-0.211625127992277
"HTRA3"	"HTRA3"	0.154216677389394
"FILIP1L"	"FILIP1L"	0.551431064908057
"PODN"	"PODN"	0.615695880152529
"RSBN1"	"RSBN1"	1.49493752502722
"LTBP4"	"LTBP4"	-0.787929825119575
"RASSF2"	"RASSF2"	-0.266326864834423
"UBE2Z"	"UBE2Z"	-0.0871658868967328
"BIRC2"	"BIRC2"	-0.506612346827508
"BNC2"	"BNC2"	0.0977578794669046
"FAM204A"	"FAM204A"	0.733631947154445
"CPNE5"	"CPNE5"	-0.244378263849328
"PLXNA4"	"PLXNA4"	-0.130193000974014
"ITGA1"	"ITGA1"	-0.138888716426394
"TMBIM1"	"TMBIM1"	1.16882591304065
"STAC3"	"STAC3"	-0.827158600310631
"FOXP3"	"FOXP3"	0.113892848169945
"CTSG"	"CTSG"	0.752778440125656
"TNN"	"TNN"	0.335204536995908
"CTRB2"	"CTRB2"	-0.0646311358224626
"COL5A3"	"COL5A3"	-0.665958316647655
"LAMA2"	"LAMA2"	0.675231196396435
"RARRES2"	"RARRES2"	0.605444587627837
"PCDHGB6"	"PCDHGB6"	-0.654235754265324
"PMP22"	"PMP22"	-0.636780507437432
"POLB"	"POLB"	-0.548840460445066
"RNASE6"	"RNASE6"	-0.238310578274227
"SRPX"	"SRPX"	0.312313232188375
"WNT2B"	"WNT2B"	-0.514601868166469
"ZNF781"	"ZNF781"	-0.0175114383939843
"FMO1"	"FMO1"	0.211775493146549
"CD14"	"CD14"	-0.551665832995842
"F2RL3"	"F2RL3"	-0.087460833101832
"EVI2A"	"EVI2A"	-0.550806807924325
"INHBA"	"INHBA"	0.0932096733379384
"PCDH10"	"PCDH10"	-0.156429357063795
"PRICKLE2"	"PRICKLE2"	0.811129054524886
"SFRP4"	"SFRP4"	0.350546566303299
"ALPK2"	"ALPK2"	-0.184305554235758
"DOCK10"	"DOCK10"	-0.535658821379815
"MEF2C"	"MEF2C"	-0.0105763027308027
"PIP"	"PIP"	-0.0692943780196326
"SLC7A2"	"SLC7A2"	-0.60520684526574
"HLX"	"HLX"	-0.390864015295014
"ZNF473"	"ZNF473"	0.533724570420029
"FERMT2"	"FERMT2"	0.298366712113431
"C1QTNF7"	"C1QTNF7"	0.531411941716155
"TBX5"	"TBX5"	0.436690280112396
"DCBLD2"	"DCBLD2"	-0.710780435643843
"THBS2"	"THBS2"	0.0677120249001669
"ADAMTS16"	"ADAMTS16"	0.963059781927057
"KIZ"	"KIZ"	0.238902662407009
"CALD1"	"CALD1"	0.517425789067243
"CSF1R"	"CSF1R"	-0.341494900670897
"ADAMTS5"	"ADAMTS5"	-0.723492066450783
"ACKR4"	"ACKR4"	-0.599079396400188
"CUL4A"	"CUL4A"	0.296707092539328
"SYNGR4"	"SYNGR4"	-0.196580626907016
"IGDCC4"	"IGDCC4"	-0.31224198971575
"BDKRB1"	"BDKRB1"	0.0968720595313488
"NACC2"	"NACC2"	0.53031319910616
"SHISA2"	"SHISA2"	-0.210936234670567
"TGFB1I1"	"TGFB1I1"	0.014766219122792
"CHRD"	"CHRD"	-0.187288974179008
"CRISPLD2"	"CRISPLD2"	0.919180335160003
"FAM180A"	"FAM180A"	0.200833910885203
"ERBB2IP"	"ERBB2IP"	0.317400449467897
"MSRB3"	"MSRB3"	0.249898194030776
"KLHL31"	"KLHL31"	2.23533506384626
"ATP10A"	"ATP10A"	-0.374022136573393
"HEYL"	"HEYL"	-0.705030358042433
"CDH11"	"CDH11"	-0.271015064402519
"FAM65C"	"FAM65C"	-0.429052617618175
"KAT6A"	"KAT6A"	-0.845112556164198
"TMOD4"	"TMOD4"	0.267944022088748
"FOXS1"	"FOXS1"	-0.803517208841106
"EBF2"	"EBF2"	-0.322001812125157
"SPTB"	"SPTB"	-0.525919478341943
"SFRP5"	"SFRP5"	-0.118303401438415
"NKAIN4"	"NKAIN4"	-0.159057612281444
"GNG11"	"GNG11"	-0.594170647328808
"F2R"	"F2R"	-0.599022539744192
"TGFB3"	"TGFB3"	-0.0782690313264266
"ADAMTS2"	"ADAMTS2"	0.143906650475714
"ADGRL4"	"ADGRL4"	-0.350196634651841
"COL5A2"	"COL5A2"	0.511835247780071
"COL12A1"	"COL12A1"	-0.574040005214271
"GAS7"	"GAS7"	0.0442736371217491
"SECISBP2"	"SECISBP2"	-0.398676151654856
"CPA1"	"CPA1"	-0.0655333405133663
"AARS2"	"AARS2"	1.22098789944812
"ERGIC2"	"ERGIC2"	-0.378565085645554
"RHOJ"	"RHOJ"	0.103025921057794
"CACNG1"	"CACNG1"	-0.363713090738971
"FIBIN"	"FIBIN"	0.0581198060671342
"CXorf36"	"CXorf36"	0.0390235535615219
"HIC1"	"HIC1"	-0.371178271161241
"DENND2A"	"DENND2A"	-0.331026880958299
"COL15A1"	"COL15A1"	0.325990628128489
"FAT4"	"FAT4"	0.733609336175457
"C4B"	"C4B"	0.23087891713598
"C1QTNF5"	"C1QTNF5"	-0.527268634594698
"AEBP1"	"AEBP1"	0.0638699441787832
"SULF1"	"SULF1"	-0.283793343450568
"PCDHGA12"	"PCDHGA12"	-0.270256239164212
"MMP14"	"MMP14"	0.292069710728139
"CD34"	"CD34"	-0.420146735932544
"NKX3.2"	"NKX3.2"	1.6441876042258
"PCOLCE"	"PCOLCE"	-0.950981228605029
"TLL1"	"TLL1"	-0.322841249906447
"NMRK2"	"NMRK2"	0.0775071630741868
"FAM78B"	"FAM78B"	-0.656265589755336
"ICA1"	"ICA1"	-0.132092242862321
"TSTD2"	"TSTD2"	-0.125373699601765
"RUNX1T1"	"RUNX1T1"	0.789929697665631
"C4A"	"C4A"	0.047845776828067
"COL6A3"	"COL6A3"	0.213445504791826
"CLPS"	"CLPS"	-0.175199430351574
"BRWD1"	"BRWD1"	2.30839633316296
"AKAP2"	"AKAP2"	0.25802194203224
"CTGF"	"CTGF"	1.08841085409228
"HBP1"	"HBP1"	-0.108576080382226
"CYTH4"	"CYTH4"	-0.40717968697793
"FNDC1"	"FNDC1"	0.112476179836544
"LPAR4"	"LPAR4"	-0.574379304280208
"WIPF1"	"WIPF1"	-0.916814455355548
"CLEC5A"	"CLEC5A"	-0.479678784403446
"ZFPM2"	"ZFPM2"	-0.0348492960436334
"ZNF43"	"ZNF43"	0.135084722616605
"ECSCR"	"ECSCR"	-0.436492588816609
"AC013461.1"	"AC013461.1"	0.416095716122597
"SUMF1"	"SUMF1"	1.17123496104493
"ZCCHC24"	"ZCCHC24"	0.20087193623911
"PLA2G1B"	"PLA2G1B"	-0.0589875966562201
"HRH2"	"HRH2"	-0.279607018560271
"C1QTNF4"	"C1QTNF4"	-0.344923978185731
"OVOL2"	"OVOL2"	0.627569318475716
