"State"	"NumberMarkers"	"PosRatio"
"IS01"	73	2.95634881241653
"IS02"	73	5.77850545808829
"IS03"	171	7.12521909069921
"IS04"	1	0.296348438181972
"IS05"	34	1.28519225255252
"IS06"	3	0.0844506274285663
"IS07"	5	0.119738128025843
"IS08"	47	2.82366075287931
"IS09"	119	7.14882678241683
"IS10"	90	5.99781725513417
"IS11"	199	5.57864596469404
"IS12"	3	0.0908163103842818
