"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"	"InitialState"
"RAB33A"	"RAB33A"	-0.208659522126755	-0.105240149062966	-0.0604414706407277	0.491350155564909	"S01"	0.491350155564909	"IS04"
"DUSP16"	"DUSP16"	-0.301769401622663	-0.131189740249479	0.0636650349802889	0.4882257186958	"S01"	0.4882257186958	"IS04"
"FCRL3"	"FCRL3"	-0.118220274981092	-0.122471788491322	-0.136336208495885	0.48498090448907	"S01"	0.48498090448907	"IS04"
"ZC3H12D"	"ZC3H12D"	-0.213684876553443	-0.0731257356148899	-0.0785224591375666	0.484863183586675	"S01"	0.484863183586675	"IS04"
"SPOCK2"	"SPOCK2"	-0.689981520384467	0.00561502295928021	0.364801432679414	0.475120306801009	"S01"	0.475120306801009	"IS04"
"IL12RB2"	"IL12RB2"	-0.159338765236931	-0.159382551691096	-0.0499471459682975	0.47166539628186	"S01"	0.47166539628186	"IS04"
"SKAP1"	"SKAP1"	-0.293040769709581	-0.204633007163928	0.139924307044419	0.461142002201821	"S01"	0.461142002201821	"IS04"
"IL21R"	"IL21R"	-0.215112480082419	-0.0513493569596575	-0.0716195346157306	0.452587973411838	"S01"	0.452587973411838	"IS04"
"SIRPG"	"SIRPG"	-0.353642368374973	-0.185302016080123	0.195619349297569	0.450053224190582	"S01"	0.450053224190582	"IS04"
"METTL8"	"METTL8"	-0.234003721424572	0.00952446337554386	-0.0972271211527125	0.441960515263462	"S01"	0.441960515263462	"IS04"
"CD4"	"CD4"	-0.352544707198575	-0.068897761423645	0.103594242113391	0.434396643375611	"S01"	0.434396643375611	"IS04"
"SIT1"	"SIT1"	-0.291561827220185	-0.130620994125841	0.0958222779953472	0.431211122477918	"S01"	0.431211122477918	"IS04"
"SELL"	"SELL"	-0.176667542668344	0.414704087909586	-0.507681245122796	0.43117537994921	"S01"	0.43117537994921	"IS04"
"IL2RB"	"IL2RB"	-0.350154599178985	-0.149313091013972	0.175249142327861	0.430238659727044	"S01"	0.430238659727044	"IS04"
"CD247"	"CD247"	-0.419209183924812	-0.136216581404307	0.237482681822902	0.429555570472245	"S01"	0.429555570472245	"IS04"
"LAT"	"LAT"	-0.438367648782269	0.0433266197997488	0.0999333264365277	0.428657245560797	"S01"	0.428657245560797	"IS04"
"GATA3"	"GATA3"	-0.200212874707346	-0.00816168860265391	-0.10686406111348	0.428062922690807	"S01"	0.428062922690807	"IS04"
"TMPRSS6"	"TMPRSS6"	-0.139813893361827	-0.125905071790365	-0.0648786057728134	0.42531898413587	"S01"	0.42531898413587	"IS04"
"LCK"	"LCK"	-0.521172584652936	-0.132452319270446	0.354499043213311	0.413640620112526	"S01"	0.413640620112526	"IS04"
"LTA"	"LTA"	-0.169378012753875	-0.083694720359107	-0.0543299299328048	0.403748207017146	"S01"	0.403748207017146	"IS04"
"RHOH"	"RHOH"	-0.39146983093436	0.376263380246036	-0.217257286834371	0.393770881035098	"S01"	0.393770881035098	"IS04"
"CXCR3"	"CXCR3"	-0.110187189724112	-0.0449733004918334	-0.142938734845623	0.392736418865316	"S01"	0.392736418865316	"IS04"
"GLCCI1"	"GLCCI1"	-0.144835481938863	-0.122812601009424	-0.0343256654409905	0.388671360790271	"S01"	0.388671360790271	"IS04"
"F5"	"F5"	-0.118853992077594	-0.0408125627049733	-0.133318281932237	0.387364101052395	"S01"	0.387364101052395	"IS04"
"FAM129A"	"FAM129A"	-0.206739315530824	-0.23847785882931	0.137902802082666	0.382920052793643	"S01"	0.382920052793643	"IS04"
"PBXIP1"	"PBXIP1"	-0.512628475192541	0.0430851864194169	0.216024381656851	0.380055140286934	"S01"	0.380055140286934	"IS04"
"MCF2L2"	"MCF2L2"	-0.148739083665707	-0.110064355820889	-0.0294276800986473	0.372921371122409	"S01"	0.372921371122409	"IS04"
"CHRNA6"	"CHRNA6"	-0.0986313170897263	-0.0888193781058868	-0.0946315217423088	0.364096457767394	"S01"	0.364096457767394	"IS04"
"B3GAT1"	"B3GAT1"	-0.0986313170897263	-0.0888193781058868	-0.0946315217423088	0.364096457767394	"S01"	0.364096457767394	"IS04"
"AHSP"	"AHSP"	-0.110271814815372	-0.0993018678397947	-0.0659031445962409	0.354765062737958	"S01"	0.354765062737958	"IS04"
"PSTPIP1"	"PSTPIP1"	-0.268190270812527	-0.110876640559763	0.11717947943869	0.347841087286077	"S01"	0.347841087286077	"IS04"
"SAMSN1"	"SAMSN1"	-0.385062521063925	-0.138108536318505	0.265329411931146	0.347738359540431	"S01"	0.347738359540431	"IS04"
"TMEM154"	"TMEM154"	-0.201303188140092	-0.0634211051720643	0.00834248929230889	0.342528630981379	"S01"	0.342528630981379	"IS04"
"PHTF2"	"PHTF2"	-0.18375825342341	-0.158621989755922	0.0768784197707168	0.338495293308877	"S01"	0.338495293308877	"IS04"
"DOK2"	"DOK2"	-0.408135735826572	0.00647278371557114	0.170096425888379	0.337289498906934	"S01"	0.337289498906934	"IS04"
"CD53"	"CD53"	-0.519807167136923	0.00591771982757711	0.296546665421419	0.327513208736723	"S01"	0.327513208736723	"IS04"
"MAF"	"MAF"	-0.351019024861592	-0.134266642636256	0.246620422189839	0.320457787490583	"S01"	0.320457787490583	"IS04"
"TBC1D10C"	"TBC1D10C"	-0.459507099075499	-0.0300426896973246	0.2726808945353	0.316548256478097	"S01"	0.316548256478097	"IS04"
"SMAP2"	"SMAP2"	-0.428295849478738	0.225050700548045	0.0188986159285188	0.310483872038016	"S01"	0.310483872038016	"IS04"
"FBLN7"	"FBLN7"	-0.188306546372471	0.0615757977556914	-0.087476712128007	0.305344606889176	"S01"	0.305344606889176	"IS04"
"CDKN1B"	"CDKN1B"	-0.231972803057059	0.277647634728534	-0.230580495388023	0.30352972646728	"S01"	0.30352972646728	"IS04"
"IPCEF1"	"IPCEF1"	-0.13624594380816	-0.00685840916864701	-0.080066074387389	0.302437418314216	"S01"	0.302437418314216	"IS04"
"LAX1"	"LAX1"	-0.203177022458956	-0.108230179831923	0.0806612735970837	0.302208401629433	"S01"	0.302208401629433	"IS04"
"RASGRP1"	"RASGRP1"	-0.207017690518861	-0.0984154855459795	0.0761191457805867	0.302142604268812	"S01"	0.302142604268812	"IS04"
"PCED1B"	"PCED1B"	-0.229958814541257	0.0664936285223662	-0.0399236919098999	0.295255589582098	"S01"	0.295255589582098	"IS04"
"LIMD2"	"LIMD2"	-0.442928213196253	0.116601872665756	0.143355658892716	0.293242262928262	"S01"	0.293242262928262	"IS04"
"SOCS1"	"SOCS1"	-0.285554264685256	0.156309410630619	-0.0584666287035278	0.292919123805188	"S01"	0.292919123805188	"IS04"
"CYFIP2"	"CYFIP2"	-0.219028483860414	-0.0522117239990666	0.0563537233357979	0.291269321195768	"S01"	0.291269321195768	"IS04"
"ISG20"	"ISG20"	-0.408460749005799	-0.0448763067080513	0.254319269726786	0.286780995131317	"S01"	0.286780995131317	"IS04"
"TLK1"	"TLK1"	-0.227337275435112	0.0773931355984069	-0.0440111024616024	0.284347974523468	"S01"	0.284347974523468	"IS04"
"ZBED2"	"ZBED2"	-0.147699351024102	-0.145249145056261	0.0701739711366595	0.281639262635757	"S01"	0.281639262635757	"IS04"
"ADTRP"	"ADTRP"	-0.226971640046501	0.0813544291621463	-0.0455233214204959	0.281235509641597	"S01"	0.281235509641597	"IS04"
"FAM46C"	"FAM46C"	-0.309190802919318	-0.0328503197895798	0.14582188100045	0.276993683289171	"S01"	0.276993683289171	"IS04"
"CPA5"	"CPA5"	-0.07448347243444	-0.0670737844327439	-0.0714629445200479	0.274954946114369	"S01"	0.274954946114369	"IS04"
"TTBK1"	"TTBK1"	-0.07448347243444	-0.0670737844327439	-0.0714629445200479	0.274954946114369	"S01"	0.274954946114369	"IS04"
"ITIH4"	"ITIH4"	-0.0794416719985181	-0.0599292392889688	-0.0722971788528002	0.274674368786212	"S01"	0.274674368786212	"IS04"
"TCAF2"	"TCAF2"	-0.173209526015017	-0.0662767120897501	0.0399226500676022	0.265353310531851	"S01"	0.265353310531851	"IS04"
"SUSD3"	"SUSD3"	-0.245527580425923	-0.0406008151378026	0.0954405811670618	0.263449899898376	"S01"	0.263449899898376	"IS04"
"APOBEC3D"	"APOBEC3D"	-0.0413373877856187	-0.0802202545683755	-0.0861654711952625	0.263339080894915	"S01"	0.263339080894915	"IS04"
"ECEL1"	"ECEL1"	-0.0846228622339985	-0.030822045292368	-0.0811911516917903	0.259842245329956	"S01"	0.259842245329956	"IS04"
"TRAF3IP3"	"TRAF3IP3"	-0.28541636948051	-0.0278875560282555	0.129310151296208	0.259820520078049	"S01"	0.259820520078049	"IS04"
"ICAM3"	"ICAM3"	-0.513116358435532	0.14559171551365	0.218791871113533	0.258427522003405	"S01"	0.258427522003405	"IS04"
"HLF"	"HLF"	-0.185226026448704	-0.155520992843573	0.137738949205787	0.257162682330655	"S01"	0.257162682330655	"IS04"
"MAP4K1"	"MAP4K1"	-0.258684152483919	-0.117211144886592	0.187039253067266	0.250369039178959	"S01"	0.250369039178959	"IS04"
"GPR82"	"GPR82"	-0.0423111209090535	-0.0707136280139212	-0.0832757935399423	0.249899060162482	"S01"	0.249899060162482	"IS04"
"PKIA"	"PKIA"	-0.0958171647675811	-0.0784626012259463	-0.0170690309588183	0.246511464035267	"S01"	0.246511464035267	"IS04"
"SLAMF1"	"SLAMF1"	-0.229998000742233	-0.0877161056965383	0.139906078402087	0.238103223281573	"S01"	0.238103223281573	"IS04"
"TNIK"	"TNIK"	-0.274746535555861	0.149994619443974	-0.0215667531560265	0.236821857432622	"S01"	0.236821857432622	"IS04"
"TTC39C"	"TTC39C"	-0.282999474405475	-0.0510680808864144	0.166641490572608	0.234356886684904	"S01"	0.234356886684904	"IS04"
"CCR8"	"CCR8"	-0.0895281820547749	0.00399390945994937	-0.0858975461004799	0.232527308982703	"S01"	0.232527308982703	"IS04"
"CD28"	"CD28"	-0.341770642801504	0.204780065004748	0.00626231755062519	0.23015023456549	"S01"	0.23015023456549	"IS04"
"APBB1IP"	"APBB1IP"	-0.319590558975202	-0.0599582597651672	0.220226908764621	0.225305440165361	"S01"	0.225305440165361	"IS04"
"FAM184A"	"FAM184A"	-0.0759967895781028	0.109697729655992	-0.187151722030564	0.224061109570426	"S01"	0.224061109570426	"IS04"
"PRKCH"	"PRKCH"	-0.28889493931442	0.0481565353958351	0.0992765356991976	0.215990719598084	"S01"	0.215990719598084	"IS04"
"ADGRE1"	"ADGRE1"	-0.134682729206261	0.0821218793720826	-0.0932929686044821	0.214584260287094	"S01"	0.214584260287094	"IS04"
"SLC7A10"	"SLC7A10"	-0.0526325979777234	-0.047396656137379	-0.0504981884744793	0.194292675513511	"S01"	0.194292675513511	"IS04"
"LRBA"	"LRBA"	-0.216577313041591	0.0832640157260786	0.00822235999828681	0.194107682755989	"S01"	0.194107682755989	"IS04"
"PYHIN1"	"PYHIN1"	-0.176276448082884	-0.127213815101016	0.154501093126764	0.189965560933492	"S01"	0.189965560933492	"IS04"
"P2RY10"	"P2RY10"	-0.31009613762534	0.188453016048916	0.0187924102521035	0.188563665827191	"S01"	0.188563665827191	"IS04"
"IL18R1"	"IL18R1"	-0.111588003922891	-0.10834152021745	0.0730133301390673	0.184951244086386	"S01"	0.184951244086386	"IS04"
"LRRC7"	"LRRC7"	-0.144769848242085	-0.0166749771889849	0.0284491922085413	0.183403970654033	"S01"	0.183403970654033	"IS04"
"DLGAP1"	"DLGAP1"	-0.0140089064268402	-0.114237352581148	-0.0215013434199673	0.17993490562724	"S01"	0.17993490562724	"IS04"
"PAG1"	"PAG1"	-0.221068949135171	0.0105785277535921	0.0880226742616245	0.179895640140973	"S01"	0.179895640140973	"IS04"
"ZNF101"	"ZNF101"	-0.0989130024522281	0.0747624645546225	-0.0904519312717695	0.169620044973936	"S01"	0.169620044973936	"IS04"
"ANKS1B"	"ANKS1B"	-0.0143223688592304	-0.0839369469940282	-0.0397334265130987	0.169191357412359	"S01"	0.169191357412359	"IS04"
"RAB39B"	"RAB39B"	-0.161453999994374	0.0802876989455612	-0.0243190574901649	0.163529693257194	"S01"	0.163529693257194	"IS04"
"TBCC"	"TBCC"	-0.120978536066236	0.0197828704147811	-0.00127076242590444	0.147058601751893	"S01"	0.147058601751893	"IS04"
"UBASH3A"	"UBASH3A"	-0.106964916548337	-0.135487382777851	0.125533783331853	0.141097484992928	"S01"	0.141097484992928	"IS04"
"ACCSL"	"ACCSL"	-0.0372044509722135	-0.0335033161436628	-0.0356956990433864	0.137339834971894	"S01"	0.137339834971894	"IS04"
"GRK7"	"GRK7"	-0.0372044509722135	-0.0335033161436628	-0.0356956990433864	0.137339834971894	"S01"	0.137339834971894	"IS04"
"PPIAL4A"	"PPIAL4A"	-0.0372044509722135	-0.0335033161436628	-0.0356956990433864	0.137339834971894	"S01"	0.137339834971894	"IS04"
"RP11-310N16.1"	"RP11-310N16.1"	-0.0372044509722135	-0.0335033161436628	-0.0356956990433864	0.137339834971894	"S01"	0.137339834971894	"IS04"
"CASP8"	"CASP8"	-0.224554503370571	0.122841539986138	0.0260911916291849	0.135958666044045	"S01"	0.135958666044045	"IS04"
"TUBD1"	"TUBD1"	-0.139256367379201	0.101321213375326	-0.0389259083614953	0.12744675784203	"S01"	0.12744675784203	"IS04"
"ANKRD44"	"ANKRD44"	-0.225802970626565	0.110866443884703	0.0469540479813327	0.12420990731828	"S01"	0.12420990731828	"IS04"
"C15orf53"	"C15orf53"	-0.0336143532004825	-0.135353973810632	0.0626358641466577	0.121358160525616	"S01"	0.121358160525616	"IS04"
"PAGE5"	"PAGE5"	-0.0726748593900111	0.062649430160174	-0.0659031445962409	0.114961581236339	"S01"	0.114961581236339	"IS04"
"MGAT5B"	"MGAT5B"	-0.07448347243444	-0.0670737844327439	0.0576869552149784	0.105647713285324	"S01"	0.105647713285324	"IS04"
"YPEL5"	"YPEL5"	-0.470194788935729	0.981752430730001	0.072927623222135	-0.578139608897509	"S02"	0.981752430730001	"IS02"
"SARAF"	"SARAF"	-0.682890388271734	0.816924117533184	0.233442016939276	-0.301844711183422	"S02"	0.816924117533184	"IS02"
"CCR7"	"CCR7"	-0.17941119118702	0.810079679192104	-0.326910767976803	-0.25973780856218	"S02"	0.810079679192104	"IS02"
"FAM177A1"	"FAM177A1"	-0.408056744533528	0.805631655590119	-0.0670243202820317	-0.277207331101245	"S02"	0.805631655590119	"IS02"
"ZFP36L2"	"ZFP36L2"	-0.224136266487704	0.740853760409108	0.155099835469766	-0.749257244985349	"S02"	0.740853760409108	"IS02"
"ZNF331"	"ZNF331"	-0.370835392008847	0.729321110524751	-0.182580843158833	-0.089150231073193	"S02"	0.729321110524751	"IS02"
"LDHB"	"LDHB"	-0.616757807937133	0.679376189749351	0.0781673358912515	-0.0310404548154938	"S02"	0.679376189749351	"IS02"
"PIK3R1"	"PIK3R1"	-0.201560092981752	0.633691771435641	-0.229187440344719	-0.152819375521192	"S02"	0.633691771435641	"IS02"
"LEPROTL1"	"LEPROTL1"	-0.464608784456171	0.632531208781591	0.0911579947603103	-0.205493693648342	"S02"	0.632531208781591	"IS02"
"LYPD3"	"LYPD3"	-0.180696845944583	0.623172112853451	-0.198865231035546	-0.209414011310337	"S02"	0.623172112853451	"IS02"
"TCF7"	"TCF7"	-0.21886466285755	0.613935472043555	-0.121844977852599	-0.24659246587889	"S02"	0.613935472043555	"IS02"
"TSHZ2"	"TSHZ2"	-0.172509683863763	0.609735110013218	-0.261793867979552	-0.122751121620445	"S02"	0.609735110013218	"IS02"
"PTGER4"	"PTGER4"	-0.232236400422277	0.607379326831465	0.0648134168626789	-0.465097384648646	"S02"	0.607379326831465	"IS02"
"BTG1"	"BTG1"	-0.683105480186594	0.593794052457932	-0.0542502634316154	0.333932492306065	"S02"	0.593794052457932	"IS02"
"SC5D"	"SC5D"	-0.232761479432533	0.590951003384019	-0.113185167882893	-0.212002093305673	"S02"	0.590951003384019	"IS02"
"LEF1"	"LEF1"	-0.2414863568871	0.580387384036204	-0.231426715268372	-0.0326274176550018	"S02"	0.580387384036204	"IS02"
"PGAP1"	"PGAP1"	-0.152945577048894	0.566019150297391	-0.272447406400193	-0.0853884428230481	"S02"	0.566019150297391	"IS02"
"RGCC"	"RGCC"	-0.119860174684876	0.561156202668752	-0.151223196296221	-0.28470148324201	"S02"	0.561156202668752	"IS02"
"IDS"	"IDS"	-0.347257296076024	0.557441875098493	-0.0568594146826418	-0.0877675846906068	"S02"	0.557441875098493	"IS02"
"SESN3"	"SESN3"	-0.199187972116052	0.553168262717821	-0.262590393545216	-0.0191029851381982	"S02"	0.553168262717821	"IS02"
"SMCHD1"	"SMCHD1"	-0.213515617482419	0.549839798688032	-0.194240114071727	-0.0849206567911539	"S02"	0.549839798688032	"IS02"
"CXCR4"	"CXCR4"	-0.408747201956261	0.546435661157621	0.291499625268909	-0.44616102794665	"S02"	0.546435661157621	"IS02"
"PASK"	"PASK"	-0.123956516658102	0.538690669374384	-0.223340214739016	-0.15845238771101	"S02"	0.538690669374384	"IS02"
"GPR183"	"GPR183"	-0.250099850366005	0.538527118281127	0.0985997435857553	-0.404824171427372	"S02"	0.538527118281127	"IS02"
"BEX2"	"BEX2"	-0.0850738903331777	0.536676460456163	-0.240257048255998	-0.188034227609094	"S02"	0.536676460456163	"IS02"
"RNF125"	"RNF125"	-0.189590867929225	0.511670855981938	0.016308901616431	-0.350028680389505	"S02"	0.511670855981938	"IS02"
"SRGN"	"SRGN"	-0.81347617014238	0.49571065145939	0.331195260404863	0.123557814113695	"S02"	0.49571065145939	"IS02"
"IL7R"	"IL7R"	-0.298550206296071	0.491030605594832	0.288171291821574	-0.53094994161467	"S02"	0.491030605594832	"IS02"
"CNOT6L"	"CNOT6L"	-0.375578510936799	0.472621920888648	0.0622766923631465	-0.106347496432847	"S02"	0.472621920888648	"IS02"
"RASGRP2"	"RASGRP2"	-0.130932450500379	0.462896877704351	-0.145131825809269	-0.163522861986031	"S02"	0.462896877704351	"IS02"
"BCL11B"	"BCL11B"	-0.158968372960969	0.455939561882673	-0.136415117721849	-0.127893430121664	"S02"	0.455939561882673	"IS02"
"SATB1"	"SATB1"	-0.335337673875383	0.45440635199112	-0.0926242374372896	0.0618268611121025	"S02"	0.45440635199112	"IS02"
"EML4"	"EML4"	-0.483604648241778	0.446400541867286	0.255597242694624	-0.179142018997532	"S02"	0.446400541867286	"IS02"
"GCNT4"	"GCNT4"	-0.0906625627115593	0.431865727106137	-0.165560497588506	-0.156836007173706	"S02"	0.431865727106137	"IS02"
"FYB"	"FYB"	-0.489750240589828	0.42419912922113	0.151517671926918	-0.0084470881257895	"S02"	0.42419912922113	"IS02"
"TSC22D3"	"TSC22D3"	-0.427177903940027	0.416266578014248	0.0353769092470381	0.0659439046455993	"S02"	0.416266578014248	"IS02"
"CD48"	"CD48"	-0.288132018590337	0.412340832522463	0.249939893447165	-0.404219908684504	"S02"	0.412340832522463	"IS02"
"AIM1"	"AIM1"	-0.156328095504411	0.412132194140624	-0.0208169235530677	-0.232389635177006	"S02"	0.412132194140624	"IS02"
"FCMR"	"FCMR"	-0.229526948346194	0.404028207694509	-0.261296810744434	0.194075525524784	"S02"	0.404028207694509	"IS02"
"NELL2"	"NELL2"	-0.140917787317232	0.399895231670295	-0.0968299074713054	-0.140011688159178	"S02"	0.399895231670295	"IS02"
"ANKRD12"	"ANKRD12"	-0.438068599147451	0.399769198075071	0.171786968053288	-0.0786305169720257	"S02"	0.399769198075071	"IS02"
"CREM"	"CREM"	-0.687822328922344	0.395703601657396	0.368643181792387	0.0154499634684575	"S02"	0.395703601657396	"IS02"
"C1orf228"	"C1orf228"	-0.0370198089896494	0.393508999834672	-0.163085315837375	-0.190296714209889	"S02"	0.393508999834672	"IS02"
"GCSAM"	"GCSAM"	-0.135090884795865	0.392572218503902	-0.0969792563074433	-0.13944354942711	"S02"	0.392572218503902	"IS02"
"PTPRC"	"PTPRC"	-0.58242085119662	0.389593319072491	0.261344300278214	0.0165592537892072	"S02"	0.389593319072491	"IS02"
"P2RY8"	"P2RY8"	-0.108806634757105	0.383317866580982	-0.0477513282398467	-0.229828603337227	"S02"	0.383317866580982	"IS02"
"AP3M2"	"AP3M2"	-0.0881917302183057	0.381617494796222	-0.0685989152588648	-0.229208091806353	"S02"	0.381617494796222	"IS02"
"ARL4C"	"ARL4C"	-0.345310944674227	0.360761305785329	0.223394644970484	-0.230160702333227	"S02"	0.360761305785329	"IS02"
"ITPKB"	"ITPKB"	-0.206861698606151	0.35244524225109	-0.142680410263763	0.0667676544599063	"S02"	0.35244524225109	"IS02"
"GLIPR1"	"GLIPR1"	-0.392839539344948	0.348118009749028	0.314934355891481	-0.269407095335949	"S02"	0.348118009749028	"IS02"
"NR3C1"	"NR3C1"	-0.391490582312349	0.324175061683368	0.165029461963234	-0.0470476952242539	"S02"	0.324175061683368	"IS02"
"SORL1"	"SORL1"	-0.0618635890886484	0.319622822159638	-0.254167876777811	0.0492102768158107	"S02"	0.319622822159638	"IS02"
"RCAN3"	"RCAN3"	-0.333507371482603	0.315910304608195	0.1036852329869	-0.0377227664245642	"S02"	0.315910304608195	"IS02"
"TESPA1"	"TESPA1"	-0.207131351067222	0.313989356995356	-0.0598648841867973	0.0030997569046977	"S02"	0.313989356995356	"IS02"
"ARHGAP15"	"ARHGAP15"	-0.218694627482538	0.313670445209945	0.0259997182995179	-0.0930080089211596	"S02"	0.313670445209945	"IS02"
"MAL"	"MAL"	-0.049440263479303	0.313307039646969	-0.116241933377426	-0.141572036495227	"S02"	0.313307039646969	"IS02"
"PPP2R5C"	"PPP2R5C"	-0.326909616615186	0.309907296544163	0.236212392093598	-0.213685625550057	"S02"	0.309907296544163	"IS02"
"ANKRD55"	"ANKRD55"	-0.149568024424973	0.305790679533515	-0.0786670841252684	-0.0428375770615545	"S02"	0.305790679533515	"IS02"
"SRSF7"	"SRSF7"	-0.363772158470707	0.304436712391254	-0.0354949477484623	0.200119413843756	"S02"	0.304436712391254	"IS02"
"TC2N"	"TC2N"	-0.103670715228907	0.299117170077105	0.11467655558135	-0.352421359588365	"S02"	0.299117170077105	"IS02"
"ARHGEF1"	"ARHGEF1"	-0.365532986640048	0.29619089607897	0.141167790358636	-0.019477859177122	"S02"	0.29619089607897	"IS02"
