"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B03_830732"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C01_830810"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C06_830812"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C07_830734"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D07_830762"	"MS2010072003"	"MS2010072019"	"MS2010072024"	"MS2010072030"	"MS2010072037"	"MS2010072040"	"MS2010072811"	"MS2010072829"	"MS2010072834"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A03_830756"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C11_830764"	"MS2010072004"	"MS2010072026"	"MS2010072034"	"MS2010072828"	"MS2010072837"	"MS2010072921"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072001"	"MS2010072036"	"MS2010072831"	"MS2010072835"	"MS2010072902"	"MS2010072917"	"MS2010072925"	"MS2010072930"	"MS2010072932"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A11_841920"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B01_841924"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B03_841912"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072038"	"MS2010072827"	"MS2010072907"	"MS2010072908"	"MS2010072912"	"MS2010072937"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B05_841916"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B02_830752"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B07_830666"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C05_830694"	"MS2010072023"	"MS2010072817"	"MS2010072821"	"MS2010072838"	"MS2010072904"	"MS2010072913"	"MS2010072916"
"FRMD4A"	6.8398151223636	6.73895438637798	6.62573835899439	6.76741100814664	5.89362338428124	7.01532894244913	6.58898023744735	7.443671859009	6.36748565890962	6.91918476364198	7.25477371408199	6.41218244804984	5.34094041281008	6.71620959388834	6.94247781674671	7.3009974100133	7.01978953113598	6.8280821305185	6.82368946791624	7.78238674343211	6.2735109064625	7.38137821251761	8.06746996361467	6.71023714705919	7.71935160180873	7.13112529376359	7.38408159759702	7.15790485986544	8.31475128987468	7.80957579385151	8.63124846337868	7.19849830611927	7.91622324396846	7.85226053291211	8.40179147460392	8.2419459176293	7.18964062313328	7.73807948719327	7.44704195026029	7.27117213629167	7.44136027838947	7.35321830044727	6.82363455581661	6.48054458224612	6.38444161516634	7.00989263088523	6.83788268741414	7.34294023892767	7.96553964480931	6.41184291271092	6.34987794190343	6.42862051785864	6.71428304197514	7.19891369631021	8.59203947353091	6.05752531686016	6.31579658926357	8.08480258801881	7.09004427143158	8.17632582742799	7.14065802871777	7.12443358873175	7.95242936207091	6.49665097476442
"ITM2C"	7.85697698006612	6.50157100849903	8.80274904384809	8.42426305897104	8.89584117199323	8.56113108017889	9.24645429940279	7.22565457163803	8.24377852037021	9.79817036363255	8.29144763252636	7.89709253027456	7.98981482387529	8.4231123862033	10.5118715206823	10.222041421987	9.48284265447752	8.20965866318624	10.0941014516019	8.1909438053669	9.14298526193337	10.4635975218391	10.3253104038427	8.88148241513347	11.2384050724529	9.70683693937993	11.0557493483472	8.71852322388682	7.88802048695295	9.13607985867152	9.425518317674	6.73723640572582	8.67551105510501	9.4725536980227	9.44869735191907	9.2665603369049	10.8036479949217	9.3143992821244	9.88406346975816	6.87625751759533	9.0586630795185	9.38442980701024	8.24835209595669	8.25420602906042	8.61829384536682	8.54155903584609	9.41445343645089	8.32706802947048	10.9987827891632	8.41233362606218	9.10561984655062	7.47301231883902	7.77111682850804	7.34794219885405	12.3273824747978	5.03573255014208	7.25353968698333	12.1494530334387	6.09317784527196	9.70327375843133	8.85469011988686	7.05558411774797	9.27760203027105	11.7261796303318
"TES"	9.41157189866868	10.2326400721964	9.53979361511813	11.0921597438856	11.1252984053486	10.604831961571	10.6625388361195	11.040513778754	9.75686317762356	10.858208897868	11.0605068945385	8.04385927207225	10.0392725038084	11.7068063599849	11.8700362870461	11.4768756697697	10.9132258642838	12.3007064889714	11.9800372974284	11.448145595879	11.4578162910216	12.1693072385811	11.5984331831576	11.6994745976429	11.272654532345	11.2183606238402	11.6157096029059	10.7128274261245	10.6816599723589	11.8458274806887	10.8725893124364	10.7579343426482	11.1231820258319	11.058566518329	9.35534439563322	12.090631656038	11.7059928035797	11.7431256451932	11.0442135963006	11.0978693799703	11.2045056228748	11.2338353205951	11.5036286253818	12.202403534625	10.9336566741446	11.8907542267628	11.2821851899789	11.4102901076827	11.8348234748666	11.6239905951708	10.3981538926123	11.0422835048954	11.4858453427062	9.55921695236837	10.438943378077	10.0298385522023	11.5580864574949	9.94537275339548	9.80009189818097	10.299290660507	10.7024558255157	9.92186411224863	10.4424808350645	11.0446410402037
"TRIB1"	7.77907618609537	7.69397298962989	7.68897656211629	7.40188283269952	7.77944738954069	7.01127099238513	6.20429813886751	7.25559588833986	7.74568415411387	8.01581388682021	7.66399353510032	6.79412253461897	8.63925392485655	6.72825010171341	8.02408398720704	8.01465159058885	7.66634825647931	7.98605960727853	7.85765997483779	8.04332098345285	7.8381358520079	7.5849755513857	8.01284316772811	8.09856975446527	7.59102241701933	8.2276487398451	8.02761617323002	7.48442307523241	8.12062341410862	7.97354668903502	8.06414877519084	8.15984754537568	8.72300626098689	8.07755835029234	7.23458415939337	8.51479336200485	8.09307274143547	7.82398146135844	7.57749123040375	7.89238976856235	9.18315205060361	7.56727530085108	8.16200809590175	7.23792785440364	7.30272637119161	8.33115741993571	7.42741135321677	8.59607138002006	7.83147568563847	8.16518103636491	7.82405175151959	7.51246244052491	8.16034964410776	8.42016043158262	7.40285221070835	7.4845983166246	7.18361269225785	7.39794952881385	7.47786077003222	7.6283797432679	7.11281037834347	7.96248153764621	8.10551554968725	7.62320083643368
"FAM134B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADD2"	5.22324618017955	7.12571192660961	4.69890546471279	6.12952831501609	2.72508360774555	4.93162482862551	5.69211204338896	4.85452309983845	4.66905235394183	7.26155355388286	6.73857437396706	4.73752463919359	5.02357055625204	3.76587563662257	5.55444632834727	6.28359492573418	5.88298126259448	4.48133680702854	5.68609401480077	4.81056212432253	3.46127218150451	5.52822494470552	5.37958581823559	5.56564241185688	5.29372398835493	3.62175315348192	6.48078528560343	4.52520921103515	6.1661298711094	5.97651166472612	5.29495830693776	3.58176162649456	6.55747875845753	5.24011926829749	4.24528166659508	7.40435464265842	6.49666965784784	5.63265120935649	6.49521573388436	7.17598519925917	7.32395530627569	3.60633678620071	5.67424219343893	8.09011560898269	7.00727349721861	4.69221403001561	4.53314344126184	5.72130318579819	7.14563665549501	3.84844987679892	3.78110577600489	3.33159825218168	6.72291538972136	6.7690186211226	3.09508521457874	4.43760685173718	2.78606447085637	5.44192808436294	3.02183309414568	4.77299013695262	4.65860926885511	3.67223339467028	4.58972109172144	3.03044425323759
"IMPACT"	9.39330385577371	7.86640538648167	9.18782546168445	8.30797151804011	7.331184190171	7.47085536462124	8.38856040040724	8.18436357516156	8.41927187226585	7.23190904092947	7.41184027531142	5.76267535638748	6.20190460651808	7.08193103477098	8.63433234441123	9.19443955821975	7.97489449692405	8.58845212552469	9.08226749789177	8.86171952839176	8.71910412593819	8.21190456039614	9.33237441228579	8.25125552090254	9.0029903461735	8.65900587858009	9.04889976572739	7.95895747245148	8.85196015120248	8.61021928030958	9.05645221185569	8.43363913389887	7.7330290881181	8.92071697546923	7.58723742504177	8.45036130811908	7.90561145349093	8.44116071761034	8.09159844869537	7.37932073246305	10.711961069637	8.56990642581797	8.65800716754139	8.64492739634097	7.32150647681244	8.23904256704494	8.84537744078165	9.08220538934955	9.50824054444353	6.47715387851897	7.27812656446669	6.65289472246423	7.2869708926761	6.92409895308392	8.47886584605322	7.02496147740323	7.53701873274664	9.95056045041658	6.89671515472936	8.74353695469281	7.78885665909941	7.96965327585001	8.15497585537817	6.46818922970974
"MTSS1"	6.49734168993304	5.0084893425215	6.16659005327475	5.4774148182973	5.22453636260622	5.91134966351976	5.94527390932574	6.36467161940916	5.97038440287481	5.9783720728731	5.91394532216882	5.74507132556355	7.16782583933994	5.78719416691711	7.0344451608849	6.23634592658369	6.13827353101001	6.05534461774455	5.21463407399932	6.88741183585187	5.85447378791824	7.25857094867762	6.68228472904827	5.62513903213568	7.02375978693492	6.28896234734718	6.77625011086227	5.94687657525296	7.68028172701725	7.31415803207859	7.44910405089861	6.05904931854721	7.09291770556371	7.08358875794929	6.60452880819038	8.73709000874018	7.37705341224687	7.04502842335214	6.13170515428941	7.76182645332076	7.90020835247134	7.03200734773972	6.18438706417405	5.71745213649694	5.10842545443329	5.86725305523343	5.96690662912664	6.62366026452345	7.15487649497886	5.83709402592809	6.59418995716853	5.68320557752613	6.22013318249093	6.52632831847339	6.03444585827001	5.11840985220601	5.26662399630378	6.18209592933553	5.89252510240948	6.66070088122356	6.92242565036927	5.89130879150038	6.48619086469844	6.23013661476102
"PID1"	6.47934513522088	5.71924507707008	6.56062374420575	6.37663078530444	6.08389079813677	6.07286907554481	6.18763933403734	5.64233500672575	7.46291436171439	7.2021758011293	6.6889349093529	5.91966906035985	5.17541262867988	6.07353139111954	7.20349095828923	6.53062960856036	6.15354505589425	6.68155840313454	6.89679656170831	5.22512078796295	6.4497662103319	7.11095509440109	7.75626818560704	5.93633599627708	6.19040325671403	5.9862671968378	6.92489148495889	6.53789292635858	6.35847236251166	6.2771445812018	8.06702696982848	5.84752000671033	6.94925609054577	7.61943725944989	6.78959133957164	6.25391767341592	6.90295131855377	5.82653888625104	6.23841705443277	6.14127416451491	8.89478844585643	5.9907414458927	7.14016233312964	5.66581941344526	3.97130563237371	6.1249778955689	7.39711014347504	7.04083874325215	6.15247731992236	4.56351888637606	6.92720911093944	5.46383607105331	6.51407836170241	7.51654053165519	6.3254191348968	5.30599310144326	5.57366674635576	6.35846303430106	5.55949180572651	5.65428380295179	6.31052473009495	5.11264918729986	7.02167658297081	5.14580099105325
"PTPRO"	10.6371920209035	7.88148506015374	11.2048755657685	8.79728186250581	6.42327248803532	7.11409226043387	6.74972654183919	7.9976698239159	8.5422549989608	7.11208697923526	6.02748199191452	10.0452284401509	6.98389824953879	6.61409792184944	8.78850639554761	9.50820750246753	7.29662566039685	9.66318378563522	9.72206700728785	10.0134695652765	9.20482042805494	7.51712057343669	9.5381518404035	8.93923951440076	8.28154305770701	8.91189968491517	8.31276046417849	7.43646483400092	10.2832293602182	8.52606858189468	7.67983700517933	9.08826498755955	8.74542046196831	6.60104598691585	6.6146403750079	6.43778531238912	7.92795512165787	7.79123805968603	6.97844083655124	9.36927238984194	6.43803210998105	7.89726981104373	8.43457317681943	9.370190101724	8.19763385412351	6.53763075760279	8.99483789978061	8.44190964664256	7.59447717519849	7.30509886173326	6.74968595408288	7.45917763319179	7.15913994564005	8.61325213514016	5.70398484620713	8.34820917472682	6.98858066259036	8.97471069941067	7.63511344614571	7.97586228073644	6.49331786611559	8.18350818068939	6.66066174162474	8.43117502731335
"CYB5R1"	8.95139531264025	8.84653244939034	9.19765740855427	9.38792326483316	8.63446101230454	9.18824060820545	8.26686471741625	9.42126847643847	8.86019808593109	9.42326147386606	9.78328155369597	8.79960212587348	8.92007281367324	9.2972418083881	9.83647288643661	10.1058821186203	9.85590073706925	9.8780339632893	9.89407716403226	10.1218421461426	9.42247704918393	8.94220481907909	9.92464720879317	9.33037976281903	8.9246308905703	8.95295329474232	8.99949471412612	9.98861356315991	10.6418528387694	9.23108214138312	9.09262270112157	9.55051729435776	9.38463205331713	9.82636971688033	8.99217211070558	9.36083639178769	9.64677340721221	9.11508347068794	9.26460442849895	9.02849408290889	8.65228660339534	9.82939078681823	9.45767659515112	9.37307041119475	9.31501772770456	8.91192390522237	9.82657967017521	9.97819479903328	8.96049051462087	7.7168789340936	9.12306170912074	9.64642729323461	8.92057586911893	8.99649187574235	9.03615318387925	9.50346286613448	9.08724713048026	8.74428199639951	8.60482546213333	8.53039037947312	9.36046742133754	9.45601806937469	9.54694158177038	9.26579772661247
"CLMN"	6.16696126403892	6.6252250589669	6.52250932593454	6.06131403095933	6.22961809860238	6.97947863964494	4.31868656977243	8.26608392252186	5.77455465289037	6.1065908107739	4.69986724644175	6.84025690676639	6.22365049584862	6.084059590251	6.49385338784644	6.82412626115423	6.79692119056509	7.61754056605156	6.21654338431505	8.21997882041497	6.93996844739853	7.08480957487639	6.75764935969474	6.96895982064937	7.73921100585797	6.27291428415614	6.74753078424994	7.56508957931425	7.97004156077987	6.87586467269057	7.74083538083751	7.9345932680585	6.90693735014473	7.12083474952326	6.45854255128564	6.5903469606047	6.54080240190467	6.6248202319061	6.13375233257602	6.83265044652555	8.76344937951045	7.4365313921596	6.5269736528667	7.09803932706459	6.14214160074467	6.52423292485904	7.76673515229438	7.69643383566277	7.01632749310983	5.0656910409532	5.3699290785351	5.97273653059102	7.49604797588129	6.72541432627511	5.98344941777044	6.15663103231406	7.07818251462488	7.34036900123542	7.17196389396272	7.25441811442334	6.73509058623375	7.16588753475324	6.68891881573447	8.59649912916827
"PARP9"	8.51868242371855	9.23624872301908	9.46140867362015	10.2055489708785	8.61944941098526	9.51032583335327	9.15671712055783	8.93880778700955	9.29753953311357	9.50296552977611	8.60932918125875	8.07745756917871	8.36034513012385	9.06183071923629	9.89899795886203	10.2455379897626	10.3262175479888	10.7369011531409	9.9847289215001	10.7796336277072	10.7676129523581	10.2090905554795	10.5292818433498	10.119044317831	10.5188242271915	10.7163299430203	10.1461466948825	10.4713233851081	11.2460617141331	9.74381541837535	10.1645738638268	11.0693304652245	9.97841949802437	10.3821465814566	9.24489773214829	10.0118328947384	9.76985596527904	9.85073637248665	9.71573027770127	10.0544196896955	11.4095156539275	9.68291046959621	9.95351773367713	9.27163687784376	10.0393859857827	9.91881814350412	9.73330799225199	9.01960725181283	10.0190055813571	8.35896821444745	7.62984759180521	9.05138016339069	8.98845358204971	9.59204159500944	10.4224445465345	10.7162449864092	9.19760255692212	10.9715308884387	10.7719243531803	10.8154724882091	10.7407612171415	10.7021802423811	11.0146416433648	9.54241060382698
"GADD45B"	9.12205798053464	8.77114503643287	9.16935945243877	10.7356547459332	8.71188634196861	10.9625862377915	9.19104663171182	9.60083397616825	10.2582716498486	11.0047017242666	10.089039691063	9.10283582637356	9.74527458910553	9.41603802807172	9.54965556364744	10.1656355682947	10.3919449474391	10.3002314422189	9.42103987525869	10.3123024948565	10.1130552960405	9.0224182258461	9.97738252487586	9.77383661199421	9.93891888607488	10.2685216888895	9.86161114846399	10.380263956638	10.4391788096277	9.8920670385469	10.8376780544239	10.6806424739624	8.84278225546812	10.294362483443	8.77393023555843	10.0416786803105	8.99676711100681	9.89802255806222	9.71175986817484	8.97225608212424	10.0241563376356	9.19852773884633	8.6954931127262	10.1504852252479	11.1060615621063	9.46061468849148	9.98632346052999	9.5543204675743	9.98272813591896	8.70928373625954	9.44491958038059	9.49299074809315	8.93019177346369	8.33766935278909	8.02677919423702	9.07075309098936	10.0940618088077	9.397505693203	9.7288478135985	10.5803387156182	9.85143377224286	10.6234774996901	10.7458628454277	9.69399698524606
"WBP5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RYR1"	8.01346395469089	1.89951337540322	1.86265110035694	5.1842530997085	4.14071973152689	1.74430544187571	1.5783280965866	2.89701471299359	8.41911719040546	8.20077638406407	5.06442064165489	1.85936620059313	1.70414046079971	4.35972999956788	5.66188775123612	8.30065752716818	5.78640576455058	5.31025449075747	1.41638939543305	6.43838010503633	7.16199502044608	5.77283916999935	8.88731013220983	5.05868866298603	4.53921727028664	4.54261229164237	1.9863782523448	7.34434219455376	5.29169971239651	6.95100330863374	6.14419414426087	7.65706501891712	6.72828847958611	8.9877306753865	4.37158434092335	5.84836200191738	6.31374954097435	6.7971630344973	5.07260219466306	4.91008621670415	5.24961285823877	1.93137184789197	5.22537108441137	5.67666876638958	4.57049366838254	1.41994590108939	1.43082348234379	4.8349479669051	1.64770877042175	2.74847161497723	1.27634457969252	4.02354105383827	2.73751162037908	4.03221138273481	3.69143404668322	1.46666471649345	1.14901740348853	1.4581073918725	1.39045920238702	3.24928864586539	4.88087053842605	5.01452054878955	5.01168028930181	1.55136196489185
"MLLT3"	6.40556215353887	7.52646382041677	6.91420527037761	6.53278068702894	7.2347355432535	7.12324203021408	7.31167754948222	6.69637662097297	6.78357878591726	6.64188458672665	7.25180678143782	8.41607240092175	8.66797265251518	7.50467070172182	8.52690144787941	8.22878522672122	6.98236266767546	7.74089731479071	8.21404312059126	8.65938976287702	8.92113869397569	8.8986708994789	8.14571476038126	7.8320360537967	7.16353516098823	8.28380315113701	9.01255446932918	7.76851895722537	7.39377607679596	8.81390583170057	7.44258235299353	8.67620287938641	6.94765716250072	8.7072815795627	6.13982744486663	6.8840607181656	8.37403770054949	8.59580361455838	8.57793157883798	7.38606969589434	9.74867138544642	6.82393055256797	7.22431814166306	9.13615589185971	8.01730139712222	7.81383670970938	8.12402446914396	6.51939079154708	7.65761978774444	9.69781369042584	7.38600205282528	8.50578081805858	8.32747814078993	7.65956505112273	8.14901244285675	7.13752032052644	6.77343276771765	7.2527549120679	6.23494141050407	8.20966712991622	7.76354001891282	8.94718224362543	7.9338164792124	5.93999226503558
"IFITM2"	10.9515909832828	12.4001497250656	9.8133765741916	11.6909008812876	10.2434029786859	11.8177101743833	11.6343572528758	12.6573951219887	11.9808204386609	11.3414095661626	12.0818528808964	11.4351865992507	10.1285597746285	12.2833709430307	12.7916793825799	12.1126980886084	10.495540536805	11.9718689479661	10.9957260251842	12.1185088757918	11.8916107800086	11.9591179235419	12.2474528730542	10.3344695904019	13.6635360656535	11.8496054267159	11.5711761136597	11.9000456564238	11.7961106338387	12.5633319788078	13.1044961510817	13.0251952710891	9.35204834410799	12.9105661751376	12.7490790054869	13.4929030787904	11.2190271051084	11.8480504268245	12.2710182525827	11.9155397316424	10.9156166200215	12.525137792083	12.5117674387158	10.9662754928083	9.98150131325338	10.6440519052389	11.8848573468487	11.9527312973105	12.5197254197726	12.9766004355645	12.2654874173603	10.9882328840005	12.1342442129786	10.3076245865559	11.0993546845002	11.2611597665265	9.70887522000748	12.3117303405547	11.2010652517549	12.4407228942532	12.6718651786169	12.6234345948757	12.676668574278	10.5634500965435
"HDGFRP3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"APBB2"	8.65556775206375	6.86964260746386	6.79229941255637	7.4886511987756	6.30225671496622	6.68891397641061	5.82602520783889	6.5934990082897	7.00474573445111	7.95362557132797	7.70999780388378	8.06370786246422	10.214217541934	6.36805222496653	7.48463454324551	7.47987634440107	7.39585697499723	6.32777199335261	6.29105186579419	6.1711055072494	6.55964580389068	7.61699353642912	6.58548414310394	7.44751895225042	7.31253790533146	6.4103468942578	7.24367149126964	7.81873289548272	6.6639688198845	7.04440953550681	9.04426827039368	6.13213541220573	8.99591095211775	7.0957122361797	6.28121105550679	6.84342026499529	6.95405142327566	7.27719972476901	6.60730452652848	7.46403418390421	8.62026830462683	7.13704323332212	6.91759324890359	7.44457401004228	7.15566268334793	8.60696358723169	7.95923973930012	6.66150640857477	5.77723126050967	6.13841843388389	7.47056916377398	6.81556420250568	5.69199432566208	8.28969801166061	6.00696911800364	5.83359893464311	6.80475135218725	6.3253579867837	8.50052657598231	8.14593328861907	5.18658447998439	6.5456523011902	9.26387485020516	7.58595797659202
"SMARCA1"	6.53064298255119	7.14796236741469	6.86190145359296	8.59227334308277	6.95740885506526	6.10509547641169	6.59462123244401	7.28844833535063	7.43154515846154	6.57436800509949	7.34359382888209	5.60758335911081	6.40306901280296	6.62382587850707	7.90773682367178	8.44675968681845	8.33776355963889	7.19808670365088	7.53507979751208	6.53223637496785	8.26383289230487	8.35501861745922	7.84812403485344	7.99401988852707	9.08743339653197	7.1208995600331	8.14298039154523	8.11479154167591	6.32803960135048	7.3280384721263	9.7052981164808	6.61490205391446	7.27989987685432	6.36494202759032	6.27123273308738	6.45131791307725	6.90609119646574	7.57223409355217	6.44548657030142	5.9045931841201	7.62421935134686	7.642795246416	8.02308266542709	7.80613975916929	7.46021451960893	8.52153197257917	9.24153434905461	7.92279154954092	6.73657870432769	6.45689138027659	6.63526463852324	6.4014404065439	6.44062923939152	7.01765067742043	8.43341991644579	6.98029445197228	6.48897057875171	6.78462026405054	9.4474259329184	6.39112312062216	5.23664398771983	7.23366315967425	5.99785672406333	9.23695350224796
"BEX4"	9.50849978721741	9.86489332116176	8.02048040789084	9.61757741501902	8.49557735719751	8.83740876370568	8.22702305937889	8.96678951208547	10.6984413194749	10.8404106867477	8.43990543966799	7.96467567630747	7.92606410929263	8.94940685406693	9.86026773027146	10.3664916752304	9.43803439739985	9.55058460372601	9.58993228924765	9.81485112822876	10.3353952101965	10.3152316054858	10.7073018758571	9.72156457505588	10.4296797095013	9.95876935030402	9.67834339002663	9.38003190775819	10.265359305149	9.48961193101745	10.1464351602386	9.57767331064925	9.02706488626441	10.1175783205825	9.28136173852456	9.8261791307764	9.412901015201	9.19835899082017	9.60161047153328	9.15101658627709	8.99215842628469	9.3752420381249	9.60294293326175	9.32376241363839	10.9958635903254	9.39835616363894	10.3348932299124	10.3407229544181	8.44864019448168	8.37491067768361	8.79562100279115	8.65995805228544	9.292705221747	10.3233684607746	10.197348919219	8.77401709909083	10.7288702347703	8.94871632633981	10.3308535847459	10.0309759494429	10.5368064379128	9.43290561099826	8.22586497218721	9.99797464010326
"OAS2"	7.97338519279296	9.74965669629932	9.18575715661221	9.43481921722968	7.59841882772576	8.32135626829226	8.13017177853312	7.17631172344263	7.53757945705549	7.83995568764516	7.49798045805808	8.97211997709436	6.88638974093534	7.69918408762819	9.51973087420113	9.53564632570179	9.07022189700191	9.51710622288448	8.85095417397	9.77861401895147	8.98294956216797	9.15902275363534	9.57409768096159	9.08657478856262	9.04291056859828	9.47322000925466	9.22212575080414	9.36925786432444	9.19085403246639	8.51517309558788	8.48079442446596	9.47844580856778	9.19216278519486	9.34688799374649	7.32045563478255	8.42829841642334	8.5723119573161	8.49926680204463	8.83404694752973	8.91962307286859	9.55756507579047	8.29785000090334	8.52031570648591	9.60078048053958	8.4829446855382	8.25456360570275	7.89799276321378	7.45503185417693	7.95689237912403	6.79275725408041	6.54923737399559	7.90615425722747	7.34532820351469	8.43822976275275	7.84533169859749	9.25992625181234	7.78427977635627	8.83207060990084	7.60678017594367	9.03518421309725	9.28943270195852	9.22843274460462	9.37786750926435	8.58840284702388
"DOCK9"	5.73954186956424	5.5340007145481	5.79538868953879	7.5637943381564	6.12943071577481	6.43741249024676	5.53641439092717	6.69126278947873	7.19384453007352	7.43608565569143	7.79774727018748	6.66828896001308	6.61961361528865	5.70757566334176	6.83717714138837	6.58802989078093	6.66021389369569	7.15482743041637	6.64575552321473	5.78697761466298	6.49269534993688	7.11521571276675	6.72596699987053	7.37130085482103	7.14666984945251	6.57713663420114	6.40933440074485	6.72501694311391	6.91713986243998	7.35239700986242	7.36581377653945	6.74034641963672	7.30769617480529	6.86424134200385	6.75575658249743	6.72957427657364	6.6055763243938	6.0885068673006	6.6882535392302	6.99095725598306	8.56378955852398	6.76417271753682	6.61106395601474	7.66803604909797	6.69547318106926	6.72889852439863	6.72590037231831	6.88804962784086	6.89028017863248	6.98231835365987	6.74806864535422	6.66816059066889	6.26209573709495	7.57977324435285	5.22164246810936	6.54849136918747	6.42364107108995	6.91235678605672	6.63965921211741	6.38189310226316	7.02114850857292	6.17566852084873	7.04127136962572	6.27123831049271
"MARCH1"	12.1511861532158	11.371782683066	11.8009532277052	10.4042496019551	9.13113739396266	10.866570496544	11.766537093712	11.0084330366583	11.731605051332	9.85952207807383	9.34255096207678	12.5134836171383	11.6132600061296	9.66527428860705	11.2001921259593	11.3492021818371	9.86534891358618	12.3436557278094	11.2075340619297	12.277507899618	11.8768074601975	11.6392579567859	12.2627307420545	10.8430943344909	10.4342639428468	10.9291593929099	11.5359755407171	10.7207580780295	11.9264224939792	11.0957490448441	10.380786811043	12.0164562709306	11.2188013668483	10.7693997467196	10.4679745375725	9.69397183805423	10.7640072182858	10.9671051847033	10.420287335076	10.8149878780639	10.5192030676142	10.6817025053912	9.73338013375607	10.1204133279494	9.53662822065455	9.79379297577802	11.3115653390431	11.3696038510412	10.5774731880342	9.49268476165965	10.1444467853332	10.8469516723132	9.646945688018	10.8454508785742	11.4752507129336	11.0926387860624	11.2441132674527	11.8347236209667	9.97034710999042	11.0436746001658	11.0524596836182	11.5205140944327	9.74154749365681	9.17616227899538
"LILRB1"	9.17053799413888	10.3631253705956	7.56907649128106	9.76007878168916	9.97699888470614	9.80347799234862	10.3486506094771	10.5974665038468	8.47800239494731	8.80024696043237	8.88858349506035	9.45273572064004	8.18929204621602	9.93096492438772	10.0676979749463	10.7407457103323	9.7411587949685	11.7796313874996	9.07988004176006	12.1192199875427	11.6832808161708	9.89166440563189	11.8364943340294	10.2296147443992	11.1281433577723	10.2235763141541	10.0862692414276	10.5598624900683	12.3256409125213	10.813368888227	9.80768129727709	12.2840738114813	11.2281094355266	10.9745650074508	10.5087519134455	10.5709169728398	9.77928644572441	9.91347760580454	11.068420284937	11.3003729277802	11.4378862671359	9.80348049749328	8.91298679479143	9.44879680206136	8.71887817114174	10.134287158362	10.7940818302407	10.7478660015022	11.0034889122625	10.3851498348134	10.8609088544201	9.57661104456953	9.55969065542078	9.44182494532217	8.48682512497345	10.8835555461741	9.83148920741089	10.6200962361626	10.2847367298489	10.4424114193026	10.4729448183111	11.0572948337861	9.90626828741347	9.60710289227674
