"TCGA.05.4410.01A.21R.1858.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.95.A4VK.01A.11R.A262.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.44.6775.01A.11R.1858.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.50.5066.01A.01R.1628.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.63.A5MT.01A.21R.A26W.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.86.8358.01A.11R.2326.07"	"TCGA.NJ.A4YG.01A.22R.A262.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.J2.8194.01A.11R.2241.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.55.8087.01A.11R.2241.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.95.8494.01A.11R.2326.07"	"TCGA.97.8547.01A.11R.2403.07"	"TCGA.34.5241.01A.01R.1443.07"	"TCGA.63.A5MM.01A.11R.A26W.07"	"TCGA.66.2734.01A.01R.0980.07"	"TCGA.66.2768.01A.01R.0851.07"	"TCGA.66.2788.01A.01R.0980.07"	"TCGA.85.8351.01A.11R.2296.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.50.5946.02A.11R.2090.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.63.A5MW.01A.11R.A26W.07"	"TCGA.64.1679.01A.21R.2066.07"	"TCGA.64.5815.01A.01R.1628.07"	"TCGA.77.8008.01A.21R.2187.07"	"TCGA.85.8288.01A.11R.2296.07"	"TCGA.86.6562.01A.11R.1755.07"	"TCGA.92.7340.01A.21R.2045.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"
"S100B"	2.43839372718082	7.99005726664248	3.25214275615285	5.27605155857562	4.2940235856705	4.6640308514491	5.37219905282632	4.36374771304696	2.49625215459095	3.72857249025491	1.15458746037848	3.17812340771362	3.77756674652887	4.02040773160658	3.58502943445929	5.43336470455189	2.455696579176	3.07608812212748	4.77064755879316	2.92880450890618	4.22224027270465	3.13174495139614	4.16250022664665	4.63783970057172	1.86881811696877	5.17733740516089	3.42250991456844	3.50440927920407	3.53461416931444	3.98354020085461	5.51917448943692	4.42667233996197	2.13557507301116	2.88579334996116	2.16662812948289	2.49927664355108	5.32830694275493	3.23666454349179	3.11921792674117	3.91674720298952	5.32296650733548	4.90011772500242	3.87229621085719	3.31715806097333	3.027815456461	3.46796070986672	2.27550207492619	5.34525979512619	3.31738060040402	4.46122124805291	2.41481652151758	2.9764459166083	2.95814860921842	2.73042311354099	4.72200737120342	1.59874796171704	2.81860010366745	2.85579146174471	1.93251985101257	1.63719507978931	2.99714066020492	2.36328415488439	2.5797383145044	1.76528172544002	5.28992513374331	7.112683477033	6.89671235212794	5.34888133058193	6.82108665903623	6.29656792457684	5.99596354522388	3.9103325104699	4.02823021898604	4.04214560196936	2.99035766603374	4.15821486659647	2.0847572306932	2.78568984868495	4.46036146540065	2.06115242036757	6.63343403071458	4.31670601758437	3.17698999135353	5.02460326451962	5.23867672613595	3.46504594366527	3.72679048446053	1.9260597143468	3.33972739739214	4.982779937957
"IL22RA2"	0.265202590760925	3.26484592250908	1.9915231152719	1.89750545217756	1.36287230962436	1.84829784285025	1.60644146229936	1.02349050539409	0.127302505402829	1.41880628552235	0.0135139250199867	0.460342871421511	1.27380779588677	1.37896566575875	0.524637023620455	1.37923896481978	0.801558799646295	0.4041073411035	1.40698620435217	2.39450993881655	0.816600299878357	0.611655599166575	2.17993750640289	1.31015504276237	0.373300353714213	1.28108962041921	1.08815687160037	0.562265400727049	0.739576863497299	1.33711803016606	1.20749392001811	1.3565233920969	0.0925959269580269	0.0342197846109152	0.0664893901446187	0.00919732614745384	1.49607506136238	0.165146330851188	0.0550460482076956	0.458911833148358	2.46294882602966	0.992968107234048	1.45384575299146	0.631005085644932	0.583048796756188	0.131094011888883	0.205308395046289	1.35083415597128	0.176846793278043	0.16890810302132	0.0176612761367045	0.0186958743224364	0	0.0425691166804692	0.366646331729074	0	0.0279184126621281	0.0679214913535442	0.234595885702691	0.0136787569954051	0.146666629373504	0.118395749416635	0	0.0599226425984305	1.97569772194429	3.6299641882059	2.51920755444094	0.539850570868836	3.14216659047494	0.961112106306457	1.61170086632631	0.592585464939172	0.88239459860337	0.477530877417202	0.980400605781325	0.221986235330778	0.312276640867018	0.605819906700771	1.09258131177555	0.219657530976433	2.74567168404716	1.21850197221451	0.408441296579375	2.11497247440712	1.4122341403475	0.226493514130782	1.05150648271676	0.166376341880045	0.771925780433321	0.848232099598881
"HLA.DQB2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCL22"	2.18637451617793	4.49568213477047	2.43936293665627	4.08876035443061	2.31164353899435	3.73760898273322	4.30199939808918	2.22336598934697	1.50285902157697	2.80552179228354	1.22268072951475	3.0884534476624	2.64238909825202	2.92033835103495	2.94157109446609	2.93812761511051	4.59757016287272	3.07100559672437	3.00565430121221	2.91848734991478	2.6777478459221	1.97073015716026	3.04785134202456	4.71529130830199	3.14713384842514	3.95290515247298	3.26309215098334	3.23117299323175	3.58141194951788	3.32612282504678	3.56523071227269	2.92070474633141	2.05244566717444	2.53708816194499	2.40056276403443	0.979011673286441	4.33756376708553	2.06645652384035	1.85272497100991	3.58309713989651	3.16604397194882	0.930766787749906	2.70007392236844	3.65036799482871	1.64422095771712	1.94398147148637	1.28178148426399	3.36298249452227	2.31406689305089	2.77364477312981	1.83156237205098	2.13449844759824	1.70112207777411	1.87509684044251	2.8186246999656	2.32230887850776	2.07883748493821	2.0681759630817	1.37631107193334	1.045421416626	1.36945008466582	1.7758590372855	1.71395014120263	1.88107219080709	1.76554690769011	3.68176408259414	4.65942571973303	4.80074035619244	2.49280537132678	4.49336211683676	4.27400599443807	5.23656767343013	2.87113554192844	2.3010842852237	2.58706090709777	3.17928506189942	1.80383664418464	1.07623691617438	2.66566969486758	1.24544699385013	1.55595574019795	3.44101112434514	1.27013635489253	3.42008572060206	5.29677395398313	2.57832826050428	2.09444367881491	2.35152983452893	3.86586452115563	3.69684627799092
"CCL17"	1.33471004750894	6.1125290753926	2.06675715527402	3.54221142401511	2.15359248136651	4.45893472205162	6.09636968987757	3.50650054395998	0.586423344938314	1.26073434794735	0.842871653203372	2.17930454556329	3.79104395145233	3.38488613613833	2.74294000675302	3.87723386815638	4.01507115807093	2.45980477474228	3.29968125291489	2.73739153163864	4.05497093609136	2.8340614435756	1.77149665587391	5.61015615232046	3.3635173475067	4.39370962696206	2.05110395900319	3.34723758566118	3.281868383552	3.06588745645761	3.62096234596885	4.39829208331718	1.26531922549257	4.16765655476753	2.97393743115648	3.75551531401335	6.1210423694488	2.76677649624931	3.29977541669919	4.72341461412405	2.65822859119047	2.79224953714682	1.51889614239176	1.81843355081377	2.95174369707186	2.24017261054029	0.193216284693308	5.85269545904781	3.48363648468671	2.12956377437914	3.86473790140385	3.28550345456539	4.41454652471266	1.42692701911413	2.77438137775906	4.31587743487077	3.86693164799381	2.35926921903333	1.49527694538764	1.09436054553261	3.02273513079232	2.3676467068268	1.74116272902602	3.161495375642	2.2622033000527	4.03965954234427	4.80943340070366	7.41493719908447	2.29994431250004	5.11867100556286	5.46246502051761	7.34046152917668	3.81704681139536	2.5871316502233	1.3161474878057	2.99983298131731	1.49001211174799	0.495879606038337	1.82260738116671	1.00177646956169	1.57965044950451	2.60281774232987	0.743470059808053	0.933155730542513	4.9778555906002	1.66611177267772	1.2850327908141	1.13106484471733	3.00778788363118	5.15123540067983
"HPGDS"	1.59221680579637	3.97304606741735	2.16397460108737	2.55773242773351	1.34766775524186	1.96580023870556	3.93999760939359	2.78438811883432	1.6845453357347	1.72344473119173	0.24512961901553	1.67868082096985	3.37865802438273	0.873299873655761	2.90843848381774	3.40778723710944	2.07753809857045	1.33710746311614	1.23431739522367	2.24286851838859	3.47363448022095	1.7592473458839	1.73255314379706	3.6012151040435	0.975998068642872	3.40876806262381	2.9740406570528	1.90545410038231	2.60228945688528	2.0227023553443	3.88328303494875	3.66381884057011	2.02321429369745	3.60562884244316	2.95347772577014	3.97231975095607	4.39582903896722	3.78100320316742	2.86366381509231	3.41076234182444	4.37921991384701	1.97030202252711	1.39290800216692	1.52035749962113	0.987956517051075	3.16216578648247	1.32372939791724	3.06607839091909	4.02837627678255	4.40165331111682	3.58979040459489	4.0469946087507	3.50840004937437	3.83960176057372	2.24715112994433	3.80231517097505	2.97387751533398	3.69139286169738	2.95628036678949	4.11751411931888	3.69920451077188	3.23204952032303	3.03643697770421	3.39609118121916	2.48973095654829	5.06385743705347	4.28718934939253	3.74494557584863	4.4128729621808	3.45886792223451	2.88008043847047	2.67255377596472	2.39204259296985	0.543623703772576	1.78548338132911	0.880444869975501	1.86776428290359	1.55954192724586	3.32366411685992	1.6985758051104	3.63467227813061	1.63892816510471	1.39333212857311	3.87141636813076	3.3486498681361	1.67067692493152	1.33537908112456	2.88655160201645	1.6608433453551	3.37850432310154
"CXCL8"	3.49428129811924	7.94999773716338	4.76792945163802	5.49081959000192	2.63371724016239	9.40052680714902	4.73142466150487	5.52150596740659	5.96999846254806	6.64948729759905	3.75398331173889	2.77965894451263	8.25439760661533	4.29787558552322	6.71912070837514	5.90089072226916	2.73981372236581	5.46560013593626	4.82341269574819	5.73798184781077	2.85422491091499	2.42700085572271	5.66141253093119	2.26083741663219	4.84867637403649	3.34732875518858	6.43280682438422	4.34476568154815	5.39579180758117	7.4393450569279	3.55302216428985	7.24939519898602	6.80361724580007	7.21010928364094	5.08625324977736	5.65949324409695	6.21094603308596	6.75034099880732	3.18777214263892	5.01362108767827	7.1725173181622	6.79692027300817	4.68232311135116	6.87655139712237	5.19770850273013	8.03810006546958	4.6036402419442	3.15355184039581	4.40068181315561	8.27536145914714	5.01798427593524	1.63978395442887	5.62146179215328	9.02301077535956	6.4133745488625	6.38331050489033	2.98105003431983	4.97851186663483	4.04639396296299	4.18356720851089	2.66624073934699	3.29300086237216	4.91354856586398	4.8015642249973	8.79509474030529	5.97458666214153	4.63044799839855	6.02659410252223	2.13412449249725	4.13104033000174	4.89473288013005	3.8409433777328	9.74914343896848	8.32003294054616	9.17644755960315	10.2707072628568	10.0060130535161	6.93707939764424	7.42116817332919	6.82516331989425	5.28250965163633	8.51669128688476	3.13687444169455	6.62757956995486	4.9809924695457	8.11320095749252	5.0498651932864	7.55777978496176	8.83050288952534	5.12356478456323
"CSF2"	0.505807952477787	3.26520141246914	1.83314290937454	0.664450942751003	0.612201288234967	4.02926081419105	1.49563634149386	0.8659221618149	1.58311779455173	1.33069541843117	0.250182272323842	0.950962017415704	3.41901841602801	1.05746521730037	0.671929107862809	4.36905933300844	0.321960030821946	1.37804221493259	1.16668461653765	0.377691921897381	0.924090242462418	1.19469717354762	0.943047287322858	2.68149599819847	0.130041932999611	2.81462082968545	0.607312999378858	1.67594916222614	2.29529344657432	2.69851394350407	1.60087316824138	3.995723812146	1.81342537062592	1.32471796821434	1.11047785367147	1.50934819002661	3.01371550041091	2.33241235758862	0.672577312897612	1.10804740323078	2.48397424179361	1.42714547534699	1.20730321503482	1.05804632781655	2.48659283562878	2.13109255253294	0.504646602078358	3.44017501501119	2.14449366047236	1.18927582493301	1.75094264698189	2.33224231876611	0.862651897484073	2.740710058049	0.545329900051258	2.21725846075871	2.00151442166895	2.53515002886141	1.09110849973184	2.54528639650526	1.95748338291052	1.73836847825737	1.53781744166752	0.545902904579567	1.67861502652873	2.85721815486476	2.97307341658484	5.42714804894443	3.37713093589565	2.79262882785109	4.91054110210741	3.22239028262294	2.16504753749046	4.00997758265753	1.16941510712249	3.51874867409877	1.31707903909765	1.41386101954955	0.954137660893919	0.330570114318564	2.60144193785973	2.05323969626318	0.268630644867474	1.76151555024297	2.3905134598039	1.31091384464817	0.764420452755878	0.50447587612688	0.796382261566191	2.40705225670831
"NRG1"	0.564895585578389	1.98272147213943	2.693950735464	1.37069805672168	2.07148625595337	1.49598099117051	2.41287655408637	0.663000589901648	2.4116090537035	1.88221588803773	0.400368435830273	1.14604272133558	3.47947097368181	1.21425183579828	0.746196750921812	1.52678454829312	1.12806536406995	4.69398266756249	1.10392654337615	2.99123257031404	2.01332628171015	0.406311365022768	1.80682137653099	2.12999634812103	1.45800796459722	1.39961172082462	2.14476632133331	0.898344863387103	1.38363707429931	2.16529384449591	1.83044444030227	0.642380828272451	1.36217865992457	2.67788447320727	3.17786994510688	1.79892218061256	2.02818427742371	2.23107856548897	2.38981152752759	1.49465346928969	2.01404229278768	1.74958543598073	1.36537198841777	4.07535975871118	3.02124413662573	2.56226301169046	2.3971656414548	0.68149461826928	2.71067560580781	2.55496114669932	3.10084879959049	2.54985103618745	2.56159920845855	1.97733637507429	2.8774372556145	3.27996670427885	2.81187160272964	2.22496622341693	2.32358831980295	2.34495788246022	2.43088844215481	3.07002823719896	2.22329771688975	2.67594550804454	0.788653994581571	0.635895825350526	2.611418223205	2.18472818577628	0.979551455687842	1.02175171290613	0.544858232832376	1.32120578768793	3.54065077207177	2.76290544667477	1.73684135651622	2.72155213605424	4.75502051404104	3.49698042326261	2.51360440137265	1.25577610056234	2.26851810744344	3.47408589177206	0.610797976392112	1.99228500438049	1.30355689103263	4.1655945498013	2.22852388735427	0.787184510966593	3.42105536160816	2.18012632895757
"MMP1"	4.57997418531297	6.91121058963436	5.83333307668196	3.74334381396441	1.57308384381854	7.59694802012982	5.79790110158199	5.13121450966112	4.66624700619145	5.87038612845604	4.61405582200231	3.31827306843342	6.06341287412953	8.59650882598739	10.117052718861	6.60377124544089	0.962588065568055	5.53320918056973	8.08101261019733	7.66416060377473	7.95752588639704	3.12431930812172	3.15377199851924	7.34824173420948	3.61683612155723	4.68292398626358	8.13696845361292	4.2636208731638	6.89561474562573	4.73745374054829	3.02715804292976	4.34884784669324	5.84433107947256	2.66366051569653	1.00213271747593	0.784808901715149	7.79660076892712	3.32427541508276	1.51062838625529	5.44625665747441	5.19718135672059	6.54274805892201	5.55435785396637	6.44005728408452	8.2063690315089	8.63369031053193	1.33026385533416	7.0955564995252	0.725784806346297	3.08697650524551	0.664063774717154	0.2224084735017	0.590475397686968	2.84749056967524	4.53012616383916	0.330610995775234	1.16560413788869	0.234532994384135	3.52252532765106	0.499387335120259	0.177849732974779	0.465854994710143	0.199311885917704	0.549393680975112	6.40740426970329	7.11594842149487	0.210830814052641	5.77806754512655	2.4965104177718	4.92281260324416	1.71000816686452	4.29061044793281	7.90448339378465	8.79017299058136	9.30000922174577	7.05411347442287	9.57479157959788	5.94374979885543	9.01155965045107	5.71142324313602	3.37012452170172	8.60049278513927	11.1366153019911	7.27744216798926	6.70344055861824	10.9232904052737	7.44535817581034	5.14603669410689	6.35770419840583	7.55725205845778
"ACTBL2"	0.0314442780008388	0.204503867594775	0.0959319439674595	0.162752862215585	0	0.106815664707507	0.0432215454207644	0.0375504286659295	0	0.168342639301272	0.0417717351984412	0.0566425765094773	0.366049387395657	0.0257236701208929	0.852450649188572	0.656183233071052	0	0.025206200388891	0.140209734768832	0.0633211491039678	0.139985388134102	0.148770825374929	0.0718846242863795	0.386149931992547	0.0170942137572703	0.12380323004362	0.292659694756907	0.271432327144711	0.299020337636575	0.114089408773041	0.268762485476128	0.427805037971877	0.268161482127841	0.124741735149263	0.0502247613303235	0.135821720397943	0.488471352738886	0.0994171600048769	0.0190955264338228	0.259336448147958	0.329303601525848	0.0686712815984514	3.07675951031243	0.0829795078206692	0.201338350642173	0.0441873213328865	0.0299289509617698	0.311624510250484	0.0863376714421665	0.136218970855847	0.00889537338056761	0	0.0493817863255857	0.0820511375228379	0.143995422614457	0.0239495344714111	0.50327548226591	0	0.0532002198944207	0.0249323923245246	0.0732838439574549	0.0150598636270061	0.0747797458630976	0.159836910371591	0.30355994291204	0.233127840622692	0.426043725277348	0.0861808038932678	0.0508724562854648	0.568233025260651	0.570480236014436	0.231472030059681	0.0608229775679963	0.467614249301255	0.132498261105655	0.257340562736966	0.141006139673153	0.464868845772123	0.270457872361101	0.620261314764247	0.372525295817843	0.327700501376532	1.49268850632128	1.29752413650889	1.45477968193067	0.0393667384802848	0.0168396958307033	0.165488314400087	0.0932373371456459	0.367595785411864
"CXCL2"	3.54454478404352	6.11613227449093	3.92479716939721	5.13279846949559	3.4276486859158	8.00082250893502	3.36010873718944	3.38036978165032	4.60275718355989	6.28639628885466	3.3007468326596	3.36385665230289	6.15897479776091	4.2974136126195	4.50654379886663	5.80597200011779	1.95190351436993	2.01036985474589	2.03305114580659	3.81175775395514	7.03254411342258	3.39567087893808	6.10749858033143	4.11351394867226	6.35908455262496	4.52354393418353	5.84357952492839	5.74363874382159	5.95700073133438	8.08550592040207	4.17055002544984	6.63784315536685	7.37617433434251	5.28251687779967	7.65361117372531	7.08438318858638	5.55853670579176	8.85912703244391	5.90056020376397	5.06319582768596	8.08806648356028	4.81198037880271	3.96857396173308	4.79684003674558	5.60876954489862	3.63903444225326	3.24200991084618	5.00244304418693	6.72761636258545	9.87678890611816	7.44029322094994	5.20052316141715	9.47115257523101	11.0378084549522	6.48135944752996	9.32374398355565	5.14314729997483	6.68114760902031	5.86394314851931	7.00372105312676	4.04515385628117	5.52978479650101	8.34513417380795	8.30896908507011	9.36664664504213	4.33255980193834	4.38863824694076	7.43405862917385	3.21602646689791	4.78277276181406	6.76155591754894	4.2008578620856	4.47964374254787	6.88595097192472	4.26313333474007	3.65737526244445	2.76636204127927	6.84949601062826	4.79112129172323	2.3882985415036	5.65122389365363	5.02086568036312	2.78206928088621	3.10747413104816	3.85036983176944	3.05752261007604	3.08230319509104	4.88947980702583	4.51309981006521	3.84507389951799
"TFPI2"	6.6258805999788	8.52646789629297	2.44416107382356	6.72515685230605	2.259128589999	5.01509531821516	3.34365410567899	1.97065434108176	3.12719781916742	7.42258331109108	7.31793638835435	3.94145710681496	2.80657737541365	1.29672227125806	1.74543338555956	3.15341105124411	1.56533459351771	1.10979206461567	1.40595549993478	3.4377330166482	2.07852848484867	2.7828301653036	7.4982852133027	6.89871775860938	3.71473522258339	8.4349820665731	4.52628908298375	8.42661557139925	9.15631150552305	2.90496199002071	7.51311218748773	4.86112190706846	2.66817889423345	4.08423226619525	1.92349532375534	2.19296293561059	4.45248401244592	2.17711684072492	2.29262129023145	1.32317626221034	5.05909859699502	3.95465985365604	5.90388024509956	3.1387425776756	5.42600681562826	5.13232947065343	1.07881755441772	5.76586066539401	1.82983812643798	2.2224973615545	3.84175461312891	3.48118518720964	2.25210259483282	4.02582268263916	9.49402459614302	3.6951036309133	2.72188692998464	3.47483102431833	2.47467137663276	2.821051077613	3.66085088422078	3.55141090434464	1.84503487290211	3.05851942761897	1.8888961482262	9.13431793271718	3.60617411700511	5.89358003712542	1.67467604823399	6.64875350511017	0.772267809653719	5.14343100567719	3.260944574413	6.71178765930406	4.64608801188512	6.54752721198207	1.44003703383849	2.3514557563269	3.16846463980423	3.97981052987243	4.97980948478477	2.70607996033778	6.14529182514735	4.76966898028752	5.89038699506346	1.62141546105208	0.757800110446669	8.74896304189443	1.35792081406745	6.22865270093001
"KRT75"	0	0	0.539073472698097	0	0.238291643657204	0.116080464902153	1.53250159695011	0.165384498892408	0.0278405270838383	0	0	0.190979574863322	1.47268181380589	1.65448427537203	0.0224229890738703	0	0.236154683378535	1.44582833068761	1.39368436402845	2.8851317860061	0.022169101990061	0	0	0	0.017640381621358	0	0.133294195587172	1.51276619138106	0.263513183167514	0.0931713915341348	0.0344808840404804	0.00748928326881963	1.61767546382703	0.00851660440417222	0.0737820042087123	0	2.32784366396047	0.0551609419837995	0	0.183998717584244	0	0	0.0627439775430189	0.607420606084817	0.74380763717802	1.90268169950692	0.0971002788755791	0.0175531076255664	0	0.0719684493215606	0.036911064809352	0	0	0	0.0129566093404727	0	0	0	0	0	0	0.0313492909551119	0	0	0	0.0137309983340609	0.140020249879004	0.190833294382656	0.0268126171469018	0.0479951337429894	0.155689887839741	1.73929033766017	0.497696379355576	3.89643343176947	0.589064410490224	4.80255429352397	6.08713004426463	7.75413523580621	2.17416611095631	0.374088394827262	0.0274857584262166	1.52738162073951	4.52856758803525	0.922934880877646	0.0548955466181207	1.33199043285893	5.90524698365141	0.173198216098898	3.70613867289889	0.0924140026773049
"CSF3"	0.06129352640495	1.32657737575563	0.602074692077036	1.4558609449474	0.340784191687695	3.38373102200604	0	0.327299931864787	1.80025431343092	3.11539658710788	0.345677924926494	0.29873687866656	2.05744728787145	1.59876710557234	0.474963484450314	0.234995967442142	0.212234956962636	1.43265177187334	0.690196280368436	0.924546381624791	1.54391609009932	0.07042854692144	2.1822804850473	0.221490454939648	0.352196187011349	0.180589273103537	2.82010483251027	0.470709246290428	0.415699123063724	5.54009769256764	0.767611589427412	0.8216882748539	3.30335594654247	1.77351478748575	3.90759171349131	3.66619599429328	0.131553511128381	7.21274789498355	3.21802129111065	1.33490914984169	3.48942178650882	0.850913370925932	0.660348439985482	0.845246522419117	3.52073344971379	0.191619850672609	0.618008466266214	0.593957399838158	5.0134331276818	7.21472802025364	5.69957311441867	0.646360927727647	5.34780755875536	8.64571321750122	0.573821923018772	8.71296509547962	1.22344483917286	4.44722079847381	1.06781593964585	2.93612617109044	0.662902909556023	3.10209517480905	3.15660970306042	5.63460972278562	5.71426765228176	0.0402794875854283	1.19185972347761	1.57624332671842	0.0612184081519681	0.22168739961297	0.363828153951352	0.456590203507352	0.97779519909483	4.44551652717615	1.84600506312367	1.01328622280877	2.27583475575244	4.37808414582569	0.570780384300069	0.625099427699523	0.676778063971736	3.42873658735167	0.0823841706207827	0.130715866840403	0.332825721221927	1.03566770707463	1.82961977373665	1.6562159336543	1.4253609794737	0.254340416708119
"B3GNT5"	4.14143923442075	4.57281980559991	4.28490665344382	3.76399173040722	6.11489047334468	5.39195116128258	4.93426626637631	3.22699425604519	3.06767994220116	3.88833867031983	2.79683568578028	3.17730742100338	6.67329069081925	5.14702984893507	5.972413747991	4.7982546507942	8.1447116930488	6.23497097935544	4.22912987909507	4.79796905704003	3.28655689876954	3.58179805211285	5.85995233075604	3.06949725648756	2.90083082380595	4.11206688527245	5.7532737252642	4.49311635230114	5.0410596160314	4.34376577070254	4.97055308365242	4.45757413889318	5.47213660718031	4.49854120592304	4.77806218891907	4.51091235351827	5.42473764446087	4.85275485897629	4.37940398100409	4.34282984847626	5.27936095842444	3.94010316394849	4.87002206778	6.30500774857004	5.19493932542216	5.4118453404252	4.28409135271007	3.22374672036163	3.66740654512992	4.72891000168675	4.31310610047931	3.45524467592041	4.45252874194686	6.1316375940052	3.98189332839932	4.74445644424779	4.21804579010652	4.16137091732242	4.8725305331699	4.5252802794924	4.06641146182877	4.07768146579625	4.65109600609697	5.20146924184029	4.74538186439458	3.87823332141146	4.03990561422669	4.71461547387336	3.47530611988981	3.94153993163339	5.29457697092069	3.27187452596424	6.10063116043417	4.69529353436907	5.93629855058381	5.41278879105922	5.50802032077114	6.44724898568247	5.98875585586838	4.40860345069739	4.61353467871528	6.25621641623262	4.19566463024657	5.44091133480227	4.18045663830053	4.82852345179886	5.45213912784082	3.76295161386804	7.31950601879433	4.49973663163507
"DCUN1D5"	4.90017638093146	5.11251766457909	5.15076786535546	4.30628947004028	5.26874452929647	5.71148314247281	4.70537670676133	5.13678098402197	4.82835503135675	4.44515651431905	5.09141508420408	5.09003386658297	5.57469068917797	4.73960205248278	5.04647516677591	5.06985790196957	4.82106299129898	5.96867783011527	5.11250506288916	5.23232732869248	4.79966992538159	4.96357189781711	4.59808080247354	4.59410976415307	4.04257477310337	4.62003654185371	5.84677486295608	5.53592741710067	4.98815216473524	4.71284320651803	4.52265805108711	5.04899999626036	8.31231875994011	4.3809117206925	3.94735636965307	3.87474777392084	5.02814082875118	3.79039829583688	4.03639997662384	3.81585648482497	4.8497835874776	5.45001356094397	5.90767998914302	6.30527532321843	5.78914095410366	5.42035868269807	5.04435258878067	4.53715691135153	3.89812380758414	3.69442221564664	3.99497305461561	4.05071469179602	4.11869682242294	4.30106567425119	5.0589775681204	4.19999056933688	4.12698006740499	3.93606807174398	4.23519525910068	4.01444902693139	4.29458233368636	4.00514419975071	3.83903801623015	4.15663919896789	5.05239868249269	4.81243204656385	4.39844795403972	5.16541436773937	4.68462353361402	4.61193911373641	4.95099463482631	4.32626992051052	5.74956745475561	5.18218675426275	6.24039809875075	5.15310947527316	5.91099091813343	5.56934902269999	5.54927237742103	4.57052533063668	4.94389749383859	6.04208666801519	5.502489096939	5.09054402341198	4.12221062160093	4.85153600765058	5.93736563331594	4.88730171883262	6.10629067663016	4.46502555556004
