"TCGA.05.4410.01A.21R.1858.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.95.A4VK.01A.11R.A262.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.44.6775.01A.11R.1858.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.50.5066.01A.01R.1628.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.63.A5MT.01A.21R.A26W.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.86.8358.01A.11R.2326.07"	"TCGA.NJ.A4YG.01A.22R.A262.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.J2.8194.01A.11R.2241.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.55.8087.01A.11R.2241.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.95.8494.01A.11R.2326.07"	"TCGA.97.8547.01A.11R.2403.07"	"TCGA.34.5241.01A.01R.1443.07"	"TCGA.63.A5MM.01A.11R.A26W.07"	"TCGA.66.2734.01A.01R.0980.07"	"TCGA.66.2768.01A.01R.0851.07"	"TCGA.66.2788.01A.01R.0980.07"	"TCGA.85.8351.01A.11R.2296.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.50.5946.02A.11R.2090.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.63.A5MW.01A.11R.A26W.07"	"TCGA.64.1679.01A.21R.2066.07"	"TCGA.64.5815.01A.01R.1628.07"	"TCGA.77.8008.01A.21R.2187.07"	"TCGA.85.8288.01A.11R.2296.07"	"TCGA.86.6562.01A.11R.1755.07"	"TCGA.92.7340.01A.21R.2045.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"
"GCSAM"	2.21371321540955	2.11914084945023	4.56922969394616	2.11691488132998	3.02272134884049	1.71452831274111	2.26596821175548	1.78797801129144	1.98558915054915	2.17170375724636	1.56281836051703	1.96299235328716	2.22721915240237	2.64955959246904	2.45275311740089	2.28054952627389	3.88022449382706	1.72964637439694	2.49885893963344	2.9493585144882	2.17571939519527	2.58729170118106	2.04904113453521	2.54255308297032	2.26737618972391	2.31761391715095	1.81390056755309	2.34212408047735	2.23319745158481	2.78245246898028	2.42564891924304	1.64015835158123	1.87273720135866	1.99130032869334	2.15408299377474	0.673172168685613	1.88413778411306	2.01276387872197	2.40692623128936	1.73583156924801	1.96791829223377	0.960184810203542	1.71164682160104	2.75220758263917	3.65889154473689	1.23789381030306	1.57923701339937	1.3871132910983	1.74151236405884	1.42033623368689	1.97555824051683	1.60352486717805	2.11895175531141	2.64580345799603	1.59854884778515	2.02660915171858	1.77812657720067	2.41371214886736	2.17854273589353	1.73081935334914	1.61028305741036	1.86479925339591	2.08197016315325	2.29201115783265	0.936514441857065	1.2404075204868	2.37115229532209	1.97627355613798	1.71643278617077	2.237422465466	2.01507582681949	2.10495940900688	2.24382043125455	2.55897959386747	2.25470222075159	2.1841240877619	1.88258492509935	2.2456150130723	3.03188705184281	1.08189431399776	1.00909560593656	2.87847871508939	2.60636803793201	0.926820397878274	1.37858292309829	3.13192252526855	3.35626707538748	1.41557272350018	2.30602929168661	1.62432438320665
"PLEK"	4.98073893693732	5.86893898807289	6.60879030017376	5.51110432261888	6.26985877502552	5.88361820646049	5.36136821701936	6.14668493124721	4.04230766009857	5.75320855769827	4.46898335533775	5.20042058065049	5.59593010545184	5.61622408931522	5.11939959088867	5.71883278782794	5.42165702861547	5.12611538644635	5.93524133306661	4.76212303693833	4.52919794235646	5.75257543698701	4.88134095922716	5.30574731235838	3.65867173404314	6.06914576323529	5.68941448076005	4.66193329379689	5.13157752999977	5.87592365143949	4.7725207696953	5.34527243443891	5.09990215285607	6.17221502863308	5.76622041941179	4.54245159297921	5.20817472332314	5.52572469128946	4.85360023516966	5.4675938284871	6.07043898388131	4.5533084398226	5.64989422399085	5.46438163019461	3.19795442064525	5.81650169662881	3.80684881535673	3.67317812930265	4.53087726310562	4.65284061377603	4.87813242192686	4.88742666680425	3.80218329694613	5.60679204719671	3.39228759334418	5.21607884323404	4.6967785429149	4.7016073980604	4.99793606702727	5.09118338044274	5.16903208119314	5.50151563481585	5.29124957810647	4.06587401228271	4.2086010438962	5.07509368891369	5.29958045869033	4.73248733955278	3.77529926785581	4.67855167820532	3.82372087070742	3.82693538212901	4.45445097517359	4.09560732290354	5.10919450875254	4.02354977673244	5.50970580169306	2.97125621576179	4.67249285509887	3.34346353247352	4.61107044781474	5.03691834202168	2.62097095948008	4.30353463874959	4.4689016937018	4.40472448966586	5.26244326505168	4.10469981992731	3.79799764033694	4.08540758951809
"AMICA1"	4.44862207145361	6.1700148041911	3.75214465405482	5.2325327353272	4.81939121336601	5.01165647172064	5.54568281318799	5.35648764414015	3.60527153379179	5.21696306794051	4.48721349713289	4.92161363581424	5.89813615990188	4.61708118373812	5.18945974047705	5.4655642052625	3.9471341492155	4.5952529856222	4.4295436284444	4.24388761552488	4.84658151606626	5.38125080826753	4.59354527250577	5.30391729472359	3.81430465098418	5.69098712682034	5.2997135715188	4.44606908286326	5.09432343837742	5.36924136737486	4.96622234019501	4.43817894816356	5.09493015902845	5.97325322989117	6.73396625857284	6.6605477588985	5.4535866376366	6.34102708665143	6.90319030462041	6.69720896083225	6.56108911198145	3.80352669400592	4.38202411729519	4.69732496736249	3.58238948125877	4.33494760797319	3.73685693603445	5.16975012106882	6.11426016208595	5.94181016385739	5.91232940171118	5.75523964496175	5.43942515107249	6.29443439289218	4.70819170169146	5.75874020165375	5.88250800602964	6.12197548092249	5.71298390803935	5.86849545179948	6.2453262676081	5.89212380098858	6.54894359554961	5.35774825451658	4.51852460083526	4.67384919558548	5.49796921311767	5.09741849442438	4.61742491669011	5.53952396126143	5.20017758692344	4.69576493613834	4.24308095524913	3.77081756829839	4.92698868012148	3.45911650487514	4.07401631301577	2.98268527687532	4.72355047153369	2.6056838831839	5.00981559115602	4.82534694653868	3.0291954212658	3.65618578894677	4.51788809501567	3.81321302264309	3.04612985756979	3.64063999262895	3.85684937654552	5.38053310018175
"IL10RA"	4.96625142938441	5.07168692217913	4.84265862806261	5.35338692662944	5.01739413509768	4.7764898424916	4.57785514153982	5.5042873676586	5.57538896166671	5.66352580618844	5.24867515364931	5.13185410772319	5.446058248578	5.13372117242321	5.28287459254619	5.40880843473908	4.35730747028498	5.08257123846601	4.42667575396109	5.2296721246595	4.8638966254959	6.20739333172113	4.68565471007603	5.01841869167316	3.71564999895305	5.7047836766036	5.23523231372612	4.82695441172462	5.40799286455612	5.68353428012337	4.56111857594129	4.51509843129507	4.76175597890527	5.03500687359604	5.45885180219235	4.30853386558177	4.74514405916699	5.57040204072248	4.9699621521461	4.81226174915628	5.37045545636063	3.97266784829151	5.02833150331219	4.79481707496995	3.44357410508253	4.77804555895859	4.05469762772302	3.21467142128279	4.54428304177576	4.65427474291032	4.87739199061814	4.15476322401273	3.45260204536664	5.08671890713517	3.89724419919024	4.03752738333095	4.48022077751099	4.75238146403454	5.04971603240694	4.4964529985887	3.82529825600696	4.9878238482054	5.12244808330661	3.9869007042937	3.54317665259857	3.93527033008362	4.7800267006148	4.27991006795252	3.19874684984578	4.25107457596189	2.84153710316599	3.24761447630465	3.62485957190489	3.81213497944428	3.75837323652166	2.89543979449509	4.2535894976442	2.37866065358557	4.77810575387832	3.77313376981411	4.14860596736721	4.59095140118843	2.81578150949108	3.87982594623328	4.03639647256944	4.68406029406751	4.11664447344284	3.69080681577681	3.42764270358446	4.20520613588152
"LPXN"	4.90983620027274	5.36485879848752	5.17990650610709	5.71677604466222	5.10764671397436	4.92210562465251	5.31054834564416	5.57414129766768	4.68706948286868	5.59879763467556	5.00136414160157	5.10174459884746	5.09776617965828	5.01120164706991	5.178678613816	5.33280753606072	5.37782053843189	4.95113865157494	4.99593413836856	4.78064801797859	5.25521701058991	5.66305549616362	5.18346356805691	5.21245465581888	4.28082521006858	5.72986970383931	5.28782951478801	4.61650081585991	5.17924212316713	5.60505288455803	4.85159459179076	4.72791983823719	4.79051742911854	5.63006492206744	5.94949858597536	5.42852750655883	5.25906088163996	5.82493376721293	5.76865386220949	5.52031032133687	6.01216959904436	4.28515538988313	4.79221213799281	4.70628341675241	3.52848667084554	4.95902608773162	3.63576204800763	4.31307340111056	5.30872367893249	5.66989339369833	5.25268993877835	5.1158169998976	4.62224625263941	4.67486574223422	4.25958009982013	4.77049665093323	5.07619787192288	5.38985301120614	5.22150408712945	5.47956791121039	5.50983394813928	5.68470174107425	5.67660653161257	4.64404124259682	3.79707713899974	4.56497507364813	5.21897009260081	5.09439088514332	4.2136150243168	4.60962120027322	3.902230116446	4.2709102830667	3.79632550783658	4.1197553452735	4.42728650461477	3.41882899252618	5.05718059239403	3.84100709733045	4.72182403777458	3.81294728701644	4.46887665570813	4.51712452172881	3.83455128326252	4.05064344039863	4.7926511826123	4.14743588907552	4.10836449137332	3.98826751249424	4.03517850296152	5.04920095273226
"TREML1"	0.756577576943767	1.40880853517286	1.34946109983948	0.997221482442629	0.876034604291119	1.02128563267597	0.45022186262618	0.997026609493062	0.727905212656553	1.06879731985261	0.441345598398292	1.39800487572096	0.952918105076517	0.543641794157458	1.23305326541467	1.18184403767205	1.72273667243066	1.07745683215605	0.87986449320839	1.22415017700657	1.41328853597268	1.33486239841185	0.499153067269554	1.60284501557214	0.826344847059915	2.04096209070874	0.927076889392902	1.01005179116213	1.65419787593683	1.11703880280277	1.43037943258514	1.10056730697945	1.00077351198976	2.34406987043606	1.18332524507585	1.04298464830533	1.76714188229364	2.07644134433198	1.35980867125519	2.19169573264307	1.45448828729503	0.456282253376559	0.4681672806742	1.49946151295163	0.424924232573399	0.799114938319581	0.500103606324266	1.43824636720777	1.55220263689048	1.9466989109165	1.60757403842613	1.44065597970614	1.02145042774028	1.03202260847593	0.925322353502198	0.88988187325254	0.942827361856578	1.37226290715773	1.32522099983931	1.39366723098936	0.458724648251735	1.5123954396912	1.42407102715503	1.17025255137125	0.540630297815433	0.857827193976872	1.51702660855095	2.22774135800714	0.849042586359997	1.62181191582154	1.47132688672749	1.56099477810577	0.732248962985009	1.30484959139541	0.500846862497307	1.00206021959977	0.561419619422144	0.663070148487223	0.635693673367481	0.362692726993924	0.445120026420599	1.09317747107865	0.758925166294006	0.973226603300811	1.20027651124784	0.928916938173504	0.437170795121753	0.432140066390355	0.819259848795688	1.23847851521556
"SEPT6"	4.78437899086379	5.71249950065008	5.22495712649003	6.49184156184625	5.23752338004019	5.03526339379192	5.11099237884555	5.47703315031414	6.08060023117967	6.0921493222762	4.95606128730943	5.79054750410402	4.92583230477416	6.04642194746659	4.97185582762311	5.32907917419872	5.65552864038984	5.25836960712751	5.16718941308697	5.18716139231363	5.43858119095367	6.18472389225416	6.06306214869081	5.64222687621526	4.74622178676776	5.84094841296568	5.96194713598772	4.3798995539733	5.5319193351992	6.02903805677118	5.20348207983249	4.99987632392062	4.95613237682034	4.62850345370171	4.84043085957481	3.90615160910988	5.07095393987729	5.05743957329194	4.61518254424288	4.77270158029095	5.52013208153476	3.62474827721403	5.29456635423289	4.95305533934687	3.71594400180438	4.56115011118035	6.04597869776224	3.86457941113561	4.55631215831191	4.69605739237095	4.64650709149073	4.53706918295784	3.84678616895402	4.55335229886494	4.93582977487565	3.5677574566071	4.58509471296377	4.16965658586882	4.42660434028204	3.99753753662973	4.34552811161798	4.37300020242456	4.53578645428656	4.18112748982358	6.03709914161558	5.58720841270116	5.73929280583729	4.9981423639052	4.71520508978766	5.12752589310377	3.93585168985111	4.21957358949103	3.60458381110521	3.81460859094942	3.934962592105	4.02872141112325	4.52763247076428	3.78613406447953	4.93918324729303	4.18568783122141	4.58734197656882	5.09802603540107	2.89746802254358	4.31558599350612	5.97655159244828	4.22286195280712	3.91867978057748	4.15592629972098	4.36230411562263	4.91494436360206
"RCSD1"	3.99656809805056	4.12566076353448	4.05235961792351	5.62334410262538	4.09671807281398	4.25252878468414	3.82069495934258	4.74173544476593	3.81459189786727	4.35483665427235	3.82874349510466	4.30237315751469	4.03724647774376	4.06450758156198	4.23644026882668	4.34212193266797	4.59406514999056	3.94079258166559	3.8320946326723	4.08804282711807	4.06850506155775	4.72154324183584	3.89004641344958	4.17281219201352	3.30043376009328	4.73268255377731	4.47658364158018	3.67564710537123	4.07153403605323	4.39546279511966	4.12172894344843	3.47624904720851	3.72602302835515	4.06449106689345	4.79861829824019	3.7160838245245	3.46018316646471	4.09871607771298	3.97311064904194	3.86634465212294	4.17001792230332	3.41195964304452	3.81288466523627	3.93141617271105	2.60618359412839	3.32912264654877	3.74617424240536	2.69888443527007	4.01136052853161	3.91118232131132	4.43260238649334	4.44988677857797	3.86784519644892	4.66111063699141	3.46052322478711	4.02074325319473	4.78865588134917	3.64294199881985	4.40670754242082	3.91169806046301	4.0376196009645	4.26338844138789	4.08937820270089	4.20918025620295	3.37583088255712	3.33030291331935	4.13079213996589	3.68577050658199	2.4412443903203	3.47469689670835	2.01932264474004	2.77818724848332	3.118851678842	3.22237565359695	2.77336696588766	2.07475059917725	3.21393070078795	2.33213916131085	3.60113859785755	3.30455221512332	2.74877997707363	3.2353657675821	2.26457149267693	2.88176710150381	3.13226542779878	3.03219450507123	2.66082653344176	2.99543507577739	3.062039280476	4.19285403480693
"XCR1"	1.57502756944527	0.902726553468667	1.16074504345292	1.49775185833609	1.57109046566741	1.66515312778136	2.03304550882976	0.932853915542708	1.89270909914212	1.45117980439625	0.859507413996438	1.14343332705793	1.90709444961365	2.19625348687846	2.19051634251658	0.89520008518714	1.60853386790755	1.09233403876555	0.854682168638925	1.19366115389493	1.27553549599678	2.13096681521047	1.93377253976346	1.3308723458986	0.858714056381113	1.15297614878656	1.83178089238814	1.05619762347957	0.905189158574654	1.70845067257325	1.27369438840437	0.591890477199501	2.32108774870103	0.924942897994864	1.69432170565835	0.507380034937893	0.875932146327682	1.41470142852326	0.511486823389746	0.712300145281782	1.15979052690685	0.423136035604708	1.42949810615632	1.59799030670881	0.892713746515788	0.89592938903362	0.577921456729733	0.804578673327541	0.993563974686659	1.17696752020763	1.10992235871972	0.926668728803601	0.942533586034728	0.874303678467871	0.520813949882626	0.20755697604328	1.71629504582473	1.05466392088302	0.902926846823151	0.591364851133901	0.884223532302696	1.10733992856657	0.832384752404226	0.850385220045856	0.85994686306897	1.06475984937843	1.638496609332	1.59453069107667	0.506666978132361	0.965161070628844	0.400539389829392	0.60633815251217	1.29853651797796	0.107768427058806	0.438720217306149	0.333399818310486	0.750965703623781	0.322935753091041	1.30752271600196	1.08555949278823	0.935285533016925	0.974464744056553	0.831507743283529	2.25632622453576	0.274950071220532	1.08325040257529	0.753954040031346	1.0914963044327	0.606937473473156	1.31366350117724
"STAT4"	2.94531585044823	2.90928511550271	2.01191121457641	2.8714702669919	2.98086503559848	2.64233612770519	2.31892880843826	3.00310924942635	2.52625193818257	3.67026199462097	2.75243162082955	4.40205867286404	3.13117927957603	2.40309312555659	3.2221067943158	3.10576600909449	2.44016809830106	3.16515953059127	2.46825011690038	2.61832411352362	3.47865154373559	3.42022502149559	3.19350349876316	3.23401297543026	2.86196938479619	3.43604781625711	3.32529997306438	2.69675086079152	3.41820002445121	3.93571406861831	3.08059995086706	4.1161785902688	2.54304415598785	2.60341448144706	2.33240481384659	1.09908889464767	2.36375097142326	3.17088047953014	2.40778777481948	2.21294308816213	3.04211633289211	2.71730066242357	1.97661228765862	3.50250115224036	2.20947743099636	2.69063558068196	2.57733553168777	1.69245482219165	2.38126579534848	2.05635593180504	2.30462812713666	2.5758433596885	2.11634938580939	2.89961235008347	2.35909102205051	2.49054319051659	2.21487625250481	2.59864664427229	2.73333463679429	2.73014876286365	2.6000997325782	2.72935702320519	2.50179182283877	2.12076004700284	1.77410373083649	1.93277635754329	3.25743996434793	2.64121730767448	1.10176027733953	3.3777302815267	1.50117519529979	3.10435038954786	2.07229133480662	2.61430454906681	2.00250694962618	3.39453454748804	2.43213228207498	1.23287347343346	2.57790020390283	1.8418635171831	3.13479693339837	2.23285148912458	2.00719059764512	1.94657874262819	2.1047266936512	3.42523556829033	1.84433443908285	2.71653790557559	1.71552278062582	2.60360274929896
"IGLL1"	0.788017926942285	0.379255275460494	0.884765423459011	0.438008959062509	0.380153293416759	0.708674125667234	3.24426115439038	0.327380904672387	2.19938616211562	0.94748670099865	1.99778849786461	1.11952802993985	0.920777222193009	0.682474969854817	1.69124781591381	0.306058050326132	0.544914568869401	0.351384794550754	1.04019458141789	1.88953816738774	0.943441004596138	1.02348079426145	1.5821176389833	0.106796545188863	0.29051248681916	0.80353017542175	1.06384707231602	0.460103125211201	0.555494417360125	1.84985463302188	2.60506553002699	0.0904764976204085	0.445291321815452	0.0373805841581402	0.0619860685406931	0.0823544912458289	0.178343339890991	2.50963519454762	0.0929603527106212	0	0.509747939882702	0.305668947190385	0.561613928082677	0	0.261790369151913	0	0.142197216987578	0.329197787548449	0.0464133286442723	0.133747915739488	0.0793187589677981	0	0	0.18086363505358	0.0538999836290933	0	0.114109945514739	0.15467437795937	0.350224727910281	0.0512611598644658	0.123248002858785	0.136327240294247	0	0.113328126145667	0.0698809587022703	0.329309017028912	0.0918570503859151	0.620011002099902	0.120116625244811	0.189616426138768	0	0	0.0569598262790192	0	0.0547679793138721	0.0429661469525554	0.703374834987285	0	0.952773147634621	1.12821750085129	0.453401167563782	0.149216177313186	0.0685165083130421	0.0506943111467766	0.106146182764296	0.229201226276382	0.20751080260314	0.4765613109195	0.440582050235676	0.358796309321651
"TNFRSF9"	1.64954509738987	3.07096424147769	3.24664198466156	2.59864312874093	2.30312595670065	2.71984400939997	2.35559427866161	2.89268003845705	1.83416420634365	2.84472169386954	1.9526253840302	2.4760500479682	2.27928985863746	2.23490911933824	3.0718761564017	3.37536863405177	2.35004995036647	1.98766042892783	3.23165530112272	2.53323845310862	1.4501967429802	2.81968986048526	2.78975593148285	2.6870393482064	1.334095003856	3.54586521772285	2.46502950887353	1.96862847875025	2.84550151432309	2.59639512369249	1.36135269531952	3.73433799383562	1.20331643557914	1.65704882729698	0.915272061883829	0.277805588439952	2.41141173448382	1.94271266424552	0.587935437338776	1.35577442836374	1.86558593868786	2.1984784908192	2.65736661082047	2.02119025836668	1.00797368851467	2.56414982613293	1.30132596576808	1.48214813643986	1.14882710346206	1.13752854056798	1.41796281931178	0.479035928434003	0.701591304912323	2.04412917459684	1.00559708450695	1.11129000989657	0.540942528162852	1.29083200543377	1.1299853773873	0.54575897265032	0.626652737626411	0.89603205346873	1.04959495034752	0.964202744331086	0.870457550004336	1.41315448298701	1.83921696000675	2.25977506839102	0.970780401158545	1.44418879745069	3.50706558874706	2.29227656374084	1.68087435844409	1.15297870480612	0.975566735608605	2.54074862665875	1.88210001096799	0.797123909018591	2.21729948794384	1.86411888318089	2.65264387426629	2.2894994286177	0.979759343707216	2.05875625292133	1.81306122826253	2.67627398304862	3.69076447086153	0.691631351832417	1.59571040104994	1.54892479629579
"CLEC9A"	0.762567637303991	1.10920087524414	0.615582275500845	1.19093084171715	1.27626279094823	0.853665988238566	1.59652520189392	1.09052499647186	0	0.357094077371458	0.130545864416079	0.183747743296836	0.497414542741822	0.906510089060037	1.06177344494696	0.38445318883888	0.467362472303466	0.333233069538196	0.511995877895455	1.40700533909721	0.552453014756033	0.752963672187063	0.780898165284829	1.15760640093798	0.620903121829452	0.765900986604651	0.794685621580029	0.2377759381609	0.490588018008693	0.827692162377652	0.68040421658828	0.260711435110145	0.791025427912802	0.691246124991092	1.25526963322131	0.435915129835322	0.138093522111213	0.913945556627496	0.474859910530501	1.07803811543081	0.648018306927603	0.328532232911193	0.368135623612922	0.364048186510766	0.229815612704378	0.351104836455032	0	0.250158410866398	0.737399201432215	1.06550960536371	0.998654912087122	1.30293681073428	1.1682540501943	1.91850745197689	0.292990406623221	0.859972716758104	1.20280445708471	0.952578129995485	1.42854748309928	0.930079183738134	1.64598484018929	0.949314688916887	1.06269252393252	0.945029885363595	0.804573182456477	1.0030311083119	1.01486262549585	0.142080099278123	0.335385077148603	1.06216070829904	0.100301953269129	0.040202034121821	0.784303227757291	0.162591161076739	0.302448676483965	0.0798831381570669	0.511725683136794	0.0808496758410318	1.05877457902782	0.124006972609914	0.310164851567787	0.211064517225348	0.214532044501459	0.0374099069439012	0.126923592981344	0.0722486033652886	0.495233509779469	0.474131508000684	0.487775416023169	0.43962758797195
"TNFRSF4"	2.03103036036567	4.20066347261051	3.42266070960784	3.3336414434719	3.03782552510082	3.37425262355892	2.9639487400881	3.81510821140525	2.83042309879928	3.51519152310851	2.77174559329694	3.56889911269198	1.98154678313374	3.07729209967257	2.48000003036623	3.58952861126404	3.47427588037829	3.84082529857949	3.34436512310409	3.84333054333249	3.95810087968003	3.43478842251319	3.38220236545488	3.39363281915622	3.28838951206399	4.13308316262966	2.37685651037068	3.61983724586864	4.40703295228715	4.30443325725867	2.39008591807098	3.49914595268871	2.37149798106603	1.61807679860127	1.94115290413804	1.59410094318003	3.64423018864051	2.66645651337181	2.82151794915519	3.22901601683273	2.44594719525509	3.07604400819464	2.99668874325676	2.59412485088828	1.98701668556197	2.90210145784543	2.04621458462534	2.27252720747291	2.20954845013667	1.83498351861723	2.40736867266668	2.64098723265411	1.0572492975246	2.47736386328971	2.76549152493525	2.03958851554419	3.08109631977684	1.9626083020834	4.8775588859998	1.82429779421726	1.27336368212008	1.95307923671954	1.98014871181432	2.02549842579316	2.46909768905899	2.16157911872564	3.09111420034519	3.69075704203988	1.50991021968293	3.15410066830729	2.92552376972988	3.51001276312198	2.85339635158023	2.8334332686844	1.5591920989397	2.40819792179062	2.89055757464147	1.75720888647096	2.49805136276526	3.0895040821462	2.81189319663008	3.79230896918604	2.15692898580814	2.49486499721544	3.26831840412058	3.055686146176	3.25209922601081	2.33697882688505	2.58832053438486	3.71490036765812
"DOK3"	4.08039847035178	4.22979827406769	3.83744330846408	4.43490430262746	4.28649339340435	4.32444587616791	3.47921380245061	4.64924518115795	4.01260593017298	5.06422184939508	4.31992975836153	4.31770042683031	3.99489652780208	4.19647316582486	4.02148919158609	4.77270866175955	4.85139155137033	4.61545689083411	4.0232760214371	4.33866944501029	4.81173050852672	5.03048099660459	3.92269524203096	3.72206052095673	3.25394935265297	5.28804949438801	4.13414698967244	3.96163861981184	4.41362514276665	4.94745572875663	3.92655668132362	4.18641216033533	4.34042137930375	4.2464995355546	4.96203365940892	4.23254637073321	4.19158347746572	5.13253570512991	4.75100058529109	4.62838608165861	4.97879928971512	2.62475032741603	4.62978266818446	4.14660740210355	2.61491521873955	4.10743401779613	4.04185410407219	3.1618163305605	3.97552497410975	4.3458528092427	4.51026950659749	4.06626446087272	2.69517138284507	4.31822341970404	3.36359273528181	3.58840065833737	3.99075207613832	4.39239314371759	4.61595034884556	4.20216019384252	2.83782171752534	3.692989369463	4.13585947546576	3.67703564572807	3.13063114982879	2.78719918331365	3.46143255214027	4.20752430436255	2.64517938490872	3.35755111708356	3.40999483231179	3.767921566385	2.27534852995174	3.51981578289815	4.16072213055801	2.78934468543315	3.69933022807188	2.81020089927169	3.49709177779097	3.12334222061285	3.64269336817466	4.25373733581383	2.1236283613464	3.65232283881964	3.96421171950707	3.7663470281722	2.73323842565752	3.15103529857554	2.33153468022349	4.08367004697461
"PIK3CG"	2.39455521354584	2.84949436650647	2.46344394767887	2.88206748903432	1.91041628348989	3.2435299441851	2.80165924646015	2.93590284857904	3.23720514375444	3.37662665478279	2.36371412773252	2.03807838903697	3.81808079225563	3.09795343708069	3.77497818742215	3.15961415126473	2.35211736144764	1.74173056988394	2.11272211182903	2.75518038132279	1.73412427386389	3.29025522224587	2.772316240287	2.59217018522539	1.1145098887656	3.0442976469837	3.43078330136763	2.02385840756133	2.00997600361217	2.92377606018344	2.56719493239375	2.16978307199852	1.77868529172601	2.34918100149996	2.98647226504625	2.12142174910849	2.93012977404691	2.85048918454507	1.84212060071775	2.19200866764084	3.13761581923142	1.62330087835474	2.08923308095837	2.23252566457514	1.00272677884102	2.24283189599896	1.38212810810423	0.6510801524982	2.09491316345392	2.99695864737229	2.67316005943826	2.149599389899	1.58783856356443	2.58410162920121	1.53470700203846	1.55264473706656	2.49840289946992	2.40816677989818	3.10618836319582	2.152501602905	2.26484827319559	2.68654850414422	2.41889439031603	1.59158022361528	1.58218007426104	2.67299199345329	2.90635880175704	1.36296934398695	1.81376746750162	2.16495167379417	0.909513738321688	1.21885660732378	1.46532931785332	0.915949051032612	1.96403043273628	0.950299836054732	2.26481950040849	0.83137872205606	2.4518405019067	1.80525906957794	2.14868598728198	1.71998632620963	0.88939384296712	3.13513176724754	1.61279479428489	1.78767484643121	0.948308520548752	1.63558755908685	1.32694173697596	1.6747653006972
