"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072805"	"MS2010072902"	"MS2010072925"	"MS2010072930"	"MS2010072004"	"MS2010072828"	"MS2010072835"	"MS2010072912"	"MS2010072937"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"MS2010072024"	"MS2010072037"	"MS2010072040"	"MS2010072834"	"MS2010072932"
"WNT11"	2.8993027860901	2.58318497975648	2.49520186731613	4.15237005374084	3.32781574859402	8.06873621505487	2.03561967495054	2.8072762815797	3.35444921289854	1.81204329012743	2.26671594775106	2.53995397206964	3.3027153783456	2.41769789504973	3.9207500042957	3.03067256821149	3.54918739981839
"TRIB1"	7.5849755513857	8.72300626098689	8.32534926394346	7.82398146135844	7.89238976856235	9.18315205060361	8.02761617323002	7.97354668903502	8.09307274143547	7.51246244052491	8.16034964410776	8.09856975446527	7.25559588833986	8.01581388682021	7.66399353510032	6.72825010171341	7.56727530085108
"DNM1L"	10.2135446790829	10.4404735642366	10.0006591115865	10.6817294082712	10.9791930459207	10.1654622005276	11.0306799350817	11.1311295398862	10.8516875269771	11.1999563087275	11.775623660818	11.6579004156426	11.7777397939242	10.5349245252833	11.1863706915882	10.4910671535806	10.6946058119836
"LOC374491"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TCEAL2"	6.90324044339483	6.3147044383209	5.5230445575608	5.68313426230873	2.82228912881593	6.27048208875495	6.08753651230962	4.41817960248397	5.26053010257365	5.45241428941832	5.15244789667518	1.73722627547916	5.08466658412807	6.15597746112436	2.48513098756333	2.60556302715166	3.06663858456742
"SEL1L"	8.67249505602305	8.54783221855927	7.72326854053319	7.21166752972233	7.39201833728921	9.12505496536093	8.02541582289042	7.9684318436387	8.50818979858946	7.66221089342959	7.12379690281808	8.31399106570416	7.59801267942623	7.23860081717093	7.30027608079955	7.3982992823283	7.32904215300014
"NDRG4"	6.83237844251422	8.09580509981965	6.90892958455128	6.1207509093412	3.7945531006845	6.15252589138361	5.02753243666505	4.24393578910601	6.6619382845118	5.87027667435217	5.82264303464903	5.72872321497671	6.69117818491687	6.6345637627542	2.97273521018315	6.95963848649234	6.84568282588062
"SPAG1"	8.01580302933274	7.40797167069946	8.29496618309131	8.43199614044869	8.80169784153449	9.25799016002612	8.33840979385646	7.49800451104112	8.60402662051804	8.58145360792142	8.93412102524715	8.22754883102557	7.22020433811001	8.10870048936856	7.80462387042939	6.94175255705907	7.51835614793275
"LOC728470"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KIAA0649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"EFCAB6"	3.02207985501729	3.98731830823513	5.06010158215986	2.82031123265987	4.65947119240565	8.29837492256191	3.35204852102754	3.02220640511822	4.92548503486775	4.42983859402031	3.36358978501128	2.25048621259126	4.90697752371248	3.4090302242334	3.227890287201	4.7350237347844	4.88324622801776
"LGALS14"	3.20522561237712	2.39198690965425	4.92522396938388	2.87337439884055	5.04515244531906	7.98507912839622	5.34021440822837	4.53184567411311	4.35277098473705	5.1934922436611	5.57607692568485	5.45893074771021	6.19535749835151	5.35089696144011	5.52102558215567	4.60587443780526	5.74407229410212
"AGT"	4.24913994923828	4.90947616053337	5.82493768338324	5.71441511293102	6.4217935720478	7.19935229055352	6.04558504286554	5.27783541864464	4.4301627320149	2.84299067766217	6.5436189139903	6.34637813697285	5.60648508604984	5.3963508024433	3.61566274166671	5.68004571346652	3.07486243261876
"ACSM4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HIST2H2BE"	6.77964687567026	9.0783627802327	8.26347666669053	7.17276708585705	6.81075849666576	9.84367131664311	7.51097592064919	7.96406384441361	8.06468156863193	8.88675538817081	8.68296687559432	9.54248053511531	6.51189379233676	6.61937156876831	9.17980077920261	8.9447967027058	8.20224610396584
"GABRA2"	2.92694295538548	5.22177230904433	4.86385749295747	4.19162984497628	5.63875907360979	8.21480896840615	4.38697900994796	5.25834542948649	2.6880318201834	3.10037928583191	4.39606668388796	3.82944525584296	3.97247742242059	4.75153990411712	2.47228804821882	2.40582823302483	2.65026788483305
"KCTD3"	8.56002197898687	8.03495227867277	8.13154839878929	8.09969608402729	7.30912458248763	7.07145431615228	8.4591954345465	8.73928278297563	8.89846494712742	8.52607556507986	7.93909080370772	8.42421106253498	7.6314857939371	7.97964463426921	7.79551847755497	8.7891510384188	9.34682306510717
"GSTT1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BMP5"	6.05111473024328	5.93010174656741	5.63760899971205	5.71615115661991	6.12188404888877	8.35435751356806	5.49489489179638	9.33169838686678	4.27644069549078	1.33882919774055	10.4816661046121	7.15361598568889	4.87698906910116	3.33677806461442	5.09958535547268	4.69676256194682	5.39026072289028
"DPY19L1"	9.81845783575373	9.72197282544359	8.56053733733198	9.37666728005432	8.55524257944396	9.515645270967	9.23107966863077	8.78996611281893	9.80296402547784	8.49411618899398	9.53842645590656	9.6200173485315	9.54196706365978	8.85589799029148	9.73810779407904	9.85282131139562	9.53087034573862
"LOC389895"	4.56081909994664	2.78171462818038	4.94247597544827	2.43538883306233	1.8427193958022	6.25130315711683	1.75492466611297	2.10904801142793	3.11205079225818	1.87366926926442	2.75224583344381	1.7612130953426	2.05624720240325	3.04129446548301	2.5799453042917	2.29516937280209	2.49394492321069
"KIF3A"	8.69562262913514	7.9474449550279	8.67614808721377	9.38140696335618	8.57299675246517	8.76172679727093	8.90770072074005	7.96337377216889	9.11186662880046	9.86915424239121	10.32107951479	8.61208658773066	9.35657280484327	9.18329455386498	9.68163304277867	9.10199364935334	8.86405474783332
"ZNF491"	2.79259714199908	7.48120234817049	2.43001848306957	2.3660425488633	3.35950420649335	9.05697753340531	2.38100850007551	2.10190397175376	3.87280028668305	5.09719197224265	2.23415466375028	2.69418053088133	2.1625150078014	5.92853801483812	2.1182508124251	3.49827265749204	2.63048984979369
"C1orf53"	4.48910497179803	6.09910569244918	6.8602773279955	6.46007584670398	7.04360886434156	8.25686044959974	6.72896105522698	7.64614319961864	7.80880948324956	6.82629284538872	7.92508565712523	7.0305594920461	7.34799845266289	7.46538612078009	7.41976972953886	7.51583412166045	7.3553722208131
"TSPYL6"	3.46157909570982	7.17310858074398	2.08777387121757	4.25370780468003	5.65019470392537	8.88866894037009	3.71233328483215	5.31440388535711	5.17058390689882	1.6448341085285	3.16012602086675	4.93712032530426	1.72157094609881	4.16797980680856	4.14112076956152	1.30610067310251	5.272204828898
"PKP4"	9.31095568066263	8.95385490192737	8.21068379616334	8.85772977481113	8.181688560934	10.1983982801748	9.02408540130679	7.00000335048832	8.98901952049071	8.48870337837496	6.41569667339735	7.4175347173104	8.49363494385971	6.83923328411777	8.67288890392446	9.11657948048797	8.22493052836022
"PRDX5"	11.435735394539	11.2617073574398	12.9748138530727	12.1220015341226	12.6137609501998	10.7133713841128	12.5814655389737	12.5062938996875	12.5359336581373	13.1894453030482	13.3933954527712	12.5974722482954	12.022975496232	12.8331676999598	12.8400118295763	13.4540990895101	11.7092049312905
"IFNAR2"	10.7278373767748	11.0352364782631	10.8972206133292	10.4667725747263	10.2493087347855	9.75806332315208	10.4034759411989	11.189657782905	9.89934517366412	9.87212235043864	9.91917795981338	9.98435163452747	9.89489875020447	9.64677553111534	9.63579158715273	9.95817811898698	9.85783260083393
"MAGEA8"	4.69472565230329	3.46149288170216	5.58465235603309	5.6308881366937	6.47884236354158	7.59183350255917	6.11729115336024	4.93419806139396	5.6764163199796	5.5997596743189	6.31509457579046	6.09138343603321	2.55537384999667	4.13540560088071	5.6834018839093	6.67696305224182	6.48370038264637
"ANKRD36B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DNAL1"	6.18672241319097	6.7576580471813	6.1922281441059	6.18170084677188	6.80097266199789	8.83883330259187	6.37200601530529	6.68635905646643	6.58634433425556	6.25548006293168	6.69426303944506	6.75189039857834	6.19176755398795	6.67777334217945	6.29485435385747	6.07670044727583	6.64137258447279
"C6orf89"	9.34162236230472	9.28670121384951	8.34305180553942	9.02080863870643	8.41860563235605	9.01999564990382	8.40836360426494	8.42834718621342	9.1232403556992	8.4617398892202	8.26276408542069	8.84251977221262	8.61731280540677	8.59032992606803	8.87941522024938	8.58906974676935	8.46784946268255
"FAM149A"	5.5919700594787	5.21911754932311	4.80258701386533	5.57958828452595	3.42283388605955	7.5621127979538	6.26277245122545	4.34040428346296	3.6127808075152	3.07476863088128	6.82227749594309	3.33099528787953	3.98016223043706	6.2266184588554	3.22362815363755	5.54985267423385	3.27422580407021
"RAB15"	7.84765027942173	7.48239168231809	7.77028179267453	7.70246528544471	7.15162234658731	8.89025435903229	7.44965915525568	7.30848364061418	7.99414170489698	7.80996303885544	7.59486014300344	8.07141651248695	11.1766450872757	6.58392289883799	6.3995094664834	10.0523396141506	7.35655409387169
"EID2B"	8.07243602517378	6.69698977476935	8.08343399644344	7.52011585985986	7.79866591345222	8.59663586195725	7.65024299214331	7.46650061236823	7.69796455066853	7.40459873629605	6.84856788227441	7.15884936574557	7.87986183254895	8.49277166594544	8.07567714369754	8.19978880798811	8.08987674722008
"LENEP"	3.22573248704616	4.22257929040701	6.14059391717025	2.97353842962831	4.39084962292678	7.43584608419803	6.47403140967431	5.96525390294173	5.76238203445578	5.48912613194954	6.01967785243439	6.19570227434645	3.35032516234748	1.72135542447043	2.72727976988809	4.71514330129584	5.46757544415667
"GNGT1"	1.17518140276191	1.63150648467058	0.828300495205467	5.27795984703857	5.74200613609839	7.36947313039934	3.26172927671159	5.40886347173011	6.65712427516532	2.17269506827124	5.19320566087417	6.10292448735513	4.37174835343296	4.42850322673717	5.72743021910718	3.69797028630162	1.40555534421787
"COPA"	9.37899305693798	9.49081907935964	9.02954544265958	8.98508643541223	9.32011235858942	9.25758490775505	9.02495388918964	9.01442882469099	9.4219136309915	9.33273406191453	8.69369211390753	8.93195260229376	9.01878656576303	9.37002304472331	9.27864233223196	9.3473200249949	9.07134003639965
"PTP4A1"	9.09762272603858	8.34779873221642	9.57545744032095	8.98565201348511	10.1295880155613	9.62611229728793	9.42081177682772	9.40488979551859	9.30047786754074	9.93553440657901	9.84127444954064	9.91405108569198	9.61614084335748	8.99788818734878	9.89646660304533	9.0531347939017	9.1922236058267
"CLPTM1"	7.57577939406454	8.88741017900729	6.68229241909625	8.71918289768529	8.12241185142985	9.5404985383825	7.939781483159	7.45652157694821	8.47849314329727	7.97286799623963	8.28186671447164	7.54915174768366	8.71693584151808	7.96342111314369	8.66268957175743	7.83160732319153	8.16229574193711
"SPINT1"	3.66714776703217	4.80206195154427	3.61080816932576	3.92575986777256	5.9202107012768	7.34273354512311	3.94714126795686	6.00307604574206	6.28642211302547	6.30630270898167	5.67819134392037	6.6274303493104	7.58284602235169	6.76785395988565	3.19970413178519	3.81917197317324	6.35697266515222
"RPS6KA6"	4.54688616221792	3.8128168826876	3.42855179939567	2.52867691811846	2.40126790647021	7.37654273309824	5.15932753466241	2.90835843344843	2.77839992116728	4.59605475069484	2.53697852228063	2.21574645433765	3.10703624906393	2.63742493961984	6.28384751111914	3.03381275057764	6.24115322589097
"LOC100132859"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC729866"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TRAF6"	8.4917981250466	8.25044602357283	8.41008247324332	8.24863354442995	7.35117068860284	9.48885922089401	7.95466476176745	7.410946487407	8.06339331181499	7.22540768925324	6.64940516636275	7.42737438154135	7.46079977909569	7.88514705233755	7.26882157982701	7.90207503993718	7.31571392242427
"MRPL34"	10.1775021113061	9.84796439572041	11.2428402815184	10.708880490983	10.8809731955989	10.0425787189589	10.9764206705288	11.0345128261301	11.3043825856726	11.7743061695835	11.5889004052567	10.7396271242704	11.2343052020807	11.4866780647575	10.794493617413	10.977978139161	11.117450325632
"MBOAT7"	6.8335098318569	5.61827191356927	6.83121614696285	7.18597454687549	6.94791695237772	9.27165019362545	6.70241993626065	6.90672173939567	7.32747800669243	6.8606730810685	7.05523587998813	6.66130432570825	7.67988738058902	6.61551556184427	7.47497154147476	7.28249769420205	6.89053570954067
"ZNF780B"	6.54720040226344	6.96747406514964	6.2211912866497	6.02459229283598	6.34636532335269	8.16886438858456	6.31292435029069	6.24612825784671	6.00679922827735	4.90585968633557	5.79700523837776	5.40524108294369	6.02281105403598	6.18694659582984	5.89261908258263	5.33212309174256	5.4300892396882
"LOC100288603"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CLEC18C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100130360"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SUMF2"	9.37325320972211	9.56576567065617	10.334389891226	9.93752692745972	9.98594519485885	10.4004262598129	9.61839798285455	10.1486190486135	9.99535936208233	9.83803389859568	9.94117119815013	9.81090105445532	9.63424404248279	10.3955293279333	10.7194204303252	9.55540422087985	9.50702659644001
"PAPSS1"	11.6434425646451	12.0422607724828	11.1734786322113	11.9017453005453	11.8656875037095	11.0035504740227	11.6685537231241	11.4843884001267	11.9262194933142	12.3063581769932	11.9717882374725	12.3132035674893	13.3748866598021	12.2629609892353	11.7224967509308	11.668460425727	12.0751907299564
"WISP3"	2.84886697787073	6.86143651825908	3.44654336664091	2.70434242970727	3.001792127126	8.04072937674879	1.03801135233702	5.23250682641338	2.90421107967117	2.24533580867138	4.23853175071771	1.91571621455648	1.87955188347275	3.71927813201695	1.78248124341693	4.5205004815553	4.00428541898988
"LOC346702"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ERO1LB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"UBA2"	13.7895328626811	13.7575201303108	13.6719989043624	13.0440284536122	13.5921211390319	8.87187488837084	13.5563905460382	13.7910924688665	13.0603016482444	13.6396990638172	13.5727932648225	13.3172171051666	13.4875656570877	13.5916118617154	13.835575064923	13.7065205082874	13.5593923625176
"RHPN2"	7.73846170113897	7.26988687956838	7.61399928594115	5.3865205870571	5.36628200431351	9.51987359367355	6.75624143675408	7.22620645466339	7.60985098926658	7.60465719235534	7.37810248949376	6.57302992272141	7.67631686126836	8.93738511704091	7.41433566462151	8.96093952155044	7.49460116541134
"C5orf34"	8.16503478475227	7.30443965989956	7.65429497563819	7.75657145100854	9.34204392199852	7.65466691249881	8.31888708695769	7.78547415169867	8.62124799448445	8.61605296387802	8.55753578306916	9.07190431409311	8.48648937564895	8.51064405585774	9.43977772492002	8.60898917763038	8.5957695877987
"ZNF410"	11.0851633762984	10.998906564094	10.5301393190497	10.5034147766164	10.6851537688491	10.5775981669375	10.6943696932515	10.4928491823185	10.4736770814708	10.4640677181724	10.5140256656655	10.8516476635904	10.5193554762479	10.1397666944618	10.6804884817901	10.4462361185285	10.5809100151405
"LOC643219"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NDUFB7"	11.0478801432542	10.4590121767519	12.843385848499	11.7330779237817	11.4655434517171	7.87866192284914	11.895070383422	11.909128950265	11.8947613727921	12.4538608403027	12.8004587901952	11.9315385704285	11.3408235708769	11.7800417347402	11.9372777459015	12.3218198717891	11.8859527097738
"BOLA2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GJC3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CLDN12"	8.33808834670453	7.8816362102776	7.15241856800491	7.55313034349179	7.22928774510957	7.82273391494218	7.67775015812144	7.29469923666972	8.28774749310371	7.91215206252174	8.33539016445887	8.63283767796071	8.5367747319798	8.86686926907428	7.06473598512889	8.39074252925427	8.84445935727584
"LOC339535"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACOT8"	8.70396964888908	8.83192413835177	10.0594352172089	9.65182485383889	9.36152520015942	10.3648438049308	9.58731049884866	8.86777171902416	9.36604172074103	10.2826006930207	10.6227990620889	9.14618206482986	9.03330991137943	9.40217805658975	9.50756196087132	9.56848944853491	9.50806634885092
"DCTN3"	10.3330396026434	10.6247713160465	10.7820102631247	11.0900891188536	10.8835120809436	11.0467732375886	10.9452100409185	11.0723605936605	11.6411591245662	11.4752757920622	12.1491949513895	10.745877285083	11.6108547045227	11.6679943304978	12.6629814715584	11.7267649182603	11.20537993964
"TMEM5"	9.12502208115111	9.40038490057566	9.80264939020776	9.53756756054856	9.24907166422573	9.52278130470499	9.43566043343789	9.16061401999278	9.75731488405672	9.61448322592625	10.5752525437765	10.472304337237	9.59261970787264	9.87669457804739	10.0486448297315	9.39781663514958	9.36184457692302
"MARS"	9.54686661439589	9.91397256718716	9.56694464336686	9.6039426239853	10.3082510407709	9.56554557642592	10.0125409474378	10.1994900240741	9.60172490938126	9.53260540912078	9.78072818726783	9.86303581355642	10.1786839526173	9.17694704794712	9.5212016638257	9.56291826071014	9.67347422927795
"NCRNA00167"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCNC"	12.8375193859378	12.1654435989109	13.1471715208755	12.2234235983258	12.5464220897829	9.47879941695809	14.2075085471975	12.5185839625544	12.7252174199169	12.2238852305838	12.8763622098234	12.6873849461832	13.109747155897	12.4045793452162	12.470902203187	12.4750047061032	11.8617572140437
"SEC24A"	8.47310970993727	7.95831257107293	8.29488776181489	8.40041443652382	9.43210106043876	9.9747755909566	9.68895044439623	8.70162503269799	9.3304266803667	9.39349262038459	9.26130771838879	9.17970926660025	8.81306335986699	8.45899390758189	8.93055522775192	8.27806395273211	8.04612580544106
"MAGEA6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MAGEA3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LMAN2"	8.99370833989544	9.34378774914781	9.51442467315048	9.45115741772673	9.3863861126185	9.83108781577775	9.59310104728523	9.80159321223258	9.86722068717764	9.75478892538549	10.153845682319	9.58227564320962	9.74286192660168	9.82618143009326	8.98957541320583	9.43569404299828	9.47596526939991
"RPN2"	13.2181515171029	12.8138794595397	12.6710052520759	12.4250064391337	12.69743264144	12.0676160276221	13.0351557211905	12.726272682	12.5655394140725	13.2857715153364	12.6451522641935	13.5652346800483	12.8901052693564	12.4645881686709	12.0646048667341	12.1572340272351	12.8157058482023
"C19orf10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DDOST"	11.8569511908883	12.1053089424231	12.017512598152	12.2538745777445	11.9555374362008	8.83080766733237	11.9685942287903	12.3663106724771	12.1429669491743	12.6331404939808	12.323778313535	12.0978810573	12.2275329545513	11.9482479564736	12.1907283996888	12.363376040518	11.9540133931033
"SSR3"	9.95975947021105	9.72106629416074	9.03956960624207	9.56067773481825	9.66690015641359	9.6020089279104	10.2105980945143	9.94790602492657	9.70324456227398	9.75342241887997	9.643248156909	10.4873393782377	9.66067357966457	9.46168693020036	9.22623505721734	9.52958127355909	9.54198902709668
"C15orf24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TMX2"	11.2628918675178	10.2791372721807	11.095350107245	10.8137373848958	10.6805370854548	10.9803155888504	11.4925049645603	11.0097666611151	11.1814585899659	11.610513762247	11.3150910857542	11.3027498765235	10.7294797339047	10.8755507447948	10.500967378895	11.1705776447491	11.091106174266
"HYOU1"	9.7093089107699	9.46854246598367	9.48307499206225	9.714421930272	9.37257687302985	10.5446397378434	9.64555634693586	9.95150786628484	9.92690861302827	9.83436437115703	9.49019459920362	10.1941353946631	10.0198506669681	9.77903791804774	9.20215210558499	9.97380888207589	9.61441678973323
"PRDX4"	11.741760557168	10.3794828308703	12.116560875952	11.3956718609133	11.5621176996472	10.8823047062066	12.9377275914213	12.7914172187887	12.5607165395022	12.8175949663727	13.1482499425763	13.0847023397403	11.8002552527318	12.5039988438601	12.2237496622715	12.1055883340804	12.0408220094713
"SPCS2"	6.644009917281	7.37097514937996	6.00616006090212	7.05509026296523	7.23354929876733	7.66157815091655	6.9946442520734	6.51740094085029	7.1969225692048	6.86203800573963	6.1362555349102	6.73759828664048	6.1497089469443	6.31486802501327	7.09664018193293	6.59207645949649	5.86978562482692
"B9D1"	6.28918480684147	6.56186557207506	6.38439298263075	6.10164736621516	5.34513493929097	8.7515773629282	7.23343105568419	6.69272772502567	6.97364658517182	7.67671597405484	7.51293418232249	6.30838318509624	6.70638531617334	6.76268295606266	5.97692371214885	5.70827088376305	6.53147593306109
"CHID1"	8.63914440805044	8.50343429798295	8.69494687669182	8.79926145761961	8.62062782335189	7.28985916405891	9.0776788068478	9.26440662163467	8.36557218063606	9.76772563395462	9.35490162081523	8.64423499227575	8.92942910556312	9.30171699183448	9.06490766478763	9.561515303526	9.10432539013892
"GADD45A"	9.13407382774316	8.72402245370155	9.64761086453457	10.734218408961	9.62080077404062	5.31514315946635	9.87801166116378	11.1862601650069	10.8880495810479	10.7469171245144	11.037781295303	10.9741687882893	10.4412445549221	9.90320305407195	9.84171366782254	9.56773771234372	9.23257104687878
"BHLHA15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SELI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARMET"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TEX19"	4.52840963523995	2.54218777517778	5.46663602065552	5.71302302366479	6.34279992949809	10.3971376644842	6.47159132397683	5.85540089437894	5.81153088851758	5.92300644765712	7.71282687411282	6.29508043478728	6.55249135992562	8.32335932682346	6.96579411400178	6.37953093165146	6.43412209293121
"CHAC1"	4.06805818960083	6.80442766520874	3.27819681639201	5.09497467260744	7.06521159398919	4.33387047234662	6.75950871146617	4.51937657770771	5.53283193575977	4.03537140933928	5.28827372966638	3.45725209275867	5.74029658545561	4.12278307113607	3.43238587097441	6.218051238056	3.32443084978848
"PPIB"	13.7072301683448	13.2432571583442	14.1733170769365	12.8573364269558	12.979804410047	9.7096205769159	13.5114457709916	13.5864906319021	13.0684637786728	13.7465688145186	13.8942253474282	13.6537341750674	13.1043768626611	13.2942271638858	13.6356036775893	13.4849044740156	13.5454291787957
"CYTIP"	13.3419628581765	12.6460958256593	12.4687286812336	11.9680685951466	11.9057408519609	9.40401502093365	12.1430638197095	12.920103670009	11.6030666579437	12.5890832708364	12.4786153525988	12.3697206642726	11.8204180689367	10.9054979420169	12.4122880676781	10.0674416430884	11.8881390844774
"MAGEA1"	4.68077131974737	6.63919801860624	1.79233758552392	2.41810115805231	3.19720238125954	6.51175574940314	5.20921415676807	2.53813432108699	7.56995633414004	4.42804092411662	5.84837897535471	4.27874578659604	2.40766902612097	11.1939186736285	5.79519822218371	5.87735710644942	1.94008445833837
"SMPDL3B"	5.29528534488055	4.00118007326967	3.06327580147979	2.72711384700209	3.99194207985898	5.01573735659951	3.68162166940426	6.15639613260258	2.92734774547886	6.20283090448791	5.82731660372285	2.3131232364867	2.14381185996057	4.42357355455556	3.58698088067451	3.38386337398441	4.4962534439872
"LARP2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NR6A1"	3.72213201548077	4.83166771741987	4.41755889455274	5.18645360946911	5.86856646833176	8.12073032307053	5.60083655681157	6.35480344732885	4.03064636390483	6.37440417485805	5.54722452808238	4.19120545897692	4.85020543984201	3.6866983392	5.91767752189341	3.84400005276724	4.07447329966995
"ATP12A"	5.22152051205927	2.23020293132768	3.3691108047673	3.26873772809619	5.79385687429671	8.88864772191122	4.5602045392681	1.96774536317562	6.7960398442949	3.07042119504598	1.99660768403241	3.87489355329674	2.55552389943749	5.78991136730153	3.2012691444261	4.57602692584686	4.90355456543575
"FBXO16"	1.95121644513129	5.8556252334882	3.38419921837031	4.85965768062157	5.48592781457	6.84972794541556	6.43989800065228	6.45175944855649	4.73873121334577	6.33886240984744	7.59851892088245	5.77084791310906	6.94389579064792	6.85686177519087	3.61110285050803	2.02595390248038	6.28310469736258
"LOC440905"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GANAB"	10.3488825352209	10.2162526396745	10.8284461455128	10.428156180157	10.0579190935589	9.73602174711098	10.6519536572435	9.51620528371511	9.49927653372857	9.21010963587911	9.2881904724086	10.2586713058924	10.4953745244647	9.73815549200719	9.84265407019247	9.36611604611899	9.10332546967086
"FKBP11"	10.606360455401	9.47004317566512	9.93117223118641	9.51149330106814	10.2999250238071	8.77529622434399	11.4764682338657	11.4629203812466	11.7721764294862	11.8450358138616	11.9519074279414	10.6471237904238	10.7532764750718	10.3216724033249	9.16409489212208	10.8399620500069	10.0264857982723
"LRRTM2"	7.68984954506428	6.07712074714893	6.20587003833723	6.854876182028	5.70228511572779	7.22370630987235	6.37713021462921	6.68814522969906	6.89154132232412	4.96971977293123	4.43702893118874	5.48958271316667	5.68291673724851	3.96204786866565	6.59337177352983	5.89150628043287	6.57915798100542
"IL5RA"	5.9057881986678	3.52545536118047	3.1366043099265	3.49712153088595	3.92999746524314	8.09694958921892	5.65871438779245	5.3311968442958	5.76940562514415	4.92673261909377	3.77628328000681	3.92416110299921	3.54895551229997	7.6092298756307	4.99643878117665	2.70740624228694	5.00157900967918
"LIN28B"	5.80432564146127	2.36815152841578	4.86592315127183	4.53923868044635	1.31134505197293	9.99733459039412	7.98935145624417	2.16349800055478	6.93339374673241	3.01289662842313	11.3235826410229	9.96314496700482	9.14891706317018	7.82419037301847	6.10334375455434	1.71051531745642	1.03855275468525
"SAP30"	6.73532769868647	6.6498803870331	7.93191626147608	7.71646491670424	8.79663392076212	8.92349220768397	8.49260791657193	9.60762086964243	8.47444960852017	9.05416728188558	9.35755560600261	7.19324947376756	8.95540318067118	9.40777488815282	8.76931950808805	8.37545000191104	8.35800099524756
"HIST1H2BG"	6.92524392532489	8.56699033691317	7.681422544896	7.47649489581813	6.40561848671599	9.82186149563203	6.84773708294434	8.66787127080105	9.49886239242271	8.84956824626058	7.30019153453541	8.56103283903912	7.13139976771335	6.71018502073078	11.0026941872896	7.86284918295726	6.80167282327814
"PDIA4"	10.2737955368974	10.2731322912515	10.6580286034036	9.97455667678333	10.0301961266022	8.97191954958775	10.2966165256068	10.8739433038339	10.4846370147417	10.6670279438932	10.9305686563713	11.0943226339203	10.5677640544504	10.2194703801844	11.4449356026278	10.4246399255916	9.85983829613817
"C12orf63"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLC35B1"	9.35489377555181	9.6746116913506	10.0150112571729	9.67625287599286	10.009342189464	11.0077290981782	10.5070629119009	9.92469576215847	10.2361961204675	10.4629734862789	10.769919774666	10.2654468062433	9.8800004248219	10.1578596534796	10.4329043841043	10.2369767797605	10.0722486584911
"TARS"	12.0047596420065	11.6144583254162	12.3753106864668	11.4697431457918	11.7936158370783	9.32630686128783	12.1637677761763	11.7576243780839	11.3809234418296	12.1841591710498	11.7480780250886	12.3117012852137	11.8675515197628	11.1277762907899	11.4750332533878	11.9810560735674	11.6192773290593
"UTS2R"	6.70544484656235	5.73108369849077	6.51324000596059	6.80327209278381	6.51129692819233	7.55522008004899	6.5738986312138	6.24099393846089	5.53480233966781	6.84818690021817	7.19326709659543	5.06110733550581	6.80118832750827	5.74919247031935	7.92332140015207	6.679810584033	6.04822719311194
"TMED10"	12.0565402735012	11.2367680828843	12.0567994991073	11.8017402323301	11.5023368694285	11.088361935314	12.1303416363339	11.9174634895346	12.3309646686041	11.8509023519521	11.9315349940188	12.5356129739649	11.8992666792412	11.3404701606492	11.9624327334871	11.5064952166723	11.6530766764745
"NOMO3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MGC29506"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
