"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"MS2010072805"	"MS2010072902"	"MS2010072925"	"MS2010072930"	"MS2010072004"	"MS2010072828"	"MS2010072835"	"MS2010072912"	"MS2010072937"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"MS2010072024"	"MS2010072037"	"MS2010072040"	"MS2010072834"	"MS2010072932"
"CRELD2"	10.7111659995325	10.7819129214916	10.4036284975571	11.1020741026388	10.703202271465	7.31340203382509	10.8136260482784	10.8550225038377	11.3437748414217	11.4458608755249	11.5546325744354	11.2566824585501	10.7477679502246	12.115967577138	11.0189172421837	10.6612944450395	10.8712433327473
"SLC38A5"	6.86369185554506	7.7181100485703	5.95007329317831	6.60169353215037	3.38293859792628	7.25006832964554	7.69143858006431	6.58531397868521	7.51300424589725	6.56855009665017	6.53476783355449	4.87679740234851	8.06166952266501	6.3271429130906	3.7650258060675	6.92239858126422	6.46725546490351
"STT3A"	11.6048540595071	10.8780269625147	11.6716571040505	11.0006831964179	10.8751526615533	12.2709665513431	11.414953190353	10.3454612319604	11.2008326219197	10.8460441265116	10.8755504768007	11.7487301429327	11.084905842667	12.0059843982705	11.4419269856509	11.4038199505977	10.985496398715
"DNAJB9"	9.89155844636967	7.96975690257574	11.0570405297644	9.3522588050167	8.51483877442721	9.40041279529713	10.4335817360298	10.2395893813464	10.4075822285881	9.797450992063	9.8983908103938	10.2715218249227	8.95553992514364	10.3163970241149	9.36527859175432	9.27405192594238	9.73171612963724
"SSR4"	13.0086403057872	12.350608754535	14.2920223106812	12.7215738809409	12.477721570603	10.2984670205143	14.1129885012751	13.6533518382135	13.6648496525131	13.4622975096594	13.5846427918183	13.6585598828843	12.9312678683496	14.576015037797	12.4292418337903	13.1771335827617	13.1647012732158
"C14orf145"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KCNN3"	6.04312578764838	6.02463876664379	4.53806745333425	5.39277692732084	8.1123336632078	6.62461714796883	7.64210834589302	9.36342082228561	5.83632971642763	8.43658036601387	9.34742398451908	8.09076094938117	10.4167535485567	4.98044486842192	9.53015359352361	6.20064262201153	3.69136560241342
"SRD5A3"	6.88065085793948	7.0832480927906	7.64787223081666	6.74729112260451	6.64252831850918	8.02586407652596	6.90049734345247	7.44532777195414	7.76688813138942	7.63943603538922	7.29615788439328	8.19940479775933	7.4406217611261	6.83959954307707	7.77474361535404	7.39300676953852	7.64176156288174
"C21orf136"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FITM2"	6.13016693177183	6.90727962834761	6.33107416519876	6.50321157716307	6.48052233949415	8.68584465577623	6.68803736051113	6.73902285078141	6.58612338040097	6.74583236212366	6.43308540945234	6.4400708782196	6.72924918815692	6.84578359584039	6.87252756213742	6.87908421000116	6.54407140649656
"PTPLAD1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TM9SF1"	8.75425838690252	8.12301073287204	8.78373074661145	8.61642290344376	8.61525555975884	8.7256410007848	8.63717941493444	8.9534928500077	8.96976654837701	8.78153377634193	8.77350432155379	9.00416232697658	8.62926533939495	8.87526397815848	8.55791662420881	8.81317819608378	8.61478409413362
"TTC25"	6.56135361648797	3.13410632026906	6.17381482086193	5.10491695168994	6.43680004336174	7.27047733092184	5.72394010139137	6.60014693771671	6.60379599657999	5.44153436518669	6.66535885324334	5.72271416288869	6.74310488261303	5.65160117302504	5.72588167028192	5.38514498384132	6.60079909530857
"LOC344875"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NOMO2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SPAG4"	6.14326268100722	6.24195730533274	6.81153087520777	5.48800598290157	6.21779262936544	7.88101973745165	8.30637402061178	7.46190180657499	8.52084826752053	7.66069225059151	7.76391042800219	6.84581086853881	6.08478888051509	7.3797175522081	6.83107314608214	6.20642142811228	5.76008105503761
"PGM3"	8.00352942815033	7.33732106328747	8.00863130192581	8.25967060210769	7.46964544297068	8.8696842417095	8.73202694202757	8.03550558407096	8.31878237652202	8.23965094736097	7.81573035025172	7.80417449621667	8.39479974152265	8.00304335412148	7.80680410254049	8.32263185245877	8.45556568902459
"TMED9"	9.86264862856472	10.025775324755	10.5121285490823	9.93854114863289	10.0926714878692	9.07247502968058	10.4211566307277	10.4760148385017	10.926333937558	10.5104120161883	10.7821239150767	10.0823819755012	10.6446537295774	10.4334647718321	10.5096455753419	10.2812737369937	10.357395763866
"LOC100128098"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM46C"	10.6044725317646	8.14008345342025	10.5328821902291	8.9390588675745	8.42762238050575	8.73970274971581	10.5651759638394	9.58418541334662	10.1973382593928	8.8470376358506	10.1980877306596	8.0493250472013	7.54422623164019	8.22952969881655	8.23014243190659	7.00881631787052	9.43701645558671
"FAM92B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SLC30A8"	5.27099588138216	6.12490632047287	5.77703749880924	6.14805089170888	6.34003316656615	7.84719660685109	5.60558324842466	5.11485773146634	5.73930832696921	5.62272461388101	5.01855439860697	3.7903184531239	4.94796539826146	5.87110069370597	5.59185932447706	6.1380347983185	4.66084685531461
"SDF2L1"	9.906568728871	9.56105757414515	10.6642694701202	10.176656439003	9.43298085803279	5.10962328541997	10.1820309841781	10.2961206844313	10.9235138259782	11.2437078345587	11.1066790484751	10.053508243681	10.5722125077458	8.14689114765745	11.2226943588542	10.1466166595339	9.42613351815892
"TXNDC5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"YIPF3"	8.79425999267048	8.25585985077136	8.29819931085562	9.21790557424607	8.59860162228532	9.70788466458384	7.74291317914776	8.55555210340579	8.56900202992396	8.44562807930105	9.1233685796643	7.98811006913302	9.18724260577488	8.38943890123593	9.78128042508965	8.97305850784984	9.36560184678741
"EIF2AK2"	8.3421774930889	8.20416837173197	6.92978610382936	7.90622640861216	7.48032661618491	8.67399475242615	8.69778225013217	7.55444326726549	8.0564881431488	7.37972415706715	7.20406747376524	7.98671185869611	7.66802964315645	7.40936873910434	7.19331778920529	7.77740491931039	7.506667896447
"P4HB"	10.0441441308936	10.4447103614509	10.635484560211	10.5301017744433	10.2503678435911	9.82920106990436	10.5250564412379	10.7914181639584	10.5349022607308	11.1658857895624	10.7461119938971	10.5550204288321	10.7400991100464	10.2717150106047	10.4307498874586	10.0369681627597	10.3099948080004
"OR4C6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LMAN2L"	9.50373561789594	8.09315964798603	9.42403878546802	9.16098099415116	8.52349103808755	8.17873132666792	8.66672440791096	8.83443245219005	8.95393418289873	8.96409021353104	8.32431834577072	9.16402241873728	9.1529843248051	8.36871733567911	8.0115168164328	7.92919820131756	8.67802657458742
"GOLGA5"	11.4439695399869	10.8844165133846	11.1664934637583	11.1032355710762	10.5100130848151	9.8077756107701	10.9841184968663	10.7868500060122	11.1158482632198	10.7214937381826	10.3855331189058	11.319276247806	10.6385603636445	10.4730613233734	10.4820337808571	10.5289040037783	10.7571674517002
"ARID3A"	8.86256732623803	9.80089406893127	7.9576521948312	7.45531824069117	9.62855682632154	8.80214497234757	8.80022577568392	9.96798905734096	7.29463776647325	8.57556567911655	8.18524223608406	7.89235198531161	8.66226813614632	7.01599694522939	6.88179994771542	6.73236303320517	7.39142497732012
"SELS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ITFG1"	9.70727134549204	8.74140784420788	9.97734220178836	9.64946106469439	9.06370369338586	9.38005655019891	9.66317845539573	10.0786110356491	9.44302159960485	8.44478638085183	9.11304318352525	10.1593333544181	8.95301975796293	9.96770208434228	8.99550301206188	8.70920725972139	9.6271562541984
"ACPP"	5.28594766562347	7.4935822641504	6.21904778293455	1.74671889577823	6.89436990929196	8.23132307940494	5.52104237422789	6.67789576323166	7.13859942201652	8.26452663083009	7.89827160221661	7.20081080975367	7.42822004719058	6.12456815668256	3.60787499949513	7.86828803777443	6.20714841467164
"ANKRD5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SPP1"	8.58642384146795	9.41196506449078	8.79023356561542	10.4798603193034	11.9701929519607	8.77705314806352	10.7680816155673	11.7821330563976	8.73778379114028	12.2123798772829	12.5501487045489	12.1822806728491	14.5581321054683	10.13286969435	11.4063411795676	10.8205652416003	12.232894073279
"CRYBA4"	2.85843700229721	3.59528112393347	7.58335165465071	2.18547203826024	3.51068744957758	7.20846574162889	3.18944734079412	3.85254677430973	3.28715817949287	2.197642245311	7.95524919104313	2.80759407741768	2.58783550124683	2.62551211595216	3.20319331420552	3.57178494435586	3.30319667210523
"SSX1"	4.17859631402127	2.89261281723767	1.70238832348314	2.03160788660391	5.18586762109245	4.41942321688566	2.02757867158187	5.24364453830955	5.37846580016143	2.53426371711921	4.18233076472729	2.42557282631843	5.68823681118668	0.434267079715159	3.87738083489976	5.04044641892588	0.185207439684871
"IMPAD1"	8.67763049479893	8.34366210602425	8.09412784489051	8.28486617920316	8.23162939835263	9.0745506248966	8.7323369066388	8.60311231974902	8.32267955736351	8.65791473063859	8.53158157745113	9.37606629934988	8.6317831275158	8.73793578634403	8.67419684869546	8.29156138528617	7.78254078234702
"STK31"	2.90005165494228	2.13545195886608	6.10394047607122	6.0657128519023	6.60049184673585	8.13711764876681	5.32255217499077	6.39163070957843	2.22674322231049	4.06681067820094	5.00942951074044	4.88913595809053	5.85761258235974	5.20729183936726	1.87582945702558	5.9241361077919	5.39302518858936
"NEU1"	8.55792905712645	8.9207324463971	8.80739842348804	8.9691427794983	9.12925766591328	8.32624400437235	9.48460375585318	9.35932379220331	9.03720490922249	8.99668999129769	9.61821088699172	9.60342901479958	8.97452942166571	9.30567150792219	9.05728497285896	9.27144302485007	9.52055882303596
"FZD3"	8.18959538482267	8.41727853823918	7.39545353031384	7.19996776711448	8.30339352412067	8.15394675861496	8.31166433746324	7.94553206108142	7.2595712925049	7.10003992109674	7.42951971635363	6.94035095704313	8.23243997380761	7.25715253950339	6.14156853040646	5.51712888845164	7.13151763984959
"GUSB"	11.2713259158596	11.8859033873839	10.8998721819804	10.9817714128065	11.4970917598571	8.97766572358666	10.6587548936304	11.3421477373442	11.1742722380863	10.4009503078792	10.9030085662399	11.6664822775035	11.399633779634	11.13647271639	11.7324142988478	11.0755171778159	11.0622227583968
"NUP205"	10.0367280983031	10.2440433700763	9.79354863903014	10.3330948950357	10.548777424497	10.2509882307488	9.75199158137052	9.28030090643469	10.7834639323171	10.1147340199347	9.83884873243966	10.2095853968395	10.4745077959359	9.07207900342386	10.8180891047171	10.2044942193635	10.3558859803825
"AMACR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GPRC5D"	3.50348858899355	6.50388125824605	3.39498583741537	3.29616639842081	5.45200240255168	6.33088857345091	4.86287323315101	3.94065880566045	4.00733301167773	5.97760494862504	4.40333912848414	5.94002485683433	6.37057137425212	6.76769602076911	6.50749795666919	6.32975865671456	4.33558866661676
"HIST3H2BB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSAG1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100289567"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC220115"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANKRD45"	4.40030396375308	2.57532614681177	3.15506866387862	0.89175054254485	2.79784773760381	6.25221002289218	1.08335451632624	3.53048382003441	1.66584513957855	2.27909147376629	5.24045430490864	6.00759555490679	1.19529831304088	5.51708699433622	7.85808987202587	4.75699134056844	5.1431433267431
"HERPUD1"	13.3051237908297	12.7546450232648	12.2039052929924	12.8943783563156	13.1515379131771	9.11437921907301	13.2921405788229	13.3008790303574	13.3843944917936	12.7829352459578	13.3273434752221	13.1350339048276	12.8199224738948	14.000502881476	13.3927363883747	12.2143862782636	12.587032744082
"LOC100288336"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MANEA"	7.66191010613905	7.4748254327604	7.56979095751872	7.49939353256203	7.14892373411543	8.71369517039062	8.77952738051862	7.91636254484808	8.3376009431856	7.0474025169731	7.05976667369779	7.05282226281245	7.14550193855712	7.66710528479988	7.49847821627795	7.82265436111844	6.75029936695965
"ACOXL"	5.20685361645489	6.62135807060983	5.16893928900242	5.63357608153142	6.30111780034932	8.30787503791843	5.93549329356053	5.56646805841963	7.27021955760084	5.59374430616408	3.20758125994226	4.5208359105732	3.12951059692183	8.87776865332572	5.23277324354964	5.45094615087652	4.99042731428403
"CD320"	8.12550465471113	7.83800819464687	8.30143951288007	7.93847993887844	7.68071804099486	8.56583276493148	8.43735435344871	7.490096582026	7.48599430870134	7.54951195506424	8.46491154808481	7.22165219152626	7.92895123203745	7.38499323422488	8.26577442872412	6.77114835937968	7.48649834829971
"CNDP1"	3.23026813919682	3.96106307373713	3.47107241079318	2.20760322396591	2.2547235441622	4.71390434870912	1.24378852958104	6.67641776547721	4.410543099421	1.76050563692022	2.56842091031653	3.17975233641898	2.67586361450836	2.30336445607655	3.70862230896728	4.67451670988495	3.39379901662883
"EIF4EBP1"	8.27270901154791	9.28934781466016	8.61748449775804	8.83658807200894	9.26711061367594	10.1137422870633	9.47984605369738	9.54527173058076	9.15672652135861	10.1067662342177	10.3753645596726	8.73009269281768	9.55260562500524	9.86651959119481	9.23033263601486	11.2234681890114	10.0791290513094
"LMAN1"	7.38092383227026	7.15484542227967	8.58507320056032	8.00938415998974	7.7460832870981	9.02729379059396	8.05246148975392	8.29669622152569	8.88445774709897	7.96185153650645	8.10029896647814	6.86226695545288	8.32198281245734	7.56785485532773	8.41501789271876	8.4221476552788	8.3066881808976
"ERAP1"	9.94759503868973	9.13583165571559	9.68174686820447	9.10571144903459	8.42513592231702	8.95496636652058	9.07432694099667	8.33412657094766	9.44004641227145	8.39496859903639	8.02607160682227	10.0782918774512	8.64786088444372	8.92896593538747	8.10658505564738	9.02558310337151	9.02810844922526
"TIGD4"	2.31116384917149	4.15455048185899	5.64473018016178	4.43088274472059	4.98373029115425	7.88205328243996	4.55564564202951	5.78482402755796	5.20237050744614	4.7253705665908	5.27719291634654	4.66660208542318	5.53916033590477	3.83940112809061	5.13736198089685	4.04933015304155	5.03704417075133
"PIGO"	6.08394335336195	4.42688011159299	7.35291586522027	7.43853876861514	6.87465845889247	8.27364653526592	6.88380161760152	6.96813592105653	6.3965126993095	6.60825818778644	6.94806685618387	6.18563856586883	7.14075931733883	7.26484824822487	7.35405826242026	6.65804572489443	7.50649261126475
"CD46"	9.34417934286437	9.18887535502008	9.61490710201996	9.69787808290508	9.42794267315751	9.88889316763455	9.52829762392533	9.8825519580788	9.92282460001643	8.99051812488344	9.30156233618362	9.19626825109322	9.25883559749439	9.05930898437641	9.34512730765268	9.16897725936538	9.47978167425518
"SSR1"	11.0585619397009	9.99683749293494	10.7176881252432	10.5778826651112	10.2663108867268	9.84695357595027	11.0489735390005	10.5808905062708	10.7434201725365	10.5309828227193	10.3389432338823	10.6214784627787	10.3085099474179	10.6848562758366	10.3593085896309	10.177899063812	10.3312216920761
"CHPF"	5.29175492455116	3.64334214651853	3.72121960465401	6.62902635036106	3.82936285711497	7.53640361794017	6.42587962975632	4.00859737012209	3.84519010499662	4.55149837458458	4.6415445602898	4.33410219704231	5.12041866721423	3.10737005469389	3.90112586172202	5.54850857975632	4.69210972500931
"LOC100132144"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC645939"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"WDR72"	4.14364393205585	5.51997073600264	4.28993675146562	3.42277644025256	5.47015611763443	8.00651850712287	2.25178870991985	2.75367452426851	5.15937146852143	1.69909273889032	5.29121973928011	6.19588591392341	2.62812023701004	3.64647975657278	3.3544959028004	3.27661322681487	3.95841175757123
"FAM82A2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALG1L"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"FAM116B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DNAJB11"	11.2652969192268	10.6380714331311	12.3245693548525	10.7142384294057	11.4136568350554	8.03340583682311	12.1392880782556	11.0165455341028	11.9193874772045	12.4476997126722	11.7201041464726	11.7894573795281	12.0893979200484	12.1001076971625	11.8879483702172	11.8853801241519	11.6247228977678
"SLC5A6"	8.32265439567269	9.01623682809963	7.37901028929506	8.03645765033101	8.10351939393288	9.84480975746094	8.31512876105749	8.54521834540207	7.58837760890861	8.08762502922142	7.97111689487393	8.52306126566596	7.45790777007714	7.24990931088379	7.7097098431821	7.63351272846366	8.10066467982158
"LOC643224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100287372"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CCDC34"	7.37931487402803	7.84438872212269	8.12449609854289	7.86487560044155	8.50855612121352	8.64527496518079	7.08041008389688	7.25018080906817	8.22601881907571	8.41746529081464	8.99685040722295	7.44304404053824	7.06432654847762	7.85001541412707	8.03862704373385	8.70703593158049	8.25253684236853
"APOBEC3B"	8.65412405458691	9.66474935140265	9.4270241101598	8.78181526608742	13.5082858624595	12.9070187543293	9.79093574047156	8.66963486552912	10.7329840026768	12.6476496811699	10.864753984103	11.2237830896195	9.0402182372865	13.2440459616841	11.487159953542	10.7626329976539	8.80742318919422
"CLPTM1L"	11.6626078408398	11.8512838261106	11.7057783750631	11.2873815384999	10.9930037797595	8.95280416181861	11.4726625858187	11.6336195688369	11.1993806501572	11.5358171715797	11.9399954141208	11.8860024601367	11.0917211092158	11.2212321098456	12.6509517497912	11.6298506034711	11.1232460908683
"ANKFN1"	3.62380699264252	4.03864772579037	2.83568943621872	2.16133318051427	3.10385602947382	7.92239464673388	2.73327247425365	3.01178256812219	3.04999497285264	2.87369826097645	3.43520909842938	2.19380888447043	2.52812758512128	3.09956382090464	3.26579521898259	2.95814830363168	3.02123423275606
"CALCB"	5.38544416031139	6.34283562857404	5.15065184779157	3.90606520993457	4.47143807151389	7.50649281814227	4.66838948473994	1.82949824232526	5.13924576474453	5.0457575880779	3.03118470363782	3.45549275473265	6.86688356433326	6.15602527804887	2.01736885128053	4.68504013978784	3.69767998136862
"RPUSD4"	9.6851330522153	9.95076996309347	9.47182614693595	10.5517692865162	9.95795195179988	10.0177756016185	9.9094594940276	9.41897861462778	9.78629781640455	10.5626946893859	10.2479691125216	10.2655326491298	10.1296490737902	10.5377384304536	9.76228060592596	10.468707142808	9.93525838898379
"ZDBF2"	7.97586698784321	7.79763927305703	7.80816871996233	8.84132551556115	7.62736894298536	8.45431487617313	7.57301448858188	7.70444217599142	8.13599149518208	11.0547434423102	8.8091949052435	7.88744950578113	6.61023882586487	7.83694509855214	8.60669096155908	6.96010158978832	7.84817800417754
"LOC284100"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100009676"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TMEM68"	8.45455152259633	8.16277846672522	8.4299978177718	8.12631641923773	7.94658586755093	9.72433169021808	8.69242244662026	8.22175973090315	7.86325636304198	8.86203855226553	8.37125051513519	8.54385883970274	7.90798377589888	8.70139323679107	8.04021867610511	8.5686799532283	7.76474612237408
"LRRC50"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCAN"	4.27260097688904	6.41151784236029	5.17850177024978	5.53295785747655	6.63526482384346	8.14401113844392	4.81201726614748	4.05086620131493	3.99745000286216	5.61130961093979	3.85144587119376	5.71421493745447	3.7621349506003	5.6443769418445	5.53218594574077	5.92598659056939	6.26076205578746
"LOC100129436"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADAM22"	5.54256371429715	5.70784615162479	4.91309739366967	5.50877686422657	5.49535351218282	7.5163184127123	5.05643129132779	3.62700695700297	3.92854962335202	4.25088026976721	2.75270253121498	4.52429441121853	3.18311174115922	5.59101281496552	3.43945212006111	4.19900119941569	5.37567381121186
"BSG"	8.82248419578923	8.51469686737428	8.60478882098387	8.53935035723614	8.69540164049902	11.13983222091	9.13585884999176	8.77676557402932	9.55305547219514	9.47861445388143	9.56682497648097	8.71672061741468	9.8650226296849	9.79269277328681	10.4583502753455	9.62307017037608	8.77365212989978
"RTBDN"	4.87363836281166	2.75409166739675	2.25742718970793	3.15105005604954	3.49235413402395	9.16989026986654	2.30774946942993	2.93925802903092	2.56434349513051	2.2533777923631	4.12577348685792	3.09557367627698	7.01700659319168	5.88063785128807	3.2994409862554	4.03951506457914	3.47000343850174
"AQP3"	9.10408709949553	8.8631002824869	8.24925826586606	8.45296047336407	7.05901907371848	9.52845871399478	8.67046719134096	7.28621259948619	11.6698826874694	8.2575988797685	10.0134627325801	7.6405682840317	9.10511369534751	7.73438815901513	8.88776421754004	8.37274717068405	7.68698492598966
"IGSF11"	2.76012035599378	6.02477336564626	2.00449438147185	5.75672460487363	5.61371885283875	8.44249851501441	4.90289718399345	9.89360022185364	5.03894752401648	6.94692328745398	3.01848261134698	5.28089737746015	10.8934859571961	1.90723427491416	2.78719653483614	5.5930749763087	6.06507470286353
"CALR"	8.63745030208986	9.4905259560116	8.63904644346332	8.49958838874248	8.67287148509526	8.49852925188545	8.91169309169286	9.22016060594859	8.75492796737488	8.88078245168293	9.07556029710736	8.56897454315166	9.33601978522287	8.77645244246049	9.78674741324543	9.17723074167278	8.93299003400048
"ARSK"	7.59519841354343	8.46539329512463	7.94724418456212	7.97663317897259	8.39615546395697	8.88514868508466	8.41455568068613	8.53983677019985	8.44219088005599	8.08481833756087	7.8189996894512	7.31798530588812	8.13171641922182	7.74650031218392	8.79007946004445	8.55434778756002	8.35531274652508
"CRYBB1"	2.20574594755256	2.89889263616823	3.04633921345121	2.63341059351438	2.67445122983355	7.86444487980505	2.05087593190513	6.0893964063874	2.4531881920873	2.29471308676933	6.29339099183181	3.40917604745072	2.47535819461804	2.77670682709064	2.62879739062232	2.4937338182246	2.73115502867609
"SOHLH2"	3.20294083422393	6.49371272790193	1.92039267583819	4.11668854508598	2.38515425389365	8.03446246854035	4.7754998115255	5.69269977588262	1.89833276095544	4.22183304323292	2.97881718524544	2.95204035618434	1.33661167646706	5.68075974304062	4.14455746714846	4.64048773315619	6.31419723460345
"HRASLS2"	6.49603285375433	7.61602676603721	6.24103867139706	3.46936649313522	6.4047682293948	9.08163927437039	6.406825216395	3.69212437251983	6.19099270510736	5.83460581068757	5.59415739284552	3.7905612638739	4.00464917211612	5.10965844620597	7.32316704805279	6.80514773973273	6.83272750388545
"CXXC4"	4.59475117230585	6.31454887913914	2.75298896541842	6.06409613628129	3.6393346087415	7.5197407451144	5.39422060491404	4.807271933725	5.50605362793051	6.40576540833711	7.77827736902055	6.89035193411346	6.86925777316992	3.39542746161055	4.04798664989732	4.68875784741806	3.14260894327
"B3GNT1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SSX10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC100288793"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C12orf24"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LOC643634"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C9orf68"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GRM4"	5.15430213602877	5.03257268092272	5.85693093752636	5.75408734452734	3.89708578403578	5.85675887533181	5.17917019608639	3.6691042666308	6.63448852402473	7.0891336090554	6.41876791220747	5.77003147709198	4.99923311144554	3.13986836207649	4.6854256066007	6.04853914510163	6.74410304050776
"TSHR"	5.1027770295685	3.63892510779935	5.56727716598005	7.13268008530935	4.9525603395063	6.81658610829174	5.61769989140651	5.6548340555664	5.45231547407367	2.46270048367678	2.43235880700536	2.32569102085528	2.1546753407854	4.73415605248694	4.25844727242888	3.45285476800903	3.22387498588952
"LOC100129278"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TMC3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IQCH"	4.35322798509651	3.68882067682266	4.8365178427127	3.06790445294116	4.59035382493151	7.19775890633772	4.13616753270134	3.8037290686588	5.00187670792451	4.96314112403486	4.52367139427037	5.15080992259723	2.27397970881679	2.67543297228	4.7081930660823	4.98637942500914	4.98736166124713
"ERGIC3"	10.1814476894091	10.5288450649171	11.2548894073395	11.5956107552927	11.1944305323778	9.15738913450678	11.4739170251242	11.3616913350354	11.5250283443307	12.1630800610391	12.2947919253268	10.6228701847011	11.6069579817327	11.3407188286656	10.7095598207683	11.8619838555882	11.6348571676116
"LOC100289547"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NUDT9"	9.61687201378016	10.1000870619328	9.86051477754874	9.84989865511631	9.99587137173287	10.3068493163281	9.69996155527273	10.165915067245	9.8146484758836	9.27120485529604	9.850007073308	9.79486940469554	9.95456583411912	9.71992555053287	9.50512786626306	10.1036117075376	10.274780253541
"ARF1"	9.05444641886498	9.1406427416695	9.30665011630935	10.4919778577616	10.004111615629	8.91903927083597	10.1125387810847	10.5389203329075	10.8087498290316	11.1694589589501	10.8015122066306	9.61966195951032	10.4580263400219	10.3408686823992	11.4240890245729	10.2968343584558	10.6355816289967
"SLC5A12"	4.74938319140762	5.4896632456284	4.70750464583135	2.06570224046264	5.48926142655983	7.68981634844945	2.20007910423644	6.01016179977504	2.25332579025387	3.67228688181529	1.95516796333635	4.42199170105702	2.83994956809916	4.2326498634272	2.94339562322436	5.28564444878764	5.38512297242171
"ARL5B"	9.13532726624154	8.64515188046103	8.84770121022769	8.71946353048178	8.67154343183181	9.83212798998955	8.94936116726991	9.05593665242884	9.1640063416128	8.97002967232924	8.43366169275582	8.71843843662229	8.38386608306605	10.1002463036211	9.32100404214372	8.43755668324483	8.3887882639122
"ALMS1P"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"XBP1"	12.1859117502001	10.0517430304862	11.6852005585395	10.677712951756	10.2603328149184	11.6945328906839	13.145848737063	11.9280460138828	13.0734937790005	12.7343797104566	13.0576875732809	11.2309859801988	10.7693081792191	11.5379363420633	12.2601294367642	10.180903394819	10.7711959733235
"MANEAL"	7.04950187753816	8.1084051876998	7.72687501503321	7.73784128863136	8.29949127073072	8.07587221159434	7.71349105370857	8.02710083376243	7.68986953700025	8.13630009720054	7.51752151224598	8.064829049921	7.72129528464633	7.32105671843332	7.06330178080223	8.07961972110179	6.83948680578007
"GUCA1A"	5.43963234933965	3.64414536080736	5.77572195243738	4.62662289334028	5.07700934244794	8.21281583622641	4.99892843996036	5.05025017676092	5.16373786368406	8.55518842811656	6.98736686780399	7.28472435684171	6.25472691730308	5.61890677649891	6.01283068655686	5.16481915026198	4.86233650129874
"PPT2"	6.90145606604407	5.40544710020986	7.19999598191924	7.01806210707225	6.34545250741706	7.48657939085639	7.44401243932378	6.70835139745551	6.76823405236745	7.22101174692966	7.29443866962923	6.38044733745983	7.84462301769286	5.76430350496291	7.57899974202968	6.22607538053325	6.1091747280118
"PYGB"	7.74542035865476	6.67968552329712	6.79237091249215	3.99269020407511	7.502861400106	8.72476248062536	5.88615554761455	4.52597005519325	5.72646056484848	7.08034463109959	6.19182491246438	6.83199576221843	5.96389657707773	3.19735449026772	5.83112661122807	3.09127589102132	6.60788515754099
