"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"State"	"MaxFC"
"GPRIN3"	"GPRIN3"	-0.005645930243439	0.271948867263227	0.0174926887727854	0.0264994750959893	-0.156021109807432	-0.0412295731593144	-0.096176391047115	0.0754091548940055	-0.0394942999230475	"IS02"	0.271948867263227
"VCY1B"	"VCY1B"	-0.000100683757620764	-0.0763704700779231	2.27253670297253	-0.0703605798379208	-0.0368720010914431	-0.0903538186090113	-0.0148436256314015	-0.0921973427050097	-0.0910983001200618	"IS03"	2.27253670297253
"VCY"	"VCY"	0.00241070572028598	-0.075995249165699	2.24825078284822	-0.0688254192059422	-0.0341924722747975	-0.0891660390728653	-0.0212864481135373	-0.0948072305216249	-0.0924851071739896	"IS03"	2.24825078284822
"KLF18"	"KLF18"	0.0117790787187094	0.00678805984901281	1.98327801441029	-0.103879270935511	-0.0772050130349825	-0.104833921213237	-0.0423825880679044	-0.066626718686436	0.19502641443136	"IS03"	1.98327801441029
"OR8J3"	"OR8J3"	-0.0448739414426404	-0.0646007608975218	1.9479593915997	-0.042750529694272	-0.0526348353950929	-0.0411847113198697	-0.0620336655793693	-0.0642581311653553	-0.0441575024087959	"IS03"	1.9479593915997
"NOX3"	"NOX3"	-0.0655495563889174	-0.0267843954479142	1.80838107927251	-0.0253868814333784	-0.0253475075222352	-0.123726941391779	-0.0970074153103862	-0.0567425927507469	0.253242732603052	"IS03"	1.80838107927251
"INS"	"INS"	-0.0337124225037777	-0.0245329017060229	1.6740199828357	-0.0562008059412053	-0.0366498937835325	-0.0636894779697482	0.114874388435598	-0.083417386883107	0.013303740276903	"IS03"	1.6740199828357
"OR10T2"	"OR10T2"	0.0160664920204126	-0.032842428580076	1.66643161521694	-0.0665138701662856	-0.0509901048141117	-0.0529146588902508	-0.0578378762621737	-0.0627247579113075	-0.0544678860414903	"IS03"	1.66643161521694
"NPBWR2"	"NPBWR2"	0.0442419577361249	0.0240648857797249	1.42310469850485	-0.0833341360040531	-0.00523417096111548	-0.140199017426134	-0.0046488470743107	-0.0944974097537618	0.211220127004347	"IS03"	1.42310469850485
"NMS"	"NMS"	0.155192187028239	-0.0612494048655084	1.16327261793119	-0.090083702350043	-0.0610566943584456	-0.101579462097542	0.000323614772779199	-0.0236013202368801	0.070079927810396	"IS03"	1.16327261793119
"GCG"	"GCG"	0.0202483281493552	-0.0694988803414785	1.1273764221876	-0.0111136635286255	-0.0481251765086245	-0.0650634763334954	-0.00464594007630346	-0.0179019082763013	0.103549348460511	"IS03"	1.1273764221876
"PAX4"	"PAX4"	0.0795407255301882	0.110007836014056	1.10267206084526	-0.066509803689398	-0.112542087903349	-0.143017943713665	0.0484256083047548	-0.103618579534483	0.883185865801302	"IS03"	1.10267206084526
"OR6S1"	"OR6S1"	0.147584443519024	-0.0582371107454866	1.04384779005619	-0.0615150208467454	-0.0339680682033548	-0.0691268138830289	-0.0592996481727028	-0.0613471991751702	-0.0170584996673525	"IS03"	1.04384779005619
"UTF1"	"UTF1"	0.102638301758835	-0.0495642758071413	0.908051667411417	0.0226399676042529	-0.100877475056092	-0.0523703933011398	0.123478766502741	-0.0139246970537436	-0.0517714818663218	"IS03"	0.908051667411417
"OR5AK2"	"OR5AK2"	0.00135421209882023	0.0318768295361108	0.888473184512724	0.230208783341194	-0.0761901630010027	-0.0776556306984323	-0.0268803311954682	-0.0787290404726698	-0.0890219346243693	"IS03"	0.888473184512724
"OR10H3"	"OR10H3"	-0.0211039644100197	-0.0247432293767124	0.833102374292433	-0.0306614465980267	-0.00919973791665033	-0.028459604551942	-0.0261757730732393	-0.0334391046727191	0.0181419127168332	"IS03"	0.833102374292433
"PPP1R17"	"PPP1R17"	0.131571886282512	-0.0663453832258936	0.684762461332377	0.662265682541597	-0.190957387675737	-0.20876977057988	0.00677190039512566	-0.131467615881601	0.560746582210697	"IS03"	0.684762461332377
"IQCJ"	"IQCJ"	-0.0313046148790805	0.105038875797323	0.648004296124977	-0.0183201262618913	-0.0677216952209158	-0.0319063740443439	0.00932014603993488	-0.0482562166893084	0.245733190136128	"IS03"	0.648004296124977
"PPIAL4F"	"PPIAL4F"	0.147268563325806	-0.0193743083983887	0.539473148613834	-0.0525028554716626	-0.0595035908055195	-0.0169408456720469	0.147060933670179	-0.0536128245719555	-0.0996376841852975	"IS03"	0.539473148613834
"C7orf72"	"C7orf72"	0.197915253651442	-0.0511927903128104	0.525392948112059	-0.0735545879907465	-0.0501591345736902	-0.071670661540035	-0.0310855844239308	-0.0699076498605238	0.450104173412127	"IS03"	0.525392948112059
"OR4C46"	"OR4C46"	-0.0153279413605342	-0.010855158939741	0.517773333935681	-0.0155262574292475	-0.0137899733109031	-0.013193177295775	-0.0111804067486664	-0.0156690178120511	-0.00992466333368237	"IS03"	0.517773333935681
"GSX2"	"GSX2"	0.268295060138656	0.0441233421907552	0.473286986587033	-0.0506338488747322	-0.098370386255847	-0.101324717461689	0.0520435941422571	-0.098050138938933	0.410311750728103	"IS03"	0.473286986587033
"H3F3C"	"H3F3C"	0.348317615276006	0.0968353591192982	0.355171880990595	-0.0433156995073475	-0.154617501589203	-0.137287559360356	0.114578580008169	-0.00526573288780137	-0.0702538813178428	"IS03"	0.355171880990595
"OR2T2"	"OR2T2"	-0.00101955149833424	-0.00240845330803342	0.0713916701933166	-0.00191696845892722	-0.00267427425586543	-0.00155205120169833	-0.00202444894222372	-0.00177412851932041	-0.00067039330305543	"IS03"	0.0713916701933166
"MYOCD"	"MYOCD"	0.072313163575701	-0.101285133019725	-0.0376122004332646	1.80293958787608	-0.429722409798644	-0.201342891613224	-0.145669868499718	-0.148400344354926	-0.0575072467524356	"IS04"	1.80293958787608
"PPP1R12B"	"PPP1R12B"	0.000351116965535008	0.0578983237861695	-0.146720411571181	1.5621683114408	-0.335159850457529	-0.280930912771817	-0.166674930301766	-0.105119940024504	-0.00719901335623108	"IS04"	1.5621683114408
"NR4A3"	"NR4A3"	0.192593194247801	-0.0482452865317085	-0.200991505354218	1.3426568882375	-0.369648773445008	-0.20671718453013	-0.133522527321192	-0.096131000140881	0.0903317087377965	"IS04"	1.3426568882375
"VIP"	"VIP"	0.0802478780122265	-0.0452130274945209	0.0711040023660074	1.33656116815214	-0.242396758983683	-0.308155714525356	0.0494998566910408	-0.168481831046956	0.235836922147175	"IS04"	1.33656116815214
"FAM180B"	"FAM180B"	0.105061239682704	0.0729762412912836	-0.0306397411612608	1.27843058814281	-0.246335884162963	-0.350301122086674	-0.0198033887425683	-0.124384509239528	0.00540663676518017	"IS04"	1.27843058814281
"GPR182"	"GPR182"	0.515191565741119	0.0512124952529376	-0.0150978344044635	1.25161737215253	-0.478760003274874	-0.361638087417987	-0.148375995481406	-0.079788929725883	0.166135927974673	"IS04"	1.25161737215253
"PDE2A"	"PDE2A"	-0.158504533382187	-0.0861692145587726	-0.00524174331233295	1.23768414355264	-0.121860577284652	-0.184282709678029	-0.0974103321453996	-0.136928204562552	0.0267794890299065	"IS04"	1.23768414355264
"ACKR1"	"ACKR1"	0.427828035190936	-0.068983685955639	-0.0630838070313736	1.10323408183187	-0.614466312206825	-0.120833143524708	-0.101116352489824	0.124108788028131	-0.201917559156116	"IS04"	1.10323408183187
"STAB2"	"STAB2"	0.344969918279687	0.346496740153401	0.071550784064326	1.01729471369186	-0.361567822614528	-0.432138314472214	-0.12114743617981	-0.119357202635501	0.152401855804475	"IS04"	1.01729471369186
"GPM6A"	"GPM6A"	-0.0568030092749871	-0.112364978340668	-0.0834077987665711	0.976217378235789	-0.0873763234029251	-0.172125763644926	-0.0580317195643895	-0.154325083803076	0.364563106394744	"IS04"	0.976217378235789
"SCN11A"	"SCN11A"	0.244417236428354	0.286008059900006	0.194283729215502	0.940496701642366	-0.299243729061568	-0.471962509241388	0.0307373583704408	-0.123777424505414	0.623643830741945	"IS04"	0.940496701642366
"CNR1"	"CNR1"	0.491036168371035	0.113103611155971	0.206884177902481	0.914860221050444	-0.480181819688863	-0.338028695182161	-0.117556950121071	-0.0673205030999362	0.725622690912676	"IS04"	0.914860221050444
"NIPSNAP3B"	"NIPSNAP3B"	0.0323078632291633	0.19006801980919	0.0086610238396687	0.893823545904449	-0.184763879376091	-0.383883605571648	0.00677797690695899	-0.0934470154615909	0.614362750137283	"IS04"	0.893823545904449
"ABCD2"	"ABCD2"	0.430263434657645	0.0697916980072851	-0.0373246665364333	0.857543835709014	-0.946300721049127	-0.155598566670104	-0.308184344475559	0.598706700332234	0.0729332828151952	"IS04"	0.857543835709014
"SLC24A4"	"SLC24A4"	0.487861102557899	0.0599194872376833	0.295636866625549	0.825840944545643	-0.385914819598784	-0.370528340469036	-0.0720479769731039	-0.042319068313482	0.379615081179002	"IS04"	0.825840944545643
"KCNS2"	"KCNS2"	0.299943502848342	0.0798235685810197	-0.225935364334751	0.817039594574077	-0.442282839977734	-0.223979960118962	-0.139133302959377	0.110636448222699	0.25392125773076	"IS04"	0.817039594574077
"GOLGA8R"	"GOLGA8R"	0.211385599266028	0.773069035777558	0.0189400991978074	0.810942258348551	-0.298235841017824	-0.613631380832793	-0.139505546064626	-0.0764767584373078	0.121442792892995	"IS04"	0.810942258348551
"CLEC4G"	"CLEC4G"	0.234020330577311	-0.12908264991855	0.170563608847953	0.807689982815506	-0.448890365177277	-0.119448955496846	0.027181434409926	0.16286005053649	-0.0625969272599868	"IS04"	0.807689982815506
"CLEC4M"	"CLEC4M"	0.207816705344838	0.301840369790397	0.222367616655295	0.781212692331631	-0.259854734839946	-0.421494999518729	-0.115061302742104	-0.0258978424019907	0.072272825430981	"IS04"	0.781212692331631
"TEKT3"	"TEKT3"	0.223784744778659	0.222843578230256	0.0804804751027831	0.779527556634428	-0.271947477347369	-0.277694774576041	0.30741605235125	-0.154206495362915	0.0961149623927148	"IS04"	0.779527556634428
"CHRDL2"	"CHRDL2"	0.236898611029471	-0.179331101758687	0.0810707526532917	0.778883630917781	-0.354077317560044	-0.065361256088656	0.191059114585199	0.0273789412700323	-0.0785994525136642	"IS04"	0.778883630917781
"CMTM2"	"CMTM2"	-0.0461906451242218	0.0741345640044805	-0.100701372942995	0.73252845335092	-0.276943937262911	-0.155659347330197	0.251720823465404	0.0774941422531124	0.0305275488352363	"IS04"	0.73252845335092
"MUSK"	"MUSK"	0.639526840889835	0.10139671329952	0.167487363233363	0.722226108227345	-0.40250362324245	-0.339986485411317	-0.0357435300987837	-0.0583070437218457	0.0108446225853525	"IS04"	0.722226108227345
"HPGDS"	"HPGDS"	0.0264519242498481	-0.0828116544057621	-0.0943371543067183	0.712011799345241	-0.240463559298199	-0.0714067555430931	-0.116302297380163	0.0788253056992701	-0.0831984967645901	"IS04"	0.712011799345241
"ZNF781"	"ZNF781"	0.144688990352615	0.200640094054301	0.171693576447346	0.694018908237788	-0.278085169439377	-0.309654423951727	0.686380536052415	-0.0975385666316616	0.261158108219358	"IS04"	0.694018908237788
"CD5L"	"CD5L"	0.302243347932725	0.0199444665911891	0.202165621166218	0.659027698199317	-0.359858181561413	-0.258741026529414	0.0649368945343663	0.0973211393569832	0.0424083885022344	"IS04"	0.659027698199317
"DEFA1"	"DEFA1"	-0.00756374188009045	-0.148202036074351	-0.00221791317074563	0.60716019532219	-0.165184293534325	0.0131059203458405	0.186830746499141	-0.0407053421138961	-0.0533491510258029	"IS04"	0.60716019532219
"MRGPRD"	"MRGPRD"	0.0776544720579558	0.304016402492494	0.459436272992072	0.509236746111582	-0.201935744261032	-0.250715628188549	0.0570709272960669	-0.152962072795718	0.477236161185631	"IS04"	0.509236746111582
"MAP3K7CL"	"MAP3K7CL"	0.139157715047466	0.102613460793907	0.080825253406475	0.48726261177531	-0.27713494756294	-0.219782197364209	-0.0272477970449372	0.132576574734944	0.0602379243810632	"IS04"	0.48726261177531
"LILRA1"	"LILRA1"	-0.0789158592008532	-0.028820100922356	0.0264557918593738	0.466207608567773	-0.169883104546861	0.0776431624860135	-0.0668876676333073	-0.01301211353831	-0.0725825119920757	"IS04"	0.466207608567773
"CFP"	"CFP"	-0.0763994142861171	0.111910660406714	0.0430415499256123	0.336876117456126	-0.206920825720276	0.126240886716614	-0.0398255503700114	-0.0591208490219058	0.0520417076421307	"IS04"	0.336876117456126
"CD33"	"CD33"	-0.187972143287739	-0.0681294040585125	-0.0765247759638551	0.302940481095098	0.268768405446877	-0.169782008053876	-0.0511550108361406	-0.140942258310585	-0.0170312895818743	"IS04"	0.302940481095098
"ITM2A"	"ITM2A"	-0.104483040357593	0.108112930687927	-0.0733501180179952	0.262199763505245	-0.350839111563715	0.0969483392600547	-0.117497162397823	0.208957960641589	0.241096053421289	"IS04"	0.262199763505245
"BHLHE22"	"BHLHE22"	0.135909773260567	-0.015754475874502	0.0610707146251139	0.246789840713624	-0.348135036515789	0.0132586599302101	0.0555652241480003	0.170108150921848	0.187183984498454	"IS04"	0.246789840713624
"ABCB11"	"ABCB11"	0.220076694420894	0.08350127221347	0.00951495955113656	0.246451807027486	-0.131250541635763	-0.130061929112476	-0.02491826936522	-0.0370780502654966	0.00562535388779737	"IS04"	0.246451807027486
"ITGAX"	"ITGAX"	-0.00549284498775549	-0.0106176455497159	0.0116913466659566	0.165408479733973	-0.0203665783324417	0.00711453401964784	-0.0106023784685063	-0.0726867300190589	0.112265199334559	"IS04"	0.165408479733973
"GAS7"	"GAS7"	-0.112083921262054	0.0522800171436121	-0.0963446692168185	0.122554240700429	-0.0866813316593475	0.0200410491012731	-0.0943464112334016	0.0991094020416147	-0.00922195064435784	"IS04"	0.122554240700429
"SCML4"	"SCML4"	0.409039360958339	-0.346031628522723	-0.00503445618207484	-0.211552947508775	0.608207350191852	-0.231268113042013	-0.187087162000787	-0.467519396180265	-0.0129168387507265	"IS05"	0.608207350191852
"UBASH3A"	"UBASH3A"	0.235773927883218	-0.267221717163351	0.0258178551944644	-0.0872360025776295	0.496314803723397	-0.337813445649758	-0.0265296009252113	-0.258156310969257	0.0514072851487329	"IS05"	0.496314803723397
"CCR6"	"CCR6"	0.297951626581949	-0.160929578238552	-0.0282321767097039	-0.191609752072377	0.481245071838539	-0.230288181044362	-0.0195419244654795	-0.3825962240498	0.00994565185166465	"IS05"	0.481245071838539
"CD5"	"CD5"	0.330399179719737	-0.21802841999041	-0.118069684009269	-0.152273241251111	0.4564336409679	-0.399530713338275	-0.136446768421262	-0.155197372586874	-0.0742212910980372	"IS05"	0.4564336409679
"CYTIP"	"CYTIP"	0.154003337985503	-0.150368857905588	0.0153852142453484	-0.00974779362888773	0.424269577808856	-0.266911905317678	-0.0694559921612337	-0.277952863141768	0.010962648666901	"IS05"	0.424269577808856
"GMFG"	"GMFG"	-0.210056036312612	0.031519433196359	-0.178845442908446	-0.0496543257707336	0.396083656474888	-0.0749091951696377	-0.152663676648127	-0.216474712147049	-0.0846319584109383	"IS05"	0.396083656474888
"ZAP70"	"ZAP70"	0.0691133343838836	-0.169802422223004	-0.215923438354411	-0.110249195614036	0.395478042300671	-0.254337656016743	0.00399635297304077	-0.126750410892083	0.120545721729103	"IS05"	0.395478042300671
"OR52N4"	"OR52N4"	-0.108456487871808	-0.156004702100486	-0.209667993268116	-0.311345901956885	0.372860448379316	0.191384192522879	0.0379517126393286	-0.289575922824254	-0.0438827916714127	"IS05"	0.372860448379316
"ITGAL"	"ITGAL"	0.179381493229348	-0.257353507578288	-0.0849856536834533	0.0485345937702122	0.372825364674866	-0.35269713037211	-0.00163118692062181	-0.103829815422983	-0.0233335341973333	"IS05"	0.372825364674866
"FAM78A"	"FAM78A"	0.10187030027865	-0.259409165577612	-0.00549326960678571	0.0406085468242712	0.323525609384486	-0.136452584123388	-0.0965215974510034	-0.166908774933371	-0.164718823066467	"IS05"	0.323525609384486
"KLRK1"	"KLRK1"	0.160513710188674	-0.109921301812424	0.0327855023836047	-0.00729991433583159	0.241530409501944	-0.195604904539516	-0.176806003348174	-0.130754794303739	-0.0123049709826551	"IS05"	0.241530409501944
"FGD2"	"FGD2"	0.188887808757295	-0.197591647858345	-0.132531011081632	-0.0254668977686147	0.198846153945752	-0.129030770870237	0.0628041804145973	-0.0999661697014648	-0.0684191637283673	"IS05"	0.198846153945752
"MEF2B"	"MEF2B"	-0.156127698703725	-0.31896039261782	-0.0618474955901942	0.156934820821975	0.241356561785392	0.287048808565221	-0.345561255005862	-0.261204931754395	-0.235663647603601	"IS06"	0.287048808565221
"CXCR3"	"CXCR3"	-0.458715090609089	0.201720743902462	0.180128308517652	0.120969278827345	-0.258035239474347	0.286110139937683	0.0540257168218394	0.133092969263398	0.0584715040709506	"IS06"	0.286110139937683
"CD247"	"CD247"	0.0625751302440259	0.18504092388881	-0.125947417510067	-0.0204963351362776	-0.424987392423382	0.283714140379926	0.101321763462028	0.11540487289564	0.0313178836845183	"IS06"	0.283714140379926
"STAT4"	"STAT4"	-0.219056114729162	0.160863446034091	0.146289778695656	-0.0975446189545997	0.00261967298388696	0.257670937949619	0.132842776728408	-0.200698813382893	0.0775691445650143	"IS06"	0.257670937949619
"TFEC"	"TFEC"	-0.152360713426844	0.216729273705335	0.115457023557434	0.0113271162322952	-0.254030097546235	0.257342891030975	-0.00600156111700192	-0.00319425921947491	0.170583956591579	"IS06"	0.257342891030975
"TREML1"	"TREML1"	-0.0554117649878712	0.16459741821281	0.058255970290652	0.0214713554409192	-0.373433269531533	0.208973002575788	-0.0763068444203495	0.202278325239237	-0.0347627539810831	"IS06"	0.208973002575788
"BCL2A1"	"BCL2A1"	-0.241652240691104	0.132161015030538	-0.000146533570638108	0.165807074407116	-0.0964251983668522	0.172921207031073	-0.134552852859559	-0.0293835112398317	0.0157566576210836	"IS06"	0.172921207031073
"ARHGEF18"	"ARHGEF18"	-0.194970933157358	0.0434057305662542	0.0097617321698024	-0.0322397841226332	0.0396405817767425	0.0795056185349876	-0.0364642427501837	0.00957738269221993	-0.0624260081165597	"IS06"	0.0795056185349876
"FGF23"	"FGF23"	-0.0350202582843276	-0.0648102162092724	0.0854891306108888	-0.0545414629615595	0.0331031545093346	-0.0518160948294639	1.48685583330598	-0.111027834078872	-0.128512893468432	"IS07"	1.48685583330598
"RPS16"	"RPS16"	-0.122082281153138	-0.159002712017685	0.10415518702507	-0.191570205980906	0.0307221703006138	0.147684424467514	1.30811137374964	-0.118068904756864	0.0798202249894274	"IS07"	1.30811137374964
"RP5.972B16.2"	"RP5.972B16.2"	-0.0355760748653732	-0.0832606137949391	0.176908634710902	0.0324784644118175	-0.0437693164737952	-0.0123998874093575	1.19348237115829	-0.0765933553609317	0.0153923501052384	"IS07"	1.19348237115829
"LCAT"	"LCAT"	-0.0289675428076336	0.28305496649749	0.224672510429771	0.372617425538011	-0.179484996898361	-0.258573143321177	1.13393541439953	-0.0789259269667819	0.0465350209435588	"IS07"	1.13393541439953
"BORCS7.ASMT"	"BORCS7.ASMT"	-0.0490686805454635	0.0657035105762007	-0.0943508628089536	0.0702786206086713	-0.0621537288093967	-0.0677868343426664	1.0266110665511	-0.0558249569514546	0.125772943288448	"IS07"	1.0266110665511
"MAP3K10"	"MAP3K10"	0.0137296334221927	0.319052291960924	0.229308089346094	-0.143834557272396	-0.0396224975527592	-0.265681550386797	1.0162532642439	-0.0637588538729038	0.369069658191959	"IS07"	1.0162532642439
"AC087651.2"	"AC087651.2"	0.0270708368074186	-0.0544492439102676	-0.0993567147082991	-0.0350566707910528	-0.0282182503320276	-0.045925786197311	0.953702759345862	-0.0161413975028141	0.021840441242962	"IS07"	0.953702759345862
"GAPDHS"	"GAPDHS"	0.00790073160605062	0.311501080012687	0.380486587215465	-0.0955584607723584	-0.0302371104190154	-0.246173684781277	0.908869484710478	-0.119953315573541	0.394887611928202	"IS07"	0.908869484710478
"TP53I13"	"TP53I13"	-0.00720178061968179	0.234984211106672	0.0639537727977985	-0.213990988939288	0.0132371166929009	-0.201213605270455	0.885910519240481	-0.0345265423044534	0.284128748827882	"IS07"	0.885910519240481
"LPAR4"	"LPAR4"	0.0516384112683829	0.144414384278632	0.267523086457253	0.383874741515144	-0.274384773172197	-0.137928867133976	0.542092002305729	0.0223055301249529	0.100172268489999	"IS07"	0.542092002305729
"NCR1"	"NCR1"	-0.163925245877971	0.117989967426353	-0.099010734491498	0.0506926390903683	-0.0599569488924705	0.0675018357552505	0.540543075663576	-0.0447833325029067	0.0216310548729434	"IS07"	0.540543075663576
"HDAC9"	"HDAC9"	0.120009533895053	0.15778307888446	0.127357231380272	0.153006204584128	-0.188437710080458	-0.121619695812105	0.421740245149171	0.0106419626520851	0.0332928699872527	"IS07"	0.421740245149171
"CD72"	"CD72"	0.068404057025038	0.0600447636674698	0.0578240172072331	0.0284952691717885	-0.282902857652317	0.124219953411201	0.140004632514278	0.0902978098881628	0.132008740222185	"IS07"	0.140004632514278
"SASH3"	"SASH3"	0.726702894600557	-0.0601145928583887	0.0264781587171009	0.189535540071627	-1.04580825113641	0.0297166500070764	-0.055873310966855	0.749236012429945	-0.101763998658153	"IS08"	0.749236012429945
"CCL19"	"CCL19"	0.225684211516839	0.0339348326715792	-0.114271801399448	0.325710468572166	-0.809723126024458	0.0492007338142295	-0.104013956421761	0.670546966894041	-0.0838605127937559	"IS08"	0.670546966894041
"LTB"	"LTB"	0.276499374078276	-0.090459596689895	0.184664493873641	-0.0592114259621375	-0.786242661740566	0.150335921636804	0.335055609958297	0.663314471912763	0.0162327274113619	"IS08"	0.663314471912763
"WDFY4"	"WDFY4"	0.299658587162736	0.0942729718647101	0.181628841669952	0.192108363319424	-0.933197742284615	0.115652260769185	0.17833445866542	0.635108086757469	0.0871551419372674	"IS08"	0.635108086757469
"CCR7"	"CCR7"	0.284738360233728	0.219008641471894	0.0765132199509913	0.178888392340277	-0.951876089434662	0.109111278997786	0.0832422048397409	0.617474480271763	0.198913703785476	"IS08"	0.617474480271763
"EOMES"	"EOMES"	0.423609979270033	0.160059704233216	-0.0299021415936498	0.112861374484944	-0.761356773744849	-0.0837612029571583	-0.0319915972222868	0.585835179484948	0.0951655566640682	"IS08"	0.585835179484948
"CLECL1"	"CLECL1"	0.55506498131552	0.035617476143566	0.0517504479868492	0.183494006309055	-0.93919042138477	0.131963635103404	0.051090484503096	0.564349305644797	-0.134690012226088	"IS08"	0.564349305644797
"P2RY8"	"P2RY8"	0.0158950839424635	0.279088785193025	0.205548516474211	0.319572681322278	-0.841006389326274	0.101670752640805	0.025545212628871	0.549195068727101	0.193665146374427	"IS08"	0.549195068727101
"HLA.DOB"	"HLA.DOB"	0.348830052980107	0.0272899574295884	0.0183917700918851	0.115988465499409	-0.770723716082861	0.14219666578376	-0.00834894190492649	0.527821880554656	-0.0770061496212503	"IS08"	0.527821880554656
"FLT3"	"FLT3"	0.388388547876566	0.124748355101786	0.0277182826390145	0.281765874718552	-0.719798244435952	-0.0786663583949132	-0.0997539083315456	0.502134305952383	0.00770363320913278	"IS08"	0.502134305952383
"ARHGAP9"	"ARHGAP9"	0.261236018737437	0.0568760017423074	0.11828185143329	0.0369307400029602	-0.674677472000447	0.121220620128289	0.0787290053547596	0.481419477475609	-0.0711057610172969	"IS08"	0.481419477475609
"RP11.330H6.5"	"RP11.330H6.5"	0.403703520466271	0.0156173677506423	0.298040606579291	0.06092728433202	-0.60247051827432	-0.130254019159422	0.159264099068785	0.473443719113068	0.17576916716354	"IS08"	0.473443719113068
"TNFSF8"	"TNFSF8"	-0.0721862561035723	0.174741434646724	0.132372814467297	0.2893967727396	-0.67179244952399	0.185413698184291	-0.158570961289181	0.473115175592211	-0.0733768058485573	"IS08"	0.473115175592211
"CD53"	"CD53"	0.398420940930248	-0.0585151552529348	0.187128804865645	0.136755771364938	-0.598128482076073	0.0570245327932916	-0.209743205363286	0.411246354611262	-0.109072548907573	"IS08"	0.411246354611262
"TRAF3IP3"	"TRAF3IP3"	0.0298431796398317	0.119815523441707	0.0207599281014119	0.0619595816889299	-0.507762899841123	0.140780198500486	0.166290120807506	0.366507427609501	-0.116819013257239	"IS08"	0.366507427609501
"TLR9"	"TLR9"	0.135396800514274	0.256758423987722	0.093692407434625	0.342282127490885	-0.325938605412195	-0.397013914259004	-0.0958845737695222	0.34800010018715	0.0957360928309343	"IS08"	0.34800010018715
"DNAJC5B"	"DNAJC5B"	0.0935568934985257	0.00923336378175493	-0.0936317936820459	0.144652757138985	-0.217274796773799	-0.0771373283878297	-0.12958922663574	0.214273904779127	0.138488025015683	"IS08"	0.214273904779127
"LILRB1"	"LILRB1"	0.0467105487265602	0.0565434246736654	0.010438623569987	0.0867565562174712	-0.236921930229199	0.0765178281728016	0.0266336406304948	0.0944082506378695	0.0903929119634999	"IS08"	0.0944082506378695
"OR5H15"	"OR5H15"	-0.00288902852936258	-0.00350332445461501	-0.00206225459528542	-0.00256660740779379	-0.00542153840803787	-0.00374557379122197	-0.0026770487035489	0.0170087551051558	-0.00365681562878514	"IS08"	0.0170087551051558
"NOL4"	"NOL4"	0.0701491867115573	0.0337080828700122	0.034972392579633	-0.00558754119660905	-0.0602748947345975	-0.154473450809711	-0.0450357920127326	-0.127421210067193	1.94810021604728	"IS09"	1.94810021604728
"STMN4"	"STMN4"	-0.00502686888893302	0.00433173199557095	0.176023307584433	0.167579752066688	-0.0875461495809452	-0.135754238826601	-0.117581382958366	-0.0845781243352666	1.56657254654222	"IS09"	1.56657254654222
"B3GAT2"	"B3GAT2"	0.0576541794703414	0.306987928180578	0.139281810777436	0.0347422006251612	-0.0888623770430351	-0.262448744753057	-0.0176304956771111	-0.122088882598134	1.50241677993961	"IS09"	1.50241677993961
"FAM163A"	"FAM163A"	0.165355641052193	0.0546884057404511	0.134278419408247	0.120062368588223	-0.131989012476947	-0.163404771934032	-0.108455418957624	-0.0743497071962333	1.25795140177173	"IS09"	1.25795140177173
"RAB3C"	"RAB3C"	0.21863873400026	-0.0962874976241037	0.0665405552355507	0.708827542222047	-0.443979356935358	-0.138408923622122	-0.168660183585699	0.0653470531154204	1.25641947611978	"IS09"	1.25641947611978
"KRT73"	"KRT73"	0.133216303037373	-0.0444147647358335	-0.0315441435486235	-0.0925182679416646	-0.0608725398719677	-0.0684348653591076	-0.0891327166635024	-0.0402655405350867	1.25098788748601	"IS09"	1.25098788748601
"SOX8"	"SOX8"	0.273555237659404	-0.104704081740062	0.113078084574094	-0.0918541397204756	-0.110528095973623	-0.0746875433554894	0.042641582235001	-0.0646553879768592	1.21327969516223	"IS09"	1.21327969516223
"PRPH"	"PRPH"	0.0441751978673257	-0.0247808101596914	0.068947944911156	0.475025787369348	-0.102158274170101	-0.156757509106888	0.177982577008013	-0.194401469176417	1.20401984049805	"IS09"	1.20401984049805
"PCDH11X"	"PCDH11X"	0.105798275918217	0.259650452723949	0.134509801309004	0.157254588996171	-0.0972108535310204	-0.271085634222644	-0.0317326775176645	-0.121775844126075	1.19363331251512	"IS09"	1.19363331251512
"CER1"	"CER1"	0.00677112708790682	0.0665898564298091	0.301811566148556	0.187023424494881	-0.068659842449749	-0.174817161748325	0.0666519395565116	-0.10786485824269	1.13014944361527	"IS09"	1.13014944361527
"KRT72"	"KRT72"	0.583594960897289	-0.0267435576654132	0.116259198907635	-0.0675165411387832	-0.201514731993453	-0.266345151507649	0.125620903793956	-0.0304692350699287	1.07485402700134	"IS09"	1.07485402700134
"FXYD7"	"FXYD7"	0.730452657066458	-0.0571375573653805	0.10145920503022	0.179690889199164	-0.434605478028333	-0.277894703391889	0.314875319338389	0.0396309311747069	1.07229364600822	"IS09"	1.07229364600822
"UBTFL1"	"UBTFL1"	0.160777886819812	0.0524118760422674	0.451108488268286	-0.0558628603627786	-0.123650325863938	-0.149185868551577	-0.127472481761441	-0.00642296840309865	0.991001628892658	"IS09"	0.991001628892658
