"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"State"	"MaxFC"	"InitialState"
"TIMD4"	"TIMD4"	0.935521531186091	-0.102930171321964	0.0306346911809121	0.104494738152189	-0.742878702159321	-0.102214408152546	-0.047671717393725	0.416721342820828	-0.0643789521757927	"S01"	0.935521531186091	"IS01"
"NLRC3"	"NLRC3"	0.921848385589302	0.0381421205757972	-0.0120395311063267	-0.0634720587721666	-0.390607215711023	-0.146437911463857	-0.0811829843209919	0.0182099964453388	0.0661158451568606	"S01"	0.921848385589302	"IS01"
"LINGO3"	"LINGO3"	0.90628576767674	0.12024729932829	0.0635628050604653	0.097802963012257	-0.648738084423394	-0.37240311377468	0.104426466312843	0.345536708690911	0.411194033884796	"S01"	0.90628576767674	"IS01"
"SSTR3"	"SSTR3"	0.905571969402205	0.0248507833577615	0.287475497565805	0.0259256266578899	-0.924392095460091	-0.195524895761514	0.0784992993036359	0.587277997496078	0.432528978344062	"S01"	0.905571969402205	"IS01"
"GPR15"	"GPR15"	0.892800803215712	0.0744299816411104	-0.00727940528061745	0.287058616703998	-0.652717813544582	-0.315782922574977	-0.334759793526666	0.383318194558886	-0.082374515788615	"S01"	0.892800803215712	"IS01"
"TTC24"	"TTC24"	0.889849878210681	0.212229607931607	0.147239288903937	-0.201403418457314	-0.749614075272749	-0.34776749133747	-0.159554147802835	0.632639277922259	0.0778693639574154	"S01"	0.889849878210681	"IS01"
"SIT1"	"SIT1"	0.880288720360854	-0.0775806221129884	0.117269447275076	-0.0243698616292095	-1.10592000987785	0.0695927343343233	0.158646255060792	0.729552415022673	0.0992396452484338	"S01"	0.880288720360854	"IS01"
"FCRL3"	"FCRL3"	0.854514006671918	0.438278951838916	0.129445978749114	0.0894647189775883	-0.844365802528599	-0.541934105673845	0.0017771394198323	0.648599426401734	0.0934817034874152	"S01"	0.854514006671918	"IS01"
"CD1C"	"CD1C"	0.78135807587426	-0.13986792408642	-0.217956954398852	0.684917983395717	-0.9977735381563	0.077478933304041	-0.1462220918489	0.4956553547298	-0.420679223195712	"S01"	0.78135807587426	"IS01"
"HEMGN"	"HEMGN"	0.764657815121309	0.120918150951323	0.155069309742995	0.547984056445073	-0.436243891517482	-0.445146157353318	-0.251431274607346	0.0905887078386761	0.145197674595508	"S01"	0.764657815121309	"IS01"
"IGLL1"	"IGLL1"	0.756411266607835	0.0936144782442795	0.129344899421636	-0.164374023768557	-0.523190147951437	-0.253692730649302	0.316238538937201	0.315850275759776	0.217765142665683	"S01"	0.756411266607835	"IS01"
"ITK"	"ITK"	0.730996802585787	-0.290230940689859	-0.000733050185558804	-0.0141058794406599	0.0112754497371663	-0.478257003442422	-0.0756532216177353	0.157128271415287	-0.0937853170296261	"S01"	0.730996802585787	"IS01"
"WNT1"	"WNT1"	0.692802475100094	0.355691330705934	0.195838978590903	0.0540350412666952	-0.529330651646854	-0.473330957412529	-0.141320996818654	0.337887679240544	0.368245072580486	"S01"	0.692802475100094	"IS01"
"LILRA4"	"LILRA4"	0.6593344413675	-0.0444203253520606	0.072713214511189	0.0995088916268557	-0.838844991761448	0.042389271714257	-0.0841055966055988	0.555621630453772	-0.0882356773208093	"S01"	0.6593344413675	"IS01"
"AICDA"	"AICDA"	0.658438803771071	0.526653569499253	0.357963106648367	0.145534348753632	-0.297196453573112	-0.677038968156403	0.0144800674168014	0.0809627701929389	0.269871665806982	"S01"	0.658438803771071	"IS01"
"PMCH"	"PMCH"	0.635088291860441	-0.124232823374698	0.0621717670036289	-0.433051798059542	-0.395510512646492	0.00964656296244836	-0.105509336641394	0.322287311742698	0.271090531128087	"S01"	0.635088291860441	"IS01"
"CORO1A"	"CORO1A"	0.633294624385265	-0.0593457729080499	0.235951552703167	-0.0887123914894644	-0.815512432506851	0.0267544245516561	0.194948820892475	0.572090457367572	0.1074808317365	"S01"	0.633294624385265	"IS01"
"CD1B"	"CD1B"	0.605912789711621	-0.158978562740099	-0.000558728317374834	0.0305184716160557	-0.645371981395314	-0.0232511492535218	-0.130718348261176	0.535106173359482	-0.0897706625963721	"S01"	0.605912789711621	"IS01"
"IL12RB1"	"IL12RB1"	0.604390292548263	-0.164550093932935	0.0300182941507821	0.0393249477839158	-0.393202674499219	-0.289312207217484	-0.162666624203312	0.460500047547419	-0.00613766292544504	"S01"	0.604390292548263	"IS01"
"BTK"	"BTK"	0.591940430592005	0.000385565534470769	0.0230553686202904	0.110497915848597	-0.560806984410651	-0.0686425202282012	0.0194355445764599	0.304941674171675	-0.00371489114632626	"S01"	0.591940430592005	"IS01"
"PIK3R6"	"PIK3R6"	0.543365703404148	-0.100547119533333	-0.00530928256244662	0.0512211269211198	-0.280251280581168	-0.375740378160755	0.0655186684163678	0.379423689257675	-0.0778815355369803	"S01"	0.543365703404148	"IS01"
"PYHIN1"	"PYHIN1"	0.53187041543263	-0.288329430334005	-0.00273544232485797	-0.0844996133747995	0.181709865980472	-0.385829875104111	-0.0918325906506753	0.020463346643988	-0.0429438013064262	"S01"	0.53187041543263	"IS01"
"GAPT"	"GAPT"	0.51840481464804	0.114662720175562	-0.0439947614512515	0.34083570088226	-0.793100697909036	0.0118013690453946	-0.210523716628946	0.44156866327451	-0.125220719239666	"S01"	0.51840481464804	"IS01"
"GNG8"	"GNG8"	0.513977885244203	-0.0677562304034261	0.232288568475115	0.0806631132420136	-0.607585380505232	-0.0222837502291292	0.222316694735862	0.33187013582687	0.255230246619748	"S01"	0.513977885244203	"IS01"
"CLEC4C"	"CLEC4C"	0.506268662867761	0.115270962828611	0.163718273128309	-0.0328804112477484	-0.185679357874387	-0.188584736629629	-0.184356560917431	0.00944088325920722	0.0684951236592512	"S01"	0.506268662867761	"IS01"
"GP1BA"	"GP1BA"	0.505958486051555	0.203214946858157	-0.0539566170201084	0.149212673663982	-0.294349766100308	-0.225530494932941	-0.288750474672746	0.0764261675797079	0.0901548342128311	"S01"	0.505958486051555	"IS01"
"CELA1"	"CELA1"	0.5004405634494	0.0449719107743183	0.490323282352338	-0.0714410835996039	-0.28100557323556	-0.0879756042431321	-0.0946518643205451	0.0444436314150356	0.0412274148440996	"S01"	0.5004405634494	"IS01"
"LY9"	"LY9"	0.488582216125539	0.17615740832038	0.0446531705168892	0.133400558768283	-0.779050789525744	0.0283599688493432	-0.0915842063862919	0.47139632941895	-0.153092189237686	"S01"	0.488582216125539	"IS01"
"PPP1R16B"	"PPP1R16B"	0.477462720350733	-0.329667845754779	-0.0749861046020541	0.272935742952923	0.239102451604278	-0.283468667063222	-0.116677403442898	-0.258924092240123	-0.027432191687165	"S01"	0.477462720350733	"IS01"
"CTLA4"	"CTLA4"	0.46378189239002	-0.203434399890175	0.020735716745256	-0.141640845066562	0.0874330992496142	-0.363737752850972	-0.0955800240654304	0.116005243074585	0.10740217953485	"S01"	0.46378189239002	"IS01"
"CD28"	"CD28"	0.462310424257998	-0.16992003315758	-0.11437737990429	-0.0968531902743976	0.233419302386446	-0.330489604570936	-0.0533906241569824	-0.0771074918426189	-0.239809726121513	"S01"	0.462310424257998	"IS01"
"KLRB1"	"KLRB1"	0.461982846619723	-0.336513557133122	-0.0372715506738562	0.142190621577713	0.155728073014982	-0.356283748336638	-0.055691921612214	-0.0143303559522749	-0.0486861321083782	"S01"	0.461982846619723	"IS01"
"NCF1"	"NCF1"	0.460867508770721	0.0302820177493355	0.111123918068467	-0.0318273185480008	-0.423326763463238	-0.0359430801001842	0.141542051554868	0.191519845838811	0.153830126625482	"S01"	0.460867508770721	"IS01"
"CD2"	"CD2"	0.437783124070427	-0.308539462698032	-0.0851769040464989	-0.0616239558370249	0.153664485335027	-0.383513868114874	-0.0462519421966889	0.135588700199568	-0.130060747215962	"S01"	0.437783124070427	"IS01"
"PIK3R5"	"PIK3R5"	0.425485204678842	-0.121215678289932	-0.076202896307079	0.178966296431538	-0.17363506885983	-0.25195524563302	0.0028072703100047	0.209698231210203	-0.321191699526999	"S01"	0.425485204678842	"IS01"
"IL16"	"IL16"	0.421575536930631	0.170388116240497	0.101617957142615	0.301291509292712	-0.678213970868485	-0.029998994223188	-0.117211315513526	0.339964678062038	-0.0247468317242687	"S01"	0.421575536930631	"IS01"
"ARHGAP15"	"ARHGAP15"	0.407315642332215	-0.162621463037264	-0.0982916731491693	0.0751050164755369	-0.00424127750493281	-0.31679710445498	-0.0785937821046913	0.0945933751609284	0.160016903203629	"S01"	0.407315642332215	"IS01"
"RASAL3"	"RASAL3"	0.402037502405062	-0.165075723778384	-0.222680218945449	-0.0865710083363373	0.140464695622947	-0.455385257703934	-0.0414990174545195	0.162494629824268	0.0461472970404301	"S01"	0.402037502405062	"IS01"
"TIGIT"	"TIGIT"	0.376591668643043	-0.18548344755217	-0.130424393321543	-0.243032051796171	0.242666190404367	-0.335997124160514	-0.0156799211003351	0.0348469827693157	-0.0956276972050717	"S01"	0.376591668643043	"IS01"
"XCR1"	"XCR1"	0.35414399302687	0.206589960874005	0.030726160314843	0.0682446703507306	-0.272497220959006	-0.081023457933049	-0.0927339003448926	0.0344562729534734	-0.0557138957991434	"S01"	0.35414399302687	"IS01"
"SIRPG"	"SIRPG"	0.333374643581941	-0.237038592316968	0.000130001519618539	-0.264162637507672	0.231008215056827	-0.43831649800845	-0.000243811107593742	0.180015791407865	0.0257417599626454	"S01"	0.333374643581941	"IS01"
"AKAP2"	"AKAP2"	0.302252683242066	-0.0224705346324099	0.0924969351369756	-0.619841791370787	0.0986403580985988	0.00143977817029292	0.146070248831892	-0.0234032252890224	-0.0551500033919025	"S01"	0.302252683242066	"IS01"
"ITGA4"	"ITGA4"	0.275980931767358	-0.245503208330789	0.0535117601597991	0.0214802013683115	0.162585683239295	-0.226505426925011	0.270443676940056	-0.0435233157648704	-0.262950333186718	"S01"	0.275980931767358	"IS01"
"KLHL6"	"KLHL6"	0.267527876019209	-0.206645710808794	-0.00962533553846976	0.0150977953996224	0.186221192732607	-0.212458416560589	-0.0635109399649951	-0.0925451044345005	0.0698388846484196	"S01"	0.267527876019209	"IS01"
"GNGT2"	"GNGT2"	0.256648781619803	-0.19881432354083	0.036591175478815	0.0508605917209683	0.0442792147984677	-0.195168033761045	-0.271588974408911	0.0927608275559534	-0.0384606247029571	"S01"	0.256648781619803	"IS01"
"ARHGAP30"	"ARHGAP30"	0.255494861752393	-0.24651686338037	-0.114870046124423	0.104886861727031	0.188120184335832	-0.222820373832904	-0.0477758712856763	-0.0386172832804127	-0.251998423471927	"S01"	0.255494861752393	"IS01"
"IL18RAP"	"IL18RAP"	0.235084730272151	-0.168353622084744	-0.00997348613862183	-0.165653614827342	0.127083340895636	-0.201803780742969	0.0431107942410278	0.0732624695774421	-0.106944060541666	"S01"	0.235084730272151	"IS01"
"LY86"	"LY86"	0.231286334515117	-0.213208055759177	-0.113455705653763	-0.0904270067850694	0.0937501335238544	-0.239957982242141	-0.00135933856055895	0.164768311554712	-0.112078191453471	"S01"	0.231286334515117	"IS01"
"LAIR1"	"LAIR1"	0.215697970860113	0.0820260238776614	0.0312071251442035	-0.0890034419062474	-0.320155577353534	0.0749546384287403	0.154073101788845	0.152390307623821	-0.000675383330035084	"S01"	0.215697970860113	"IS01"
"RGL4"	"RGL4"	0.205925371432665	0.135862848051652	0.0184428924976367	0.119455781765625	-0.237506402131986	0.12585912108937	-0.123259635110191	-0.0938816305854724	0.0191856026716805	"S01"	0.205925371432665	"IS01"
"CCR2"	"CCR2"	0.200273640188345	0.131043506293785	-0.00445405702829547	0.0283071492053429	-0.44794788724442	0.163489062418509	-0.0747795569263027	0.179332983328971	0.0495698902010494	"S01"	0.200273640188345	"IS01"
"TNFRSF4"	"TNFRSF4"	0.191467521648708	-0.0387127451855209	0.163626516397436	-0.0650698443099314	-0.14028869385435	0.0234570451422687	0.053118887938043	0.0244801433156143	0.174105252028686	"S01"	0.191467521648708	"IS01"
"NOL4"	"NOL4"	0.0701491867115573	0.0337080828700122	0.034972392579633	-0.00558754119660905	-0.0602748947345975	-0.154473450809711	-0.0450357920127326	-0.127421210067193	1.94810021604728	"S02"	1.94810021604728	"IS09"
"STMN4"	"STMN4"	-0.00502686888893302	0.00433173199557095	0.176023307584433	0.167579752066688	-0.0875461495809452	-0.135754238826601	-0.117581382958366	-0.0845781243352666	1.56657254654222	"S02"	1.56657254654222	"IS09"
"B3GAT2"	"B3GAT2"	0.0576541794703414	0.306987928180578	0.139281810777436	0.0347422006251612	-0.0888623770430351	-0.262448744753057	-0.0176304956771111	-0.122088882598134	1.50241677993961	"S02"	1.50241677993961	"IS09"
"FAM163A"	"FAM163A"	0.165355641052193	0.0546884057404511	0.134278419408247	0.120062368588223	-0.131989012476947	-0.163404771934032	-0.108455418957624	-0.0743497071962333	1.25795140177173	"S02"	1.25795140177173	"IS09"
"RAB3C"	"RAB3C"	0.21863873400026	-0.0962874976241037	0.0665405552355507	0.708827542222047	-0.443979356935358	-0.138408923622122	-0.168660183585699	0.0653470531154204	1.25641947611978	"S02"	1.25641947611978	"IS09"
"SOX8"	"SOX8"	0.273555237659404	-0.104704081740062	0.113078084574094	-0.0918541397204756	-0.110528095973623	-0.0746875433554894	0.042641582235001	-0.0646553879768592	1.21327969516223	"S02"	1.21327969516223	"IS09"
"PRPH"	"PRPH"	0.0441751978673257	-0.0247808101596914	0.068947944911156	0.475025787369348	-0.102158274170101	-0.156757509106888	0.177982577008013	-0.194401469176417	1.20401984049805	"S02"	1.20401984049805	"IS09"
"PCDH11X"	"PCDH11X"	0.105798275918217	0.259650452723949	0.134509801309004	0.157254588996171	-0.0972108535310204	-0.271085634222644	-0.0317326775176645	-0.121775844126075	1.19363331251512	"S02"	1.19363331251512	"IS09"
"KRT72"	"KRT72"	0.583594960897289	-0.0267435576654132	0.116259198907635	-0.0675165411387832	-0.201514731993453	-0.266345151507649	0.125620903793956	-0.0304692350699287	1.07485402700134	"S02"	1.07485402700134	"IS09"
"FXYD7"	"FXYD7"	0.730452657066458	-0.0571375573653805	0.10145920503022	0.179690889199164	-0.434605478028333	-0.277894703391889	0.314875319338389	0.0396309311747069	1.07229364600822	"S02"	1.07229364600822	"IS09"
"GNG13"	"GNG13"	-0.00398137288743285	0.0829367024116652	0.285940037199747	-0.177361007546076	0.0140651715133828	-0.0990033785254324	-0.013334056419248	-0.0603172414297193	0.960818108135378	"S02"	0.960818108135378	"IS09"
"NPHS1"	"NPHS1"	0.874696411036961	0.340159439112767	0.376173129869598	-0.230112412158931	-0.338773469078569	-0.434921171834058	0.1201694697594	-0.053808928724742	0.946573105623048	"S02"	0.946573105623048	"IS09"
"TAS1R3"	"TAS1R3"	0.0999133674381707	0.0141582791591945	0.240363004838251	-0.137585526356232	-0.0519193716448859	-0.131951774073393	0.0757453979807004	0.00909715615342073	0.890008389926749	"S02"	0.890008389926749	"IS09"
"GABRR3"	"GABRR3"	0.0769524676886905	0.157421442865192	0.347447162576598	-0.0280622198791898	-0.0929304076534631	-0.148812248872839	-0.0479506865799861	-0.0460253519930946	0.867537544130369	"S02"	0.867537544130369	"IS09"
"TBC1D26"	"TBC1D26"	0.103972421132134	0.425342713304329	0.260401090421287	0.18257972708158	-0.129326027235256	-0.334696611230796	0.394379651721338	-0.158928755722557	0.815150943508218	"S02"	0.815150943508218	"IS09"
"NLRP4"	"NLRP4"	0.603749959038181	0.0165565055912271	0.25786407323699	-0.100628070955438	-0.17784987985146	-0.179292763572762	-0.122561787590821	-0.107605383078733	0.785622441395607	"S02"	0.785622441395607	"IS09"
"IL17REL"	"IL17REL"	0.107791124770488	0.159201837067452	-0.00119304082300654	-0.0075709210719578	-0.20104122041939	-0.194169135922845	-0.209136980155216	0.186237231565661	0.779379620983194	"S02"	0.779379620983194	"IS09"
"MPZ"	"MPZ"	0.0879103488640865	0.0154035439269853	-0.126185960148316	0.502771185897494	-0.13764563178747	-0.219155153691803	0.0835958070090916	-0.0518357244322964	0.757468581863703	"S02"	0.757468581863703	"IS09"
"TNR"	"TNR"	0.439647916510644	0.334384382977233	0.121618829249062	0.442244689365184	-0.268581564870604	-0.486005674468845	-0.0524175231967169	-0.0403900777754232	0.680887873508788	"S02"	0.680887873508788	"IS09"
"ANKRD34A"	"ANKRD34A"	0.0408846828159029	0.326282886003184	0.160822818379974	0.144700116795713	-0.122253256478385	-0.286808244738781	0.136272273080641	-0.0183853987909923	0.677838573734634	"S02"	0.677838573734634	"IS09"
"ZNF804A"	"ZNF804A"	0.284765227789227	0.142522825549562	0.247358489139997	0.291189567916638	-0.702056816097321	-0.0272591727454351	-0.246027390825555	0.380682667162011	0.652156099455683	"S02"	0.652156099455683	"IS09"
"ZPR1"	"ZPR1"	-0.14699838968052	0.098473410516134	0.0848925116824616	-0.144869340867459	0.0234599293807965	-0.036954532928096	0.0793564856724046	0.00180423974755283	0.638339373206492	"S02"	0.638339373206492	"IS09"
"CDKL4"	"CDKL4"	0.0519221320971342	0.363223858891843	0.311068318040895	0.107806190167869	-0.168315742357091	-0.329688639806608	0.226623258568983	0.0418261013367404	0.627630447306238	"S02"	0.627630447306238	"IS09"
"SH2D6"	"SH2D6"	-0.000791802626504711	0.4655450660967	0.348709373543247	-0.0733985893071211	0.00104500910192134	-0.41812135285304	0.160989127503027	-0.000875811775399757	0.525456092114808	"S02"	0.525456092114808	"IS09"
