"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"
"ZNF804A__pos"	10.7880046963495	30.2305483762793	7.0082263010441	28.2090875705381	2.22044604925031e-16	16.0958886550712	2.22044604925031e-16	47.1011233500628	41.3173468225005
"IL16__pos"	25.6868996446962	39.4064887109684	3.08489412840735	26.6979286025358	2.22044604925031e-16	29.6753560821903	2.22044604925031e-16	51.0879861620986	0.0700754553550925
"STAG3__pos"	25.8755342042636	82.689796995565	5.52211753635889	7.47539308413725	0.977089802729491	2.22044604925031e-16	11.7380952190774	22.0930468946245	29.829606955243
"IKBKB__pos"	4.14213186918693	132.011664541051	9.00504046602481e-08	2.22044604925031e-16	7.66144885112987	2.22044604925031e-16	17.8520883085008	8.50163528645386	2.22044604925031e-16
"TIGIT__pos"	29.4623888932975	0.00230773829316893	1.18454105010601e-13	8.93185336384321	50.5805200958185	2.22044604925031e-16	4.38543998610547	42.731658372128	11.1351391870736
"ITM2A__pos"	1.66429134558179	32.3128856582051	2.22044604925031e-16	55.4565897399278	2.22044604925031e-16	29.7351104729424	2.22044604925031e-16	38.8557703940145	8.37858161179866
"MLN__pos"	6.46346072901601	68.8409481930925	8.9894597986439	2.22044604925031e-16	0.0220321191580643	2.22044604925031e-16	20.5060283008623	11.8778580581883	68.9103424295661
"AKAP2__pos"	24.0430445470566	11.4652839511347	7.89338195395472	8.22710414309897	32.1313618108607	15.9181379411962	12.5519030626461	29.8470687284039	1.67993949563451
"SEPT1__pos"	82.8746994139238	20.1674770307073	1.41216207385045	14.1972315751301	8.79106205433773	28.0591377594166	12.5190619224558	2.22044604925031e-16	6.22396224226121
"RAB3C__pos"	5.10749881434843	2.22044604925031e-16	6.72350561293378	70.0498062952201	2.22044604925031e-16	5.80702567706013	2.22044604925031e-16	19.5651622685643	104.051154669964
"GRAPL__pos"	72.2649577719112	46.7517203711653	9.00796462185996	56.9650095196448	2.22044604925031e-16	2.22044604925031e-16	1.72621348077526	2.22044604925031e-16	2.22044604925031e-16
"GPR18__pos"	54.8295681217574	2.97061958237468	2.22044604925031e-16	5.53115240246405	2.22044604925031e-16	2.22044604925031e-16	0.203437359983369	106.061023286777	2.22044604925031e-16
"CXCL13__pos"	92.6440036237549	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	5.37469997294007	2.22044604925031e-16	74.0195824659853	4.77732011317044e-12
"B3GAT2__pos"	0.76834859177564	52.0111247365851	1.65965578765785	7.76226581854459	2.22044604925031e-16	2.22044604925031e-16	2.07057806701138	2.22044604925031e-16	113.768902987152
"ZNF781__pos"	4.14136794639267	23.7691323753026	20.3537051386736	61.0448324456319	2.22044604925031e-16	2.22044604925031e-16	59.5975454280047	2.22044604925031e-16	22.1207923467993
"CNR1__pos"	23.3965373844498	18.526310166314	8.2144442198085	87.6363497836486	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	64.0864612637722
"STAB2__pos"	19.9617884185341	47.5694124112579	7.78527365111651	96.1990618785584	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.86849977079029e-06
"FAM180B__pos"	7.76842319902527	18.5467448266821	2.22044604925031e-16	113.615459372516	3.1144077155559	2.22044604925031e-16	4.70132771219125	2.22044604925031e-16	1.20799353161371
"FCER2__pos"	146.469650352227	2.22044604925031e-16	2.22044604925031e-16	17.069226098137	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FAM129C__pos"	90.7227510825015	74.2420586372424	9.65330981345818	3.5981469356476	2.22044604925031e-16	2.22044604925031e-16	0.0101582943977789	2.22044604925031e-16	5.02697194798268
"SASH3__pos"	27.9846266283595	0.00398968383232561	0.0115936939655085	14.3587180684914	2.22044604925031e-16	12.6653071069512	2.22044604925031e-16	110.240213707799	2.22044604925031e-16
"NOX3__pos"	2.22044604925031e-16	2.22044604925031e-16	149.718359968623	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PAX4__pos"	2.22044604925031e-16	2.22044604925031e-16	250.569850678154	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ITK__pos"	47.3713073718798	2.22044604925031e-16	1.31551318267481	17.4243005343531	39.147864031299	2.22044604925031e-16	5.25250719023568	46.334785926169	1.39799340220008
"PVRIG__pos"	90.5153288736327	38.4552460707775	2.29428091366761	8.43755567953674	0.441400597375625	6.32690607712508	5.91993044143134	10.8767240246566	7.28595090465375
"BCL2A1__pos"	3.3296907658098	34.5476778528477	3.69197850296312	24.4545012922971	15.4920067372145	50.4394639938015	8.74084363198672	22.177486695309	11.3221740678683
"IQCJ__pos"	2.22044604925031e-16	2.22044604925031e-16	263.692110266121	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"LILRA1__pos"	6.54897907604703	15.0611662152226	5.27095679831726	63.327339519265	7.44043520224721	34.6707429858201	2.22044604925031e-16	37.4690012752311	6.54157158607998e-10
"UBASH3A__pos"	31.0795270795891	2.53704408096195e-13	5.14012202628903	11.5863128242363	68.2558628490473	2.22044604925031e-16	6.93950902303904	22.1086514962149	13.0075805739782
"CYTIP__pos"	23.7261780674167	3.549282421018	4.04881284566321	16.2931483645527	70.8376964869141	3.22989098627768e-06	9.55496085695896	22.3910988986333	0.820288099972
"TCL1A__pos"	153.76173235957	2.22044604925031e-16	2.22044604925031e-16	0.446183373538062	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.56941352076486	0.92352976491533
"UTF1__pos"	2.22044604925031e-16	2.22044604925031e-16	191.890061149864	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"OR5AK2__pos"	2.22044604925031e-16	2.22044604925031e-16	155.386916705945	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"GOLGA8R__pos"	4.41141075422111	117.736866892481	2.22044604925031e-16	58.8162368465827	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"SH2D6__pos"	2.66865808858928	97.2171883033533	6.67661613425531	4.67524095529707	8.36516899627892	2.22044604925031e-16	20.1853814616939	9.05902294506523	53.4419518279874
"PAX5__pos"	146.904264631711	5.76339002786784	0.631777719956351	2.22044604925031e-16	3.29102328053219	2.38679324492476	3.37692903385938	0.000239102474372078	35.0808883139298
"RASAL3__pos"	26.6548071602999	2.22044604925031e-16	2.22044604925031e-16	16.1080107363578	52.3976392059235	2.22044604925031e-16	2.31670972513402	45.8786107188945	3.31331925943064
"NLRC3__pos"	73.3270559030855	37.3661704258685	1.85941772755544e-07	11.8940778026611	2.22044604925031e-16	22.6761375694981	1.87574730058215e-11	11.8246944222577	2.81422471893097
"PPP1R17__pos"	7.81689786784069	2.22044604925031e-16	86.8835273488734	74.8997972708137	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	28.5517935311902
"CR2__pos"	143.949243202669	3.61412603159974	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	19.6346236517695
"FCRL1__pos"	159.556654759342	2.22044604925031e-16	0.000901425403747724	9.06448591432375	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"GPM6A__pos"	2.22044604925031e-16	2.22044604925031e-16	0.12862583127708	97.4151924564302	2.22044604925031e-16	2.22044604925031e-16	4.99047194310102	2.22044604925031e-16	1.60345230994516e-12
"NPBWR2__pos"	2.22044604925031e-16	2.22044604925031e-16	220.832612389789	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ABCB11__pos"	20.7466717906816	36.8323430113175	2.22044604925031e-16	28.0991546944115	5.22845491136947	1.89800355617931	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ARHGAP25__pos"	99.594322534589	2.22044604925031e-16	2.22044604925031e-16	29.6465405064651	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	29.4613748528218	2.22044604925031e-16
"PASK__pos"	7.46196823761926	82.3914061441873	2.22044604925031e-16	2.22044604925031e-16	9.00400415241981	2.22044604925031e-16	12.5946545093799	45.996744906921	17.2243917913393
"TTC24__pos"	43.8892889875801	24.24094407734	4.98095885789674	0.839261153258639	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	86.1620751485723	6.70339376754559
"BLK__pos"	157.512548597987	24.5660924081893	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CD79A__pos"	149.580387223707	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	24.6762766542423	2.22044604925031e-16
"PPIAL4F__pos"	2.22044604925031e-16	2.22044604925031e-16	134.842904313479	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"VPREB3__pos"	160.294970301429	2.22044604925031e-16	0.306851324010092	2.22044604925031e-16	4.15915146607443	3.29780727384824	5.13591958706741	2.22044604925031e-16	10.2115559982844
"FAM153C__pos"	1.10191647273092	105.686968777138	9.0582296913651	0.691251450154381	2.22044604925031e-16	2.22044604925031e-16	8.68039788563041	2.22044604925031e-16	7.3200493640404
"ZAP70__pos"	19.1426616123981	1.35424218674425	2.22044604925031e-16	13.1807134036083	64.2985969609097	3.31670215240432e-05	4.57660273905378	38.6344409482858	6.38388038462526
"RAC2__pos"	81.4035609007182	2.22044604925031e-16	1.31734020212864	3.25078890358327	2.73753470170139	20.0501693365336	10.1998023609071	49.5464160534105	2.22044604925031e-16
"AC087651.2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	103.187297905674	2.22044604925031e-16	2.22044604925031e-16
"EPB42__pos"	6.13081389584819	83.2263324882133	5.1964352964894	52.3651000963751	6.26912731192099	2.22044604925031e-16	14.2161970060537	2.22044604925031e-16	0.0161754244193287
"DEFA1__pos"	6.07581635185607	2.22044604925031e-16	1.46486694582061	80.7219846038551	0.953314104525994	20.6516611798921	88.6692508390403	7.24885892570022	2.22044604925031e-16
"C7orf72__pos"	2.22044604925031e-16	2.22044604925031e-16	92.0684861287051	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"MS4A1__pos"	171.643455232858	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"P2RX5__pos"	98.8407255568161	2.22044604925031e-16	5.42364968890598	2.22044604925031e-16	17.0298651778558	1.23877086518827e-10	28.6385131702408	22.0559852347078	15.1529548054975
"MYOCD__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	164.622832535558	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"GCG__pos"	2.22044604925031e-16	2.22044604925031e-16	175.803210720354	0.205480797673822	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"LRMP__pos"	83.8103430883974	48.9044855003309	0.409852110743023	48.524544105037	0.733184962121489	2.22044604925031e-16	2.22044604925031e-16	1.08513057631138e-06	1.4967564728267e-05
"DEFB108B__pos"	2.14477049113762	117.611434351203	13.3330882294381	15.3983586933066	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	7.64770471468029
"CLEC17A__pos"	140.968220549518	9.753147487335	2.22044604925031e-16	5.84108665242525	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	23.5875723185338	2.22044604925031e-16
"SELL__pos"	58.0254926970266	5.76934885589382	2.22044604925031e-16	13.6695774611372	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	94.4859974060519	2.22044604925031e-16
"MBOAT4__pos"	0.928654506391449	19.642386617273	2.22044604925031e-16	16.0965448374827	16.8185198156456	23.1820514805667	2.22044604925031e-16	30.5269176913833	17.884366459941
"SIRPG__pos"	22.9636825112371	2.22044604925031e-16	3.01391597752829	8.07335517373324	54.8012382154961	2.22044604925031e-16	4.52513997134803	47.697558920871	16.0444832054805
"FXYD7__pos"	45.9402348065352	2.22044604925031e-16	0.692732737178384	10.0894168218389	2.22044604925031e-16	2.22044604925031e-16	44.588516916383	2.37101803355382	89.6763410124756
"TAS1R3__pos"	0.249896178126115	2.78686195513145e-14	8.32512840019178	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.14423982792581e-15	3.91964943347372	159.081566933271
"ACKR1__pos"	21.3564712776978	2.22044604925031e-16	2.22044604925031e-16	104.40249656393	2.22044604925031e-16	7.95098795972575	12.3185682061049	18.5442747323542	2.22044604925031e-16
"AICDA__pos"	45.2820145754068	83.3348908863934	17.5591869368502	16.5147730677323	4.81669376352082	2.22044604925031e-16	15.1884046884208	11.0536602318747	5.90055138939569
"CD1B__pos"	32.278818730172	2.22044604925031e-16	1.47576920977237e-11	8.05711058578132	2.22044604925031e-16	2.83174895707428	2.22044604925031e-16	93.1575869825809	2.22044604925031e-16
"PIK3R5__pos"	24.7894694804938	6.407952377188	2.22044604925031e-16	20.4219612309765	41.1019613507855	2.22044604925031e-16	15.1289978148622	53.3250266876355	5.7602402862591e-10
"LTB__pos"	2.02092592659696	2.22044604925031e-16	4.89412592130481	2.79747498291565	2.22044604925031e-16	13.0174226485119	28.2524993105159	121.680174842491	1.86074097338017
"ZNF675__pos"	2.22044604925031e-16	103.119082609165	2.22044604925031e-16	2.22044604925031e-16	3.41259839658529e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	20.7856413723319
"TFEC__pos"	9.17120136791038	51.6481081461036	0.994578232159676	13.1747718316923	2.22044604925031e-16	64.4695211197536	2.22044604925031e-16	21.578311423824	9.72746598282061
"CCR7__pos"	5.46561866583139	20.671493563269	1.79767180550284	16.4371451225938	2.22044604925031e-16	15.4691340325788	2.29469060881045e-05	107.657987085399	0.559360088791508
"IL12B__pos"	2.11266206728816	53.7927985749637	3.09473698282063	12.152865207277	12.4262375598046	48.2271338908845	5.16677708324872	30.834737454803	6.53539084593704
"TRAF3IP3__pos"	6.12148839708627	25.9532850377228	1.20600665198484	16.7880593507403	2.22044604925031e-16	36.528432537442	14.2928817985536	74.842312761778	2.22044604925031e-16
"LY86__pos"	15.0706247557484	0.644001151613201	9.86998382831156e-05	9.13873966155153	51.7817021250793	2.22044604925031e-16	16.3708511301313	58.3750676337932	1.83550202549613
"WDFY4__pos"	2.30613290642446	10.867644607675	0.685881985842104	15.2103801716672	2.22044604925031e-16	21.6509858781781	15.7350744552736	101.965915125749	2.52705870986396
"LAIR1__pos"	18.0622175111867	29.8200250412027	1.2394653836767	9.99144290382392	13.1040931102605	39.6605140079378	12.8504570789052	41.2790321275553	10.0465632778201
"C2CD5__pos"	3.25930089601486	134.562294111096	2.22044604925031e-16	6.15083879553907	2.79535452386496	3.64003276384825e-11	2.22044604925031e-16	7.44465626795725e-15	9.75654090300807
"FLT3__pos"	9.11652054928477	28.3573076170488	1.07124167349124	24.4415034560407	2.22044604925031e-16	2.22492269147206e-14	2.22044604925031e-16	85.1736991647281	2.22044604925031e-16
"FGD2__pos"	25.1214686330849	5.90487017172966	1.61853435374888	16.4467001066436	52.4467701808423	5.57012574603793	12.8804167507145	38.524067898942	3.76352826953368
"NCF1__pos"	24.2011805372988	29.6211550476579	8.38566869444133	13.4932415970159	9.925101190921	41.8116661909541	8.19628648360719	36.4114202017786	10.6513781279966
"TLR10__pos"	109.273172113734	2.22044604925031e-16	2.22044604925031e-16	10.3580359775873	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	57.0161866152036	2.22044604925031e-16
"STMN4__pos"	2.22044604925031e-16	2.22044604925031e-16	1.77834524785667	0.357131229372952	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	140.694163475792
"TAS2R42__pos"	5.29554916851398	102.915236149399	24.1567544250132	4.79831711858319	11.5105755941714	2.22044604925031e-16	1.51375361222282e-14	15.1924721797624	21.5836030840053
"ARHGEF18__pos"	0.83467623610118	37.7373146393822	0.728042693843959	11.950914354712	22.4066542318249	38.3334671608202	0.242307958881493	36.8623549271716	2.9164611483906
"HEMGN__pos"	45.1826053918345	48.9313659684604	9.58705345713733	49.9229226717286	5.91983626948288	3.5121612188669	6.82302719732336	32.4605052868747	11.2154553317018
"TREML1__pos"	0.905772564359512	46.7790666198101	4.19247558375293	11.1938700750766	6.56004307576923	58.927424308728	2.22044604925031e-16	35.7607285838253	2.05954225618195e-09
"GAS7__pos"	3.86097417226531	30.360787784536	4.02477052432011	34.0494786358874	16.0103114913818	25.4689038346317	0.0163898230508064	50.0064636760731	1.65861104367247
"SPDYE4__pos"	19.2415810228138	91.6034580449547	2.96244362158231	25.0193051635444	3.87074442716282	2.22044604925031e-16	14.3878687375862	13.13634162239	3.31061331559941
"UBTFL1__pos"	6.03932313092764	2.22044604925031e-16	15.610264116117	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.19022352290526e-11	164.307343677309
"KLRK1__pos"	23.5622420963729	3.58436299721771	5.1719148349854	18.4097468629051	54.4419330140446	3.00813766147232	0.0258220885794094	42.921599951079	6.3842679532138
"MAP3K10__pos"	2.22044604925031e-16	54.1174750579907	6.9733259855894	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	117.087052903796	2.22044604925031e-16	24.6478951821996
"CCL19__pos"	3.62073799384912	2.22044604925031e-16	1.75925617341829e-11	23.0888185601752	2.22044604925031e-16	8.55421647315267	2.22044604925031e-16	124.113042496528	2.22044604925031e-16
"CNTNAP1__pos"	8.74670898896011	66.5918774993988	2.20442457147682	41.2485170715593	7.73601283309845	6.48556184035585	3.86952655065649	26.9790291202645	12.8834880164606
"MLANA__pos"	6.94063293630521	122.630396528845	2.22044604925031e-16	12.9835683556555	3.74379168346216	0.000311002889317149	2.22044604925031e-16	8.85187182253093	2.22044604925031e-16
"WNT1__pos"	40.0872018203471	64.5909393231814	11.8167739572135	14.7366795242251	2.73425377783211e-05	2.22044604925031e-16	6.45577517359301	35.7087594393866	33.6623420015071
"IL18RAP__pos"	26.84985843033	2.85420188038692	1.19489079443372	13.438762017893	43.1172184937961	4.60552049416913	12.3170578015754	47.1966429346704	1.70951352727641e-07
"GABRR3__pos"	2.21794354145395	23.4194964137317	11.6510071513709	2.22044604925031e-16	2.22044604925031e-16	1.31144195476132	0.115292875503875	3.69498675419301	104.824395215315
"GP1BA__pos"	55.8973805998956	60.0637474347984	2.22044604925031e-16	18.7279182481973	3.92013123540988	16.8024750414321	2.22044604925031e-16	2.12584554195373	4.57731117271512
"P2RY8__pos"	2.22044604925031e-16	30.7258739709969	2.47570134102552	30.429827989602	2.22044604925031e-16	25.0384816435498	2.22044604925031e-16	81.7981293433951	3.79724661049639
"PRPH__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	29.866908120637	2.22044604925031e-16	0.000195138400834458	18.1477350466652	2.22044604925031e-16	189.769436343885
"RP11.330H6.5__pos"	8.51551716944238	17.4533936089156	9.08544079099857	20.257464873276	5.17907824354298	10.7163264559219	28.4280782117553	78.4478674194465	17.1639050885673
"ARHGAP30__pos"	19.6398633038519	2.79886154590179	2.46335011594462	22.4530732506978	52.0240377897576	7.1137549306634	15.1900427387483	38.2901745496357	0.391221473519444
"CH507.9B2.2__pos"	22.932386575376	53.6615948880797	7.85559989967768e-08	1.3422811651676	5.977969116458	6.78206251336155	34.8010727801365	7.7339146009201	95.0972347160552
"LINGO3__pos"	48.0730833146085	26.9195373388077	6.48139893726657	14.1596567676305	2.61708740287311	2.22044604925031e-16	22.9969373744099	49.708054986785	41.1308940929639
"MEF2B__pos"	14.188465543724	0.108939067640568	3.00096305732037	26.6083683113321	41.6454119403995	56.8019312205008	2.22044604925031e-16	15.8067987913973	6.63975993651605e-12
"TLR9__pos"	1.69896169910643	52.458957904733	5.17031009194781	31.5381046345837	15.313212782047	0.00166627551273577	3.00460110497523e-10	65.0179067137553	8.24151796397779
"GAPT__pos"	23.2466973177466	20.4363349048576	2.22044604925031e-16	32.7704108247286	2.22044604925031e-16	24.7891279476767	2.22044604925031e-16	70.3247680923438	2.22044604925031e-16
"RGL4__pos"	28.8414792505814	54.5856140006981	4.01094191538543	21.8294267055554	2.05351374105997	56.6291432009183	2.22044604925031e-16	5.32416678886033	1.51651281766955
"VIP__pos"	0.955983301826048	2.22044604925031e-16	1.55540865152726	129.933735906163	2.22044604925031e-16	2.22044604925031e-16	10.2763723081817	2.22044604925031e-16	13.9185581039631
"CCR6__pos"	34.7882186644638	7.98737830141215	2.26843588040503	8.37460219121019	71.2390382997014	9.43493190088149e-05	9.62755709979807	13.8131212945691	9.11149753509709
"NCR3__pos"	52.9742349055412	2.22044604925031e-16	3.63302055551459	13.1931571384158	2.22044604925031e-16	0.000817407364517744	4.3473947307537	102.347243343623	2.22044604925031e-16
"CD28__pos"	34.2989143328158	2.22044604925031e-16	2.22044604925031e-16	15.1250501264831	56.9882327344534	2.22044604925031e-16	10.9848931596423	39.8398043747671	2.22044604925031e-16
"H3F3C__pos"	32.509207298251	46.044543085797	20.2682484749316	8.20003791937134	9.30823180641689	24.2124800968573	19.1445496029798	14.0075515548473	8.78572628017066
"PDE2A__pos"	2.22044604925031e-16	5.12594592905768	7.18211400447759e-08	122.070031779911	8.95466742383759	2.40956677191241	7.50888077236706	4.81416747255321	1.08730018842693
"SPIC__pos"	62.2114422206868	22.0000039914673	15.3559469259427	2.92160811328775	1.06907208182751	11.0449740007069	2.22044604925031e-16	58.4937528444524	24.985713897489
"FAM133B__pos"	1.0089557158041	97.0783313708653	2.22044604925031e-16	3.71964322609084	9.484777641486	6.38572398579741	9.06031243239619e-12	9.21765305447965	9.69310669564227
"TNFSF8__pos"	2.22044604925031e-16	32.1274963465635	1.05012876261054	24.5553661469453	2.22044604925031e-16	37.6714664328928	2.22044604925031e-16	76.6189941523978	2.22044604925031e-16
"STAP1__pos"	97.3599787532198	2.22044604925031e-16	2.22044604925031e-16	13.7333128484186	2.22044604925031e-16	2.37789170187752e-16	2.22044604925031e-16	62.3165243733248	7.67517875873332
"BHLHE22__pos"	13.8977281985195	17.7404508664109	3.43241517339042	43.8293607751737	2.34999551387422	28.5086622541531	14.0398833852689	45.7397421229973	15.4792386371839
"OR52N4__pos"	20.3805830409271	14.1555934725899	9.17349938073837e-16	4.98421263888339	50.2323410284279	40.7748903838604	13.4279593589457	12.9009289184871	9.55114786715248
"FAM78A__pos"	15.4511715714807	3.31782544798593	0.000608028667270671	18.1316422321999	56.1595796813481	12.4745683544325	7.67912532833081	38.0080144917293	0.138036379589505
