"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"
"GHRL__pos"	3.60251882476385	1.86472431509819	2.22044604925031e-16	27.2032373274169	21.2187329073758	81.4056794112226	51.4668056451916	19.1322816299092	52.1415267764811	14.7684904883165	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	79.9936700088318
"UGT2B17__pos"	107.491472061797	2.22044604925031e-16	22.0772556288823	6.66479675465407e-15	2.22044604925031e-16	0.188803615530259	80.4108841422337	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	27.4887254630345	8.53906227625821	2.22044604925031e-16	58.0426182844842
"KIF19__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	129.158944268396	115.428400150713	49.1503415330572	44.5277850053799	7.23792971900657	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	10.3571596129016
"CLC__pos"	15.2471646461209	2.22044604925031e-16	25.022544284702	15.9041723494969	9.14888875953382	3.4300601085861	0.000162708789825826	50.9486544679224	116.660070025405	2.22044604925031e-16	2.22044604925031e-16	61.7042316771673	2.22044604925031e-16	2.22044604925031e-16
"RP11.812E19.9__pos"	0.101832480940317	2.22044604925031e-16	4.63974141467447e-11	2.22044604925031e-16	2.22044604925031e-16	1.42344392562233	254.000023527201	2.62506932221929e-16	2.22044604925031e-16	0.733786340044492	2.22044604925031e-16	1.75970057718112	0.674454180050391	2.22044604925031e-16
"PIK3CG__pos"	2.22044604925031e-16	2.22044604925031e-16	3.7207149666377	2.22044604925031e-16	2.22044604925031e-16	7.38902795426453e-16	87.6553316409042	26.8161509878866	157.530403614633	2.22044604925031e-16	2.22044604925031e-16	43.8816226901571	2.22044604925031e-16	2.22044604925031e-16
"TMCO3__pos"	2.22044604925031e-16	2.22044604925031e-16	6.98654917793341	2.22044604925031e-16	3.88866609171306	17.8304374240666	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	32.4115338525387	188.503845335636	4.25685415910342
"POU2AF1__pos"	2.22044604925031e-16	0.326784936866438	11.2256995900182	9.40053691512369	2.68706451158505	13.296547711546	262.587026257453	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"NSMCE4A__pos"	2.22044604925031e-16	4.81357613065957e-16	2.22044604925031e-16	6.53280316992042	16.3815256227723	3.44932117905987	13.4322883814336	12.7085545485581	4.51410960428381	21.6178297532613	3.01838600542053e-07	2.22044604925031e-16	65.3859179563202	164.999090719964
"MZB1__pos"	2.22044604925031e-16	4.12134886434547	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	269.859896768812	2.22044604925031e-16	2.22044604925031e-16	11.801770853483	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"TNFRSF17__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	298.057944416129	1.58274873319429	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"C11orf86__pos"	262.434455508525	2.22044604925031e-16	2.22044604925031e-16	8.22620559326506e-13	2.22044604925031e-16	9.03660466208043	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.31419390367272	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"JCHAIN__pos"	0.0991933757072044	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	9.04984091969077	245.425575397825	38.0636379640398	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"TM6SF2__pos"	88.8886647810177	2.22044604925031e-16	2.22044604925031e-16	38.1232926589783	5.8638291301542	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.08966440017736	2.22044604925031e-16	161.44081993591	2.22044604925031e-16	0.11524385612572
"HLA.DQB1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	7.98614373391835	18.4367968275924	2.94975357943148	197.064554517474	38.7576746582679	2.22044604925031e-16	18.7765869535332	2.22044604925031e-16	3.13923781969861
"TAC4__pos"	4.56510978163841e-09	9.62388561749618e-06	4.65602999663784e-14	2.22044604925031e-16	5.30662133401488	2.22044604925031e-16	8.73767157192143	5.27626177508142	4.47896138338088	2.22044604925031e-16	2.22044604925031e-16	10.1671060551293	29.4305178479863	235.838265303418
"LAX1__pos"	2.22044604925031e-16	2.22044604925031e-16	8.29060124057627e-16	7.14063804040663e-11	2.91188146415293	2.22044604925031e-16	235.278892929641	2.22044604925031e-16	41.3008497755336	1.79767518861873e-14	2.22044604925031e-16	0.565005367419179	2.22044604925031e-16	12.9945287055458
"P2RY10__pos"	2.22044604925031e-16	2.22044604925031e-16	3.86798552366502	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	145.915853985839	2.22044604925031e-16	138.633274254079	2.22044604925031e-16	2.22044604925031e-16	13.2719622141542	2.22044604925031e-16	2.22044604925031e-16
"LRRC19__pos"	161.793272834521	2.22044604925031e-16	2.1794815580918e-14	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	28.2261875196674	3.71031747717656	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	24.4817018987901	76.938721587111
"WISP1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.00653773945891	2.22044604925031e-16	2.22044604925031e-16	267.686298318809	2.22044604925031e-16	2.22044604925031e-16
"TMIGD1__pos"	209.508634617537	17.6519912480043	2.2300854668354e-07	3.57194027412352e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.0729945253239477	2.22044604925031e-16	2.27119186999111	2.22044604925031e-16	6.68881913036136	4.01749575369059e-14
"SCGB2B2__pos"	2.56111215589814	4.44340653784793	2.22044604925031e-16	7.01042217958308	5.71292278463646	10.922702799296	7.38486776663024e-11	3.9686295153713	2.19768145553266	2.22044604925031e-16	2.22044604925031e-16	3.68053840310813	32.3713254063115	229.610109864653
"IGLL5__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	282.110258284406	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"VNN2__pos"	2.22044604925031e-16	2.22044604925031e-16	31.2362376173615	2.22044604925031e-16	2.22044604925031e-16	62.4216049140541	56.4909186504907	7.09284754901558	140.034251867213	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"EMILIN1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.58501345521802e-11	6.77726442620947	2.22044604925031e-16	11.7707607315125	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	287.812067115832	2.22044604925031e-16	2.22044604925031e-16
"PGA3__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.44205029256263	2.22044604925031e-16	163.776288695961	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"KCNA3__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	4.29731829977995	2.22044604925031e-16	177.222811451491	37.69066843179	84.1366284787687	2.22044604925031e-16	2.22044604925031e-16	2.06106337682306e-07	2.22044604925031e-16	2.22044604925031e-16
"IRF4__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	255.156375823945	11.3496501806155	33.4191566334582	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CD79A__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	282.032937068581	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FGD2__pos"	2.22044604925031e-16	2.22044604925031e-16	1.43076904099963	2.22044604925031e-16	2.22044604925031e-16	18.694694098063	51.978781781662	36.5200934604688	157.653545643181	2.22044604925031e-16	0.760352916132718	2.22044604925031e-16	2.75740308411857	35.0447875154187
"SLAMF7__pos"	2.22044604925031e-16	2.22044604925031e-16	6.92720763142632	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	187.239646728511	2.22044604925031e-16	115.705752345209	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"DERL3__pos"	2.22044604925031e-16	0.00182186020045767	2.22044604925031e-16	4.98131621925271	2.71476558275197	17.2466830569292	220.667035942102	2.22044604925031e-16	2.22044604925031e-16	24.6231066715399	2.22044604925031e-16	21.4568502924403	13.7345547229285	1.732799564876
"DHRS9__pos"	2.22044604925031e-16	2.22044604925031e-16	334.443126219743	2.22044604925031e-16	2.22044604925031e-16	12.5213606061697	13.9926836914028	9.33081934054808	5.85522771989375	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"LMX1A__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	217.737256516375	2.22044604925031e-16	2.22044604925031e-16	50.9794751456752	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.90895718576549	2.22044604925031e-16	2.22044604925031e-16
"HLA.DPA1__pos"	2.22044604925031e-16	2.22044604925031e-16	4.69758477054387e-09	2.22044604925031e-16	2.22044604925031e-16	9.12058713571768	3.79177283007016	13.4497701789848	214.921190349597	9.22969602061214	2.22044604925031e-16	13.4826374635227	2.22044604925031e-16	2.4420701453039
"SLC18A1__pos"	3.69030100831133	3.85588013115795e-14	11.1800598530842	2.22044604925031e-16	186.192635290097	2.22044604925031e-16	6.02528533912191	2.22044604925031e-16	22.5185877020173	2.22044604925031e-16	3.06857113326247	2.22044604925031e-16	2.14361764636687e-14	22.2230961455627
"TNFRSF13B__pos"	2.22044604925031e-16	0.0814272729652369	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	269.984263712999	6.35400813418814	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	6.18777810034452e-15
"BFSP2__pos"	1.12934405407531	11.9181381028679	2.22044604925031e-16	2.22044604925031e-16	14.2826136817255	7.04559018357203	182.416120316311	2.22044604925031e-16	10.2971093566004	27.8166559745642	2.22044604925031e-16	0.0175849066144481	15.2573478312007	32.4633114539342
"RGS1__pos"	2.22044604925031e-16	2.22044604925031e-16	10.9664268624864	2.8284848130613	1.31270015021231e-09	1.05887446617595e-09	60.8467409720141	1.79242165067707e-12	141.540524730501	5.45995981608346	2.22044604925031e-16	86.8808188310063	3.41396193121073	7.25469482553702
"DOK3__pos"	2.22044604925031e-16	2.22044604925031e-16	0.0105295209321565	1.052637822486	6.57365532813699	2.22044604925031e-16	72.1696155975498	2.22044604925031e-16	159.554528334069	0.00550940654153096	7.02512578476102	16.4131211594612	0.651317424185146	45.4490635437247
"FABP2__pos"	135.906690530303	2.22044604925031e-16	0.00982653648645157	2.22044604925031e-16	3.69612737059369	1.77356529866724e-09	2.22044604925031e-16	23.5994654759916	3.87791021706871e-15	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	125.168922482911
"FCRL5__pos"	2.22044604925031e-16	5.56362779751096	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	282.541351835742	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"WNT5B__pos"	0.440432168100596	13.542511714731	27.5935788165165	77.1378516950075	30.1306274225851	2.22044604925031e-16	6.33621289305165	10.6169867054479	3.04407746149298	13.4171126249255	2.02583542473624e-06	91.3813756316662	18.5071375150742	2.22044604925031e-16
"SOSTDC1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	53.6440606459923	2.22044604925031e-16	0.691575247837808	2.22044604925031e-16	199.25919492695	2.22044604925031e-16	2.22044604925031e-16	3.11977020550394	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ATP4A__pos"	2.22044604925031e-16	10.2837029682502	2.22044604925031e-16	99.5405996613028	29.0440752820498	59.3388628565466	6.11349991253735	19.4752610760397	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	7.94740946415631e-15	2.34660278928877
"HDAC9__pos"	2.22044604925031e-16	2.22044604925031e-16	22.9027928669584	4.92910822938635e-10	51.3382223533045	2.22044604925031e-16	0.776939157884065	8.81540363307507	31.8084689565481	2.22044604925031e-16	2.22044604925031e-16	22.1479511847172	104.550215140963	2.22044604925031e-16
"ERICH4__pos"	81.1462502513579	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	162.529385442472	4.86157139453841	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	28.7476328161874
"KATNBL1__pos"	2.22044604925031e-16	2.22044604925031e-16	68.6676211036425	0.152980433345157	2.22044604925031e-16	2.22044604925031e-16	3.49761976442347	13.8224009449951	4.16015633181155	2.22044604925031e-16	5.99147774620012	25.2704151612738	99.880045458497	95.2884783496351
"ALOX15B__pos"	2.22044604925031e-16	2.22044604925031e-16	263.500777185829	2.22044604925031e-16	2.22044604925031e-16	7.84614150149258	2.22044604925031e-16	20.266927499396	21.1409927713784	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"NFE2L2__pos"	2.22044604925031e-16	2.22044604925031e-16	72.6558596277553	4.27460726551597	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	77.2429734121669	3.16496300850145	2.22044604925031e-16	2.22044604925031e-16	33.3187274882481	130.023821440436	13.0760427052999
"FABP7__pos"	2.22044604925031e-16	6.30610927488075e-05	17.4458711207292	126.147101748714	30.7344788364407	23.8600817942542	33.0384708753112	48.9977621751213	9.11900036074779	36.1152462554272	2.22044604925031e-16	5.03723078020279	2.22044604925031e-16	3.42928609302445e-07
"RBP2__pos"	97.3331096673874	2.22044604925031e-16	2.22044604925031e-16	22.1144873766895	2.22044604925031e-16	22.6411752736522	2.22044604925031e-16	58.8390571866894	5.74641200366068	2.22044604925031e-16	25.3579991970833	18.8914588204247	2.22044604925031e-16	79.0394196206573
"PENK__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	128.007372007125	2.22044604925031e-16	2.22044604925031e-16	0.237969636659078	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	33.2858368568415	2.22044604925031e-16	2.22044604925031e-16
"SH2D1A__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.92253032880874	2.22044604925031e-16	87.6584297591425	7.12710183115163e-12	147.863654305871	1.07211917477796	2.22044604925031e-16	1.54946848427038	1.19537373666057e-11	2.22044604925031e-16
"INSL5__pos"	17.218287519302	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	18.6359879328362	19.7775247433151	0.710752301959708	26.4246925534986	0.000441926019908126	0.314725177459267	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	165.93768180925
"SYT6__pos"	2.22044604925031e-16	0.0231255803457878	2.22044604925031e-16	2.22044604925031e-16	149.148893339546	1.1484340915433e-07	2.22044604925031e-16	6.05862922591444	55.775622802192	2.22044604925031e-16	2.22044604925031e-16	16.1768195844501	2.22044604925031e-16	13.6271224438968
"GKN1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	183.259209039428	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PLEK__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	44.8358977345985	3.26507342001871	228.814250745209	2.22044604925031e-16	2.22044604925031e-16	12.5617409642265	2.22044604925031e-16	2.22044604925031e-16
"GUCA2A__pos"	173.939376620706	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	12.7527629864793	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CD79B__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	223.359519947478	5.15604705584343	2.91484121174006e-06	2.22044604925031e-16	2.22044604925031e-16	11.1738399060405	2.22044604925031e-16	2.22044604925031e-16
"AQP8__pos"	192.532091800129	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"APOA4__pos"	199.046568178694	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"KCNA2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	114.328371556294	2.22044604925031e-16	35.7322427163754	107.754670359144	0.338562391936488	2.22044604925031e-16	2.22044604925031e-16	9.00812963335688e-08	2.22044604925031e-16	2.22044604925031e-16
"GAST__pos"	10.9851983902685	2.22044604925031e-16	31.9038611461115	129.045728940283	2.22044604925031e-16	9.52849480131302	1.55556993584491	2.22044604925031e-16	2.22044604925031e-16	48.0786782991864	3.05387885085065e-12	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"MS4A12__pos"	204.741860205745	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"MOGAT2__pos"	199.694233259601	2.22044604925031e-16	2.63100748586871	2.22044604925031e-16	2.22044604925031e-16	70.3881388975183	1.80099556049268	0.000277737712358166	4.60623978772155e-15	0.285448132972387	2.22044604925031e-16	0.841701360380242	2.22044604925031e-16	4.54344598185448
"PGA5__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	250.276524044509	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CEP112__pos"	2.22044604925031e-16	17.3454212699503	2.22044604925031e-16	28.5403092987638	24.3873990159969	2.22044604925031e-16	2.22044604925031e-16	87.3840987929061	7.97101731817048	13.0941733184337	17.3530813473256	107.475654195069	2.22044604925031e-16	83.0011846371968
"ADM2__pos"	15.632662587422	2.22044604925031e-16	2.22044604925031e-16	21.4850333783243	5.52432293316766	31.4043470937833	19.1333964750847	2.22044604925031e-16	0.112777507205598	4.28838756186519	2.22044604925031e-16	2.22044604925031e-16	210.713223654724	1.94966951016709e-15
"FAM19A1__pos"	2.22044604925031e-16	9.18739020252031	2.22044604925031e-16	2.22044604925031e-16	34.0451255303992	5.9233449947833	15.533541870893	11.3381757224472	2.45254719474481	2.22044604925031e-16	2.22044604925031e-16	106.9949002993	2.22044604925031e-16	2.22044604925031e-16
"CDY2B__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	10.9781609426275	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"OR2M3__pos"	2.22044604925031e-16	214.871362799074	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"OR2T35__pos"	2.22044604925031e-16	294.284338218677	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"WNT1__pos"	2.51818328175639	2.22044604925031e-16	2.22044604925031e-16	35.7686842421054	29.2745108367336	2.22044604925031e-16	96.187100828265	3.76120887952649	16.0205867748979	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	114.098161504929
"PRR23D2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	167.24355539532	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"OR2T10__pos"	2.22044604925031e-16	223.50086070723	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"TTLL8__pos"	2.22044604925031e-16	137.01272361272	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"MAGEB6P1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	185.89142872102	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PIM2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	8.9554619612445	3.30706807534567	0.976239646738632	224.328118972519	2.22044604925031e-16	35.6368732316487	2.68225489837019	2.22044604925031e-16	2.22044604925031e-16	17.6663362613586	13.6348021918267
"HIST1H2BA__pos"	2.22044604925031e-16	54.554258567172	2.22044604925031e-16	3.77163757144281e-14	7.91787415456339	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	106.948765262815	2.22044604925031e-16
