"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"State"	"MaxFC"	"InitialState"
"PLA2G7"	"PLA2G7"	-0.13576943934899	-0.0374304524592025	-0.221004056853261	-0.0783745446897763	0.0103994684739632	-0.140435949926731	0.402009739416995	-0.0336985612384643	1.43868801938185	-0.313449009166583	-0.482981421328288	0.0450458913055663	0.283835784475896	-0.152804229001008	"S02"	1.43868801938185	"IS09"
"PLEK"	"PLEK"	-0.103204104874934	-0.057218238905083	-0.130467992255102	-0.181504550433866	-0.312441438835878	-0.048321605936902	1.00195685397121	0.087877160554819	1.34047415349075	-0.305592441289606	-0.740438038269184	0.231599987429539	-0.147817760221405	-0.192431255584382	"S02"	1.34047415349075	"IS09"
"CLEC4A"	"CLEC4A"	-0.22252922457842	-0.129385267205773	-0.082481194208952	-0.132382489386427	-0.119329031014053	-0.10504658653387	0.240936711196926	0.0172221420737259	1.29791292860602	-0.229183900007556	-0.387902129786512	0.226731709062575	-0.150373001826915	-0.0971916715957789	"S02"	1.29791292860602	"IS09"
"CASP5"	"CASP5"	0.728294256888071	-0.11970088474958	-0.115270579763476	-0.152298287333156	-0.25678007781312	-0.110498582579044	0.36138335106342	0.0614565452593136	1.26580873453885	-0.201626911887548	-0.399029435932469	-0.0979961043916309	-0.232599710300674	-0.191167026515451	"S02"	1.26580873453885	"IS09"
"LILRB1"	"LILRB1"	-0.128340051911515	-0.130577656845288	-0.175121239534072	-0.16293984818567	-0.0813832232100609	-0.0263127335779484	0.942488325886277	-0.0663118869796392	1.2321546521538	-0.304476055351334	-0.669250866571187	0.175604837292518	-0.125268583580609	-0.0153827026522516	"S02"	1.2321546521538	"IS09"
"ADAMDEC1"	"ADAMDEC1"	0.258173015243998	-0.0152767378905652	-0.177316881077497	-0.135812768531479	-0.0370177209279689	-0.187504028114694	0.650235208933997	-0.234273690968329	1.22617698282944	-0.207574536311688	-0.419957356111599	-0.0849942485287759	-0.142451042652516	-0.128529194515755	"S02"	1.22617698282944	"IS09"
"HLA.DPA1"	"HLA.DPA1"	-0.185022185370611	-0.0243681745073468	-0.144872333909825	-0.20719744493326	-0.201100086677333	0.0397707002007014	0.475758384467098	0.121721854698713	1.20640232011943	-0.183254644141476	-0.4766734255734	0.0408859090070849	-0.122353589862961	-0.0720783641015901	"S02"	1.20640232011943	"IS09"
"IL2RA"	"IL2RA"	-0.136632464821745	-0.0897418909255097	-0.150847620420881	-0.0707057468870433	-0.0359504755352984	-0.047220584122083	0.712900380881419	-0.209693112401991	1.15810370944656	-0.227908350563404	-0.644167309478355	0.319812745774711	-0.0656374409940164	-0.0899400936283329	"S02"	1.15810370944656	"IS09"
"SNX20"	"SNX20"	-0.172705067045023	-0.127692245702114	-0.126293894280184	-0.148880508879058	-0.295349493124778	0.0543165227181617	0.977002509539154	-0.0849446221912521	1.10232234120572	-0.149120027862013	-0.704729152403091	0.169368114536068	-0.185051443493367	-0.117539497314626	"S02"	1.10232234120572	"IS09"
"CXCR6"	"CXCR6"	0.0619466588896527	-0.0471374610083941	0.0702740330789357	-0.210783790760943	-0.243383665955314	-0.0248898022940933	1.02447044846046	-0.00828687694053174	1.09808674577245	-0.13281076596328	-0.816205449461992	0.0657541613162788	-0.187799358504274	-0.082822149310155	"S02"	1.09808674577245	"IS09"
"HCK"	"HCK"	-0.197344573421707	0.0825770406688208	-0.0428492979819033	0.0956817348986149	-0.230898683247174	-0.0408625998797335	0.527197453026566	0.159394397292252	1.07947033719033	-0.227304499660271	-0.636434417237532	0.303474629824611	-0.162738202555847	-0.115820238729471	"S02"	1.07947033719033	"IS09"
"HLA.DQB1"	"HLA.DQB1"	-0.193255936673319	0.0493531291907335	-0.15285950567943	-0.273679250445942	-0.282756966598168	0.0810293162394536	0.596049307891728	-0.066836395833678	1.0732747858614	-0.00875384149925365	-0.532076773433781	0.0475856545890582	-0.188561630761974	-0.137706893204985	"S02"	1.0732747858614	"IS09"
"SRGN"	"SRGN"	-0.154440737563733	0.0113899359822634	-0.082785494256493	-0.156520978679499	-0.218316044942046	-0.055864914856357	0.483826034417923	0.354361347368172	1.05462487429532	-0.224923566108111	-0.600973271259133	0.305532987827703	-0.0752008904567832	-0.169777437967595	"S02"	1.05462487429532	"IS09"
"PIK3R5"	"PIK3R5"	-0.145009214355268	0.00575901386389541	-0.0902568584104902	-0.160255057702569	-0.0326190662766495	-0.0224526729869594	0.823758076253291	0.109551790615669	1.03073588921535	-0.365188317823965	-0.624802754559266	0.233484478247306	-0.117368147477301	0.0694977708110777	"S02"	1.03073588921535	"IS09"
"CD74"	"CD74"	-0.285069467713318	0.0212047223054325	-0.171882175777967	-0.193553651974375	-0.124988630576147	0.0683671283006443	0.425672854300662	0.0519495237941948	0.998609779855455	-0.0979063989411404	-0.296437968492044	-0.158539729895237	-0.095730834405249	-0.112592234621552	"S02"	0.998609779855455	"IS09"
"TDRD6"	"TDRD6"	-0.170501890807984	0.1157173919768	-0.292383980666976	-0.0552717831001923	0.285382341128541	-0.031656882218052	0.245071315744706	0.454363315584269	0.966024580782647	-0.435761429646455	-0.39385244026047	0.0717985621378824	0.14804152561114	0.170906497776683	"S02"	0.966024580782647	"IS09"
"FGD2"	"FGD2"	-0.0657068762313243	-0.0962311418683945	-0.101691760167573	-0.199858806083951	-0.234327275102269	0.0646763203705409	0.933283747491002	0.355449734661026	0.938545055207875	-0.403344070896485	-0.578530252568596	0.00179007211833131	-0.0209220326376486	0.110897852319216	"S02"	0.938545055207875	"IS09"
"BIN2"	"BIN2"	-0.0524089475392452	-0.0555125358374221	0.0136055370603625	-0.039861370215813	-0.171386166395201	0.0476555652807719	0.913307692972344	0.0884018100789937	0.933878427646291	-0.240826156229872	-0.711239781259932	0.155197022518755	-0.178031657615611	-0.0300425570382128	"S02"	0.933878427646291	"IS09"
"RGS1"	"RGS1"	-0.169623327760093	-0.0963150936353349	-0.0420397239984958	-0.148507712346504	-0.136509565638221	-0.0617791174923928	0.759190997126833	-0.0928159902543085	0.868633038659947	-0.208978257281713	-0.651354924266072	0.454020703082067	-0.103517693609919	-0.0565579217456677	"S02"	0.868633038659947	"IS09"
"LAIR2"	"LAIR2"	-0.0462340828422882	0.0918662227167978	-0.179250805809853	-0.150383378475333	0.194730206136442	0.138406025032785	0.5621049971178	-0.101194576545829	0.757675571691522	-0.137485428299408	-0.364905933774759	-0.0210459254074908	-0.130119630548439	-0.150801594215919	"S02"	0.757675571691522	"IS09"
"MYO7A"	"MYO7A"	0.0723201102904886	-0.00412371670582541	-0.197264658350466	0.147029566942291	0.144795401875411	-0.158891281362779	0.495029426451537	-0.230846827448962	0.645504191174709	-0.295236958319241	-0.279127936027824	-0.110249320559681	-0.0250113505907562	0.428837972133985	"S02"	0.645504191174709	"IS09"
"CLC"	"CLC"	0.278415266436975	-0.0517602242514359	-0.0428069739151957	0.0027220490797448	0.0220166686930431	0.0696967934800128	0.227639036719383	0.321742819709515	0.60605465212995	-0.233376107137248	-0.408946857779373	0.364248021322973	-0.211254706754335	-0.216077330385073	"S02"	0.60605465212995	"IS09"
"TMEM86A"	"TMEM86A"	-0.0276010561678288	0.0716398204125525	0.0113792042210732	-0.0103727522716106	-0.0923396027972112	0.150565247041841	0.206438029624773	-0.131739185129968	0.592830799541353	-0.352945911498992	-0.276741477260146	0.251701642880906	0.451625220136771	-0.0357675601418337	"S02"	0.592830799541353	"IS09"
"CLLU1OS"	"CLLU1OS"	-0.179533757619878	0.113583802239534	0.0762937255751099	0.307091248965203	-0.213974740828403	-0.0833699295033191	0.323567185259212	-0.260495417828288	0.395862913432218	0.101801895393238	-0.357362076633571	0.0638498371930341	-0.0230226537683008	-0.201836544992576	"S02"	0.395862913432218	"IS09"
"DLL3"	"DLL3"	-0.109202031042445	0.0943553884745632	-0.151454991558073	0.512075272382195	2.23029657414338	-0.110450833956669	-0.0923415237631532	-0.196196352068422	-0.163094513285308	-0.100783402191453	-0.0801402971677166	-0.193255499167774	0.0653284784643978	-0.0797843577264358	"S03"	2.23029657414338	"IS05"
"KCNH7"	"KCNH7"	-0.007677904341453	-0.0389554712813268	-0.10475221072928	0.116520436832825	2.06381915261752	0.0206105100203611	-0.0788452414048979	-0.0200270491947747	-0.00944644457717632	-0.132599813934641	-0.107261753749341	-0.105034006088337	-0.0405629176575693	-0.0814142753557265	"S03"	2.06381915261752	"IS05"
"ASCL1"	"ASCL1"	-0.0498549945205699	0.00595160815269376	-0.111598992587348	0.153405391849182	2.04700986072952	-0.0163521548682871	-0.0133824193243762	-0.147526524059744	-0.0966060974869264	-0.174455668730418	-0.0407557019075284	-0.137786918274143	-0.0106360748122013	0.0298232221432768	"S03"	2.04700986072952	"IS05"
"SCN3A"	"SCN3A"	-0.0511727104560273	0.116659025826838	-0.187817197570472	-0.0757307258864364	1.9750416907197	-0.103162521984653	0.163222187388305	0.775885481642723	-0.0426720731018583	-0.369167354655772	-0.236240538684107	-0.0165515490254083	-0.0691424752562474	-0.0124959926489389	"S03"	1.9750416907197	"IS05"
