"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"State"	"MaxFC"	"InitialState"
"NOL4"	"NOL4"	0.00095515177754289	0.14878404887877	-0.198643833216071	0.00985409725277072	1.74507567517938	-0.00757908408049302	0.0588974506670727	0.129458195084001	-0.0852521798519647	-0.194179499486227	-0.117248310503543	-0.140238146247133	0.212763276077078	-0.0553279768809854	"S03"	1.74507567517938	"IS05"
"ASXL3"	"ASXL3"	0.122485011772533	0.00874877820344572	-0.114296325738176	0.0803516139415091	1.69086201841667	0.0715717038019584	-0.0401342562852248	0.496013592557185	-0.1176962733477	-0.347692432160831	-0.237337120831322	0.275684417309258	0.00464314580226553	-0.0810547679339077	"S03"	1.69086201841667	"IS05"
"FEV"	"FEV"	0.363375090866588	0.078605187407324	-0.17200505636715	0.105838889255318	1.62308331476563	-0.0410299112337091	-0.0352021960869939	0.0314673561052796	-0.139225994475486	-0.187072280135616	-0.164001400508058	0.0268565059232303	0.016390018751226	0.0881031736940425	"S03"	1.62308331476563	"IS05"
"SLC18A1"	"SLC18A1"	0.118146842575955	0.174517353309239	-0.149102105390343	0.0562630021754728	1.40419322193921	-0.00672384379444531	0.176678071073865	-0.0633745034539139	0.0549625882808463	-0.265302549092961	-0.10978375686062	-0.0988652569147358	-0.0242187821152246	0.131634844133875	"S03"	1.40419322193921	"IS05"
"LMX1A"	"LMX1A"	0.0605725220916104	-0.0920553835612366	-0.136010963551595	0.0476493551963689	1.37249416341178	-0.0486207473342898	-0.0330937527603818	0.546911270090275	-0.159013596170514	-0.252800162275497	-0.13625045292071	0.0773644408251766	0.11529743499318	-0.0713252538930067	"S03"	1.37249416341178	"IS05"
"INSM2"	"INSM2"	-0.0249143834373357	0.163492400241788	0.0426821329908995	0.0074742679604851	1.34839350963912	-0.0897455385283368	0.00271117374713722	-0.0643627976771003	0.00605300300606551	-0.152152472461927	-0.122092227650664	0.0140788170754782	-0.0111003393660011	0.0561482244503886	"S03"	1.34839350963912	"IS05"
"SEC14L5"	"SEC14L5"	0.0504859151268264	0.0380573244340178	-0.0123229605828806	0.184227721338109	1.33687836274943	0.165859643882895	0.164525598066951	0.203785626656517	-0.151911333558265	-0.345318000119049	-0.10531811161915	-0.110126165652288	0.115442370174778	0.0775471066225333	"S03"	1.33687836274943	"IS05"
"NPTX1"	"NPTX1"	0.0191401639802549	-0.0968519592342054	-0.0904060467166451	0.0106673023318697	1.29153282018476	0.0326290320270039	0.0166960577774057	0.061615071859002	-0.0762117670289055	-0.213035187549051	-0.0953724059175207	0.193320379659972	-0.0935633449404403	0.0284708180142264	"S03"	1.29153282018476	"IS05"
"SLC29A4"	"SLC29A4"	0.222365219594554	0.130807494412404	-0.234641020411634	0.54054325180853	1.26435566068026	-0.129974873814275	-0.128790587628038	0.409288972620008	-0.179359073457608	-0.284387943020682	-0.0850211258281023	-0.168170407178619	0.471385076314028	-0.117441870658717	"S03"	1.26435566068026	"IS05"
"GALR1"	"GALR1"	0.0426418650243128	0.749140291748648	-0.172020728642159	-0.0260350606870128	1.26421682340574	-0.0736996377922171	0.122908860851601	0.216494662611762	-0.103207975504159	-0.329935753395642	-0.133117579966579	-0.0237290879763031	-0.0314038457800369	0.29952294518068	"S03"	1.26421682340574	"IS05"
"SYT6"	"SYT6"	-0.132675919832167	-0.0622957779705184	-0.0963027499236544	-0.0366529776778657	1.19193380625902	-0.0141678310451559	0.101559970487484	0.0175406321045219	0.410586296279297	-0.238404637993644	-0.204061109488925	0.113160176220539	-0.0938547902717998	0.00955351825488024	"S03"	1.19193380625902	"IS05"
"PENK"	"PENK"	-0.0565915253822076	-0.0628491338370879	-0.0597561678203977	-0.00466415994047896	1.05784538455436	-0.0747065382154957	0.0104551290165027	0.0859242101996978	-0.0905682364454837	-0.142812373130754	-0.0956475227909504	0.26311561541047	-0.0470588883326913	-0.105989899804503	"S03"	1.05784538455436	"IS05"
"KIF19"	"KIF19"	0.036012110768039	0.216120400282626	-0.221336672310693	0.00492577969668656	1.01338701302119	0.647930244630823	0.551389426318254	0.517463927124945	0.0445733894728157	-0.39461101034326	-0.43555192377732	-0.0194775489070284	-0.0324989681009802	0.0662725397807854	"S03"	1.01338701302119	"IS05"
"SLC25A21"	"SLC25A21"	-0.152396320920881	0.526094641567634	0.26142670207019	0.135800806460851	0.99151441107754	-0.0763226164658444	0.0304793864188334	-0.147891388274561	-0.0354912361534742	-0.517938788241186	-0.00623531389499728	-0.0126154034753814	0.17464610774866	0.599153961526416	"S03"	0.99151441107754	"IS05"
"TMEM72"	"TMEM72"	0.524338937043033	0.010946122000295	-0.14365577405955	0.139793057179863	0.900493320740708	0.052438460164219	0.21087126891013	0.0234180708388604	0.0649883171037461	-0.218318542921572	-0.157985390429356	-0.104611891457858	-0.0311563233521795	-0.0147848676932773	"S03"	0.900493320740708	"IS05"
"CNGA3"	"CNGA3"	0.174794497715547	0.18603826469358	0.0172289040334495	-0.168100392638354	0.89919005020641	0.342944129979362	0.158844369744287	-0.0194205195413237	-0.0518937027120625	-0.413940561409964	-0.312019205562052	0.560871145480753	-0.0746284402284414	0.318073518089603	"S03"	0.89919005020641	"IS05"
"KCNA2"	"KCNA2"	0.0543725648650158	0.0763000518611844	-0.210362235114157	-0.0733146530919483	0.886863690545897	-0.116602491859834	0.446281276009351	0.711130317343479	0.0998399496537545	-0.326620737930628	-0.347796575521701	0.136699732591464	-0.0952858308612293	-0.0454866182099613	"S03"	0.886863690545897	"IS05"
"WNT16"	"WNT16"	0.0181006639487435	0.0979469765376384	0.252813944561331	0.34522984996503	0.828683739713295	-0.179784966661578	0.526392006784529	-0.0867189306630657	-0.0857530744043036	-0.341274802330493	-0.189011580295214	0.188482561438009	-0.243151029187019	-0.0574101475147974	"S03"	0.828683739713295	"IS05"
"FGF12"	"FGF12"	0.00420073992814163	0.0962523346873528	-0.134708549730045	0.731978582502205	0.736867063002871	-0.0656824639680167	-0.164467419685134	-0.0824541877942266	-0.169577276401313	-0.260305883160725	0.0442025115204547	-0.108858647842467	0.641638122938647	-0.0856313748195059	"S03"	0.736867063002871	"IS05"
"ZNF473"	"ZNF473"	-0.10165123884216	0.151984132446074	-0.236901312755668	0.395330692749154	0.730688044471824	-0.0238520600431085	0.0606583931056375	0.0148747280970015	0.0301498930208179	-0.435273274774175	-0.0846589450828223	-0.133528363840432	0.63615670829306	0.447882460713537	"S03"	0.730688044471824	"IS05"
"SLC6A3"	"SLC6A3"	-0.0357097165415969	0.0434894702807629	-0.182700376605083	0.214531821689345	0.692659298523974	0.10079644566171	-0.00709683649206263	0.0134320847911056	-0.0993828173565824	-0.187628465743449	-0.0586735598937418	-0.0530951289958431	0.570556222358906	-0.0629808565731488	"S03"	0.692659298523974	"IS05"
"OVOL3"	"OVOL3"	-0.22302521660854	0.501988411907125	-0.0158762977639413	0.624858448896866	0.647517411665218	-0.187636692894734	0.452444604927434	-0.207496520751559	-0.109942019620991	-0.231831641588221	-0.235074326121064	-0.208133138948606	0.19310216687211	0.330559764913074	"S03"	0.647517411665218	"IS05"
"ANKRD34A"	"ANKRD34A"	-0.140872474378725	0.0156696568472528	-0.128727761808734	0.185649745517311	0.511566738353525	0.0218013196544536	0.205733533541554	-0.0446584446304313	-0.00887542066789367	-0.414713322971744	-0.17702762136992	0.335638685519158	0.456658330948779	0.200479849395825	"S03"	0.511566738353525	"IS05"
"TMED6"	"TMED6"	0.252466399315069	-0.079942701090032	-0.251346712294236	-0.0278137779759498	0.491992504861653	0.217737594157292	0.0178942148011237	0.421793149786052	-0.0241906640039456	-0.274175529308886	-0.0764586527125972	-0.150889651307439	0.346897162332068	0.187307160692827	"S03"	0.491992504861653	"IS05"
"FAM19A1"	"FAM19A1"	-0.0627350452147945	0.0991481335863495	-0.118398457417126	-0.150518049822516	0.441947340035627	-0.0155031254956833	0.225034184764811	0.12181759494652	0.0525430420642027	-0.196700538460943	-0.163418622300751	0.368258483562492	-0.026190657770473	-0.111380850732924	"S03"	0.441947340035627	"IS05"
"CDHR5"	"CDHR5"	1.94008193554844	0.000895473724953684	-0.182837018791835	-0.0328993594853136	0.0843469103685898	0.223785458070188	0.0532759267366185	-0.001720655681116	-0.12722960293041	-0.300885746529037	-0.110600234406065	-0.11902758175471	0.0441603473394932	0.243549337613828	"S04"	1.94008193554844	"IS01"
"C11orf86"	"C11orf86"	1.79694718399432	-0.046685277913214	0.0649578996841515	0.0357792899575281	-0.121238781434922	0.25302482391313	-0.0204822859493382	-0.201194289641803	-0.0606016100427681	-0.0562257275767303	-0.0785008987698388	-0.181489825933046	-0.128179458320003	-0.0930937938947028	"S04"	1.79694718399432	"IS01"
"MOGAT2"	"MOGAT2"	1.4848060509278	0.0267958971809814	-0.101958745231436	0.00518982362814023	-0.177057509299436	0.433259022055439	0.0232924542946707	0.00517838780787253	-0.092452226140512	-0.136657260113885	-0.0967702135455297	-0.134411410230018	0.0352466610757351	-0.0469291499806987	"S04"	1.4848060509278	"IS01"
"SLC26A3"	"SLC26A3"	1.47818602882296	0.141550472589824	-0.0588102799919071	-0.0931070137525723	0.042663217349964	-0.0382455349493116	-0.00911962354794636	0.739643141326863	-0.197423219486059	-0.316453773748335	-0.142929993972078	-0.0682969872850111	0.0315834283644382	0.0974524822776315	"S04"	1.47818602882296	"IS01"
"CREB3L3"	"CREB3L3"	1.44863734597102	0.173913243138859	-0.147841891426295	0.0212393999078267	0.00217932532123332	-0.0155817600652587	0.167825797149982	-0.0766760106028885	0.140700034929546	-0.107491808696201	-0.179426955497637	-0.117914514857077	-0.10113084650729	-0.0917247716485417	"S04"	1.44863734597102	"IS01"
"LRRC19"	"LRRC19"	1.41834683566874	0.212427647514088	-0.165001513701479	-0.0840173256486815	0.0724821709544146	-0.0539330553384834	0.0678722570508256	0.193281484072434	-0.0719978335031248	-0.28886024416708	-0.155097328931864	-0.140062508249263	0.180532695134395	0.371465232651773	"S04"	1.41834683566874	"IS01"
"FABP2"	"FABP2"	1.39336720530465	0.11360025512018	-0.0901948630703473	-0.109939336237037	0.127365630839903	-0.0267805769340498	0.0807051243896922	0.169458191474906	-0.107240280402482	-0.370691519882472	-0.113429684726339	-0.118869755569804	-0.0409067648405061	0.667529421640483	"S04"	1.39336720530465	"IS01"
"DHRS11"	"DHRS11"	1.06569319351874	0.048520775956311	-0.155239448497043	0.304961673674537	0.111589093835008	-0.114966838179062	-0.102708341221958	-0.153695183146027	-0.205634488333582	-0.0491309894705757	0.10529998294171	-0.344245987664576	0.100532262786082	0.129914372280478	"S04"	1.06569319351874	"IS01"
"CA7"	"CA7"	0.995725306064515	0.352307124611725	-0.160281492163982	0.39428501852721	0.307375243816776	0.0245077823017747	0.0103980092815608	-0.203063665255907	-0.126995134450784	-0.242896977608918	-0.0483380507227558	-0.0949950024992712	-0.154016686817454	0.384163363373916	"S04"	0.995725306064515	"IS01"
"UGT2B17"	"UGT2B17"	0.890864627894281	-0.017422978808821	-0.0571185248226652	-0.0220600067206713	-0.107557273220065	0.0629465997190814	0.592853714532518	-0.106324641132114	-0.147525251292491	-0.198397061140311	-0.154651818151693	-0.0498181911858267	-0.157268811097931	0.139994139683051	"S04"	0.890864627894281	"IS01"
"TBX10"	"TBX10"	0.853160377888528	-0.00452182552544996	-0.0841370190436704	0.225374717960237	0.541876141397898	0.0986962204092222	0.129624892745501	-0.1823699353582	-0.154228254980323	-0.168645006929094	-0.0475785672588575	-0.147019674586107	0.0419484252035214	0.0275444944927844	"S04"	0.853160377888528	"IS01"
"MEP1B"	"MEP1B"	0.849033354653116	0.123483686039492	-0.175307503231086	0.0083010983110473	0.734214122415939	-0.130304472795134	0.0830079059217676	0.267664663648482	-0.102460160404433	-0.323239766137071	-0.112677269884519	-0.148906114166588	-0.0219527719566999	0.473778059115338	"S04"	0.849033354653116	"IS01"
"TM6SF2"	"TM6SF2"	0.827130834495145	0.039983602995212	-0.190700724907687	0.237323752216713	0.253420049436062	-0.0629656895984102	-0.00714546880860434	-0.279014102919026	-0.149994059869577	-0.185480073773075	-0.216561669586811	0.723293304316276	-0.0856122314542424	-0.0809888974684446	"S04"	0.827130834495145	"IS01"
"LYPD8"	"LYPD8"	0.818116432388976	0.00726125495000325	-0.0669086248305461	0.468110635073253	0.0962434685605508	-0.123309048807204	0.0889059513729937	-0.157919951328182	-0.107081974930141	-0.223149042046245	-0.0487781294999788	0.00878463147968749	-0.0488855728938695	0.183717579062339	"S04"	0.818116432388976	"IS01"
"MTTP"	"MTTP"	0.803031510377661	0.248960043643517	-0.26893658017536	0.124786541463808	0.220726184158149	0.0535069229947282	0.168641679856201	0.334806483908367	0.137659196369327	-0.481640253752729	-0.180024534707486	0.0921505891012966	0.174734405848724	0.175909685675294	"S04"	0.803031510377661	"IS01"
"SLC5A11"	"SLC5A11"	0.798597221789488	0.52038256053221	-0.162972201031991	0.645977414961666	0.403977999288357	-0.119807898171895	0.16232886328791	-0.161883525260984	-0.105763448558471	-0.296242749962118	-0.158096271765706	-0.14832219683969	0.0497524040089385	0.325741533843863	"S04"	0.798597221789488	"IS01"
"DNASE1"	"DNASE1"	0.794639295853558	0.306763860572784	-0.201208567860063	0.221832417185279	0.42785227578019	-0.114996457634949	0.078721468504163	-0.376557498861729	-0.166725958537926	-0.353681951353838	0.0370111754459041	-0.259857857197277	0.299413286078252	0.743871311285712	"S04"	0.794639295853558	"IS01"
"CES2"	"CES2"	0.7388742173169	-0.141448033520098	0.677636278529815	-0.115345188525897	-0.207144531376567	0.0122505520751089	-0.0729363390378862	0.466981990624108	0.0393469569062792	-0.48075412013494	-0.0916096142239803	0.0520841841516232	0.21484193191118	0.246426418016705	"S04"	0.7388742173169	"IS01"
"TRPM6"	"TRPM6"	0.666482718102863	0.104364584480908	-0.0194030848410476	0.286266228119208	0.353083242040218	0.0394151563616708	0.203689704953606	0.562688425373057	0.0679171051477389	-0.414720408722525	-0.242645566845557	-0.0588126231251362	0.00434305970998934	0.111936950516033	"S04"	0.666482718102863	"IS01"
"B4GALNT2"	"B4GALNT2"	0.621880699148287	0.0909396719685322	0.0115464441098587	0.0654726110312961	0.328540616086566	0.0603779843976483	0.1026895372069	-0.0292964141961604	-0.0132978731057283	-0.358104246396235	-0.0987529946462762	-0.106566160858518	0.573663292915873	0.161109275808193	"S04"	0.621880699148287	"IS01"
"CIDEB"	"CIDEB"	0.485564863088744	0.00363104578690816	0.0728738040907787	0.167567340384006	0.0654684710123933	-0.0117956086965374	0.318493876584532	0.203426794548517	0.0137500600013179	-0.208316559561866	-0.205525616302267	-0.023978738869001	-0.168096270630214	0.12467603459618	"S04"	0.485564863088744	"IS01"
"CA4"	"CA4"	0.604742659890999	-0.119737390771795	-0.120614712913596	-0.0189729362796477	-0.0215964548339148	0.00929873805967564	-0.060406196878825	1.63674089667469	-0.118065470067301	-0.246022076430738	-0.198131762643436	-0.160180911722201	0.0504050261074303	-0.151514125006134	"S05"	1.63674089667469	"IS08"
"PGA4"	"PGA4"	0.142674175291149	-0.0212055157580032	-0.166644513320336	-0.0604321914661926	-0.0885358012863836	0.426783590350365	-0.0617594462871682	1.35536567963096	-0.0567109349716012	-0.182247943732677	-0.167605115836556	-0.0913920886439344	-0.0609092959649665	-0.130007256312023	"S05"	1.35536567963096	"IS08"
"ERICH4"	"ERICH4"	0.956531969115973	0.137544719760916	-0.188310050756441	-0.0785392015677267	-0.0739419722972647	0.00239212447121297	0.00420476462963333	1.24703564915062	-0.0387685525380933	-0.300694801006676	-0.24347235809252	-0.0869474366978249	-0.0695490325906181	0.137847640424212	"S05"	1.24703564915062	"IS08"
"PGA3"	"PGA3"	0.167585362662725	0.0239139558515921	-0.133741587423201	-0.0487892988569808	-0.116056262059443	0.482561223540743	-0.0649355990443656	1.22890162998105	-0.0636018033141732	-0.162683196934292	-0.166899259807597	-0.11769833192897	-0.0508530694710875	-0.0964360632578685	"S05"	1.22890162998105	"IS08"
"SOSTDC1"	"SOSTDC1"	0.0281660302035283	0.00538940904645208	-0.0988279142622895	0.354031937292651	-0.0775534184311629	0.227177110594481	-0.0641153808266413	1.11207802344361	-0.142928797237817	-0.257105447791444	-0.0597716865346458	-0.10710597051979	0.0651251272584402	-0.145245660441934	"S05"	1.11207802344361	"IS08"
"CYP2U1"	"CYP2U1"	-0.182535646972688	-0.0252205710682364	-0.243909887218916	-0.0147980967927682	0.28125490064766	-0.083262937851673	0.246366804388785	1.10580993656611	0.20787040458277	-0.596470734837837	-0.425476978027309	0.781458282439535	0.135792986679711	-0.0471613540370826	"S05"	1.10580993656611	"IS08"
"MEF2C"	"MEF2C"	-0.0809023807621783	-0.232711518041233	-0.193208155690981	-0.289118529559533	-0.0574588924383551	-0.10604624864464	0.680561263092167	1.08560781413052	0.395218252279583	-0.55614026764864	-0.568246906382055	0.828479887142347	-0.130312046885642	-0.11955844436281	"S05"	1.08560781413052	"IS08"
"ITGA8"	"ITGA8"	0.105368461670011	0.0224748186233811	-0.229202999497522	-0.242683467177414	0.0848406578148099	0.108943417436778	0.353965214166	1.04215515599038	0.0287468081028004	-0.462457127213013	-0.413107277283652	0.766934535808436	-0.15132824535725	-0.0830670486138266	"S05"	1.04215515599038	"IS08"
"ALDH1A1"	"ALDH1A1"	0.190639654311348	-0.115719166157018	-0.123439169237656	0.254863639721729	0.587851308381928	0.27338905206623	-0.0182017166553354	1.00864706961582	-0.0607409687272381	-0.326116092347694	-0.24327200149228	-0.115901714184701	0.463481857531662	-0.196687441254586	"S05"	1.00864706961582	"IS08"
"NFE2L2"	"NFE2L2"	-0.137820390592972	-0.0691188322245147	0.386548684470651	0.0635198233655247	-0.170338925468584	-0.00809654964796498	-0.00702153522566771	0.677122825688013	0.16003992491403	-0.575589211046635	-0.112562988093854	0.232098201758227	0.593875312435306	0.0349585553361901	"S05"	0.677122825688013	"IS08"
"ENPP6"	"ENPP6"	0.112360239137865	0.226974082769633	-0.163229003837214	0.0134626215108167	0.281835359437688	-0.0517695370685126	0.425863440447152	0.593186278772246	0.202866126329407	-0.287108400592448	-0.273695117827847	0.0191092689760437	-0.11244070615169	-0.0477935959907668	"S05"	0.593186278772246	"IS08"
"CPM"	"CPM"	0.264302583560963	-0.116405590020373	0.34426736600441	-0.0176545286644225	-0.0020389312386589	0.0697669505425277	0.205645273000515	0.564221446329401	0.516334806822476	-0.549945528155353	-0.388962673384047	0.267067009796701	0.241104604139828	0.0491556298000554	"S05"	0.564221446329401	"IS08"
"METTL1"	"METTL1"	-0.287805485108473	0.0220560544386081	-0.188155340703045	0.329388191422403	0.0339663562112966	-0.164744337782493	-0.0663061705467067	-0.402817737946075	0.0171660177718256	-0.0802656886590215	0.0496838189925938	-0.162978751250978	1.02180135214691	0.0435354754487675	"S06"	1.02180135214691	"IS13"
"OS9"	"OS9"	-0.0591971337650498	-0.0244275400886118	-0.186720318802283	0.0797991459087375	0.181415956421741	0.0615813482627012	0.070062627225458	-0.0325468707233889	0.0341966222005532	-0.278433035585908	-0.101002280551931	0.0456509276729997	0.977080587964038	-0.0112678241951053	"S06"	0.977080587964038	"IS13"
"MCCC1"	"MCCC1"	-0.128347027561247	0.293621774536554	-0.187611614342353	0.312666947373876	0.0127006433880511	-0.103339162112513	0.0621932347946392	0.109441532925823	-0.080337398786195	-0.238699444208361	0.00064865345370051	-0.242407902821771	0.813175804267144	0.139105292309361	"S06"	0.813175804267144	"IS13"
"TSPAN31"	"TSPAN31"	0.123914801858884	-0.146728873368782	-0.0249776840195228	-0.12278153369382	0.0801205837852466	0.0865791962079011	-0.0980223077461168	0.271178535638822	0.139917854153015	-0.577176339172295	0.045234594981587	0.244559562311175	0.771260853195971	0.139829520905235	"S06"	0.771260853195971	"IS13"
"ADM2"	"ADM2"	0.229655842571832	0.18687261751346	-0.204953161981702	0.267220716524654	0.105375800337106	0.234625961163092	0.200112010929383	-0.322433516901596	0.0883352849840159	-0.23719525162222	-0.0418482199415003	-0.259010185518497	0.730793449010067	-0.0121033585028473	"S06"	0.730793449010067	"IS13"
"SEC22B"	"SEC22B"	0.072671206990472	-0.106309442289713	-0.0966029125487221	0.11834754822795	0.0702167688426311	0.201922279224944	0.16905361902709	0.0479766994196469	0.276538827651045	-0.551944945119897	-0.162806931106722	0.252686880149024	0.7249153047961	0.119318445664681	"S06"	0.7249153047961	"IS13"
"TMCO3"	"TMCO3"	-0.128152951789734	-0.0321858401551479	0.006579704763447	0.0944925692671199	0.205277858304778	0.259161209317546	0.0345023279944382	-0.109315096171834	0.0601512671125032	-0.393455104607283	-0.0487806282793731	0.182705399652942	0.695965121475021	0.0654721750794098	"S06"	0.695965121475021	"IS13"
"ING1"	"ING1"	-0.0993162398179888	0.171888091910924	-0.127504717525677	0.0943982843258596	0.50204255522305	-0.0233814293234622	0.141875799497954	-0.187580820726219	0.0265496109498681	-0.340162187554851	-0.030209489662801	-0.0335878188068237	0.691017087913417	0.17377478030998	"S06"	0.691017087913417	"IS13"
"BRMS1L"	"BRMS1L"	-0.325383504276978	0.0376158786733453	0.137367037561495	0.219376682039112	0.652147594728965	-0.336130857386174	0.0119681690711449	0.329915364972662	0.0893587185896867	-0.618552914559601	-0.0393919990609131	0.262651390804034	0.688965137098127	0.118826084968889	"S06"	0.688965137098127	"IS13"
"MARCH9"	"MARCH9"	-0.290302729629603	0.19534341419584	-0.21775952410543	0.21686646399953	0.394951102049152	0.0364348371397126	0.0453651504975205	-0.323234601690974	-0.122854162936836	-0.220884975787013	0.0652990838835417	-0.117244839303782	0.669020511393244	0.297765027225318	"S06"	0.669020511393244	"IS13"
"RAB3IP"	"RAB3IP"	0.0895277427786409	0.105542788306604	-0.054332448606855	0.356399830822877	0.346994608324424	0.0465381009849014	-0.0717032981130299	-0.380368151864067	0.0159942994628417	-0.248428814637655	0.174693116969257	-0.349933448469937	0.583405250283551	0.184567380852435	"S06"	0.583405250283551	"IS13"
"C19orf12"	"C19orf12"	-0.0381444703408876	-0.077558197904041	-0.0870689748016525	0.225818449411988	0.0667492134095514	-0.165121908435534	0.174630619857569	0.26373219672388	0.127877776040953	-0.379998550012745	-0.0979323255772289	0.0793747028808987	0.580058315688387	0.00112581763223667	"S06"	0.580058315688387	"IS13"
"HDAC9"	"HDAC9"	-0.000768389354169986	-0.145568874901709	0.0598895334440685	-0.0812450864315053	0.447234154451856	-0.0539751215513057	0.178042130237628	0.0388718520835293	0.214614550971764	-0.302795242334879	-0.201754890104333	0.174786692840205	0.505979481000095	-0.0408904218285314	"S06"	0.505979481000095	"IS13"
"HIST1H3A"	"HIST1H3A"	0.00506166832917315	0.216334976748267	-0.0775810316362363	0.364028818634645	0.3612740635782	-0.000848808765680173	0.130971269810089	-0.250621244053432	-0.076966698558875	-0.109777369255774	-0.109801153043449	-0.193865791180504	0.497443384757643	0.118292938758653	"S06"	0.497443384757643	"IS13"
"KATNBL1"	"KATNBL1"	-0.0560193256099874	-0.00247933708331371	0.382605750211814	-0.013348428222359	-0.0702818712216824	-0.0881501689829651	0.0910264593246722	0.0513530963901395	0.0263749552802864	-0.498209818373981	0.0497660342560526	0.108654931267901	0.414970299232575	0.350353178482913	"S06"	0.414970299232575	"IS13"
"GUSB"	"GUSB"	0.216023905389441	0.0786568898866725	-0.244155018561971	0.0516746108525446	0.145700975195686	0.274268225389122	0.117792669671183	-0.321750335812098	0.132760378816103	-0.245300263080888	-0.021731233708408	-0.115213931146994	0.40993428620901	0.282246878407898	"S06"	0.40993428620901	"IS13"
