"V1"	"TCGA.FD.A5C0.01A.11R.A28M.07"
"CLCA1"	"CLCA1"	-0.0984212759169706
"LUM"	"LUM"	-0.293022590538834
"SLC29A4"	"SLC29A4"	-0.210796219354726
"OTOP2"	"OTOP2"	-0.308378005293244
"VPREB1"	"VPREB1"	-0.161287374011125
"BPIFB2"	"BPIFB2"	-0.139209430607276
"CAPZA2"	"CAPZA2"	0.135154805676237
"SLC2A5"	"SLC2A5"	-0.297678063777015
"GJA10"	"GJA10"	-0.181147812119929
"ITGA8"	"ITGA8"	-0.14902875979952
"POU2F2"	"POU2F2"	0.277487723827557
"GPR15"	"GPR15"	0.55051053203533
"SI"	"SI"	-0.0550796704967025
"HIST1H3A"	"HIST1H3A"	0.835067641338457
"CSTL1"	"CSTL1"	-0.842985024246864
"ALPI"	"ALPI"	-0.171203458747755
"GPR25"	"GPR25"	-0.39251434445837
"P2RY8"	"P2RY8"	-0.260806838533468
"PTPN7"	"PTPN7"	-1.21947655189721
"LILRB1"	"LILRB1"	-0.442187623527689
"INSM2"	"INSM2"	-0.0943719096471115
"HES3"	"HES3"	-0.188906276817783
"DUSP21"	"DUSP21"	-0.0763719368962643
"SLAMF1"	"SLAMF1"	-0.563517546989027
"CDHR5"	"CDHR5"	-0.193355467693004
"PHOX2B"	"PHOX2B"	-0.104757804418752
"A4GNT"	"A4GNT"	-0.543066000562467
"TMED6"	"TMED6"	1.25852385435887
"TRPM6"	"TRPM6"	-0.289459944043032
"TMEM207"	"TMEM207"	-0.165914859098427
"WNT16"	"WNT16"	-0.814540738535105
"TAS1R1"	"TAS1R1"	-0.339921362551984
"SIT1"	"SIT1"	-0.134484466368828
"PTRH2"	"PTRH2"	-1.08172087639349
"GALR1"	"GALR1"	-0.321155732422179
"BHLHE22"	"BHLHE22"	0.120742547255024
"OR2M4"	"OR2M4"	0
"SLC6A19"	"SLC6A19"	-0.0970480355842453
"CASP5"	"CASP5"	-0.362593246437559
"ING1"	"ING1"	1.20564930080882
"GSTA2"	"GSTA2"	-0.219254488585688
"EEF1E1.BLOC1S5"	"EEF1E1.BLOC1S5"	-0.184170699396604
"KLRB1"	"KLRB1"	-0.302051805255326
"CA7"	"CA7"	-0.604831558307529
"SNX20"	"SNX20"	0.189792517029239
"ALDH1A1"	"ALDH1A1"	-0.213116748186169
"MC4R"	"MC4R"	-0.541658709441729
"CD177"	"CD177"	-0.143920998183096
"SLC5A5"	"SLC5A5"	-0.0686869814122134
"PDGFRA"	"PDGFRA"	-0.113031427225669
"C19orf12"	"C19orf12"	-0.0372724441038529
"ENPP7"	"ENPP7"	-0.397298744563967
"TEX26"	"TEX26"	-0.101621816481311
"STAP1"	"STAP1"	-0.322734338000356
"CEACAM7"	"CEACAM7"	-0.134645373582076
"SLC25A21"	"SLC25A21"	-0.10880678037033
"IL2RA"	"IL2RA"	-0.64242114040138
"PGA4"	"PGA4"	-0.169728837941395
"OR8D1"	"OR8D1"	-0.34633750587532
"CPNE5"	"CPNE5"	-0.364414460630104
"PLA2G7"	"PLA2G7"	-0.374881171977079
"CD48"	"CD48"	0.341269216498734
"PIK3R5"	"PIK3R5"	-0.199969443327457
"GCSAM"	"GCSAM"	1.11462253309718
"LY9"	"LY9"	-0.567290189711156
"CTD.2192J16.24"	"CTD.2192J16.24"	-0.273866806663629
"AQP10"	"AQP10"	0.632943962752048
"DHRS11"	"DHRS11"	-0.0532773026911419
"FMO1"	"FMO1"	-0.110705580218164
"OS9"	"OS9"	-0.270957880489133
"BPIFB1"	"BPIFB1"	-0.149629305468846
"MCCC1"	"MCCC1"	0.14960469665379
"MARCH9"	"MARCH9"	-0.211507174534857
"ADRA2B"	"ADRA2B"	-0.240962850240647
"LCT"	"LCT"	-0.196820098273183
"TDRD6"	"TDRD6"	-0.0419467251245981
"AC011155.1"	"AC011155.1"	-0.113674443580031
"OXCT2"	"OXCT2"	-0.114570093372202
"CLLU1OS"	"CLLU1OS"	0.300114544054298
"NPPA"	"NPPA"	-0.942145847638099
"GIP"	"GIP"	0.322730469884531
"SPIC"	"SPIC"	-0.218981356953921
"ENPP6"	"ENPP6"	-0.0958250718023442
"FRG2B"	"FRG2B"	-0.212220771156595
"OTOL1"	"OTOL1"	-0.20384988635414
"ASXL3"	"ASXL3"	-0.135496524052919
"RAX"	"RAX"	-0.269477186966228
"OR4A47"	"OR4A47"	-0.10440461014515
"GIF"	"GIF"	-0.266244078670387
"ADAMDEC1"	"ADAMDEC1"	-0.253423064128395
"TPSAB1"	"TPSAB1"	0.842341383505763
"GUSB"	"GUSB"	0.818143461771377
"CCR2"	"CCR2"	-0.264469171341547
"P2RX1"	"P2RX1"	1.89867443147143
"LTF"	"LTF"	-0.0968052216555447
"C9orf57"	"C9orf57"	-0.100531699505133
