"State"	"NumberMarkers"	"PosRatio"
"IS01"	21	6.15913849762948
"IS02"	3	14.1622297200312
"IS03"	9	1.30292645517399
"IS04"	5	5.05037223209371
"IS05"	29	11.0057345553949
"IS06"	10	3.28374198750475
"IS07"	56	20.7317851985429
"IS08"	12	1.9270490574667
"IS09"	24	3.44557681864195
"IS10"	1	0.0790706047868219
"IS11"	1	0.0477657801337315
"IS12"	9	1.25731564587655
"IS13"	16	1.74123580389633
"IS14"	10	2.24104501619118
