"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"	"State"	"MaxFC"
"CA7"	"CA7"	0.995725306064515	0.352307124611725	-0.160281492163982	0.39428501852721	0.307375243816776	0.0245077823017747	0.0103980092815608	-0.203063665255907	-0.126995134450784	-0.242896977608918	-0.0483380507227558	-0.0949950024992712	-0.154016686817454	0.384163363373916	"IS01"	0.995725306064515
"UGT2B17"	"UGT2B17"	0.890864627894281	-0.017422978808821	-0.0571185248226652	-0.0220600067206713	-0.107557273220065	0.0629465997190814	0.592853714532518	-0.106324641132114	-0.147525251292491	-0.198397061140311	-0.154651818151693	-0.0498181911858267	-0.157268811097931	0.139994139683051	"IS01"	0.890864627894281
"TBX10"	"TBX10"	0.853160377888528	-0.00452182552544996	-0.0841370190436704	0.225374717960237	0.541876141397898	0.0986962204092222	0.129624892745501	-0.1823699353582	-0.154228254980323	-0.168645006929094	-0.0475785672588575	-0.147019674586107	0.0419484252035214	0.0275444944927844	"IS01"	0.853160377888528
"MEP1B"	"MEP1B"	0.849033354653116	0.123483686039492	-0.175307503231086	0.0083010983110473	0.734214122415939	-0.130304472795134	0.0830079059217676	0.267664663648482	-0.102460160404433	-0.323239766137071	-0.112677269884519	-0.148906114166588	-0.0219527719566999	0.473778059115338	"IS01"	0.849033354653116
"RBP2"	"RBP2"	0.837098786299456	0.0637055487318356	-0.206840831811047	0.2950028947698	0.0484742665683841	0.0798821832771611	-0.0839039984290533	0.40216512920919	-0.0929089003735255	-0.188463910794292	-0.098508832837081	-0.0966195428684143	-0.0951744867633137	0.227847036939232	"IS01"	0.837098786299456
"TM6SF2"	"TM6SF2"	0.827130834495145	0.039983602995212	-0.190700724907687	0.237323752216713	0.253420049436062	-0.0629656895984102	-0.00714546880860434	-0.279014102919026	-0.149994059869577	-0.185480073773075	-0.216561669586811	0.723293304316276	-0.0856122314542424	-0.0809888974684446	"IS01"	0.827130834495145
"LYPD8"	"LYPD8"	0.818116432388976	0.00726125495000325	-0.0669086248305461	0.468110635073253	0.0962434685605508	-0.123309048807204	0.0889059513729937	-0.157919951328182	-0.107081974930141	-0.223149042046245	-0.0487781294999788	0.00878463147968749	-0.0488855728938695	0.183717579062339	"IS01"	0.818116432388976
"C9orf57"	"C9orf57"	0.804942229631307	0.587748410663859	-0.121385123996777	-0.0547962901326376	0.13743334132111	-0.0461286472963106	0.00128035802778829	-0.0486505326944966	-0.0616355559804073	-0.0755870041926585	-0.0239886839625583	-0.114024962799717	-0.0278284126054278	0.0159304066727217	"IS01"	0.804942229631307
"MTTP"	"MTTP"	0.803031510377661	0.248960043643517	-0.26893658017536	0.124786541463808	0.220726184158149	0.0535069229947282	0.168641679856201	0.334806483908367	0.137659196369327	-0.481640253752729	-0.180024534707486	0.0921505891012966	0.174734405848724	0.175909685675294	"IS01"	0.803031510377661
"SLC5A11"	"SLC5A11"	0.798597221789488	0.52038256053221	-0.162972201031991	0.645977414961666	0.403977999288357	-0.119807898171895	0.16232886328791	-0.161883525260984	-0.105763448558471	-0.296242749962118	-0.158096271765706	-0.14832219683969	0.0497524040089385	0.325741533843863	"IS01"	0.798597221789488
"DNASE1"	"DNASE1"	0.794639295853558	0.306763860572784	-0.201208567860063	0.221832417185279	0.42785227578019	-0.114996457634949	0.078721468504163	-0.376557498861729	-0.166725958537926	-0.353681951353838	0.0370111754459041	-0.259857857197277	0.299413286078252	0.743871311285712	"IS01"	0.794639295853558
"ENPP7"	"ENPP7"	0.761853427996274	0.162976312918168	-0.2745322079474	0.166200825453108	-0.0245117056706934	0.101937176257815	0.560224304371889	-0.111097484864789	0.323843375234577	-0.226077327550814	-0.304137193526712	-0.086953325278331	-0.120508412308911	0.0648966560191548	"IS01"	0.761853427996274
"CES2"	"CES2"	0.7388742173169	-0.141448033520098	0.677636278529815	-0.115345188525897	-0.207144531376567	0.0122505520751089	-0.0729363390378862	0.466981990624108	0.0393469569062792	-0.48075412013494	-0.0916096142239803	0.0520841841516232	0.21484193191118	0.246426418016705	"IS01"	0.7388742173169
"TRPM6"	"TRPM6"	0.666482718102863	0.104364584480908	-0.0194030848410476	0.286266228119208	0.353083242040218	0.0394151563616708	0.203689704953606	0.562688425373057	0.0679171051477389	-0.414720408722525	-0.242645566845557	-0.0588126231251362	0.00434305970998934	0.111936950516033	"IS01"	0.666482718102863
"B4GALNT2"	"B4GALNT2"	0.621880699148287	0.0909396719685322	0.0115464441098587	0.0654726110312961	0.328540616086566	0.0603779843976483	0.1026895372069	-0.0292964141961604	-0.0132978731057283	-0.358104246396235	-0.0987529946462762	-0.106566160858518	0.573663292915873	0.161109275808193	"IS01"	0.621880699148287
"MS4A18"	"MS4A18"	0.505334453168895	0.291950671304134	-0.133836751288002	-0.057144316546921	0.033697113750853	0.0316876907051972	0.0126762072866946	-0.0671002105890476	0.0977853191720921	-0.124366729828579	-0.124036984388413	-0.0652400865786542	0.0143531668534601	0.40780826984442	"IS01"	0.505334453168895
"CIDEB"	"CIDEB"	0.485564863088744	0.00363104578690816	0.0728738040907787	0.167567340384006	0.0654684710123933	-0.0117956086965374	0.318493876584532	0.203426794548517	0.0137500600013179	-0.208316559561866	-0.205525616302267	-0.023978738869001	-0.168096270630214	0.12467603459618	"IS01"	0.485564863088744
"OR2G6"	"OR2G6"	-0.0268287274816022	2.24709699048374	-0.0506764267252588	-0.0140071051978186	-0.0217879197985605	-0.0437618437880894	0.0802903498840283	-0.0821136479576314	-0.0341595509535129	-0.112976425590435	-0.0699069565217449	-0.0427507576919483	-0.124457501940232	-0.0253952843106151	"IS02"	2.24709699048374
"DUSP21"	"DUSP21"	0.653574775650055	2.16014728917853	-0.110055345105652	-0.0146285966460072	-0.0630307306417989	-0.089488523055655	-0.0219985411149416	-0.071401771187229	-0.0191012559937262	-0.120243746032414	-0.121313480657621	-0.11353597220608	-0.0599558463318886	0.0513042469053061	"IS02"	2.16014728917853
"GJA10"	"GJA10"	0.215185784443623	1.82360954557225	-0.0461893367198259	0.296171923462686	0.153199363992645	0.034467438192749	-0.0484579881091917	-0.101398271759661	-0.090265425077238	-0.118616042714132	-0.100482505544373	-0.136464109912586	0.0328921106284899	0.00577074366043021	"IS02"	1.82360954557225
"OR2T35"	"OR2T35"	-0.0559912727428538	1.80624445243908	-0.0396260887606374	-0.097943476481326	0.0546005648856566	-0.0881490228971537	0.218305503567188	-0.0626848514109991	0.0337979012083324	-0.117717660455294	-0.101341871084109	-0.0865601564391855	-0.102356559426731	0.0184391092722	"IS02"	1.80624445243908
"FSHB"	"FSHB"	-0.0216773264537662	1.68368331773925	-0.0784179811358563	-0.0861753727934353	0.238226565978696	-0.0864467033701642	0.0195654521814605	-0.0869400139602659	-0.093585471923733	-0.115107520823648	-0.0102131762690317	-0.0553321227947354	0.0829606453223496	-0.00843396049215667	"IS02"	1.68368331773925
"LEUTX"	"LEUTX"	0.0351627419191296	1.63283962259856	0.00731428098559396	0.302910156793433	0.308757550811631	-0.108233369739101	-0.000918811890759587	-0.12060907098922	-0.0592886958064889	-0.108223094974569	-0.0873331716605873	-0.1051166054704	0.0115855676293251	-0.0546122858846653	"IS02"	1.63283962259856
"DEFB118"	"DEFB118"	-0.0317095373719981	1.63155626992697	-0.147848649087399	-0.0327425851723998	0.258084128229673	-0.139284026680292	0.010473971141659	0.256182145342215	-0.112630968869792	-0.0737736877518189	-0.0865692945762363	-0.0879073133851579	-0.0659255741092643	0.0158092751799884	"IS02"	1.63155626992697
"OR2M4"	"OR2M4"	-0.0670744830082497	1.36603692816059	-0.00674586377375838	-0.0627588443556891	0.129399047153527	-0.0267780543890311	0.0266408899117403	0.0243438743716988	-0.0696985929134101	-0.0572895040114769	-0.0576618363900203	-0.0288920949814979	-0.0643314068433187	-0.011672840312833	"IS02"	1.36603692816059
"HMGB4"	"HMGB4"	-0.114579588645302	1.33047920275481	-0.0147980523276747	0.102519521199748	0.325185414209106	-0.00196834638435481	0.0710591281395337	-0.0978119805068436	-0.0569290825066853	-0.0782410390502555	-0.0602334585440822	-0.000701822650333183	-0.101055580893096	-0.11872463360043	"IS02"	1.33047920275481
"OR2T10"	"OR2T10"	-0.0385700041980907	1.30571621823125	-0.0340080192759674	-0.0592181694758298	0.13176465168795	0.176655937596804	0.102506651658594	0.0145264580051133	-0.068044541103947	-0.0928124908318737	-0.0661977410467656	-0.0597009146794395	-0.0757158883586203	-0.0383481946473477	"IS02"	1.30571621823125
"NEUROD6"	"NEUROD6"	0.0356849797791333	1.24700081874473	-0.0236298533703323	0.00166874161992888	0.664447481968778	-0.0977759844818083	0.0687066754427191	-0.00389018746460924	-0.0842897689211798	-0.106072242444001	-0.0755777300575951	-0.102056084833776	-0.0780249628781079	-0.0141931148127213	"IS02"	1.24700081874473
"OR2M3"	"OR2M3"	-0.0132820297565832	1.20583404774874	-0.109214971154424	-0.0347696727059943	0.405123481066777	-0.0753480663723976	-0.0391105865675371	-0.0479889973112329	-0.0306454791949428	-0.0461953247489902	-0.0398806381535964	-0.0161030661768874	-0.0197685773405503	-0.0623967564113653	"IS02"	1.20583404774874
"OR2T4"	"OR2T4"	-0.0283225691682648	1.05985355416701	-0.0851008650959406	-0.0615130316941936	0.245384676491565	0.00526936596430321	-0.0426267699604058	0.198421931115474	-0.0821122267845437	-0.0951248655169977	-0.101723780984026	0.162333994567405	-0.100811511490886	-0.0353440889938194	"IS02"	1.05985355416701
"KIR3DX1"	"KIR3DX1"	-0.077350862864704	1.01914844711549	-0.246167157930996	-0.106125069556029	0.230749688090788	0.0576265689168054	0.48466167878854	0.0545257163765068	0.195115671960608	-0.413530427160981	-0.217605054142305	-0.204758807286276	0.0451927393192026	0.753211172334963	"IS02"	1.01914844711549
"TTLL8"	"TTLL8"	-0.0605723255691004	0.939056094095539	-0.0662810173151828	0.202891109990243	0.309288536874608	-0.0793648891403403	0.0989993202599967	-0.0830228582031075	-0.070124619128079	-0.079422123324671	-0.0477123793294729	-0.059763597776136	-0.0685129573329234	-0.00428801733506103	"IS02"	0.939056094095539
"OR2T5"	"OR2T5"	-0.0381473628718754	0.912325302591091	-0.030066658269944	0.0172055933657273	-0.02868143038714	0.0350875654946765	0.0363082008213788	0.00252447236353754	-0.0212553674512275	-0.0667748535427398	-0.0184934424745339	-0.0163438856056192	-0.0509984066748905	-0.0272363506856793	"IS02"	0.912325302591091
"CDY2A"	"CDY2A"	-0.00945775033454874	0.782019394137063	-0.023990414716754	-0.0326096645290441	0.162734229457831	0.0133165782514561	0.0291240342470973	-0.0387329396981104	-0.0485588767189743	-0.0433355105368592	-0.018604494790549	-0.043052711486886	-0.00591687019343447	-0.0285157374649802	"IS02"	0.782019394137063
"GIP"	"GIP"	0.427689541631703	0.713091655981442	-0.0948700137604615	0.699718987001856	0.102963179149782	0.0223777522559772	-0.0154761187141512	-0.288046999923983	-0.131064594541939	-0.218643852428821	-0.136614061382898	0.333863624848291	-0.0862909593945729	-0.0125471272769419	"IS02"	0.713091655981442
"OTOL1"	"OTOL1"	-0.037980422805769	0.6970043470946	0.136717568674626	-0.137906656867639	0.0527424256325802	-0.13205014362765	0.0124374383750504	-0.119283497530267	-0.0386026820997163	-0.159630395067831	-0.0267321314121282	-0.117276754114647	0.00451003116428386	0.669248682383891	"IS02"	0.6970043470946
"SLC2A7"	"SLC2A7"	0.431202465758239	0.649960041425976	-0.0356604103381766	0.121959933647751	0.283736913645488	-0.148825938521309	0.017938567143719	-0.0127530313769866	0.0961107275211547	-0.226695906519965	-0.187070299854827	0.0633810051797525	0.454668543204348	-0.102591245001557	"IS02"	0.649960041425976
"AC011155.1"	"AC011155.1"	-0.0793833932754151	0.601043684727136	-0.118836030512787	0.0470574891262332	0.0851269475608695	0.0198742190393838	0.129978201097331	-0.106655580919792	-0.0632212562034865	-0.00854555819173388	-0.0544415655120611	0.046326864649472	-0.0374814809935497	-0.0583523880182847	"IS02"	0.601043684727136
"PQBP1"	"PQBP1"	-0.0900605150330782	0.511533016940511	-0.317417625086993	0.239631328409968	0.409446776571606	-0.165606239128521	0.0784027373754413	-0.376228409407055	-0.135520603320064	0.187967554053467	0.00749370794004941	-0.270807026752898	-0.0425413668497096	0.130658841776887	"IS02"	0.511533016940511
"OR52I1"	"OR52I1"	-0.0136156796497494	0.425086714709396	-0.149024191761138	0.0811430541228717	0.417835372985048	0.0122806291807447	0.102192432563401	0.13135206377315	0.028353682929202	-0.304429822149011	-0.0309086442486432	-0.109246417296011	0.146974754325061	0.322811252227262	"IS02"	0.425086714709396
"HIST1H2BA"	"HIST1H2BA"	0.228217442569099	0.39918024349729	-0.0760943641054415	0.299106744501084	0.39740766853238	-0.0551965691696252	0.0281376493566528	-0.152524655110455	-0.0878353445701021	-0.0860482955258622	-0.0554827127130705	-0.106649909962286	0.274421020594479	-0.0901615968979026	"IS02"	0.39918024349729
"PAX9"	"PAX9"	-0.167814105591258	-0.126643541939715	1.32655663619384	-0.0716267387722888	0.18989667696892	0.197866250934444	-0.0558925075523612	-0.272787423007825	-0.0860184505224805	-0.187087926792576	-0.0353866521366284	-0.024821203427215	0.0478560713086324	0.0953196250822929	"IS03"	1.32655663619384
"KLK12"	"KLK12"	-0.0243951924331012	-0.0315459973103982	1.27931893331429	-0.0990963339248572	0.613047700105259	-0.0343624666762581	-0.0822159149120325	-0.154485981163076	-0.15813136267917	-0.0662045576480755	-0.0645261427422007	-0.119167065795625	-0.125889724511901	0.000537928243796573	"IS03"	1.27931893331429
"OTOP2"	"OTOP2"	0.435223546911452	0.101850821463174	1.26081291440711	0.17853832755955	0.225390426041134	-0.11155543807403	0.0132240339806193	-0.102019293996777	-0.143232051467977	-0.180342486416571	-0.118092799930337	-0.0620530017038528	-0.128278228076739	-0.0988621269237975	"IS03"	1.26081291440711
"DHRS9"	"DHRS9"	0.348933154625758	-0.145097663869795	1.17531857896418	-0.200089795734153	-0.273520299341228	0.477381754485067	0.259632784738949	0.00174994448677862	0.128517057013243	-0.200966847862999	-0.216907270389	-0.041001399122624	-0.193478728230025	-0.166533356078523	"IS03"	1.17531857896418
"CEACAM7"	"CEACAM7"	0.624823690647909	-0.111104759846008	1.12865456323119	-0.063961890185694	-0.0869694216716854	0.193584656451817	0.126527117082556	-0.0473057016498631	-0.111739669622851	-0.177037596541172	-0.150569854507116	-0.125670781839324	-0.0176753560619159	-0.0516247598728685	"IS03"	1.12865456323119
"B3GNT6"	"B3GNT6"	0.421629514621505	-0.0471777461178081	1.04264600398457	-0.147972431737086	-0.176402968073008	0.886252905858165	0.00470061965955187	-0.220680848877473	-0.0506637042889532	-0.261739068285391	-0.0891057701888943	-0.129835548175635	-0.017616608636496	0.173327878396381	"IS03"	1.04264600398457
"CD177"	"CD177"	0.28779293258195	-0.112312196742707	0.973285766925746	0.0677197744320759	0.0740386224243616	0.0322934831964431	0.0941592820040759	-0.0872008622188007	-0.0904252685371545	-0.172703221411204	-0.109691863613743	0.0513454058341444	-0.123196258896999	-0.0780620985764816	"IS03"	0.973285766925746
"ALOX15B"	"ALOX15B"	-0.139195984219899	0.0990741158201149	0.929389755272161	-0.136552694611387	-0.330302241688614	0.176859275640329	0.00595997800596004	0.149212773401304	0.119697891684476	-0.134645634032006	-0.0875453431185393	-0.0254934242737235	-0.0769162784105692	-0.0462851809480867	"IS03"	0.929389755272161
"C15orf48"	"C15orf48"	0.43025509339991	-0.0956075329084903	0.868670897941554	-0.190278262368326	-0.360084576334751	0.0185764055005488	0.155939647348643	-0.388226290529717	0.219135057108164	0.0239981856942706	-0.182260465745895	-0.0673940040750512	-0.0953307301670778	-0.0364107332556039	"IS03"	0.868670897941554
"MSGN1"	"MSGN1"	-0.0156229447124073	0.504863194102142	0.832041949896277	0.0980398444986345	-0.0724419571169932	-0.10199113538565	0.105553775575248	0.0734624931925498	-0.068801732176036	-0.147904326809143	-0.125364643007843	-0.0367802573265306	-0.080130287913596	-0.0251735068739905	"IS03"	0.832041949896277
"PRR23D2"	"PRR23D2"	-0.0803632548321247	0.10236424964818	-0.157710301369668	1.41641409936139	0.210071996624018	-0.11106736863762	-0.0761286267138003	-0.00569219669575498	-0.133886213822084	-0.150616450066734	-0.08193667187257	-0.076065610669548	0.0539219696008503	0.00364958250379626	"IS04"	1.41641409936139
"PRR23D1"	"PRR23D1"	-0.0766968095942962	0.174018933696479	-0.169989128526877	1.39624403606702	0.202513427092755	-0.110589793982207	-0.0865724266799379	0.0171335868448169	-0.13345293054642	-0.165654947332751	-0.0846917854327212	-0.0894051468422134	0.0998407919895734	0.0264617702245611	"IS04"	1.39624403606702
"DPPA5"	"DPPA5"	-0.0859339641706477	0.304483774872176	-0.0796810506398864	1.18306201344015	0.288583667120412	-0.0741404908662961	-0.0907746754680229	0.00129778574773385	-0.127646695011427	-0.0984962190683412	-0.0817029233943021	-0.108659825733434	-0.0975413782541414	0.0376604411284066	"IS04"	1.18306201344015
"GH2"	"GH2"	-0.00634212616269474	0.17648177879173	-0.124999856722709	1.15746826770771	0.332724232509386	-0.034581950156945	0.000983656469698396	-0.17057151166565	-0.056300820950759	-0.114158621806566	-0.0976257487178781	-0.096531619388573	0.0945071472653578	-0.117431982561381	"IS04"	1.15746826770771
"MAGEB6P1"	"MAGEB6P1"	0.146486630081983	0.151242841080542	-0.0158165258041588	1.04573230475796	0.141381516492171	-0.120784414433898	-0.0110257068920613	-0.131093565146609	-0.120990429482896	-0.103679677674741	-0.0733449611676183	-0.0644579260526436	0.0376803677445008	-0.0724907686200467	"IS04"	1.04573230475796
"OR8D1"	"OR8D1"	0.304037619929098	0.382969206323974	-0.133734977370193	1.0226827662629	0.109524420846286	-0.171663891903731	-0.0259699570774535	-0.0692449587319799	-0.0982011398080957	-0.171333527899388	-0.0744085803352557	-0.0276181240359962	0.0255067568692888	-0.0170711342599291	"IS04"	1.0226827662629
"CT45A8"	"CT45A8"	0.0345738205097456	0.203481005749538	-0.100341589153229	1.00312489374275	0.172155397758343	-0.0784711208202821	0.0103625387971214	-0.0217354334258906	-0.0720669000092024	-0.106473110968427	-0.082690006350473	-0.0622643649580118	-0.0783646375849191	-0.0461147600573034	"IS04"	1.00312489374275
"MORC1"	"MORC1"	0.138610486624709	0.212864853146396	-0.125787872909707	0.996485582732957	0.527880785233943	-0.0623227810794977	0.0109226799389167	-0.0251895293251585	-0.0776999783252739	-0.150736065788503	-0.146255949290385	-0.0217675915983692	-0.0820137373473213	-0.0355581367639559	"IS04"	0.996485582732957
"FOXI3"	"FOXI3"	-0.245945140296204	0.147268923538002	-0.153810249595874	0.964671730105734	0.786056618737135	-0.0553126852217133	-0.0691132532895708	-0.227919660420903	-0.109579478900545	-0.172577910586185	-0.0266376182915162	-0.139112137196224	0.176774589501224	0.167196542023674	"IS04"	0.964671730105734
"LCT"	"LCT"	0.632153881301181	0.313549596388707	-0.0628890613968139	0.943148380781169	0.0116095656965664	-0.146596086078279	0.020524402878154	-0.16277800774482	0.0201499434597306	-0.125110176767372	-0.16267992560828	-0.176158286833889	0.100127203026408	0.0124983896806868	"IS04"	0.943148380781169
"TMEM207"	"TMEM207"	0.361593739537294	0.0810621430355866	-0.0403622060047059	0.863686810861223	0.00791482166509026	-0.0356539531314212	-0.00275400103395599	-0.0989716040665579	-0.106764916910613	-0.106137412251639	-0.0547129620674313	-0.0946031330198721	-0.0414466250241682	0.0174310162386226	"IS04"	0.863686810861223
"COX8C"	"COX8C"	-0.0314360670350553	-0.0678172156134338	-0.0777026942038508	0.849875742413334	0.0323240765753667	-0.0873537602972133	-0.0664021453873744	0.0852040762836019	-0.0448148834553356	-0.125384924451312	-0.0566590606726338	-0.0238564043494055	0.106090144279082	0.00680209581342498	"IS04"	0.849875742413334
"ADRA2B"	"ADRA2B"	-0.112192694078434	0.110019799673075	-0.0839847417347667	0.84487617488894	0.258067037612067	0.0441623618284017	-0.0444040523524124	0.298546061832121	-0.138393597875195	-0.181943949162945	-0.127563277531399	0.0192003500672392	-0.00885770390382595	0.058985816095227	"IS04"	0.84487617488894
"TMPRSS15"	"TMPRSS15"	0.614916978981022	0.165310690131452	-0.0529280047309213	0.74177749092447	0.217881484058131	-0.0316276757382882	-0.0392837980651751	-0.0174641847131633	-0.0237751620826726	-0.159839370934047	-0.0954393111993172	-0.0769065025672735	-0.0599494032032561	-0.0480020843053313	"IS04"	0.74177749092447
"ATP4A"	"ATP4A"	0.00949240747258951	0.162122925980791	-0.152549307199492	0.721057691497967	0.303909389011741	0.500164617176125	0.0385039397188542	0.111780738250224	-0.127898122186591	-0.124901349267692	-0.142337480405793	-0.158936908071898	0.0727706215133917	-0.0455006727692379	"IS04"	0.721057691497967
"OTX2"	"OTX2"	-0.0641890920393292	0.106000702965957	-0.0445004200001129	0.69207709465782	0.435328715264214	-0.0600631242785432	0.0795255575044248	-0.0478355154673074	-0.0717666554560082	-0.0834978508275632	-0.0759044255840259	-0.0637729228008954	-0.0972288175898074	-0.0531728734739749	"IS04"	0.69207709465782
"GAST"	"GAST"	0.06639658290916	0.0209168008049148	0.11170629663742	0.69037573336556	-0.202544637013017	-0.106544448246375	-0.0300542904382123	-0.162416595068516	-0.145986015821704	0.0646150909999176	0.0269653191075732	-0.132621470016976	-0.0216180856530175	-0.121703546596713	"IS04"	0.69037573336556
"OXCT2"	"OXCT2"	0.0122860279423403	0.0280482489565157	-0.187825922794373	0.665891631621194	0.502406435751424	-0.148687720033805	0.00279657010039438	0.0636242374740121	-0.135417073838274	-0.215322379862978	-0.100891006444048	0.172071402650211	0.170292961017384	-0.00308967177745512	"IS04"	0.665891631621194
"FABP7"	"FABP7"	0.0416234884906479	0.121057569571598	-0.0485434102856984	0.494011265435955	0.376432177508466	0.097980212773204	0.225901037492274	0.351738001347902	-0.0445759541264214	-0.0866871635191619	-0.244574276626398	-0.0886511146478474	-0.100370200737132	-0.176445879783921	"IS04"	0.494011265435955
"PTRH2"	"PTRH2"	-0.162613070904522	0.123581922975163	-0.244373804574121	0.419399503617229	0.0535444576792214	-0.168585613056941	-0.126117715436047	-0.482873381985648	-0.0946818146351808	0.208170961847933	0.0973690464391479	-0.239916924566958	0.310974372940648	0.022797236505523	"IS04"	0.419399503617229
