"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B04_841918"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A01_830792"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A07_830800"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_A11_830708"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B07_830666"	"MS2010072001"	"MS2010072023"	"MS2010072034"	"MS2010072042"	"MS2010072805"	"MS2010072821"	"MS2010072824"	"MS2010072828"	"MS2010072838"	"MS2010072904"	"MS2010072921"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A11_841920"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_A12_841926"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B01_841924"	"CROPS_p_DLBCL_Yuan_Multi_Oct11_HG_U133_Plus_2_B08_841908"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B09_830678"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_B11_830836"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C03_830686"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C08_830838"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C09_830750"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_C10_830840"	"LONGS_p_DLBCL_AffyExpr_01_HG_U133_Plus_2_D08_830828"	"MS2010072004"	"MS2010072024"	"MS2010072026"	"MS2010072038"	"MS2010072813"	"MS2010072831"	"MS2010072835"	"MS2010072837"	"MS2010072930"	"MS2010072932"
"IFNG"	11.0980337867993	11.5162033463386	12.6176697800041	13.230053619366	10.6650788306387	11.8585006053522	10.2904839850387	11.2499543482226	11.4811905764892	12.0381198362181	11.2149703729572	11.3058291602195	10.9804652375623	10.5340331440795	12.8078995207934	13.2007217688269	7.97499244139948	7.67100761028026	7.39178320896749	8.99001812771267	10.5256923964998	9.9363521580041	7.23877219305644	9.19975826726102	10.8855278382615	10.5655058550913	7.13368329038105	8.9342144872692	7.563216263859	10.9223522397566	8.22990165724097	8.958477244164	8.24681856850517	8.8795989096625	7.02413552418586	8.39631269676775	9.33320087384448
"LILRA3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LILRA5"	5.99455451999393	6.87589543401602	6.55079074104257	6.58220261994157	6.99323885279904	7.04652036086561	7.10567272754887	7.13906965170894	6.35479643426835	5.18437926162929	7.83149959955982	6.6825573707584	7.62428003718494	6.5968758369048	6.6756913129852	7.68195950512346	5.35979244742618	6.79554041792684	5.8047657364135	6.00810207104905	5.59697702423513	8.36242284970593	5.58553931220408	5.28941742060236	6.47356150858484	7.22438499118357	7.27561158048281	6.99506455589435	5.68699419446242	6.45432481894292	5.62163797974582	7.51733933164892	6.3147584758282	5.836564769877	6.57820550466388	9.17455006925988	6.32272962382353
"MT1L"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KCTD14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SMPDL3A"	11.609597564682	12.6031664014872	13.5163329179774	12.4061363887017	11.8633148454928	12.0768230973885	11.4614200816123	12.0795297867017	11.673077525313	11.9377552000976	11.9670917191943	11.8545025636931	12.8590310053536	12.4196861984617	12.2906635869199	12.6771125045183	10.0848302747614	11.0029290602505	10.0079958061364	10.461666095697	11.1955753525503	12.1608456756935	10.5973222733397	10.1363981645417	11.8972378166307	12.335461776524	12.2196240269141	11.0952278372298	11.2849700113687	10.9923584154998	10.1441664680638	11.8437384710368	11.1538631161334	10.5928242853785	10.7661211173316	11.9629955909854	10.5939908847876
"STOM"	12.9507384315195	13.9333407475473	13.8911743354201	13.73315115371	12.1500059047134	12.9840368867437	12.0601044871562	13.1302503473418	11.4467455469974	11.3282458261999	12.4822384965706	12.2945258998168	12.1864776040818	11.3836682994917	12.4210334914992	13.9901209813392	11.4096513053697	12.403053051649	11.6632253720146	11.5767579903471	12.5869490782525	12.5620391388143	11.3985237342877	11.9444673118043	12.1419045056039	13.0249764922981	12.5992712354691	11.6482504675218	11.621892330606	11.8061515418395	12.7607022194703	10.3980958206664	11.9657188505018	11.0633765501792	12.7448373722158	12.075225188627	11.4282770660866
"LILRA6"	6.96729425911433	7.59770775524983	7.25143783253825	6.49339128731247	5.37148649368179	7.38683786160351	8.00661058751061	3.69203238746029	8.54537715779455	7.20195132297823	7.47792664927637	7.17983249900334	7.86515691716197	7.41639628345166	8.73547470637185	6.90849116980207	6.53271454167121	5.64438183869639	6.04531411664116	6.59105527840368	4.85999089673574	6.8013726583548	6.96342904549927	4.71544035990491	6.74196245588356	7.59658580862014	3.77148186348763	8.38468111293629	6.72084049660633	7.68173514112178	7.89182318105156	8.0188691690328	8.08353961202737	1.9778914352834	6.96859448071368	10.8328959327485	7.04507072235261
"MARCO"	9.27362276395992	9.19141681401855	11.5664576908756	9.64717882773519	8.24520333318561	8.73851118862924	8.45688785254654	8.22636755545537	9.78536326224139	8.84837842499539	10.9835675164066	9.99504485571649	8.22686652618812	6.93933601251822	9.19513965304196	10.4527348458478	5.15086827856641	7.19073278966255	5.31285017392031	10.153202231674	6.20863524755724	11.1200578522847	7.75684390226305	3.83670864384546	8.7710360650189	6.64142749582305	10.3000495160767	7.69252778382098	9.61716218128755	8.2013968117929	9.82636424040259	11.0785163753733	9.56386271693346	6.13810452509397	3.77565683088174	10.9938787168492	5.21760567560537
"CD300A"	10.0287883498578	10.2871573909673	10.574631439619	10.1164920549591	9.08737467211141	9.36940339101041	8.59073818712783	9.8690521061464	11.393838696671	8.92240124399584	10.336191999078	9.93797880518524	9.91294747093553	10.0740359512744	10.4894008189306	11.9756065683074	7.88729160029886	9.79161355979156	9.20300111704314	8.76642862656112	8.10613510643388	10.7320825514678	8.38543543802197	8.35396124698656	8.55151567725696	11.1018638593484	9.55077744510029	9.17304000786919	8.34029814560501	9.43381910824834	10.3161870110515	10.6772086093378	9.1758245432642	8.88282938460075	9.29870957161152	9.40585202989974	8.0848581124924
"CSF3R"	7.93860696874383	7.28260799164646	7.86305701544307	7.30533940443052	7.23061750772704	7.22482173069151	7.8703148077383	7.75025753684304	6.7269720840031	6.49971918559114	6.69500663866187	7.46902869827175	6.6559322642183	7.07263195492543	7.270164925145	8.5303555885573	6.05316172664851	6.99144233474878	6.69648160864549	7.11285645560477	6.88712945929038	7.85522478704178	7.1622228959392	6.92568572771517	7.25952759652157	6.66793714814902	7.20983051033962	7.19478099386338	7.63334319970055	8.09146575113635	8.34851934376637	6.84929611393089	7.12877489027497	6.97183096251829	7.08815304181558	9.10915169841079	7.38377137855541
"CD300LF"	11.1176910426676	11.5225235186847	11.9497668303061	11.0845556266557	8.7408341821237	10.2129699546187	9.97196994360527	12.7882998728255	8.60861750959104	9.42409811709988	8.73541542707147	10.3821841890763	9.20922768238634	10.1191779449124	10.62149953199	11.9366983984717	8.72811117119804	9.51963907451073	9.18562962845338	8.33160969324484	7.33707449824872	10.4839055306981	9.85659046171361	9.33584597753532	9.62262737534203	10.958670879934	9.6183276823927	9.52370603118819	9.20096744552252	9.87675939328049	9.55321388278013	9.6994016851341	8.62841127442356	8.7293062216585	8.80835946479678	11.227270214337	9.5819902314063
"VAMP5"	10.3698627421422	12.0088055086866	12.0186067862435	11.5377115509129	10.4498523048429	11.3343801189701	10.8052992144567	11.6742703502534	11.0229793272503	10.9519379375768	11.1943857356352	11.4883804778992	10.5732370840077	10.4423912123563	12.2784441135207	12.6118779206568	8.67763018854121	10.4952740052369	8.21622159988149	9.39701780853871	9.37070652537366	10.7527188688178	9.87147689375417	9.82732795591107	9.89886427802769	9.88729251240213	9.38094299833792	9.94842204150164	9.22375874430465	10.8444412929358	10.1145552514491	10.8619815722574	10.5173610953058	9.60903069351917	10.2902312283765	10.4413789958037	10.2609609728635
"LILRA1"	6.70838419150697	6.78107757032043	6.93737249749771	5.6082812077638	5.77959006358779	6.94202882578485	5.01416458910045	6.67541089723883	6.08153800339967	5.55014373587131	6.0797474192336	5.98727493742772	5.34360520393131	6.47119719577016	5.97723958057431	7.35446400695709	5.05785141734362	6.57479826718229	5.94429199616457	5.95469447225657	6.77927530750036	7.62969987944977	7.86617923967054	5.1904748798505	5.70035161128228	6.67557487808027	6.44898687692073	6.82499046557736	5.09394450734837	5.30385798865558	5.44516239506642	4.79988022664918	6.11324279147613	5.78521219520722	6.15588345361912	9.56577487481069	6.00377663101936
"SCARB2"	10.7007993120582	11.6521288473808	12.2211042151668	11.3410214745803	10.3643445807419	10.1880687808407	9.9676716580301	11.1155142331009	9.6137889474593	10.001425355149	10.0230844203857	10.1261455505665	10.2758917950568	9.78941825829672	10.8980784707193	11.5443731476667	9.34003656753538	10.0712856366585	10.1144610877073	9.71610618842863	9.36543311711054	10.8100617221651	9.21617921451359	9.89358674276487	10.2931831584492	10.4174999571701	10.4444228967663	9.79482483578024	9.85162050594472	10.2001320201924	10.566488043208	8.55489412093776	9.59280003485592	9.28669311476585	10.3597125890846	10.1171278943034	9.74128004162976
"LOC100130520"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TMEM140"	11.2272218342534	11.1805026485368	11.2639535998361	11.3220568794889	10.2071769848326	10.645958252012	9.79138080094337	10.7472787985802	9.96880761411594	10.5640299229783	10.2856678425378	10.4045338627545	10.6507595920723	9.7438288731806	11.0105827805798	11.7799213596104	8.99984370805652	10.1168054225831	9.84685261555669	9.85830418206413	10.4212147343373	11.0194080730014	9.9370852610711	9.03002466576406	9.97982004729664	10.4150964721301	10.0432025817823	8.89879328940263	9.59082145939464	10.5075728246353	10.9333101900251	10.6278725622682	9.55100662825576	9.54720909004287	10.0486843887642	10.6351075965938	9.73669033639425
"VMO1"	7.09636536241877	7.77315277922315	6.71843096415537	7.30814054223861	5.59463360341049	4.77626643962222	6.28348727921542	6.9198752392467	6.63327438757604	6.22051915213827	6.76606417302438	5.19504974654974	7.18720496364986	6.3317434793732	2.43856614938697	6.943794632017	2.69320988065628	6.07515054006821	6.58444437592283	3.54029705092686	2.65359351987945	6.54949491936033	2.86874381818298	4.58841637408854	6.72362887728874	4.49027899362784	5.64946162837275	7.546801806439	2.05072076216842	3.74948427878168	7.25730039562405	6.90276840367817	5.75447166415511	4.81935251109565	7.15895960999645	5.44734389085349	2.23351609375786
