"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"
"IL27__pos"	2.22044604925031e-16	1.52029216873793	54.1349853460193	9.13445550450032	79.3686260366737	2.22044604925031e-16	1.42481627843615e-08	3.00273074892753	11.090228609867	2.22044604925031e-16	107.17253345755	8.38412335049523
"SH2D1A__pos"	81.5599379436782	14.8427420208935	14.0754744372961	2.22044604925031e-16	24.9242605795434	33.6908182330617	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	50.2022212189838	2.22044604925031e-16	2.22044604925031e-16
"NCR3__pos"	119.675454331579	21.2772223034182	1.34055742438194	6.21146466453261e-10	2.22044604925031e-16	24.9291635289882	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.67270359622063
"CCL5__pos"	30.4719531012215	32.4989791690246	2.22044604925031e-16	2.22044604925031e-16	95.6722377872512	68.1931230844421	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"C19orf47__pos"	2.22044604925031e-16	1.27229340779973e-12	2.22044604925031e-16	225.758494325718	0.926336043384004	2.22044604925031e-16	2.22044604925031e-16	38.4017506838405	6.5040887600193e-11	9.35837600826776	2.22044604925031e-16	2.09044327468679e-15
"C2orf80__pos"	13.7464675736565	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	313.567678966917	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CPA5__pos"	31.0048875713359	17.9456206985504	2.22044604925031e-16	239.624473740662	4.30502066900746	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"HTRA4__pos"	30.2051176616292	2.22044604925031e-16	124.156408678942	13.3119993727563	9.76377089298287	0.0230857857699393	2.22044604925031e-16	2.22044604925031e-16	46.0661547141493	2.22044604925031e-16	2.22044604925031e-16	4.44480265935991
"GZMM__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	117.813560433295	9.95358207531419	2.22044604925031e-16	9.48119953868789	2.22044604925031e-16	2.22044604925031e-16
"IL2RA__pos"	16.9361821212789	2.22044604925031e-16	148.934263517086	2.22044604925031e-16	11.0052866599961	2.22044604925031e-16	3.72254178993308	18.9193358826689	2.22044604925031e-16	37.4602446538824	2.22044604925031e-16	2.22044604925031e-16
"CCR5__pos"	32.5645106466651	1.83155359254111	54.7169053490876	2.22044604925031e-16	19.9538368496773	1.02532201934595	4.31838259432965	1.02583822597035	11.3840210383509	87.4364652032638	13.2172514301841	3.27678485760148e-05
"NCF4__pos"	24.8241940325048	2.22044604925031e-16	32.1983691954002	18.773181938487	2.22044604925031e-16	2.22044604925031e-16	31.9774039778331	2.22044604925031e-16	1.56442061972109e-08	95.7274889591696	2.22044604925031e-16	11.5009906464631
"CD37__pos"	2.22044604925031e-16	38.7145576418843	2.22044604925031e-16	2.22044604925031e-16	11.5866871878672	1.44986918412917	35.0879435764007	30.6148522895597	20.2182380644103	38.1157961766491	7.95948980223772	2.22044604925031e-16
"MOK__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.20348494643344e-09	2.22044604925031e-16	2.22044604925031e-16	6.52374975303068e-12	3.31701130204656	375.183217861975	2.22044604925031e-16	2.22044604925031e-16	5.82730963239783e-08
"CD3D__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	113.58557804114	2.78485754827009	7.94361426294716	13.5625691638897	9.99238448796169	2.22044604925031e-16
"BIN2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	19.7123299003788	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	13.7258220603016	255.885877450725	2.22044604925031e-16
"ZNF80__pos"	62.5216293988844	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	18.9349666989745	3.32830005855211e-10	2.22044604925031e-16	2.22044604925031e-16	128.952028352789	2.22044604925031e-16	2.22044604925031e-16	7.66013232184132
"EBI3__pos"	11.5857069349288	47.3083410573657	32.9593376301771	19.61722435699	2.22044604925031e-16	2.22044604925031e-16	6.87029039555876	13.2570111429277	2.22044604925031e-16	54.5497106316204	63.7514688507099	1.13173940324579
"IL21__pos"	92.182480407187	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	50.656485007744	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"MARCH4__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.24130888296388e-14	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	167.233715597217	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"OR5H6__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	345.260260683173
"TBX21__pos"	15.5939320125523	58.0179235751687	31.2421149158898	3.87209518497826e-05	33.3875060394594	38.8977691387409	2.22044604925031e-16	2.22044604925031e-16	4.27977524542701	25.9118699366854	38.0007362922399	2.22044604925031e-16
"TNFSF18__pos"	1.02297945208727	2.22044604925031e-16	167.223564099523	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.268583438218037
"RTP5__pos"	111.050684787018	15.8212825932996	2.22044604925031e-16	4.72959802370754	2.89973729883426e-11	72.5156683546037	2.22044604925031e-16	2.22044604925031e-16	6.94361184322678	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"KLRC3__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	223.464759838124	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FASLG__pos"	26.70938619007	8.36626608440961	2.22044604925031e-16	2.22044604925031e-16	114.128488689619	96.2454473525725	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"GTSF1L__pos"	45.7756631524777	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"XCR1__pos"	89.7458809963449	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	109.799262957311	2.22044604925031e-16
"C1QA__pos"	2.22044604925031e-16	4.7854417227163	142.136134802615	8.60941637228189	27.7554773738784	0.0859875988172496	11.4386834408368	2.22044604925031e-16	4.06558522545426e-11	30.3255473444593	22.624265010621	0.301454759976663
"DCANP1__pos"	97.540742328671	74.9425141352182	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	28.0643681599645	2.22044604925031e-16
"IL10RA__pos"	47.6866744511034	2.22044604925031e-16	18.3320124187049	14.0526825808373	2.22044604925031e-16	2.22044604925031e-16	12.5574300035956	2.22044604925031e-16	9.62071895437027e-14	116.877322600703	2.22044604925031e-16	2.22044604925031e-16
"GPR25__pos"	34.0596856989452	11.0788438075021	2.22044604925031e-16	8.56958314237979	92.9502403776509	9.30160592226293	2.22044604925031e-16	2.22044604925031e-16	0.641035257261358	3.83583896650781	2.22044604925031e-16	2.22044604925031e-16
"BTLA__pos"	155.475729189343	5.33325140362815	0.00232235020809077	2.22044604925031e-16	7.23669104150527	7.86784693752243	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.22492272916704e-13	1.58370522991938
"DBH__pos"	27.6721518644073	2.22044604925031e-16	2.22044604925031e-16	208.883947250564	2.22044604925031e-16	12.341057819594	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"LY9__pos"	95.1313157031602	9.96382534640166	4.22517359194554	2.22044604925031e-16	2.22044604925031e-16	2.6990621121471	2.22044604925031e-16	2.22044604925031e-16	2.05567420061384e-14	62.5746332731182	9.65638553836427	2.22044604925031e-16
"C6orf203__pos"	1.83340350139465	9.80427315014882	2.22044604925031e-16	40.6505701473348	2.22044604925031e-16	2.22044604925031e-16	9.30629091947837	161.534424893443	1.38181059730144e-07	2.22044604925031e-16	1.01995698734476e-11	2.22044604925031e-16
"PQBP1__pos"	8.51412990428706	65.1804235448498	2.22044604925031e-16	31.7365274039292	9.9704242973405	2.22044604925031e-16	35.7155164618537	74.7274494122964	12.5737053331911	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CD7__pos"	17.5950915293029	59.0140996566175	6.78417680684446	4.13288051722562	56.2364796962239	5.78863862939221e-12	1.85803187094469	1.22580878134857	1.68081120603827e-09	33.6632408129322	50.7758338248545	2.22044604925031e-16
"CLEC9A__pos"	58.3701399074019	0.0127455976230496	0.0348245519370029	2.22044604925031e-16	2.22044604925031e-16	64.30786208495	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	146.026967470393	2.22044604925031e-16
"SSX7__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	254.827066853412	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CEACAM21__pos"	33.6835276712787	2.22044604925031e-16	3.15743984357887e-08	20.3637733629348	2.22044604925031e-16	2.22044604925031e-16	4.26990440689841	2.22044604925031e-16	5.32011604802494	102.504494490325	2.22044604925031e-16	2.22044604925031e-16
"DOCK10__pos"	46.5442196655097	2.22044604925031e-16	40.2858113699775	8.30814810143669	4.12764814178193	0.0453310586645862	2.22044604925031e-16	25.0508134912953	23.0093375473258	58.4477412889354	50.6993259019597	2.22044604925031e-16
"LCP2__pos"	32.0328724224303	2.22044604925031e-16	62.2071833863326	2.22044604925031e-16	11.9203570400073	8.27192894682616	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	112.55511427045	1.05489228555149e-07	2.22044604925031e-16
"TNP1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	314.436580960548
"ZNF831__pos"	125.579805686309	2.22044604925031e-16	2.22044604925031e-16	2.38910873117756	2.22044604925031e-16	12.1958630040704	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	32.2149328994511	1.38093302667392e-08	2.22044604925031e-16
"SIGLEC8__pos"	18.3967753314757	12.6288207401503	89.0708583765371	0.483433578106695	0.00160619893029873	39.7664471081021	2.22044604925031e-16	2.22044604925031e-16	4.67520248908585	2.22044604925031e-16	102.21811191435	3.79074132714889
"STAT4__pos"	80.9731679072182	2.22044604925031e-16	2.57196901534934	2.22044604925031e-16	2.22044604925031e-16	59.0654052509939	2.22044604925031e-16	52.7362733764975	7.53764906803254e-11	2.22044604925031e-16	2.88413668020238e-10	2.22044604925031e-16
"FCRL3__pos"	153.149849897428	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	5.49028960951365	30.556448802396	2.22044604925031e-16	2.60099612033123	8.196957161577
