"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"State"	"MaxFC"
"KLRC2"	"KLRC2"	0.337825785895136	-0.155307878989349	0.0070613598269746	0.00257083833856664	0.694541797348586	1.55253681435257	-0.523737928052221	0.118160505340781	-0.0368956547748481	-0.13938459740767	-0.121134075789062	-0.0605951687843831	"IS06"	1.55253681435257
"KLRC4"	"KLRC4"	0.9941513875218	-0.218039411103626	0.222300263100281	-0.0173996996691143	0.574807750942545	1.4985312838044	-0.762294130879855	-0.0551161029571724	0.0102816505226812	-0.0566173013125008	0.0517378294110785	-0.149902265684027	"IS06"	1.4985312838044
"KLRC4.KLRK1"	"KLRC4.KLRK1"	1.0525585100645	-0.187312800520665	0.275438689100488	-0.152593422050508	0.655643579153462	1.28290721227269	-0.872926894283877	-0.0206632869830676	0.0442781430883659	0.0605203426440017	0.233248562175338	-0.115113208933611	"IS06"	1.28290721227269
"KLRD1"	"KLRD1"	0.815779385129569	-0.207753561390972	0.333409278484714	-0.109711307328872	1.11442752383818	1.22499950949616	-0.806134333918724	0.122977148585353	-0.108109663064338	-0.111848971512025	-0.00205980907615288	-0.0939062648211389	"IS06"	1.22499950949616
"XCL2"	"XCL2"	0.962824453358115	0.268624156766359	0.158675607661564	-0.100685359353377	0.843947025918687	1.06268403715822	-0.969266742395352	-0.0374037140012157	-0.0569063924750056	-0.128828931567498	-0.00485963130081112	-0.0689612282680645	"IS06"	1.06268403715822
"GZMM"	"GZMM"	-1.41995291137095	-0.470735484214941	-0.325140854977625	0.0353858727096421	-0.731104692306665	-0.829735354532915	1.17478574619374	0.170215253163622	0.111689039243268	0.185792599292709	-0.175118110913754	0.199373794757388	"IS07"	1.17478574619374
"CD3D"	"CD3D"	-1.25461986359039	-0.44930489598013	-0.172264827956006	0.102009147296214	-0.977440889782722	-0.646196486863954	1.13477396786381	0.0513409133146087	0.168988888196064	0.0707857955221775	0.0478598461574251	0.196388501889013	"IS07"	1.13477396786381
"CCL3"	"CCL3"	-0.210334662198675	-0.0338391491745915	-0.699080169975038	-0.152410489413537	-0.502743300089497	-0.262024488072372	0.403882637178738	-0.0866295967377287	0.092288990518951	0.0265075207490927	0.178441747122015	0.0733225739640481	"IS07"	0.403882637178738
"CD37"	"CD37"	-1.14363459945298	0.170359866510532	-0.293093851289603	0.0354076645858954	0.0869777623945098	-0.0111294595657267	0.243347353918459	0.0775613265594819	0.168324420552393	0.131468695929607	0.0604950308296051	0.200550759634856	"IS07"	0.243347353918459
"S1PR4"	"S1PR4"	-0.341756766718659	-0.0070221764361851	-0.236691102134974	-0.0922356957457861	0.0923248541956776	-0.0254330899646718	0.172913050366284	0.124408477354727	-0.0792023115332451	0.131294240425888	-0.612566612252072	0.11611127251658	"IS07"	0.172913050366284
"MARCH4"	"MARCH4"	-0.0393851235592278	-0.167421178391555	-0.0102594872978215	0.408432404800287	0.0247795709194607	-0.0276098715444322	-0.0571941030644731	1.54682922492546	-0.0120354517683627	-0.130934805170431	-0.107392088115125	0.121850886429703	"IS08"	1.54682922492546
"BIRC2"	"BIRC2"	0.251958202295395	-0.341040192057579	0.195531209111937	-0.0863340555593302	0.271599103185083	0.37321635763994	-0.328377036015746	1.27959930984756	0.0732088671068828	0.0371741147125231	0.247882471376697	0.0553855868339493	"IS08"	1.27959930984756
"DDX10"	"DDX10"	-0.134766207024415	-0.13698439435161	-0.216570841928018	0.0962926980529861	0.0125868805392237	-0.119736137160512	0.0446228076722173	1.26076811864094	0.0375915170594959	-0.038402555761087	-0.197161583149404	0.165856530821295	"IS08"	1.26076811864094
"RTTN"	"RTTN"	0.202028534591047	-0.257246141424223	-0.251685923941259	0.15777160171987	0.188793468438724	0.0396348751242462	-0.189002296088987	1.18564013132932	0.160978591545407	0.0112650705721338	0.103102944399524	0.292420215662337	"IS08"	1.18564013132932
"RCL1"	"RCL1"	0.146827070615483	-0.302354813868357	-0.0207945465213102	0.106051025384645	0.273631929627506	0.0257385910219861	-0.190366047725782	0.794351629097212	0.137331799479884	0.157660965330863	-0.0382129126472633	0.272253220209457	"IS08"	0.794351629097212
"C6orf203"	"C6orf203"	0.0971567222858731	-0.0725992369600248	-0.246860309600016	0.154591635011982	0.0211621977749604	-0.0966519479866629	-0.00912885929373593	0.747155475576046	0.0306686628911193	-0.135378476161183	-0.0277507741512227	0.237057362599182	"IS08"	0.747155475576046
"UTS2"	"UTS2"	0.559037458606217	-0.013038877484532	0.188601104203861	-0.0839610064965201	0.42840069630486	0.124759874188687	-0.430336633346446	0.725900057170551	-0.173764232337721	-0.0939530096600939	-0.066435463767499	0.112223394328627	"IS08"	0.725900057170551
"PQBP1"	"PQBP1"	0.0467461842596622	0.197296993302621	-0.224152772668557	0.111346826357527	0.057120043550263	-0.193904744362614	0.00683250135823842	0.284888776978251	0.033837380567715	-0.167438583988752	-0.375547413698219	0.0624410288196148	"IS08"	0.284888776978251
"SSX7"	"SSX7"	0.0455582916705656	-0.164983406636103	-0.201172623284482	0.0817294233006108	-0.149324039541612	0.0375531460749978	-0.0593621080483186	-0.101685121776105	2.36780756894056	-0.103414439362267	-0.0309065528475247	0.110348510237017	"IS09"	2.36780756894056
"AL133475.1"	"AL133475.1"	-0.0765226876767663	-0.0678430239673377	-0.0411384137378464	-0.0894994144694605	-0.0791068981408105	-0.0334734819507049	-0.0723941444139367	-0.0681473011076742	2.19265335097186	-0.0725230824333471	-0.0479351118633131	-0.0343889491020201	"IS09"	2.19265335097186
"C2orf80"	"C2orf80"	0.321925520849151	-0.125102826242931	-0.00991092980378525	0.147358933251416	-0.0266181405142183	0.136475675466991	-0.222455207910013	0.0591747064770091	1.50751405949988	-0.148205896391063	0.051512815622816	0.282508830203312	"IS09"	1.50751405949988
"MOK"	"MOK"	-0.0397240784972532	-0.127318337542797	-0.0845735503962138	0.334300288279217	-0.126636846203922	-0.0658046380392383	0.00464091488373678	0.144895091893677	1.14704520245909	-0.122531582839284	0.0757264218121914	0.279822806544383	"IS09"	1.14704520245909
"FAM78A"	"FAM78A"	0.122670492110422	-0.182327039697627	-0.123100595234976	0.247514529785462	-0.112299380193656	-0.029755418266433	-0.154150662103547	-0.0641755942141613	0.14962020925328	0.542037247571208	0.0279736290803219	-0.0510032940591424	"IS10"	0.542037247571208
"CEACAM21"	"CEACAM21"	0.276539508574268	-0.113992347934304	0.17557561959604	0.0435267450932838	-0.0495839364526015	-0.0291132055053426	-0.197673681551866	-0.102252251661714	0.0477256282739143	0.389739293727755	-0.0776998609017687	-0.129049212125741	"IS10"	0.389739293727755
"NCF4"	"NCF4"	0.102912330888835	-0.208986033922226	0.150595217564635	0.158858316251397	-0.157294787722511	-0.18246041327526	0.0406392338140418	-0.267524875026608	0.023816761258826	0.330786061971899	-0.241046072680891	0.110672797590207	"IS10"	0.330786061971899
"TSHZ2"	"TSHZ2"	0.161847935741902	-0.0986069383325197	0.112548663345967	0.10949677177323	-0.0842113423519203	0.0368638047950145	-0.18092758012742	0.0972726558372288	0.103123272237913	-0.108355626404588	1.35966410400794	-0.143365291712074	"IS11"	1.35966410400794
"FGD2"	"FGD2"	0.78767356545494	-0.161672849752266	0.529153205278932	0.0327348864968395	0.263297533612257	0.161150518650068	-0.497100911091526	-0.0565168105962917	-0.0522225150863789	-0.0955911207336748	0.902016771946097	-0.0282410045967439	"IS11"	0.902016771946097
"BIN2"	"BIN2"	0.244884469403645	-0.188637642899053	0.202750546555101	-0.129658867630925	0.139788167351147	0.0602955247251039	-0.184729000632714	0.0353488506680775	-0.0181958050797044	0.109955332772444	0.475283863245302	-0.067094861332579	"IS11"	0.475283863245302
"EBI3"	"EBI3"	0.234228638927151	0.155599965690852	0.246618475763229	0.215820863555766	0.0433151617690645	0.0473487685535642	-0.353633390874919	0.0791633335249178	-0.0636685732990497	0.113501077765022	0.25560347618898	-0.0547539562130694	"IS11"	0.25560347618898
"TSPY4"	"TSPY4"	-0.0389503731269583	-0.0829610374351721	-0.104660966602464	-0.0914499209986038	-0.0582485312892097	-0.0790538231658141	-0.0770779971744654	-0.00688939582986626	-0.055031064903933	-0.0909642137539297	-0.0834170593406387	2.71721037566301	"IS12"	2.71721037566301
"TSPY2"	"TSPY2"	-0.0113530886833951	-0.0551035563817853	-0.0803917203416518	-0.0235122671676432	-0.0874380279065397	-0.0929780235164157	-0.0847531277410124	-0.0597749522387717	-0.0488010659605666	-0.0967328451446815	-0.0249617826667216	2.54783735020944	"IS12"	2.54783735020944
"OR5H6"	"OR5H6"	0.0610994587916746	-0.123562478414877	-0.102536034045974	-0.0152359469382992	-0.052989190955473	-0.100849598187211	-0.0510999122291258	-0.114010114097831	0.0317306128836726	-0.114621505305737	-0.100866715661224	2.44904464521446	"IS12"	2.44904464521446
"OR5H14"	"OR5H14"	-0.0146825260025197	-0.0702845957164913	-0.049621349896539	-0.0182818592542118	-0.0412510002779564	-0.0306640016940252	-0.0979042117421808	-0.0739701963116954	0.0380705962077278	-0.0639273595306803	-0.0714292469093583	2.27520243539331	"IS12"	2.27520243539331
"CT47A1"	"CT47A1"	-0.0531147309661745	-0.085312429835567	-0.0831659155257222	-0.0173436541123012	-0.00900613940755475	-0.0293887997727715	-0.071221574299942	-0.0736407184602019	-0.0388518962526647	-0.0560167301412249	-0.0799677141439153	2.25438043099911	"IS12"	2.25438043099911
"TNP1"	"TNP1"	-0.0487826654570095	-0.0825846112927794	-0.0798173116121957	0.304322175349642	-0.0177807441257846	-0.0459357657932798	-0.0583238463935346	-0.0481237606458605	0.0619420996230336	-0.0784107274910668	-0.0559085908897585	1.80087235725942	"IS12"	1.80087235725942
