"ID"	"State"
"DLBCL10782"	"IS01"
"DLBCL10834"	"IS01"
"DLBCL10836"	"IS01"
"DLBCL10837"	"IS01"
"DLBCL10838"	"IS01"
"DLBCL10839"	"IS01"
"DLBCL10843"	"IS01"
"DLBCL10844"	"IS01"
"DLBCL10846"	"IS01"
"DLBCL10852"	"IS01"
"DLBCL10854"	"IS01"
"DLBCL10862"	"IS01"
"DLBCL10863"	"IS01"
"DLBCL10864"	"IS01"
"DLBCL10868"	"IS01"
"DLBCL10869"	"IS01"
"DLBCL10873"	"IS01"
"DLBCL10878"	"IS01"
"DLBCL10880"	"IS01"
"DLBCL10888"	"IS01"
"DLBCL10889"	"IS01"
"DLBCL10894"	"IS01"
"DLBCL10896"	"IS01"
"DLBCL10898"	"IS01"
"DLBCL10899"	"IS01"
"DLBCL10902"	"IS01"
"DLBCL10903"	"IS01"
"DLBCL10904"	"IS01"
"DLBCL10906"	"IS01"
"DLBCL10908"	"IS01"
"DLBCL10910"	"IS01"
"DLBCL10911"	"IS01"
"DLBCL10913"	"IS01"
"DLBCL10915"	"IS01"
"DLBCL10918"	"IS01"
"DLBCL10920"	"IS01"
"DLBCL10952"	"IS01"
"DLBCL10962"	"IS01"
"DLBCL10963"	"IS01"
"DLBCL11186"	"IS01"
"DLBCL11429"	"IS01"
"DLBCL11430"	"IS01"
"DLBCL11431"	"IS01"
"DLBCL11432"	"IS01"
"DLBCL11433"	"IS01"
"DLBCL11434"	"IS01"
"DLBCL11437"	"IS01"
"DLBCL11453"	"IS01"
"DLBCL11457"	"IS01"
"DLBCL11458"	"IS01"
"DLBCL11459"	"IS01"
"DLBCL11460"	"IS01"
"DLBCL11461"	"IS01"
"DLBCL11462"	"IS01"
"DLBCL11467"	"IS01"
"DLBCL11470"	"IS01"
"DLBCL11471"	"IS01"
"DLBCL11472"	"IS01"
"DLBCL11477"	"IS01"
"DLBCL11478"	"IS01"
"DLBCL11481"	"IS01"
"DLBCL11484"	"IS01"
"DLBCL11519"	"IS01"
"DLBCL11532"	"IS01"
"DLBCL11541"	"IS01"
"DLBCL11562"	"IS01"
"DLBCL11651"	"IS01"
"DLBCL11652"	"IS01"
"DLBCL11658"	"IS01"
"DLBCL11659"	"IS01"
"DLBCL11668"	"IS01"
"DLBCL10456"	"IS02"
"DLBCL10460"	"IS02"
"DLBCL10465"	"IS02"
"DLBCL10469"	"IS02"
"DLBCL10470"	"IS02"
"DLBCL10472"	"IS02"
"DLBCL10473"	"IS02"
"DLBCL10476"	"IS02"
"DLBCL10484"	"IS02"
"DLBCL10493"	"IS02"
"DLBCL10494"	"IS02"
"DLBCL10497"	"IS02"
"DLBCL10498"	"IS02"
"DLBCL10501"	"IS02"
"DLBCL10502"	"IS02"
"DLBCL10510"	"IS02"
"DLBCL10512"	"IS02"
"DLBCL10519"	"IS02"
"DLBCL10521"	"IS02"
"DLBCL10523"	"IS02"
"DLBCL10524"	"IS02"
"DLBCL10528"	"IS02"
"DLBCL10541"	"IS02"
"DLBCL10544"	"IS02"
"DLBCL10545"	"IS02"
"DLBCL10547"	"IS02"
"DLBCL10549"	"IS02"
"DLBCL10553"	"IS02"
"DLBCL10564"	"IS02"
"DLBCL10565"	"IS02"
"DLBCL10953"	"IS02"
"DLBCL11531"	"IS02"
"DLBCL11576"	"IS02"
"DLBCL11577"	"IS02"
"DLBCL11684"	"IS02"
"CTSP.ACY6"	"IS03"
"CTSP.ACYJ"	"IS03"
"CTSP.ACYM"	"IS03"
"CTSP.ACYP"	"IS03"
"CTSP.ACYS"	"IS03"
"CTSP.ACYX"	"IS03"
"CTSP.ACZC"	"IS03"
"CTSP.ACZT"	"IS03"
"CTSP.ACZW"	"IS03"
"CTSP.AD05"	"IS03"
"CTSP.AD13"	"IS03"
"CTSP.AD1R"	"IS03"
"CTSP.AD28"	"IS03"
"CTSP.AD4C"	"IS03"
"CTSP.AD4F"	"IS03"
"CTSP.AD4K"	"IS03"
"CTSP.AD4Q"	"IS03"
"CTSP.B02D"	"IS03"
"DLBCL10450"	"IS03"
"DLBCL10451"	"IS03"
"DLBCL10452"	"IS03"
"DLBCL10453"	"IS03"
"DLBCL10458"	"IS03"
"DLBCL10461"	"IS03"
"DLBCL10462"	"IS03"
"DLBCL10463"	"IS03"
"DLBCL10464"	"IS03"
"DLBCL10475"	"IS03"
"DLBCL10480"	"IS03"
"DLBCL10481"	"IS03"
"DLBCL10482"	"IS03"
"DLBCL10483"	"IS03"
"DLBCL10488"	"IS03"
"DLBCL10489"	"IS03"
"DLBCL10491"	"IS03"
"DLBCL10492"	"IS03"
"DLBCL10495"	"IS03"
"DLBCL10496"	"IS03"
"DLBCL10499"	"IS03"
"DLBCL10500"	"IS03"
"DLBCL10503"	"IS03"
"DLBCL10506"	"IS03"
"DLBCL10515"	"IS03"
"DLBCL10516"	"IS03"
"DLBCL10520"	"IS03"
"DLBCL10530"	"IS03"
"DLBCL10531"	"IS03"
"DLBCL10533"	"IS03"
"DLBCL10542"	"IS03"
"DLBCL10546"	"IS03"
"DLBCL10566"	"IS03"
"DLBCL10925"	"IS03"
"DLBCL10926"	"IS03"
"DLBCL10928"	"IS03"
"DLBCL10930"	"IS03"
"DLBCL10931"	"IS03"
"DLBCL10933"	"IS03"
"DLBCL10935"	"IS03"
"DLBCL10937"	"IS03"
"DLBCL10938"	"IS03"
"DLBCL10939"	"IS03"
"DLBCL10940"	"IS03"
"DLBCL10945"	"IS03"
"DLBCL10948"	"IS03"
"DLBCL10949"	"IS03"
"DLBCL10950"	"IS03"
"DLBCL10951"	"IS03"
"DLBCL10958"	"IS03"
"DLBCL10967"	"IS03"
"DLBCL10997"	"IS03"
"DLBCL10998"	"IS03"
"DLBCL10999"	"IS03"
"DLBCL11000"	"IS03"
"DLBCL11001"	"IS03"
"DLBCL11002"	"IS03"
"DLBCL11004"	"IS03"
"DLBCL11005"	"IS03"
"DLBCL11180"	"IS03"
"DLBCL11181"	"IS03"
"DLBCL11182"	"IS03"
"DLBCL11185"	"IS03"
"DLBCL11188"	"IS03"
"DLBCL11191"	"IS03"
"DLBCL11193"	"IS03"
"DLBCL11195"	"IS03"
"DLBCL11197"	"IS03"
"DLBCL11203"	"IS03"
"DLBCL11205"	"IS03"
"DLBCL11209"	"IS03"
"DLBCL11242"	"IS03"
"DLBCL11300"	"IS03"
"DLBCL11346"	"IS03"
"DLBCL11353"	"IS03"
"DLBCL11441"	"IS03"
"DLBCL11443"	"IS03"
"DLBCL11445"	"IS03"
"DLBCL11446"	"IS03"
"DLBCL11486"	"IS03"
"DLBCL11487"	"IS03"
"DLBCL11493"	"IS03"
"DLBCL11495"	"IS03"
"DLBCL11510"	"IS03"
"DLBCL11515"	"IS03"
"DLBCL11516"	"IS03"
"DLBCL11523"	"IS03"
"DLBCL11526"	"IS03"
"DLBCL11527"	"IS03"
"DLBCL11528"	"IS03"
"DLBCL11530"	"IS03"
"DLBCL11533"	"IS03"
"DLBCL11542"	"IS03"
"DLBCL11558"	"IS03"
"DLBCL11563"	"IS03"
"DLBCL11564"	"IS03"
"DLBCL11565"	"IS03"
"DLBCL11570"	"IS03"
"DLBCL11572"	"IS03"
"DLBCL11575"	"IS03"
"DLBCL11579"	"IS03"
"DLBCL11586"	"IS03"
"DLBCL11595"	"IS03"
"DLBCL11660"	"IS03"
"DLBCL11662"	"IS03"
"DLBCL11664"	"IS03"
"DLBCL11665"	"IS03"
"DLBCL11666"	"IS03"
"DLBCL11667"	"IS03"
"DLBCL11680"	"IS03"
"DLBCL11685"	"IS03"
"CTSP.AD2E"	"IS04"
"CTSP.B02B"	"IS04"
"DLBCL10509"	"IS04"
"DLBCL10522"	"IS04"
"DLBCL10529"	"IS04"
"DLBCL10535"	"IS04"
"DLBCL10538"	"IS04"
"DLBCL10554"	"IS04"
"DLBCL10555"	"IS04"
"DLBCL10835"	"IS04"
"DLBCL10859"	"IS04"
"DLBCL10860"	"IS04"
"DLBCL10865"	"IS04"
"DLBCL10872"	"IS04"
"DLBCL10879"	"IS04"
"DLBCL10883"	"IS04"
"DLBCL10885"	"IS04"
"DLBCL10891"	"IS04"
"DLBCL10922"	"IS04"
"DLBCL11257"	"IS04"
"DLBCL11262"	"IS04"
"DLBCL11448"	"IS04"
"DLBCL11455"	"IS04"
"DLBCL11463"	"IS04"
"DLBCL11468"	"IS04"
"DLBCL11469"	"IS04"
"DLBCL11473"	"IS04"
"DLBCL11475"	"IS04"
"DLBCL11476"	"IS04"
"DLBCL11479"	"IS04"
"DLBCL11480"	"IS04"
"DLBCL11483"	"IS04"
"DLBCL11494"	"IS04"
"DLBCL11496"	"IS04"
"DLBCL11497"	"IS04"
"DLBCL11520"	"IS04"
"DLBCL11574"	"IS04"
"DLBCL11587"	"IS04"
"DLBCL11655"	"IS04"
"DLBCL11656"	"IS04"
"CTSP.ACYV"	"IS05"
"CTSP.ACZU"	"IS05"
"CTSP.AD0Z"	"IS05"
"CTSP.AD14"	"IS05"
"CTSP.ADRS"	"IS05"
"CTSP.B02E"	"IS05"
"DLBCL10454"	"IS05"
"DLBCL10455"	"IS05"
"DLBCL10457"	"IS05"
"DLBCL10471"	"IS05"
"DLBCL10474"	"IS05"
"DLBCL10479"	"IS05"
"DLBCL10525"	"IS05"
"DLBCL10527"	"IS05"
"DLBCL10853"	"IS05"
"DLBCL10855"	"IS05"
"DLBCL10871"	"IS05"
"DLBCL10874"	"IS05"
"DLBCL10892"	"IS05"
"DLBCL10905"	"IS05"
"DLBCL10909"	"IS05"
"DLBCL10923"	"IS05"
"DLBCL10932"	"IS05"
"DLBCL10941"	"IS05"
"DLBCL10942"	"IS05"
"DLBCL10946"	"IS05"
"DLBCL10965"	"IS05"
"DLBCL10971"	"IS05"
"DLBCL10973"	"IS05"
"DLBCL10974"	"IS05"
"DLBCL10977"	"IS05"
"DLBCL10979"	"IS05"
"DLBCL10982"	"IS05"
"DLBCL10984"	"IS05"
"DLBCL10985"	"IS05"
"DLBCL10991"	"IS05"
"DLBCL10995"	"IS05"
"DLBCL11184"	"IS05"
"DLBCL11196"	"IS05"
"DLBCL11202"	"IS05"
"DLBCL11204"	"IS05"
"DLBCL11208"	"IS05"
"DLBCL11256"	"IS05"
"DLBCL11271"	"IS05"
"DLBCL11454"	"IS05"
"DLBCL11456"	"IS05"
"DLBCL11466"	"IS05"
"DLBCL11491"	"IS05"
"DLBCL11492"	"IS05"
"DLBCL11503"	"IS05"
"DLBCL11504"	"IS05"
"DLBCL11509"	"IS05"
"DLBCL11511"	"IS05"
"DLBCL11517"	"IS05"
"DLBCL11535"	"IS05"
"DLBCL11561"	"IS05"
"DLBCL11589"	"IS05"
"DLBCL11596"	"IS05"
"DLBCL11646"	"IS05"
"DLBCL11663"	"IS05"
"DLBCL11674"	"IS05"
"DLBCL11676"	"IS05"
"DLBCL11682"	"IS05"
"CTSP.ACY8"	"IS06"
"CTSP.ACYH"	"IS06"
"CTSP.ACZS"	"IS06"
"CTSP.AD18"	"IS06"
"CTSP.AD1A"	"IS06"
"CTSP.AD1Z"	"IS06"
"CTSP.AD4V"	"IS06"
"CTSP.AD50"	"IS06"
"CTSP.B02F"	"IS06"
"CTSP.B02H"	"IS06"
"CTSP.B02I"	"IS06"
"DLBCL10477"	"IS06"
"DLBCL10485"	"IS06"
"DLBCL10507"	"IS06"
"DLBCL10518"	"IS06"
"DLBCL10540"	"IS06"
"DLBCL10550"	"IS06"
"DLBCL10833"	"IS06"
"DLBCL10842"	"IS06"
"DLBCL10845"	"IS06"
"DLBCL10847"	"IS06"
"DLBCL10848"	"IS06"
"DLBCL10849"	"IS06"
"DLBCL10850"	"IS06"
"DLBCL10851"	"IS06"
"DLBCL10856"	"IS06"
"DLBCL10857"	"IS06"
"DLBCL10858"	"IS06"
"DLBCL10861"	"IS06"
"DLBCL10866"	"IS06"
"DLBCL10867"	"IS06"
"DLBCL10870"	"IS06"
"DLBCL10875"	"IS06"
"DLBCL10876"	"IS06"
"DLBCL10877"	"IS06"
