"SMC01-N"	"SMC01-T"	"SMC02-N"	"SMC02-T"	"SMC03-N"	"SMC03-T"	"SMC04-N"	"SMC04-T"	"SMC05-N"	"SMC05-T"	"SMC06-N"	"SMC06-T"	"SMC07-N"	"SMC07-T"	"SMC08-N"	"SMC08-T"	"SMC09-N"	"SMC09-T"	"SMC10-N"	"SMC10-T"	"SMC11-T"	"SMC14-T"	"SMC15-T"	"SMC16-T"	"SMC17-T"	"SMC18-T"	"SMC19-T"	"SMC20-T"	"SMC21-T"	"SMC22-T"	"SMC23-T"	"SMC24-T"	"SMC25-T"
"E1"	0.340640945317581	0.0730236648442294	0.203298371037036	0.0204967822072491	0.277187578566816	0.0867171018957932	0.202265717260389	0.0474417694543084	0.3302335680371	0.328866778556532	0.20491244232813	0.0112513462451231	0.253430200777327	0.0566534114627725	0.332865237935129	0.0512576748023941	0.267417062171122	0.0517694619627205	0.157155139073522	0.0570491023769626	0.0739394336865392	0.0676280698880682	0.0388178403828681	0.10573031979738	0.0471647231828912	0.0489848331673366	0.25642921247432	0.0449400667143786	0.104129045955563	0.214054854672881	0.119726098688891	0.0806489270502507	0.0941174670199651
"E2"	0.0607824039362192	0.170933417061188	0.029372019142464	0.10322720776808	0.0524120766637112	0.0232191145351791	0.0649036166730704	0.0451955301958295	0.0511124167917824	0.0975743306138093	0.0679939049157721	0.330687386435629	0.0904490135563822	0.0356306553825054	0.0781212706857202	0.160511764546371	0.0695989733028901	0.16367023089503	0.105565843925314	0.0642991650720709	0.06408814974656	0.027645309615496	0.0645081384563076	0.0596427445010863	0.0422782510628814	0.0344123717177211	0.0801426539452916	0.0774327602432986	0.0468711091498431	0.177312327015853	0.0575274279421725	0.0352197597618238	0.0830392737543631
"E3"	0.0231538296075313	0.345628777738442	0.0135563165272911	0.362027392286716	0.0127849684731584	0.278722133710662	0.00908755996437065	0.427450933412636	0.0117774092908776	0.298416115224044	0.0130287525690278	0.275256318560748	0.0674373494992504	0.237134890027942	0.00943772747435969	0.257263059017889	0.0370207304802607	0.432128817866424	0.0256615453034284	0.392636449250886	0.196900614617441	0.29800876746879	0.222996626881373	0.0298213722505432	0.369490732722295	0.231853354448146	0.154228949619794	0.362177517696659	0.248559728913084	0.0435221166311639	0.214273211933863	0.310190791928834	0.105755118813144
"E4"	0.137874196084584	0.125439860593107	0.146046716720683	0.166816311544994	0.0672542612390103	0.0138780914463139	0.0706051024800727	0.0853563526800671	0.128616787176568	0.0500774564067809	0.0997476403256576	0.0331277752834771	0.0629076029875387	0.141814119381076	0.153125470591016	0.119708058608607	0.0479123366940185	0.0629823378266854	0.0879944359198132	0.193700252384478	0.413117645186901	0.1054046787158	0.0951669523285094	0.366376859078102	0.110540758296838	0.0662438155566131	0.15900882761055	0.0375887185647081	0.419419211797433	0.251461118313391	0.381393821444937	0.0594505426132343	0.500180862369461
"E5"	0.160818862828292	0.104346069182577	0.289803922205645	0.119031109234368	0.144596661663872	0.186885623645233	0.208811933403539	0.280533823167797	0.155184687126858	0.118848398504451	0.166783944520988	0.0436738282166661	0.187019780803012	0.175808471968899	0.098068902837309	0.209381422681906	0.109369815190256	0.106348429638766	0.119992412617927	0.0908984564425345	0.0760983017194937	0.228406800762604	0.300481301812515	0.0683180527921534	0.075199698501393	0.0931553656264872	0.212142319266948	0.0740740500873992	0.129869099225992	0.142229139317529	0.107386568888336	0.17394361012265	0.0624631705231935
"E6"	0	0.0734738463458961	0.0352464229709568	0.142822696291471	0	0.0266719569983846	0.0266568425621539	0.080241815434154	0	0.106216920694383	0.0422710102346127	0.0460777238033818	0.0100059221246748	0.0585253590880131	0.0478868365982179	0.106522336402154	0	0.0565736087144963	0.0392007655248691	0.124399211397877	0.0843406819456349	0.194680538289931	0.0704268983849248	0.330348821913344	0.315703012324865	0.0821147297003851	0.00615897055936302	0.403786886693556	0.032654946915206	0.0620315225547623	0.0807977002580001	0.2092994326282	0.0871041333087725
"E7"	0.0839438116007003	0.00997379523901634	0.106276796060576	0	0.31588809163492	0.319719804829232	0.140981383797762	0.0101339326965624	0.0670816839868755	0	0.261186729904924	0.259925621454974	0.106563070627786	0.147485976334045	0.0782131343473093	0	0.111358357284624	0.0459660570805282	0.0686469328289488	0	0	0.0330135204420426	0.14592960926606	0	0.0156196878215237	0.00345019872690693	0.012317941118726	0	0	0.00800406742642094	0.0336824159884467	0.0639739534642413	0
"E8"	0.0690696561555242	0.0971805689955439	0.0887380531268796	0.0855785006671221	0	0.064186172939202	0.0905444266259708	0.0236458429586455	0.0846143968470816	0	0.0619883172307687	0	0.0715979316476729	0.136722248247554	0.0887489436839135	0.0953556839406797	0.0566695197644085	0.0805610560153493	0.0881623642326373	0.0770173630751909	0.0915151730974308	0.0452123148172677	0.0251902301709271	0.0397618296673909	0.0240031360873133	0.439785331056404	0.0848569277067794	0	0.0184968580428789	0.101384854067999	0.00521275485535485	0.0672729824307652	0.0673399742111006
"E9"	0.123716294469568	0	0.0876613822084685	0	0.129876361758512	0	0.186143417232671	0	0.171379050742857	0	0.0820872579701191	0	0.150589127976355	0.0102248681071922	0.113532475847026	0	0.30065320511242	0	0.30762056057354	0	0	0	0.0364824023165151	0	0	0	0.0347141976982279	0	0	0	0	0	0
