"V1"	"TCGA.FD.A5C0.01A.11R.A28M.07"
"VASH2"	"VASH2"	-0.576337117231244
"OR3A3"	"OR3A3"	0.912150215857522
"GPR155"	"GPR155"	-0.39579959273563
"ACHE"	"ACHE"	-0.290443461525045
"SAMD7"	"SAMD7"	0.866929394563354
"SLC22A25"	"SLC22A25"	-0.605181619156544
"SLC22A8"	"SLC22A8"	-0.201665916976293
"SCML4"	"SCML4"	-0.474286403967673
"UPB1"	"UPB1"	0.0580502983240705
"PYHIN1"	"PYHIN1"	-0.810124519450603
"TNFSF13B"	"TNFSF13B"	-0.291724756355768
"CCR2"	"CCR2"	0.426159168035367
"SEPT14"	"SEPT14"	0.394411704041271
"OR4C3"	"OR4C3"	-0.0483933918495827
"ACSM2B"	"ACSM2B"	-0.734947545574467
"MYLK3"	"MYLK3"	-0.357296496572558
"HSF5"	"HSF5"	-0.08672191134302
"ABCG8"	"ABCG8"	-0.35509566462345
"IL12RB1"	"IL12RB1"	-1.15693718479716
"ETNK1"	"ETNK1"	-0.703723990055442
"C19orf67"	"C19orf67"	-0.264095040013994
"GPR25"	"GPR25"	-0.502027062405711
"LRRC49"	"LRRC49"	-0.827542810053761
"CLEC4C"	"CLEC4C"	0.59030213883584
"FAM9A"	"FAM9A"	-0.403193739465532
"OTUD6A"	"OTUD6A"	-0.24069074785735
"BAAT"	"BAAT"	-0.1073492884984
"GIMAP1"	"GIMAP1"	-0.29019833799882
"EPPIN"	"EPPIN"	-0.480655087831189
"IL21"	"IL21"	-0.421555538686545
"CLNK"	"CLNK"	-0.313110259958149
"LTA"	"LTA"	-0.44468486278898
"ANKRD36C"	"ANKRD36C"	-0.533163166897456
"OR4D11"	"OR4D11"	-0.0483933918495827
"UBE2F.SCLY"	"UBE2F.SCLY"	-0.0963557086016702
"FOXP3"	"FOXP3"	-0.531334750827791
"BCO1"	"BCO1"	-0.346550169767014
"SIRPG"	"SIRPG"	-0.136575955344365
"CXCR6"	"CXCR6"	-0.201489759357728
"NEURL3"	"NEURL3"	-0.357536641779119
"C11orf30"	"C11orf30"	-0.106155070119829
"TPK1"	"TPK1"	-0.8594117606603
"A4GNT"	"A4GNT"	-0.570855275024897
"KDM8"	"KDM8"	1.78198603783469
"KLF2"	"KLF2"	0.082490713539995
"SLC22A9"	"SLC22A9"	-0.766956449439143
"PRNT"	"PRNT"	0
"EHHADH"	"EHHADH"	-0.660847268137867
"GPR174"	"GPR174"	-0.241215412041459
"OPRM1"	"OPRM1"	-0.646188731851933
"OXT"	"OXT"	-0.456184690361348
"SELPLG"	"SELPLG"	-0.447625660955182
"IL10"	"IL10"	1.07083995667507
"PRSS55"	"PRSS55"	-0.220652928118173
"PDE6A"	"PDE6A"	-0.787141858029712
"EFCAB5"	"EFCAB5"	0.209706829315842
"ADAM19"	"ADAM19"	-0.572775535856587
"ABCG5"	"ABCG5"	-0.377038712169983
"HNF1B"	"HNF1B"	-0.706198178844207
"PLPPR4"	"PLPPR4"	-0.473359389062428
"OR11G2"	"OR11G2"	0
"PABPC1"	"PABPC1"	0.372912532333387
"KLRC4"	"KLRC4"	-0.356497057052942
"PPP1R16B"	"PPP1R16B"	-0.442084879039884
"PHKG1"	"PHKG1"	0.16838543893327
"FGL2"	"FGL2"	-0.0586481305680321
"ZNF473"	"ZNF473"	0.500514964685662
"HYAL4"	"HYAL4"	-1.03600111517241
"CD40LG"	"CD40LG"	0.0194011899110295
"HAAO"	"HAAO"	0.404275601823797
"GATAD1"	"GATAD1"	-0.503641852382741
"FAM151A"	"FAM151A"	-0.315143488981126
"TRIM60"	"TRIM60"	-0.269673682759155
"CACNG8"	"CACNG8"	-0.499117304899041
"LECT2"	"LECT2"	-1.0063149192213
"C2CD5"	"C2CD5"	-0.457873206860686
"PLGLB1"	"PLGLB1"	-0.34975570376958
"AARS2"	"AARS2"	0.629132199371355
"CST7"	"CST7"	-0.652870135727111
"SERPINA10"	"SERPINA10"	-0.043330961559712
"IKZF1"	"IKZF1"	-0.643442162124818
"CLEC9A"	"CLEC9A"	-0.256458339974486
"SLC10A5"	"SLC10A5"	-0.53364330987819
"CD69"	"CD69"	-0.162647972942041
"OR2B2"	"OR2B2"	2.73221202704743
"OR5J2"	"OR5J2"	-0.0483933918495827
"OR10V1"	"OR10V1"	0
"SLC22A6"	"SLC22A6"	-0.148651130276283
"P2RY10"	"P2RY10"	-0.516200735999997
"NEDD1"	"NEDD1"	0.0938305665278576
"OR2M7"	"OR2M7"	-0.067829111122837
"PBLD"	"PBLD"	1.87514351628991
"SOX18"	"SOX18"	-0.482516092749628
"ENPP6"	"ENPP6"	-0.298130365254342
"TRAT1"	"TRAT1"	-0.290821613042582
"TAS2R41"	"TAS2R41"	-0.0483933918495827
"ANKIB1"	"ANKIB1"	-0.549614495882639
"CDK6"	"CDK6"	-0.665605875173701
"RBM48"	"RBM48"	-0.349308991992113
"ASB4"	"ASB4"	-0.0882917169313663
"CYP3A43"	"CYP3A43"	-0.503204808588851
"IL2"	"IL2"	2.30072877364026
"CD3G"	"CD3G"	-0.769333309071928
"OR8J1"	"OR8J1"	-0.0483933918495827
"RHOJ"	"RHOJ"	0.0411012850764097
"LRRTM2"	"LRRTM2"	-0.646192622283145
"RP11.96O20.4"	"RP11.96O20.4"	-0.427253127116666
"THEMIS"	"THEMIS"	-0.47993043433355
"OR10K2"	"OR10K2"	-0.0684541977931984
"OR4D1"	"OR4D1"	-0.0483933918495827
"FPR3"	"FPR3"	0.108653995137905
"LIPC"	"LIPC"	-0.447946570580997
"LMTK2"	"LMTK2"	0.275837360068082
"CCR9"	"CCR9"	0.959724914560574
"SH2D1A"	"SH2D1A"	-0.525359041324336
"CD226"	"CD226"	-0.508829894974123
"CD28"	"CD28"	-0.108530971468197
"UBASH3A"	"UBASH3A"	-0.358753337491581
"REM1"	"REM1"	-0.467867801460007
"GRAMD1B"	"GRAMD1B"	-0.19585718666763
"LRRC55"	"LRRC55"	-0.266910515324663
"CCR4"	"CCR4"	0.288287494764569
"GFI1"	"GFI1"	-0.736767405254077
"KLRB1"	"KLRB1"	-0.0978735329856865
"CD86"	"CD86"	-0.821227030159315
"CCR7"	"CCR7"	-0.445664953370199
"TRAF3IP3"	"TRAF3IP3"	-0.110220228006234
"SOAT2"	"SOAT2"	-0.129492056924538
"LY9"	"LY9"	-0.556174391672797
"XXbac.BPG181M17.5"	"XXbac.BPG181M17.5"	-0.274781318143829
"KAT6A"	"KAT6A"	-0.679350956975934
"CD80"	"CD80"	-0.559875986706596
"B3GAT2"	"B3GAT2"	-0.158909728123001
"GPR31"	"GPR31"	-0.313212532231692
"GOLGA6L22"	"GOLGA6L22"	-0.230162356263709
