"State"	"NumberMarkers"	"PosRatio"
"IS01"	31	12.5886539088692
"IS02"	3	10.1555580445982
"IS04"	12	1.91026518399946
"IS05"	19	17.082772733918
"IS06"	49	18.8286989222838
"IS07"	21	14.6257847061966
"IS08"	5	1.24008201677022
"IS09"	24	3.75525357608598
"IS10"	6	2.53574393821078
"IS11"	9	4.383182306831
"IS12"	1	0.100634611352647
"IS13"	2	0.068116583809456
"IS14"	16	10.1752089535252
