"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"IS14"
"CD7__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	195.35164462838	56.7328825245412	1.55818749717035	18.0485305357915	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	6.43452536324484	2.22044604925031e-16
"GPR171__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	12.1569781714462	147.821569921964	132.520570682672	2.22044604925031e-16	2.22044604925031e-16	5.93176655898035	2.09402053452561	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ARRDC5__pos"	2.22044604925031e-16	16.0453543105149	2.22044604925031e-16	0.611178576584426	61.431671802063	155.455069094853	2.22044604925031e-16	26.3660255799137	30.8453604999988	6.27113956306818	1.02619038597208e-09	2.22044604925031e-16	2.85164952411972	2.22044604925031e-16
"KRTAP6.2__pos"	2.22044604925031e-16	186.54344460914	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CSF2RB__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	41.1690169116228	71.563077392653	122.893096114087	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	61.205908888116	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	17.8340842431414
"SLC7A9__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	12.4300292737376	2.22044604925031e-16	181.24205253271	101.113954776695	77.4468201573933	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.396362263443292
"APOB__pos"	9.85987640546965	0.0851300361944849	2.22044604925031e-16	96.6172911135775	2.22044604925031e-16	2.22044604925031e-16	297.853738491917	2.22044604925031e-16	3.59225723521825e-06	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"DDX52__pos"	191.121580187816	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.96829385094658	2.22044604925031e-16	18.0830748450698	13.0455694257232	2.22044604925031e-16	21.7626680490492	13.297862298879	31.0858316665235	2.22044604925031e-16	2.22044604925031e-16
"NAF1__pos"	209.115951017262	1.97990441243488	2.22044604925031e-16	28.9594519063052	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.94470204973902e-11	14.1557366322734	2.22044604925031e-16	2.22044604925031e-16	23.886214170894	2.22044604925031e-16	7.16774372145218
"SHBG__pos"	28.071570261629	4.88116509521867	21.2085533755699	12.6903573414138	14.4081411185883	2.22044604925031e-16	51.4526923547535	49.1245618623206	135.399799923975	26.8617681349304	2.27490387185194e-11	3.79245231931431e-06	8.53369524887363e-16	0.0119005631076967
"AC112719.2__pos"	2.22044604925031e-16	165.555308373507	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PEX1__pos"	205.757673637725	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.15844341883648	58.2753075135904	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ARHGEF9__pos"	29.5247773992232	2.22044604925031e-16	9.89999322667342	5.36942578526458	2.22044604925031e-16	2.27910258942054	2.95658591908429	56.3063813049228	34.3646149555043	23.1459670735173	23.5120118240476	2.22044604925031e-16	1.32499891176755e-07	164.544556124793
"OR5AP2__pos"	2.22044604925031e-16	113.522687067006	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"HABP2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	6.47464770246742	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	262.608249052838	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ASCL4__pos"	2.22044604925031e-16	0.770741158236921	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	293.324255867174
"PAQR8__pos"	35.1612655148314	2.22044604925031e-16	2.22044604925031e-16	28.800125394615	2.22044604925031e-16	40.4784885294629	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	6.55147294125303e-05	190.587850035898	2.22044604925031e-16	2.22044604925031e-16	58.9668517749838
"CD5__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	84.109210338403	195.324186352657	3.25593482046285	2.22044604925031e-16	2.22044604925031e-16	16.669439832374	4.76361325651601e-09	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CLDN18__pos"	2.22044604925031e-16	0.859391587219729	2.22044604925031e-16	67.2066978224984	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	10.252078659789	2.22044604925031e-16	146.493385896474	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ESRRB__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.82869996261405	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	229.503143229101
"CNTN2__pos"	24.0187992059899	29.716336264545	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	15.6728360176924	2.22044604925031e-16	2.22044604925031e-16	11.5374407985718	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	354.643367709299
"TESPA1__pos"	7.99568420984496e-09	2.22044604925031e-16	2.22044604925031e-16	25.8496864007382	50.2565759882517	205.455756224151	2.22044604925031e-16	2.22044604925031e-16	4.05083900241806	14.3814007517376	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"DAZ4__pos"	2.22044604925031e-16	2.89810191044171	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	266.221731397531	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"APBB1IP__pos"	2.63963484210677e-09	9.37278740571828	2.22044604925031e-16	70.4035513582703	82.3318508688168	71.1807050634474	2.38380715733924	9.66419611173274	2.22044604925031e-16	50.8144316188431	37.1836555528192	2.22044604925031e-16	2.0245855875241e-05	2.22044604925031e-16
"CD247__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	9.28229608885771	155.699990698335	129.386456634646	0.325534039703682	3.07387221845632e-16	2.22044604925031e-16	2.22044604925031e-16	0.0104550288166889	2.22044604925031e-16	2.91769018029331	2.22044604925031e-16
"F2RL2__pos"	10.5716251610559	4.11136294225603	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.000532271048875926	2.22044604925031e-16	2.22044604925031e-16	302.167737909301	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FEZF2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	257.507623490302
"TNKS__pos"	229.561335697016	0.528852227612632	2.22044604925031e-16	6.30248531718198	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	21.1404100043847	10.3582775612703	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	6.09985168329999
"SMLR1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	169.954101050507	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FAM205C__pos"	2.22044604925031e-16	16.6111216728991	2.22044604925031e-16	63.3335218202565	2.22044604925031e-16	0.00444727113191592	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	17.1783217869127	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	313.948985980385
"OR7G1__pos"	2.22044604925031e-16	94.6173402746329	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"KRTAP27.1__pos"	2.22044604925031e-16	116.336027064801	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ICOS__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.5865546738828	186.377816338654	91.2310664208697	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	28.4708933898243	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FIZ1__pos"	107.908375177893	2.89676779891925e-14	2.22044604925031e-16	1.36757724136991e-15	0.448989682816607	2.22044604925031e-16	0.000349510265513078	184.899386238595	0.0525279358715093	8.61941210017762	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	32.4514158297063
"TNFSF12.TNFSF13__pos"	2.22044604925031e-16	12.3331897998725	2.22044604925031e-16	19.8053226624341	42.1390145622326	3.34134142832404	2.22044604925031e-16	3.07181946165135e-15	2.22044604925031e-16	40.7246655629403	2.22044604925031e-16	2.22044604925031e-16	151.793784526895	2.22044604925031e-16
"KCNA6__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	48.9864641973013	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PXT1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	83.1994103499837
"IL2RA__pos"	2.22044604925031e-16	0.93487388877766	2.22044604925031e-16	2.22044604925031e-16	166.729172349286	13.3822282232157	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	137.182906771984	2.22044604925031e-16	1.50040739698036	2.22044604925031e-16	4.43564435986211
"RP5.972B16.2__pos"	2.22044604925031e-16	117.866358603653	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RP11.506B6.7__pos"	2.22044604925031e-16	94.669896313583	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CLEC1A__pos"	2.22044604925031e-16	1.61115573196175	2.22044604925031e-16	219.655131550921	2.22044604925031e-16	15.0673279179306	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	70.9224620100643
"RPS6KB1__pos"	204.779912965937	1.33736517080092	2.22044604925031e-16	2.22044604925031e-16	0.36768741328284	2.22044604925031e-16	2.22044604925031e-16	20.8097305670939	17.6880308771288	1.75091322253809	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PPM1D__pos"	212.178248108465	1.45204961889683	2.22044604925031e-16	58.6111649414536	8.34085297020197e-08	3.77187925899405	0.053180324709508	4.8888703459655	2.22044604925031e-16	2.22044604925031e-16	14.4457134875016	2.64298695991639	2.22044604925031e-16	2.49097961942593
"GATA5__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	64.2268791778079	2.22044604925031e-16	2.22044604925031e-16	261.983257861947	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.85409350114217e-09	2.22044604925031e-16
"ASB18__pos"	2.22044604925031e-16	90.2754787791095	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FAM71D__pos"	8.57034931409266	44.5889796345226	11.9470490787559	2.22044604925031e-16	17.8831219959052	2.22044604925031e-16	2.22044604925031e-16	52.8531148065315	151.893719208231	7.03357530937946	5.56753792428607	2.22044604925031e-16	5.87560391463794	1.26528448651567
"RGL4__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	10.1025028138324	70.3134073117314	149.151463543297	1.32116670929304e-06	10.6370387244335	33.3885307023377	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
