"TCGA.MP.A4T9.01A.11R.A24X.07"	"TCGA.55.6983.11A.01R.1949.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.38.A44F.01A.11R.A24H.07"	"TCGA.NJ.A4YI.01A.11R.A262.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.O1.A52J.01A.11R.A262.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.91.8496.01A.11R.2403.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"TCGA.55.8619.01A.11R.2403.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.91.6830.01A.11R.1949.07"	"TCGA.97.8547.01A.11R.2403.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.44.6777.11A.01R.1858.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.60.2721.01A.01R.0851.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.78.8660.01A.11R.2403.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.56.8503.01A.11R.2403.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.34.5239.01A.21R.1820.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.66.2734.01A.01R.0980.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.85.6561.01A.11R.1820.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.35.4122.01A.01R.1107.07"	"TCGA.44.6775.01A.11R.1858.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.66.2800.01A.01R.1201.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.39.5011.01A.01R.1443.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.46.3767.01A.01R.0980.07"	"TCGA.64.1679.01A.21R.2066.07"	"TCGA.38.4629.01A.02R.1206.07"	"TCGA.64.5815.01A.01R.1628.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.66.2786.01A.01R.0851.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.05.5425.01A.02R.1628.07"	"TCGA.98.7454.01A.11R.2045.07"
"ARRB2"	1.25111234320251	1.70112315300192	0.149437037927034	0.545921349091992	1.73651232472738	0.734123413575021	0.280953583378092	1.68316824437015	1.7949034592211	1.54462762136341	1.43030234169275	1.63744972222474	1.80200973414673	1.42639963406961	0.600439304772435	1.36110713946846	1.80479331236894	1.69472376101042	1.32012973944005	1.42058392830626	1.6693718619681	1.82371715873362	1.25190246772356	1.35671914938656	1.78370613030178	1.15419544364482	1.75705434932579	0.182959875037266	-0.664031530498278	1.72546237561123	1.45995894039886	1.73643905481268	1.786362667804	1.42515004767197	1.23280091672137	1.15140717601973	0.648342131051037	1.22223641527157	0.082025615223587	0.0176480749915595	1.12835878735392	1.35601027799789	0.929701330288611	1.17610028706332	1.54990938342416	1.32859179242862	0.107285673287003	0.562224745500421	0.0648065314630639	1.18917501668088	1.61264373315518	-0.182988767562887	0.735190665424679	1.25538571206982	0.396646476737595	1.73856515646615	0.885658751381911	0.304160531973201	1.42653742057604	1.19040904612096	1.60311396654592	0.68137456802116	1.40549732898734	-0.648349280958226	1.36533327985289	1.11106176081967	0.335404135843349	0.943480719967851	1.15204012930328	1.46899974731944	0.823721639160679	1.27728199435087	-0.581091682294951	-0.316479218282038	-0.214839263205045	0.145329185698164	-0.244534730628274	-0.853226654820064	-0.0839373981836406	1.38563557262559	-0.144509037012506	0.00567149385183281	0.798513826708342	0.589817301043728
"FCER1G"	0.023202338831607	1.77048807911352	-0.130469077960879	1.74864435413515	1.65232277817921	0.103954387728739	1.11118203647949	1.69397576749071	1.51426551632514	1.43221453249087	0.609049185096892	1.71671419830319	1.78566268437812	1.67424584400458	0.985563293061734	1.58299058379641	1.79479862129715	1.84122046635354	1.46184522956187	1.30170144463216	1.68631004191843	1.73890579852015	1.39233860967672	1.55183617744414	1.77782987554675	1.35267857138348	1.24840127468701	-0.24751972883894	-0.366411156235169	1.92265967854964	1.7097822374799	1.88829903776077	1.83674606182152	1.85431813435435	0.769287443733545	0.688186622714944	1.6048184806937	1.10781363438854	-0.665597256021155	1.59971520813758	0.862391700742645	1.35726397398078	1.50510419941588	-0.146100301019709	1.52424989819866	0.911034881770149	0.449828923382996	-0.522756038460556	-0.902869560826623	1.02586613851117	1.40633896035136	0.225525349265873	1.58400393629311	0.61098757620382	0.704381324467683	1.79423561510573	1.08676198515372	0.252506247552495	1.56991855586428	1.14093666646132	1.38445574721314	1.56870920371823	1.68495000421983	1.83004598305791	1.6741250368117	0.454249096890286	1.41434370836357	1.41652136305512	1.70913440443401	1.74185603685346	1.79842626480465	1.72305357971483	0.427474874571593	1.27556355529244	1.70849644454263	1.33595291792131	0.951907995581187	0.961677478786024	1.28129776222141	1.61634309797565	-0.0898037559237681	1.01416498401764	1.09258566814527	1.48699990870664
"DCSTAMP"	1.50440712109812	1.55235836667003	1.39202107745684	0.237621163998661	1.80207080479163	0.74685716284124	1.54310082116875	0.176198308178801	1.53664976148304	0.494061425596288	1.48763168212428	0.293266516153384	0.9618738339764	1.37069409896303	1.39113345686438	1.63785353998185	1.77132512828349	1.86816387754863	1.61646403928875	1.26920097410812	1.45508519309081	1.68246053734858	1.79380632632163	1.44376045096687	1.84143915226888	1.53311150911995	1.40313274611457	0.374566137114313	0.562421195717996	1.75681565048464	1.74527872222005	1.59220047764331	1.05248936652873	1.86685343712858	1.50290343557215	0.203616372653488	1.06980812858673	1.55895303509078	0.0558977955633533	-0.216632455239018	1.34178533682178	0.316258308572868	0.509912814146736	0.506862039767411	1.47579777002356	1.5822336819479	0.00382525487196235	-0.0633969002136133	1.72951374859815	-0.858270029234559	0.888283695093651	0.662858372351502	0.1192993438648	0.0730138827252284	-0.423445808872393	1.9001871216864	1.14717825687073	1.35050202550556	-1.15639583981296	1.43764314759113	1.48540989204908	1.10672796955583	1.38278687098894	0.674222923915212	1.51162684362386	0.446986149355478	0.245772919613496	0.170261792734369	1.37647431574283	1.38282652909323	0.144540144905373	1.17800954935143	0.13322086419148	-0.576901357271993	0.511559558357691	1.45381291846932	0.210054395162263	-0.460649347487623	0.360647440532733	0.815005117908494	-0.27695149229738	0.619875069591646	-0.166105244375466	-0.0488353233944601
"ADGRE5"	0.32617293572747	1.46974023025415	1.27753300468917	0.840186198635617	1.33319208286837	1.27505059044806	1.09694870505546	1.54637734405188	1.56428410716222	0.561829311134988	0.925164880012581	1.47803095354473	1.67966943626183	1.49313743959652	-0.368410424446126	1.62062388446417	1.69430650659872	1.44492944605777	1.36763293536147	1.50665089238203	2.02507733950931	0.906113960901278	1.63805138603173	1.58689545162066	1.57032684891155	1.4737574764043	1.30340145257186	0.191909985190738	0.594581069206894	1.91475755517993	1.54143653939	1.5890793790257	1.49211678140085	1.4897037362826	1.08448321011704	1.64570107402899	1.42325704613143	1.18789627086807	-0.460675059722297	1.20008982485136	1.59025656476785	0.714293112640934	0.804309032209625	0.999266137447912	1.40026195507477	0.258111634082078	-0.115777830125687	0.145276743551501	-0.529433063219312	0.183771009163906	1.4470754519346	0.194411530628571	0.384752198059609	0.327748132631827	0.189662984544944	0.247685347371717	1.03698086513176	0.454591921388004	1.28902728553858	1.31209311290885	0.462635238033647	0.0976635150531744	1.29974074075882	-0.760985056721387	1.24833732426216	1.61241861144717	-0.699032039703435	1.17628798762251	0.134441874629703	0.400138689144004	-0.623570302474469	1.32992093493251	-0.680058644139522	-0.116154627583156	0.488236794065801	1.18425787319994	0.829137526093491	0.0678027042335794	0.0750861906674938	1.1551800529626	-0.503968463671414	-0.0738740973673444	0.139690352040293	0.842206230154466
"KMO"	1.3424790340688	1.81895256503882	1.49636572014757	1.54729610442508	1.73283825556332	0.251257856872413	1.30470675135773	0.258417678526807	1.61936565646177	1.42120804209433	0.811358807931224	1.53391607156324	1.59905947747894	1.1311894860857	1.45590946646821	1.48814670055896	1.64234140225314	1.83746324919004	0.909334678006355	1.16304098152266	1.32643435132588	1.30673823403614	1.72697484229151	1.38502973985054	1.56438133383822	1.79161143793788	0.418264137702181	0.667226680552264	-0.620399524553195	1.52995052218664	1.51170161731226	1.65998810533872	1.81704689145242	1.6546050194526	0.851804391702131	1.12570042997629	0.931539249209875	0.479558043744595	-0.428754931662729	-0.473163759784899	0.137003157417077	0.563649142874336	0.445753477673206	-0.172521044817168	1.25516340721559	1.16725296545038	-0.304138150611342	-0.388229725411641	0.81139339048453	-0.281661478199569	0.953035525921259	0.464102563134787	1.09711831702011	1.47501309263036	0.281811236992846	1.62279325271147	0.458044528867613	0.47423002358123	1.00982987420421	1.55608885240772	0.790533627750522	1.43185978370132	1.22731829997191	1.61397612745513	1.40202529531162	0.361203938166341	1.21652937798514	1.50340472450054	1.42687959126207	0.907005210005359	1.34220669963968	0.823757673842184	0.711798908126695	-0.144971006415048	0.49976261939226	0.915445568872351	0.736835614196363	0.37826986269875	1.34022164084582	1.4954441615845	0.237232446141957	1.24526980660666	1.56624060301714	1.25455145816554
"MNDA"	0.733063416703746	1.37153859014204	0.718354195044165	1.64531484830148	1.32500693778714	0.736573214461872	1.41792731499203	1.38047705906612	1.67549907529059	1.30400871170956	1.44434243346067	1.38207349319993	1.37788771030058	1.53662235017232	1.31696533901135	1.32113543158074	1.58808910019821	1.29086119434805	1.003769212316	1.12551074186569	1.42983435164592	1.4367886289436	0.507416841396142	1.30055693725128	1.3788679770332	1.43740974583842	1.31799032998356	0.712491735171175	0.84137375180453	1.42864448575029	1.37097627145946	1.74313138588608	1.71232228097201	1.37014615796005	1.41435560800772	0.817482337366521	1.40874654802952	1.3951808539737	-0.193013437092004	0.739068552294879	-0.0236367480219802	0.449558392867414	0.424805625860004	0.557498782152265	1.56759146708345	0.823862508134687	0.229362362908417	-0.163190978356183	-0.125932177993115	1.35468646970349	0.696035447945613	0.230014998836548	0.646890901204972	0.742900487489229	0.645073290862856	1.38493161240118	0.807496131469785	0.915423859539142	1.49062024543771	0.635350315101574	0.527940785942518	1.08036248458709	1.34726167754064	1.3468945676948	1.48791550145054	1.37103778315307	0.969530145816325	1.30834653982143	1.33837030471575	1.49508701897145	1.20790164523397	1.40922023903307	0.556382758833105	0.501002190048871	1.03336817612007	0.774127955327093	0.652900437871339	0.66070332119383	1.4620205919121	1.33036558915173	0.0901149321373698	1.39778086946278	0.866944212504294	1.2953530980768
"GNGT2"	1.70632294808429	1.70628989375879	1.2964986238195	1.63386684512007	1.53308333001628	0.968138359601867	0.533195691202433	1.63691323793585	1.63089231057555	0.8822735045317	-0.258910897755662	1.71769922455095	1.64595132039198	1.67767418316347	0.849491622239836	1.47677285950461	1.63467319107884	1.60989527813582	0.395028892322964	0.675431953035012	0.796476532495782	1.75416075857618	1.449819670461	1.25203160456013	1.68076303204919	1.60176467921863	1.55326195510111	1.83105991175565	-0.641658411217621	1.72743239814347	1.71337673856586	1.64977608206176	1.69895614169728	1.30991489357332	0.049675246383628	1.49496808218009	0.731908821738186	0.751894400005933	-0.0440282169601663	1.45283904620199	0.894747825309666	0.589236268024798	0.787913922096514	0.487428224277397	1.52809114146135	1.50172017755911	1.11020086057253	0.0250633492224016	0.897080896837753	-0.0408581679423323	1.51243759355665	0.379092302621107	1.49798664557614	0.903368063638588	0.302132055176414	1.72353410670967	1.5270740890281	1.08228863553357	1.46232951422902	1.42689641131746	1.40336527929029	1.45451752381016	0.0727247148581083	1.72154853431043	0.155584670517733	0.421820422065859	-0.261928602817458	-0.0664156488811594	1.56010267027611	1.66149335772062	1.514349989006	1.61369168190052	0.821314205913356	0.233577537634159	0.225463065622675	-0.136525761368794	0.546584945179712	0.437947003292725	0.172025816287689	0.0597450861811479	-0.163959964768113	1.31344773109024	0.88553260035366	1.44161032209693
"C1QB"	1.167788515881	1.89277443605934	0.324654583637805	1.56480290394889	1.79977033984626	0.682705234312074	1.37557958044649	1.60906700650988	1.2789526229088	0.694827085238788	0.0638133285092746	1.54479472200061	1.83117771022646	1.50371549213531	1.05050331125342	1.32432582922781	1.68243115699493	1.8734391581681	1.30544094500664	1.65129245650947	1.55537962443964	1.68176034616175	1.43829816019958	1.29216660180786	1.47189301229731	1.23338222261305	1.42459618502981	0.330320272465365	0.0683914074800727	1.78509769114027	1.70499630099286	1.63581534611529	1.68929179982536	1.34983851705965	0.0712672622498658	0.73603710423323	1.43406160956647	1.41504509949786	0.296954771470058	1.42072808629548	1.26486751998626	0.645720967919703	0.693252651450783	0.46088326270184	1.60360326393236	1.34674189425342	-0.128342332662136	-0.181898777946405	-0.482972784435712	0.522699680012394	1.50235214975914	0.879084707028345	1.58822160382491	1.01313553840101	0.246445628326525	1.31385971976899	1.32775811632929	1.19914300442044	0.813997147565544	1.31987613228227	1.38974060779601	1.48529898236236	1.14399818590799	1.4451101045224	0.794028722805196	0.920045755788249	0.872730356329298	0.948199763689217	1.385963660428	1.75808308397442	1.41841347841272	1.4632044242844	-0.356860854077295	0.177716636161586	1.35898284795779	1.37832224466183	0.597481821138969	0.424898173526939	0.661649532291003	1.37758368874097	0.628944770784846	0.913109850933209	1.30632880406813	1.00474812553412
"C1QA"	1.24249211341211	1.85730763036012	0.332452923376097	1.40738544343474	1.71210879769085	0.811511966923351	1.39974859526112	1.58717516622123	1.26391288411029	0.339033900190589	0.18452006329603	1.5825040045684	1.68996376885475	1.37327220110443	0.819289462058772	1.57252526614926	1.66581395810144	1.94002451414354	1.33875725316286	1.55428096575551	1.61325259596034	1.83982072644259	1.57761898176396	1.42011503889773	1.67877698689382	1.32949805576446	1.23587627794748	-0.0168837899635622	0.148994359345018	1.88301034108107	1.70185731920673	1.5662969582657	1.63745499783402	0.403305632598603	0.749072957431442	0.995936909285621	1.54652128871442	1.53936560434206	0.0921899128441721	1.47355614732944	1.31924371179187	1.13288158046086	1.06890574291242	0.68341880633555	1.62505411838325	1.36108673231501	-0.241856097599892	-0.090346673820519	-0.650857786922033	0.302894228277529	1.6507355726838	0.999231618617114	1.67892512441582	0.856240813772412	0.189266725793303	1.31831622521197	1.3241048296722	1.2809324980336	0.72541664327435	1.53097522646341	1.49446720968657	1.47227952156535	1.1178130410448	1.49433429133544	0.83869592441691	1.01364600285032	0.595575684643077	0.934294371696839	1.29567985430593	1.77943019726089	1.58684973151351	1.62974294886603	-0.171958682629114	0.21558613452233	1.51822734780372	1.30338814122147	0.905669123888753	0.31890433890859	0.468982461835854	0.620724377270164	0.280722653067397	0.84199568500767	1.19649314375363	0.235394324106671
"CLEC12A"	-0.162604387446943	1.70937011083842	1.32935193157011	1.62857527120708	1.33628197926108	1.31740652329762	1.46004427324222	1.71705851769449	1.56405666227524	0.950692102806963	1.5747901143444	1.63241142638491	1.61183037083599	1.46805640991678	1.72436453212231	1.46163352829898	1.5774285280563	1.64724010779111	-0.277596206907296	1.02615638913788	1.48127108035987	1.37541185678442	0.598694104920253	1.3041348170069	1.64944772366232	1.23363960377434	1.5254686222601	-0.0740252879685394	1.26884177925305	1.65361354398581	1.65704070235663	1.27632752423052	1.45901001461455	1.52194856663807	-0.101183075531711	1.23103850662106	1.29398823446924	1.03879428509436	0.200361224349002	0.362194969128974	-0.445185902961422	0.811172445432728	-0.491000514371153	0.015471490163563	1.11657008136092	0.395971364225096	-0.889767711732967	-0.41177602820529	-0.576287686917834	0.255147893287854	1.38350630205195	0.99901962503306	1.35984875486608	0.532868695116164	-0.692370954459753	1.3454691058275	0.374405596486171	0.443198489091525	1.29055770383901	0.843672401009764	1.35258127230635	1.60693270779074	0.284814999561018	1.2401943255078	1.15521517666506	0.878729363579498	0.860147772344126	0.301884751943331	0.832396209201297	1.49476916871776	0.875481018225133	1.4370271672533	-0.398099005385427	-0.86578324714136	0.742379757236961	0.446881729416578	-0.303141465190541	0.16406704510145	0.494226807246957	1.53342539245693	0.0749183558477785	0.670884384270177	1.00434703181962	0.361752420992402
"THEMIS2"	1.38113265673055	1.67532127194769	0.538637266249078	1.0130542756921	1.38564796913162	0.683210011554562	0.795904743443887	1.5970503334392	1.53501576728952	1.44030743991862	1.1850910221361	1.47014250437799	1.79593645433164	1.62438301140163	-0.269406518340333	1.52304858930184	1.67936339298125	1.60329531879529	1.27606628852856	1.3069949623344	1.65617869167112	1.5877628162328	0.77117631248604	1.26440035259692	1.54812123712218	1.00852063952486	1.51341880870896	0.0632394735120342	0.53934929629502	1.67044604212001	1.37017507902493	1.61584147692964	1.55394592459417	1.21198680045258	1.15075525080993	1.40180217157076	1.02725842024562	1.03819480186123	-0.0344206015477135	1.02386198831747	-0.0772401609390128	1.52470535237266	1.22020434805257	1.16236377593693	1.45382891574289	0.95632219847975	0.175951083497411	1.28511071823494	-0.470135950685524	0.709676319588751	1.3250549630174	1.64304185688428	0.568623643718773	0.0261254166133477	0.48940665668166	1.57227368620238	1.24601270202464	0.288012180944704	1.33377686977124	1.34004462076511	1.35601173500129	0.905571159811144	0.898989154901665	0.0974262548413047	1.27605871262146	0.113524973461468	0.150001769293669	1.25848237597412	0.916347732659588	1.29423624360973	0.962733300713107	1.31258503881968	0.774445288971401	0.849945416458852	1.21242072356327	0.117088030027351	1.28187175361921	0.832470342646838	0.709242570053304	1.54373295976248	-0.315436148301612	0.593183851164877	1.05219093390692	1.34331491727448
"SCIMP"	0.919708636646642	1.59380512725757	0.585442867194296	1.49991661326155	1.51070418776285	0.734400651849134	1.12659859304966	1.43829113608863	1.55755014883399	0.730160678978437	1.2496796898659	1.43538549791616	1.65015420912467	1.59609648709578	1.17871395262832	1.29468742241887	1.64899845307569	1.45140318960995	0.752846944016683	1.312769209139	1.45429533085726	0.868405727266566	1.31362621217778	1.25995652369899	1.48279987253569	1.49738968297639	1.30074159132598	0.666234292029234	-0.100134256553168	1.55921690834507	1.61308949059647	1.55657604149719	1.6531331559458	1.55064478564212	0.713417923963354	1.15337901201624	0.888511911275831	1.19580023848249	0.194076581874269	1.18425305846711	0.558305307628537	0.799309373463959	0.5536264257122	0.946153004265763	1.54111485454981	1.15323499694942	-0.470087941543848	0.52496248994018	1.31770359916845	0.186310804916739	1.35993838117017	1.15044171392024	1.20453334928813	0.91948262548584	0.314083914761965	1.15907407661341	1.11934893035792	0.772783850440431	1.5054649136192	1.37880051359887	0.673163942659974	1.25936945389677	0.785013402589509	1.19096013864977	1.26770159478302	1.18102817935457	-0.0399715565512893	0.554713482827715	1.27190588830347	1.41011286754817	1.17632692774023	1.34629619302422	0.623064635174951	-0.370322816767963	0.822574590304232	0.239437601660297	0.242663863751292	0.644722113496687	1.19550996185901	1.2143546151965	0.0751181272234058	1.22163991829323	1.01824505108518	1.26205984810071
"TNFAIP8L2"	0.836558704531088	1.49847723669518	0.0172054590819764	1.76294592568076	1.50247147759026	1.31257185264349	1.53362289045399	1.55988505388704	1.29392908804261	0.0603759736644014	0.993895269994671	1.28415159171841	1.49513854447443	1.47973156000356	1.35097747943394	1.52536614530479	1.60619926724474	1.71847059116768	0.799108014654483	1.23081830704468	1.415469786424	1.55031388047574	0.624960449975888	1.60801163263858	1.61986459735112	1.24108107642116	0.836502203803494	0.341293369902852	1.22936786838794	1.60987799235146	1.39320287874062	1.55474933255081	1.69673260221038	1.30841020225445	1.48994975291437	0.41366273875825	1.44973679082119	1.35895384070023	0.052528751541504	1.3332913344036	1.13256798334562	0.922680000886322	0.875039405705353	0.285818117165167	1.60006008596748	1.54789446233905	0.642951557693223	0.37848989613291	0.954941881464857	0.192198326132899	1.29566819983598	0.57233935419297	1.3089320982683	0.382440960042019	0.435157238897512	1.60652420945271	1.17763603491753	0.845454561352884	0.885741467151536	1.26517423931152	1.31001615416317	1.25470178624084	0.70276872469662	1.50540313483477	1.58335800633007	1.4978248053066	0.334275405662014	0.887686703599672	1.53943328325793	1.76173820466313	1.62111093940253	1.50759147746069	0.84923705908444	0.986958346275316	0.963414226920113	1.01484150566729	0.916386739362098	0.659305002183554	0.812060002948308	0.550094246180791	0.0653592733470158	1.54792242619492	0.224339835938604	1.10910061118424
"STAC3"	1.63187300861074	2.06703732832859	1.37787008628424	0.827576342088648	1.85506711956355	1.68597630838077	1.93850633440437	1.61049880363995	0.811768360369593	1.63551872977734	1.45073300910837	1.62605621710029	2.10406580373435	0.527837167135076	-0.0485292032396561	1.38433680880331	1.67541021150101	1.57299737905457	1.45366154128408	1.33646128719304	0.142535270309735	1.88894026457776	0.391410730063153	1.52794299851264	1.60442918486511	1.05790496093646	0.536023733730361	-0.540783734395143	0.746240260240864	2.02667457230202	1.67152762949937	0.449358977954648	1.69145747841195	0.630058205748264	1.6340280240116	0.739839961690978	0.762088121107022	1.37046724995254	0.00244261012448436	0.847076459042938	0.497162413157098	1.32497920836486	0.7143519317311	1.38285761232001	1.79362101988655	1.35481346648666	0.522211861733528	-0.0557557573922263	0.808414922654896	-0.699523731293497	0.929083913999692	0.13920464898998	1.2599571950246	0.233707195508573	-0.471367987049533	1.91548707840418	1.43858334175732	1.06009832648026	-0.0965466785562515	1.13804125685177	1.74432590748173	1.56119859231066	0.723724507896536	-0.664027556979299	1.39272215886122	0.283063600989908	-0.63148118937037	0.280849968106535	1.2570275318628	1.5915528220371	0.416026509143456	1.03193497885748	-0.711910292491164	-0.475932205875592	-0.346826514504256	0.389473861795021	0.163094280308283	-0.0918225902623599	0.102966376887174	0.764326951465279	-0.308286461153676	-0.0139682583348108	-0.577940968598168	-0.337238495742551
"TSPAN4"	1.22837060908625	0.92999343756439	1.15162120706254	1.07373976679515	0.994996408877356	0.853108142027112	1.46446044407818	1.40267786562173	1.31471950720837	0.984237292235408	1.34082295823835	1.31816018246605	1.21896263252373	1.48273919573792	0.894669986720094	1.45613640867732	1.29074852984465	1.35955465466432	1.24685186783909	1.44246993080072	1.28931576075126	0.999670223406065	1.48371073589576	1.18247325965683	1.41085875256604	1.26893274214231	1.49547209755828	1.18359501528168	1.33100412642375	1.44117101491376	1.44854432868154	1.23955061587574	1.18987110015139	0.978756225469465	0.949024320433667	1.36651568841068	0.0263146548192726	0.896397997474423	-0.795875414698295	0.896339135520518	1.07271292708502	1.43686532269313	0.553936141156268	0.35624179888687	1.45691576114858	1.5461382733236	1.00654363136204	0.987697593848085	-0.295406062373081	-0.649709979918478	1.20138581427946	0.14127570817382	-0.824294784793217	-0.274691470710617	0.127855724630465	-0.190982666924066	1.12156053020695	-0.173669381656788	0.756192375300872	0.588749366885629	-0.347969441748308	-0.0273633824290989	1.36049247742105	-0.255696685092366	0.856426605192281	1.37900822104908	0.335209590594903	0.892554462816385	-0.0582825902261571	1.51627408603142	0.114911392578609	0.813847711379834	0.832457042531608	0.212060318504608	1.37541311328198	0.841094681484333	0.915264703382111	0.175909808871462	-0.170180870896564	0.312790354756974	0.894183106561162	1.18114434421214	0.0942312534981283	-0.0266426113385139
"SLC15A3"	1.13117096297873	1.48449614622808	1.16283868141533	1.07556576253471	1.5918146450409	1.23764834696319	0.993070503673386	1.33310365074037	1.32874958542842	0.926938423234934	0.646751369936756	1.3147797184362	1.603261319127	1.34977208371855	-0.434701672462697	1.59502312405062	1.54487745884807	1.50262980557364	1.17193490238515	1.45218679710008	1.33690366487024	1.44506071643731	1.41170738796199	1.57024719403655	1.59303291102447	1.22840886347047	1.37587919825613	0.796234516400309	0.368992448797556	1.55277417092483	1.29645150046169	1.2999377928837	1.47480235013489	1.44455946084301	1.19210889161554	1.23202871204647	1.12291974451658	1.29401364065429	0.479478447372363	0.642281862780639	1.072949137102	1.16431950021054	1.33340500811071	0.289509016597925	1.50392550262838	1.34362023118428	0.614279819675908	0.993571139092504	1.0025512396002	0.0757432281516633	1.20342789718179	0.176513158602852	1.31959739096264	0.787888862143425	0.222159004872883	1.54300005132038	1.50605530342162	0.677610172286105	1.17815562589178	1.28194508737402	1.2300717144805	0.919689878414671	0.805796187604121	-0.54937207152126	1.28176207625039	1.115663773121	-0.176751390131575	0.419262840614959	0.254901238246069	0.970543158664961	0.887371027725117	1.30109506918036	0.121436610360834	0.334906472972531	0.827254267539781	1.02484675537313	0.617852946641932	1.18880279452315	-0.226252219264897	0.842094199257465	0.200404302680232	0.748212108914846	0.522263272167545	0.890999116838267
"LAIR1"	1.28917407127245	1.52943581182976	0.62132319775706	1.43833787325888	1.4522509185505	0.857998952251047	1.31515029517848	1.41190751440591	1.26854890766345	1.44803035593819	1.14123512712881	1.38847016082279	1.5689125248902	1.27462494228955	1.33896043144147	1.15507836242883	1.47242164618947	1.40324805726388	1.16222574391862	1.33797057724271	1.33268472727879	1.11312098792918	0.58507832580068	1.27555028159116	1.45504348526831	0.721261726442715	1.42948541279742	0.728183915113079	0.666660639395209	1.4630401393739	1.31808479570733	1.54448432310852	1.55876096497452	1.44785119040611	1.12919750242657	0.783108467856914	1.30463713647418	1.32523706348194	0.351157309757967	1.28210049446577	1.03077984393406	1.26323824656341	1.25541839505202	0.753715519006226	1.48910998590665	1.292870296096	0.0387977275110139	0.28797336543077	-0.258536236885952	0.571464638196217	1.39633115125672	0.922832991345249	1.47938706149473	1.30676906903753	1.27539799912053	1.46552358884032	1.14209295329305	1.08520036567405	1.40465123495868	1.1544967047252	1.2681293781549	1.35429841273212	1.25528798450608	1.37002659001978	1.28989617632888	1.24293225642844	0.801244088564922	1.35812955856203	1.40491195460185	1.51740454951474	1.27478601552862	1.44666189485704	0.503749208860194	0.556162882004964	1.23530974159262	1.16192907493864	1.07917163894827	0.844606975152097	1.29007807271148	1.40560599619631	0.251241103343796	0.697523737385965	0.826186137902891	1.40588463541423
