"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"	"State"	"MaxFC"
"SP140"	"SP140"	0.00193433118577145	1.94839338428493	-0.148707103929634	-0.272117731229418	0.955481143422433	-0.21653632044135	-0.234636472201679	-0.0321954409541673	-0.0768686444293045	-0.634368917195607	0.178153159736021	-0.225071661838494	-0.223211592096383	"IS02"	1.94839338428493
"TNFSF8"	"TNFSF8"	-0.150354600336691	1.90993856197027	0.174280631546304	-0.114293339636288	0.841505543951604	0.248278846459007	-0.537270295771936	0.388906646716205	-0.100509614091316	-1.01278067357221	0.8235928092579	-0.194266792046593	-0.403245042304882	"IS02"	1.90993856197027
"TIFAB"	"TIFAB"	-0.146425285639522	1.87658130149038	-0.29021186133231	-0.255381614967012	1.14024115304685	-0.230124972158597	-0.286229410168437	-0.197136644714353	-0.204938976426483	-0.471263988461736	0.0547587750768561	-0.170241573619293	-0.330133867174483	"IS02"	1.87658130149038
"PTPRC"	"PTPRC"	-0.0672079683629725	1.875246041326	0.0904637218047023	-0.0543887798675454	1.17658767905544	0.182149723783982	-0.708664352772261	0.482364559377758	-0.143311623986933	-1.15751947369517	0.91772632136734	-0.137635235292248	-0.355265477069447	"IS02"	1.875246041326
"CYTIP"	"CYTIP"	-0.150590094140845	1.8744373672853	-0.0438565076385693	-0.238370906141371	0.657726699352848	-0.0975958548026384	-0.330707460259052	0.0710039522111237	-0.0633936820571726	-0.622484888588778	0.43253121942198	-0.16246248382029	-0.239069606259444	"IS02"	1.8744373672853
"WDFY4"	"WDFY4"	-0.221096248856888	1.87018386744099	0.127467670069425	-0.221141003206472	0.856428132450592	0.0344801996180706	-0.0902039147327974	0.617052807331586	-0.00589783583450483	-1.05691108525972	0.630084238778388	-0.252369181724748	-0.413187292520324	"IS02"	1.87018386744099
"RCSD1"	"RCSD1"	0.0688356094591956	1.86294674899105	0.0271438381165726	-0.153712322999226	0.71022034372861	0.720616858151078	-0.559982647552334	0.394230785217226	-0.0249526617608997	-0.886825953071464	0.452413519517256	-0.198834244630518	-0.636738765891491	"IS02"	1.86294674899105
"CD180"	"CD180"	0.0659528345446565	1.85544214062943	0.176541504931402	-0.0721942795816569	0.849467482327868	0.0985008766325877	-0.41710304111883	0.30104405529039	-0.144212726219942	-1.0557833090497	0.855497285687941	-0.218690158569922	-0.324653083001807	"IS02"	1.85544214062943
"KLHL6"	"KLHL6"	-0.0949029794566108	1.84717590592168	0.109411780279812	-0.0366865094940846	0.912611544093948	-0.0246030369815548	-0.599066859636268	0.488109803181252	0.401113232105676	-0.957151584510479	0.621035163217709	-0.381999817738845	-0.407464231761276	"IS02"	1.84717590592168
"CD52"	"CD52"	-0.249555204406182	1.84053600861834	-0.204909876091995	-0.398278200541547	0.903231517193709	-0.0206808896374056	0.00444238925949389	1.04516890491069	-0.268416906732682	-0.940703364567013	0.304119689596023	-0.0973098469222682	-0.288359403329837	"IS02"	1.84053600861834
"BTK"	"BTK"	-0.159862193478544	1.81543367037418	0.130856878174205	-0.192709140178343	0.926963703352346	0.180187730707204	-0.410830161633997	0.894481573500647	0.0304578470880346	-1.19286890712979	0.786100547948005	-0.198703122653319	-0.302545684075929	"IS02"	1.81543367037418
"PTPN7"	"PTPN7"	-0.0418224424971862	1.80025961412044	-0.124338298370513	-0.170408908171153	1.02450208982412	-0.256389937898206	-0.194833600885449	-0.14039932190344	0.009301022479076	-0.604973699839424	0.147670632636099	-0.310444834211304	-0.254019615460717	"IS02"	1.80025961412044
"WAS"	"WAS"	-0.0848787343336535	1.79488233651078	0.0428917768304873	-0.322663845652061	1.19851752015294	-0.00317475373582482	-0.145420894641457	0.67102528039636	-0.00247473864348432	-1.17305950910821	0.753996026865631	-0.29724305481813	-0.33717808095946	"IS02"	1.79488233651078
"DOCK2"	"DOCK2"	-0.0573905321429607	1.78894865515816	0.220726632994084	-0.137358745058219	1.11650126271144	0.174085037387526	-0.458232040015921	0.708288253625213	-0.0738327830348733	-1.22551891473352	0.846670885620429	-0.271568441408569	-0.344868756291542	"IS02"	1.78894865515816
"LILRA4"	"LILRA4"	-0.314402786291637	1.7823456337167	-0.0167269469369096	-0.193826923123396	0.685375420457764	-0.127519196166647	-0.109942538031758	0.39602440981658	-0.181225240372662	-0.691489826857858	0.362197304208514	-0.162840317686891	-0.352990420434504	"IS02"	1.7823456337167
"EVI2B"	"EVI2B"	-0.170699743405361	1.78008397565052	0.102965021884983	-0.129920455705742	1.05903475468879	0.104417268104794	-0.555169846079829	0.770971913709678	-0.161354269112469	-1.14073436509885	0.80810936914583	-0.0736476558361762	-0.309325404992052	"IS02"	1.78008397565052
"IL7R"	"IL7R"	0.135077932585811	1.76575701905783	0.274018433169245	-0.0687110486591613	0.523162416818279	0.158784950150198	-0.556061544772289	0.285741259097084	-0.179696351552341	-0.820055282669967	0.882231907540902	-0.273416637994445	-0.48548940247141	"IS02"	1.76575701905783
"IL21R"	"IL21R"	0.168102662288253	1.74282639240491	0.329258019867734	-0.198304910653719	1.53332838491036	-0.413468971212799	-0.275167192802467	-0.101230314867696	-0.097310814556843	-1.00709237850464	0.587803493411961	-0.365136325280528	-0.321286075700504	"IS02"	1.74282639240491
"ARHGAP30"	"ARHGAP30"	-0.0476173764069294	1.73506006284283	-0.0285477668951802	-0.155682948301734	0.980047883494774	0.0755546554764597	-0.40480950295213	0.665941986030827	0.126922415354229	-1.00883936333993	0.559384586745795	-0.257327198389454	-0.318318219614543	"IS02"	1.73506006284283
"SNX20"	"SNX20"	-0.0195699194325282	1.73133131939915	0.0613982614269931	-0.200956658667515	1.21135533658231	-0.133145395657574	-0.161772536980549	0.463817818725002	-0.113807618884988	-1.12123282266727	0.656289107513973	-0.202024475002618	-0.248438534482881	"IS02"	1.73133131939915
"BIN2"	"BIN2"	0.10542461827924	1.72787140416835	-0.0112196799703893	-0.19604436902484	1.00450542554517	-0.0388966106934476	-0.324444439547052	0.497258180876601	-0.0991431933075937	-0.930003918469851	0.546341724409993	-0.261350417743605	-0.311909128924657	"IS02"	1.72787140416835
"ITGAL"	"ITGAL"	-0.248542903047492	1.71724018993127	-0.0482993149643359	-0.1493617977812	1.18896359111388	-0.0561079895491186	-0.511828705959152	0.594322509968677	0.2315283976266	-0.958768121476805	0.474358668613551	-0.240606488031105	-0.282062171314834	"IS02"	1.71724018993127
"FGD2"	"FGD2"	-0.20747736467716	1.69681259741328	-0.0870101230783579	-0.15324651548887	1.01536168494135	0.204496255010497	-0.509981708223553	0.649856583499017	0.182405721477159	-0.956631912025401	0.582823329581332	-0.283023490950607	-0.340880972611311	"IS02"	1.69681259741328
"NCF1"	"NCF1"	-0.0619098514036195	1.68677286457866	-0.160339013559919	-0.333339952608049	1.22533762620247	-0.0973419400241838	-0.163714497776277	0.533873294943216	-0.0923839231895326	-0.947906236765622	0.555518356824358	-0.284242573074164	-0.254675947482518	"IS02"	1.68677286457866
"CR1"	"CR1"	-0.16212377112294	1.6864451226897	-0.0585737819695307	-0.127822095178839	0.358835562422879	0.450890065436516	-0.522266077127754	0.319362797433262	-0.0928683469514751	-0.734849203539393	1.07039894958999	-0.285951221327348	-0.42095202017823	"IS02"	1.6864451226897
"C11orf21"	"C11orf21"	-0.11444266234967	1.68281293938896	-0.204072059478888	-0.327751200641405	0.903676205555566	0.316416371124467	-0.332268281142997	0.646390688304621	0.259406498567071	-0.798982148930878	0.233962595358797	-0.292958953018631	-0.410254960937386	"IS02"	1.68281293938896
"EBI3"	"EBI3"	0.0365956733632705	1.6532263641842	-0.0252235689152354	-0.348431038754216	1.14297619567057	0.0169889038449021	-0.0498336491296235	0.006899139617516	-0.105512062590985	-0.832528353950678	0.372099029225804	-0.202151220874884	-0.340551806262539	"IS02"	1.6532263641842
"CEACAM21"	"CEACAM21"	-0.204187145215486	1.64917015310626	-0.0341617643269153	-0.272713047679694	0.721222558366804	0.0477183639235486	-0.204186749354892	0.65995095724873	-0.0517589344701159	-0.72815273604142	0.250869992707791	-0.107883871052722	-0.442831564151864	"IS02"	1.64917015310626
"CSF2RB"	"CSF2RB"	0.156778812744587	1.64909698463443	0.177433218947643	-0.117639585181321	0.873112450155066	0.492402873648439	-0.56565930899528	0.401110978892582	-0.126974509878872	-1.07262055586225	0.880511594666329	-0.143928009340606	-0.519589991529214	"IS02"	1.64909698463443
"PIK3CG"	"PIK3CG"	-0.130720490211205	1.63360503670684	0.169281246853112	0.095344335518889	0.700839121638936	0.354778972379828	-0.755943372780417	0.324721767669957	-0.0967500767294604	-0.910773630184482	0.864214335172953	-0.127506027232659	-0.399765767394929	"IS02"	1.63360503670684
"CD53"	"CD53"	-0.0329030105926376	1.63317713889404	0.131544509960515	-0.162394660677694	1.27632374012803	0.0676486503293042	-0.326760528001147	0.753185645551323	-0.160179168022924	-1.31372269342838	0.950248224687837	-0.230794361450938	-0.206969162085166	"IS02"	1.63317713889404
"AMICA1"	"AMICA1"	-0.252541709155284	1.61090120419944	-0.0489631929315182	-0.343328612622338	0.830172571444523	0.329767341273546	-0.175716702431065	0.970037623326526	-0.126632016740087	-1.08551026261083	0.751691970048778	-0.0507097789595432	-0.402989973398249	"IS02"	1.61090120419944
"CCR2"	"CCR2"	-0.07675116281981	1.60353739374042	0.00099814721399106	-0.142711322169345	1.1073967097329	0.386976293595194	-0.484141302554262	0.323430687688785	-0.0772644587402163	-1.05822788096494	0.735212760336217	-0.0513866047198294	-0.392081849996476	"IS02"	1.60353739374042
"IL10RA"	"IL10RA"	-0.102443958204674	1.59836084381179	0.12741933405798	-0.101189541796827	1.16399920266767	0.366589458878256	-0.484773843342488	0.539636713082101	-0.0160401607635428	-1.22711002918355	0.928907062619305	-0.195463267831423	-0.353077895360509	"IS02"	1.59836084381179
"TIMD4"	"TIMD4"	-0.019496937495829	1.5977183274389	-0.197038677054598	-0.176573281590692	0.615804320610991	0.159109836683675	-0.119717361597271	0.131523809477723	-0.141410799873513	-0.690956259170533	0.433293746103387	-0.153693889790502	-0.219791167335655	"IS02"	1.5977183274389
"NCKAP1L"	"NCKAP1L"	-0.0573225619843424	1.58421505972214	0.160246120226908	-0.0662291913727656	1.16872963729225	0.22821896243423	-0.612592962430138	0.813556804961904	-0.0112317967006893	-1.22839077578182	0.978994288547223	-0.30830363987394	-0.315307990754866	"IS02"	1.58421505972214
"SCIMP"	"SCIMP"	-0.214947423732023	1.58358147278634	-0.0739783585690333	-0.0715430366389942	1.07289122456152	0.1106114722772	-0.475194475457288	0.837812665103604	0.085082009081688	-1.02280565274737	0.70870900987324	-0.315171663984951	-0.36569268214869	"IS02"	1.58358147278634
"GPR183"	"GPR183"	0.0433059876672673	1.56641604601041	0.107827026248669	-0.137949445451658	0.401517259608158	0.370026939442704	-0.350059997598634	0.193428299446426	-0.171396487675897	-0.83333106277335	1.05800275197905	-0.183044456825412	-0.423160455098872	"IS02"	1.56641604601041
"PTPN22"	"PTPN22"	0.0485544220333158	1.55907227052587	0.110879818035656	-0.177808037452394	1.27240382850464	-0.0790198499492911	-0.585434965873664	0.296358331060369	0.0670135650920526	-0.953549758707331	0.692496409510633	-0.246503419342765	-0.285253036184047	"IS02"	1.55907227052587
"CRTAM"	"CRTAM"	-0.119305322593993	1.54404865108384	0.00243689923666916	-0.19016257057367	1.36520346095924	-0.024878049526695	-0.409761194572683	0.579734394254781	-0.128125529034359	-0.989336441083116	0.466408609980393	-0.209078303598226	-0.227266047433702	"IS02"	1.54404865108384
"EVI2A"	"EVI2A"	-0.209309247624609	1.53035808642784	0.449316631713936	-0.188658686893869	0.999696000809199	0.201346711669301	-0.390664569684714	0.543765930861284	-0.263644910496005	-1.15470670346485	0.938114307119465	-0.0843958368605507	-0.318342466221933	"IS02"	1.53035808642784
"CFP"	"CFP"	-0.157419261247685	1.5249254505958	-0.237825776058762	-0.422083452612294	0.195805089133677	0.868066575965712	0.224557548665994	0.713969152729572	0.0262647349584622	-0.857909466956839	0.543299111766453	-0.0573114401142419	-0.652116981258247	"IS02"	1.5249254505958
"AGAP2"	"AGAP2"	-0.0808318406175219	1.52039476812809	0.0768219188752912	-0.125930022955808	0.826072022396758	-0.0293943339151838	-0.309917649274509	0.112167956497198	0.0162785491501398	-0.563608225846282	0.246050993593814	-0.419869876255422	-0.331472223862526	"IS02"	1.52039476812809
"PLEK"	"PLEK"	0.144280825448109	1.51922238976971	0.042550864939385	-0.0667234177270478	1.27062211248274	0.129185443587427	-0.528541804330892	0.56301733430475	-0.201583776635872	-1.24673653076178	1.14836438550285	-0.276287850613931	-0.192392808442086	"IS02"	1.51922238976971
"CLEC10A"	"CLEC10A"	-0.312825773733089	1.51034864657032	-0.109284428285572	-0.286389490022679	0.806292030711667	0.936110781442154	-0.242800091391743	0.430295349651123	-0.0723171549577159	-1.05709393847919	0.586484539725721	0.167637398075394	-0.454184080950738	"IS02"	1.51034864657032
"LILRB1"	"LILRB1"	-0.00218696900357176	1.48707989791275	0.0623431008392354	-0.181951367888995	1.3772436507431	-0.0635429252496618	-0.367866036688042	0.552062861342142	-0.0564496210649758	-1.13071962356282	1.01105038564222	-0.408560386016013	-0.307804646826088	"IS02"	1.48707989791275
"SPN"	"SPN"	-0.22157125105767	1.48232584598107	0.022601452435917	-0.228475616707288	1.08117413700243	0.087378947512962	-0.229343611717787	1.05498794781914	0.064753485771729	-1.1304454504969	0.610837772881688	-0.217301243563841	-0.296802978284964	"IS02"	1.48232584598107
"GIMAP7"	"GIMAP7"	-0.346778134382281	1.47314225770624	-0.188026009809139	-0.219357681465295	0.864613852969385	1.28181559129971	-0.381523534554401	0.556184134173935	-0.0903040518044994	-0.880289652419126	0.270065311678457	-0.102569019637841	-0.677368443405744	"IS02"	1.47314225770624
"CYTH4"	"CYTH4"	-0.0575774618756048	1.46433293619347	0.178317485266894	-0.230517177856582	1.14568814454528	0.21908262003194	-0.288884501613976	0.533695187665982	0.104719730788492	-1.17402417826072	0.999003504494455	-0.401793687693859	-0.308174486227469	"IS02"	1.46433293619347
"FLI1"	"FLI1"	-0.201086610880329	1.4534560791879	0.235620279744523	-0.20557067901367	0.581415322224526	1.24807978454488	-0.518547371878879	0.716851120799345	-0.182084404623143	-0.940652472087901	0.656129838121821	-0.245474187377012	-0.711008727593532	"IS02"	1.4534560791879
"GPR65"	"GPR65"	-0.169436531791763	1.45174153760503	0.124531044130005	-0.124004772611908	1.18090628326909	0.128112708562395	-0.428068395324282	0.817068042556244	-0.156719965091454	-1.18354446178007	0.949900833356266	-0.201694491527283	-0.274438127573853	"IS02"	1.45174153760503
"MPEG1"	"MPEG1"	-0.151538080008473	1.44320954514369	0.163877404000424	-0.0381054640798324	1.02201961427133	0.623987268544877	-0.544301011686507	0.583299987243283	-0.0950231631091319	-1.21514832736018	0.997377173777528	-0.13671677564537	-0.405109097981661	"IS02"	1.44320954514369
"PIK3R5"	"PIK3R5"	-0.0601124661004935	1.43675427736803	0.23044640128333	-0.0822760330792316	0.880789556458339	0.205917788092468	-0.523294818824912	0.865284085228884	0.096464552100159	-1.12295546016798	0.900257654811343	-0.281184123940128	-0.308748730530301	"IS02"	1.43675427736803
"TREML1"	"TREML1"	-0.243082052583601	1.41356049920823	0.135368492024274	-0.283839968417747	0.505384278521003	0.0159546988734961	-0.119336017632437	0.979502755855384	0.262200646791417	-0.834606028556735	0.504769881369229	-0.326516088068033	-0.292750541252801	"IS02"	1.41356049920823
"CD84"	"CD84"	-0.174497455430893	1.39498933677812	0.214942595000177	0.0388759040580488	1.21563993737693	0.0775339325939396	-0.638417193527643	0.48990078168732	-0.0740839916725419	-1.14987978791034	1.13530818349414	-0.261840421792306	-0.240027076773078	"IS02"	1.39498933677812
"CD1B"	"CD1B"	-0.0527476169286121	1.38980960445893	0.0631116242112847	-0.216929780162532	0.607446298543098	-0.119191820335475	-0.240702821740952	0.269212182404589	-0.0383193908302486	-0.693211453958725	0.570246415051936	-0.0617711928331874	-0.198783517859112	"IS02"	1.38980960445893
