"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"
"CYBB__pos"	2.22044604925031e-16	42.5837943058576	2.22044604925031e-16	2.22044604925031e-16	54.6688976888874	0.874808791689941	2.22044604925031e-16	22.9170488972996	2.22044604925031e-16	2.22044604925031e-16	69.2035104526652	2.22044604925031e-16	2.22044604925031e-16
"LAMP3__pos"	51.0523261866857	34.3588676954822	2.22044604925031e-16	37.3913306210021	41.1160522505867	2.22044604925031e-16	2.22044604925031e-16	35.6640818324892	1.68877415520858	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CX3CR1__pos"	2.22044604925031e-16	53.4067628278925	17.9733408748822	1.64982022076365	2.22044604925031e-16	45.8217192088874	2.22044604925031e-16	54.5702075153234	16.0622161314363	2.22044604925031e-16	2.22044604925031e-16	17.5479690207792	2.22044604925031e-16
"C5AR1__pos"	2.22044604925031e-16	3.97374272625121	1.91683806028459	2.22044604925031e-16	1.48819545221704	5.82259033982146	2.22044604925031e-16	33.9959570035548	23.9230656612628	2.22044604925031e-16	121.939191352555	2.22044604925031e-16	2.22044604925031e-16
"CD53__pos"	2.22044604925031e-16	79.2661798711436	2.22044604925031e-16	2.22044604925031e-16	54.8655879211622	2.22044604925031e-16	2.22044604925031e-16	19.5282106047486	2.22044604925031e-16	2.22044604925031e-16	34.1753823743708	2.22044604925031e-16	2.22044604925031e-16
"NCF2__pos"	24.4337662085057	5.57054524673513e-06	13.5538345644392	4.46063126707355	31.2894003832693	2.22044604925031e-16	2.22044604925031e-16	39.9001926093666	2.22044604925031e-16	1.17883149176476	87.1607684773514	2.22044604925031e-16	2.22044604925031e-16
"LAMP1__pos"	30.9833119927391	0.826666826521482	40.2392681513762	82.2306333296829	1.29024739349933	2.21207003995383	2.22044604925031e-16	17.5324689521636	3.91099939920238	8.39043975999407	2.8226173756535	2.22044604925031e-16	2.22044604925031e-16
"MS4A7__pos"	2.22044604925031e-16	18.6875912660382	12.5757559784836	2.22044604925031e-16	23.7188807206496	13.8975946709124	2.22044604925031e-16	58.969638146701	12.5214723014119	2.22044604925031e-16	54.1332507816525	2.22044604925031e-16	2.22044604925031e-16
"SLC9B2__pos"	26.7760286492556	11.1935929394018	25.8130304615014	61.4196127122994	2.22044604925031e-16	25.318916667668	2.22044604925031e-16	2.22044604925031e-16	5.17205521835734e-06	6.37002213339273	25.2013293969606	2.22044604925031e-16	9.40535763074142
"SERPIND1__pos"	22.1807302163638	0.365309828194054	3.09458871792427	12.8733482163741	2.22044604925031e-16	48.0846273901974	2.22044604925031e-16	15.2372888992565	35.5765313757919	11.8197002732432	5.58553691111932e-09	8.97859793119076	2.22044604925031e-16
"TOMM6__pos"	51.9398658506707	0.129694168405229	2.22044604925031e-16	45.5392253441303	3.73727788700541	2.22044604925031e-16	68.1076882652902	2.22044604925031e-16	2.22044604925031e-16	8.67127865841	2.22044604925031e-16	2.22044604925031e-16	10.34667094705
"FOLR2__pos"	2.22044604925031e-16	22.8582445375928	4.60668728209981	2.22044604925031e-16	29.3057021127857	62.9327784658795	7.95923589710885	3.55087738522046	2.22044604925031e-16	2.22044604925031e-16	62.7328390535587	2.22044604925031e-16	2.22044604925031e-16
"ITGAX__pos"	2.22044604925031e-16	38.1405712588051	4.16906791974202	2.22044604925031e-16	26.0755018902758	2.22044604925031e-16	2.22044604925031e-16	35.7539037516065	9.61543509110671	2.22044604925031e-16	81.4921083633353	2.22044604925031e-16	2.22044604925031e-16
"AQP4__pos"	19.0548941001819	3.39729512984313	2.22044604925031e-16	8.79568134983387	2.22044604925031e-16	46.7344624936697	2.22044604925031e-16	18.3436804480222	53.3129473238877	2.22044604925031e-16	2.22044604925031e-16	35.5658332022328	2.22044604925031e-16
"FCN1__pos"	1.59053749106512	46.1044000232738	2.22044604925031e-16	2.22044604925031e-16	0.000926355922372429	23.3906379486093	1.64129578509198	19.862894736245	2.22044604925031e-16	2.22044604925031e-16	94.6749307656889	2.22044604925031e-16	2.22044604925031e-16
"HLA.DRB1__pos"	2.22044604925031e-16	39.0689414940362	4.00936438573102	2.22044604925031e-16	93.6444919613612	0.671022647609628	7.84648093951877	44.855909331808	4.01698436572159e-06	2.22044604925031e-16	5.19466341940573	1.28383886966694	0.431463733909713
"MYCT1__pos"	2.22044604925031e-16	10.0531328579586	15.8855846120412	1.752762551876	2.22044604925031e-16	175.743995938502	2.22044604925031e-16	0.274615111424708	2.0954129582336	2.22044604925031e-16	0.0456819810274459	0.881666067424008	2.22044604925031e-16
"SUSD2__pos"	16.3705090432935	2.88485039092008	45.2904485623324	3.29986783798241	2.27470752587082	15.0665347405695	9.80211809225382	53.5330190736742	32.851642942431	9.03725420430736e-16	2.22044604925031e-16	14.02394336778	2.22044604925031e-16
"HLA.DQA2__pos"	1.27679313515907e-09	51.5587061577731	15.2851645677439	2.22044604925031e-16	77.4038442440964	2.22044604925031e-16	2.46239755564825	38.1907213892207	3.41443527307879	2.22044604925031e-16	5.11061386203908	6.49159025584761	0.854644510844346
"MARCO__pos"	34.3522287620741	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	11.4937874029072	11.6820191469545	6.77018007757964	62.5400160533501	2.22044604925031e-16	2.22044604925031e-16	62.4614256257921	2.22044604925031e-16	2.22044604925031e-16
"NCKAP1L__pos"	2.22044604925031e-16	88.6966073573319	2.22044604925031e-16	2.22044604925031e-16	39.9616141545535	4.84009424253456	2.22044604925031e-16	21.7169721486778	2.22044604925031e-16	2.22044604925031e-16	37.1172958681548	2.22044604925031e-16	2.22044604925031e-16
"ACSM5__pos"	2.22044604925031e-16	25.1416593295329	2.22044604925031e-16	1.98070304213398	20.4096136913538	91.0267491428521	2.22044604925031e-16	36.1054350527425	30.3858758697267	2.22044604925031e-16	2.22044604925031e-16	2.92934748270241	2.22044604925031e-16
"F13A1__pos"	2.22044604925031e-16	20.5875784929332	76.656971958466	2.22044604925031e-16	2.22044604925031e-16	55.1654873064263	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	56.2323307265315	0.00734464645963998	2.22044604925031e-16
"CETP__pos"	7.25015250040946	45.7819031342867	10.9284981453469	7.24745037780835	9.59210847124429	73.9074942878176	27.5031639888166	5.82320084574611	4.31720040469199	2.22044604925031e-16	1.06464289661204	2.22044604925031e-16	2.22044604925031e-16
"HLA.DQB1__pos"	2.22044604925031e-16	40.1194183439113	3.72518541141071	2.22044604925031e-16	90.9580818125919	2.22044604925031e-16	20.8056614637048	37.9001428031369	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.779314672859336	0.211041831669381
"LY86__pos"	2.22044604925031e-16	65.3997580696369	3.75245621717943	2.22044604925031e-16	28.0457197543214	2.22044604925031e-16	4.0473798103849e-15	76.2499177751505	2.22044604925031e-16	2.22044604925031e-16	26.478851252771	2.22044604925031e-16	2.22044604925031e-16
"MS4A14__pos"	2.22044604925031e-16	15.9458276772914	29.3913641536376	2.22044604925031e-16	19.0759239341937	2.88041082467232e-08	1.3422526119263	58.0943379668988	41.6661423180831	2.22044604925031e-16	39.7122580620831	4.14079615428128	0.160476937278586
"CD68__pos"	2.22044604925031e-16	1.01322694024725	2.22044604925031e-16	16.2100084967705	40.7486693090584	2.22044604925031e-16	2.22044604925031e-16	48.2365530543246	2.22044604925031e-16	8.56409593486046e-11	82.0222271108027	3.09545797637835	7.82233836034507e-08
"LBP__pos"	89.2877285543027	16.5364631235277	2.22044604925031e-16	2.22044604925031e-16	8.68308323256457e-08	16.2313847616995	19.2754724517984	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	34.8978687338877	0.348575594039178	2.22044604925031e-16
"CD34__pos"	2.22044604925031e-16	6.12621654584464	18.271336250307	2.22044604925031e-16	2.22044604925031e-16	177.052850496228	0.0732759364034049	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"APOC2__pos"	6.43867810973948	1.57368360984166	2.22044604925031e-16	4.72465074796216	52.2724768943471	2.22044604925031e-16	39.5303728259011	74.7502895267092	5.99482029063198	2.22044604925031e-16	3.47901165576016	3.66703304780507	2.18385314700344
"MNDA__pos"	2.22044604925031e-16	34.0441886611432	2.22044604925031e-16	2.22044604925031e-16	47.4731495770071	1.54991290178731	2.22044604925031e-16	39.7410482545245	2.22044604925031e-16	2.22044604925031e-16	68.912346694009	2.22044604925031e-16	2.22044604925031e-16
"TMEM71__pos"	35.6413908289028	48.2740871724759	2.22044604925031e-16	0.249354390387444	2.22044604925031e-16	33.9950496344809	2.22044604925031e-16	2.22044604925031e-16	28.5289526212013	5.79376534012589	29.075573409135	21.4178259685582	2.22044604925031e-16
"MPEG1__pos"	2.22044604925031e-16	79.9978698281368	2.22044604925031e-16	2.22044604925031e-16	38.5587590209758	25.8415086542551	2.22044604925031e-16	5.41612706426724	2.22044604925031e-16	2.22044604925031e-16	43.7704007540782	2.22044604925031e-16	2.22044604925031e-16
"MS4A4A__pos"	2.22044604925031e-16	1.34222600232872	2.22044604925031e-16	2.22044604925031e-16	53.3938797602496	31.2769080012551	2.22044604925031e-16	27.4472657880537	2.22044604925031e-16	2.22044604925031e-16	77.786455919692	2.22044604925031e-16	2.22044604925031e-16
"SLC39A8__pos"	13.7023583080066	1.71230635712152	2.22044604925031e-16	40.2558068894575	2.22044604925031e-16	13.004652493958	2.22044604925031e-16	47.897614308122	2.22044604925031e-16	4.22385171678867	21.7637976785058	5.92304646928596	12.2589586569123
"HLA.DRA__pos"	2.22044604925031e-16	47.0621244756871	0.461822268906266	2.22044604925031e-16	99.135320909202	5.53588664010223e-15	2.22044604925031e-16	39.5293475185956	2.22044604925031e-16	2.22044604925031e-16	7.38335836249735	1.76562304592719	0.863310877631802
"SPI1__pos"	2.22044604925031e-16	34.1774876634087	0.00175513609774471	2.22044604925031e-16	57.2747478961566	2.22044604925031e-16	2.91593260810638	56.2123908093812	2.22044604925031e-16	2.22044604925031e-16	42.0687304479882	2.22044604925031e-16	2.22044604925031e-16
"HLA.DPB1__pos"	2.22044604925031e-16	60.2815995007421	3.75757824249021	2.22044604925031e-16	80.7794683111454	5.07652434861964	5.22899068862655	46.5058393296786	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.000407327289052708	2.22044604925031e-16
"MRC1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	15.6504258695992	53.1676132839156	2.22044604925031e-16	21.0230408254333	2.22044604925031e-16	2.22044604925031e-16	98.7066182330234	2.22044604925031e-16	2.22044604925031e-16
"PTPRC__pos"	2.22044604925031e-16	117.657286922342	2.22044604925031e-16	2.22044604925031e-16	40.7319537064065	1.96447544257534	2.22044604925031e-16	7.01285861239234	2.22044604925031e-16	2.22044604925031e-16	23.8177701167639	2.22044604925031e-16	2.22044604925031e-16
"ECSCR__pos"	2.22044604925031e-16	8.53139035031142	0.690697010173178	2.22044604925031e-16	0.00731070193344844	167.137027835172	11.0561774347663	3.52871394785557	2.22044604925031e-16	2.22044604925031e-16	3.03920122335058	2.22044604925031e-16	2.22044604925031e-16
"APOC1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	67.5362531238533	2.22044604925031e-16	28.4554195772876	97.2092411656565	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"HSD11B1__pos"	5.97188498246123	8.59212855113047	9.52033521832944	2.22044604925031e-16	44.3431509742416	76.3924549654821	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	40.0241003759277	0.089451829499534	2.22044604925031e-16
"CLEC10A__pos"	2.22044604925031e-16	97.6093189919849	2.22044604925031e-16	2.22044604925031e-16	27.8310019996559	42.1347121671849	2.27422421620323	7.79632060526045	2.22044604925031e-16	2.22044604925031e-16	13.7097701102824	7.51155072451361	2.22044604925031e-16
"BCL2A1__pos"	39.8686811748626	23.0828022482053	2.22044604925031e-16	2.22044604925031e-16	30.2894831227101	2.22044604925031e-16	3.16817243372578	19.6336501420126	2.22044604925031e-16	2.22044604925031e-16	81.4595905166036	2.22044604925031e-16	2.22044604925031e-16
"PTPRO__pos"	2.22044604925031e-16	16.7617767131383	7.61313087817954	35.593767808586	23.58380288535	3.2744944991051	2.22044604925031e-16	35.4084470527933	11.8252940203653	2.22044604925031e-16	41.8147501552486	2.22044604925031e-16	6.30773589283173
"IL7R__pos"	12.68942006987	105.955728185281	18.1949524068937	2.97333083092041	5.7342785007471e-12	12.8917402017098	2.22044604925031e-16	6.20786694541688	2.22044604925031e-16	2.22044604925031e-16	34.9978635381484	2.22044604925031e-16	2.22044604925031e-16
"USP32__pos"	7.93725420360652e-16	0.500684325538236	12.0025827034628	125.819127731526	2.22044604925031e-16	2.22044604925031e-16	2.50668067030965	3.33601722025819	19.1449247031319	5.48934158337409e-05	12.6556024223229	2.22044604925031e-16	4.02762342484705
"RASGRF1__pos"	84.7649809718995	14.9543238115929	26.2766750833641	9.1267498691745	2.22044604925031e-16	6.33481203147294	2.44998483539055	45.7603674210573	25.5713672252477	0.880292241737264	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ITGAL__pos"	2.22044604925031e-16	99.428137254268	2.22044604925031e-16	4.13841112177645	54.1250789612163	2.22044604925031e-16	2.22044604925031e-16	20.6137920989432	21.5769385818542	2.22044604925031e-16	2.48301257354752e-11	2.22044604925031e-16	2.22044604925031e-16
"LIPA__pos"	2.22044604925031e-16	6.58330556883288	2.22044604925031e-16	29.8880793396168	30.5828012496587	15.8833884256334	2.22044604925031e-16	53.216016082195	2.22044604925031e-16	2.22044604925031e-16	50.1131810315914	2.22044604925031e-16	2.22044604925031e-16
"ACP5__pos"	2.22044604925031e-16	3.76501716691662	5.00068423514729	7.87532895710585	46.0322009936763	2.22044604925031e-16	17.0864782396552	77.9373611669384	2.05067680934906	2.11392343831612e-09	28.2685449836246	2.22044604925031e-16	6.62799422223083
"SIGLEC1__pos"	2.22044604925031e-16	4.83225734590941	2.22044604925031e-16	2.22044604925031e-16	74.1254141207621	11.4236040434207	1.73338140493821	45.974478080727	2.22044604925031e-16	2.22044604925031e-16	57.6405969914602	2.22044604925031e-16	2.22044604925031e-16
"FCGR3B__pos"	4.21718780408532	5.04549895078679e-09	2.22044604925031e-16	19.1562743033419	27.0745847752351	8.85336384799136	2.22044604925031e-16	14.5018363485309	2.22044604925031e-16	2.22044604925031e-16	110.614752802285	3.57609707205526	0.38250593446182
"MAP10__pos"	18.8299440580815	16.7955011740068	16.2479032603966	83.5882116549233	2.22044604925031e-16	5.4415706589296	2.22044604925031e-16	2.22044604925031e-16	56.6476194336691	2.82193028378705	2.22044604925031e-16	4.04121890549866	2.22044604925031e-16
"CLEC5A__pos"	9.57813921466586	2.22044604925031e-16	45.9283602550852	2.22044604925031e-16	2.26730692841868	2.22044604925031e-16	2.22044604925031e-16	13.8576204760554	1.2986937921855	2.22044604925031e-16	121.38116366269	2.22044604925031e-16	9.93431391065871
"SRGN__pos"	11.8968913185704	37.1060872008712	2.22044604925031e-16	2.22044604925031e-16	33.2196732992291	28.761346050386	2.22044604925031e-16	2.77009327391792	2.22044604925031e-16	2.22044604925031e-16	80.0180394826651	2.22044604925031e-16	2.22044604925031e-16
"FCGR1A__pos"	2.22044604925031e-16	2.22044604925031e-16	12.9167888031572	2.22044604925031e-16	97.8796295800819	2.22044604925031e-16	14.2689768077474	42.8064109803412	2.22044604925031e-16	2.22044604925031e-16	31.9098819807451	2.22044604925031e-16	2.22044604925031e-16
"CD52__pos"	2.22044604925031e-16	92.8992576892519	2.22044604925031e-16	2.22044604925031e-16	26.9053184429895	2.22044604925031e-16	3.37274620194149	53.9172754174913	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CCL23__pos"	2.22044604925031e-16	20.4688766793521	2.22044604925031e-16	2.22044604925031e-16	3.37001238189193	74.150653828136	10.2343616760958	31.9622082212857	2.22044604925031e-16	2.22044604925031e-16	42.36885832998	7.350282957374	2.22044604925031e-16
"SPANXB1__pos"	124.734281867121	2.22044604925031e-16	19.7634009983428	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	6.63104526681068	2.22044604925031e-16	2.22044604925031e-16	4.89545350656683	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"IL2RA__pos"	16.5465244304498	32.2351708020982	5.16186627710355	2.8919772749312e-13	78.8487823780164	0.541882902719269	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	58.9751706129109	2.22044604925031e-16	2.22044604925031e-16
"CCR2__pos"	0.000199770905970789	110.132361146434	2.22044604925031e-16	2.22044604925031e-16	42.3820388294008	14.8247097841193	2.22044604925031e-16	1.7042893209868	2.22044604925031e-16	2.22044604925031e-16	19.5676353915281	0.0018494746291785	2.22044604925031e-16
"CD74__pos"	2.22044604925031e-16	44.9369775752908	6.4033102921272	2.22044604925031e-16	84.170903872289	2.22044604925031e-16	11.515911280545	44.4860417141008	0.498940942883711	2.22044604925031e-16	2.22044604925031e-16	2.48588362616935	0.783004809827401
"CLDN5__pos"	2.22044604925031e-16	6.40615087022843	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	142.410457227957	36.6873809012132	0.836689370548308	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.815938423292316	2.22044604925031e-16
"ARHGAP30__pos"	2.08368162799629	101.638046455244	5.85108664931717e-11	1.2354962121422	34.8172773216768	1.72563852966099	2.22044604925031e-16	24.3666574107162	14.0978838439906	2.22044604925031e-16	8.84308868899425	1.01099255621647	2.22044604925031e-16
"CD180__pos"	10.2210466772755	113.359818819202	3.25579761525161	2.22044604925031e-16	18.2688341224051	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	41.2359293754546	2.22044604925031e-16	2.22044604925031e-16
"GJA5__pos"	18.4753624183635	2.22044604925031e-16	75.4798720935222	5.90737312446419e-13	7.76431375324252	92.1243065791093	1.54640605810136	14.4883552302832	2.22044604925031e-16	2.22044604925031e-16	3.04561320908883	2.07730994403801e-09	2.22044604925031e-16
"DOCK2__pos"	2.22044604925031e-16	102.967901055997	1.46165933042418	2.22044604925031e-16	39.5482838024409	1.96457728653134	2.22044604925031e-16	18.3287591618757	2.22044604925031e-16	2.22044604925031e-16	26.6206497219442	2.22044604925031e-16	2.22044604925031e-16
"MS4A6A__pos"	2.22044604925031e-16	35.1561016607339	0.000427617031000033	2.22044604925031e-16	65.8914629524545	14.8388630651571	2.22044604925031e-16	17.0472552740708	2.22044604925031e-16	2.22044604925031e-16	56.1950756486056	0.00841636525991458	2.22044604925031e-16
"ADORA3__pos"	2.22044604925031e-16	19.0955799028791	31.9143395988518	4.2665234426203	53.9143976713781	2.20050221001172	2.22044604925031e-16	59.4706985745116	2.22044604925031e-16	2.22044604925031e-16	28.6594742644435	1.87740571668996	2.22044604925031e-16
"SIGLEC12__pos"	21.7872785912143	11.0627066847914	18.8545582211769	17.2335077090315	50.649751782288	2.52126862924212	11.1184912194225	15.4722572307807	1.46625406912407e-12	2.22044604925031e-16	46.3429681277112	6.11845197264121	2.5083372682133
