"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"IS11"	"IS12"	"IS13"
"SPP2__pos"	0.692283246360558	2.22044604925031e-16	2.19884083448123	30.7249230321487	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	121.086792543172	0.107642133849357	0.00085126641396131	2.22044604925031e-16	2.22044604925031e-16
"TDO2__pos"	60.7362891465999	1.45669651658255	40.8832324135926	3.04368279319106	8.50024794338966	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	16.1407518352709	0.261053467127679	2.22044604925031e-16
"KCTD21__pos"	2.22044604925031e-16	7.30357254981208	21.1920410772189	107.182694662872	2.22044604925031e-16	2.71404851724149	2.22044604925031e-16	0.840780347442121	34.9049932213393	2.22044604925031e-16	2.8813941157633	4.66657896137962	2.22044604925031e-16
"ART3__pos"	89.0713926199205	2.22044604925031e-16	2.22044604925031e-16	4.3292397100724e-15	14.5232347050438	4.35858258741934	2.22044604925031e-16	2.22044604925031e-16	21.8179933526512	2.22044604925031e-16	2.22044604925031e-16	6.54493503299849	2.22044604925031e-16
"MMP19__pos"	2.22044604925031e-16	15.3220305832613	49.4359999865318	2.22044604925031e-16	2.22044604925031e-16	55.4757226727135	2.22044604925031e-16	10.4098423736172	1.51421924564837	2.22044604925031e-16	53.0279062857689	2.22044604925031e-16	2.22044604925031e-16
"MAGEB4__pos"	107.889254027992	0.969257956389675	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.13079786507711	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"TNFSF8__pos"	2.22044604925031e-16	119.324255068265	2.87539141348223	2.22044604925031e-16	13.8602530482812	3.65045513479879	2.22044604925031e-16	3.62452070434116e-08	2.22044604925031e-16	2.22044604925031e-16	40.5710776923648	2.22044604925031e-16	2.22044604925031e-16
"RCL1__pos"	38.331246260573	0.3053780757712	2.22044604925031e-16	75.4083096063308	24.2925741663867	16.5912251402021	2.22044604925031e-16	1.01254130141296e-15	5.21037824444723	0.71315321174223	2.22044604925031e-16	2.22044604925031e-16	20.3239542215744
"MCCC1__pos"	26.7510372660184	2.22044604925031e-16	2.22044604925031e-16	70.5847815836672	1.08666767267166	5.57681544859825	12.1901812603152	3.40565601439286	56.1179713027656	7.63047289709123	2.22044604925031e-16	2.22044604925031e-16	0.656765585701427
"CXCL10__pos"	17.1249168064964	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	123.280242788901	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"USP13__pos"	27.7389653976473	2.22044604925031e-16	2.22044604925031e-16	108.578003676578	2.22044604925031e-16	20.1561364991807	2.22044604925031e-16	2.22044604925031e-16	19.894877247009	2.22044604925031e-16	3.22203569888533	2.22044604925031e-16	2.22044604925031e-16
"RASGRP4__pos"	2.22044604925031e-16	33.8166909001531	8.01593623525247	2.22044604925031e-16	2.22044604925031e-16	42.7462047455339	2.22044604925031e-16	44.5195172409464	6.00694362943569e-12	2.22044604925031e-16	65.0442788444009	2.22044604925031e-16	2.22044604925031e-16
"PPP2R1B__pos"	7.08912649944932	9.94422163086207e-11	2.22044604925031e-16	112.545091736696	2.22044604925031e-16	37.9187832124403	2.22044604925031e-16	2.22044604925031e-16	7.50325327069862e-15	2.22044604925031e-16	7.99394302477585	0.000274579920902212	2.22044604925031e-16
"BHLHE22__pos"	0.00302158304712771	68.4622697097451	81.7060218751338	2.22044604925031e-16	5.47270709107891	35.3986645483121	5.60148433788966e-07	2.22044604925031e-16	2.31639897063458	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"POLB__pos"	1.73448093970207e-08	2.22044604925031e-16	2.22044604925031e-16	83.7399102207401	5.26207722462902	2.22044604925031e-16	17.4795217548508	2.22044604925031e-16	15.8828571450108	2.22044604925031e-16	2.8333683000529	2.22044604925031e-16	21.0004450224595
"CCL13__pos"	8.25386443435121	2.22044604925031e-16	0.898206491002958	2.22044604925031e-16	32.5863938161261	22.9526558518591	4.52394069223233	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	89.0213483319441	1.51683191037892	2.22044604925031e-16
"SUSD5__pos"	40.6045416513429	0.135531876358173	47.2088192735	14.9582725867995	2.22044604925031e-16	35.7192768675421	2.22044604925031e-16	2.22044604925031e-16	0.397212087043121	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"LRRC32__pos"	2.22044604925031e-16	2.22044604925031e-16	78.23300105496	2.22044604925031e-16	2.22044604925031e-16	73.4639332374036	27.4493124952663	22.9207646576329	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PCTP__pos"	18.5555637911478	0.621301176849099	1.18089301814129e-09	105.440845179018	8.95763468394069	7.62227805333035	1.77653778032563	11.4733992909294	14.2396968166248	2.84323678994108e-07	2.22044604925031e-16	6.55868974175762	9.18352656441268
"CCIN__pos"	16.8098180403225	2.22044604925031e-16	121.322109981614	2.22044604925031e-16	2.22044604925031e-16	33.7997347921072	2.22044604925031e-16	15.5262202169051	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CLECL1__pos"	2.22044604925031e-16	132.374376805044	2.22044604925031e-16	2.22044604925031e-16	33.1438643821481	2.22044604925031e-16	4.20374674983561	11.3736340158805	2.22044604925031e-16	2.22044604925031e-16	0.353151870708445	2.22044604925031e-16	2.22044604925031e-16
"P2RY12__pos"	2.22044604925031e-16	77.0423167554741	2.22044604925031e-16	2.22044604925031e-16	12.9298803861485	63.3389087638487	2.22044604925031e-16	23.1603005612889	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.41426328294882	2.22044604925031e-16
"CFAP53__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	16.1516100916103	2.22044604925031e-16	2.22044604925031e-16	0.910864746108351	16.5314685139123	150.360542826108	7.33879030980069	2.22044604925031e-16	2.22044604925031e-16	2.29518825838289
"MCHR1__pos"	40.8431236219245	0.300628099586555	40.7207649512113	2.22044604925031e-16	2.22044604925031e-16	2.09577023961766	0.533869551583103	2.22044604925031e-16	21.7088537823167	0.514531266655124	8.09831657431233	0.295057813593746	2.22044604925031e-16
"NMT2__pos"	47.4239932039168	14.1806338356458	2.22044604925031e-16	57.6957664980656	2.22044604925031e-16	59.3333462380239	2.22044604925031e-16	2.22044604925031e-16	14.3273791910793	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PCGF2__pos"	2.22044604925031e-16	2.22044604925031e-16	15.1766374356496	42.0975668817821	2.22044604925031e-16	2.22044604925031e-16	52.0942878843325	2.22044604925031e-16	55.2880404353082	2.87452933497964e-07	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"KLHL4__pos"	5.41335266638201	2.22044604925031e-16	56.7115521689564	17.1593340210281	2.22044604925031e-16	82.8339562172279	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CAPN3__pos"	8.13052350264184	15.9246695821678	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	21.9285277684181	17.2799769190137	23.5523659298509	97.0240640453209	2.22044604925031e-16	2.22044604925031e-16	9.70460336369297	2.22044604925031e-16
"HEATR5A__pos"	9.60363205566988	0.84448238302001	3.62636085821835	129.326751578027	1.97204202641713	5.72843158976723	5.74946697495146	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	14.8379066294177	1.7501548346934	2.22044604925031e-16
"CCL1__pos"	27.3726825406138	8.62574595268816	0.462796257011676	2.22044604925031e-16	49.9810309551013	2.22044604925031e-16	14.8837420479076	2.22044604925031e-16	3.16625308852303	2.22044604925031e-16	35.2135788272553	1.78491248991476	4.0495317153476
"EMCN__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	177.589822211793	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PGM1__pos"	65.0052122603216	2.22044604925031e-16	1.53203295645231	40.0368170801066	2.22044604925031e-16	40.6411729335581	2.22044604925031e-16	6.33473281984495	2.22044604925031e-16	2.22044604925031e-16	11.9349650874532	19.6234344961142	2.22044604925031e-16
"OS9__pos"	2.22044604925031e-16	4.2570754525156	26.485723067896	62.7783315213354	3.48826431331108	2.22044604925031e-16	43.0467576818569	2.22044604925031e-16	23.5976754475738	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"AVIL__pos"	2.22044604925031e-16	3.65807310010773	5.89884974253029	29.1273119256274	2.5009196926915	4.2307964116528	2.22044604925031e-16	2.22044604925031e-16	124.942250629407	2.22044604925031e-16	4.56827690315723	2.22044604925031e-16	2.22044604925031e-16
"TP53I13__pos"	2.22044604925031e-16	3.49476353553566	4.82034300340947	35.8745437892804	4.64813456056886	2.22044604925031e-16	63.6140480781125	2.22044604925031e-16	74.3254101821019	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"TBC1D26__pos"	13.2851221897134	4.63214092861657	2.22044604925031e-16	3.70710663235769	2.22044604925031e-16	0.573420096748427	0.662131047192379	20.0293965386644	111.818179386059	3.03502588602313	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"APLN__pos"	40.8385374638815	2.22044604925031e-16	34.1899137384387	25.4277549158144	2.22044604925031e-16	18.9131814648523	4.85606530006511	15.990574707566	0.69541033542517	10.2553390445114	3.2403113254915	2.22044604925031e-16	2.22044604925031e-16
"FDX1__pos"	43.9088585227189	1.57967919701728	2.22044604925031e-16	70.3058312844698	2.93407476382903	16.4121247412207	5.19413906890722e-07	19.748889144194	2.22044604925031e-16	11.8250925508343	2.22044604925031e-16	10.2244353701567	2.22044604925031e-16
"CYTIP__pos"	2.22044604925031e-16	111.937353100896	0.326670337036513	2.22044604925031e-16	11.2848067327588	2.22044604925031e-16	2.22044604925031e-16	1.94182200946166	7.93354837777806	2.22044604925031e-16	8.17369765775179	2.22044604925031e-16	1.06372423183078
"AF165138.7__pos"	30.834975080254	18.4570192686823	14.0189089476288	3.92440156867641	27.0545959471335	1.36644979118572	7.73886522969892	2.22044604925031e-16	25.5645583617086	2.22044604925031e-16	22.7566905475104	2.22044604925031e-16	5.71011276519037
"FAM26E__pos"	2.22044604925031e-16	2.22044604925031e-16	148.854042757079	2.22044604925031e-16	2.88927225484351	42.9325789718363	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"GNGT2__pos"	2.22044604925031e-16	55.9074395285004	2.66676881252514	2.22044604925031e-16	65.5231830728522	10.7802627386566	9.12073378708263	42.6600746821676	2.22044604925031e-16	2.22044604925031e-16	4.54575888045369	2.22044604925031e-16	2.22044604925031e-16
"ATG5__pos"	25.4249364136461	0.225310474446766	2.22044604925031e-16	123.316550331152	7.76094672723934	3.35186363218888	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	4.45802152293355	2.22044604925031e-16	2.22044604925031e-16
"MED29__pos"	2.22044604925031e-16	0.812830582388133	12.8973504018543	91.0848555966069	4.22509525630311	0.69766805597141	11.5666350673919	2.22044604925031e-16	47.8578730179057	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"LCNL1__pos"	0.846751357284809	63.4521876227206	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	11.0563785125581	11.1963193305394	0.508423816229887	50.6995459084409	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"DMGDH__pos"	4.51417147194396e-10	1.72083698774818e-09	2.22044604925031e-16	33.4235196605791	4.16709739761197e-10	46.6529853115239	2.22044604925031e-16	2.22044604925031e-16	73.3653806427652	1.94579608766102	2.22044604925031e-16	1.51802123402692	2.22044604925031e-16
"GIMAP1__pos"	2.22044604925031e-16	63.9094306243708	2.22044604925031e-16	2.22044604925031e-16	29.8043417823061	82.1009520524042	2.47507933102852	12.4768845732267	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PAK1__pos"	2.22044604925031e-16	7.28438359431399	2.22044604925031e-16	134.676388836728	2.24955316799381	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	22.3969804318848	2.22044604925031e-16	1.51363645500787e-05	2.22044604925031e-16	2.22044604925031e-16
"PCOLCE2__pos"	31.8492263506247	3.64461474771899e-14	2.22044604925031e-16	13.9127446726252	2.22044604925031e-16	89.324793439806	0.927596976995675	15.6435361001357	2.22044604925031e-16	3.43573485838873	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"P3H1__pos"	21.35839925258	2.22044604925031e-16	140.103537696951	0.127371294415196	2.22044604925031e-16	2.22044604925031e-16	42.4328287407641	2.22044604925031e-16	7.12545260399199	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"VRK2__pos"	14.1207690161495	11.670221439249	2.22044604925031e-16	111.787745558436	19.126049321858	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.0131064323095762	2.22044604925031e-16	3.49935487875657	2.22044604925031e-16	2.22044604925031e-16
"ARHGAP15__pos"	2.22044604925031e-16	117.169888520638	0.580647921654006	2.22044604925031e-16	21.3547805277818	18.4108363032643	5.28232262513089	4.8536508063429	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"SLIT2__pos"	2.22044604925031e-16	1.59378805225299	33.0420680798341	10.8808631630865	2.22044604925031e-16	125.453715177946	2.22044604925031e-16	2.22044604925031e-16	7.46441180008684	2.22044604925031e-16	2.22757055159245e-09	2.22044604925031e-16	2.22044604925031e-16
"PTPN22__pos"	7.79499295910259	88.478833241219	2.70027464433971	2.22044604925031e-16	55.212804221279	2.22044604925031e-16	2.22044604925031e-16	4.08363383971983	6.54782251567981	2.22044604925031e-16	17.6040406201813	0.583511202978773	0.536217022644756
"PFKM__pos"	8.50496333404919	2.22044604925031e-16	5.46025256712637	108.957227019679	2.22044604925031e-16	29.1726187311377	2.22044604925031e-16	2.22044604925031e-16	26.1709965480021	1.40918616974699	2.22044604925031e-16	3.46111958738986	2.22044604925031e-16
"NRGN__pos"	18.2311060967247	2.22044604925031e-16	7.4915443424941e-10	0.820869834021164	1.0801503058315	33.654061790287	60.6553986029603	31.9585748954042	39.6525051600543	2.22044604925031e-16	1.30343819050856	2.22044604925031e-16	2.22044604925031e-16
"NCF1__pos"	0.0617871282486505	83.7493384639056	2.22044604925031e-16	2.22044604925031e-16	59.367435640545	2.22044604925031e-16	0.384933644387911	18.3536776915874	2.22044604925031e-16	2.22044604925031e-16	9.00183778129165	2.22044604925031e-16	1.20801690750856
"HLA.DQB2__pos"	2.22044604925031e-16	49.4101777783027	20.210988172227	2.22044604925031e-16	56.6460896176584	2.22044604925031e-16	5.89186604677038	33.0987825965088	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.04520467235344	0.858232754447093
"IL12RB1__pos"	3.76366069445484	65.1810010885917	2.22044604925031e-16	0.800198552316623	93.9181629562716	2.22044604925031e-16	2.22044604925031e-16	10.3687997789907	3.1364165282047	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.36470104205667e-16
"C2orf80__pos"	4.01833214935121	5.77079586875719	2.22044604925031e-16	2.22044604925031e-16	0.449662334658534	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	91.0002701890299	2.22044604925031e-16	1.66333951513233	2.22044604925031e-16	2.22044604925031e-16
"SELPLG__pos"	2.22044604925031e-16	70.8565971942202	8.39590553604003	1.5955763977735	38.7355933984439	3.01267718453897	6.2985737112502	46.1156179469055	1.60377200962997	2.22044604925031e-16	18.8115851182606	1.32202044475231	2.22044604925031e-16
"ADGRE1__pos"	36.8100879531723	24.6156716866263	5.4834084532469	3.00084679813373	33.7627208840227	1.10241651005728	1.03917586826195	48.1771962790476	2.22044604925031e-16	2.22044604925031e-16	22.3811341900541	2.22044604925031e-16	2.22044604925031e-16
"MED20__pos"	39.3614245378787	1.75927744780726	7.31408588395909	123.651857942521	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.30161806950531	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"KCNE1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	4.39988550868988	38.3221331252877	2.22044604925031e-16	20.4356145657382	89.1323987835501	2.22044604925031e-16	24.1929801503379	2.22044604925031e-16	2.22044604925031e-16
"FLI1__pos"	0.000715273017422746	71.1197652407314	6.96528578648075	2.22044604925031e-16	13.7804004640376	90.2167264895771	2.22044604925031e-16	0.443354419920583	2.22044604925031e-16	2.22044604925031e-16	9.90694782211269	2.22044604925031e-16	2.22044604925031e-16
"BIN2__pos"	12.0884242501546	102.026194431476	2.22044604925031e-16	1.92447489126151	35.6886928126533	2.22044604925031e-16	2.22044604925031e-16	14.0970889316345	2.22044604925031e-16	2.22044604925031e-16	5.95424666997642	2.22044604925031e-16	5.82232712289474e-11
"EBI3__pos"	16.809156361411	88.0306921231845	1.50583891115569e-12	2.22044604925031e-16	57.6831973806481	2.22044604925031e-16	8.08609288907389	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	5.49405896520545	2.22044604925031e-16	2.22044604925031e-16
"COL6A6__pos"	1.80371902153247	11.1903876996016	28.2275574716	0.000844564370252277	0.19535810532761	80.1094780376421	2.22044604925031e-16	14.0793586739683	10.2183615016405	2.22044604925031e-16	2.22044604925031e-16	3.98278620402728	2.22044604925031e-16
"PTRH2__pos"	12.6703236316998	2.22044604925031e-16	2.22044604925031e-16	71.0591034541317	4.65834227875499	2.22044604925031e-16	66.1850268699997	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	17.8249009136947
"RUNX2__pos"	2.22044604925031e-16	4.21009410368878	154.799170909472	10.1903108210491	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	12.197174482923	2.22044604925031e-16	4.2082241473557	2.22044604925031e-16	1.40520353032123
"MAP3K7CL__pos"	6.00392316362044	9.38540119334279	64.9646264349117	1.95341740489923	5.49075891485179	43.2158316390682	2.22044604925031e-16	2.22044604925031e-16	38.7581723408862	0.7579720444934	4.54395797237841	2.22044604925031e-16	2.22044604925031e-16
"TNFRSF8__pos"	41.6556865863	41.1405958530795	5.80489686263271	2.22044604925031e-16	21.8947605304103	51.9682935459614	15.0774125276838	2.22044604925031e-16	1.5841584011097e-14	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"SLAMF7__pos"	1.7398532394274	63.6563593177274	2.22044604925031e-16	0.0989854830187042	88.9150350208986	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.22293679411286	2.22044604925031e-16
"CEACAM21__pos"	2.22044604925031e-16	105.142665475322	7.22108095889008	2.22044604925031e-16	14.8947772622118	0.693476606801371	0.871198244562223	25.7819442276013	2.08766066691333	2.22044604925031e-16	2.22044604925031e-16	2.86798304133223	2.22044604925031e-16
"LILRB1__pos"	2.22044604925031e-16	69.5763512946876	2.22044604925031e-16	2.22044604925031e-16	62.5871006881691	2.22044604925031e-16	2.22044604925031e-16	9.53503210853581	0.128306236468389	2.22044604925031e-16	42.5175695202534	2.22044604925031e-16	2.22044604925031e-16
"CD1B__pos"	2.38741349216477	90.712402611386	7.54415056415396	2.22044604925031e-16	22.9226860167127	2.22044604925031e-16	1.64049234963599	11.6562451487542	2.22044604925031e-16	2.22044604925031e-16	23.9906208267467	3.3370806700176	2.46785197935168
"SCARB1__pos"	93.5902441114348	2.22044604925031e-16	2.22044604925031e-16	55.626263698925	3.22118466433222	8.89031879746197	23.6650746702008	1.52492532677887	3.78371641843619	5.4938424616244	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"C3__pos"	19.0189709107474	31.6163208056463	2.22044604925031e-16	2.22044604925031e-16	14.5417599216466	31.8261638323421	47.207018695432	17.8078693506785	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.0013000654074817	2.22044604925031e-16
"TEKT3__pos"	5.98479786551118	6.56727597534307	9.14164614773166	2.22044604925031e-16	2.22044604925031e-16	41.6196804727842	16.4466865581247	7.11106913927316	75.6618362209495	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"AIF1__pos"	2.22044604925031e-16	29.8651100738329	3.04206586245864	2.22044604925031e-16	62.6576720179264	8.10923652663566	13.6417745217849	35.6059572469067	2.22044604925031e-16	2.22044604925031e-16	36.8735753795523	1.3813846660689	2.22044604925031e-16
"PQBP1__pos"	15.2483850447379	2.22044604925031e-16	2.22044604925031e-16	18.9361085901766	5.11861453611173	2.22044604925031e-16	95.2564841972722	2.22044604925031e-16	13.788480880653	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"MARCH10__pos"	2.22044604925031e-16	2.22044604925031e-16	10.3693350457487	4.49228179614929	2.22044604925031e-16	2.22044604925031e-16	18.6522500992989	13.7801136851197	125.961760214686	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PALMD__pos"	6.92137984657932	2.22044604925031e-16	1.58946361983547	12.8656041399579	2.22044604925031e-16	114.360429317733	2.22044604925031e-16	0.858527554382987	2.65529645305132	2.41049641144777	3.17684967830196	29.429047979172	2.22044604925031e-16
"CH25H__pos"	2.22044604925031e-16	31.20291876366	19.8404665006099	6.69231786331778	2.22044604925031e-16	58.606111517347	7.87897899325073	2.22044604925031e-16	1.83812527726947	2.22044604925031e-16	22.5502648598132	16.2372439076012	0.149748432119611
"DTD2__pos"	1.39385841687034	2.22044604925031e-16	4.32720537404656e-06	142.881651735105	2.22044604925031e-16	12.5605035130065	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.41722501975944e-13	2.22044604925031e-16	0.552379570732265	2.22044604925031e-16
"SNX20__pos"	2.22044604925031e-16	95.5355571513981	2.22044604925031e-16	2.22044604925031e-16	57.0319631436445	2.22044604925031e-16	3.37406500122537	14.1912487150065	2.22044604925031e-16	2.22044604925031e-16	10.5128803181635	2.22044604925031e-16	3.5989444687155
"HIGD1B__pos"	2.22044604925031e-16	2.22044604925031e-16	10.8946317203351	2.22044604925031e-16	2.22044604925031e-16	105.544593681615	33.8630767560385	23.1376252551334	15.2427604433987	2.03778838756948	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CCR1__pos"	6.03532350578418	11.2497265753144	2.22044604925031e-16	0.409896757516313	58.2436783791424	3.52713047313479	2.22044604925031e-16	20.7767568577024	2.22044604925031e-16	2.22044604925031e-16	93.4040466056515	2.22044604925031e-16	2.22044604925031e-16
"FKBP10__pos"	15.2783190071992	2.22044604925031e-16	63.4392490687526	35.1894660834933	2.22044604925031e-16	2.22044604925031e-16	34.9091726071113	2.22044604925031e-16	3.70279253204837	5.68397044133772	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CHI3L2__pos"	73.4389219007305	23.5908502264532	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.686772090613171	9.89948974501816	24.6939204795966	2.22044604925031e-16	2.22044604925031e-16	17.0291642984577	6.82930845710884	2.22044604925031e-16
"SCTR__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.53943802511869	2.22044604925031e-16	53.6141559922932	6.98271981129672	12.3223179605716	75.9860934510399	2.22044604925031e-16	2.22044604925031e-16	3.15938918374432	2.22044604925031e-16
"CLLU1OS__pos"	35.8687168953143	10.7794794857651	2.22044604925031e-16	2.22044604925031e-16	9.15173455077945	2.22044604925031e-16	19.954965199231	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	59.822086627681	1.02598397054862e-07	17.3062435597476
"C17orf104__pos"	23.6375267506307	0.494820644877357	2.22044604925031e-16	60.5809985665707	1.02053015857248	2.22044604925031e-16	0.565845974517068	2.22044604925031e-16	46.7998988715018	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"COL6A1__pos"	0.947042499790443	8.16906444464381e-15	194.360336225723	2.22044604925031e-16	2.22044604925031e-16	8.77413983694104	5.18353032328964	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.36762239460358	2.22044604925031e-16	2.22044604925031e-16
"LDB2__pos"	2.22044604925031e-16	1.22018010185511	11.2455463468806	2.22044604925031e-16	2.22044604925031e-16	176.364477902301	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"METTL1__pos"	12.4805075247928	2.22044604925031e-16	2.22044604925031e-16	86.1806468469634	1.46266409946374	2.22044604925031e-16	42.1047874785096	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.277278504315641	2.22044604925031e-16	2.22044604925031e-16
"AGRP__pos"	11.1081245807741	8.17581489515427	9.04246503771168	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	10.7566638363593	99.6545565890202	54.7005623437062	2.22044604925031e-16	6.06087342736974	2.22044604925031e-16	3.44078698214877
"NCF4__pos"	2.22044604925031e-16	74.7637872389341	2.22044604925031e-16	2.22044604925031e-16	33.1847558407614	6.63254349424352	16.071183228664	27.8439086293138	3.68940367612009	2.22044604925031e-16	22.0619960431106	0.570036566787459	2.81931839126643
"HPGDS__pos"	2.22044604925031e-16	26.7090056184544	32.856408756669	1.12464026772399e-06	2.22044604925031e-16	45.4987522011536	2.22044604925031e-16	66.1238520486897	1.91455688862558	2.22044604925031e-16	19.6012471372143	13.098854382668	2.22044604925031e-16
"RCN3__pos"	12.7618330919761	2.22044604925031e-16	129.516779217706	2.22044604925031e-16	5.4824521748907e-10	2.22044604925031e-16	48.3557282196355	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RNASE6__pos"	2.22044604925031e-16	65.8284412450825	8.31588384866046	7.29001101356802e-15	45.2875802481783	3.22995710571994	4.68335342923046	19.1824994477693	2.22044604925031e-16	2.22044604925031e-16	41.5386996195673	2.39834286228817	2.22044604925031e-16
"CD93__pos"	2.22044604925031e-16	2.22044604925031e-16	19.8651235990583	2.22044604925031e-16	2.22044604925031e-16	140.528837772324	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	30.0694795295203	2.22044604925031e-16	2.22044604925031e-16
"MMP14__pos"	10.2505945801669	2.22044604925031e-16	202.113129133345	2.22044604925031e-16	1.36543234519674e-09	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	9.7739825907925	2.22044604925031e-16	2.22044604925031e-16
