"State"	"NumberMarkers"	"PosRatio"
"IS01"	23	3.25570775997841
"IS02"	93	25.001142280763
"IS03"	27	3.44256508465037
"IS04"	40	2.03436137712846
"IS05"	65	10.7394831555444
"IS06"	69	7.17409778730744
"IS07"	7	0.422282502441861
"IS08"	39	3.97875129288607
"IS09"	31	3.28233931216467
"IS10"	3	0.0209677702230819
"IS11"	65	17.2376617809669
"IS12"	1	0.0732956013181017
