"TCGA.05.4410.01A.21R.1858.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.55.8508.01A.11R.2403.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.85.6561.01A.11R.1820.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.05.5425.01A.02R.1628.07"	"TCGA.18.3410.01A.01R.0980.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.39.5011.01A.01R.1443.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.78.8660.01A.11R.2403.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.99.7458.01A.11R.2039.07"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"TCGA.22.5483.01A.01R.1820.07"	"TCGA.33.4533.01A.01R.1201.07"	"TCGA.37.4132.01A.01R.1100.07"	"TCGA.37.5819.01A.01R.1635.07"	"TCGA.43.7658.01A.11R.2125.07"	"TCGA.4B.A93V.01A.11R.A39D.07"	"TCGA.50.7109.01A.11R.2039.07"	"TCGA.55.7815.01A.11R.2170.07"	"TCGA.55.8620.01A.11R.2403.07"	"TCGA.60.2695.01A.01R.0851.07"	"TCGA.64.5774.01A.01R.1628.07"	"TCGA.66.2756.01A.01R.0851.07"	"TCGA.75.6211.01A.11R.1755.07"	"TCGA.85.7950.01A.11R.2187.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.86.8358.01A.11R.2326.07"	"TCGA.05.4397.01A.01R.1206.07"	"TCGA.55.8094.01A.11R.2241.07"	"TCGA.91.6830.01A.11R.1949.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.38.4629.01A.02R.1206.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.44.6777.11A.01R.1858.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.50.5942.01A.21R.1755.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.22.4591.01A.01R.1201.07"	"TCGA.34.8456.01A.21R.2326.07"	"TCGA.37.A5EM.01A.21R.A27Q.07"	"TCGA.50.6673.01A.11R.1949.07"	"TCGA.56.8308.01A.11R.2296.07"	"TCGA.62.8394.01A.11R.2326.07"	"TCGA.85.8288.01A.11R.2296.07"	"TCGA.NC.A5HL.01A.11R.A26W.07"
"P2RY10"	2.95054270330173	2.89827543575591	4.31791861398406	2.77915214218381	3.49000599841099	3.92578880967634	2.95160715646234	2.94447791146124	2.0342461906963	3.26139049302184	3.32906216071313	3.43627768763399	2.93237374216	2.96627540552466	3.31641026395598	1.88176913064191	4.00253941401212	2.85248979651732	4.11953126694349	2.2412172277444	2.78739718207201	2.29573982184417	2.79832233242841	3.55645191033065	2.04790283329647	2.52999957629978	3.46074289885283	3.72687820032002	2.57418053980676	1.68720989969263	2.57731545779523	2.22953012161612	2.76892754280748	3.18210365519784	2.13794968482507	2.44386317032512	2.09725133644572	2.88235539128738	3.38533947832647	2.18023109553785	3.25427341058229	3.3334473034356	3.71186484550278	2.97235006651418	1.92390301237953	1.37005798684799	1.00102206921638	2.28969573081527	1.18357564372181	2.25608928985771	1.326799049731	1.80241211574465	1.9194852756767	2.47096011807641	2.25972001709045	1.17336956091853	1.40089465547051	1.94056274945466	2.82588095940751	3.38306848457359	1.43459326698476	0.699743161335568	0.220103652778054	2.32046209430532	2.3384225728195	1.82428189325853	2.15740067948869	2.42998037565701	1.72605059608085	0.936696830965334	1.82373888287868	1.95622484953118	1.80395834756129	1.22556230525893	1.0834845075153	2.17807617467196	2.72025511617092	0.921325541142051	1.73340176901562	2.19626545186461	1.62913808260474	1.85488143662608	1.11845335625149	1.21934602076529	2.64461578258932	2.31896104915945	1.67911064634163	1.23442014092655	1.37492541458609	1.46026700423951	1.40913341841468	1.68478715710819	1.19902326203606	1.2815958874036	1.50654686965591	1.76041893176414
"P2RX1"	2.09518686214267	2.72740117910502	1.50771889673211	3.06121894053797	3.25889246873637	3.28077813219236	3.63238411835641	2.91934684677014	3.18738308510492	3.23281345116705	3.63843250077591	2.71158034362563	1.75305195657398	2.60813487144063	3.37295486932849	4.05481558330086	3.72072444275763	3.32856431385432	2.38866077033311	2.11336942885513	1.22313603220641	1.06698913058004	1.92944341881728	2.18631937562601	0.586767767340109	1.42524698522439	1.25585519229484	2.07940509592025	3.39762138994841	2.15783421551224	1.50092658892669	0.759733743452263	1.90881613940385	2.48754237978242	1.19567208032337	2.27528471841363	1.35774518627931	2.03974608322616	1.65304255737852	1.05377291269754	2.5913672759947	2.70624657647566	2.64981177895138	1.08223998780462	1.90579464818985	0.706778283625912	0.407509370157363	1.91581571678364	2.17057390468823	0.418609462582345	1.19385278484536	1.96283030812855	0.81177244234587	1.28544358534073	1.17549375975761	1.35903070168425	1.02061981857329	1.51660455793672	1.04225323780267	2.19252313841536	1.59364741587821	0.370502739340673	1.08150129463541	1.88907919974998	1.28601317158671	1.91651450075583	2.38004817765889	2.56184449415581	2.81427920897238	2.94338349110779	0.957541765452154	2.19918990844325	2.9387000983962	2.67710947848529	1.88360114628034	2.09238099954979	2.7906761247446	2.06874850252185	2.26484030388821	1.88995837970475	2.61113203073614	2.02477371863193	3.21663862069036	2.52554923636817	1.39157387574103	2.03213764471817	2.78461784826564	2.21674922698094	0.427768413160872	1.6478715772622	1.00010435669774	1.20270359968875	2.05813233646016	0.810879396823482	1.43709206623665	1.10954578490207
"KCNN3"	3.00576714489065	4.01725413596965	2.00328350010449	3.53930246073217	4.75789312904149	3.56914054312933	4.68255273997434	3.28650836147778	4.05591140481221	3.45348826820245	3.68046617726555	3.26282407655028	1.70204573136151	3.72964199558163	3.49138595510608	3.40064802158435	4.0049290207511	3.27391904903233	3.36469826834651	1.97471402002114	1.47617664039436	2.72509901070049	2.15298298016235	2.18436463347336	1.01471983147762	1.94933116194313	3.04493054963203	3.30091987960916	2.7653661020418	1.43921823574954	1.59722384161113	0.849313541747344	2.03922262065414	2.82357435820921	1.31859732374917	2.92046438926151	1.50637087987367	2.72373219978709	1.56689424692522	0.646732275130388	1.97534672658406	3.01356074180055	3.29671365884321	1.4378813427609	2.11590530270075	1.44805233686038	1.34547914673707	1.97822011703261	2.49165689195599	1.02037813044316	2.40634202100301	2.18691165008088	1.19374799546004	2.39778791628214	1.93829669228303	2.51551812487965	1.51064677508391	2.69483749527502	2.91986318323745	3.84053042070575	2.74736888707736	0.539811627741716	0.21653769112333	1.37941727787189	1.1811220738252	1.16414874362144	1.12334017798194	1.97334488821179	1.67399666197322	0.586182459661368	1.73626704455729	1.32744640503199	1.53271645125902	1.41408538422889	1.42500762160903	1.84191334280295	1.13127119987913	1.83718805209119	2.9954484866465	1.76555159935579	1.20253242453757	2.78449593523712	2.00694394755444	1.2035292922245	0.717882319269011	1.39491161022397	1.16752247330987	1.7211768890527	0.515958070910987	1.34574903763288	1.21502175265774	2.01001922117761	2.34699601071896	0.870739807571299	2.15876342198272	0.84340678854608
"AMPD1"	1.52539600608503	1.53198120760387	1.51772405473791	1.13087109283817	3.31726970193125	0.998206989710802	0.36432248625286	2.46648620321942	2.49817643660433	1.63602925361801	1.50661079639309	3.56598228039682	1.16973020057063	1.47266827052084	2.15201043510121	1.60912279036898	1.48002537219287	2.4093819115471	0.987818448722832	0.644471750529075	0.457006032500499	0.481666572540444	0.84588366114707	0.69456208387753	0.13290292065748	0.525304359206994	1.05870212121934	1.59474733027686	1.64195810173666	0.497960225440924	0.456128658431271	0.0715172547439624	1.0620424574667	0.726055377521702	0.452467110206874	0.805692606959359	0.364433248530381	1.07569089194877	1.83091290853093	0.113341236877407	0.802082113670301	1.38163363758314	1.53991881659625	0.37415086113108	0.594947733279224	0.300042252153964	0.0971945642824149	0.751591636431927	0.716780643646226	0.132242830989023	0.544753925958969	0.989747493846474	0.835126200863015	0.979097011863227	0.484135760145744	0.767730632130046	0.277806996920085	0.89200630404002	0.197769659336443	1.67458577997102	0.585587477713216	0.202195197662704	0.270871481996832	0.548430715022912	0.913003301722884	0.16272385293343	0.50902909115951	0.344404060755484	1.37084769339988	0.697067392133511	0.314910282541395	0.838958639238319	1.22026793294957	0.847230529979166	0.135986506562866	1.78693512146788	0.444667626356473	0.318873722997851	0.472134894633654	2.20671746257818	0.341027173697416	0.527066107056154	0.190818347456192	0.887555996328629	0.249689564377487	0.662532316514489	0.249052989914509	0.652309809011996	0.92253873482952	0.731213147538239	0.326180884292146	0.848670097954723	1.02033115128314	0.288514030848079	0.55337780095265	0.378166716902364
"ADORA2A"	1.61860522159135	2.05823041829214	1.85974816621674	2.06234038296801	2.21677718696446	2.24999959578901	2.63836828434391	1.82086285479595	2.19844250902549	2.12457344873636	2.12733089698072	2.34806115455559	1.87492296563228	1.90175407935957	2.8071027753097	1.42443149245668	3.32477235008199	1.90128016066872	2.57067913032763	1.70162628243324	1.73650547310118	1.69733473560051	0.922128202432768	1.9287221738573	0.821614537649556	1.82335950017811	1.77636404184776	2.23527153907111	2.18232092444343	1.41817056357272	1.84849295039207	1.72976454019066	1.53595036870438	2.32320576144291	1.61647739681223	2.30578492974487	1.50389719662638	2.26079707810312	1.93686743803389	1.2870052711402	1.67997446823993	2.75095097647944	1.56318608420332	1.75399115824832	1.2083481164515	0.83133025942739	0.927580773444761	0.893781377219164	0.949821607234478	1.23630475488858	1.37622362255765	1.89421125477747	0	2.21548471772992	0.900031544055681	0.958569107029302	1.07850633835823	2.15250639929541	1.1393649399459	1.0612022397826	1.56326411495332	1.23673629622886	0.302262057153965	1.041738441399	1.47464420867984	1.58269160495262	1.26812752668174	1.27367753124487	1.30125886710973	0.810826289826276	1.09564961348893	2.15794797212846	1.81703799652618	1.05636458069645	0.620398496842123	1.47067947178336	1.75186096291245	1.19692875407636	1.49075689464332	1.02462279031648	1.4754232775974	1.14410816034003	1.14756251075801	0.922737760342299	0.945176462113677	0.780518708901413	1.06996140882648	1.54340992270592	0.538393896242683	1.88500763776001	0.926184001428519	1.77781811383552	1.86489742364026	1.51153933505631	2.19065650024253	1.44468260520288
"PTPN7"	4.30111306539788	4.02528170746257	4.57546072484589	4.29725059345126	4.47878080040579	4.98173259468411	4.82750090687301	4.69933464867248	4.11295491474209	3.90130511226274	4.6209196147163	4.64352375008115	4.77273482587964	4.32087052840248	4.39243925168258	4.58628366262683	5.54033973582657	4.99739634419346	4.99643187555439	3.74253089633593	3.66113062212532	3.35701724117898	3.87331706727932	4.30381305083852	3.82370317609539	4.63321309022336	4.35394258979108	4.78816036148719	3.93067274677098	4.05741754090914	4.36543156711653	3.92191704408552	4.26774354890536	4.75212906211523	4.08512152954096	4.38801544280624	4.15868731146462	4.6620556676741	4.68377405912025	3.72085591113762	3.98089391433612	5.45095807715677	4.15082630222926	3.90871101565328	3.69800079587284	2.2847186305886	1.68942026703065	2.6881342826064	2.47089842805454	3.676624590637	2.72524089205144	3.36347927078101	3.11891806961347	3.42523352244068	2.87417358064894	2.40274778573706	2.1667156292807	2.79307428013277	3.06491139888728	4.67122532758637	3.083921949553	2.07901865848426	1.07843079642007	3.03486355001908	3.27861435415154	2.62346819725242	3.00702081163243	2.89090330617374	3.28481732073192	1.45536327644537	3.30930182318023	2.103155347892	2.71707961795955	2.58639289839869	2.11112212701879	2.72750630882117	2.97446214472142	1.74059718216549	2.42113075696279	2.62159099530576	2.88091171706831	3.13099349503936	2.28567355567256	2.81969782581635	2.44886582954628	3.10491059601563	2.60949091828532	2.42277373884702	2.08662149727904	2.9384357725208	3.36212303481092	2.63480601571749	3.14623655885856	2.49765937579315	3.05780116362347	3.46464066744975
"ANGPTL6"	0.871874510026715	0.887008463202701	0.896201649334224	0.813716457031728	0.448142517942481	1.08123990840016	0.620704599712446	0.706699119526978	0.922700676106299	0.580866638542191	0.70327345510951	0.555316885451841	1.47000921788898	0.385275167085183	1.00039910114687	1.23089423569603	1.25532764800931	0.889075786068085	1.40715433039434	0.60267279263217	0.436299820818451	0.683698744411918	1.05923286366709	0.7001828027366	0.580340923616828	0.61221608837946	0.719583605491683	0.895427960528309	0.791188551880174	0.717120338869194	0.682394334632497	0.388662707140981	0.716517831940327	0.906331487573281	0.677376087767022	0.959530981017185	1.13054282250427	0.660238091523711	0.910673229318692	0.349825304313199	0.637998330019296	1.3486665871412	0.493535252282906	0.656146274232433	0.718301260046434	0.334295038680011	0.212885731483504	0.417724581911553	0.237618350567237	0.426634307468176	0.413174324452945	0.155305943577797	0	1.25554365156354	0.462128944633582	0.419543139249819	0.932299004733095	0.280758546042598	0.774221818772059	0.758023820502418	0.878319762940185	0.700364923927555	0.145428050541544	0.199097157368381	0.66206569664073	0.473462234737093	0.641592121908562	0.304698597681261	0.369753573192461	0.914480536822467	0.416964099147993	0.450442654424901	0.956870691567298	0.285622171437142	0.215074366319642	0.858901263912382	1.08475256188301	0.377509603618984	0.511837364159771	0.615590094400735	0.601359548530852	0.59689054911434	0.704338573201723	0.348235966030566	0.263040811908056	0.174700187709462	0.586663933121815	0.481994814425205	0.177647422071675	0.510101792239848	0.623066281277805	1.0156858367547	0.315189910153938	0.450748894476166	0.789626146442382	0.72793971330441
"KLRB1"	3.32251815163967	2.14865357385204	4.85233447049067	2.75624707786463	2.57622286259398	3.95182691011681	3.02517270549916	2.80357531179518	2.06148589888074	2.71946540458866	2.9263013177506	4.07261965999643	2.44972096251856	2.60711411453946	2.98383402916819	3.29581814570673	3.58328766264089	2.82904832747763	4.82809313651394	1.92738706110071	3.18453076848072	1.7750276164907	3.58559323872671	4.09199057207465	4.16697693320863	2.72849619422378	4.21477980054227	4.35994598387091	3.46800754066081	3.14091204391399	3.25638572919712	3.03940824304387	3.26789406587352	3.50957314584469	1.73793733595005	2.88666305506161	3.19090902698767	3.62273382215432	3.78622600636839	3.15939631831161	3.59961983284163	4.23902311298543	3.17312031334997	3.24850776267222	3.41634232691773	1.0944131304696	0.665847304751356	2.48488622293765	2.41397363070451	2.22815470119376	2.19609108669078	3.23031914654404	4.1089106902272	1.80969879751252	1.955811726046	2.00131431587508	1.28235147460761	2.93970452973271	1.17932813342587	4.98299099518426	1.88916589870944	0.808885834556959	0.581887442772907	2.79955418240671	1.68393032211637	2.46804242784259	3.30729802336907	3.39570595028384	3.0194714356381	1.98955047900917	2.63142114108726	2.83245746239224	3.24026524586436	3.475344138052	3.20429934696107	3.29557616456635	2.90840493342546	3.4502504359772	3.03516754533235	2.82745618956057	2.79291801524272	3.31823369249115	2.18607412599074	2.79718250796889	4.32336818819792	4.53267460201542	3.38417529966791	2.43070668287133	1.4956300703182	1.57030365494925	1.73411988519654	2.09213847744548	1.48724260434959	1.91587663239589	1.42706053104566	2.26573318910055
"CCR2"	3.58548723158198	3.30101225782541	3.36699372770779	2.9338898899964	2.99951747248415	3.78341787618586	2.72731128294286	3.60380875205138	1.46628231662181	3.34788255393941	3.71720906199915	3.53373029970122	2.00517142168296	3.17880471961735	2.51868180273313	3.74382094111556	5.00962069396741	3.16705328666082	2.90931199089534	3.48351935875944	2.86770416543314	2.74743645153556	3.45202020602672	3.61038825969101	2.40594062068704	2.4631750191914	3.76015964584877	4.17762047695147	2.78219428085769	3.01120455831033	2.86780868733206	3.11817041687419	3.38278248974534	3.58906479806503	2.66609834414726	2.53328134820447	2.17024789746811	2.96722367006682	3.97064521782909	3.16437908763798	3.62545066741617	4.21111819094769	4.09078809220777	3.94267980974081	2.60384524440202	1.78585885543895	1.30061219466645	2.28722749523666	1.70714325377308	2.83576204141688	0.688984554526505	2.83760785672724	3.30321474179765	2.50227069264856	1.98075969626386	1.25597862331372	1.80165289364025	2.37463104679685	1.68312443942936	3.403076103945	1.70573639640484	1.10213149481318	0.165587008816276	2.85054649580019	3.85200986122137	2.61238170520619	4.23854926359965	2.86593858340798	3.39521199394267	1.78775514107866	2.38224899790194	2.20475894557565	3.173370124227	2.97875388877156	2.18538572406365	3.53791552590765	2.87508290213676	0.78117811480993	2.88920642847577	3.57321898427041	2.92682350359491	2.73523365480449	2.31959868234149	2.95101656256441	3.4868204272319	3.48912499006061	3.32379604661441	1.60840214522137	0.891263699878555	1.29272698693962	2.31710206273774	2.51781209815384	1.72662128390637	1.39926281732997	1.15649258936534	1.27630947415952
"SH2D1A"	2.3118026850796	2.5801505771909	3.70197246279956	2.42730465234416	2.06373828249881	2.96607274588434	2.12166590994075	2.84407724577406	0.840399529006061	2.82636408080637	2.77038956635808	3.16848425355248	2.9813628714014	2.67718820442258	2.88289546682808	2.37570182203622	3.19138946846906	3.12375189335195	3.86830621783512	2.17271011344139	3.12387499585142	2.83896029595011	2.71612607566611	3.12361265647199	2.43209877110075	3.48216044050907	2.85009365909026	3.99792661697045	2.57614769584507	2.03171737393235	2.27379516766161	2.09968798510225	3.17556896257544	3.07161992146406	2.20510436914553	3.33431114360049	1.97866682297101	3.35693057060549	3.21829320622201	2.11263916153436	2.6854974586122	3.34711323952515	3.05942248712839	2.82045240194629	2.78287496984098	0.931714741192823	0.72433323656277	2.54058486618684	1.45302420449844	2.53429273196696	0.970901626065611	2.02453013782867	2.69661139438794	1.89108881225356	2.17153588815768	1.09046944451609	1.15603202718785	1.40410484278338	2.25875147986666	3.26795503696257	1.8609477944355	0.731685579430499	0.156440811828031	2.43179182640727	1.28002819916478	1.18963847468839	1.97378374930865	2.03932892999067	1.73376580465657	1.76974308948639	2.31588160852742	1.62127934256874	1.53476052669575	1.85893325626829	1.25276429170748	2.24733576320293	2.735921639384	0.92343429638582	1.41597817947962	1.90250730182336	1.59442532510531	2.07213628138448	1.75882488532949	1.51920117543553	3.44582004727152	2.81661100275109	1.80057184671318	1.48095124454378	0.90932437077716	0.66626357132022	1.83006562096528	1.0600100366259	1.58747316507254	0.969759246979168	1.31222947535773	2.12820898327773
"GPR15"	3.13977805317161	3.50015621870147	1.22887409105675	0.5738047442833	3.2976178964372	3.93618967153968	3.1938217090509	2.42364523747422	2.89067705438888	3.13206114176329	0.297076700763308	1.43626259725041	1.20401990797641	1.48411523484088	2.6149413474782	0.179928200995648	3.39839509372895	3.37894101300158	4.16204935017277	2.10670122277113	2.64580859799745	0.234411419071768	1.5923274249777	3.06238717566508	0.237250609065618	0.735801101784432	0.853429020373344	0.792385540618382	3.19310019355249	1.60973668778625	2.61274757707652	1.16434683526086	2.26141866271924	2.74457084119143	0.946284718141517	1.11526773089473	0.514362663738706	0.340089650841827	0.467266097399111	0.46300538407381	2.13148624736976	0.673202736150421	1.19346734713798	1.84280698489724	2.77601003033502	0.830088130013505	0.0339489328043547	1.64497365540109	0.304291577758148	0.180713842887447	1.85191694983178	2.01911154489578	0.405376541367056	1.47153154477651	1.04074297766456	0.948721535844745	0.380540262994403	1.93018752581473	2.39662342896025	1.46659977687314	1.5040935767412	1.02205950419948	0.160473220229531	1.34031779995397	0.657941854457373	0.243352166534127	0.81189293906404	0.674238735875167	1.02019454537035	0.79530413442529	0.519248157847557	1.21704039700926	0.325327016848476	0.0384082748958198	0.438897813807964	1.87616456474414	1.98183415211645	0.203595279537896	0.118134281281849	1.60272443339666	1.75307232684714	0.116139917963107	1.3532472365626	0.0831950129706159	0.0673694937179302	0.720751824378569	2.23773063999766	0.236437056102977	0.414203360094797	1.04903889700927	1.08374184973877	0.0931495917859931	0.47153258673749	0.264880842375201	1.74252492642313	0.828773497478273
"SEPT6"	4.78437899086379	5.22495712649003	6.49184156184625	5.29456635423289	6.08060023117967	6.0921493222762	4.95606128730943	5.79054750410402	5.12001137178145	4.92583230477416	6.04642194746659	4.97185582762311	5.65552864038984	5.03021389914066	5.18716139231363	5.43858119095367	6.18472389225416	5.5319193351992	6.02903805677118	4.99987632392062	4.34467800738534	3.67325874418579	5.29893000219417	5.71249950065008	5.07505478335886	5.23752338004019	5.73929280583729	5.47703315031414	5.05743957329194	4.80896764005794	4.95305533934687	4.75350545200406	4.60777827249718	5.32907917419872	4.56115011118035	5.25836960712751	4.58572987765716	5.16718941308697	5.64222687621526	5.12752589310377	5.52013208153476	5.84094841296568	5.96194713598772	4.83607342805293	4.89853657616567	4.77159380096056	5.42265308544999	4.05361853296846	5.81812984442717	4.991831415578	5.4887307655024	4.9597373345299	5.61286850186692	5.42282908582338	4.78841659026257	4.81880022970638	4.83917856874252	5.07683628238902	5.51717279334223	6.06306214869081	6.04597869776224	3.85848091595486	2.8285653227859	4.75426079858979	5.58720841270116	4.95613237682034	4.62850345370171	4.84043085957481	4.55631215831191	3.90615160910988	4.40543945808534	4.69605739237095	4.64650709149073	4.53706918295784	3.84678616895402	4.83729559470252	4.55335229886494	3.5677574566071	4.58509471296377	4.48519939173841	4.16965658586882	4.42660434028204	4.61518254424288	3.99753753662973	4.34552811161798	4.37300020242456	4.53578645428656	4.18112748982358	4.36930208348225	5.14323773458402	3.98690620706523	4.83620459372475	4.05197999637949	5.09430902527253	3.91867978057748	4.42356388036889
"PIK3CG"	2.39455521354584	2.46344394767887	2.88206748903432	2.08923308095837	3.23720514375444	3.37662665478279	2.36371412773252	2.03807838903697	1.74317557972177	3.81808079225563	3.09795343708069	3.77497818742215	2.35211736144764	2.52310386219784	2.75518038132279	1.73412427386389	3.29025522224587	2.00997600361217	2.92377606018344	2.16978307199852	2.16382870400259	1.56489063020879	2.55740429014686	2.84949436650647	1.27931488706554	1.91041628348989	2.90635880175704	2.93590284857904	2.85048918454507	1.63173780559967	2.23252566457514	2.19141872520193	1.90159152994939	3.15961415126473	2.24283189599896	1.74173056988394	1.47015541425243	2.11272211182903	2.59217018522539	2.16495167379417	3.13761581923142	3.0442976469837	3.43078330136763	2.67498013500341	1.32863251418257	1.4041046098421	0.590544415485694	1.51866310141766	0.471173941408604	1.30649843321827	1.05575765380224	1.31224972218944	2.26385454173357	1.41254081935884	1.30485024998707	1.13331360950604	0.918263519147064	1.34059650174282	1.18051304503241	2.772316240287	1.38212810810423	1.00845700590254	0.222702634516199	1.899003026352	2.67299199345329	1.77868529172601	2.34918100149996	2.98647226504625	2.09491316345392	2.12142174910849	1.81801821182755	2.99695864737229	2.67316005943826	2.149599389899	1.58783856356443	2.88452623044328	2.58410162920121	1.55264473706656	2.49840289946992	2.47154603486132	2.40816677989818	3.10618836319582	1.84212060071775	2.152501602905	2.26484827319559	2.68654850414422	2.41889439031603	1.59158022361528	0.766209296923544	0.892138061580747	1.18141259477964	1.7181187424839	1.35648048017979	0.879488524572336	0.948308520548752	0.898333554354575
"DOK3"	4.08039847035178	3.83744330846408	4.43490430262746	4.62978266818446	4.01260593017298	5.06422184939508	4.31992975836153	4.31770042683031	4.68280978955299	3.99489652780208	4.19647316582486	4.02148919158609	4.85139155137033	4.03851223594892	4.33866944501029	4.81173050852672	5.03048099660459	4.41362514276665	4.94745572875663	4.18641216033533	3.48191905784548	2.94122825805301	4.67736551103937	4.22979827406769	3.6368894245073	4.28649339340435	3.46143255214027	4.64924518115795	5.13253570512991	4.64632782842422	4.14660740210355	4.25489002275892	4.24984868702927	4.77270866175955	4.10743401779613	4.61545689083411	4.23603896178143	4.0232760214371	3.72206052095673	3.35755111708356	4.97879928971512	5.28804949438801	4.13414698967244	3.2152522942694	4.10695931542719	3.10371914410957	1.94738626956378	2.54325551672861	3.37763217494365	3.42102141948087	3.2342369259658	3.20061343796803	2.48941363343633	4.16485843019068	2.79160437003686	2.59714491262988	2.3206958376172	3.06237243420514	3.28799851449029	3.92269524203096	4.04185410407219	2.53217933046899	1.29381474223155	3.46620367882556	2.78719918331365	4.34042137930375	4.2464995355546	4.96203365940892	3.97552497410975	4.23254637073321	3.40665997091704	4.3458528092427	4.51026950659749	4.06626446087272	2.69517138284507	4.37028599211996	4.31822341970404	3.58840065833737	3.99075207613832	2.34169225718438	4.39239314371759	4.61595034884556	4.75100058529109	4.20216019384252	2.83782171752534	3.692989369463	4.13585947546576	3.67703564572807	1.98665907147892	3.13755321239526	3.2200683069012	2.95610763382768	3.60077471976425	3.20167575899759	2.73323842565752	3.87575666863364
"GPR25"	1.1562823831512	0.311200600797737	1.08409274616284	0.679636104937728	1.15381505205544	2.01799621358785	0.824143736629267	0.448455451180122	1.33858603988423	0.0336082358717328	0.781458092745906	1.23959698394706	0.349277957540561	0.114482507320555	0.453498230850643	1.12091303664282	1.99007714361771	1.0674138980378	0.967262061678247	0.34632137653672	0.552493291358555	0.315232359188081	0.853335159409133	1.15520387393645	0.700899816887816	0.466640033396283	1.39510483057057	1.53794134041682	0.769587176156155	1.27658637459732	1.13158530274481	2.21955497818472	1.82107696232528	0.867090593074443	0.157975834352221	0.447379785087525	1.92479759110077	1.56247877279885	1.47128383469907	0.460513090383771	0.593713461219028	1.30244426059139	0.309775635098861	1.0719864913186	0.540501849949447	0.293931961243132	0.225378672227954	0.169327112570892	0.648828619878037	0.24016965830125	0.612450718175807	0.63029898696538	0.0781977947315686	0.981210811255084	0.388438660669391	0.290274250624881	0.301604830125511	0.717700145859424	0.256279118840836	1.40434673899166	0.193162434784015	0.129037982631982	0	0.423093125783532	0.324877299456902	0.33648600865047	0.312435652793555	0.484687140876095	0.763973142633759	0.257906164705142	0.154798587314391	0.385000162247021	0.494648775686044	0.705260305130812	0.0565985770985714	0.49075096214262	0.545354035892393	0.10495165413698	0.274418245025302	0.871379115383122	0.492932549832244	0.31908881092593	0.168317431959179	0.0553076031431139	0.288218861913669	0.290693388498166	0.258631881667251	0.299444264512364	0.12139610988491	0.185722180074328	0.0807033608951589	0.317066183256469	0.23176856222246	0.510472895605688	0.241804688116053	0.202414520314689
