"TCGA.05.4410.01A.21R.1858.07"	"TCGA.22.5489.01A.01R.1635.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.55.6642.01A.11R.1858.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.55.8092.01A.11R.2241.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.55.8508.01A.11R.2403.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.60.2712.01A.01R.0851.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.77.8133.01A.12R.2247.07"	"TCGA.85.6561.01A.11R.1820.07"	"TCGA.85.8287.01A.11R.2296.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.05.5425.01A.02R.1628.07"	"TCGA.18.3410.01A.01R.0980.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.39.5011.01A.01R.1443.07"	"TCGA.43.A475.01A.11R.A24H.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.77.8007.01A.11R.2187.07"	"TCGA.77.8156.01A.11R.2247.07"	"TCGA.78.8660.01A.11R.2403.07"	"TCGA.85.7699.01A.11R.2125.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.99.7458.01A.11R.2039.07"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"TCGA.22.5483.01A.01R.1820.07"	"TCGA.33.4533.01A.01R.1201.07"	"TCGA.37.4132.01A.01R.1100.07"	"TCGA.37.5819.01A.01R.1635.07"	"TCGA.43.7658.01A.11R.2125.07"	"TCGA.4B.A93V.01A.11R.A39D.07"	"TCGA.50.7109.01A.11R.2039.07"	"TCGA.55.7815.01A.11R.2170.07"	"TCGA.55.8620.01A.11R.2403.07"	"TCGA.60.2695.01A.01R.0851.07"	"TCGA.64.5774.01A.01R.1628.07"	"TCGA.66.2756.01A.01R.0851.07"	"TCGA.75.6211.01A.11R.1755.07"	"TCGA.85.7950.01A.11R.2187.07"	"TCGA.86.7701.01A.11R.2170.07"	"TCGA.86.8358.01A.11R.2326.07"	"TCGA.05.4397.01A.01R.1206.07"	"TCGA.55.8094.01A.11R.2241.07"	"TCGA.91.6830.01A.11R.1949.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.38.4629.01A.02R.1206.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.44.6777.11A.01R.1858.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.50.5942.01A.21R.1755.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.22.4591.01A.01R.1201.07"	"TCGA.34.8456.01A.21R.2326.07"	"TCGA.37.A5EM.01A.21R.A27Q.07"	"TCGA.50.6673.01A.11R.1949.07"	"TCGA.56.8308.01A.11R.2296.07"	"TCGA.62.8394.01A.11R.2326.07"	"TCGA.85.8288.01A.11R.2296.07"	"TCGA.NC.A5HL.01A.11R.A26W.07"
"KCNH7"	0	0.104816060789868	0.051849660837622	0.0466869404921638	0	0	0.0199837442325209	0.0503175015999144	0	0.0114477382005559	0.0889150831656193	0.0316245403461995	0.0149765910230033	0.0231248910539315	0.0266614525377072	0.0440889949500153	0.0518996303536041	0.0681368022771525	0.0666080048209907	0.0319513359493014	0.0126900040866746	0.0967508099165627	0.0411616519448821	0.050417599614793	0.0750093390087457	0.0420836272835443	0.0658515739859573	0.0268973397942714	0.0499849922870126	0.0140636958211965	0.0118826547535669	0.0224190055906378	0.0264604912255737	0.0996449325090914	0.0717898474668136	0	0.0135442841102408	0.0261133198041075	0.0199184415580829	0.0685210508813503	0.10440845249995	0.0516451650531317	0.047510583128995	0.104659865814137	0.104074754794105	0.111125249950659	0.0103420019242609	0.198202427131104	0.0306119037710597	0.3746967562905	0.0181903504396141	0	0.167935033877235	2.24870672297621	0.246286410510643	0.119577624649415	0.311057848693601	0.0189398779385846	0.713647566785858	0	3.23068556230867	0.0333668205964734	0.47833415465013	0.0851982136664651	0.075211545353096	0.0340624728233422	0.0452482779769295	0.0630292509022502	0.034739784522824	0.0338474540879019	0.0193777746097541	0.0492465589375261	0.0615650880588587	0.0124505292782931	0.0354845188387065	0.0556358035746988	0.0742063804340334	0.0370693159908236	0.0580246071627401	0.0296492850759025	0.0652579694052869	0.0759657344709048	0.127185050296698	0.036241541490163	0.0655456003342738	0.0531868015896556	0	0.120129217937041	0	0.0156286035180717	0.0262958411536423	0.0604669744196141	0.0454684089958656	0.0219902160657387	0.0118773630482332	0.343316431308626
"ASCL1"	0.311644834072469	0.142167094227247	0.451754129460316	0.0410082494464287	5.55104826344235	4.97853289430863	0.25328398747102	0.135438832279203	6.94845269293587	0.218798228098991	0.0973112059256125	0.109484580210943	0.55790626686048	0.041403012093577	0.0802111927323842	0.0609380051615792	0.160983157043837	0.12012165160446	5.80171501425964	0.0216474817161995	0.0342001412555518	3.41130175089225	0.613215314842327	0.286096320536791	0.0462411243118448	0.128501777357033	0.216888570875959	0.298476790935642	0.114519615214851	0.449110781840742	0.0782979588727808	0.0202409450146386	0.236667415088163	1.24233131577681	0.0538926514809078	0.138306292576775	0.173051716994428	0.0459240805856661	0.0534199318010941	0.0470977006970546	0.206363075847007	0.0860123065577435	0.0540000922994384	1.00599134082831	2.29406179455552	0.173052966521646	0.92309547866796	0.0545180524374704	9.53222821580754	4.70004254682224	4.6464503455283	6.85300127324478	5.61014362995067	9.28255834245799	4.9704808316773	7.53874463091785	9.63683343975877	7.25949556747244	1.50878432136772	7.96040434655348	9.61426403194337	0	5.76630866462642	0.612496847010381	1.54987010638375	0.400152148128494	0.0154919933686322	0.0192298349063371	0.63949699880092	0.404947422935907	0.025035337110292	0.362901255517577	0.290368129412284	0.308744009717461	0.86457211441203	0.543996258719738	2.19243955214722	0.0482612221235806	0.0803266833941781	0.0202095259030445	0.406572362444958	0.0134871502945156	0.192677938280616	0.0248216707061598	0.0602402396186737	0.0306788557195625	0.694258332952933	0.111081245955769	0.0538983753523503	4.28637510979611	0.0538317166987427	0.406615547443642	0.96136069361373	0	0.655410756869301	0.233002922671039
"SCN3A"	0.22496140235534	0.282833397186288	0.339438562737078	0.143068370235359	0.537834674352954	0.934637042043859	0.729565912720016	0.203985418011363	0.461895674334046	0.635988122534593	0.362827526331318	0.250130775871041	0.111704539738841	0.284529706339937	0.605461302099862	0.0887576804834985	1.32327303707988	0.260181944317404	0.781002545489787	0.0791573628076238	0.177086977920672	0.725326522715667	0.131931462296672	0.359876828872933	0.0375147601166928	0.171214853912586	0.119326293117491	0.14851332852028	0.330321621638614	0.190349289572428	0.215069831985606	0.365543564354373	0.33024219039386	0.774861741149649	0.0996257812393166	0.18676578424616	0.0121149686060923	0.122863387633416	0.0951670729598971	0.266201543264037	0.519343364727662	0.224969581127702	0.50959657168033	0.520462884301532	1.29411723275651	2.66558038362308	1.17547444749581	2.7530165483165	4.35737417133418	0.933251753745244	0.55609194828781	0.792959345387479	3.30836633235254	5.56560183447163	0.231713346239202	3.62035648792468	4.04458594300609	0.340274813128947	0.356161841417158	4.45172431154326	6.25886574049974	0.0146738936782438	1.14680649701628	0.172104248016179	0.470560645191271	0.402645845916894	0.464363176636127	0.0850340062509044	0.0847226046664496	0.110408257053614	0.15815037414694	0.462342652776568	0.13755198173208	0.324338291067089	0.107520611278695	0.272741424762343	0.658476884588443	0.117590495100067	0.302190039769171	0.139653633887992	0.710116351775233	0.650853772460836	0.223212235454167	0.266640199727065	0.114602698054796	0.194914289767842	0.539584579620676	0.31544126341899	0.147424024384439	1.08976988793408	0.0435380011433285	0.351126544642547	0.701831733384892	0.97556637184234	0.202795188615957	0.120895922227989
"NOL4"	0.434398262933164	2.50352002341136	0.738203027778081	0.0743485376139123	0.0394572308358514	0	0.169385024652557	0	2.01374942833581	0.1061919822125	0.15518580082058	0.0803040363834688	0.4253100350351	0.0448606364991644	0.271167061937552	0.0910009762605901	0.101994770952343	0.339108590128883	1.71240702891943	0.0359435952053568	0.0258343519415256	0	0.0207276017029503	0.153700436932545	0.337221635066982	0.0220554278480911	0.500408200185048	0.01248457417401	0.177966252573447	0.306596492903572	0	0.104956324073237	0.173752020685852	0.0467277242652937	0.853181864252134	0.0978629804784143	0.749284753937495	0.423666364265628	0.185873692751027	0.277745356045004	0.200426816621695	0.106170511594586	0.0898254450773132	1.01489385934921	0.781864006506236	2.36373418394557	1.69581472148162	2.2350793410606	2.26566171684766	1.75296429090302	0.40510146171389	1.43951109788708	0	5.17187220818348	4.30393173142658	0.69069031033692	3.78269679959273	0.382379831603554	0.502249232814658	0.874509823244786	7.22573328347172	0.0154274987316731	0.13318703184432	1.82666507579508	0.0820304285938674	0.103936208581127	0.0528995712873822	0.0866024436901902	0.0576991396788614	0.0977698730269459	0.138082103494244	0.12750665621998	0.218056182463187	0.202310551723239	0.141747495094344	0.390465799995117	0.919428945353475	0.087118451294115	0.20019967255529	0.459918935423732	0.152035942918304	0.281753706173914	0.124588079740022	0.135507323584056	0.111270091510928	0.193288677474383	0.179097736177069	0.199242324611059	0.0981701716035686	2.51005926458469	0	0.0296114661764255	0.0140033110406614	0.208605060517737	0.240333324104826	0.0957184722479709
"ASXL3"	0.0830435819825576	0.230423237856877	0.438274849243109	0.145375641808235	0.328530475611753	0.13083364354911	0.250433546206658	0.102922045902378	0.422968268372088	0.632302374918866	0.0962723026383767	0.153229358992205	0.200139063467534	0.371126552760154	0.674247256035845	0.0960457035458442	0.0948390334339168	0.329270088539953	0.810389006764145	0.0742152452848455	0.112768653774455	0.0441332342906014	0.275470956671971	0.550260622421176	0.047869706171325	0.105580708876337	0.156488022355776	0.243176709529468	0.348494371569053	0.103380225881212	0.109257121965836	0.0627610978502479	0.0362981217254454	0.357230788103358	0.136840988758518	0.0916291165834885	0.0632735410801128	0.0836426636396217	0.200160346548257	0.162004078095194	0.188180944699515	0.209381824287474	0.380221981655107	0.73630716463673	0.538760629385764	1.10818746759166	1.18104787262201	1.36718920186652	2.37384114893956	0.0302695074191375	0.362112621221315	0.228620201640911	0.76610618728216	2.6639809877244	1.65459527217452	1.54868927623867	1.28946080281115	0.3692252311941	0.732962063308183	0.602141091190702	5.93129653521663	0.00175775915661093	0.236161647127333	0.27178060383754	0.104880747806356	0.365805700725742	0.241884509439067	0.393321176893251	0.100005492727953	0.187093010122992	0.0361985139253438	0.235079713022078	0.205981644345026	0.326091804115423	0.349615649020617	0.172803373529998	0.354989150492634	0.126641445157427	0.442065425895212	1.00109847767423	0.189915845979065	0.37837654608887	0.322253578834474	0.241118602931533	0.262084960395468	0.533227813044973	0.194175388372403	0.286706948593088	0.0227458776415365	0.157316826607966	0.0400338300308215	0.471766042996258	0.156030248088071	0.0443979068983448	0.155514758788124	0.0106369928808949
"FEV"	0	0	0.132377205208356	0.0246475296736966	0	0	0	0	0.306760555938827	0.0833369168356422	0	0	0.261348488964482	0	0	0.0253896490253758	0	0.107152086705455	0	0.03945355486485	0	0	0.0381719022664099	0.017260871076167	0.0768689042432661	0	0	0	0.0334260298805187	0.0231564342420923	0	0	0.0146371799206353	0	0	0.152348983014041	0.0222828582076851	0	0.0935230173500763	0.0659638470767517	0	0	0.0333575607554147	0	0.0217581970124542	0	1.27750398200379	0	2.18072373215741	0.184211541797286	0.124483809152609	0.0245055312487243	0	4.33947981947865	0.0169633986306829	0.211458069797391	0	0	0	0	2.89856290317901	0	0.695820096289239	0	0	0.168441116529795	0.0188619579770722	0.0562432505598095	0	0	0	0.0108941358863021	0.113754822327111	0	0	0	0.189932965765616	0.0289878528085696	0.178314000846611	0.0240138182193795	0	0	0.023623142516562	0	0	0	0.0597677725746764	0.164936266162341	0	0	0	0.0793083472304033	0.124181888730405	0.0193150176934696	0	0.0382536657802829
"SLC18A1"	0.289589123800826	0.460801339953582	0.625386615945137	0.0731575880419036	0.200679680127601	0.775233811502969	0.330040820820177	0.31343947797916	0.0773548001211882	0.491814209627655	0.596140079095389	0.554552739890423	0.508272398466205	0.328560376869716	0.285714024021447	0.201603963615919	0.168826764562014	0.58655773211352	0.364145268896257	0.169290406852601	0.162065941568722	0.396070593616424	0.261256118194841	0.271067826294383	0.527103480871044	0.621222466977693	0.309562918341549	1.31524336513271	0.332954585799489	0.387284679692858	0.494478332185609	0.240410922666349	0.467626655966915	0.421966563008558	0.233966483568005	0.0914246794335592	0.381664863419631	0.137485303977946	0.0609150511623398	0.606688231823276	0.49278305434866	1.24779375674264	0.379404088904981	0.681035746485621	0.167588000711503	0.111339116884605	0.169805506633232	2.41329301702272	2.44043718081052	1.11791407948885	0.0773242404294481	0.228435423198831	0	3.19108422890484	0.400357106993143	0.21980375064912	1.94032837060372	0.0486934431403756	0.791637543501902	0.393847773340948	0.866150360471558	0.142518457755244	1.14352428844575	0.0263040694739916	0.375786174455215	0.292543496594377	0.0798910630530345	0.138963608284821	0.399527412734761	0.198687144620414	0.100782652752479	0.172898048831091	0.24227183621319	0.168053895342315	0.296240903352544	0.0478301311271059	0.596648500696207	0.206814118098293	0.222943669888181	0.520384286146601	0.483289408604553	0.585437307000176	0.229582091854671	0.121357337651506	0.127015700247304	0.20892161302106	0.23426217036145	0.347467901044959	0.0729447889986114	0	0.696610233474737	0.0724168091308347	0.845287492482039	0.0212777822228026	0.11933481880406	0.42616608234712
"LMX1A"	0	0.996686067875324	0	0	0	0	0	0	1.70061988215406	0.0695158365998647	0	0	0.0321029561533382	0.00826500875071242	0	0	0	0	0.870020747442935	0.0165125488029323	0	0	0.030629572110159	0	0	0.201650743526943	0.0515763066635394	0	0	0	0.0129262536668312	0	0.0616852583761366	0	0	0	0	0.0887390678948066	0.0503464011706761	0	0	0.0139165447092135	0	0	0.0340519681103708	0	2.74304308171389	0	4.35351233065067	0.173759457021507	0.117624369275169	0	0	0.0523591240506978	0.100551168734665	1.44849606309634	0	0	0.115637935178125	0.308187809489953	0.116215738766175	0.774187715176029	0	0.0216228516133533	0.0290710992544839	0.0379530718815557	0.0155505498182579	0	0.0870297124014557	0	0	0.0298887049621309	0.0503660215189369	0.0819020355410841	0.0476228519944336	0.0568044893797362	0	0.017799214334505	0.147470399345018	0	0.145597154540692	0.058556653967325	0.0436663979529479	0.0184151185304804	0.0328100290839757	0.0985150799575442	0.0344781038536755	0.214420962320616	0	0	0	0	0.0654717847896759	0	0	0.209552217128469
"INSM2"	0	0.0251302667146097	0	0	0	0	0	0.0223685423295386	0.0220887208993978	0.0240955268325711	0	0.0344635981337319	0	0.0327910380664947	0	0.0321255297632305	0.0179931053194682	0	0	0.296568490269689	0.0132988669079715	0	0.057705576158613	0.193889737070126	0	0.0233647753263361	0.0180116493984709	0.0142165920219914	0.00446569852883699	0.0293362106895198	0	0.208386062977335	0.0273902161831015	0.0330078817153038	0.033498101306407	0	0.188667109527048	0.0181451171271264	0.0513088779801808	0.0995521226231234	0.013023884251115	0.0545245494810587	0.0210025011072595	0.0564649965423322	0.0137291906640329	0.0130691666525348	0.0672548632167871	0	0.0239181435984275	0	0.0632087309683462	0	0.105327645617027	0.889617457123016	0	0.0282040204707398	0.0101891235142506	0.0790992638295469	0.0797763040917364	0.0289348771066938	0.275493334210676	0.0117676037384777	0.0455129775796898	0.0459805595927482	0.0815086737226822	0	0.0360044863857787	0.0527100939280795	0.0152647194230156	0.0140142773356224	0.0063607426013971	0.0108550405938478	0.0327858300162217	0	0	0	0.0319640694576362	0	0.177783419707651	0	0	0.0307761753403322	0	0.00957712030717761	0.0350504764999554	0	0	0.0439472090763434	0.00863181607365221	0.144714355177436	0.108954983798241	0.0170558769887413	0.0335120789164049	0	0.0255208241309046	0
"SEC14L5"	0.440864246189028	1.36314677409311	0.453387345918901	0.123480427326398	0.2715347371377	0.514107466453913	0.205024850666756	0.159826671885523	0.255834324254146	0.327545742623185	0.206621241243347	0.162978169056261	0.876762216720229	0.374360478415341	0.445683825645644	0.173698045465255	0.33456009731708	0.556859672604382	0.458899663915692	0.355412598888741	0.110217238661903	0.473796002387436	0.400954516307847	0.210519532267451	0.16442664797416	0.288989198144157	0.441440480924034	0.129743136421517	0.243692224512899	0.42435790830351	0.187491219903567	0.0786683646934907	0.277389108641554	0.217754349688395	0.113394417475598	0.288523242683735	0.298171925082416	0.410437117934753	0.252925101108029	0.2757441470245	0.220420777592587	0.418624298465752	0.164356213839961	0.388581119102422	0.157425859313334	3.38212011321856	0.436950765215341	3.30755679100254	0.120150025071902	0.217121104860819	0.386457055809466	0.316197683497231	0.127357129929597	2.56584489819107	0.391889053560057	0.271805610734098	0.0859146812716672	0.268257799725964	1.59674235952434	0.266600102758812	1.03318892465997	0.258696008759534	0.468528486844316	0.327511373289715	0.405249063934603	0.457880206819961	0.240284150270183	0.262318403237828	0.392969639790906	0.308975160274584	0.178315093469675	0.408259340301625	0.360869722709998	0.33635272014198	0.439365653449317	0.232705115659816	0.359746427372738	0.253854386352225	0.414665755547963	0.277075295568033	0.338455714033275	0.27336841364958	0.620491011663704	0.374801428956795	0.132620180954397	0.183424156084696	0.188076730553229	0.418594077115303	0.22331333301174	0.759750737538241	0.125174492613423	0.399431559548884	0.635288253887932	0.616633451518463	0.472022866411714	0.413066632605328
"NPTX1"	0.31430246964951	0.263737457657588	4.69993095024136	0.0894930613429887	0.957209812116077	0.39265610536982	0.0959611084504814	0.902829395439016	0.577732964053168	2.42364434016732	0.223536478127994	0.503826053736425	0.554511677060241	0.484886257118715	1.78787560777972	1.30686996321812	0.200237240812702	0.29379906739351	2.41421828623262	0.99611723218588	0.162245950335989	0.0785321527695628	1.04555953689606	1.17111529984959	3.51651764694014	0.112444180394253	4.07175686736532	0.679111851791324	2.02050868170473	1.35235372848083	0.69565756480064	0.56367435670368	0.664139972232059	0.971871437457961	0.37066180553733	0.16370615135351	0.538982138164803	0.506305590580959	1.73611304419839	0.156296746030049	1.79558116460582	1.18307357671147	0.36283158536661	4.23516490744122	0.114949695386952	2.06146915641913	1.93830887064958	1.483769040022	7.16821349628433	0.191484113632947	4.96995325079609	4.81880008318417	1.50119660443845	4.49510088224659	0.565546986322399	1.94420709682532	1.12525401658733	2.70861562025012	0.4169402908338	2.77359495464633	6.18766161410727	0.0663250454646025	0.765314577482866	0.504551380765431	3.99916313674668	1.24731588542611	0.685458059620706	0.770422669009963	0.500582772667163	0.532310117288359	0.576601595782616	0.748371700487349	0.146167036758314	0.548922671697074	0.508772512527466	1.72711259044201	0.703985247808148	0.256335756661176	0.633702410328569	0.22830483287781	0.843960115780817	0.97032592731441	1.48134307908466	0.503661390319202	0.250314072524936	0.260090489845924	0.809640159234923	0.368676614828088	0.98673189422852	0.995927539873474	0.349190737062503	0.143538882752466	0.709098830565006	0.39798227878329	0.584435658634467	0.177747032103609
"SLC29A4"	3.85700859435992	2.59015098608639	2.01989741766695	2.28411095994961	3.47593235175194	3.08924663587862	1.62989001954135	3.14512918051448	5.48508589816409	2.53381674496994	1.63431680334163	1.2769184180778	3.43878537075762	3.43954158591458	3.41281634015085	2.7374485196594	3.68910514735907	3.29725468742099	3.31858671568809	4.43989766802418	3.01326562339251	2.49717480335872	3.22311777856335	2.50067893660975	3.36178170131302	1.79379596154305	1.31000947201895	3.1046697621036	1.42773267383021	3.28149848938511	1.8265300659145	4.41913256175197	2.64958747710821	2.99011190041373	3.12605736046614	4.08754449250912	1.08427618665802	2.4719562370556	2.55671859600968	4.13257394560273	2.70899090586619	4.7889838906099	1.32798561285529	2.01274291569352	1.42160154633395	3.19906209353169	3.51259116963827	2.32185855714404	6.2629642702225	3.17822923682094	4.72515141477102	3.11670856941563	1.29672586079955	6.89754919703485	1.83783321025812	3.95738512486991	3.438842538271	4.24315086926774	2.07050582678546	4.41324090834563	7.17197921976278	3.09321997823597	6.32686577199539	2.32693909023484	2.90341751407638	1.81630216516282	0.778880310128836	0.673856650219518	1.03194222420369	0.921297480537984	2.0438238159424	1.32638442532558	1.2305012286143	1.37152585309158	0.83462583843568	1.15494092427434	1.0264421479121	1.04361008025051	1.31813090293817	1.96422700852047	1.52808119192414	0.890434094042035	1.15949093204039	2.03848471934747	0.605856443965439	0.598972352986546	1.18662175027931	1.37203460644625	1.87043539163631	3.32538534967953	2.25610646739491	3.3020377556367	2.6908141799836	5.29401820754061	2.18295153973624	3.8535469238762
"GALR1"	0.158900485842058	0.0591125730439449	0.0459122249401077	0.0500601335424575	0.062762641685872	0.049037781438264	0.101779809760391	0.0656281450508015	0.341025276112956	0.189575452339053	0.0714289950129636	0.148697447718888	0.138726197407531	0.0535289319382699	0.120099173948763	0.086919263346016	0.196108447736812	0.171950097572471	0.105723223970675	0.108062004441476	0.0333306413814725	0.107975492671479	0.124721888673388	0.0460371377373943	0.0314134396317619	0.196486153695533	0.0940381563718585	0.0251056768244182	0.126476774209698	0.0814306131772442	0.0738152373745738	0.0711718307174369	0.0746119806855621	0.103834906155795	0.0503260421883774	0.0866284998353375	0.0630013441327129	0.0709480198921337	0.143333858393301	0.0831637483639945	0.0800818430630717	0.137046948503487	0.119312172535876	0.135486359883632	0.0747332889225775	1.52387966321116	0.171045141374882	1.06163178095794	0.432144642409526	0.381095502333498	1.91360125079423	0.0867863354096707	0.150738497000236	0.132009588574821	0.685905922194165	0.0873590543986109	0.0258697762980854	0.0983963219636294	0.151139135162115	0.272059158548552	1.00762730708794	0.240563237385589	0.131325137963952	0.118482741761551	0.0637135827999395	0.11400360851314	0.0212090019013045	0.0559044202503424	0.0365088209259013	0.0387737755399707	0.0231722640177442	0.0630964065014498	0.0372218243605619	0.0552426607948937	0.103412655361196	0.0357927949270703	0.198127553529822	0.0255229659930047	0.0665400411733766	0.0289492626361087	0.113594190370651	0.203793340292958	0.0565619513496482	0.098471037073921	0.0361788022520559	0.0704832575456279	0.126930590963441	0.154286475354827	0.0954006293128567	0.135352916185307	0.130210500769715	0.0737904103699765	0.0956281825454834	0.0997933042166334	0.120140376866363	0.141154839683102
"SYT6"	0.168580973147869	0.132840382220328	0.0613128383679203	0.065690319164153	0.0453711437452493	0.31342446931287	0.0640101939050179	0.0889592432663306	0.0167702431644926	0.0804971785107194	0.101810157998557	0.110803906624002	0.280655358650141	0.215530460076396	0.217772845808308	0.0705974785315283	0.249003107530945	0.283952297836808	1.25827016993975	0.0467049427772963	0.0200652652017703	0.0949054049378417	0.00824334688103725	0.0490581475328434	0.125636788032828	0.257943919417132	0.0336469487310177	0.279123600760925	0.0389975603255431	0.1073645274715	0.211023856438349	0.0557489063100815	0.127875154077025	0.0638701078125255	0.00634155650867589	0.0289767446059092	0.0539268995132249	0.0410529570402241	0.105063870992257	0.0343886355009907	0.10628022151636	0.131439833283926	0.0678259870195668	0.158182523198306	0.0258955381113258	0.0862551930563178	2.08122502777848	0.0520434617042226	0.0281332904826758	0.314914797615125	0.10489710169628	0.0739834870616349	0.0195725812663527	0.0633050287385535	0.196346854917625	0.0422596186863158	0	0	0.0302950895696359	0.106035707518781	0.505847270143429	0.0175110177738767	0	0.0656641473750189	0.137551240095116	0.0370465678660804	0.0727820973185092	0.0500524433896688	0.0634431416081065	0.0136081341875994	0.0629491006773513	0.05145577653832	0.0231204251170788	0	0	0.0831486334843167	0.0682783940468998	0	0.0155167268289042	0.145682309647352	0	0.0452397190033736	0.026067213135573	0.0071282646310823	0.0505184927924835	0.169270627906595	0.0363178984722127	0	0.13992669757569	0	0.0581413271604399	0.0952888668000842	0.0494889057258603	0	0.0565579473978494	0.00903756722714125
"PENK"	0.682997189902058	2.80744509081535	1.19211116943631	0.109435919221347	1.3231808044039	0.499313299411538	0.538711505192394	0.501094811320031	1.62851301171339	6.55097835607286	0.526230993984536	1.18397030559905	0.535285369170802	0.565471089785357	8.02984489959839	0.444835606086072	0.740983720445938	0.887243595419825	0.337215883373358	0.280089267527879	0.290336618353816	0	2.73063918744938	0.725502673596693	0.0283455797824921	2.12052651173665	1.73235174693989	2.97153941089902	2.40232126703203	0.467110962160761	0.194651192873284	0.090455249519401	0.649837139882308	0.506049873112811	0.0733641447690963	0.221321859972409	0.562190774319484	0.307148620201489	1.01842135745089	1.43540531514566	1.17572587106309	0.446219383191721	0.414059479565684	2.1784069868555	1.76582609197483	6.61179937509263	7.33307124203038	11.5144171223879	0.410527257435218	1.36088899070118	0.249535159161659	0.776141166059737	0.493794759851291	0.623312807263259	4.64672488963519	0.381616490376212	0.104771457223191	0.294360128598399	1.47416239132307	3.55403734970541	6.9718144222407	0.938677878909973	0.38562569120999	1.77796526004638	1.29879683292182	2.54119446287976	2.55752461336324	2.03352248074119	2.09351118927234	1.83024936333433	0.123438789268468	2.57233509211537	2.80634768655337	1.77310497814543	3.1385056167301	3.13125727806334	1.72868192610159	2.90425077233521	2.61983976789165	3.14856376232603	1.8096341963882	3.30842794793435	2.4552747663062	1.2004394968808	2.3781578196	2.11134307258246	1.73848869151953	2.01379015678558	0.198664806069405	11.2769824927562	0.490176926641635	2.87237508472653	3.58908252183172	0.50049492963265	1.3067090259125	0.364360869064182
