"V1"	"TCGA.FD.A5C0.01A.11R.A28M.07"
"SLC44A4"	"SLC44A4"	0.834870589712384
"LAMA3"	"LAMA3"	-0.90670217357809
"NR4A1"	"NR4A1"	1.23397057208875
"CCL20"	"CCL20"	-0.508005032747437
"PAX8"	"PAX8"	-0.588393903418178
"EPS8L3"	"EPS8L3"	1.32379595110497
"CLCA2"	"CLCA2"	0.85738578440988
"ANO1"	"ANO1"	0.611609899374527
"ACSL5"	"ACSL5"	-0.0132002708998587
"HPN"	"HPN"	-0.293378918181797
"LY6E"	"LY6E"	-1.57586145022526
"WARS"	"WARS"	-0.908007413375415
"DUSP6"	"DUSP6"	0.105204314436622
"TFPI"	"TFPI"	-1.0659784834964
"VOPP1"	"VOPP1"	-0.0239721903867763
"PLPP3"	"PLPP3"	1.13298986848921
"KRT13"	"KRT13"	-0.696951887773477
"LGALS7"	"LGALS7"	0.282131629366151
"GPRC5A"	"GPRC5A"	-0.0531915666573222
"ADIRF"	"ADIRF"	0.691315467713326
"TP63"	"TP63"	0.897840568966695
"PLAC8"	"PLAC8"	-0.394306261197998
"TUBB6"	"TUBB6"	-0.444245788223691
"IFIT3"	"IFIT3"	0.0646995071455081
"FCGBP"	"FCGBP"	-0.123302018584854
"PTHLH"	"PTHLH"	-0.645050629971163
"MYADM"	"MYADM"	0.723055746134936
"NTRK2"	"NTRK2"	-0.341437001468892
"ENG"	"ENG"	-0.899944714366313
"TFF3"	"TFF3"	-0.303560500127933
"EPB41L2"	"EPB41L2"	-0.790545792814249
"TMEM45A"	"TMEM45A"	-0.335235173144632
"ANXA8L1"	"ANXA8L1"	0.929288613568272
"C2orf40"	"C2orf40"	1.39856667444031
"ST3GAL5"	"ST3GAL5"	-0.267865460841298
"CP"	"CP"	-0.372445625145558
"ATP2A3"	"ATP2A3"	-0.233141198116059
"VTCN1"	"VTCN1"	0.161731725103927
"NKX3.1"	"NKX3.1"	-0.392211813316238
"GSTA1"	"GSTA1"	-0.496721466562169
"HCLS1"	"HCLS1"	-1.08165685194027
"MSMB"	"MSMB"	-0.285703879505904
"NPY"	"NPY"	-0.1485977992995
"MLPH"	"MLPH"	-0.892367496750714
"DEFB1"	"DEFB1"	1.05289427255707
"TPPP3"	"TPPP3"	-1.08333483472202
"SLC40A1"	"SLC40A1"	0.992960519138046
"PLAUR"	"PLAUR"	-0.275163089655734
"KLK7"	"KLK7"	-0.3713835072525
"CA12"	"CA12"	0.191743833143459
"USH1C"	"USH1C"	-0.0884220090654862
"FAM83A"	"FAM83A"	0.87670537624048
"KRT7"	"KRT7"	-0.740848587121002
