"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"State"	"MaxFC"
"S100P"	"S100P"	0.790948420602781	0.164582653243007	-0.364950446398494	-0.520615397389843	0.214111009887002	0.0861939560272873	-0.143813700797013	-0.086360824917041	"IS01"	0.790948420602781
"FUT3"	"FUT3"	0.788065308081984	-0.0514366711290955	-0.519639396590369	-0.407610084085713	0.594532791240571	-0.0152918045777069	-0.126967946514845	-0.0191930328064696	"IS01"	0.788065308081984
"REG4"	"REG4"	0.786703067277681	-0.0531810365602099	-0.181683096930273	-0.16180700370122	-0.137975724603275	-0.0078728434238086	-0.143240308330358	-0.000665076775871428	"IS01"	0.786703067277681
"GPR160"	"GPR160"	0.784819736782813	-0.491500157610326	0.572532918254947	-0.169500578436746	-0.562090964606953	0.104117147400035	-0.178138579813232	-0.151653844630322	"IS01"	0.784819736782813
"LGALS4"	"LGALS4"	0.783017639062594	0.0364428942701214	-0.079761015915996	0.0555441955272747	-0.125842631451044	-0.086001391111122	-0.282628314267864	-0.171055503605046	"IS01"	0.783017639062594
"TSPAN13"	"TSPAN13"	0.773435987017151	-0.42185785666774	0.337613929168947	-0.145733031789639	-0.431474583797628	-0.0355049500887353	0.159107509566642	-0.307131978457299	"IS01"	0.773435987017151
"ABCC3"	"ABCC3"	0.772539579293111	-0.059055493473515	-0.311838001240114	-0.146321817409259	-0.0913822112743133	-0.235500696695066	0.217612971783255	-0.0218886920164412	"IS01"	0.772539579293111
"KCNQ1"	"KCNQ1"	0.769546447052662	-0.259869297528558	0.0132144315623526	0.337853634767925	-0.233027622595333	-0.266361234139387	-0.146213953981508	-0.079454374945534	"IS01"	0.769546447052662
"ATP2A3"	"ATP2A3"	0.769227864904913	-0.280036859246089	0.141348316126205	0.235552739346751	-0.40863335763272	-0.654426062427655	-0.0181463406556481	0.431419263831918	"IS01"	0.769227864904913
"TTC39A"	"TTC39A"	0.765480228312264	-0.152195202059525	0.208184033901183	-0.239844945930799	-0.232096861451773	0.0790098966762914	-0.173101242571011	-0.254029058525305	"IS01"	0.765480228312264
"GPRC5A"	"GPRC5A"	0.764556760273679	-0.560552594272351	-0.323376376167335	-0.0979810356708337	0.214833802163547	-0.240836663725163	0.464325296398038	-0.103586060568126	"IS01"	0.764556760273679
"TMEM45B"	"TMEM45B"	0.754415755219217	-0.333550463844348	-0.0417644978305691	-0.261383309952266	0.10578875487461	0.0921718863938789	-0.0691979293178827	-0.188088814800984	"IS01"	0.754415755219217
"CALML4"	"CALML4"	0.75260300242715	0.0049610326240733	-0.0238950148644482	0.0195861113896778	-0.141298617371121	-0.219358206232265	-0.323870782958161	0.111835304540573	"IS01"	0.75260300242715
"HNF4A"	"HNF4A"	0.749082455770172	-0.213456814324829	0.175270721464526	-0.211052330624639	-0.210041259477642	-0.0420151252167402	-0.0731219217060368	-0.14338293089462	"IS01"	0.749082455770172
"TCN1"	"TCN1"	0.746195947769405	-0.0784657123908248	-0.434816023968749	-0.131885341607915	0.343315655508997	-0.132892032454992	0.0337163093320475	-0.152135990975218	"IS01"	0.746195947769405
"SMIM22"	"SMIM22"	0.743492897354178	0.705075205682314	-0.161416548959686	-0.490649891423961	-0.316523993519501	0.157805658766692	-0.25606484523072	-0.357849013908395	"IS01"	0.743492897354178
"DEGS2"	"DEGS2"	0.742960845650585	0.163065347173241	0.0539135442486726	-0.22990310918128	-0.116607139888765	0.0866904807425529	-0.276485724417314	-0.377175222221993	"IS01"	0.742960845650585
"LCN2"	"LCN2"	0.741407535904398	0.0522985413352665	-0.592434364636724	-0.377230597902382	0.548962655901766	-0.102888625607748	-0.171266508095395	0.188540210206526	"IS01"	0.741407535904398
"DDAH1"	"DDAH1"	0.740627853881757	-0.479612132335631	0.333424261476534	0.141339445411107	-0.669469002848912	-0.0458010879083264	0.186575268295354	-0.316155192115341	"IS01"	0.740627853881757
"CREB3L4"	"CREB3L4"	0.726086950518209	-0.10602949154727	0.687575863504937	-0.489660924596028	-0.459779003352414	-0.0306809233562007	-0.106136682526099	-0.296625111920154	"IS01"	0.726086950518209
"MST1R"	"MST1R"	0.720779646931064	0.227044452354622	-0.557476523078143	-0.601146105593337	0.157689686825654	-0.20410262385459	0.175072920354434	0.28217790354617	"IS01"	0.720779646931064
"ERBB2"	"ERBB2"	0.713883713670251	-0.317642959639713	0.136749142928561	-0.271931896996372	0.0417936534943309	-0.254578511427633	0.168626004342617	-0.128212752891535	"IS01"	0.713883713670251
"DUSP4"	"DUSP4"	0.713083930878713	-0.322667265090164	-0.161169187392544	-0.119363995974457	-0.235831298061582	-0.273168106839276	0.406336473836397	0.0524902268490651	"IS01"	0.713083930878713
"AQP5"	"AQP5"	0.712466216175941	0.0816351037261175	-0.23238042893511	0.0667079265485006	0.0280899086921976	-0.242189022113649	-0.0799174725207675	-0.158905001817361	"IS01"	0.712466216175941
"DTX4"	"DTX4"	0.709625645934329	-0.461548345291826	-0.168208674339647	0.197286525822759	-0.070781787403653	-0.506995952652513	0.364623610391403	0.10007499893244	"IS01"	0.709625645934329
"KIAA1324"	"KIAA1324"	0.708667389714616	-0.202480921111126	0.545184438831699	0.0606736969033324	-0.428703061487129	-0.0184166665341256	-0.311352705109467	-0.378387063794287	"IS01"	0.708667389714616
"CANT1"	"CANT1"	0.708439257609535	-0.663251980801456	0.331280384495275	-0.523045195528094	-0.137487162455231	-0.28644993726206	0.503833381593894	0.0621069717763927	"IS01"	0.708439257609535
"TMPRSS3"	"TMPRSS3"	0.705100891110012	0.0333637930630605	-0.141829527217447	-0.0671928892477599	-0.159529201388627	-0.458805422399765	-0.025722721669109	0.333429355867865	"IS01"	0.705100891110012
"HMGCS2"	"HMGCS2"	0.700875824057568	-0.162518239193269	-0.0595115111666914	0.377525492997021	-0.289941205674031	0.0442877400007846	-0.231016025852508	-0.340824522205684	"IS01"	0.700875824057568
"GPR35"	"GPR35"	0.699972233780806	0.291135613355617	-0.0793915304428802	-0.380522272326026	-0.313689031553499	-0.315968324535819	-0.103223777419151	0.3639566668018	"IS01"	0.699972233780806
"DUOX2"	"DUOX2"	0.696700425404019	-0.344173736665317	-0.171543261251056	-0.0120574307760261	0.643051620904943	-0.187402197266893	-0.207113240189882	-0.161547039902943	"IS01"	0.696700425404019
"DMBT1"	"DMBT1"	0.694240950655948	-0.110408608538834	-0.314521618595091	0.250080342202934	-0.0207604115110325	-0.14881600886134	-0.13835784596041	-0.0464176677410825	"IS01"	0.694240950655948
"IQGAP2"	"IQGAP2"	0.692881059164986	-0.630484466901651	0.138126362456701	0.620553451831372	-0.536846542774201	-0.396508683989678	0.0266018017784176	0.176978192499104	"IS01"	0.692881059164986
"ABHD2"	"ABHD2"	0.692874347385872	-1.03546470554709	0.46230732717761	0.0797635307775429	-0.135726988874169	-0.305392504305362	0.354401675913278	-0.112053697259953	"IS01"	0.692874347385872
"PSCA"	"PSCA"	0.689478378481523	0.0844967271329757	-0.250432895566929	-0.182028793633742	0.206889381885383	-0.0756526597773663	-0.12424137937713	-0.192571800719949	"IS01"	0.689478378481523
"GDF15"	"GDF15"	0.688332451029701	0.0897820975787137	-0.0468509381898867	-0.33496713426017	-0.407319344197582	0.0807493978834628	0.0817940491303405	-0.191643425507617	"IS01"	0.688332451029701
"FCGBP"	"FCGBP"	0.685096020828503	-0.26605680438809	-0.13556521275088	0.250833387899141	-0.0119589076473249	-0.377817242335598	0.0627895254866173	-0.0314725327071446	"IS01"	0.685096020828503
"ASRGL1"	"ASRGL1"	0.685067459836175	-0.297468646446394	0.41399237099489	0.109042609133999	-0.37413859718516	-0.256626255044316	-0.27573028467328	0.0827859755224105	"IS01"	0.685067459836175
"SLC45A3"	"SLC45A3"	0.684613548993838	-0.332457532634404	0.0206762827428816	-0.101447957629906	-0.055120622041009	-0.223030106035488	0.166768840469179	-0.07916018660825	"IS01"	0.684613548993838
"CEACAM7"	"CEACAM7"	0.684369524124435	-0.230128530416019	-0.170859306971224	-0.0939208247282544	0.229255822388239	-0.055440254406083	-0.214037245971844	0.019288922654595	"IS01"	0.684369524124435
"MUC4"	"MUC4"	0.684097096807244	-0.179740447098803	-0.312565671197076	-0.177496323031707	0.618848429227577	-0.260484611383209	-0.110151944524615	0.0214248558127047	"IS01"	0.684097096807244
"SLC40A1"	"SLC40A1"	0.6818874477657	-0.664384899237083	-0.134461568980502	0.567251720037212	-0.353070242772336	-0.423893798717038	0.303779886795028	0.128053153894189	"IS01"	0.6818874477657
"DUOXA2"	"DUOXA2"	0.68163039883214	-0.1874750157016	-0.151916014390966	-0.0828357538998377	0.470227270678137	-0.115958054384511	-0.268113813367215	-0.125411278058903	"IS01"	0.68163039883214
"PPP1R1B"	"PPP1R1B"	0.677039048787547	0.129968203600423	-0.22804619589222	0.172884676164279	-0.241969771585331	-0.070994228126273	-0.155492228328096	-0.188322644450677	"IS01"	0.677039048787547
"QSOX1"	"QSOX1"	0.676722453086007	0.182874802091089	-0.339005107580862	-0.0722517230867429	-0.0492502964851744	-0.50001524952108	0.433035019642031	-0.172586880333369	"IS01"	0.676722453086007
"CTSE"	"CTSE"	0.666230126842667	-0.12382968346181	-0.428254686702664	0.0977587074052371	-0.156624548416447	-0.200015220472751	0.077340054466127	0.215208257280132	"IS01"	0.666230126842667
"CXCL17"	"CXCL17"	0.659114442479002	0.0619525074455441	-0.5054760627549	-0.0388691660771673	0.338335050474869	-0.163049650855783	-0.227802842125082	0.142563462946998	"IS01"	0.659114442479002
"WFDC2"	"WFDC2"	0.657544215271239	0.340210131575016	-0.115971859590944	-0.0669451231733856	-0.00307814280444021	-0.350599928290778	-0.112577451647896	-0.156805432564849	"IS01"	0.657544215271239
"ADAP1"	"ADAP1"	0.656365164306056	-0.0579382137160034	-0.00866722014153455	-0.314652966682426	-0.197804105503032	-0.220752795195296	0.153107089094758	0.0629290495206947	"IS01"	0.656365164306056
"CDH17"	"CDH17"	0.65006382667604	-0.339528180247723	0.0459131734569481	0.0951549797925214	-0.106881498289843	-0.221002861754721	-0.0429483239763439	0.0303071613279118	"IS01"	0.65006382667604
"RND1"	"RND1"	0.648502439668871	-0.117800173352484	0.0186990997658321	0.17779861479154	-0.336344482644537	-0.323921911395969	0.00254611718348704	0.0376377616784712	"IS01"	0.648502439668871
"EPS8"	"EPS8"	0.64502735594531	-0.953734724985594	0.299930298892534	0.469434664797368	-0.285394100222332	-0.408764169398365	0.373344457214317	-0.1148243648679	"IS01"	0.64502735594531
"AOC1"	"AOC1"	0.639663986331947	0.0616775917842045	-0.0380859259369896	-0.154249607936575	-0.0183711272486419	-0.23101169932345	-0.0618500635909838	-0.061516418678838	"IS01"	0.639663986331947
"SORD"	"SORD"	0.637212186696187	-0.774775827793821	0.542072113715044	-0.538564032180432	-0.0142376542137129	0.0499927487829505	0.0424077302271719	0.0144566534626194	"IS01"	0.637212186696187
"MUC3A"	"MUC3A"	0.635260498611084	-0.150366017717577	-0.0451175294700482	-0.154674651483414	-0.0260017614017709	-0.114844353362293	0.00348182186296097	-0.0601762238189649	"IS01"	0.635260498611084
"ANXA10"	"ANXA10"	0.632701188543887	-0.203770706568775	-0.147181723427059	-0.169329801964669	-0.101628939671274	0.0561308460792498	-0.123901003128587	0.12756770089705	"IS01"	0.632701188543887
"ASAH1"	"ASAH1"	0.629189500904435	-0.749252485234895	0.184317647016808	0.589953849989566	-0.372121250410343	-0.311041587032761	0.0999915188023619	-0.0184976401306987	"IS01"	0.629189500904435
"FBP1"	"FBP1"	0.615905559607535	0.0656994600224353	-0.0107522437838091	0.19428003055279	-0.569164991409423	-0.160523205129623	-0.0841231877338487	-0.0110823425403507	"IS01"	0.615905559607535
"TMPRSS4"	"TMPRSS4"	0.610422737098471	-0.0581277988586418	-0.215150828017178	-0.653334050661958	0.566350234343783	-0.0736207746676139	-0.00145481203994648	0.00537184059083195	"IS01"	0.610422737098471
"SCGB2A1"	"SCGB2A1"	0.605662723833946	-0.00211723376544422	0.0610336308996417	0.315531285832635	-0.128856478034785	-0.19709330708723	-0.293013200327913	-0.232444710409939	"IS01"	0.605662723833946
"CD55"	"CD55"	0.604119958901981	-0.489221341775458	-0.40672469841397	0.22757467601618	0.142630812505652	-0.388649410259246	0.548243756562335	-0.103655672066423	"IS01"	0.604119958901981
"C1orf116"	"C1orf116"	0.599866932922251	-0.415538350651769	-0.556845309801096	0.127037683731858	0.437318632767697	-0.143647438928227	0.232278307257669	-0.103385410758511	"IS01"	0.599866932922251
"PDZK1IP1"	"PDZK1IP1"	0.590563442328786	0.264063303448316	-0.946885162961481	-0.300902158006018	0.522357235684206	-0.213699734739896	-0.0253691476806392	0.446876273554925	"IS01"	0.590563442328786
"GALNT6"	"GALNT6"	0.584248049543885	-0.292176047393432	0.093498745787476	-0.477480099921989	0.0177382925843024	-0.371315102242763	0.502495793235692	0.00388707836719272	"IS01"	0.584248049543885
"PGAP3"	"PGAP3"	0.584099575314971	0.0681671140366628	0.289464486863731	-0.142137027959248	-0.199313231759994	-0.206057359576347	-0.0921557344248772	-0.248853730385884	"IS01"	0.584099575314971
"USH1C"	"USH1C"	0.560035248738469	-0.0333352424276963	0.340935475992534	-0.170536066420869	-0.111278662071794	-0.106388302549477	-0.295001703053525	-0.114375822788024	"IS01"	0.560035248738469
"TM4SF4"	"TM4SF4"	0.553220772981345	-0.0648787530833934	-0.0973229283452458	-0.109166095882897	-0.094705258836917	-0.0878630915509642	0.056617254880096	-0.097804946312065	"IS01"	0.553220772981345
"HSD17B2"	"HSD17B2"	0.55070504858925	-0.101925604905097	-0.347971813361603	0.214092392630215	0.141644679478141	-0.122775389733108	-0.0239344971455808	-0.165612318922639	"IS01"	0.55070504858925
"SPINK4"	"SPINK4"	0.550506840331963	0.00836057272757708	-0.102069478164657	-0.176170667796278	-0.164620599180658	0.169447094405517	-0.103868764360245	-0.186106924028659	"IS01"	0.550506840331963
"NQO1"	"NQO1"	0.541988617339126	-0.180305950466974	0.233149257724005	-0.463001990651222	0.020223911573074	0.118314556972178	-0.165042211260275	-0.0971945899451027	"IS01"	0.541988617339126
"CLDN3"	"CLDN3"	0.52513783426888	0.502618168115717	0.138598553727009	-0.418270469989408	-0.335372661535389	-0.0980810469278947	-0.129907485764672	-0.155820075999533	"IS01"	0.52513783426888
"CLDN2"	"CLDN2"	0.514016982420933	0.00829941680203866	-0.162014400381212	0.0254638614854613	-0.146283689539575	-0.111285400850999	-0.00846295990858449	-0.0415731638502119	"IS01"	0.514016982420933
"OLFM4"	"OLFM4"	0.511518954555502	-0.0522274050979428	-0.156933671681597	0.00456898972643965	0.136142636070758	-0.182676842205243	-0.0966300864704801	-0.00813988667076586	"IS01"	0.511518954555502
"SMIM24"	"SMIM24"	0.509790869283328	0.226141604986354	0.105945698206417	-0.161341598925367	-0.219975564789935	-0.190375385814047	0.0208572574089712	-0.248649914334835	"IS01"	0.509790869283328
"CP"	"CP"	0.506321952856076	-0.197397599978721	-0.263157580404448	-0.0732773104706134	0.0825610709906888	-0.362778172741714	0.146066859361207	0.351345980757379	"IS01"	0.506321952856076
"C8orf4"	"C8orf4"	0.505068257862362	-0.317000946168123	-0.213050767444451	0.422459197233611	-0.244018267180548	-0.312958856945351	0.322584375169322	-0.0957218525199035	"IS01"	0.505068257862362
"CAPS"	"CAPS"	0.503816948017724	0.378269784142359	0.0127690436852418	-0.103297941991417	-0.116820225468492	-0.278020103758186	-0.0354559473529581	-0.2560426747312	"IS01"	0.503816948017724
"MYO15B"	"MYO15B"	0.502954139296454	0.0955058255684421	0.179099672675285	0.502142906787024	-0.370556291059148	-0.424704665290408	-0.158750127203321	-0.207595132742802	"IS01"	0.502954139296454
"SLC34A2"	"SLC34A2"	0.502327749942504	-0.193384587312093	-0.408694751610246	0.40856395379628	-0.0367168891782382	-0.375802432795622	0.157498250407222	0.128222340347796	"IS01"	0.502327749942504
"FAM3B"	"FAM3B"	0.502034353601151	-0.0456378357487896	0.266142863442808	0.072532411124227	-0.250178686366898	0.0301776827441868	-0.361748792428716	-0.191204010897482	"IS01"	0.502034353601151
"MSMB"	"MSMB"	0.501756306492414	-0.0752826292169744	0.0241100270661998	-0.0142707703379821	-0.0256681094108799	-0.0451767483119105	-0.116355061757857	-0.187297773624693	"IS01"	0.501756306492414
"KRT19"	"KRT19"	0.501716655772675	0.288488098425828	-0.215711691721743	-0.673065635740893	0.399859255230044	-0.237756192307169	0.194555975339693	-0.0998498271468246	"IS01"	0.501716655772675
"F5"	"F5"	0.500553108734	0.0660526913583067	-0.0913514411438959	-0.244946851802384	-0.264541774817305	-0.272770325241887	0.075375952494278	0.336866366565701	"IS01"	0.500553108734
