"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"
"IFI6__pos"	7.48644663166364	27.8370444205886	5.30940750628275	2.22044604925031e-16	5.0553399835497	2.22044604925031e-16	12.776154778498	107.73588003938
"S100A8__pos"	2.22044604925031e-16	1.47940633647703	2.22044604925031e-16	4.84852355337237	103.180948634134	2.22044604925031e-16	2.22044604925031e-16	19.527373892735
"PLA2G2A__pos"	36.8497935493599	14.6218150384697	2.22044604925031e-16	45.7521483376964	2.22044604925031e-16	3.82551338297886	1.51480570247615	15.1508831236927
"KRT4__pos"	3.44322678678957	0.648577380701097	2.22044604925031e-16	18.4086900461025	96.1998017514395	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PIGR__pos"	95.3240175024449	1.23353777471638	2.22044604925031e-16	28.8526332155546	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	8.7453252313493
"MUC1__pos"	105.101381932961	31.1995330394784	2.22044604925031e-16	2.22044604925031e-16	0.146042694438166	2.22044604925031e-16	5.54455647902972	12.0590961621065
"SPRR2E__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	85.90297479917	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FOXA1__pos"	96.2826183339205	2.22044604925031e-16	43.2384539795992	2.22044604925031e-16	1.90160614825302	1.36086472528423e-14	2.22044604925031e-16	2.22044604925031e-16
"CA2__pos"	43.0000869737664	2.22044604925031e-16	2.22044604925031e-16	29.4395007529479	24.0704966692095	16.3063149852238	22.3752507357459	10.8350056860165
"KRT17__pos"	2.22044604925031e-16	5.12242236133181	2.22044604925031e-16	2.22044604925031e-16	120.780842460294	2.22044604925031e-16	14.4897136363118	2.22044604925031e-16
"KRTDAP__pos"	2.22044604925031e-16	8.87934405483439	8.17802067693489	0.705916369688046	86.6251916425719	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"BST2__pos"	9.15872981820281	28.2167714876433	2.22044604925031e-16	2.22044604925031e-16	6.42368560563547	2.22044604925031e-16	15.0587042816811	106.555552055888
"PLAU__pos"	2.22044604925031e-16	1.1262960605214	2.22044604925031e-16	2.22044604925031e-16	18.9856400717477	2.22044604925031e-16	116.513898620142	19.1329696808741
"PI3__pos"	8.60994546885262	3.68861057396529	2.22044604925031e-16	2.22044604925031e-16	104.096529199851	2.22044604925031e-16	2.22044604925031e-16	9.86541598249019
"AKR1C2__pos"	8.76493404526526	0.125587224368983	28.699428981449	29.0065766912103	51.7080130341192	8.51607911175362	2.22044604925031e-16	2.22044604925031e-16
"S100A9__pos"	2.22044604925031e-16	5.51651514278371	2.22044604925031e-16	2.22044604925031e-16	104.659933969969	2.22044604925031e-16	4.57687255602224	24.5854993464202
"FOLR1__pos"	50.0990047196964	27.7509947587183	0.037867640201946	44.1933490923071	17.7301802353538	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"SPRR3__pos"	2.26733550844057	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	97.8159679016821	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"UCHL1__pos"	2.22044604925031e-16	8.63610137640108	64.5992777694375	16.6166682164383	27.5888871715508	2.22044604925031e-16	14.3422299972788	16.9759206184089
"PKP1__pos"	2.22044604925031e-16	2.22044604925031e-16	18.679149991288	0.0789509514660569	112.645712523489	3.31600500412924	2.22044604925031e-16	0.839617524681141
"LAMC2__pos"	10.9262097696396	2.22044604925031e-16	2.22044604925031e-16	0.480316054326612	55.5173266621539	1.2783424000651	84.886886687666	2.25224025200743
"SPINK1__pos"	59.143345916044	23.8773912530976	7.68547138927518	3.13266146990901	0.586517543543957	2.34246084084208	0.940832412101649	2.22044604925031e-16
"ISLR__pos"	2.22044604925031e-16	16.1880447354785	9.2351075476348	24.0255650675575	0.254564435077879	2.22044604925031e-16	100.104605192753	1.34787005534107
"XBP1__pos"	89.4608626177414	2.22044604925031e-16	32.5317403158098	2.0262767727347	2.22044604925031e-16	0.103452529736281	5.01452949270782	20.3213961064379
"SPRR1A__pos"	0.775787888045712	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	103.780769275126	0.428393283550409	2.22044604925031e-16	2.22044604925031e-16
"EFEMP2__pos"	2.22044604925031e-16	28.7561485123755	2.48874986874933	40.3818639604127	2.22044604925031e-16	2.22044604925031e-16	76.1750880588244	2.22044604925031e-16
"SFTA3__pos"	26.4117519877648	3.26682156338868	17.6944683546256	24.0450185293768	0.548076359504004	2.22044604925031e-16	2.70934044827228	2.22044604925031e-16
"LGALS4__pos"	78.0419576302429	15.3764292709697	2.22044604925031e-16	3.73695325355333	3.85369542185479	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"AQP3__pos"	62.875646075803	0.000201324848246078	2.22044604925031e-16	5.5579932213246	60.1896218987352	6.72000518311358	2.84187452901628e-10	11.1249784809558
"SCGB2A1__pos"	78.8734661582556	15.5752630718123	16.2854187500096	22.2536544890748	0.166408696967382	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"IL32__pos"	4.69779401884426	26.6382599849952	2.22044604925031e-16	4.20260821992015	2.22044604925031e-16	2.22044604925031e-16	23.0678408557368	105.60952861024
"SPON2__pos"	6.68274959863441	18.0515496478747	17.7372921622556	9.45828082498069	3.84858731822238	2.22044604925031e-16	97.6316105992688	2.22044604925031e-16
"FYN__pos"	0.906766340558635	0.740394450907421	18.3831469066555	49.8496389058675	2.22044604925031e-16	2.22044604925031e-16	50.0093571505463	40.4347352806658
"AKR1C1__pos"	8.08049846450898	2.22044604925031e-16	38.8139562109697	33.7169113734684	41.0611147892637	5.02116862919637	2.22044604925031e-16	2.22044604925031e-16
"SPRR2D__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	99.4921007626442	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"IGF2__pos"	0.7239082178023	5.83242469217416	33.9624194651877	30.8861683474839	2.40270403653759	6.93369290541999	45.9316812205049	2.22044604925031e-16
"KRT6B__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	110.663801021844	2.22044604925031e-16	0.074249582488134	2.22044604925031e-16
"CSTA__pos"	6.33205872090294e-11	1.91450011881895	2.22044604925031e-16	7.96187871298257	83.2413088808278	9.98403239417883	2.22044604925031e-16	32.0851250745191
"ECM1__pos"	23.1803916974769	12.6735757552954	4.71846459227705	8.28327645519152e-08	35.5901258705393	6.53326221021585	65.1954479353991	2.22044604925031e-16
"REG4__pos"	74.993215629629	6.62578823517797	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.166145666634818	1.66400757601965	4.2978510962005
"CALML5__pos"	7.0127490921396	12.9761277155335	12.1894373646846	2.22044604925031e-16	69.2328429537646	2.22044604925031e-16	1.17264136635039	9.9863046296207
"CD55__pos"	75.5095415736076	2.22044604925031e-16	2.22044604925031e-16	14.7526767839949	18.5525638494617	2.22044604925031e-16	42.4353453596011	4.96932151613466e-06
"KRT6A__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	103.768200389047	2.22044604925031e-16	1.34224666708067e-13	2.22044604925031e-16
"CEACAM6__pos"	108.824412948435	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	20.4781017625361	2.22044604925031e-16	5.82633984397381	2.18672213754723
"RARRES3__pos"	35.3371921153795	20.8069570966256	2.22044604925031e-16	7.29604142912801	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	99.291752525247
"KIAA1324__pos"	79.4615028118689	2.90374128504948	54.9090565141467	3.76683867985631	2.22044604925031e-16	0.0767830063584467	2.22044604925031e-16	2.22044604925031e-16
"PLPP1__pos"	11.8631816278843	6.29351866700226	30.3872142482277	83.7650394644231	2.22044604925031e-16	0.0240886675800334	16.1512636219285	3.03383073992819
"SNCG__pos"	17.9927050100894	50.9138913619676	2.22044604925031e-16	31.5582447608195	20.6567993507904	2.22044604925031e-16	23.2849052842064	6.76987423385302
"ANPEP__pos"	47.1471974740288	13.4565950216671	3.72987601834051	36.4887860551593	1.99280547935893e-09	1.05961248038227	33.7104306931379	14.5990671444122
"RGS2__pos"	3.56206631258479	4.25787375222212	1.28455830730789	72.7398568358985	17.0511301807175	2.65316458561741	35.9708215946997	19.6971344198109
"CTSS__pos"	35.810995694749	2.22044604925031e-16	2.22044604925031e-16	22.8260849633737	2.22044604925031e-16	2.22044604925031e-16	2.75136586480497	103.835158825436
"CRIP1__pos"	53.4659465234995	57.9296153496576	2.22044604925031e-16	8.3839282005569	0.921420381762862	2.22044604925031e-16	28.3786108940718	3.90631798390534
"S100A2__pos"	2.22044604925031e-16	11.1320708032726	2.22044604925031e-16	2.22044604925031e-16	105.554647483657	2.22044604925031e-16	6.87114698656727	2.22044604925031e-16
"TBC1D9__pos"	44.8913661486512	2.22044604925031e-16	33.2683238235705	28.6725413809508	0.859041957091324	2.22044604925031e-16	36.3373891973831	10.1332509349298
"GJA1__pos"	1.84407360589347	2.22044604925031e-16	29.2323683105193	21.6130182295699	24.0497548125622	3.86201561878327e-10	75.223941873268	2.22044604925031e-16
"SPRR2A__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	93.0417453205143	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CPE__pos"	13.1417173296204	2.22044604925031e-16	49.8672192146864	39.799181161976	6.75863455297888	1.66758246789818e-05	40.5937803995305	2.22044604925031e-16
"LGALS9__pos"	43.4071886622288	2.22044604925031e-16	2.22044604925031e-16	8.02136960860184	0.0452682778573779	2.22044604925031e-16	2.22044604925031e-16	111.47180670384
"CLU__pos"	40.5706725174159	11.1598989282603	7.08845756844896	69.2410821995606	10.0259893991326	2.22044604925031e-16	5.92760051683341	8.74423525079538
"TSPAN7__pos"	4.48441527899082	0.20418363745205	36.6932162628837	89.5032865589725	26.3464723194139	1.02337733922996	2.18994631329285e-11	7.7782956355554e-14
"EGR1__pos"	14.8438370874491	2.22044604925031e-16	0.677910982088522	96.3057997179008	19.1982071290751	4.91319120048733e-05	25.9299367030712	2.22044604925031e-16
"LYPD3__pos"	21.8077683248816	1.0473565175132	10.3694589958023	2.22044604925031e-16	100.141996631029	2.22044604925031e-16	6.14733127183152	2.22044604925031e-16
"AKR1B10__pos"	30.0592782051387	2.24839586465942e-08	15.0651998604312	2.8682646814724	65.8738828650495	6.91048377584465	2.22044604925031e-16	2.22044604925031e-16
"KRT15__pos"	9.46780877980871	13.5408095838895	11.3193958345808	3.52653381989934	96.8836705524603	2.22044604925031e-16	8.08960395357989	0.975520072701864
"C4B__pos"	25.7777463485472	36.52776651991	2.22044604925031e-16	32.8374356206445	2.22044604925031e-16	2.22044604925031e-16	38.6872584428357	17.0092672788089
"PKDCC__pos"	35.9453155731874	5.73989605556033	31.2360843363225	50.0440383134106	2.22044604925031e-16	2.22044604925031e-16	9.38189549797009	20.3979670892343
"PLXND1__pos"	5.23190292167504	21.7754228645342	14.7200147880812	27.0529130997387	2.22044604925031e-16	2.22044604925031e-16	63.0149485328894	16.7726756104274
"DSG3__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	118.406263273912	2.22044604925031e-16	3.46960208970148	2.22044604925031e-16
"KLK4__pos"	38.1141427290735	5.03079713565282	29.6444396199223	2.22044604925031e-16	15.750441707718	19.1006660672351	23.2281491181666	3.5690848087531
"MUC13__pos"	89.777688167229	4.36983613102826	2.63392854796931	2.22044604925031e-16	0.120393539321341	1.5441056313408	2.22044604925031e-16	6.82038591172943
"OLFM4__pos"	55.7588100698656	5.81116598226076	0.846784829889097	9.06595030718172	20.3991380642657	2.22044604925031e-16	2.22044604925031e-16	5.88551137248111
"CREB3L1__pos"	86.7624467842471	8.65270897794426	6.0668768630931	3.07507415821816	2.22044604925031e-16	3.1003657390644	41.8926684910449	2.22044604925031e-16
"FABP5__pos"	2.22044604925031e-16	5.32372651956384	1.89777702834915	22.2252443747905	72.115211419869	24.0355908427436	2.22044604925031e-16	20.1485915767166
"PMEPA1__pos"	15.9825697052452	4.57556271147488	5.46104694017757	2.29046254622439	7.66453684229188	4.09726704237637	109.374330978438	2.22044604925031e-16
"CALML3__pos"	2.22044604925031e-16	5.23113737099869	17.0421571919506	2.22044604925031e-16	84.7809883146423	0.0887695302040809	5.43176219327991	2.22044604925031e-16
"IFIT1__pos"	4.22707805598037	3.58511391478195	3.99921826202414	11.2538071159477	5.95824415290262	0.000175807338421653	18.531578816434	117.274326824105
