"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"
"GDF2__pos"	2.22044604925031e-16	28.6342469735231	13.1209625566851	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	148.231907178932	2.22044604925031e-16	2.22044604925031e-16
"LETM2__pos"	1.10580905756621	2.22044604925031e-16	3.62008109725201	2.22044604925031e-16	27.678715842981	2.22044604925031e-16	5.2833538796773	2.22044604925031e-16	133.881055809678	19.6054250193627
"MGARP__pos"	2.22044604925031e-16	1.30713615246801	2.22044604925031e-16	2.22044604925031e-16	42.4171094995792	95.5631543930604	2.22044604925031e-16	9.79733209922462	2.22044604925031e-16	2.22044604925031e-16
"CLDN15__pos"	77.8892692566914	2.22044604925031e-16	1.17854414241027	4.78806078042772	32.4034936211352	29.6521291500595	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	55.8968689341973
"PRF1__pos"	2.22044604925031e-16	17.8314435196313	2.22044604925031e-16	179.125487326909	2.22044604925031e-16	0.602033423889055	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CCDC184__pos"	11.515379501776	4.49666546759724	4.97188284418229e-15	2.22044604925031e-16	106.275869741956	70.6063469694856	2.22044604925031e-16	2.94115563887656e-05	2.22044604925031e-16	21.3851188565376
"UBAC1__pos"	7.88943153509075	16.0138467953339	2.22044604925031e-16	22.0490561938893	4.24417524181352	33.427744921984	50.822628556976	2.22044604925031e-16	12.0858164321728	49.564249882965
"C9__pos"	2.22044604925031e-16	2.22044604925031e-16	60.7035444797227	2.22044604925031e-16	2.22044604925031e-16	7.1979361494692	4.8233353260154	2.22044604925031e-16	21.8967804052258	64.8052252323801
"RGN__pos"	20.6143903066295	72.9963533128836	19.3922220364172	2.22044604925031e-16	103.076936532618	10.6135655592841	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"H2AFB3__pos"	124.979668277745	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	15.7461518847745	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.00103984180098023	0.00633155494466337
"CPN2__pos"	2.22044604925031e-16	2.22044604925031e-16	36.8150714461763	2.22044604925031e-16	6.71249151888216e-05	66.3628940597603	2.22044604925031e-16	27.8416630035123	2.22044604925031e-16	74.9220004856759
"ASIP__pos"	63.2775300747252	2.22044604925031e-16	6.56794820928298	15.6509463097717	61.8764607033995	51.3850045818558	2.22044604925031e-16	19.4161254706208	3.32961269508449	21.2011439867808
"CYP2E1__pos"	33.9416261415908	2.22044604925031e-16	32.6470878122914	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	100.671045224988
"RASGRP4__pos"	0.61199198496245	79.0292991390479	1.54341238397617e-06	17.493384695615	2.22044604925031e-16	75.8594993059272	2.22044604925031e-16	1.12619842939461	14.7675942704431	8.69797577864396
"IL18BP__pos"	0.0885525855437476	5.77447308632695	0.803783533713167	124.444488528814	7.48502662438152	21.9606972766491	2.22044604925031e-16	1.59447196551107e-07	2.22044604925031e-16	7.58470807171972
"VAC14__pos"	38.2065754917078	9.89027139814418	2.24580331333667	30.5497284246369	12.809203170255	16.3214902208257	48.5409477159232	0.628838453244231	31.1585761452563	19.5699208187636
"UROC1__pos"	121.798189803297	5.59236012591523e-09	25.0222714818244	0.12897004039916	26.7926537016482	2.22044604925031e-16	2.22044604925031e-16	13.6804983941225	4.72842848599802	27.2851678479884
"AHSP__pos"	37.7609832816697	80.3918797518691	2.22044604925031e-16	3.84761888869886	1.87803896650441	10.6782258271446	0.146576812221076	11.1967315525169	3.64812440445547e-05	2.22044604925031e-16
"GDF5OS__pos"	29.388949163792	7.6761434771083	2.22044604925031e-16	0.298490938774557	30.4383082970854	23.8393887851768	2.22044604925031e-16	53.878320041048	2.10791698447189	103.509271006838
"VTN__pos"	2.22044604925031e-16	0.453039445842905	111.981717773742	2.22044604925031e-16	20.4875359010954	8.1590946369751	2.22044604925031e-16	2.22044604925031e-16	1.44830406284685	2.22044604925031e-16
"OPN1MW2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	150.776327615408	2.22044604925031e-16	2.22044604925031e-16
"GNGT2__pos"	11.3422122290924	30.6999818303977	2.3880312717277	61.0975563738053	0.675839116744964	24.4109717319143	48.6590034162129	10.0488857429781	14.6669598030353	3.29274004545781
"ARL14EPL__pos"	4.32664434473189e-14	37.7617941703134	2.22044604925031e-16	21.9417344430933	7.73810841306449	2.22044604925031e-16	2.22044604925031e-16	2.7272704899313	128.424544142627	29.4799548858148
"EFEMP1__pos"	2.22044604925031e-16	52.4970059940517	2.22044604925031e-16	2.22044604925031e-16	27.3189920945043	95.162739155069	2.22044604925031e-16	2.22044604925031e-16	32.8953833329415	0.00106092549139566
"CRB1__pos"	2.22044604925031e-16	23.7902538770287	2.22044604925031e-16	3.83618979911527	142.560517166079	9.34689038237893	2.22044604925031e-16	23.3938008630852	2.22044604925031e-16	2.39188498368619
"BAAT__pos"	2.22044604925031e-16	2.53777583406354	146.828144619192	4.47921488206926e-11	0.919919094126807	1.0222537945275	0.00030995349278342	2.22044604925031e-16	2.22044604925031e-16	4.1297270991682
"KIR3DL3__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	123.410332224667	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	45.1169680496157	2.22044604925031e-16	2.22044604925031e-16
"APCS__pos"	2.22044604925031e-16	2.22044604925031e-16	111.618702762675	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"RP13.512J5.1__pos"	220.134591525751	2.22044604925031e-16	1.72262115529357e-10	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"KLRD1__pos"	2.22044604925031e-16	15.2532650402487	0.0197854408377781	152.758321158791	2.22044604925031e-16	20.2233833586342	2.22044604925031e-16	7.37912647253218	8.93521701569874	8.37424947185136
"IFFO1__pos"	29.1855940237052	17.1300452102432	3.58561597081735	44.2083604532199	2.22044604925031e-16	77.0556697645902	10.749343598683	2.04124381647024e-06	10.7399039370358	27.3926108490251
"PRAMEF27__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	123.985110816345	2.22044604925031e-16	2.22044604925031e-16
"SLC17A2__pos"	2.22044604925031e-16	2.22044604925031e-16	130.309176752747	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	34.7229660719238	2.22044604925031e-16	2.22044604925031e-16
"TVP23A__pos"	1.83582153689387e-11	7.16999542186527e-05	2.22044604925031e-16	72.7061493227221	45.4012653696162	22.0635500998678	2.22044604925031e-16	12.7451012983006	2.22044604925031e-16	7.71713787896358
"LCAT__pos"	96.3392159319973	11.3509952606789	3.85018368364006	2.22044604925031e-16	2.01600743211066e-13	45.2830318750246	2.22044604925031e-16	2.22044604925031e-16	17.1049315281247	73.7831568623133
"RP5.860F19.8__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	129.158092904322	2.22044604925031e-16
"DAO__pos"	2.90506784551232	62.3970672952025	29.6639162898435	20.7202515153342	21.7914108950937	8.13097945142008	2.22044604925031e-16	74.2935391193632	2.22044604925031e-16	1.82637582176618
"ASGR2__pos"	5.02891173508123	2.22044604925031e-16	69.0976889861315	31.0306196907466	9.72674747699856e-13	24.1009291474013	2.22044604925031e-16	2.22044604925031e-16	0.0187949415880137	2.22044604925031e-16
"IFNE__pos"	1.36219400847155	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.16603482736123	2.22044604925031e-16	2.22044604925031e-16	74.6414433880868	119.907739820909
"DCDC2__pos"	2.22044604925031e-16	69.3081746901794	17.1038242037588	2.22044604925031e-16	99.3969268989836	2.22044604925031e-16	6.71536343994416	2.22044604925031e-16	0.00178103545008595	20.7814030788313
"P2RX6__pos"	15.080118271059	24.7592468329015	2.22044604925031e-16	2.22044604925031e-16	126.99752733197	23.0410319962402	2.22044604925031e-16	8.95891148609451	10.394657991918	20.4597661481213
"GAS1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	164.828071070103	2.22044604925031e-16	2.22044604925031e-16	5.33339846103909	2.22044604925031e-16
"MMP24__pos"	2.22044604925031e-16	37.1011301684068	2.92807087356642	2.22044604925031e-16	167.162418300412	32.2166391896809	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	7.01337400279722
"FGF9__pos"	2.22044604925031e-16	27.3481740896343	2.22044604925031e-16	2.22044604925031e-16	191.64670197106	12.5982703238042	2.22044604925031e-16	0.862165607925996	2.22044604925031e-16	3.21598754179768e-13
"MAT1A__pos"	2.22044604925031e-16	2.22044604925031e-16	27.2621695863086	1.46243385604401	107.586540654917	2.22044604925031e-16	8.33208470131883	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"HSPB2.C11orf52__pos"	0.525115709033182	76.6812123437477	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	109.842914518846	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FZD2__pos"	46.4871395935253	2.22044604925031e-16	2.22044604925031e-16	3.4464972345559	128.569363329495	40.5768367518492	7.18018592991542e-05	2.22044604925031e-16	25.8757972675847	2.22044604925031e-16
"RNASEK.C17orf49__pos"	145.036428304171	1.76911559219277	2.22044604925031e-16	6.88671886463678	3.9356291253295	11.1861407042254	2.22044604925031e-16	3.70444004390124	2.28828985975484e-07	2.22044604925031e-16
"FOXS1__pos"	90.7287379533543	6.16110660319249	2.94800276909359	0.000335910994411946	3.29699834220352	101.033771094426	2.22044604925031e-16	2.35111017910404	2.22044604925031e-16	2.22044604925031e-16
"FBXO2__pos"	69.0943334103903	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	96.1804468959186	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	56.6798123353292	2.22044604925031e-16
"DPYS__pos"	2.22044604925031e-16	4.49903095180615	27.2409793546913	9.95064895453512	6.82538642997666	33.8925883401171	2.22044604925031e-16	85.1840529683579	2.22044604925031e-16	2.22044604925031e-16
"KIR3DL1__pos"	2.22044604925031e-16	36.2460682424841	2.22044604925031e-16	155.780718033017	2.22044604925031e-16	6.2229111380292	2.22044604925031e-16	1.8914908490135e-08	2.22044604925031e-16	2.22044604925031e-16
"FAM179A__pos"	52.5649937398902	59.3208116394591	2.22044604925031e-16	49.8633533755196	13.7778599263845	2.22044604925031e-16	2.22044604925031e-16	7.96116829345979	2.22044604925031e-16	28.518830609945
"KCNH5__pos"	3.67903556080199	0.472849963555354	2.22044604925031e-16	2.22044604925031e-16	137.679398969939	0.782971431972034	2.22044604925031e-16	29.4512064761646	0.646809611425475	8.82722261677407
