"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"
"LIPC__pos"	2.22044604925031e-16	0.825149368127275	114.83747934193	1.44491844011887	6.36399218285657	5.17522953699187	2.22044604925031e-16	1.32237571479267	2.80067014865721	0.766094975257316
"RP4.608O15.3__pos"	2.22044604925031e-16	2.22044604925031e-16	70.3854341778479	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CYP2C8__pos"	7.48959695754668	1.55941964217436	18.8874488690046	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	125.483792556194
"PCDHGA12__pos"	2.22044604925031e-16	20.018951527754	0.413675957512072	2.42680745855318	2.22044604925031e-16	140.011726763258	2.22044604925031e-16	2.22044604925031e-16	4.82808395657033	0.0946248103724279
"SERPINF2__pos"	44.9469436134013	20.2000626976032	65.3422204193688	8.59427159294826	60.3082130071792	3.42265409572444	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"APOA1__pos"	2.22044604925031e-16	2.22044604925031e-16	118.6904007656	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"C7orf61__pos"	109.525669406114	2.22044604925031e-16	0.0973855663827876	2.22044604925031e-16	17.8638546902202	2.22044604925031e-16	2.22044604925031e-16	2.29288132263688	15.5040477568607	43.1301418588029
"TRPV2__pos"	44.3082771938151	58.0060923513914	3.53647720801763	38.1224148501071	2.22044604925031e-16	11.5430665867653	30.4021722233	4.32387550491158	12.7424812172999	2.22044604925031e-16
"NPFFR2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.0800627146873833	139.169545887995	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.659091976916695	2.22044604925031e-16
"CD300LD__pos"	5.18898363372068	9.56027231944901	2.22044604925031e-16	5.98631649383172	11.3952329662136	6.03715724853896	2.22044604925031e-16	29.7770996097079	2.22044604925031e-16	157.339252061769
"LILRA1__pos"	2.22044604925031e-16	54.2528483716307	2.22044604925031e-16	74.7947288798258	1.80066869676637	56.7282343444582	1.54340838276629	2.22044604925031e-16	11.4552492895824	7.82849446133082
"SLC39A8__pos"	2.22044604925031e-16	110.034454662796	2.22044604925031e-16	9.83502139918508	12.9424628243924	2.22044604925031e-16	22.9612827649836	2.22044604925031e-16	53.0036163996297	2.22044604925031e-16
"FTCD__pos"	110.819898016533	2.22044604925031e-16	21.3384681805247	2.22044604925031e-16	30.7984321468697	2.22044604925031e-16	2.22044604925031e-16	10.5833731741342	2.22044604925031e-16	2.22044604925031e-16
"SLC22A7__pos"	5.1923841912816	2.22044604925031e-16	43.1434417405755	2.22044604925031e-16	75.5070925500516	2.22044604925031e-16	2.22044604925031e-16	12.5247499908768	2.22044604925031e-16	16.2566614831293
"SLC12A8__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	6.38532503137108	2.22044604925031e-16	37.7827292721939	13.358655324928	2.22044604925031e-16	66.1769717552306	63.8577475746223
"UGT1A4__pos"	2.22044604925031e-16	2.22044604925031e-16	40.5226557946943	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.13684880837065	0.0216866802483608	2.22044604925031e-16	82.5132677585716
"NEUROG1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	222.282613815523	2.22044604925031e-16	2.22044604925031e-16
"GNLY__pos"	3.74004513212513e-12	3.67245992608228	2.22044604925031e-16	175.08394043466	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	5.34932710819376	2.22044604925031e-16
"TMEM151A__pos"	13.1223070442645	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	164.887801307362	2.22044604925031e-16	1.27304088703365	2.22044604925031e-16	2.72537631023858	2.22044604925031e-16
"AC064829.1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	120.959364250918	2.22044604925031e-16	2.22044604925031e-16	27.7163604275688	2.22044604925031e-16	2.22044604925031e-16
"GPR1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	98.838096009564	1.45527026605443	0.210548470502949	100.552359125891	2.3741675343573
"C20orf141__pos"	5.76646486718835	2.22044604925031e-16	2.22044604925031e-16	16.3174058445464	2.22044604925031e-16	24.6318459757691	2.22044604925031e-16	20.2182080018098	178.793983045161	2.22044604925031e-16
"BTN1A1__pos"	2.22044604925031e-16	3.82113393955888	2.22044604925031e-16	91.2596720706629	87.5101436575628	17.1440808467833	2.22044604925031e-16	13.6241714254052	2.22044604925031e-16	21.2266870784275
"CRB2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	17.9214199190131	90.3961659498801	31.2012589992664	2.22044604925031e-16	9.15542063032743	2.22044604925031e-16	17.2554656901613
"PRODH2__pos"	6.76512559530643	2.22044604925031e-16	109.016649465239	5.16666072915198	1.53907812049412	2.22044604925031e-16	2.22044604925031e-16	39.7944215268998	2.22044604925031e-16	2.22044604925031e-16
"PRAMEF9__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	146.300871150868	2.22044604925031e-16	2.22044604925031e-16
"AHSG__pos"	2.22044604925031e-16	2.22044604925031e-16	121.274071623154	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"FAM153B__pos"	2.22044604925031e-16	5.7446857009849	2.22044604925031e-16	2.22044604925031e-16	53.5494140841629	3.40330544683799	2.22044604925031e-16	23.0244688485365	2.22044604925031e-16	115.116239735073
"NRG4__pos"	2.22044604925031e-16	2.22044604925031e-16	0.218328693207023	4.25883003718298	0.494032451279503	2.9782082423366	8.560009542775	7.87768799038819	9.83557091546863	164.434031503667
"RSPO1__pos"	2.22044604925031e-16	77.3333495096414	2.22044604925031e-16	2.22044604925031e-16	3.8478325654167e-06	93.7609967122904	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ISM2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	181.733481147812	3.62819657502623	2.22044604925031e-16	2.43578200866204	6.51207301931563	2.22044604925031e-16
"CPA4__pos"	2.22044604925031e-16	2.22044604925031e-16	0.957097247505606	2.22044604925031e-16	14.3077554130885	2.22044604925031e-16	2.22044604925031e-16	1.31442709568392	150.213016464213	2.22044604925031e-16
"PROCR__pos"	27.4288371626972	11.0728442727709	6.78254131848296	2.22044604925031e-16	55.042871114466	59.0633780758359	11.3515080601932	2.22044604925031e-16	50.5564217744599	1.34378852485e-10
"ANGPTL3__pos"	2.22044604925031e-16	2.22044604925031e-16	55.2142308918155	2.40365426381227	15.020479328976	19.0185536630274	22.8179145295294	9.3581991115835	20.1844210859129	123.741880167621
"RIMKLB__pos"	12.6246249416647	10.0537626395419	2.22044604925031e-16	2.22044604925031e-16	42.1261161637816	23.8478194522397	2.22044604925031e-16	2.22044604925031e-16	23.9667790781981	119.864280075992
"GYPB__pos"	8.51908255169053	90.2445349796325	0.364042271018126	11.6526880157165	8.31624462150541	21.3939201503276	6.99683999988964	49.1256610617087	1.88997969601898e-14	79.1661668887593
"ZNF683__pos"	2.22044604925031e-16	2.64204579426993	2.22044604925031e-16	191.203253486398	2.22044604925031e-16	3.79950794134519	2.22044604925031e-16	0.286459345674817	2.22044604925031e-16	4.01416242230155
"SLC17A1__pos"	24.4155741183503	30.756001465507	166.608394100204	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	16.3445060916935	2.22044604925031e-16	2.22044604925031e-16
"RTP3__pos"	14.3668495430575	5.53606603303444	23.3936995096426	34.9231559628703	54.3276274648046	2.4384219228551	7.68144546355484	28.3341805301504	45.0065581255955	30.3604160308696
"C10orf105__pos"	0.437555858512613	61.9270264443798	2.22044604925031e-16	38.1300593122904	7.49652652392621	56.7526865362872	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	75.0583194242544
"HBD__pos"	16.45955124703	85.9369061976168	8.84341302026025	47.9093644753171	22.9001394180798	29.5078990891419	19.2125678215059	8.36414482477025	0.000613037449170909	9.80088798179212
"CPXM1__pos"	15.6207890163356	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	9.63724325101196	151.940216472036	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CD14__pos"	12.4979282602239	12.5726969552907	2.61847535771104	34.5405533174046	8.4286409469976	36.5106845837025	44.0751251316464	4.5339798879406	35.9883279707917	12.1290548820793
"SH2D3C__pos"	3.03016767540717	59.3714487445561	2.1212205480698	37.0907468997328	2.22044604925031e-16	95.2225466086426	2.22044604925031e-16	4.81908338937066	2.22044604925031e-16	2.22044604925031e-16
"STX11__pos"	2.22044604925031e-16	98.7765319218498	2.22044604925031e-16	63.1918712291623	2.22044604925031e-16	27.189949908988	2.22044604925031e-16	2.22044604925031e-16	19.8281344453314	2.22044604925031e-16
"HP__pos"	3.36288165022724e-08	82.2304990054822	37.6634843176124	2.22044604925031e-16	2.22044604925031e-16	5.70947176470031	2.22044604925031e-16	2.22044604925031e-16	5.14097258563377	2.22044604925031e-16
"IFNK__pos"	2.22044604925031e-16	25.3796037865333	2.22044604925031e-16	0.243079763012635	2.22044604925031e-16	1.75624254231899	2.22044604925031e-16	23.8932586506376	105.403178888563	74.6498229896058
"IL26__pos"	1.35463818831234e-11	7.5874480688455	1.05127932156304	143.665024684389	0.483788477079062	9.94104128735642	13.1173097910367	14.0891605011667	1.01844346331403e-05	26.9626656379721
"HPR__pos"	45.2301113431301	90.603837108762	50.7693834055885	9.46482670521557	3.92927678663466	41.4343036412748	2.28926196883964	4.32480281691755	2.22044604925031e-16	18.1028746394928
"AMBP__pos"	2.20455273585451	2.22044604925031e-16	161.56279321862	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.829303047839648
"SMTNL2__pos"	4.21485428271506	47.882854230964	6.12759141819855	2.22044604925031e-16	146.24686966769	16.1665571610764	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"OR52A1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	137.173763706052	2.22044604925031e-16	2.22044604925031e-16
"CCL8__pos"	2.22044604925031e-16	10.5140159409758	2.22044604925031e-16	95.5873510474443	2.65516988275576	31.2600320490336	2.22044604925031e-16	2.22044604925031e-16	80.4068772888031	2.22044604925031e-16
"DNAAF1__pos"	223.432721787896	33.8448381763914	2.22044604925031e-16	4.89522293161219	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	12.6890147304683	2.22044604925031e-16	1.59290085065497
"TMEM100__pos"	2.22044604925031e-16	166.884524018455	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	22.2472827907686	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"C8B__pos"	2.22044604925031e-16	47.3619222725461	122.161226238459	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"HAS1__pos"	2.22044604925031e-16	6.96541863753799	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	108.409027429249	2.22044604925031e-16	0.997837254826393	0.438904753363762	2.22044604925031e-16
"SLC25A47__pos"	2.67854958642001	2.22044604925031e-16	110.748784739777	0.574755223473045	9.16096933884949	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"OR4N2__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	388.306416943115	2.22044604925031e-16	2.22044604925031e-16
"KIR2DL3__pos"	2.22044604925031e-16	21.6100753077704	2.22044604925031e-16	167.866809532967	2.22044604925031e-16	0.336743056133945	2.22044604925031e-16	3.92270879536628	2.22044604925031e-16	2.22044604925031e-16
"RXFP2__pos"	2.22044604925031e-16	152.742384946452	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	45.533563721035	2.22044604925031e-16	2.22044604925031e-16
"PRAMEF25__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	198.136368236938	2.22044604925031e-16	2.22044604925031e-16
"TEX40__pos"	114.680258935204	0.176215021216273	2.22044604925031e-16	2.22044604925031e-16	9.61214095008962	1.72121083117862	5.98389423281782	21.9294350600669	5.80201960650635	48.2107179188272
"KIR2DL4__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	194.806852185862	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.50731268100875	2.22044604925031e-16
"MEDAG__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	168.596112347195	2.22044604925031e-16	2.22044604925031e-16	0.00184355279149357	2.22044604925031e-16
"AFM__pos"	2.22044604925031e-16	2.22044604925031e-16	110.300522697842	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"KIR3DL2__pos"	2.22044604925031e-16	12.8053902552957	2.22044604925031e-16	181.03560731383	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.580436952564	2.22044604925031e-16	2.22044604925031e-16
"ELFN1__pos"	29.0780024871346	2.22044604925031e-16	5.87629154556595	2.22044604925031e-16	48.4108436974023	122.017951749634	2.21533158877039	4.14798409677025	2.48752505625334	19.5776638980534
"PAEP__pos"	2.93460070351878	2.22044604925031e-16	0.21148828154735	2.22044604925031e-16	1.38503247970217e-06	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	105.551931916276	2.22044604925031e-16
"OLAH__pos"	5.45712578625911	19.8815124934897	4.64307660284528	2.22044604925031e-16	7.66632963073732	2.22044604925031e-16	2.22044604925031e-16	7.31494622738049	86.3324704970508	17.7846391889347
"CD247__pos"	8.11573158093042	15.2203705949133	2.66111866492022	164.625319271758	2.22044604925031e-16	17.5158450101633	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	10.9203876867954
"INHBC__pos"	2.22044604925031e-16	2.22044604925031e-16	26.2590664706827	0.000314848379658883	109.922917338273	2.22044604925031e-16	11.9958672744684	43.1691587996886	2.22044604925031e-16	88.3859809061991
"NNMT__neg"	2.22044604925031e-16	3.35936349599381e-16	2.68410799867686	2.22044604925031e-16	21.2668792961592	2.22044604925031e-16	96.2693945522217	1.78406396397552	2.22044604925031e-16	54.7263163132006
"PLG__neg"	25.425461027071	2.22044604925031e-16	2.22044604925031e-16	22.6044330913856	2.22044604925031e-16	2.22044604925031e-16	101.372527889751	2.22044604925031e-16	21.3697365073676	2.22044604925031e-16
"CFP__neg"	2.22044604925031e-16	2.22044604925031e-16	0.757317811407308	0.000850858972632693	11.1714077312861	2.22044604925031e-16	97.9090552232037	2.22383514534323	33.7423722210821	17.5645468823975
"ITLN1__neg"	13.9765813785631	2.22044604925031e-16	1.54410715529798	12.3984940113661	0.32518652980849	17.134062035601	52.6826993046169	2.65579550003355	21.2693832358367	14.7188136360279
"HPD__neg"	10.6514131882667	2.22044604925031e-16	2.22044604925031e-16	18.1489549633395	2.22044604925031e-16	2.22044604925031e-16	91.5726173273344	2.22044604925031e-16	29.2663243465165	2.22044604925031e-16
"C1S__neg"	15.9721099885934	3.23839889804882	0.993583691228875	2.22044604925031e-16	1.58520236300982e-11	2.22044604925031e-16	107.808571138779	1.23782490633399	2.22044604925031e-16	4.13382894750707
"SERPING1__neg"	14.4039342125447	2.22044604925031e-16	0.665039224323068	2.22044604925031e-16	5.12563916567404	2.22044604925031e-16	109.917444815988	3.98943531207064	2.22044604925031e-16	32.711978912847
"FCER1G__neg"	19.6671647863562	1.38522916057666	1.38124251695762	1.71960394020251	10.8627837355827	20.7850067503385	65.4227770943616	2.60416354595727	13.0755998187588	53.8990743687084
"C1R__neg"	20.3776305852239	7.29733600980271	1.16792292441054	2.22044604925031e-16	1.57892025196577	2.22044604925031e-16	110.009971441557	2.22044604925031e-16	2.22044604925031e-16	26.7148318437582
"UPK3B__neg"	2.22044604925031e-16	2.22044604925031e-16	4.94233297527658	22.3222024197893	3.79271699689859	21.9783418157198	59.830923792645	6.46432244517494	12.9996022034717	2.67987770054329
"CCDC80__neg"	16.6136997678249	12.3276141039884	3.73224960293102	20.889648746982	7.06654499779075	2.22044604925031e-16	89.5866129533432	3.70990508795882	10.1675314379296	28.04004688262
"AQP1__neg"	16.4391895540972	2.22044604925031e-16	5.66145482114287	24.4237853488777	7.68618463883876	2.22044604925031e-16	81.7037898976972	3.1671952053671	35.6068828627871	25.0802924489734
"ITLN2__neg"	7.71929293485928	2.22044604925031e-16	1.07384656522322	19.4577514084938	2.22044604925031e-16	16.7619482395161	46.7873151375207	2.22044604925031e-16	15.6503687775142	12.0321885541946
"GC__neg"	2.89492534892435	2.53078031511967	2.22044604925031e-16	7.31345754452621	1.36098762786919	7.33622641516256	18.1916309351394	2.78440661303899	7.92124209461646	6.18838233908447
"DOCK11__neg"	6.82113315745884	0.0714840238180932	4.2834967905282	5.71435652647812	4.20298552671486	2.22044604925031e-16	85.3599187543634	2.22044604925031e-16	19.5599093285673	33.3874815135085
"CCL7__neg"	22.5154866942411	33.9839756879582	4.691770049616	2.22044604925031e-16	0.702745870617594	5.98511524801178	72.6684163316683	2.22044604925031e-16	2.22044604925031e-16	55.4610977084181
"GALNT9__neg"	2.22044604925031e-16	10.9044566479984	4.25683546630074	17.097127911848	2.22044604925031e-16	1.65375398750461	54.3249541156765	0.231870544419964	14.0083649621381	0.000498373104595007
"METTL25__neg"	2.22044604925031e-16	6.90807583916455	2.91374457584117	8.56831999192493	0.0190866529886694	2.22044604925031e-16	87.841195863816	2.22044604925031e-16	68.1474855966289	2.22044604925031e-16
"CLDN5__neg"	2.22044604925031e-16	2.22044604925031e-16	3.26144454815474	17.0308926185333	0.00423066466241148	2.22044604925031e-16	89.4445876983644	2.40597975078709e-10	37.3352996134232	21.7150005683019
"SLC7A4__neg"	15.5516524978851	1.59546053266358	3.0481797721443	34.507996987903	2.22044604925031e-16	16.5773455051293	51.0799510819711	3.07059665508713	20.3427076865456	14.8616952834696
"G6PC__neg"	1.90614322227802	4.45338721656188	2.22044604925031e-16	12.7692669930609	1.36389020868689e-14	10.9577313699681	40.3436995895607	2.22044604925031e-16	14.3778215546361	2.22044604925031e-16
"APOC3__neg"	2.13982327014588	1.98283447818077	2.22044604925031e-16	6.76067531802647	1.27201598643213	6.18861816896311	14.0732284400317	2.83655885990228	4.53624815925759	4.88056900562236
"PDIA2__neg"	2.22044604925031e-16	12.7485337024504	1.6411245712338	17.6478981941978	2.22044604925031e-16	15.9691219971074	39.7487507059063	3.53553882030373	14.3553770749025	9.2309442820782
"CD7__neg"	2.22044604925031e-16	21.3041737900095	1.07559059086388	2.22044604925031e-16	13.2051883001532	7.76453058890726	107.16404121911	2.05955536773495	2.22044604925031e-16	9.34525122011289
"GFPT2__neg"	18.3114336863694	7.78856150993957	6.22328562375264	1.83581722830494	2.22044604925031e-16	2.22044604925031e-16	94.4916417338358	2.12853985435069e-05	2.22044604925031e-16	31.7531045181878
"CCL3L3__neg"	2.22044604925031e-16	17.2081167869397	3.49736281643881	2.22044604925031e-16	14.8412537958792	13.3095628272461	82.0154164421223	1.95181068103699	1.59182888953003	31.1410984978071
"IGFBP1__neg"	6.29200706083227	5.09379803479744	2.22044604925031e-16	17.6857142381432	3.10412716269677	8.15437646405391	30.4834313743625	1.55937868965739	0.765509736615391	10.6126106079771
"CD244__neg"	17.5646302837442	2.22044604925031e-16	2.1933695415207	2.22044604925031e-16	15.3172720662605	2.22044604925031e-16	117.57359747286	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"SLC22A1__neg"	2.22044604925031e-16	16.5198456589409	2.22044604925031e-16	28.1474197281792	3.4267214585481	20.7777410928283	82.6396575758081	1.4414647953259	1.97273226183801e-07	2.22044604925031e-16
"RARRES2__neg"	2.22044604925031e-16	2.22044604925031e-16	1.96470059730991	13.5203421748179	2.29050661975148	2.22044604925031e-16	88.3383142784585	4.14061892984041	8.65178599261407	38.0008312958374
"PRG4__neg"	6.73170745987652	2.22044604925031e-16	2.22044604925031e-16	10.4849493588271	8.90031639101233	2.22044604925031e-16	34.7444612412807	0.262943260767354	8.64666323379238	8.78415131823954
"OTUD1__neg"	60.0885242373773	2.22044604925031e-16	7.11058732170945	21.4529936359431	2.22044604925031e-16	2.22044604925031e-16	86.8423009196781	5.711876453852	1.63078023720236	1.97296136455755
"HBG2__neg"	6.06048146333858	2.22044604925031e-16	1.75577657550228	35.4173249006455	0.902977576744958	18.1300944224166	85.0854091198191	2.22044604925031e-16	24.6797816397928	10.9016351169051
"PRX__neg"	7.69611697586216	2.22044604925031e-16	3.19889212928754	30.3509524665449	2.22044604925031e-16	2.22044604925031e-16	89.6610352229979	1.18152720717704	20.7053706197702	5.80217654507189e-16
"GYPC__neg"	2.22044604925031e-16	2.22044604925031e-16	4.87584677537415	3.53242037179106	2.5777082207785	2.22044604925031e-16	85.0928012293661	4.33945238985057	21.6063588947833	34.5756489769352
"XDH__neg"	35.636680371864	28.9394976576782	1.88894738144656	23.9496409999352	20.6222199660267	25.4215208873925	66.1437427628711	13.1767955128187	2.22044604925031e-16	2.22044604925031e-16
"CPB2__neg"	9.17847347559427	2.22044604925031e-16	2.22044604925031e-16	26.198120891318	2.22044604925031e-16	20.6742780105201	53.6919654387006	2.22044604925031e-16	17.0028834303509	6.61451299935061
"RTKN2__neg"	39.4344867076466	2.22044604925031e-16	11.5899067372689	10.1132235581218	2.22044604925031e-16	52.0890015211812	70.8697117740966	2.22044604925031e-16	8.15278367396636	2.22044604925031e-16
"MBL2__neg"	13.7395829958353	12.8835910877999	2.22044604925031e-16	12.1458988825121	2.74103940585971	10.1947396846023	40.6626573661633	2.22044604925031e-16	8.94135983391016	17.2218107540017
"RXFP1__neg"	32.5620223671353	2.22044604925031e-16	2.30367303765482	19.1548733742092	2.22044604925031e-16	17.9951018862554	86.2997865367749	2.22044604925031e-16	2.10595310148325	2.22044604925031e-16
"PGM1__neg"	54.7856154036372	2.22044604925031e-16	2.44748067222415	21.7439719654038	2.22044604925031e-16	1.10687571997933e-12	77.6781175470461	11.4774534064236	2.22044604925031e-16	26.3494919084792
"BDKRB1__neg"	20.5187339588978	20.746766577057	5.45564194120596	31.745174148477	12.9190885757814	2.22044604925031e-16	87.4637956181519	1.7971182383737	2.22044604925031e-16	2.22044604925031e-16
"NPFF__neg"	2.22044604925031e-16	11.3489266411474	2.31852900268758	21.6555440559937	7.21056476209209	23.8578824924772	47.4214905673893	2.34544155152781	17.1850019727103	35.4114343603484
"CARNS1__neg"	6.24453525899045	7.34534321860238	1.62380676367801	18.4376461418541	2.22044604925031e-16	7.71046720326184	56.3337814352511	2.22044604925031e-16	18.7331213968954	2.22044604925031e-16
"ADGRG3__neg"	10.2942267131554	2.24737811263077	5.72657647951212	2.44180789111879	9.76680026439856	1.8520340012258	116.577180739454	4.03761396590668	2.22044604925031e-16	6.5623692317777
"KRT9__neg"	8.49577345811698	17.2147346099492	1.79536041867989	20.6263979910574	8.49544196133512	16.8459045553277	38.2143170802457	5.28197543467562	2.22044604925031e-16	19.9201428245961
"HAO1__neg"	6.41887474796509	7.14344814992151	2.22044604925031e-16	13.6927949311808	4.95659027767082	18.5302391049093	35.2239046742915	2.22044604925031e-16	4.27298168720698	13.7602696687848
"C3__neg"	2.22044604925031e-16	1.81883164267433	1.15905718162808	1.76015233830047	12.7577920947525	2.22044604925031e-16	89.8522890812104	3.32558676160305	9.98990494759038	28.4392301204765
"UTF1__neg"	2.22044604925031e-16	8.26594503569121	2.64339309026483	11.3336505594724	5.56285113132457	9.41361156695846	59.1435073897125	2.90073885026995	17.1410945143086	31.9778004540589
"SPHAR__neg"	1.25760680008328	2.83522711289214	0.971240854406291	6.78143795515216	3.18972331446813	6.1800853354638	14.8436702349016	0.164261910516364	5.13807770698216	8.5669195101943
"AQP9__neg"	17.6722853274435	1.26197218777853	1.89519160648528	15.8201143032589	7.11277337513336	16.7568924728148	62.8106942493153	4.57115074628796	2.22044604925031e-16	34.3283692653641
"LIMS3L__neg"	25.0438566168398	1.32195037759013	3.43821624333493	23.9929371343183	5.443363157059	2.22044604925031e-16	83.259575606331	0.857121753405278	2.22044604925031e-16	16.0436737552905
"TNFRSF8__neg"	2.22044604925031e-16	3.68252053304322	3.24400343035301	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	105.199501577452	1.65463902769418	8.37703219810501	22.769565461765
"CYP2C9__neg"	17.150866234761	5.78758527676185	2.22044604925031e-16	15.8618478169207	0.882726662266444	19.6022123786539	46.8885825157904	2.22044604925031e-16	19.4387040994503	2.22044604925031e-16
"LRRN4__neg"	7.17868813269955	2.22044604925031e-16	2.68616345456632	20.0084917311967	2.22044604925031e-16	11.3991784623371	62.7179899687752	2.22044604925031e-16	2.22044604925031e-16	26.8885449855413
"USP2__neg"	10.4581679537348	2.22044604925031e-16	1.67372906912505	42.5073332397028	2.22044604925031e-16	0.744558529610305	74.3041370964534	4.82840685218939	4.11614124385017	16.9773821349457
"KRT86__neg"	3.70496878531321	7.48099378832172	4.21437527609861	5.14191619407605	2.22044604925031e-16	11.6162352781865	41.2057778396668	3.25457857488581	2.22044604925031e-16	6.48431058678475
"SLCO1B1__neg"	6.3725288401957	8.60577507348474	2.22044604925031e-16	10.3328058089374	2.84676536479678	10.9572824842998	24.3486917613388	2.22044604925031e-16	3.2643624974411	4.18247319434515
"SERPINC1__neg"	8.4582428055695	8.79270733829592	2.22044604925031e-16	37.2222031869999	0.332653570525008	28.3733427438725	79.3273046913266	2.22044604925031e-16	16.166483572432	7.93778405173397e-05
"APOH__neg"	3.85272290059914	2.33064516459865	2.22044604925031e-16	9.30089456555996	6.89514585916673e-14	6.764156912372	21.9227834666429	1.17934297975761e-09	10.1279070701066	3.7401989982458
"ITIH2__neg"	12.1021522033561	2.22044604925031e-16	2.22044604925031e-16	28.5662778570527	4.41278390792796	13.3037455177055	77.6589647923326	2.22044604925031e-16	32.1520976841763	2.22044604925031e-16
"RRAD__neg"	2.22044604925031e-16	2.22044604925031e-16	3.11458610664895	16.6798784744701	6.66252814027078	2.22044604925031e-16	54.941382959219	4.29916556444792	1.43613131566201	20.4208491708753
"ADH1A__neg"	18.8182003800993	2.22044604925031e-16	2.22044604925031e-16	26.2356105225295	11.3850886639188	2.22044604925031e-16	79.3018702891041	3.10818870363604	54.4639950352926	2.22044604925031e-16
"DDI1__neg"	3.06190272708374	4.39001502622088	1.17478124267267	9.07458082873698	1.81923547767889	7.79079098035313	21.9396030598027	2.22044604925031e-16	4.86894370268518	6.87289079932255
