"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"State"	"MaxFC"
"FZD2"	"FZD2"	0.372308703957809	-0.230777551037794	-0.0370466203329028	-0.0184939555311922	0.997654277366525	0.372619327055303	-0.42974489063211	0.0644884827886082	0.205969465313107	-0.0378939085704246	"IS05"	0.997654277366525
"CARNS1"	"CARNS1"	-0.0196061356578045	0.152979750725598	-0.0354763615180102	-0.120811976278713	0.955858196270143	0.0765294627007794	-0.261568848935557	0.0305402459141031	-0.173200486490402	0.413869656110067	"IS05"	0.955858196270143
"P2RX6"	"P2RX6"	0.127498549424076	0.378453191828681	0.0871394208771675	-0.183879789640745	0.905125312882665	0.298025687598625	-0.429894314823543	0.0988903951317035	0.0785761376396411	0.131382268511966	"IS05"	0.905125312882665
"MMP24"	"MMP24"	-0.203172846330177	0.437269752346801	0.173892602473286	-0.215808879094903	0.904018168729169	0.423982432908229	-0.391940242085575	-0.0700010047122313	-0.0640038373708373	0.216370920830462	"IS05"	0.904018168729169
"SLC7A4"	"SLC7A4"	-0.051772396313292	-0.031306217768752	0.0722569902284693	-0.258728793349174	0.878681906030266	-0.0945211137821921	0.0391642377079464	-0.0972222671866316	-0.0813196656365516	0.10699133298717	"IS05"	0.878681906030266
"FBXO2"	"FBXO2"	0.516244384408566	-0.203838004467148	0.0261945788347503	-0.0521817716621703	0.778991409196437	-0.0538335053826893	-0.209166720168775	-0.129701206664835	0.366087550495211	-0.129020053965966	"IS05"	0.778991409196437
"INHBC"	"INHBC"	-0.245387471220472	-0.253393092252259	0.509874486709709	-0.132807535417917	0.745027111316853	-0.0980474183708013	-0.162379526119762	0.680261243274289	-0.136065368910562	0.433439955707952	"IS05"	0.745027111316853
"SLC22A7"	"SLC22A7"	0.0703512671725929	-0.118845984965905	0.707079409284809	-0.0429712630533103	0.744920053366884	-0.0759999043266349	-0.204727021427243	0.298587512036002	-0.169627566526434	0.178683927498127	"IS05"	0.744920053366884
"BTN1A1"	"BTN1A1"	-0.260120383965036	0.0170618383275863	0.0474647133715342	0.677000518681561	0.723514033458515	0.163407775735883	-0.478502704524541	0.230894242026597	-0.248544543012105	0.134489825511229	"IS05"	0.723514033458515
"CCDC64"	"CCDC64"	-0.119766586056925	-0.393594508331402	0.242291040588812	0.130018080101842	0.673453699999357	-0.330464007463638	-0.0956946551942153	0.061782386406775	-0.218242002544457	0.647127664322107	"IS05"	0.673453699999357
"MAT1A"	"MAT1A"	-0.0818799038293246	-0.0812491346910477	0.358980371518764	-0.0514106297790507	0.669005100502538	-0.113859551051443	-0.00299363452990243	-0.0842701747867894	-0.102084032833226	0.00971581871255017	"IS05"	0.669005100502538
"CRB1"	"CRB1"	-0.220089083120649	0.37745347731086	-0.0572908658982471	-0.0115525696909409	0.615717991612624	0.186867585930224	-0.262903718526005	0.36011017360055	-0.100631135313303	0.0914600783414763	"IS05"	0.615717991612624
"DCDC2"	"DCDC2"	-0.199643836956527	0.600459963600381	0.206535447178894	-0.208764714330982	0.610158438629864	0.0256765124027804	-0.168160670901555	0.0232835463304288	-0.124120565658219	0.177244563459637	"IS05"	0.610158438629864
"CRB2"	"CRB2"	-0.128347944507226	0.035788402622589	-0.038588782678453	0.167848364614734	0.507057742898804	0.294348905200107	-0.323116626317247	0.221663527219455	-0.178729253158163	0.189049109228009	"IS05"	0.507057742898804
"CLDN15"	"CLDN15"	0.447629333638678	-0.0756480428586404	0.136060180795896	0.0673151067227309	0.485984019052674	0.251353164680632	-0.396448234557094	-0.00503874189903463	-0.300729501390101	0.404484869072587	"IS05"	0.485984019052674
"ASIP"	"ASIP"	0.406719214458155	-0.196568061432983	0.109902360779472	0.082192634390994	0.474583456561552	0.413527124924075	-0.420120915669874	0.324222014424276	-0.0774847066372017	0.0440140751495354	"IS05"	0.474583456561552
"MEDAG"	"MEDAG"	-0.253813656480129	0.162092401989298	-0.172688898761548	-0.115153227182325	-0.106182173620634	1.4235810987656	-0.50870279311812	-0.207877902148398	0.0574226929117896	-0.226355070564521	"IS06"	1.4235810987656
"CCDC80"	"CCDC80"	-0.143297153614274	0.0745189464029044	-0.224159867272084	0.00862689863568636	-0.200461093596874	1.35547447822959	-0.56061378361642	-0.187069111295848	0.0369073336775	-0.0956932056512182	"IS06"	1.35547447822959
"GAS1"	"GAS1"	-0.303115437157901	0.0135631879646629	-0.235974460802739	-0.0447394071197207	-0.0531563514987312	1.32982930783453	-0.552585836524909	-0.0397667064734832	0.235811628222308	-0.156105957179499	"IS06"	1.32982930783453
"GFPT2"	"GFPT2"	-0.348125780234203	-0.0478611279680249	-0.262970274567092	0.162871446614685	-0.016952059176367	1.26513253679397	-0.685731558700678	-0.125111882520119	0.619241315187233	-0.239129752809237	"IS06"	1.26513253679397
"CPXM1"	"CPXM1"	0.209847919576231	-0.266283268449546	-0.248053643367533	-0.0396771888667416	0.236663498668711	1.18264441566151	-0.556665207713042	-0.0401785103533901	0.0377990341822724	-0.0364191545691451	"IS06"	1.18264441566151
"C1R"	"C1R"	-0.285891676792943	0.0677777915592372	-0.0556548661234004	0.477710636422817	-0.223764529967653	1.13710085852059	-0.765569565533638	-0.0719496540461711	0.359910492083657	-0.162251084197904	"IS06"	1.13710085852059
"RARRES2"	"RARRES2"	0.190339800240105	0.487661602594447	-0.0510401857295544	-0.0341424058151359	-0.0796232031310634	1.1091333086351	-0.567994962181325	-0.164583836216562	-0.0414437988192978	-0.227728978602943	"IS06"	1.1091333086351
"HSPB2.C11orf52"	"HSPB2.C11orf52"	-0.156144853048766	1.07636738277015	-0.169212241069519	-0.210264712400694	-0.072770116768704	1.08231857392298	-0.513206986261311	-0.0968681189806247	-0.0739298200662178	-0.217085740964182	"IS06"	1.08231857392298
"PCDHGA12"	"PCDHGA12"	-0.494943993108308	0.311140733528486	-0.155753029603296	-0.0445663786873395	-0.0596983818656599	1.0807086873773	-0.450893675103706	-0.1364156999041	0.111065347274245	-0.0529234831903164	"IS06"	1.0807086873773
"LIMS3L"	"LIMS3L"	-0.18957437223263	0.2870342512905	-0.0435443079570958	-0.155556621965317	-0.050428408820073	1.00603456202704	-0.480426066539787	0.0577534826248588	0.204777866963164	-0.0987945933867402	"IS06"	1.00603456202704
"AQP1"	"AQP1"	-0.148455394937938	0.899159788154022	-0.163171108847803	-0.0967296285060174	-0.163681202723924	0.959375500985118	-0.419697216681639	-0.176905392935441	-0.317537515856157	-0.0590735988595179	"IS06"	0.959375500985118
"HAS1"	"HAS1"	-0.0781509401882293	0.252371169336498	-0.1457924067575	-0.1026835843925	-0.0778658648286678	0.94077345913306	-0.363605629303641	-0.0849014318202361	0.0367246428879667	-0.190932956407994	"IS06"	0.94077345913306
"GYPC"	"GYPC"	0.0772491731161996	0.879039099820263	-0.28108321094831	0.259682080535791	-0.130663708416168	0.938170245926571	-0.597906718304564	-0.0788579598640161	-0.236588233472849	-0.221264223836956	"IS06"	0.938170245926571
"ELFN1"	"ELFN1"	0.203887916515301	-0.217033808502865	0.00490704256712584	-0.122896740422807	0.395128935402107	0.933878044613649	-0.500160731312281	0.00519307871246404	0.0557714679931137	0.0251636814170141	"IS06"	0.933878044613649
"SH2D3C"	"SH2D3C"	-0.0645902006956641	0.838251623271168	-0.0958416153412455	0.398958431304846	-0.0836691818412789	0.929791438766353	-0.742065744166821	0.0852174886433202	-0.287241288354392	0.00505608155212643	"IS06"	0.929791438766353
"EFEMP1"	"EFEMP1"	-0.409829699625601	0.743360858480316	-0.140104423757383	-0.0920497915932497	0.0807792016279093	0.904249314503102	-0.528825149065566	-0.113072227342219	0.22342847595339	-0.053682906589909	"IS06"	0.904249314503102
"SERPING1"	"SERPING1"	-0.083007521214315	0.549196514149989	-0.137635870357978	0.498688821128903	-0.163617380936185	0.859324334357187	-0.738749359896943	-0.112266443618103	0.230225047096889	-0.190245475263415	"IS06"	0.859324334357187
"C1S"	"C1S"	-0.287161557865266	0.125956028711991	-0.0499177956266943	0.485788676912633	-0.181914102866775	0.849193116065765	-0.699277839238655	0.0217097912788338	0.351363542458901	-0.0398534398541738	"IS06"	0.849193116065765
"GPR1"	"GPR1"	-0.293684037300269	-0.259417444324029	-0.246331007322932	-0.0564785627163322	-0.0255499576828039	0.799074844079056	-0.346577748874127	-0.0498316815103307	0.619178803208793	-0.150343167400568	"IS06"	0.799074844079056
"CCDC184"	"CCDC184"	0.102050266659335	0.0573410458919397	0.00582370479450718	-0.188218959402488	0.626841987859706	0.754353587743703	-0.404855587602192	0.0408160446747956	-0.179687461460042	0.0826888055028932	"IS06"	0.754353587743703
"NNMT"	"NNMT"	0.154388303743131	0.161944242291275	-0.0305268057224693	0.25681514303948	-0.335879031359396	0.753703404240397	-0.556915053815707	-0.101732478473293	0.463487736124616	-0.294607149419344	"IS06"	0.753703404240397
"MGARP"	"MGARP"	-0.10619286644114	0.150142396060021	-0.0902843709052076	-0.202013408963515	0.535969172624545	0.741041367126645	-0.351344110864625	0.163146752243799	-0.0779613118547419	-0.00402082611277167	"IS06"	0.741041367126645
"FOXS1"	"FOXS1"	0.640885592104874	-0.0752904663968192	0.0230937582381993	-0.0281493852453554	0.00976974149943589	0.670207422872865	-0.406293372798476	0.227987785115084	-0.135547446877927	-0.0999596850254807	"IS06"	0.670207422872865
"PRG4"	"PRG4"	-0.136270616288709	0.318496746047345	0.0656782798045721	-0.0812376358780265	0.0521713017197667	0.628862536812773	-0.263414082399751	-0.0344661050311038	-0.100920064852086	-0.109526968177568	"IS06"	0.628862536812773
"C3"	"C3"	0.452740803024093	0.344971421347915	0.0713728661038994	0.369824307226523	-0.220310645604013	0.623231447833094	-0.574056965105053	-0.190303859231212	-0.0223358001536639	-0.157442324172068	"IS06"	0.623231447833094
"PROCR"	"PROCR"	0.0525390243081684	0.0098593193345834	0.0801881510780647	-0.137289754856361	0.262637369801142	0.618511583229041	-0.377112462157114	-0.142071363033539	0.323716786071325	-0.0791850842535656	"IS06"	0.618511583229041
"TNFRSF8"	"TNFRSF8"	0.0643918008695809	0.24566562890461	-0.0475323580631489	0.487368653347484	0.0484359446771607	0.577989773388855	-0.652449594589475	0.118138381590569	0.121194269052195	-0.0250617594356891	"IS06"	0.577989773388855
"BDKRB1"	"BDKRB1"	-0.14132361974683	-0.114893906174421	-0.0581221792284216	-0.0796305440235186	-0.0332254846358187	0.565188771443977	-0.373475572131871	0.0355131286673759	0.343365211932577	0.225515932317309	"IS06"	0.565188771443977
"IFFO1"	"IFFO1"	0.149394509755504	0.0565180836573946	0.0165224428592382	0.198269726669068	-0.0621110766763837	0.544457541723296	-0.406647681329282	-0.0442949667910878	0.0277092135272445	-0.0306397041716038	"IS06"	0.544457541723296
"ADGRG3"	"ADGRG3"	-0.0527725513221602	0.33880570200083	-0.0708502936921091	0.415012702121961	-0.168482521720137	0.539060249232909	-0.738247056574853	-0.00565079552455082	0.533838984868043	0.140495651470356	"IS06"	0.539060249232909
"UBAC1"	"UBAC1"	-0.114948300252249	0.0583652766842164	-0.0234844730150038	-0.0373619811428842	-0.00061619193600784	0.0948134242137763	-0.0464599314752529	0.00239099731352751	-0.00291115428869356	0.0920952458833613	"IS06"	0.0948134242137763
"PRAMEF9"	"PRAMEF9"	-0.0190680215271145	-0.0924790844103016	-0.0661344683601695	-0.0459678388090592	-0.0763281929076876	-0.0983894939322302	-0.124649648188575	2.56556148582774	-0.0891549140898053	-0.0657237721648558	"IS08"	2.56556148582774
"PRAMEF25"	"PRAMEF25"	0.0583285579859974	-0.0936759114897864	-0.0750239934793522	-0.043608682699483	-0.0138518830321417	-0.0771091005088691	-0.139504344473087	2.42847619572585	-0.0870369045943311	-0.0882312361786446	"IS08"	2.42847619572585
"OR52A1"	"OR52A1"	0.0400622282036415	-0.0640281497977016	-0.0548149342937663	-0.0974361237529357	-0.0507316835487825	-0.0635827493309485	-0.13144451693745	2.39464760454303	-0.102888943826396	-0.0321664468649344	"IS08"	2.39464760454303
"PRAMEF27"	"PRAMEF27"	-0.000981674315630879	-0.0734409142197953	-0.0428742628957623	0.00953851238516618	-0.092218871588253	-0.0629997979154536	-0.0945740660398678	1.83360032025137	-0.0723370452804138	-0.0790873145866299	"IS08"	1.83360032025137
"OPN1MW2"	"OPN1MW2"	-0.0642845383529709	-0.0727285209854367	-0.066167116050594	-0.0689328394603005	-0.094078978561671	0.0810794153221781	-0.115371043898583	1.76057651097612	-0.0470533932678339	-0.0645498276425269	"IS08"	1.76057651097612
"NEUROG1"	"NEUROG1"	-0.0665042301427226	-0.148897990020848	-0.0907943084377404	-0.0055038897856897	0.449775182611094	-0.09928407487823	-0.0865491642394226	1.38735969683036	-0.129544681582059	0.033914307817406	"IS08"	1.38735969683036
"OR4N2"	"OR4N2"	0.0591046497559802	0.0240056981288574	-0.0837658575393666	-0.0154773375028364	0.153891853268042	0.0123554539710401	-0.1515864862553	1.30401210818746	-0.0683130034197532	-0.0239373601836433	"IS08"	1.30401210818746
"DDI1"	"DDI1"	0.0348624927700466	0.0203077886442583	0.0178283608009803	-0.0381200351463944	0.0813829429440866	0.0310933500301954	-0.146408762890346	1.28240431419741	-0.0673949675069919	-0.0204786709470554	"IS08"	1.28240431419741
"DAO"	"DAO"	-0.0837214219584528	0.672021091769883	0.497356065749795	0.105499137593982	0.133207371190189	0.0536686331512252	-0.370859217425775	1.08130483711558	-0.117894061804583	-0.104476879350998	"IS08"	1.08130483711558
"GDF2"	"GDF2"	-0.00022993037053708	0.454663421284878	0.282908332497362	-0.115565400246215	-0.00712530297871242	0.0294076104104474	-0.161779613843464	1.05522657778472	-0.108911210567771	-0.0997147612651713	"IS08"	1.05522657778472
"GDF5OS"	"GDF5OS"	0.195352352366625	0.0510394176180469	-0.00241664279809302	-0.0745872535320995	0.315457246898359	0.13719709179654	-0.416965976101477	0.897422481478559	-0.117590628109544	0.562817498776158	"IS08"	0.897422481478559
"DPYS"	"DPYS"	-0.0668726603910249	0.0240352830349544	0.505895673005783	0.0339479602469553	0.187558114886144	0.296889812336938	-0.298222432491973	0.59071298483383	-0.042051002340132	-0.0632369564023846	"IS08"	0.59071298483383
"AC064829.1"	"AC064829.1"	0.114725267392927	0.00402465071841869	-0.0794192204387283	-0.0377660150065625	0.40123340312733	-0.0331416552515691	-0.0881860734220861	0.4695852231152	-0.0815667713244902	0.0397376262680517	"IS08"	0.4695852231152
"C20orf141"	"C20orf141"	-0.051026607639386	-0.457869917577418	-0.198573462681294	0.268732959214922	-0.111578948126274	0.273527991084994	-0.394864009450792	0.298687622741092	1.07272531367193	-0.260972795653096	"IS09"	1.07272531367193
"RP5.860F19.8"	"RP5.860F19.8"	-0.00350639761474942	-0.180406155502327	-0.111168803014259	0.0976527719428299	-0.0265334241297853	-0.0438649629599492	-0.224955535838565	0.0285694834582358	1.0063268525323	-0.200545163428953	"IS09"	1.0063268525323
"CPA4"	"CPA4"	-0.121373023084104	-0.220523010533796	-0.0362088034054335	0.022389477548728	0.190395861904637	-0.00449514036013219	-0.2634222454146	0.0196899685243272	0.985621389411007	-0.0553782003157836	"IS09"	0.985621389411007
"CCL7"	"CCL7"	-0.228146626051964	-0.378937024092022	-0.171035444309287	0.616572225312941	-0.173627401971262	0.209891104001738	-0.389809291093404	0.0302630641792631	0.900461775995769	-0.333491730319013	"IS09"	0.900461775995769
"LETM2"	"LETM2"	-0.0918420511691906	-0.237345555355223	-0.0216655273893926	-0.15793276896842	0.317197878387912	-0.0328631193361576	-0.213779334450267	0.0155423075645537	0.864971868489151	0.129122009125774	"IS09"	0.864971868489151
"KRT9"	"KRT9"	-0.000192651341061399	-0.196455459147141	-0.144995459852032	-0.0928122788569669	0.163541150006153	-0.0950359301406869	-0.13378895478965	0.0676070351544025	0.818168560764735	-0.0276152301867146	"IS09"	0.818168560764735
"ARL14EPL"	"ARL14EPL"	-0.0790020440027055	0.183899927646436	-0.0659141592793613	0.241616328428339	0.139757091893655	-0.0958431307328635	-0.352519715220189	0.0192370834280146	0.755600610894854	-0.0315122335292982	"IS09"	0.755600610894854
"IFNK"	"IFNK"	-0.185759904553575	0.103603433997947	-0.116690717745148	-0.0162395451204646	-0.161561026570836	-0.0318203991194689	-0.301850575292621	0.410876420243425	0.751073503939523	0.240990207076231	"IS09"	0.751073503939523
"ALPP"	"ALPP"	-0.0117022192616291	0.0046758842505551	-0.0353811212496687	0.00718065770409027	0.177976761200293	-0.0953965049162298	-0.198205652507755	0.006977959633049	0.71607924197961	-0.0520555922473408	"IS09"	0.71607924197961
"XDH"	"XDH"	-0.277644223371938	-0.232112062522863	0.0801524143300823	0.100397163235081	-0.248225688671179	-0.0833410518858908	-0.16057386203118	-0.177242106947045	0.71587806719711	0.226571450990065	"IS09"	0.71587806719711
"AQP9"	"AQP9"	-0.234750941126166	0.437474419272325	-0.0111041025013311	0.185471426796269	-0.115541192791019	0.1983316986152	-0.328341525817454	-0.0824832362051186	0.601884196149494	-0.230165097963918	"IS09"	0.601884196149494
"IFNE"	"IFNE"	-0.0146288013615969	-0.217831122059214	-0.0746055301532901	0.0676723975685544	-0.0365990126298116	-0.00850529383911315	-0.319067605004177	-0.0906771963086374	0.557854237535822	0.506368212622961	"IS09"	0.557854237535822
"KRT86"	"KRT86"	0.0506889450340289	-0.12055023795189	-0.0939695185872558	0.108129105624428	0.130002281708126	-0.0245804816557468	-0.246614755382868	0.0987229197852717	0.520418903271982	0.0835153043815292	"IS09"	0.520418903271982
"OLAH"	"OLAH"	-0.00480793277347405	0.138981401519461	0.0690000703387772	-0.0723121831381791	0.0616398612268991	-0.0260313272447762	-0.219393560515437	0.198032599809298	0.50733942406127	0.0585706541709291	"IS09"	0.50733942406127
"SERPINB12"	"SERPINB12"	-0.126112668213844	-0.0785443306224204	-0.026252671428649	-0.0593396128232516	-0.0592139530121141	-0.0333806966535754	-0.0651618220898518	0.102750672658083	0.473613172983082	0.00878557659877019	"IS09"	0.473613172983082
"PAEP"	"PAEP"	0.0926155967865748	-0.133797366025083	-0.0785374827695088	0.0350176942196821	0.0825976633373677	-0.0179935025466243	-0.139695088082232	0.131294530533794	0.462306933501246	-0.0777613140225295	"IS09"	0.462306933501246
"SLC12A8"	"SLC12A8"	-0.27644111926847	-0.38876994627771	-0.0749587210858844	0.0682391923939229	-0.0851571669453044	0.206563959980813	-0.179316128284772	0.0697804709198386	0.372757736755496	0.251699414413833	"IS09"	0.372757736755496
"CTD.2287O16.3"	"CTD.2287O16.3"	-0.0428311484903034	0.0420321689648238	-0.0247338200933331	0.132694851687804	-0.09066609126308	-0.00726650996810569	-0.187418154016368	0.0582147079582094	0.320442581779367	0.0813405253344835	"IS09"	0.320442581779367
"CD14"	"CD14"	0.0233329853694478	-0.00470241666610056	-0.139319027415487	0.0994632010202715	0.0761813109053554	0.0574805527238889	-0.144826370749119	0.0867517271073037	0.196327189196856	-0.0108675961248398	"IS09"	0.196327189196856
"CYP2C9"	"CYP2C9"	-0.186514496499516	-0.0401790444031192	0.750364896987709	-0.112020458394922	-0.0743974578581347	-0.144741417544939	-0.16144627560798	0.153894159910027	-0.281923712507714	0.846359260720349	"IS10"	0.846359260720349
"CD300LD"	"CD300LD"	-0.0447948451359594	-0.00250790474549692	-0.0841793513552931	0.0634528246283371	0.320333194233272	-0.0164252042488447	-0.368636485313472	0.677428530973691	-0.15789336360707	0.783338771143168	"IS10"	0.783338771143168
"CYP2C8"	"CYP2C8"	0.18585721206715	0.0556087733289531	0.510479056139572	-0.185602020308265	0.156901590346953	-0.125828254680928	-0.20386778908988	0.0797630501292078	-0.209761603514355	0.692203052687055	"IS10"	0.692203052687055
"FAM153B"	"FAM153B"	0.0548965988008673	0.0475463502815233	-0.0456386637767871	-0.060430275660546	0.511674502508979	0.00525905751900145	-0.323723535233063	0.578917092103577	-0.221036483739905	0.689191989627759	"IS10"	0.689191989627759
"NRG4"	"NRG4"	-0.0779399065837052	-0.084894555572474	-0.090982267838154	-0.0445911466885828	0.0607474173463912	-0.102089112934087	-0.171897300400383	0.263808281820805	0.0199427100084162	0.675747058474199	"IS10"	0.675747058474199
"RIMKLB"	"RIMKLB"	0.215126251740124	0.119656653892134	-0.0606593795811689	-0.132215250698708	0.40360522140557	0.309963600674374	-0.525636823706637	0.142349891060708	0.112385190904893	0.656595159381559	"IS10"	0.656595159381559
"PLG"	"PLG"	-0.43261939861835	0.418135621624887	0.442828160186037	-0.0653729036007173	0.192358173301643	0.38424477603878	-0.504772408491171	0.328027437360213	-0.0708142838613207	0.612007668935122	"IS10"	0.612007668935122
"SLCO1B1"	"SLCO1B1"	-0.0032173573689138	-0.163882918309846	0.480256198769102	-0.0707484808484133	-0.0851957778029381	-0.107152689460027	-0.129085038799465	0.0576118234026004	-0.00889841169531502	0.521534194588245	"IS10"	0.521534194588245
"METTL25"	"METTL25"	0.198097260650427	0.218424557116428	0.0851271280902545	0.0484640786106027	0.0549511847058733	0.178234948660559	-0.282124915431441	0.155003700363246	-0.474965103359414	0.503368132393989	"IS10"	0.503368132393989
