"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"IS09"	"IS10"	"State"	"MaxFC"
"CFHR5"	"CFHR5"	-0.0496762825034929	-0.199556944202013	1.98301582441161	-0.114462508146635	0.0231255258566098	-0.151687814167443	-0.146395524619473	0.558542979907481	-0.17690637395694	0.0529522345975445	"IS03"	1.98301582441161
"APOC3"	"APOC3"	-0.0637536435817984	-0.0537537175897816	1.98067245872736	-0.0966815379419017	-0.0349406928040058	-0.0905493169719881	-0.11495805738161	-0.0797155556638377	-0.0985659073677384	-0.067398067053694	"IS03"	1.98067245872736
"APCS"	"APCS"	-0.0683623650347807	-0.0828302984811427	1.97812615446333	-0.0627323960279428	-0.0801582472671553	-0.0919142916714961	-0.12444951565449	-0.0378183711398656	-0.0607042163014964	-0.0894493196444301	"IS03"	1.97812615446333
"CFHR2"	"CFHR2"	-0.0785555406933566	-0.0801135442765384	1.94562437721168	-0.090091868226501	-0.0867225225314361	-0.0864151295183355	-0.113300747993317	0.0731560095794714	-0.0888390277421269	-0.0791669935725747	"IS03"	1.94562437721168
"AHSG"	"AHSG"	-0.024474155438282	-0.13476333694377	1.94466645278904	-0.111502023768758	0.0557774640291379	-0.0971975404683796	-0.118815196348533	-0.0839933315305529	-0.102076258667518	-0.0203107742514996	"IS03"	1.94466645278904
"APOA1"	"APOA1"	0.0684889501398301	-0.0477875238506264	1.90957173211157	-0.146482682429379	0.0561554397213788	-0.0902825838650711	-0.118306918265956	-0.0735484713600686	-0.128374706719845	-0.0653853562011726	"IS03"	1.90957173211157
"RP4.608O15.3"	"RP4.608O15.3"	-0.0746897741757287	-0.0758223194009467	1.90486303655909	-0.0776536682311333	-0.0781265944323826	-0.0757055899411321	-0.111209284928672	-0.0638164159206346	-0.0778212966735333	-0.0744023639350202	"IS03"	1.90486303655909
"AFM"	"AFM"	-0.0149797717766642	-0.0891664558304998	1.84781045007033	-0.103114949549379	0.101363049797048	-0.0722112780562719	-0.142620253150712	0.0961528227988318	-0.0948958284684852	-0.0798099264993387	"IS03"	1.84781045007033
"SERPINA7"	"SERPINA7"	-0.0494372774258686	-0.116031305375181	1.68006125263734	-0.0609022971112435	-0.0105331086297715	-0.0651123454724594	-0.0720260174534368	-0.0188525175019109	-0.143376390431234	-0.0964667242192661	"IS03"	1.68006125263734
"VTN"	"VTN"	-0.0478105035985678	-0.0237850057269897	1.66810813066785	-0.121382045583828	0.303998732948228	0.0372432039513564	-0.195039111177345	-0.100348198057772	-0.0569557313553474	-0.0709064645023283	"IS03"	1.66810813066785
"G6PC"	"G6PC"	0.03646158823162	0.0304970149428199	1.59297576568081	-0.0848952202502463	-0.0431752605728921	-0.0867704892687442	-0.277342225909758	0.340321714736594	-0.142142029517872	0.303700839381427	"IS03"	1.59297576568081
"HAO1"	"HAO1"	0.0284430972551863	-0.12398243130608	1.56927153748476	0.00345614174349232	-0.0542062427951131	-0.165777765574855	-0.188507009009025	0.164138732278541	0.204849524633408	-0.0808690065174911	"IS03"	1.56927153748476
"SLC17A2"	"SLC17A2"	-0.0340988569396132	-0.109421520971604	1.56514833908703	-0.0962718522130922	0.0560989033562906	-0.0690776830729996	-0.134742833253012	0.646036579943264	-0.147655314735321	-0.0764246385965107	"IS03"	1.56514833908703
"SERPINC1"	"SERPINC1"	0.0347095819461411	0.021961069776881	1.44400185681109	-0.161039251948743	0.131682855553235	-0.0489275248424437	-0.25213652135963	0.23480648250497	-0.0690816329108173	0.24544931687568	"IS03"	1.44400185681109
"ITIH2"	"ITIH2"	-0.0913543297018084	0.457396739520572	1.39903077375066	-0.111725844327185	0.0527175924004536	0.127654787131282	-0.350100636684239	0.14371227133208	-0.321398430420508	0.30779356850572	"IS03"	1.39903077375066
"C8B"	"C8B"	-0.0622794099243588	0.534320685655413	1.38765241306021	-0.147013527252284	-0.0198606467083328	-0.0696029627000192	-0.172419355603187	0.0162205770377584	-0.110770339359379	-0.0368553229426878	"IS03"	1.38765241306021
"CPB2"	"CPB2"	-0.0933944847534091	0.808691933007366	1.33010442563797	-0.269544039652623	0.569031447351325	-0.194786140172033	-0.235570805690795	0.255920706947514	-0.167094131632409	0.0465003888698157	"IS03"	1.33010442563797
"MBL2"	"MBL2"	-0.13465693177415	-0.145685196290118	1.28711222211269	0.0848089679813215	-0.102277954985861	0.122376879426735	-0.208631631107	0.245212347583152	0.00405153909433092	-0.114237834536588	"IS03"	1.28711222211269
"PRODH2"	"PRODH2"	-0.0110600080690657	-0.115929086893909	1.19200207736419	0.0682265427233832	0.185821135142786	-0.0946712134705231	-0.175104613483925	0.602642054963939	-0.128059360485689	-0.0653781672260102	"IS03"	1.19200207736419
"BAAT"	"BAAT"	-0.044530568023313	0.00773941143221386	1.18211381492125	-0.03260901197832	-0.0193466850289039	-0.021931322064698	-0.11435343258616	0.0249706767433024	-0.112232972745266	0.00850905185613585	"IS03"	1.18211381492125
"SLC25A47"	"SLC25A47"	0.141966805795201	-0.100452708069265	1.08526154658661	-0.0753582013451366	0.20931422959444	-0.112022196867726	-0.0761597870172209	-0.0280909825658726	-0.0687538869183712	-0.0441963968177976	"IS03"	1.08526154658661
"LIPC"	"LIPC"	-0.0181704917102515	-0.0340364373477141	1.04479441512415	-0.0409831367587978	0.208478882148986	0.0179659793232148	-0.146469530355839	0.0501151546609223	-0.0525372789848214	-0.0414893234974322	"IS03"	1.04479441512415
"SLC17A1"	"SLC17A1"	0.103678306941139	0.202071672298001	1.00115383298823	-0.0739218014162132	0.172151471074403	-0.125658647145375	-0.133437617155966	0.291790840166114	-0.184168755225239	0.00738636468174279	"IS03"	1.00115383298823
"ASGR2"	"ASGR2"	-0.0181420167383676	0.0114691280956464	0.960675409065511	0.231768216300415	0.155806317258228	0.198441883314384	-0.338428706652443	-0.027897111920774	-0.0468862485979614	-0.0835776720236669	"IS03"	0.960675409065511
"PON1"	"PON1"	-0.00782600804936893	-0.0648825268265324	0.950529019065097	-0.0764145099629913	0.218131213045253	-0.0720738879834504	-0.0818737975604431	0.109556976438098	-0.103068418497488	0.0298175236223617	"IS03"	0.950529019065097
"IGFBP1"	"IGFBP1"	-0.0115326172919107	-0.0801572740072389	0.916070714099446	-0.1457104963415	0.057125615642069	-0.0179262383650323	-0.168443501418546	-0.0904155448633389	0.405184177356409	-0.0157656963697773	"IS03"	0.916070714099446
"ANGPTL3"	"ANGPTL3"	-0.213578192331126	-0.206753779283158	0.894070465654584	-0.148778056770339	0.190410675141958	-0.0317615725573426	-0.230175723644453	0.344486686790205	-0.0222510573557764	0.581926783444338	"IS03"	0.894070465654584
"HPR"	"HPR"	0.215752089771998	0.758367479004955	0.889888543480169	-0.045764655886421	-0.0217790143798182	0.411723823023382	-0.458280796630876	0.0590781699901476	-0.354596211326311	0.037689148900349	"IS03"	0.889888543480169
"C9"	"C9"	-0.0455064324196034	-0.165553678660152	0.853666784659263	-0.0255897404854031	-0.026667029239924	-0.0710546851052468	-0.156059089158122	0.0262138588575244	0.116502861129033	0.227306758246852	"IS03"	0.853666784659263
"SERPINF2"	"SERPINF2"	0.271238232479239	0.113654459494858	0.840187206798369	0.048715121190062	0.547560664275356	0.033528541150818	-0.289158632808311	-0.023243229087132	-0.133679501203997	-0.0436496019078248	"IS03"	0.840187206798369
"HPD"	"HPD"	-0.0427249599691618	0.380367806409387	0.807922887906952	-0.0773130132589442	0.247895042084268	0.437880152608914	-0.491656874665431	0.333056160314004	-0.21918649059477	0.252088261931525	"IS03"	0.807922887906952
"UGT1A4"	"UGT1A4"	-0.122503747831379	-0.19086831954404	0.773535212269103	-0.116419042999299	0.104467815650569	-0.138224138226704	-0.0278631743253873	0.122352693281044	-0.196659091541457	0.386867137492719	"IS03"	0.773535212269103
"HP"	"HP"	0.0393192945232006	0.513909935858011	0.653154617099387	-0.045195769595507	-0.121116952320317	0.079761453757797	-0.161033151708645	-0.13140137892823	-0.0540748679399036	-0.107536217506784	"IS03"	0.653154617099387
"ACOT12"	"ACOT12"	-0.10015951105367	-0.0730875960824719	0.646524306904069	-0.10634021886202	-0.000421520977900773	0.00456717920006177	-0.20514843130598	0.443106542716691	-0.123448436866764	0.497616259494784	"IS03"	0.646524306904069
"CPN2"	"CPN2"	-0.14439445614934	-0.184737871124947	0.612112491495313	-0.100745560240877	0.137258014215935	0.481170375323737	-0.42158159407374	0.474042202220878	-0.0921108818607483	0.441740742386417	"IS03"	0.612112491495313
"CYP2E1"	"CYP2E1"	0.227864996183137	-0.12617368723982	0.534540303710628	-0.0891078630710375	0.140906381673444	-0.054236711297654	-0.188178406291638	0.042778792620853	-0.219063709398095	0.534079484074069	"IS03"	0.534540303710628
"RTP3"	"RTP3"	0.031088400375237	-0.162347503670621	0.463325453115651	0.169746321627216	0.146407516313751	-0.00482245207398954	-0.280098726933431	0.234790069088506	0.17176809430458	0.134168700934072	"IS03"	0.463325453115651
"KIR2DL4"	"KIR2DL4"	-0.319889473583614	-0.17212882899125	-0.174150882859794	1.61834147549459	-0.367370419308357	-0.206348348834206	-0.562275484391088	-0.0527392810179104	0.260982728018037	-0.0205985996258305	"IS04"	1.61834147549459
"PRF1"	"PRF1"	-0.260388957738201	0.343438799229247	-0.158029497684722	1.54790704533865	-0.32380568451311	0.160337545151933	-0.766349303100445	-0.165054907312658	0.132751113780895	-0.126535356084264	"IS04"	1.54790704533865
"ZNF683"	"ZNF683"	-0.0803389011538036	-0.0713203201292689	-0.198295222452801	1.50700731698263	-0.389081969405906	0.0605799589901641	-0.656060467342687	0.052469493295848	-0.0235866093355812	0.0418162630736838	"IS04"	1.50700731698263
"KIR3DL2"	"KIR3DL2"	-0.265147527750909	0.252565769980138	-0.138766750617352	1.47109552419884	-0.281871845287233	0.0394118487874802	-0.639217554738511	0.131678872109611	-0.0488042231972995	-0.0967636399171086	"IS04"	1.47109552419884
"CD7"	"CD7"	0.166776310818378	-0.241130768267974	0.0138469032780962	1.4350114197457	-0.124094624750306	0.174164680322917	-0.726966937310542	-0.125082971475417	0.0431276681884317	-0.0808544344754958	"IS04"	1.4350114197457
"GNLY"	"GNLY"	0.052994617055328	0.00531024067772538	-0.174363876780126	1.41085761186743	-0.391987160908126	-0.0435923918435847	-0.588567093030968	-0.148583324826531	0.233539301369627	-0.181867604984891	"IS04"	1.41085761186743
"KIR2DL3"	"KIR2DL3"	-0.300360141295935	0.354820903603815	-0.180515186839933	1.35824142375711	-0.252664945495883	0.0104874408410341	-0.585057111960104	0.070219642578025	0.0492416624194556	-0.162390035497086	"IS04"	1.35824142375711
"NCR1"	"NCR1"	-0.268062982238427	0.226845120895836	-0.0781544291181846	1.33293746310338	-0.0691822754213494	0.0589908139385721	-0.681781612981766	0.211370819718466	-0.0630025455675279	0.0617608407462521	"IS04"	1.33293746310338
"CD244"	"CD244"	-0.305110905328991	0.602283771607464	-0.0609913607599097	1.31826016636997	-0.28476816783389	0.263340663649416	-0.809985526236056	0.0218865527364298	-0.0101943733596915	0.0258838922342153	"IS04"	1.31826016636997
"KLRD1"	"KLRD1"	-0.197917091174574	0.257240694187692	-0.125721422890415	1.2795670485055	-0.247164184783649	0.219507350462564	-0.736890883465036	0.0345384747951676	0.0690891667093696	0.0334771159810077	"IS04"	1.2795670485055
"KIR3DL1"	"KIR3DL1"	-0.257595889240188	0.527300370725544	-0.104413324468559	1.2554014174728	-0.325528499405878	0.108088327430592	-0.590860469635368	-0.0476869979097193	-0.0507981866513499	-0.155746069487158	"IS04"	1.2554014174728
"CD247"	"CD247"	-0.0409758316365605	0.177998686960089	-0.0437948302269355	1.24824228267397	-0.278331948094141	0.214843740398909	-0.680016316878563	-0.0816254801300392	-0.0719768856553172	0.0238843268250537	"IS04"	1.24824228267397
"IL26"	"IL26"	-0.114519747142389	-0.03653045389594	-0.00450056088741109	1.03293532710054	-0.219261399947044	-0.0294819820745492	-0.417499623409074	0.179448062784525	-0.109199605281548	0.0304274843831597	"IS04"	1.03293532710054
"IL18BP"	"IL18BP"	-0.173746789176825	0.0764249272697178	-0.186852946015474	0.957165210445939	-0.177511253100873	0.150078010338776	-0.461473085049008	-0.0233675271158597	0.0147066306890507	-0.0205749450655137	"IS04"	0.957165210445939
"KIR3DL3"	"KIR3DL3"	-0.148186057658087	-0.144470359247606	-0.0480582463443824	0.919176107205686	-0.149265353961847	-0.18715463863075	-0.301686476680324	0.693144473358972	-0.0615604407234814	-0.0416862433511543	"IS04"	0.919176107205686
"CCL8"	"CCL8"	-0.309755624994384	0.0651130109355272	-0.149835862767706	0.77795161211898	-0.185875749704357	0.354124219490061	-0.550091854873864	-0.0714715664357584	0.614649604703754	-0.265330442220682	"IS04"	0.77795161211898
"TVP23A"	"TVP23A"	-0.025677781332895	0.0492360071838191	-0.13368939448781	0.605214138731588	0.214201999496091	0.274070030421674	-0.507844826796406	0.186773852164097	-0.0524623072793256	0.126262765588158	"IS04"	0.605214138731588
"CCL3L3"	"CCL3L3"	0.187447831615074	0.0636423995372855	0.011257032596081	0.576888853940329	-0.240535048373343	0.181169095846299	-0.457988545596724	0.00941161825781085	0.343998779718451	-0.15025818536122	"IS04"	0.576888853940329
"FCGR1A"	"FCGR1A"	0.00385174489906954	0.00243567213559858	-0.121175427097219	0.481819776727332	-0.0775893199079416	0.102932717022608	-0.228928816801917	0.0472896323838575	0.0716624126050656	-0.161020608573007	"IS04"	0.481819776727332
"FCER1G"	"FCER1G"	-0.129706574690066	0.318941405031802	-0.035614772749688	0.481692749293485	-0.170100021028523	0.0540334952965594	-0.216005411911564	-0.034912989614085	0.092391650518246	-0.239966258576027	"IS04"	0.481692749293485
"GNGT2"	"GNGT2"	-0.0974967331087861	0.274409290335485	-0.0173077363237848	0.3886354230711	-0.10965299890163	0.0225866271838323	-0.16121545589498	0.00330573567936779	0.0259857623885293	-0.199040495885268	"IS04"	0.3886354230711
"TMEM151A"	"TMEM151A"	0.160511694135756	-0.181384023998385	0.181468827149962	-0.126212995720238	1.46381120614027	-0.111216649433038	-0.123589138854516	-0.108966851354565	0.0533401365625839	-0.0641926588613629	"IS05"	1.46381120614027
"C1QL1"	"C1QL1"	0.018562511613474	-0.147648902651625	0.104333670555097	-0.165261820526514	1.27025146970651	0.138993374726407	-0.2060622210266	0.0127303730853001	0.13761661315288	-0.0599224530141548	"IS05"	1.27025146970651
"KCNH5"	"KCNH5"	0.0187886828525945	-0.0881934376959855	-0.003557528888524	-0.0841714641967207	1.25028343222433	0.0277310135570103	-0.270965335711544	0.462868408836162	0.0183202585390838	0.138884258691036	"IS05"	1.25028343222433
"GALNT9"	"GALNT9"	0.255723472397646	-0.079198915854827	-0.120633934694376	-0.0512784461745469	1.21167356976384	0.160162111115013	-0.284165825270859	0.0621505286852789	-0.127625503960481	0.119262021785494	"IS05"	1.21167356976384
"ISM2"	"ISM2"	-0.171853343007231	-0.210113340864893	0.0475736166386252	-0.107498732429977	1.19866400897452	0.0510658966352388	-0.16331431627652	0.221162770932387	0.0809814364901675	0.0696299746890293	"IS05"	1.19866400897452
"NPFFR2"	"NPFFR2"	-0.127137654428962	-0.0502625531448019	0.133887000003804	-0.033202115235526	1.0788504069049	-0.0613683672079366	-0.0864511346678272	0.0266266438983246	0.0362164812254975	-0.0976956190039564	"IS05"	1.0788504069049
"SMTNL2"	"SMTNL2"	0.0483899426270474	0.636401480243748	0.186242795184485	-0.224323483180841	1.04902690415581	0.319145536683087	-0.300088111540422	-0.0366216342460841	-0.141548226210396	-0.175868268548945	"IS05"	1.04902690415581
"FGF9"	"FGF9"	-0.137705229819937	0.371792269092238	0.0732401930253062	-0.160773092621292	1.01461697733682	0.24475041732577	-0.288936404554631	0.258227671068041	-0.136131368046803	0.0663973774868833	"IS05"	1.01461697733682
