"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"
"CCL4__pos"	10.9218438250218	90.7496522345956	2.22044604925031e-16	1.7726579264077	10.1864523303725	2.22044604925031e-16	120.579237984795	2.22044604925031e-16
"SCGB1A1__pos"	4.17809134628147	0.000127611910038805	2.22044604925031e-16	6.17542102036466	2.08651882625816	156.140316016761	2.22044604925031e-16	2.22044604925031e-16
"PNLIPRP1__pos"	12.7309377471072	24.1640864914324	34.6123542723949	2.04275195778362	2.73719520674021e-14	10.0111652632558	15.9053463584668	96.6020984048781
"HLA.DRB5__pos"	12.879932885464	104.410646517771	2.22044604925031e-16	2.95176638891693e-13	21.4590588219024	8.21769657107663	54.0175073721557	2.22044604925031e-16
"NAPSA__pos"	3.19448172889997	9.37961457277214	2.3012731627404	2.22044604925031e-16	2.22044604925031e-16	125.665236821072	4.83903243670181e-08	5.22357040869546
"C4BPA__pos"	3.14647209454065	11.5902182833401	53.1452767664096	12.766416954417	2.22044604925031e-16	69.2819352550707	46.1276476763903	2.22044604925031e-16
"PRSS1__pos"	0.458835332115922	2.22044604925031e-16	166.845455526141	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CDHR5__pos"	2.22044604925031e-16	3.97831373508321	136.602890298836	2.57873353170427	2.22044604925031e-16	2.22044604925031e-16	2.22518005734914	37.087980459974
"SFTPD__pos"	31.4803881523596	23.8065051107119	2.22044604925031e-16	0.952497900611209	2.49025279895407	63.2718417604767	8.85791126675799	21.4815343758481
"LDB2__pos"	10.3947899564042	18.3336460938886	6.14178898948152	53.4003497759696	41.4644886449253	24.8240461184364	33.1242402865696	10.2346443949816
"MS4A15__pos"	4.03531204991338	2.22044604925031e-16	16.756179645135	2.22044604925031e-16	12.8352887537411	113.318198960754	0.363754384757959	37.2261475701977
"CYP51A1__pos"	21.4878155589099	2.22044604925031e-16	7.41587276226082	2.22044604925031e-16	30.9444361744685	13.4090114402298	28.1872294092305	54.4675174424616
"SLC46A2__pos"	9.27784840136195	24.6162186423197	2.22044604925031e-16	9.87999680483435	22.3306071876197	107.792397406938	20.4652500939591	0.670619163647156
"SDPR__pos"	2.22044604925031e-16	10.2709533659181	2.22044604925031e-16	146.858478316412	2.93196780995026	8.19039760986737	1.13468483632511	7.14362873152176
"CFD__pos"	14.1734470604591	38.3338064767705	0.184471161395965	95.3741323086499	2.22044604925031e-16	16.4233650911815	2.79985482424155	2.22044604925031e-16
"ABCA8__pos"	2.22044604925031e-16	28.1132426097058	0.428558784124332	135.943507886346	3.61295189883284	10.3898654579526	2.22044604925031e-16	2.81519812982146
"CELA2A__pos"	2.22044604925031e-16	9.16914004182234	78.1206631739349	1.06759134237348	2.22044604925031e-16	1.93819392568512	4.49011798013724	40.8996304163911
"CCL4L2__pos"	17.0272764666182	70.0669415127915	2.22044604925031e-16	2.22044604925031e-16	16.9424437907731	2.22044604925031e-16	130.215662810831	1.66987152087227
"GRPR__pos"	0.588112795893952	2.22044604925031e-16	6.36005280637722	10.6705973314335	64.8334119116924	2.22044604925031e-16	2.22044604925031e-16	69.3580855822982
"REG1B__pos"	2.22044604925031e-16	2.22044604925031e-16	140.940356839232	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.152574859977256	2.22044604925031e-16
"AGTR2__pos"	2.22044604925031e-16	7.11138004980303	0.390136513076543	62.161464600378	3.13639284797966	69.981514764184	0.325276187671562	1.86193524087983
"RTKN2__pos"	18.7861169424091	15.6244734578943	2.22044604925031e-16	2.22044604925031e-16	14.0993391813811	53.348530010718	49.3378874557662	46.3964574702752
"TPH1__pos"	2.22044604925031e-16	36.0008098852726	29.1562485727229	9.64397748058311	2.22044604925031e-16	11.0518206146169	2.22044604925031e-16	107.797556427974
"ALPI__pos"	2.22044604925031e-16	2.22044604925031e-16	130.699376371568	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PRSS2__pos"	2.22044604925031e-16	2.22044604925031e-16	160.795052734075	2.22044604925031e-16	1.94416051041615	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PGM5__pos"	2.22044604925031e-16	9.27386899031265	2.22044604925031e-16	137.077922423948	12.2200703735613	9.19112593837604	2.22044604925031e-16	7.924267844515
"GGTLC1__pos"	5.14614487360806	0.191878569038046	21.3378455232622	2.22044604925031e-16	1.10611737450761	139.952880821415	4.64533784121997	4.53378708849797
"C11orf86__pos"	20.4552900935772	2.22044604925031e-16	132.410527121928	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	27.2868313702436	2.22044604925031e-16
"C5orf38__pos"	48.003530561288	6.89883206758118	2.22044604925031e-16	2.22044604925031e-16	21.6391195757989	43.304690333051	2.22044604925031e-16	35.1314012024773
"CCDC141__pos"	2.22044604925031e-16	57.342179633465	20.9753289419344	62.6962871853463	2.22044604925031e-16	25.1418987830235	10.5757561863117	8.97597673996057
"CLDN18__pos"	2.22044604925031e-16	2.22044604925031e-16	50.8901041157525	1.17859151493545	2.22044604925031e-16	58.3532128411339	21.1345761693944	3.09955444125917
"CCDC136__pos"	2.22044604925031e-16	16.7750663670206	6.04298946738547	58.4120795822998	7.27411499611817	2.22044604925031e-16	2.22044604925031e-16	85.4607975850325
"AGER__pos"	7.61870906886992	39.5274183145568	2.38336723761222e-06	0.186451517322942	2.22044604925031e-16	107.065070943729	1.5466439750077e-10	37.3992178981962
"CCL3L3__pos"	6.443792966912	49.8291332811725	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	152.417499645327	6.42088951510772
"SLC6A4__pos"	2.22044604925031e-16	2.22044604925031e-16	15.8515340624303	3.01521782577415	5.11527548228677	97.6718835053783	2.22044604925031e-16	51.4655974888238
"CPA3__pos"	2.22044604925031e-16	113.948630398615	2.22044604925031e-16	25.7530673221226	47.9115457456083	1.40740154998287e-12	0.450744146688076	2.22044604925031e-16
"ADGRE3__pos"	2.22044604925031e-16	63.7032986919901	2.22044604925031e-16	6.33331086607758	6.37432956089919	11.3965337277695	129.048518066808	2.22044604925031e-16
"CSF3__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	14.4595825751567	2.22044604925031e-16	6.28402739279803e-07	155.83439806951	2.22044604925031e-16
"TPSD1__pos"	0.510448284001332	119.356927198081	4.79413403847458	13.9310402500898	39.3585731075578	8.45244046584051	1.39840581469307	1.17683338797487e-13
"ZMYND10__pos"	1.22914521411658	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	1.02971846982764e-11	179.157511003289	2.22044604925031e-16	10.8306384114003
"MS4A8__pos"	2.22044604925031e-16	2.22044604925031e-16	41.899474005033	2.22044604925031e-16	2.22044604925031e-16	139.257465864374	2.22044604925031e-16	19.0049191359284
"CELA2B__pos"	2.22044604925031e-16	1.06877496882351	40.5816948694207	7.86783482899197	2.22044604925031e-16	7.39593056212262	30.5941180604435	44.1624648002163
"SFTPA1__pos"	2.71699080880527	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.91826152555959	83.670220649895	2.22044604925031e-16	2.22044604925031e-16
"REG1A__pos"	2.22044604925031e-16	2.22044604925031e-16	140.860306483835	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"LMOD1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	136.136725059455	2.63007804908279	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ADGRE1__pos"	9.08333728746083	72.6374081239106	2.38151100782791	2.22044604925031e-16	28.9032743050022	9.50209978567354	56.8848050026549	11.8895886593599
"KIAA0408__pos"	2.22044604925031e-16	4.64100510056017	2.95623485560566	113.790792621662	17.1521736020882	10.4300788290339	5.47646233683871	12.6409689735023
"ANKRD30A__pos"	1.60830832571968	14.0197715650587	2.22044604925031e-16	2.22044604925031e-16	17.0947197757756	13.4231621213161	2.33280803340571	75.5739547448621
"REG3A__pos"	2.22044604925031e-16	2.22044604925031e-16	123.726789868287	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"MS4A2__pos"	2.22044604925031e-16	106.86715928488	2.22044604925031e-16	36.9616077006712	36.6856934026674	7.12421141961622	2.22044604925031e-16	2.22044604925031e-16
"SSC5D__pos"	2.22044604925031e-16	0.692068331219997	2.22044604925031e-16	47.4901200534976	127.129671518373	2.07535974819648	2.22044604925031e-16	2.22044604925031e-16
"PGR__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	54.8345595917567	74.0398913359889	37.5251546672894	2.22044604925031e-16	16.9399629199268
"PLA2G2C__pos"	17.8009431282085	29.9949234729885	5.50261055645999	30.4766001066122	0.653316366439212	20.3951207119934	2.22044604925031e-16	31.1319491661156
"AP000322.53__pos"	2.22044604925031e-16	10.7751878890021	0.236027360166408	1.9951641866558	11.683832044273	73.1930075371259	2.21366123030673	65.9692091815692
"MCEMP1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	8.3925808140444	25.0887496025176	190.406904204855	2.22044604925031e-16
"RFX6__pos"	2.22044604925031e-16	2.22044604925031e-16	30.3297413250875	0.443771999684667	2.22044604925031e-16	0.247119605072692	2.22044604925031e-16	56.9970164635431
"NTM__pos"	11.837319154687	5.31868870587988	4.57862780105021	9.66528874051545	101.376826793497	22.5896485953729	28.0984908751255	12.3567331685327
"CPA1__pos"	3.02958399390573	5.07823162708343	89.9902142314836	68.095355103025	6.46616822177134	1.94999167696666	2.22044604925031e-16	10.1214091647412
"OVCH1__pos"	6.96231847090565	14.3183736397407	1.59672339230131	34.4312500199829	4.5791370119402	44.3341420332154	44.5450308146046	44.8630204786266
"CLEC4A__pos"	9.78415519252939	78.9908071814191	2.39410075573503e-06	2.22044604925031e-16	30.0493292926976	2.22044604925031e-16	59.9303452794446	4.05385669123241
"SLC7A2__pos"	0.865708757333499	2.22044604925031e-16	1.39141234313488e-13	7.92279701531024	19.1692213016055	10.528446293752	24.0337095149758	72.5644217715123
"MON1B__pos"	2.59487536840544	16.0357802159472	14.2920073064006	1.38025122938798	32.873355217297	2.22044604925031e-16	40.1670903271307	84.5323074013595
"LRRC49__pos"	4.17622758413773	2.22044604925031e-16	2.22044604925031e-16	4.54895866198344	10.4541297857825	29.2571950608892	2.61435747266599	61.2071363044044
"FXYD1__pos"	2.22044604925031e-16	2.22044604925031e-16	0.167103601959962	125.521199942087	2.22044604925031e-16	6.78460665591826	2.22044604925031e-16	2.22044604925031e-16
"CLC__pos"	2.22044604925031e-16	44.6498358977206	9.38377205593413	6.07688962677266	2.22044604925031e-16	2.22044604925031e-16	66.7920327913564	0.787688032733178
"SLC18A2__pos"	2.22044604925031e-16	69.5674981680664	8.91807465053058	22.8359798983905	51.4093833199533	16.8722748848814	2.5550864309241	17.8699084293502
"CELA3B__pos"	14.2932193469186	36.4089747931121	63.3216674988229	1.74393449775928	2.22044604925031e-16	10.8056909336348	2.22044604925031e-16	92.032937183282
"A4GNT__pos"	2.22044604925031e-16	37.8661182069262	28.4843846272339	20.2131445505002	4.93576181912621	4.7594081948035	21.9187257418631	57.9566731749233
"ZNF385D__pos"	2.22044604925031e-16	16.9944558291954	2.22044604925031e-16	43.6065444428862	85.9774967754483	8.93918447418744	10.5004532826001	4.24279877747497
"CTRL__pos"	32.6827622351919	76.9537692379859	29.7743695074644	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	20.1630004166039	32.496256629514
"SCN7A__pos"	2.22044604925031e-16	4.19250797141184	2.22044604925031e-16	114.084469652238	13.963135662858	19.0533796336845	2.22044604925031e-16	0.00693511121950903
"CNR1__pos"	2.22044604925031e-16	21.2743504194538	7.43998564501846	46.7995800716279	2.22044604925031e-16	5.12633651826896	2.22044604925031e-16	44.6328454657051
"CUZD1__pos"	25.8389208065785	45.2457715097042	25.836317332603	1.62024058740499	2.22044604925031e-16	2.22044604925031e-16	1.37774214914819e-12	90.3223777453103
"MMP19__pos"	8.5237460649618	27.1867286339458	0.948575380383156	25.1822928122962	35.6096078137658	14.2870148403623	77.9790982121883	5.72877870860993
"CTRB2__pos"	2.22044604925031e-16	2.22044604925031e-16	68.869798405131	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"PNLIP__pos"	2.22044604925031e-16	2.22044604925031e-16	64.8919947452667	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"ETV1__pos"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	18.794832603565	82.7622326101082	6.72409791981513	5.42352818844924	25.2657467980436
"CTRB1__pos"	2.22044604925031e-16	2.22044604925031e-16	79.1585693686938	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"AZU1__pos"	2.22044604925031e-16	6.17075662747442	0.618591066325264	2.22044604925031e-16	0.621783080091666	110.821785591535	30.8327208944996	3.96782751988284
"CELA3A__pos"	2.22044604925031e-16	2.22044604925031e-16	81.8541660037515	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"CBLN2__pos"	11.0855546035212	33.433527974939	16.3012585585621	3.01188022700706	37.8221302060451	2.33434493826181	2.22044604925031e-16	75.313529812218
"SYCN__pos"	2.22044604925031e-16	2.22044604925031e-16	89.423207363122	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"TEX14__pos"	11.203680293715	29.5813194401719	2.4218639538519	6.75527186662811e-16	18.8357605636099	40.1286516164737	23.1861141448422	60.0356755151604
"STXBP1__pos"	10.3745703462072	0.00884212172262628	0.884115056040034	23.9947023139006	40.2573018691372	4.02696596041938	20.6377874615274	61.6751812922122
