"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"IS07"	"IS08"	"State"	"MaxFC"	"InitialState"
"POPDC2"	"POPDC2"	-0.496789574941577	0.26691366045316	-0.178956659920143	1.47661875204512	-0.0346701341941694	-0.0286437417491694	-0.140942675717968	-0.0757404220130685	"S01"	1.47661875204512	"IS04"
"NEGR1"	"NEGR1"	-0.759188275458768	-0.0123187962258166	-0.066015746954855	1.47019002087855	0.467978076112617	0.362054868418912	-0.0695277089660847	0.0544244308317531	"S01"	1.47019002087855	"IS04"
"ADAMTS8"	"ADAMTS8"	-0.677891655489872	0.238066668038857	-0.0610062066353893	1.46328886906269	0.00637264089536408	0.977577040764491	0.010891824980447	-0.146521263920826	"S01"	1.46328886906269	"IS04"
"RAB9B"	"RAB9B"	-0.624455762220683	-0.0993522227924666	-0.0880563966244996	1.40319556612926	0.0475698631436635	0.0385302617233075	-0.220959261187595	0.431023556116037	"S01"	1.40319556612926	"IS04"
"GPR17"	"GPR17"	-0.53752016724049	0.107057700192177	-0.023170638544712	1.3820004941425	-0.189347861585496	0.498693762207797	0.00894159394121688	0.0421337220627333	"S01"	1.3820004941425	"IS04"
"S1PR1"	"S1PR1"	-0.791253854047296	0.472981465628643	-0.0616040787286978	1.35989572158129	0.216125093144985	0.517454824108869	0.30140075187357	-0.215334648936732	"S01"	1.35989572158129	"IS04"
"CTSG"	"CTSG"	-0.617855810472561	0.683540369942118	-0.0180016991881384	1.29421891277157	0.0259804087427482	0.25318763555705	0.0838141336655852	-0.343184449765685	"S01"	1.29421891277157	"IS04"
"FMO2"	"FMO2"	-0.567982755788428	0.349333340447557	-0.228589584281903	1.29333039093593	0.0349508289087687	0.649712444915445	0.130801756269815	-0.266600095422195	"S01"	1.29333039093593	"IS04"
"AKAP12"	"AKAP12"	-0.613384863317627	-0.0360494483717071	-0.131334320779262	1.27712320925234	0.27786707996668	0.0398921078909525	0.306400482965033	0.0185700578756684	"S01"	1.27712320925234	"IS04"
"ADRA1A"	"ADRA1A"	-0.51182147835209	0.0977513464628502	-0.023913735130239	1.27222462989989	-0.162399205863348	0.271563097901223	-0.101678200447508	0.171871065892292	"S01"	1.27222462989989	"IS04"
"PARK2"	"PARK2"	-0.706420225034446	-0.0148984987170392	0.0646267020639275	1.26647798724404	0.149366501400399	0.313835389399072	-0.203910527419765	0.391278722058056	"S01"	1.26647798724404	"IS04"
"GLP2R"	"GLP2R"	-0.414109020110696	0.0392270402238852	0.138365256754354	1.25795870437848	0.0582158453493283	-0.0033322566589919	0.0497428549523116	-0.167830165978671	"S01"	1.25795870437848	"IS04"
"PTGFR"	"PTGFR"	-0.558239593487463	0.204717987695868	-0.199499289921529	1.25610429085964	0.270013420434658	0.206883835452823	0.173716725939619	-0.229121787466454	"S01"	1.25610429085964	"IS04"
"TMEM100"	"TMEM100"	-0.503229358753444	0.125045021548348	0.11846303849279	1.21839161741645	0.0307956163688662	0.566894758386081	-0.0171949890124046	-0.15801593038912	"S01"	1.21839161741645	"IS04"
"RP5.877J2.1"	"RP5.877J2.1"	-0.538139755745193	0.0297871745117672	-0.0765198239531559	1.17439377212414	0.0257137874510089	0.576835297650527	-0.0346548013395695	0.0744229433979613	"S01"	1.17439377212414	"IS04"
"CYP2U1"	"CYP2U1"	-0.829455223705531	0.187012220366237	-0.0232990603226154	1.17098127030118	0.447972359263383	0.417439485974892	0.0385242000733018	0.161206447258124	"S01"	1.17098127030118	"IS04"
"P2RY14"	"P2RY14"	-0.735713300444168	0.78693265149692	-0.0325762444087517	1.16095752467823	0.185181645026599	0.239365570154675	0.177714105878123	-0.280461370915494	"S01"	1.16095752467823	"IS04"
"C11orf96"	"C11orf96"	-0.48398589538002	0.117173746310368	-0.136514680448246	1.1596646484475	0.06083330872027	0.323198791815866	0.719188383970729	-0.374304755614501	"S01"	1.1596646484475	"IS04"
"ERVFRD.1"	"ERVFRD.1"	-0.720121499104591	0.405617424791597	0.114940893047746	1.15294014257487	-0.00537429474458852	0.532856844497579	-0.141547168653023	0.17276957748742	"S01"	1.15294014257487	"IS04"
"TMEM47"	"TMEM47"	-0.631466825085855	-0.0862134731287885	-0.0331956741242526	1.14459751156277	0.411171018017005	0.394432498925919	0.0117759982607109	0.0715126490878045	"S01"	1.14459751156277	"IS04"
"RNF112"	"RNF112"	-0.452124188757845	0.145337209089403	-0.0411863414203299	1.10211633117888	-0.0970889481745393	0.0428587265572498	-0.0928777571660492	0.148772001737159	"S01"	1.10211633117888	"IS04"
"PDGFRA"	"PDGFRA"	-0.860053569975808	0.293824328172144	-0.000648402336676809	1.09834491236402	0.831712740518191	0.0522206723379093	0.389649611891728	-0.189101539626253	"S01"	1.09834491236402	"IS04"
"CCL23"	"CCL23"	-0.556555554337702	0.666202404816888	0.0958566773891713	1.08195110798653	-0.125992105520224	0.526754430388298	0.486608397322631	-0.486811606814508	"S01"	1.08195110798653	"IS04"
"CCDC136"	"CCDC136"	-0.70161262484476	0.222593380951766	0.0344085625855694	1.07583508838814	0.0287186168093532	-0.0879714043359695	-0.102344396060085	0.500487748937944	"S01"	1.07583508838814	"IS04"
"NR4A3"	"NR4A3"	-0.537976415564978	0.0214626049044242	-0.092723438506777	1.07197964506594	-0.024502983461423	0.275290637683682	0.999437980315744	-0.196457643848853	"S01"	1.07197964506594	"IS04"
"PGR"	"PGR"	-0.652417515083108	0.019755834024494	-0.163291837086864	1.0653971710091	0.490475973911167	0.585671796600683	-0.0386927251087159	0.0131648750807817	"S01"	1.0653971710091	"IS04"
"GIMAP8"	"GIMAP8"	-0.666286399112264	0.721916258204215	-0.197358335596303	1.05510861823165	0.100624645517591	0.387495653984625	0.0978441962787483	-0.187057805451262	"S01"	1.05510861823165	"IS04"
"FGF10"	"FGF10"	-0.491843365418162	-0.0321106636440736	-0.11066661129529	1.05118374176715	0.26496717368315	0.18653423221137	0.0135742113945143	0.0273260705186078	"S01"	1.05118374176715	"IS04"
"GIMAP6"	"GIMAP6"	-0.804235594049518	0.935024727771385	-0.115769976803284	1.04891415873752	0.196123510718518	0.344448459077924	0.212392892855983	-0.230364338942113	"S01"	1.04891415873752	"IS04"
"SLC8A1"	"SLC8A1"	-0.632308247600659	0.268963968684493	-0.115169678437951	1.04780488961499	0.37670084149972	-0.0564460081029584	0.17505749576647	-0.0332646491018825	"S01"	1.04780488961499	"IS04"
"RGS9"	"RGS9"	-0.602134106898694	0.359117096973244	-0.147790895107275	1.02126382767665	-0.00748494810445575	0.180964350951286	-0.116762360579539	0.240434428102778	"S01"	1.02126382767665	"IS04"
"BMX"	"BMX"	-0.43177714352327	0.0729253080903185	0.265594261301375	1.0129053812685	-0.000374099020408247	0.220531445517774	0.0198066324845754	-0.0433619764958592	"S01"	1.0129053812685	"IS04"
"DMPK"	"DMPK"	-0.535164514119427	0.134713512310135	-0.126681485078843	1.01242834276767	-0.0555964247755203	-0.0566417311273939	-0.0982595412602588	0.395727158483845	"S01"	1.01242834276767	"IS04"
"CCDC141"	"CCDC141"	-0.695918263443058	0.624183887241612	0.150409137320562	1.00284406732305	-0.126985829977906	0.528198071403534	0.142165354338191	0.00934937410128896	"S01"	1.00284406732305	"IS04"
"SLIT2"	"SLIT2"	-0.712927425636191	0.138806456141934	-0.163979991437019	0.988387250277603	0.621961433323	0.462739192968374	0.0909221484696446	-0.0462151139364499	"S01"	0.988387250277603	"IS04"
"ABCB5"	"ABCB5"	-0.529100911940079	0.115217151864566	0.0991920617095819	0.984650019797731	0.030747478795855	0.151703249464784	-0.079727931153691	0.213432608824388	"S01"	0.984650019797731	"IS04"
"ABC7.42404400C24.1"	"ABC7.42404400C24.1"	-0.647677120802519	0.496377665028082	-0.121578913813926	0.977768161639355	-0.00521613293461289	0.437448131111052	0.0769964248241351	0.0676378985821538	"S01"	0.977768161639355	"IS04"
"RBFOX3"	"RBFOX3"	-0.308322532106989	-0.0805609470416799	-0.0710185795362737	0.956629717915108	-0.0466639047873415	-0.0956607429023962	-0.127108700967832	0.175072036766608	"S01"	0.956629717915108	"IS04"
"FLNA"	"FLNA"	-0.214840984279169	0.019976682883046	-0.274453679525721	0.94616394376161	0.284862563513406	-0.1180223270539	0.122721048581687	-0.401723869446365	"S01"	0.94616394376161	"IS04"
"SSC5D"	"SSC5D"	-0.740136344015319	0.169002273672298	-0.113844496854621	0.943629105640454	0.895402559039105	-0.0241271736631955	0.170314721163424	-0.113086312893837	"S01"	0.943629105640454	"IS04"
"PRDM6"	"PRDM6"	-0.682384142122342	0.121479074720757	-0.174878227200662	0.938505232063571	0.733203415853057	0.232287626411499	-0.0279768540844301	-0.0194938818153725	"S01"	0.938505232063571	"IS04"
"CLDN5"	"CLDN5"	-0.464595413341448	0.464913645584925	0.173066546647466	0.933154345994318	0.0420198924539814	0.256034029348889	-0.0480343672213018	-0.230075185629059	"S01"	0.933154345994318	"IS04"
"RSPO2"	"RSPO2"	-0.534362665635028	0.13373970898199	0.116882901793277	0.926519029337058	0.245233621806026	0.534088079181512	0.0566108207096516	-0.115257599160527	"S01"	0.926519029337058	"IS04"
"ZNF385D"	"ZNF385D"	-0.612599088456972	0.311267057248863	-0.0864382359689021	0.912306817687048	0.50936384119751	0.106970180919328	0.164291796052235	-0.17798199570596	"S01"	0.912306817687048	"IS04"
"TLL1"	"TLL1"	-0.664301559612142	0.239278755540246	0.0125940807194957	0.911019356320627	0.542211433400807	0.163833650709499	0.306044050136615	-0.158706272933149	"S01"	0.911019356320627	"IS04"
"SLC5A4"	"SLC5A4"	-0.802748651128731	0.186674312032983	0.306916447302107	0.884562305747636	0.113089623666054	0.529440972037631	0.144678363344297	0.397524030709251	"S01"	0.884562305747636	"IS04"
"MS4A2"	"MS4A2"	-0.917308507609069	0.804063076884001	0.0910899588956734	0.883810363894606	0.517325164398971	0.442747305413096	0.116080210139029	-0.107516479045401	"S01"	0.883810363894606	"IS04"
"RCVRN"	"RCVRN"	-0.578749299052084	0.360569382164619	-0.0318100847553148	0.870005491505701	0.298930440006359	0.135326774633334	0.0671581287847301	-0.0602604611534048	"S01"	0.870005491505701	"IS04"
"GPR182"	"GPR182"	-0.459549712703568	0.269910118981981	-0.0442248789289696	0.834896035478785	0.00609846279132561	0.244314511750225	0.145002013147184	-0.0192867896536318	"S01"	0.834896035478785	"IS04"
"KCNS2"	"KCNS2"	-0.729104204825656	0.472334970226631	0.129182120474598	0.825806179674339	0.481816456866284	0.125997513813229	0.0746804816054762	-0.0279520944364725	"S01"	0.825806179674339	"IS04"
"RAB23"	"RAB23"	-0.56842189917453	-0.115772247861957	-0.191547148511376	0.821283191327402	0.619494048675046	-0.0840195753296157	0.158544441687628	0.136788645900373	"S01"	0.821283191327402	"IS04"
"KCNK3"	"KCNK3"	-0.372755737157641	-0.103859080616954	0.0638649867386723	0.799353373703908	-0.109052343683534	0.297316010586529	-0.105385305983366	0.301532769890252	"S01"	0.799353373703908	"IS04"
"MUSK"	"MUSK"	-0.543229140570874	0.543896723291539	0.229840607923891	0.789342042997089	-0.0905014164903387	0.513992685801567	0.0399849523431962	-0.0776129682565468	"S01"	0.789342042997089	"IS04"
"MAGI2"	"MAGI2"	-0.587384072979358	-0.116741469371885	-0.0448493650775923	0.776700403887782	0.221797441330011	0.183468845133796	-0.200239493038083	0.572882183836194	"S01"	0.776700403887782	"IS04"
"LDB2"	"LDB2"	-0.459970738154421	0.0990340220316767	0.110584680122713	0.774827314835046	0.21261398118266	0.27657712000326	0.24842962778302	-0.11216200832667	"S01"	0.774827314835046	"IS04"
"HGF"	"HGF"	-0.768070266086345	0.499254264977825	0.033117631459978	0.773458379635309	0.614986651138076	0.188391037313623	0.31197141227885	-0.154183745078649	"S01"	0.773458379635309	"IS04"
"CNR1"	"CNR1"	-0.523135824902891	0.258518696909107	0.154822966451523	0.741136477324355	-0.0796447172133319	0.197118600139289	-0.0121782242565259	0.27600548597191	"S01"	0.741136477324355	"IS04"
"HPGDS"	"HPGDS"	-0.662563667955542	0.58006591167033	0.151983030023246	0.730437668757727	0.456282762953672	0.414518548942867	0.186383477258667	-0.3046964778721	"S01"	0.730437668757727	"IS04"
"ERICH4"	"ERICH4"	-0.396036893228928	0.0571353195659748	0.696033849049445	0.721078404733453	-0.190728499984123	0.414621013911647	-0.0127134285898052	0.0858105228859296	"S01"	0.721078404733453	"IS04"
"GLDN"	"GLDN"	-0.398307724171816	0.134957703633939	-0.0184768415931761	0.715085349453956	0.0842519839391716	0.22043142332394	0.142450086040444	-0.0128012903878885	"S01"	0.715085349453956	"IS04"
"C3orf49"	"C3orf49"	-0.56974604024481	0.0627576729697314	-0.0898252957747195	0.692583407770812	-0.115941639899936	0.368694011025829	0.13821207927517	0.524298606330427	"S01"	0.692583407770812	"IS04"
"PTGDR2"	"PTGDR2"	-0.483458426234056	0.324059184502407	0.508236061464242	0.687722433007125	-0.229502038028418	0.339687683720403	-0.20852091563961	0.258045039341042	"S01"	0.687722433007125	"IS04"
"COL6A6"	"COL6A6"	-0.598397975243155	0.489295890650638	-0.141881890542438	0.677571677255272	0.331669565586041	0.410818569297962	0.101696756099693	-0.098618709997438	"S01"	0.677571677255272	"IS04"
"ALAS2"	"ALAS2"	-0.410069374790186	-0.0114317390278319	0.0388903903765293	0.675877074411115	-0.150154828360308	0.315639668993164	0.516422039435357	0.123854557129937	"S01"	0.675877074411115	"IS04"
"KLF17"	"KLF17"	-0.45099603404004	0.0328985053729293	-0.0803116347070407	0.667104797576481	0.31114279280531	0.273099195180694	0.133561405209691	0.0188312372961345	"S01"	0.667104797576481	"IS04"
"OVCH1"	"OVCH1"	-0.471343000817955	0.128907985906492	-0.0892329202794403	0.63615324716221	-0.121352167137103	0.531666872990946	0.298214195368081	0.200517861857498	"S01"	0.63615324716221	"IS04"
"NPY5R"	"NPY5R"	-0.294716685190802	0.0485480322155994	-0.0407054390603583	0.633806248545395	-0.0570744396724165	0.147322358966538	-0.0702347790107379	0.154989825005122	"S01"	0.633806248545395	"IS04"
"SLC18A2"	"SLC18A2"	-0.840551867941436	0.56238869303152	0.190696688035323	0.627375872386964	0.488551141525509	0.370337567628545	0.176542909974916	0.0962408023603161	"S01"	0.627375872386964	"IS04"
"PLPPR4"	"PLPPR4"	-0.571030968530018	0.226882713663249	-0.132516146268993	0.587306406954875	0.520806938892735	0.0768041076992456	0.275048440884116	-0.0180722957231055	"S01"	0.587306406954875	"IS04"
"MTMR9"	"MTMR9"	-0.600550270470444	-0.0135714019382507	0.0408071804217244	0.484256803862721	0.402038840097191	0.0834180938477952	0.185512267824063	0.386453916462164	"S01"	0.484256803862721	"IS04"
"RTN1"	"RTN1"	-0.562183702344452	0.43983939560212	-0.0752746077204279	0.467828389960184	0.16318887827905	0.41468202666341	0.00619782044068009	0.171232580372122	"S01"	0.467828389960184	"IS04"
"SPOCK3"	"SPOCK3"	-0.299571784760617	-0.0908815932697521	-0.113904185990243	0.465757906847554	0.395512094161636	0.0201065226441271	-0.109412571342592	0.0916420034107773	"S01"	0.465757906847554	"IS04"
"RAB3C"	"RAB3C"	-0.313588613153081	0.128692993487658	0.138296124210882	0.459521974244065	-0.0752299385024399	-0.0536728984006198	-0.0611925867718337	0.264861559066245	"S01"	0.459521974244065	"IS04"
"PLA2G2C"	"PLA2G2C"	-0.264374036779771	0.195924143804023	-0.00742477717633248	0.437553731302491	-0.0994817318735152	0.183051145388349	-0.0680179475978186	0.121166326138135	"S01"	0.437553731302491	"IS04"
"STXBP1"	"STXBP1"	-0.399309020818782	-0.0460856488828603	-0.155998711551575	0.408942806258798	0.201306422893355	0.0796646640920324	0.170539122140935	0.303696947352669	"S01"	0.408942806258798	"IS04"
"MSRA"	"MSRA"	-0.228867866448435	0.0809970132033559	0.184893384380674	0.397360140665952	0.0884913259340245	0.202959853287437	0.109112253180759	-0.122945371577831	"S01"	0.397360140665952	"IS04"
"CLVS2"	"CLVS2"	-0.193320644017594	-0.0865095043982931	0.051300612356369	0.377272517215566	0.237366546823129	-0.00892099894714962	-0.0979837383307416	0.0320278281959805	"S01"	0.377272517215566	"IS04"
"RIMS1"	"RIMS1"	-0.326134424207502	-0.0514621846893033	-0.0851266313685261	0.373823245140799	0.120046198375378	0.098869476180397	-0.0690835585299886	0.344794432234222	"S01"	0.373823245140799	"IS04"
"RGCC"	"RGCC"	-0.321600026723348	0.162650509030166	-0.0363345584369874	0.356817888189537	0.248071921905765	0.310121660459338	0.199534202086668	-0.131386742822097	"S01"	0.356817888189537	"IS04"
"A4GNT"	"A4GNT"	-0.459746146147766	0.279792107551963	0.28482350173752	0.328589468925689	0.015716035335033	0.252177147481328	0.0882283149635525	0.229778550758316	"S01"	0.328589468925689	"IS04"
"LRRC32"	"LRRC32"	-0.215587236451668	0.0967700704384818	0.00261753499464327	0.288313785703732	0.20418246982556	0.101267635289287	0.153198764156096	-0.124589645938479	"S01"	0.288313785703732	"IS04"
"EIF4E"	"EIF4E"	-0.243835240861813	0.0210085218613543	0.0131075879536136	0.243035824721525	0.0706222104261524	0.0679128035901064	0.085556020872504	0.167000302857586	"S01"	0.243035824721525	"IS04"
"TAF9"	"TAF9"	-0.147936640765985	0.0807417155406093	0.0025782122284756	0.222749855755503	0.0647468149248316	-0.246078111198252	0.0226092097050368	0.084230811087507	"S01"	0.222749855755503	"IS04"
"FAM216B"	"FAM216B"	-0.411034682950327	0.34172645407306	-0.0763567609041097	0.0829820841967808	-0.118288929205555	2.36178909808168	-0.123888914637383	-0.0983869051747135	"S02"	2.36178909808168	"IS06"
"CATSPERD"	"CATSPERD"	-0.210731344836226	-0.0229012439387726	-0.107804168557711	-0.0676659573627188	-0.133704740751776	2.26975860109129	-0.157216016172903	-0.0263454513563228	"S02"	2.26975860109129	"IS06"
"ZMYND10"	"ZMYND10"	-0.191316993516018	-0.120506496719399	-0.15187209532046	-0.28823266005429	-0.114141114055672	2.16035293455233	-0.139065873356444	0.178848909370125	"S02"	2.16035293455233	"IS06"
"DNAI1"	"DNAI1"	-0.280983388792128	-0.0671067836302717	-0.0503726610012214	-0.12945828900642	-0.185646711475901	2.06286766353348	-0.118856379213408	0.255561509975465	"S02"	2.06286766353348	"IS06"
"LRRC18"	"LRRC18"	-0.537732802809471	0.36661089305692	-0.13524523704849	0.463892558166859	0.018862869109402	1.93716384898136	-0.103580115526109	-0.0992847902169497	"S02"	1.93716384898136	"IS06"
"STMND1"	"STMND1"	-0.364101527748174	-0.00494716678850322	0.120608650990505	-0.140929508153859	-0.101585170196926	1.85217154751671	-0.239758455669634	0.378362756979565	"S02"	1.85217154751671	"IS06"
"DTHD1"	"DTHD1"	-0.500439006251907	0.848771205567565	-0.199569820580584	0.0300446118020124	-0.038136849964965	1.74285804705521	0.0213993127586257	-0.206355562858052	"S02"	1.74285804705521	"IS06"
"MS4A8"	"MS4A8"	-0.306400892909884	-0.0688783538955789	0.498998531883116	-0.142434012111971	-0.10925345431556	1.73107674335762	-0.146046094887385	0.218625136550256	"S02"	1.73107674335762	"IS06"
"ECT2L"	"ECT2L"	-0.316848959621989	-0.0127672822152089	-0.105315432020999	-0.0214767047926101	-0.0519298658797414	1.59016961904169	-0.145394103749753	0.27422271280404	"S02"	1.59016961904169	"IS06"
"RIIAD1"	"RIIAD1"	-0.181560127598775	-0.136226011093934	-0.0263179484954347	0.196906051678576	-0.16399032895985	1.56828722532131	-0.251342870558361	0.099800957519134	"S02"	1.56828722532131	"IS06"
"SFTPA2"	"SFTPA2"	-0.209197054333326	0.0170057055009776	-0.0319520895666891	0.0667039704837164	-0.0677673037720443	1.36467298322037	0.0971578859257636	-0.0617432097099959	"S02"	1.36467298322037	"IS06"
"GGTLC1"	"GGTLC1"	-0.190110378175735	-0.0386999153648578	0.2727041865097	0.103068520561626	-0.139806854098339	1.28056029359821	-0.0444537586026686	-0.00841983491071632	"S02"	1.28056029359821	"IS06"
"TEX26"	"TEX26"	-0.350136444637773	-0.00233176221933057	-0.00216829079212043	0.583344063783219	0.0792457043125066	1.27738663153418	-0.093080582552541	-0.126443302331159	"S02"	1.27738663153418	"IS06"
"SCGB1A1"	"SCGB1A1"	-0.169962654277213	-0.00584715408257153	-0.0868614141002379	0.282765024144607	-0.121230744739355	1.25200393464888	-0.0206377164037228	-0.11033378814964	"S02"	1.25200393464888	"IS06"
"SEC14L3"	"SEC14L3"	-0.513354735271592	0.155623902873117	-0.135880387122691	0.262095173457779	-0.256674858740622	1.22378011968857	-0.0401753704764016	0.569387528883062	"S02"	1.22378011968857	"IS06"
"SFTPC"	"SFTPC"	-0.198084281753474	-0.0623884816794235	0.096845070574951	0.261107272937932	-0.158524066785264	1.21922949469241	0.080687670945612	-0.0538794460372527	"S02"	1.21922949469241	"IS06"
"NAPSA"	"NAPSA"	-0.217368313747421	0.14902032192708	0.00739502361205889	-0.0175309060540644	-0.107376076695862	1.18745285141195	0.0399924822562802	0.00665936581554893	"S02"	1.18745285141195	"IS06"
"SERPINI2"	"SERPINI2"	-0.308096373639917	0.149661635914327	0.335856858772293	0.101957336113658	-0.170679687196304	1.17942087338103	-0.0726495472687045	0.119448210987811	"S02"	1.17942087338103	"IS06"
"C8orf34"	"C8orf34"	-0.503634735451265	0.0741216522018672	0.0310934955456945	0.320836347733868	0.130638360161199	1.16586512410525	0.0472842255952348	0.19319367458139	"S02"	1.16586512410525	"IS06"
