"V1"	"TCGA.FD.A5C0.01A.11R.A28M.07"
"MYL4"	"MYL4"	-0.0903640943168963
"SFRP5"	"SFRP5"	-0.306698128597083
"FGF10"	"FGF10"	0.213806569135233
"TRIM50"	"TRIM50"	-0.0483933918495827
"PRODH2"	"PRODH2"	-0.117114966247882
"SYNPO2"	"SYNPO2"	-0.0143237986196641
"SLC22A7"	"SLC22A7"	-0.173926373824551
"BPI"	"BPI"	-0.0534777484945109
"NPY2R"	"NPY2R"	-0.22979924034635
"FNDC1"	"FNDC1"	-0.297959637806929
"SLC28A1"	"SLC28A1"	2.72814883746499
"CCL16"	"CCL16"	0.212926662641319
"SEL1L2"	"SEL1L2"	0.429074559418248
"SLC6A4"	"SLC6A4"	-0.446203217656915
"KBTBD13"	"KBTBD13"	-0.0838305222717881
"AHSG"	"AHSG"	-0.287583597665384
"PZP"	"PZP"	-0.267744089587527
"CH17.270A2.2"	"CH17.270A2.2"	-0.142413808018061
"IL13"	"IL13"	-0.137735098813115
"GOLGA8A"	"GOLGA8A"	-0.660097003153059
"VGF"	"VGF"	-0.0520678510679876
"CFC1"	"CFC1"	-0.0811921290842227
"FAM19A4"	"FAM19A4"	-0.186946583729711
"RAG2"	"RAG2"	-0.65305309116647
"SULT2A1"	"SULT2A1"	2.59212043493124
"SIGLEC11"	"SIGLEC11"	-0.226626526381795
"CTB.133G6.1"	"CTB.133G6.1"	-0.547650045513293
"HAMP"	"HAMP"	-0.369112721200743
"TSPAN31"	"TSPAN31"	-0.0633518988857627
"RP11.14J7.7"	"RP11.14J7.7"	0
"ITIH5"	"ITIH5"	0.236167935354336
"NSMCE4A"	"NSMCE4A"	0.356991266415614
"PQBP1"	"PQBP1"	1.31006246543786
"ZCCHC24"	"ZCCHC24"	0.560707641632756
"HSD11B1"	"HSD11B1"	-0.261598145994081
"PYROXD1"	"PYROXD1"	-1.08009193321502
"BBOX1"	"BBOX1"	0.593125120426685
"LCN10"	"LCN10"	0.0864581759647689
"GPR119"	"GPR119"	0
"RRAS2"	"RRAS2"	-0.589020650467337
"MMP19"	"MMP19"	-0.298112138156232
"STMN2"	"STMN2"	-0.168287665805733
"TAGLN"	"TAGLN"	0.737233431922628
"SLC29A4"	"SLC29A4"	-0.194851386645488
"PDGFRA"	"PDGFRA"	0.0560659900953644
"PDE1B"	"PDE1B"	-0.270946813419062
"ADIG"	"ADIG"	-0.497171744124728
"MEOX1"	"MEOX1"	0.239986959355626
"HIRA"	"HIRA"	-0.683098552957101
"PRPH"	"PRPH"	-0.28473069001763
"C19orf12"	"C19orf12"	0.807270819051592
"ALDH1A1"	"ALDH1A1"	-0.198054310368154
"ZNF385D"	"ZNF385D"	0.100585444291779
"RNF180"	"RNF180"	0.0799725681670556
"SLC25A47"	"SLC25A47"	-0.117487452919309
"DIRAS2"	"DIRAS2"	0.124452296024975
"SPAG16"	"SPAG16"	-0.15862181235828
"FGF2"	"FGF2"	0.571437792840976
"RAB3C"	"RAB3C"	-0.340808534460252
"KAT6B"	"KAT6B"	-0.131315054228797
"ORM1"	"ORM1"	-0.075754439720664
"PLAGL1"	"PLAGL1"	0.63242669364617
"MTMR7"	"MTMR7"	-0.718917703246774
"GNAS"	"GNAS"	-0.743410593655618
"TMEM27"	"TMEM27"	-0.0813078681830945
"C8orf46"	"C8orf46"	-0.346282933288305
"TCTEX1D4"	"TCTEX1D4"	1.25118254829979
"ZNF713"	"ZNF713"	-0.0421985477141767
"ATE1"	"ATE1"	0.515162201519134
"ISL1"	"ISL1"	-0.232032262023453
"MED29"	"MED29"	0.902097904551539
"KIF19"	"KIF19"	-0.349081247692791
"DACH2"	"DACH2"	5.58184483867071
"ADRA1D"	"ADRA1D"	-0.237711406695742
"CCDC184"	"CCDC184"	-0.435859508130385
"USP25"	"USP25"	2.68638390648085
"CPZ"	"CPZ"	-0.363273509339735
"C18orf42"	"C18orf42"	-0.10411344331321
"PRDM6"	"PRDM6"	0.37105447375141
"FGFBP3"	"FGFBP3"	-1.08598364761923
"C21orf62"	"C21orf62"	-0.393489322542904
"GLP1R"	"GLP1R"	-0.269436624282169
"TNFRSF8"	"TNFRSF8"	-0.471640038074536
"FOXL2NB"	"FOXL2NB"	-0.480049710241016
"DCT"	"DCT"	0.707799168522567
"ANKRD34A"	"ANKRD34A"	-0.0644026588987794
"HTR1F"	"HTR1F"	-0.462464745571102
"LARGE"	"LARGE"	-0.643134026246473
"MUSK"	"MUSK"	0.186760564413398
"INMT.FAM188B"	"INMT.FAM188B"	-0.450921657925365
"C15orf43"	"C15orf43"	-0.268136573183281
"APBB1IP"	"APBB1IP"	-0.208973610748516
"HTR2B"	"HTR2B"	0.306801067038405
"CORO6"	"CORO6"	-0.331310047947352
"COX6A2"	"COX6A2"	-0.16893918421203
"PAK3"	"PAK3"	-0.444108359066616
"PRKRIR"	"PRKRIR"	-0.64249883179324
"ARMC9"	"ARMC9"	-0.557385575148119
"ADGRD2"	"ADGRD2"	-0.495934820043597
"SERGEF"	"SERGEF"	-0.515195624417394
"C8B"	"C8B"	-0.239804245525908
"UGT2B10"	"UGT2B10"	-0.162794855506472
"TTC25"	"TTC25"	0.536989965942239
"LRRN3"	"LRRN3"	-0.29727355072319
"NOL4"	"NOL4"	-0.0143936607517397
"OR2G6"	"OR2G6"	-0.204274392940887
"C8orf34"	"C8orf34"	-0.280749866473664
"EPPIN"	"EPPIN"	-0.250987537544093
"ECT2L"	"ECT2L"	-0.22323598432032
"GAS1"	"GAS1"	0.0804399876149054
"KCNN3"	"KCNN3"	-0.366260640469209
"SLC26A10"	"SLC26A10"	-0.616041409963181
"GPR88"	"GPR88"	-0.303024194306019
"MS4A2"	"MS4A2"	1.01937211698889
"XKR4"	"XKR4"	-0.0732800121844052
"OR52I1"	"OR52I1"	-0.402508590096257
"SLC5A7"	"SLC5A7"	-0.538491855796188
"ANGPTL5"	"ANGPTL5"	0.460845062544495
"ERICH4"	"ERICH4"	-0.109909744701873
"BAAT"	"BAAT"	-0.12011736977357
"LGI1"	"LGI1"	-0.093426263922505
"PSG8"	"PSG8"	-0.212269409437733
"OPCML"	"OPCML"	-0.400702077484339
"TUBA8"	"TUBA8"	-0.416044246072142
"CMA1"	"CMA1"	0.559758619453764
"MAB21L1"	"MAB21L1"	1.62734122236624
"SLC8A1"	"SLC8A1"	0.743800657070107
"GADL1"	"GADL1"	-0.301596241527463
"CEP112"	"CEP112"	-0.759246684362054
"ATP1B4"	"ATP1B4"	-1.42278669716596
"COX7A1"	"COX7A1"	0.163543174896806
"PNPLA5"	"PNPLA5"	-0.161214093590033
"RP11.290H9.2"	"RP11.290H9.2"	-0.413666110931145
"CCL21"	"CCL21"	-0.0203555699199489
"UNC79"	"UNC79"	-0.10732243087675
"TNNI3K"	"TNNI3K"	-0.212941108002154
"OR2T5"	"OR2T5"	-0.125902529641608
"ABCB5"	"ABCB5"	-0.210611872687351
"FRRS1L"	"FRRS1L"	-0.443562463506478
"SLC26A8"	"SLC26A8"	-0.982619995476468
"OXCT2"	"OXCT2"	0.0338875619344379
"KLHL34"	"KLHL34"	-0.199883183238157
"LIPG"	"LIPG"	-0.793941112992431
"TAGLN3"	"TAGLN3"	-0.320787556794976
"CLCN1"	"CLCN1"	0.33152034464736
"C1QTNF4"	"C1QTNF4"	-0.258460821180134
"PRND"	"PRND"	-0.290103610096336
"TNN"	"TNN"	-0.0110996412762273
"CASD1"	"CASD1"	-0.557667256804712
"FAM153B"	"FAM153B"	-0.460597937077483
"SLC8A3"	"SLC8A3"	-0.317110833928069
"SLC5A2"	"SLC5A2"	-0.212308849911076
"CMTM2"	"CMTM2"	-0.212819502219601
"NRK"	"NRK"	0.0270809896322107
"TDRD9"	"TDRD9"	-0.197542846911261
"ENPEP"	"ENPEP"	0.574692077643643
"ACTL6B"	"ACTL6B"	-0.0930979762017545
"CD69"	"CD69"	-0.218191007346023
"CYP7A1"	"CYP7A1"	-0.0485897995433712
"CIB4"	"CIB4"	-0.314990237317353
"ABCB11"	"ABCB11"	-0.245411618445826
"SYCP3"	"SYCP3"	-0.282292603403227
"CH507.152C13.3"	"CH507.152C13.3"	-0.496640663258218
"CCDC188"	"CCDC188"	-0.459403345994822
"CCDC69"	"CCDC69"	0.437212492669195
"PIFO"	"PIFO"	0.0426427616993511
"CHRNA4"	"CHRNA4"	-0.384526155541419
"RP11.111M22.2"	"RP11.111M22.2"	-0.347374969769259
"LIMS3"	"LIMS3"	-0.220969607178697
"PROK1"	"PROK1"	-0.148296575550913
"DEFB124"	"DEFB124"	-0.374091198138647
"KCNV1"	"KCNV1"	-0.214050526441746
"CNDP1"	"CNDP1"	-0.187105437279933
"C1orf87"	"C1orf87"	-0.235392310076681
"SOCS3"	"SOCS3"	0.448326392481201
"GYPE"	"GYPE"	0.171355280175539
"CA5A"	"CA5A"	-0.484714063288183
"MLANA"	"MLANA"	-0.187646261573949
"GREM1"	"GREM1"	-0.300920733783422
"LRRC74A"	"LRRC74A"	-0.214595163416966
"EPHA7"	"EPHA7"	-0.299422522249925
"FAM231D"	"FAM231D"	-0.072775839279503
"STMN4"	"STMN4"	-0.0754329081001303
"KCNQ4"	"KCNQ4"	0.202708303938872
"RGS9"	"RGS9"	-0.260416609643976
"TLL1"	"TLL1"	-0.154000227566519
"HTR1E"	"HTR1E"	-0.0563851203503054
"ARX"	"ARX"	-0.35224737366946
"ATP10A"	"ATP10A"	-0.468016580707427
"F10"	"F10"	0.139892690138909
"SPTBN4"	"SPTBN4"	0.0707994126919513
"OLFML3"	"OLFML3"	0.637467296164184
"RUNX1T1"	"RUNX1T1"	0.564045022326698
"PAGE4"	"PAGE4"	-0.106444599642785
"SRRM4"	"SRRM4"	0.00898646051826481
"LRRC18"	"LRRC18"	-0.443269424459753
"NRAP"	"NRAP"	-0.0758127267612244
"LONRF2"	"LONRF2"	0.0220247951896367
"CD1C"	"CD1C"	0.285140288728195
"PTH1R"	"PTH1R"	0.743733653401535
"IL17B"	"IL17B"	1.8523042904154
"ACKR1"	"ACKR1"	0.721505866806002
"STON1.GTF2A1L"	"STON1.GTF2A1L"	-0.703905737111734
"SLC16A11"	"SLC16A11"	-0.587101950239513
"KCNMB1"	"KCNMB1"	0.895087692172085
"CCDC91"	"CCDC91"	-0.371346473433145
"CHRNA3"	"CHRNA3"	5.02452708270295
"MAP1LC3C"	"MAP1LC3C"	-0.203746513553745
"KCNJ1"	"KCNJ1"	-0.0421124543342422
"SYNE3"	"SYNE3"	-0.213493180234219
"PI15"	"PI15"	-0.556534904472295
"CHD5"	"CHD5"	-0.238659581292069
"TEKT4"	"TEKT4"	-0.928359142105142
"PFKFB3"	"PFKFB3"	-0.645565086888109
"HEPN1"	"HEPN1"	-0.272992595990072
"ALAS2"	"ALAS2"	-0.178206033676697
"CDH4"	"CDH4"	-0.293088345786536
"ABCG5"	"ABCG5"	-0.233681737882329
"MTMR9"	"MTMR9"	-0.26485531797961
"GNG2"	"GNG2"	-0.251212739735402
"GLDN"	"GLDN"	-0.164432925063409
"FAM155B"	"FAM155B"	-0.447219021708282
"PRRT4"	"PRRT4"	-0.231499883737726
"GOLGA8M"	"GOLGA8M"	0.0965012712426493
"C10orf142"	"C10orf142"	-0.0550505411683276
"PBX4"	"PBX4"	-0.531057329124158
"CELF3"	"CELF3"	-0.0875054146302476
"FDX1"	"FDX1"	0.922192976778647
"RP11.385J1.3"	"RP11.385J1.3"	-0.155423099287402
"TESK1"	"TESK1"	-0.462315824718554
"ARHGAP15"	"ARHGAP15"	0.0843852259779994
"KNG1"	"KNG1"	-0.286454367077835
"CLIP3"	"CLIP3"	0.537366338303166
"SERPING1"	"SERPING1"	0.1914388421987
"G6PC"	"G6PC"	-0.223380202412678
"FABP9"	"FABP9"	-0.514515215032762
"IGDCC4"	"IGDCC4"	-0.464314345931986
"EML1"	"EML1"	-0.182928988105525
"CCKAR"	"CCKAR"	0.065126722938264
"KIF26A"	"KIF26A"	-0.220574402951144
"GPC6"	"GPC6"	-0.159466709073261
"GOLGA8R"	"GOLGA8R"	-0.523124548767908
"RBFOX1"	"RBFOX1"	-0.1496038312975
"VIT"	"VIT"	-0.113810031788021
"MAFA"	"MAFA"	-0.23996218339456
"C1orf127"	"C1orf127"	-0.372423478081436
"LAMB4"	"LAMB4"	-0.479493740273153
"CD300C"	"CD300C"	-0.460197051478567
"GPR62"	"GPR62"	-0.267819146932714
"MTRNR2L6"	"MTRNR2L6"	-0.275864860736845
"ARID5A"	"ARID5A"	0.21784818306429
"WFDC8"	"WFDC8"	-1.1746371052841
"SAA2.SAA4"	"SAA2.SAA4"	-0.337284813692747
"RND2"	"RND2"	-0.626453399046278
"CMKLR1"	"CMKLR1"	-0.330521347991737
"OIT3"	"OIT3"	-0.581195898057199
"SLMAP"	"SLMAP"	0.880373417229046
"CPO"	"CPO"	-0.111256252188997
"RNASE12"	"RNASE12"	-0.105487749791674
"FGFR2"	"FGFR2"	-0.0447340839422856
"ZCCHC16"	"ZCCHC16"	-0.21479886296958
"HFE2"	"HFE2"	-0.217110594127178
"MTTP"	"MTTP"	0.0351719391786093
"TPMT"	"TPMT"	0.555326680764368
"ANO2"	"ANO2"	-0.395275102410121
"STBD1"	"STBD1"	1.70933868758281
"GLS2"	"GLS2"	-0.151364349096065
"FAM19A1"	"FAM19A1"	-0.240147375391126
"NAT8"	"NAT8"	-0.243565075824729
"ATP1A2"	"ATP1A2"	0.854706002990901
"KIF12"	"KIF12"	-0.425361818645022
"MAP10"	"MAP10"	-0.414971387665905
"HAND1"	"HAND1"	0.703556041210333
"MCCC1"	"MCCC1"	0.0973506140031849
"SLC6A17"	"SLC6A17"	-0.201228185699364
"CPM"	"CPM"	-0.253039471727134
"NNAT"	"NNAT"	-0.181635344918532
"MRO"	"MRO"	1.42849571901407
"MYCT1"	"MYCT1"	-0.071129449162146
"NTNG2"	"NTNG2"	-0.630171737888095
"LPAR5"	"LPAR5"	-0.728654890015436
"FSD2"	"FSD2"	-0.43950595354657
"RTN4RL2"	"RTN4RL2"	-0.492190613871641
"BMP8B"	"BMP8B"	0.716674070520013
"EBF4"	"EBF4"	-0.812833180545636
"MT1H"	"MT1H"	-0.0918420022270443
"CCDC108"	"CCDC108"	-0.0258034824104811
"BEX2"	"BEX2"	-0.621185183433718
"SMIM4"	"SMIM4"	-0.661107751588877
"PDE3B"	"PDE3B"	0.983314161888007
"SCGN"	"SCGN"	-0.118148303350272
"LINGO2"	"LINGO2"	-0.286224128935831
"AK1"	"AK1"	-0.873584181484769
"EGFLAM"	"EGFLAM"	-0.717073912143946
"ZNF473"	"ZNF473"	0.85024739020203
"RHOJ"	"RHOJ"	-0.679545982205952
"LYL1"	"LYL1"	-0.560270366363839
"FITM1"	"FITM1"	0.304885610060769
"CC2D2B"	"CC2D2B"	0.510901055857901
"KLHL42"	"KLHL42"	0.153431848537416
"GLIS1"	"GLIS1"	-0.147904633434341
"GPR61"	"GPR61"	-0.428661632395728
"NDUFC2"	"NDUFC2"	-0.341153317526178
"TMEM243"	"TMEM243"	1.00401017875718
"GPR22"	"GPR22"	-0.146708169672486
"RBM44"	"RBM44"	-0.420754630172288
"ACOT12"	"ACOT12"	-0.0521159349356822
"DES"	"DES"	2.6796894804035
"RAG1"	"RAG1"	-0.56659846054174
"CHGB"	"CHGB"	-0.117419349937728
"HOXA11"	"HOXA11"	1.10684660973518
"JPH2"	"JPH2"	0.624778768537825
"IAPP"	"IAPP"	-0.341448646838774
"CXCR1"	"CXCR1"	-0.125389965214418
"GYPC"	"GYPC"	1.13636338881624
"GLYATL1P3"	"GLYATL1P3"	0.195081321839152
"P2RY8"	"P2RY8"	0.396702913241358
"PQLC2L"	"PQLC2L"	-0.590035183968709
"TBX4"	"TBX4"	0.447816069736197
"COQ10A"	"COQ10A"	-0.0819306419968318
"FOXR1"	"FOXR1"	-0.254414586679328
"SLC22A25"	"SLC22A25"	0
"AL645728.1"	"AL645728.1"	-0.375348078152332
"TMEM233"	"TMEM233"	-0.770354445071704
"ADAMTS5"	"ADAMTS5"	-0.745731945881019
"CACNA1C"	"CACNA1C"	0.309436283091173
"DAO"	"DAO"	-0.138586087838361
"HPGDS"	"HPGDS"	0.777603854906515
"SGCA"	"SGCA"	0.943714552901716
"LCN6"	"LCN6"	0.0223699526967639
"CD93"	"CD93"	-0.76775826501177
"OR2W3"	"OR2W3"	-0.0741367627469581
"ENPP6"	"ENPP6"	0.00988622409938369
"DPEP2"	"DPEP2"	2.16814583180127
"PLXNA4"	"PLXNA4"	-0.0555953086801296
"PAH"	"PAH"	-0.228454902137315
"EMILIN1"	"EMILIN1"	0.543600337460037
"KAT6A"	"KAT6A"	-0.53185094664523
"PRRX1"	"PRRX1"	0.151229804191867
"PTGIR"	"PTGIR"	-0.497742958834786
"ZNF432"	"ZNF432"	3.56713437269817
"DDIT4L"	"DDIT4L"	-0.15694845921744
"MS4A10"	"MS4A10"	-0.334663105364664
"VPS50"	"VPS50"	-0.0167412462422579
"EEF1E1.BLOC1S5"	"EEF1E1.BLOC1S5"	-0.197660749420425
"SMTNL1"	"SMTNL1"	-0.535196692351888
"FAH"	"FAH"	-0.123942922117834
"PCNXL2"	"PCNXL2"	-0.471489688404737
"ASB11"	"ASB11"	-0.271261083978697
"CPNE5"	"CPNE5"	-0.330877336775334
"NMT2"	"NMT2"	2.48421948892411
"SNAI3"	"SNAI3"	-0.366019768187963
"GOLGA8N"	"GOLGA8N"	-0.654161988955419
"DPYS"	"DPYS"	-0.302960966121856
"AC019206.1"	"AC019206.1"	-0.963530443782967
"AXL"	"AXL"	-0.423036869785141
"RILP"	"RILP"	-0.862583300814439
"NIPSNAP3B"	"NIPSNAP3B"	-0.712841486104205
"PTCHD1"	"PTCHD1"	-0.458459426483324
"ABCA2"	"ABCA2"	-0.8153157810052
"MRC1"	"MRC1"	0.0366419105200255
"KLHL13"	"KLHL13"	-0.189119078240358
"HDAC4"	"HDAC4"	0.496201273631741
"KLHL4"	"KLHL4"	-0.130092575287715
"FILIP1L"	"FILIP1L"	0.888262797552112
"CETP"	"CETP"	-0.466741068160752
"S1PR3"	"S1PR3"	0.108109795787582
"ETNPPL"	"ETNPPL"	-0.275161585916811
"FAM180A"	"FAM180A"	0.602334919081523
"FABP3"	"FABP3"	-0.446987960559948
"BRMS1L"	"BRMS1L"	0.0999960714635846
"ASIP"	"ASIP"	-0.354580231265198
"PON1"	"PON1"	-0.167073629798876
"GRXCR1"	"GRXCR1"	-0.0497064363620534
"HDAC9"	"HDAC9"	-0.501933248843335
"AGXT2"	"AGXT2"	-0.0632050472000016
"RGS8"	"RGS8"	0.223331689084136
"NMUR1"	"NMUR1"	-0.459052746344622
"MPEG1"	"MPEG1"	-0.0381193968988459
"TENM1"	"TENM1"	-0.313530054547336
"ABCG8"	"ABCG8"	-0.291496153338969
"CAMK2A"	"CAMK2A"	1.26730389629362
"ANKRD2"	"ANKRD2"	-0.386709530833186
"FBXO40"	"FBXO40"	-0.059689342683231
"WFDC1"	"WFDC1"	0.466877880125411
"MLIP"	"MLIP"	-0.466795748191208
"FAM180B"	"FAM180B"	-0.46489045359833
"ZNF430"	"ZNF430"	0.287677861767129
"KIZ"	"KIZ"	-0.369406602748672
"FAM129A"	"FAM129A"	0.284320378821178
"RP11.407P15.2"	"RP11.407P15.2"	-0.140310880264434
"RP11.162P23.2"	"RP11.162P23.2"	-0.186915305941732
"KLHL41"	"KLHL41"	0.261814056798319
"CCBE1"	"CCBE1"	-0.584803715038685
"MYLPF"	"MYLPF"	0.0128481422052876
"RINL"	"RINL"	1.29662753989927
"ADM2"	"ADM2"	-0.407838708114659
"TGFBR2"	"TGFBR2"	-0.57852645392017
"PCDHA8"	"PCDHA8"	-0.384210169729193
"NT5C1A"	"NT5C1A"	-0.191869665248368
"SYPL2"	"SYPL2"	0.0792605811867266
"RAMP1"	"RAMP1"	0.379574236860491
"SERPINA7"	"SERPINA7"	-0.287514672284349
"SSC5D"	"SSC5D"	0.153156765803118
"TYRO3"	"TYRO3"	-0.29896627906776
"NEGR1"	"NEGR1"	0.850348658099173
"TMEM200B"	"TMEM200B"	0.420974874538793
"MEDAG"	"MEDAG"	0.31365816814746
"OGDHL"	"OGDHL"	-0.607401869449079
"FAM47E.STBD1"	"FAM47E.STBD1"	0.237616241928162
"MYADM"	"MYADM"	-0.0416841271794428
"UROC1"	"UROC1"	-0.101653056952614
"OR2T29"	"OR2T29"	0
"PCDH9"	"PCDH9"	-0.761185914972741
"FOXN3"	"FOXN3"	-0.133147368291074
"ABCC9"	"ABCC9"	0.0325981100564752
"ZFAND2B"	"ZFAND2B"	2.47686555854897
"CRHR2"	"CRHR2"	0.215698841828048
"SERPINA4"	"SERPINA4"	-0.181526531172563
"SALL1"	"SALL1"	-0.407006016231945
"SLC17A1"	"SLC17A1"	-0.135104775887347
"TEX26"	"TEX26"	-0.0816366860709827
"CALML6"	"CALML6"	-0.41826302945247
"WISP2"	"WISP2"	0.0431346690901311
"PEBP1"	"PEBP1"	0.313573528130626
"COL6A6"	"COL6A6"	1.05427222134591
"DUOXA1"	"DUOXA1"	1.39951496424
"ABCB4"	"ABCB4"	-0.475103199346288
"RP5.966M1.6"	"RP5.966M1.6"	-0.280846155338715
"UCP3"	"UCP3"	-1.17267052965301
"KIF22"	"KIF22"	0.56588724162295
"MRAS"	"MRAS"	0.751088873651478
"SLC22A1"	"SLC22A1"	-0.57577004904916
