"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"State"	"MaxFC"
"ADH1B"	"ADH1B"	2.0536160423539	-0.264135132083305	0.413399269331657	-0.6880526822939	-0.312115894081704	0.334263897123984	"IS01"	2.0536160423539
"CHRDL1"	"CHRDL1"	2.00880576378798	-0.0667121051202066	0.446935215664478	-0.859597412397966	-0.162720758023725	0.109825128692235	"IS01"	2.00880576378798
"LMOD1"	"LMOD1"	1.95668575200483	0.0983498710203414	0.142949221208695	-0.795795600875013	-0.2308794839139	0.102449656228038	"IS01"	1.95668575200483
"HSPB6"	"HSPB6"	1.94030904114906	-0.164582895733374	0.331456972771597	-0.743925538605956	-0.304983810311092	0.742326530196319	"IS01"	1.94030904114906
"FHL1"	"FHL1"	1.86810042472547	-0.022273756520268	0.205987252381984	-0.849233364845084	-0.102361598337164	0.616727794099839	"IS01"	1.86810042472547
"SCARA5"	"SCARA5"	1.83628292075733	-0.153692838406356	0.422015790284777	-0.681078048245929	-0.283910293758112	0.251909557363568	"IS01"	1.83628292075733
"CD300LG"	"CD300LG"	1.8007515060783	-0.332021664140476	0.409048498570761	-0.633597298701215	-0.116608062911055	0.277038821926088	"IS01"	1.8007515060783
"AOC3"	"AOC3"	1.7891625070764	0.185793018147393	0.378587436855307	-0.860140667513416	-0.250761939312646	0.0507869846744638	"IS01"	1.7891625070764
"SORBS1"	"SORBS1"	1.78293223316982	0.174262617286673	0.102741490791505	-0.8575447642979	-0.138581175979902	0.413302295886463	"IS01"	1.78293223316982
"PGM5"	"PGM5"	1.77815612005666	-0.053775636273537	0.274124488747758	-0.757302216178687	-0.131270885916968	0.313914269975061	"IS01"	1.77815612005666
"LYVE1"	"LYVE1"	1.75987804505662	0.10363959567121	0.379764155459908	-0.774513487760996	-0.326118223439624	0.183235897229057	"IS01"	1.75987804505662
"MAMDC2"	"MAMDC2"	1.75857203411276	0.232206258661085	0.19291403913451	-0.842543061446251	-0.227953857832496	0.201988005516291	"IS01"	1.75857203411276
"MYOC"	"MYOC"	1.74159131973314	-0.204352969976482	0.114153813127814	-0.575728117012918	-0.181103597373191	0.456538432251142	"IS01"	1.74159131973314
"CCL14"	"CCL14"	1.73829078460942	-0.147309699145918	0.683540019513941	-0.715549086550391	-0.335595256976805	0.223099331303844	"IS01"	1.73829078460942
"MYH11"	"MYH11"	1.72109942822316	0.0355993900380656	0.0533105500754358	-0.642997961115255	-0.173100640974185	0.0202313202519453	"IS01"	1.72109942822316
"DPT"	"DPT"	1.69850645138874	0.22611285522468	0.48466141038252	-0.81977533308183	-0.425091162194971	0.176256536891485	"IS01"	1.69850645138874
"CLEC3B"	"CLEC3B"	1.68725781036847	-0.287977055356691	0.478865585092385	-0.585410459681648	-0.217205707984663	0.232631144203618	"IS01"	1.68725781036847
"TMEM132C"	"TMEM132C"	1.65509213218849	-0.204279463138378	0.561686809449509	-0.693892721449155	-0.159369552759872	0.252405621382367	"IS01"	1.65509213218849
"ATP1A2"	"ATP1A2"	1.64870970295758	-0.191885770720676	0.051230481382606	-0.626912469203627	-0.0756287163578995	0.778063336716807	"IS01"	1.64870970295758
"MMRN1"	"MMRN1"	1.61876726055706	0.0993036026402236	0.630843021797324	-0.841537717659141	-0.235669994664399	0.0663268321398756	"IS01"	1.61876726055706
"FIGF"	"FIGF"	1.61714858864803	-0.358570458257204	0.254442957893806	-0.588594947464878	0.0510142014529803	0.394283417141719	"IS01"	1.61714858864803
"MYOCD"	"MYOCD"	1.58964582362403	0.0777803663869518	0.0828226873104804	-0.634052122127521	-0.178716073943286	0.0644726547339948	"IS01"	1.58964582362403
"SYNM"	"SYNM"	1.58604653686278	-0.142858312628249	-0.0248642424847331	-0.572579070811883	-0.008761053675329	0.331239369931261	"IS01"	1.58604653686278
"PLIN4"	"PLIN4"	1.57508335227727	-0.28523758842981	0.123793045536575	-0.555514130530381	-0.0182959157503273	0.532559102657694	"IS01"	1.57508335227727
"GPIHBP1"	"GPIHBP1"	1.55701921390484	-0.113406618367981	0.534003486508359	-0.719836830555468	-0.112009465494014	0.186254937276891	"IS01"	1.55701921390484
"SYNPO2"	"SYNPO2"	1.52107880378442	0.112942126556195	0.124578159256421	-0.703221632337527	-0.192321589058425	0.485056888263639	"IS01"	1.52107880378442
"GDF10"	"GDF10"	1.49226976726153	-0.188676517309476	0.37660548287629	-0.633151799240643	-0.0587179400623688	0.33319223057491	"IS01"	1.49226976726153
"CAV1"	"CAV1"	1.49186267135773	0.274027283746331	0.142608205635956	-0.585621470950542	-0.43677102791674	-0.127317672813568	"IS01"	1.49186267135773
"RERGL"	"RERGL"	1.48252282792609	-0.226431077974245	0.266890366111304	-0.5343968861451	-0.0963711239936075	0.283164293001387	"IS01"	1.48252282792609
"CXCL12"	"CXCL12"	1.47273404703883	0.417159674289622	0.660464264229477	-0.969440671005714	-0.325690624257489	0.122314242251473	"IS01"	1.47273404703883
"MASP1"	"MASP1"	1.47054769696607	-0.0138604431412109	0.186258443162066	-0.642965846809108	-0.0726289070024971	0.21292291702952	"IS01"	1.47054769696607
"VIT"	"VIT"	1.45897028045518	-0.101074512968834	0.178315136863714	-0.554645579681236	-0.103710037087634	0.174343364818842	"IS01"	1.45897028045518
"TCEAL6"	"TCEAL6"	1.45384272527614	-0.198885416504316	0.0714578401478214	-0.529336869005298	0.078786804403538	0.0956604650694776	"IS01"	1.45384272527614
"PDK4"	"PDK4"	1.45354564703897	-0.101375633963004	0.242197829863213	-0.726433469260847	0.0420916572115712	0.656362226354528	"IS01"	1.45354564703897
"FHL5"	"FHL5"	1.44876571197583	0.186492499690833	0.366445879828926	-0.830338814490695	-0.115011933089656	0.307797930519824	"IS01"	1.44876571197583
"TGFBR2"	"TGFBR2"	1.44456815853827	0.395992727827738	0.476347147631541	-0.911288962816109	-0.204522970710818	-0.043633470687475	"IS01"	1.44456815853827
"GPR146"	"GPR146"	1.43832773653936	-0.0150961549892594	0.446633192758143	-0.827426067254285	0.162423008222494	0.0481940055050929	"IS01"	1.43832773653936
"ANGPTL5"	"ANGPTL5"	1.43427559717633	-0.153028576123739	0.243050797240553	-0.537522543245909	-0.12098294524045	0.251293162002258	"IS01"	1.43427559717633
"FAM180B"	"FAM180B"	1.43258537198598	-0.272518334055893	0.381196878575389	-0.600836541412036	0.0181755673050517	0.370978062530722	"IS01"	1.43258537198598
"PLN"	"PLN"	1.42697107001166	0.399385220522596	0.0326017478030235	-0.776160928538114	-0.303019355850891	0.561029040545922	"IS01"	1.42697107001166
"SCN7A"	"SCN7A"	1.41983959154381	0.116066701676821	0.442380260228637	-0.819128901844675	-0.0601294294064446	0.239664495117875	"IS01"	1.41983959154381
"ITIH5"	"ITIH5"	1.41946703756034	0.113317815538787	0.50784241114404	-0.825668742975431	-0.0224757484223572	0.000528059766819735	"IS01"	1.41946703756034
"TMEM100"	"TMEM100"	1.41841016991619	-0.0362718967680782	0.324049486954336	-0.611293955034487	-0.17936384295115	0.258592796700622	"IS01"	1.41841016991619
"MRGPRF"	"MRGPRF"	1.41775159496378	0.481845337231309	0.426463538607284	-0.89669652076152	-0.307918888760477	0.0338120850291592	"IS01"	1.41775159496378
"SLC2A4"	"SLC2A4"	1.41611683754531	-0.191439135584191	0.0164029797078372	-0.582152293654999	0.0889851912879766	0.613331394349939	"IS01"	1.41611683754531
"KCNMB1"	"KCNMB1"	1.41404339246529	0.221545968096177	0.230958619881533	-0.716730334273933	-0.179938399489174	0.0633200450810403	"IS01"	1.41404339246529
"MYZAP"	"MYZAP"	1.41326705406652	-0.171886225453945	0.242281547470248	-0.450335160520179	-0.233402589407891	0.204890029214689	"IS01"	1.41326705406652
"GSTM5"	"GSTM5"	1.41161260411274	0.220816234971248	0.512057467429824	-0.801184975001552	-0.248485163902739	0.152557931076976	"IS01"	1.41161260411274
"KIAA0408"	"KIAA0408"	1.39735816678615	0.147411686622142	0.309186137165717	-0.809118368509733	-0.00925971279520233	0.256612396572342	"IS01"	1.39735816678615
