"TCGA.55.6983.11A.01R.1949.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.56.7731.01A.11R.2125.07"	"TCGA.55.8619.01A.11R.2403.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.91.6830.01A.11R.1949.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.44.6777.11A.01R.1858.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.35.4122.01A.01R.1107.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.55.6983.01A.11R.1949.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.38.A44F.01A.11R.A24H.07"	"TCGA.NJ.A4YI.01A.11R.A262.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.O1.A52J.01A.11R.A262.07"	"TCGA.91.8496.01A.11R.2403.07"	"TCGA.MP.A4T6.01A.32R.A262.07"	"TCGA.55.8087.01A.11R.2241.07"	"TCGA.50.5942.01A.21R.1755.07"	"TCGA.95.7948.01A.11R.2187.07"	"TCGA.NJ.A4YG.01A.22R.A262.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.44.7659.01A.11R.2066.07"	"TCGA.55.7725.01A.11R.2170.07"	"TCGA.78.7147.01A.11R.2039.07"	"TCGA.75.5146.01A.01R.1628.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.38.4628.01A.01R.1206.07"	"TCGA.MP.A4T9.01A.11R.A24X.07"	"TCGA.44.6775.01A.11R.1858.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.73.4662.01A.01R.1206.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.62.8394.01A.11R.2326.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.78.8660.01A.11R.2403.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.NJ.A7XG.01A.12R.A39D.07"	"TCGA.50.6673.01A.11R.1949.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"TCGA.64.1679.01A.21R.2066.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.99.7458.01A.11R.2039.07"	"TCGA.38.4629.01A.02R.1206.07"	"TCGA.64.5815.01A.01R.1628.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.55.8207.01A.11R.2241.07"	"TCGA.55.8090.01A.11R.2241.07"	"TCGA.95.8494.01A.11R.2326.07"	"TCGA.44.4112.01A.01R.1107.07"	"TCGA.97.8547.01A.11R.2403.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.77.8007.01A.11R.2187.07"
"LGALS12"	0.297166455941368	0.42492820299013	1.46678603533494	1.08217258489469	1.44056098566503	0.490683918414766	1.31173328908473	1.46010726380026	1.44423549840433	1.02948471247814	1.51253163272407	1.38494052892896	-0.227990293939976	0.405300678524287	1.45523363637884	0.521186582909716	0.40492223124379	1.53517219272972	0.632168197615341	-0.996573052140512	0.915755994995932	-0.217148592460913	0.200151724092251	1.30414904867867	1.4923458285689	1.67098536483413	0.710073809638492	1.31766971289844	1.80239599340417	1.47522784915634	1.51371886396003	1.37682608532207	-0.949286437393964	-0.0486589108566425	0.614447133456473	0.763942271489826	-1.3482187008351	-0.634818816875609	1.42304014207698	0.271025512813584	-0.113099405635963	0.702112701460665	1.39490262354341	0.893169398199927	1.41569855452629	1.53170967001366	0.343057902794041	0.163424680489054	1.51875624190211	1.52100713172879	-0.226915335962818	-0.0993082852979203	0.271529074111771	0.371389904090357	-0.0532234928761386	1.49580854136634	-0.119054066805924	-0.403632481706968	-0.185708193634437	0.943278938622365	1.40204734385072	1.42884828659994	1.4923305358049	1.63159529348016	-0.333570856973219	-0.4709736400795	-0.0221810278186709	0.72301471639493	1.5420108978257	0.547874366254546	-0.18422914305288	-0.107765263072918	1.51221054434332	-0.29576662024734	0.986133691180911	0.0336449664063371	1.621729604262	1.53273211102824	-0.157436313743603	0.12397138646595	1.32130183118855	1.69249727041416	0.84242447756251	-0.722591941216153	1.49953808726681	1.49459039753306	0.00361329060802324	1.82384581264747	1.30823659436207	1.31351770341868	1.65167844656039	0.252677302854772	0.825510054002007	1.84802435909997	-0.0826394556794001
"PCDHB15"	-0.275096340967182	0.10919519540921	0.368453000740016	1.60034621236083	1.74056499159385	1.56163899094601	0.839580523515177	0.869890269137183	1.51786657796597	-0.00797564579262248	1.49555663012943	0.00530259407675235	1.53490597993835	0.176049803803103	1.61526577300618	-0.110276794183176	0.52069652876543	1.51888473006527	0.459782562837	-0.754461391696774	0.874907267295447	1.69858365195972	1.53494998335793	0.748582809371629	1.55118400944294	0.620328078397724	0.293813813669986	1.55237166468912	-0.92343406967868	1.73890221835039	0.812013646568668	1.4589121612106	-0.0976413971471563	-1.14265007778898	0.515469408339291	0.171545345216729	0.0498767365038495	-0.86315704226889	1.55476422697509	0.646996878817652	-0.060700528251648	1.59191055331098	-0.66747799155799	-0.315463746395716	1.88645787348005	-1.16620793930604	0.413939334561504	0.61263778013728	-0.741682403821481	-0.708397831559751	-1.04444956389421	1.57444859029504	1.51407740174206	-1.01539149487086	-1.37131622512116	1.50565920908126	-1.00224147045832	-1.32394974681477	-1.30559058221666	-1.02693524061037	0.460780101097982	-1.33741095191638	0.442013735763679	0.140461997609074	0.326650312675442	-0.491552759348437	1.70790539110218	0.552060927229796	1.82188964081446	0.322661236887692	0.680432896652173	0.0972392879328773	0.215356249128408	-0.661260504274028	-0.268257226867728	0.806033794902033	0.191056379833073	1.49569687840149	-0.803652098635612	-0.516654604118671	1.50721047460585	0.157091303524824	-0.450360527682521	1.72887032330199	-1.28782081345381	2.07771762989785	0.0786451367777309	-0.069487696391388	1.62039052048155	-0.04484860845586	-0.992976285971292	1.48344899194895	0.371171623427124	1.7372749237103	-0.0929560675140405
"FAM47E.STBD1"	1.61287519827409	1.39164276539973	-0.337177567107641	1.15257431307097	0.887426284767959	1.07706463337018	0.348063748373201	0.517733682722596	1.39698346029998	0.0168145405670796	0.379986454564387	0.961155092636861	0.992110187829781	1.0124132207325	1.85341919583346	-0.53163990357059	0.432752133699507	1.25674386370495	0.357744317893106	-0.383985470228023	0.961867626453706	0.422189929831987	0.973333826392646	1.60444784150066	1.46301007760858	1.93559444786135	0.604245805876371	1.28304443493348	1.55492417013438	0.458031975410412	-1.09728990844284	0.726638830263164	-0.330017980801907	0.256650696884093	0.0659303338417315	0.445281418139766	1.17799616327495	-1.49599982619245	1.36787310904189	0.131111549770035	0.914397163189295	0.318663804431942	1.26108883635542	0.509938377416022	1.1041754253774	-0.0359446535488533	1.40632852057095	0.725451718966898	1.25898710055201	-0.430577965582116	1.2025145992332	1.77022833037896	0.533567856029326	-0.834568021078488	0.270247668018105	0.900557233305662	-0.35149534845191	-0.0883782863387459	-0.431520241171974	-1.24353164370477	0.833806740734662	1.2713679944316	1.2308353433822	0.403420891868825	1.22359607282899	-0.502281568934442	0.823658805411732	0.71902825516773	1.76699861622121	0.527275248568532	0.808004348387446	1.9285609780166	0.678176543683528	0.712503083636623	1.12309049010435	-1.13784278259604	0.6779183072016	0.868670031532518	-0.248384686995002	0.825994245875853	0.162973740416388	1.59640336679341	0.183576713066577	1.60738843258677	1.15995262772003	2.00654045231193	0.284493742459541	0.106172157831455	1.4119556908268	0.852997741970075	1.82002069128511	1.98453363981802	0.283667760561111	1.0129487330026	0.331279116278406
"IFIT3"	0.217491691185447	0.905139742477459	1.61607615053237	1.40311895203659	1.73783656271375	1.63857251095098	1.64576200079651	0.241855253484353	1.59026444769647	0.494485762658644	1.65989339851855	0.575233538460465	-0.569224421090153	-0.273858857868309	-0.573967737989034	0.493467622191147	-0.230927820662766	1.44113586278603	2.16714080141171	0.783039831615561	1.51350248163344	0.318366694959616	1.95729315895203	1.79784220750971	1.59878559418757	-0.497744800709135	-0.349077778543701	-0.629974403178673	1.49992649442642	-0.0557890626422413	-0.326459312226255	-0.727738119440342	1.31315200286862	1.90528925274339	-0.412455759541266	-0.36299630648387	0.199408102488005	2.55220209629732	1.51583643397589	-0.430381909939089	-0.569224421090153	0.825607336470689	2.3801630078622	-0.217183679011146	-0.395621316792756	0.221226227667159	-1.30075135713645	-1.16867891630439	-1.01523340587189	-0.352636452760673	-0.573696506207063	-0.486659645510207	0.0948531667223282	0.661948836398706	-0.98638175407613	-1.07358931015598	0.0764663119557074	-0.376780099814968	-0.236907936356611	-1.1650919644258	1.52597733069613	-1.26192610017602	-1.18446853327541	1.96833647599836	1.72445428010726	1.64467290250902	-0.943219695681375	-0.530587035703785	1.46646859824495	0.132823064661979	-0.597190961381523	-0.427941262243006	0.329257497707399	1.91051373917848	1.8103301183731	0.248622638814565	-0.262687486244056	-0.317115738771326	-1.24063852751618	0.402855357204572	-1.37896684248058	-0.223433145107175	0.873369498393443	0.521020832943347	1.85298649697134	1.24887967936027	-0.370507286834002	-0.158999268145024	-0.492348932265306	-0.694920248829773	1.79042116581224	-1.28302549689961	-0.757161878745141	-0.967519376022677	1.94014099771485
"ADAMTSL2"	-0.774276147037215	1.56631401490378	-0.343493514162375	1.75370824600428	1.01407685394346	0.0403725131433326	0.0246636693942827	1.69441599704955	2.00022368765698	-0.12273102191978	1.4481746742761	1.56784132705129	-0.263890120679393	1.15027483808591	1.20441143289114	0.512727042518092	0.307510706371601	1.15133684048915	0.453158286581587	-0.232016686701484	1.30573424063974	1.3918480126593	0.329091673653639	-0.255152521934909	1.45871792354487	1.93239589122176	0.635326385892934	1.3925243332695	-1.43898553889646	-0.56747780494851	1.84643301021046	-0.466156085204711	-0.0471811903421806	-0.0957983439833813	0.137344426707047	0.227336623539202	-0.166373833906628	-0.46253743803611	-0.22433230165038	0.0772045323111709	-0.609273502592424	1.51138389320483	0.344044315739825	1.19030583191055	-0.835583630462371	1.35735641491711	0.657711172697572	2.25809721944294	0.49300052320697	0.278062761584557	-0.328378248360322	1.89012402271876	1.46576634471049	-0.58864277983777	0.464950290020347	2.46844689753892	-0.315965305067521	-1.23886600710286	-0.0677112354558653	0.112817969865788	-0.0903591416688687	-0.186214583717001	1.7281004030717	1.94211923106382	0.0973547977731507	1.79850465830012	1.66793301426828	2.08988852263387	0.276092495547055	-0.300768174482686	-0.0464901141717153	-0.298985485514579	0.135652596571981	-0.337227691155554	0.127741081095391	1.1581593431648	1.75721477019293	-0.12039147051939	1.21542787393092	1.25424521696707	2.28950138861537	1.16108440425228	-0.275741353324077	1.39242091859761	-0.572790607284976	1.8841371256504	-0.452599434833138	-0.137151983794003	2.41997391433671	0.419749988016044	-0.0670958301012028	-0.355499970065385	1.52016714898164	1.61452593653321	-0.840819350236743
"PCDHAC1"	1.68636612027016	0.906566265471333	0.262718048468194	1.48885387578857	0.494069733575276	0.158235319622216	1.51035231540983	-0.526568774531597	0.704155499139111	0.657036057496693	1.0332965737947	0.220453992154916	0.186562469228666	-0.301322836139424	1.55591793554452	0.14595363984104	0.636454805624259	0.328473896061404	1.37121746943224	1.43998068876929	1.70019812802737	0.86125521202971	0.113621222937561	0.801050604656829	1.53953958855612	1.54908457127071	0.573748793452751	0.972471764715956	-0.0828634389913339	0.213696177604803	-0.497978184688294	0.0713707614585319	0.24213892196728	-0.474328845296069	1.48404842572466	0.972468347719528	1.53169544002945	-1.04158638447887	0.0606388199901554	0.642876697620831	0.485689419317113	1.54909640524714	1.47583533968602	1.52209399527649	1.69945770034231	0.316264577416459	0.242254980504661	1.47428182979127	2.01080157319161	0.109699383609692	-0.424737439574292	1.55564546269776	1.63467465626129	-1.2068665085056	-0.771352954503579	1.49320983534413	0.183792887334091	0.131545373955151	0.134546203083913	0.248757571343011	0.78822565877919	-1.19305519023933	-0.235239372724654	1.83542131592849	0.152486225664965	-0.517959525777661	-0.446032497013089	0.300060170925141	1.48332640531492	-0.473587862898163	1.46333272475564	-0.960038281903357	-0.502286338897688	-0.326189124892689	-0.418246176097363	-0.460143348737733	1.55423836418443	1.58599580138739	1.67016964710554	1.80317128054173	-0.926885192231531	1.67095811367932	-0.437719611773083	0.217907626465996	0.180037146953022	1.65746681870242	1.67691471889163	-0.960631283100815	0.0764117607212473	-0.44191096922655	-1.16401082704069	1.4759376531528	1.54278483763892	-0.67069337335038	-0.402671509187402
"MYOZ2"	-0.424146882062912	1.57580560057205	1.63227185843992	1.58711486174673	0.809078809193096	0.665904651744805	-0.849860972898851	0.108340949216695	1.43157824150347	0.707275750395173	0.514000814431243	0.377845141842961	-0.722077685160716	-0.443703444843112	0.892221738391924	-0.963309332593142	1.73747699397554	1.67990484006114	-0.786447007735125	-0.446559958702	1.60125991534668	1.00067452745254	1.61638412325784	0.913654528150431	1.71389221145411	1.63057614043093	2.05461887911199	1.72086093711869	0.297238389064	-0.963309332593142	-0.963309332593142	0.738747574135907	0.120780244637415	-0.963309332593142	-0.262917398144173	-0.963309332593142	0.647335549374824	1.58552639873785	-0.0804043019839476	1.10175952115427	-0.963309332593142	-0.476873768804336	-0.167413343438833	1.59553108213557	-0.963309332593142	-0.194482370193551	1.58650072708892	0.0467305959776404	1.66478476040769	-0.0864573542279471	1.59739504007267	1.75212720050522	-0.963309332593142	1.64987569175538	0.210644825980831	-0.862723406676122	0.145199460117655	-0.656003617308333	-0.963309332593142	1.59486203807845	0.524324222199049	-0.244450298559458	1.96072435733604	0.36625164866966	-0.137333924343582	-0.396970555918706	-0.366934039976916	0.369760618228087	-0.963309332593142	-0.963309332593142	-0.963309332593142	-0.746184058434975	1.07619387445196	0.602047493133264	0.468434023570692	0.201444114348011	1.66604378874668	-0.288791494777107	-0.963309332593142	-0.963309332593142	1.62149283059027	1.71803651173867	-0.553944207055438	0.266276368956466	-0.963309332593142	0.15222041669973	-0.387524816643921	-0.963309332593142	1.61279663950998	0.0232577424566413	-0.350365978118404	1.80239844992464	-0.877571664784437	1.64927687252752	-0.963309332593142
"SLC5A1"	0.480846959028557	1.60155594228309	-0.205112073462545	0.167430928714572	0.197819124935683	-0.586521772127151	0.918216176713334	-0.629959317104451	1.59276558099723	0.107855933756855	-0.0314104560759291	0.180069656529016	0.236683360398818	1.61191880564128	1.90230320806711	1.51915602345702	0.0524111489444525	1.58635144596465	0.556891586834718	-0.682609059278299	1.06782031692034	0.763400545057045	-0.530023000738809	1.73305478369923	0.972296291591934	1.5835549225828	1.45492285515134	1.6024981137153	-0.817863438339828	-0.449715070648091	-0.809028390567652	0.111680062339745	-0.374509909734544	-0.720652438330474	-0.405097768082853	0.00327376171532932	1.30313016066162	0.0532150619478685	-0.852314020630899	1.94391817597537	1.50328949411322	-0.674687722800741	0.914638594630793	1.61646868340179	0.86209437715906	-0.57045223203294	1.54931601330387	-0.687883277994208	-0.897168687168703	-0.72636508301459	1.8610955688932	1.46982894279266	-0.412984154835703	-0.899788546400537	1.55007749263675	-0.674794764167019	0.133243198087312	1.84760464400796	0.878214863555217	-0.890041416116444	0.0241428857811966	1.57121827192895	1.58417313560197	2.03312479038909	1.60954815769726	0.0897303848889732	1.50862385489982	-0.89978273386318	1.77163094287763	-0.894309676129079	-0.913864085911512	-0.8825651255183	0.24583347427092	-0.120671920575369	-0.919682344204187	0.176146517130065	-0.827882067344728	-0.805636751329144	-0.0831344677303852	2.26910657457444	-0.534629669293199	-0.401846484851903	-0.846378671112571	1.82736506150536	-0.916320101938006	1.70784630231972	2.17262723091991	-0.639685465340783	-0.855047116442616	-0.172182328889874	-0.334308053015276	-0.363998009631639	2.14677601982003	-0.0159952990300729	-0.892190833794492
"RP11.514P8.7"	0.472037375714234	0.432868831445133	0.580106707618771	-0.581749768682808	1.73107134170471	0.0016599961919054	0.209371871116782	1.6437137169715	1.6254183769462	0.28363669692214	0.481492908415873	0.135484506347831	-0.73643445720243	-0.0981262468610805	1.69829511820704	1.61305428744934	1.64984489620016	1.5827613556853	1.57061306709458	-1.34297301585414	0.757386483427529	-0.46077834744231	1.54992463902918	0.770227770275928	1.6235828357279	-0.129191411498178	0.601167021999325	-1.26831322009886	0.701047145158791	0.129939727854153	0.23612465551385	0.753312285402179	0.116507997688117	0.12952347357802	0.215701623754973	-0.530302018223999	0.398659064931291	-1.23622759716967	0.415964117724059	1.65646175878113	0.515686027995324	0.43248752694144	0.396013936036909	-1.24695420825857	0.255529039720009	0.339407675434384	0.178490029404905	0.361992623366747	0.0495900931299298	-1.15218261897023	-0.600775614362301	1.56774796945529	-1.21909759751275	-0.339274948841281	1.68710179247401	1.57876707769763	0.435937626064556	0.423678507494403	0.293154119980407	1.60217644645329	1.64793948772038	-1.26968233355567	-0.717440660014636	-0.415507156231172	1.41448313885949	0.414058608634548	0.531927224745334	0.520832107833582	-1.14417795841816	-0.522024706910369	-0.780308999415394	1.57102010548692	-0.971915985008419	1.67319025814764	-0.121351256087767	-0.348559396341249	0.484627379282204	1.68380623661158	0.386646396546005	0.510570665745862	0.438192938491137	0.600840551855465	0.498638552695019	0.333599700804566	-1.13579666247819	1.56708014008499	-1.33543443176649	1.60491617330279	0.265930526952276	1.4803735006582	1.41710699390522	0.488365018786771	-0.465362298909064	2.29229624303772	0.372407423903119
"YIPF1"	1.05813183998028	1.0267475502552	0.284380478716282	1.32918597850009	0.806353038888781	0.447524896863389	0.903236523180136	0.920400431800331	0.884870854549271	0.596979146966192	0.18454244726281	1.23953735333825	-0.385381070214904	-1.09685272452788	1.13295322997261	0.285446969682637	1.07362726289936	1.06454958360988	1.06262253930633	1.19068091183271	1.10433796299327	0.160252313262703	-1.21734652027133	-0.0855770158915307	0.315856407851585	-0.897449898687926	0.99343313996655	1.48698246617006	0.522879954496682	-0.823186682398035	0.844413064225023	0.979310031381287	-1.28464342261717	-1.00582932700569	-1.17952876504309	0.961683698584332	-0.432141932885875	1.12449005604729	0.374144205761029	0.384117802127872	-0.0212733160453415	0.575065966072852	-1.9418194780923	-1.52982878576779	-1.49381617928718	0.894627688633315	-0.932326241025703	-0.975556427550589	0.781273286802491	-1.85085651160189	-0.575366322890828	-0.433484327596758	0.431521803737365	1.34035601655093	-0.216481081354113	-1.2478533810042	-1.20580483453628	0.139627203654342	0.123882769896769	1.25707837884928	-1.20936837444716	-1.08053826459881	-1.53742711441813	-0.587593761343213	-1.07211692123184	0.99319612802629	-1.29547419226945	0.0240939395577331	-0.0339012479581149	-1.21731823779761	0.926075310080618	0.114005166812744	-1.78477420890038	0.226819666582526	-1.61026062713348	-1.04572116751949	1.26739313492842	0.303812170379186	0.995337906723367	-1.57972785061015	-0.829990339581647	1.98852765485826	0.520259302353635	0.54215403034439	0.34320313450964	-1.0674549991604	-0.56215840909755	0.454133633493492	0.746893066502865	0.0477834711329631	-1.64815039098998	1.14038936980207	0.0646456292006412	-1.17195761915629	-1.46325575163551
"DENND1B"	1.20727200932657	1.43499787694177	1.51654911023997	1.76542628557669	1.64945194768822	0.9628024343382	0.630141840332942	-1.06295058238404	0.37924553199865	-0.52531501735805	0.601801409355739	-0.932160697011475	-0.496852275650519	-0.175806014009321	0.842837374203254	-1.05446814079894	0.985695536398633	0.777642600358905	1.0036304895085	-0.833082143232875	-0.256058347838358	0.834005923623119	1.51490938333203	-0.0166021526556119	-0.0414032261905374	0.645646041464077	0.488889561572495	1.71090318032592	-0.442067726840595	1.93156382601154	-0.720444340842073	-0.211954905495055	0.522213667376983	-0.576026152059836	-1.9939460135614	0.741802184534841	0.250035702201822	1.27563164282303	-0.196027355621609	-0.447592079101959	0.428049535930097	1.29392857166683	-0.554784279852848	-0.92014047629434	-0.452757075871374	-1.12216576942617	0.378062013560539	-0.71533206051318	0.00265447683729638	1.32940628268235	-0.2067146668666	0.621663413683089	1.69734775972268	-1.04978136380649	1.09763436538908	-0.255827901681722	-0.947211100827713	-1.02119866463234	2.05390428922626	-1.85456586879751	-2.34719240622697	-0.626593651809833	0.768727615220855	-1.20473726378861	-0.890974297221399	0.0719317983514698	-1.30489734507119	-1.34015646094125	-0.41883221899708	-0.763728077045297	0.475269552084851	0.702165142681278	-0.659689910290618	-0.707403085792978	0.339910425566112	-1.18601052160244	0.261823672366583	-1.20450642145583	0.491638378866793	1.03017988764035	0.513533477097883	0.997890090085759	0.107667066663456	-1.08045190121278	1.8546457919127	-0.054019468503813	-0.654495278528634	1.29835056558158	-1.60679978347683	0.375294767808385	-1.4633553594532	-1.77750464171693	0.445199537152334	-0.321847389045764	0.0718290513039355
"CD80"	1.80268292774632	0.361061915651009	-0.320451752050351	0.822336810199895	-0.496059417716388	0.109897715113647	-0.0508031679814349	1.80238501473706	1.54832142101093	-0.196767527208321	1.5187670237799	-0.413906834743772	0.221293005579313	-0.0974513670920866	0.234623190840025	1.71978075887261	2.11250121134571	0.297815491428188	1.44302742229137	-0.449785578040662	-0.0328973182166852	-0.0928652431388412	-0.105873920347907	0.354221631493279	1.02205971388021	-0.301456626206226	1.40749424490892	0.0096631971498101	2.06388086916708	-0.057160783428912	1.23641616435575	2.01117963867087	1.97062724111282	1.45697894187991	1.57929159969003	1.23067393268164	2.19524389731772	1.59422535615728	1.26395421940906	1.23510322906118	-0.340029665952612	0.640792859434113	1.50133967918291	0.150349493060349	-0.106578077320402	1.32032041083029	1.02205081756762	-0.326523436938453	2.17520831359909	-0.702916305009843	0.813102786059266	-0.0145453526340102	-0.724141468264439	-0.429341294848163	0.0224133178555602	0.133695610071534	-0.441299232019745	-0.424878308379986	-0.968254916458839	-0.986064313158282	1.54195246876094	-0.634696347330223	1.86048051383562	2.11746618927939	-0.0421245065411178	0.000860417386704433	1.02299165363777	-0.32557469467953	-0.838222140904913	1.35067933616585	-0.028280977235575	1.56899721770624	1.95391471983287	1.85626106908407	0.896783131047276	1.73884429308634	-0.144944490827359	1.98271976993255	-0.63782803963643	-0.329831310914267	1.74864779178325	1.69815232926973	0.993131885295551	0.197525478951065	1.49109432004755	1.65076921468185	-0.235196694467735	1.74708910815707	1.63182882842471	-0.635377792798336	1.70733047705048	-0.368917954645498	-0.0107071940193356	2.03960237519913	1.19093778818689
"LY96"	-0.255065708780572	0.375832296272899	2.10759520203684	-0.855096334370918	1.18274830312102	0.346134300804295	-1.07555511413442	0.664380659333791	-0.734240256087807	-0.855028805063205	-1.02300701759835	0.87645805647125	0.351752972584974	-0.902127922560625	-0.137612340562216	0.0281667247002772	-0.709455381585596	-1.36724570921388	1.36581406070973	-0.638447358260356	-0.86711007271147	-0.609330149107843	2.02428882565318	-0.944029923721906	-1.24579151312414	-0.226232851369596	-1.73971446984565	-0.104831805109516	1.62857590045736	1.08092924233234	1.66547632046221	1.57335277159553	1.84656837845714	0.941504453767158	1.29867978916568	2.46209372965187	1.99724185232242	-0.223479152919312	1.29612825127002	-0.759035335634751	0.560252973487842	1.71691513301444	-1.26101090348278	0.615632077716724	-0.703037597078718	1.75680864284007	-0.989970120125708	1.60083539290949	-0.828232468896658	-0.721222687002633	-1.05798436282831	-0.504867331887198	-0.12311278615307	-0.364059396672829	-0.273453776688338	-1.24655970258874	-0.152625784020058	-0.905015552118483	-0.605081487410419	-0.916953704113758	1.42283115226926	1.77660704636963	-0.505313460203788	1.7166779240101	0.312908432257991	0.488886691423341	-0.537989416697001	-1.30953856416068	-0.965025009988618	-1.26411252229371	-0.880912843089356	2.21448191170788	2.05073695432366	0.934277193550513	-1.24692815814957	1.302293351796	-0.409446358583671	0.729098380308436	-0.783055939242064	1.33240080431801	-0.100659647056975	-0.53180540898897	0.396714866199543	-0.936428034602913	2.22855732884378	1.46173452356215	1.63188019281405	1.37667737056255	-0.357933432522697	-0.604555402282284	-0.22965047060765	0.101960751413929	-1.02583105426711	-1.03502701586291	1.39897229194742
"MS4A6A"	0.558790465112868	-0.692678036664289	1.59320438832156	0.00836153196725682	1.30908879766679	1.52261992060598	0.583679813248969	1.66399357402398	1.50365789766567	-0.169275700716556	0.492262619672575	0.0352203070070818	0.0602641880063256	0.675269077768139	0.319746738552166	1.58440200307506	0.00949898870944993	-0.457529959327973	1.5937469877418	1.5524944558635	-0.447101159287866	1.30280070216111	-0.220832472809767	0.831970828286072	0.634928842672249	1.50180626223227	0.158228852670833	-0.605922623692975	1.94264997802248	1.4447010890541	1.87781189546965	1.42843342565242	1.4186669717593	0.170089407358499	1.43757203981379	1.50852307462615	1.42845885302863	1.41385444494595	1.34406281071917	0.57256160117929	0.123477302210934	1.55622566451129	0.847779176255731	0.628676216277115	0.134713206931012	1.36887314602769	0.773855771386902	1.5113611316929	0.157959238735157	0.531802321504266	-0.580962001985334	-0.343285296701221	-0.0124683077818814	-0.194390459011428	-0.485007558737709	1.30339757559571	-0.655081744324743	-0.395156838055719	-0.777903552845311	0.619470379965712	1.53775229753817	-0.292692742867453	0.0860663871202301	1.56595769063911	1.01964537509756	1.48570181382637	0.287924468713285	-0.0152175097061652	0.0296569353137985	1.51797171344269	0.599084386341625	1.65029669884325	1.87864216199259	1.5284072502505	-0.354977758267852	1.44283762619538	1.44265601123197	1.38788619029906	-1.3513504904731	0.0131558358434058	0.301375788881982	-0.105554387820225	1.65723681615155	0.790203395962877	1.54017143460487	0.938623836479492	1.56808892149525	1.46351688780633	0.763114663423013	0.00999159035977516	-0.380195973750214	0.172188265017794	-0.387305838855632	-0.0388698836104484	0.857779912080048
