"TCGA.55.6983.11A.01R.1949.07"	"TCGA.44.6776.11A.01R.1858.07"	"TCGA.77.7335.11A.01R.2045.07"	"TCGA.77.7138.11A.01R.2045.07"	"TCGA.44.6778.11A.01R.1858.07"	"TCGA.22.1016.01A.01R.0692.07"	"TCGA.55.6971.11A.01R.1949.07"	"TCGA.51.4081.11A.01R.1758.07"	"TCGA.77.7337.11A.01R.2045.07"	"TCGA.22.5481.11A.01R.1949.07"	"TCGA.22.5478.11A.11R.1635.07"	"TCGA.38.4625.11A.01R.1758.07"	"TCGA.56.7731.01A.11R.2125.07"	"TCGA.55.8619.01A.11R.2403.07"	"TCGA.43.6647.11A.01R.1820.07"	"TCGA.NC.A5HJ.01A.11R.A26W.07"	"TCGA.50.5931.11A.01R.1858.07"	"TCGA.44.5645.11A.01R.1628.07"	"TCGA.91.6836.11A.01R.1858.07"	"TCGA.58.8393.01A.11R.2326.07"	"TCGA.50.5935.11A.01R.1858.07"	"TCGA.56.7582.11A.01R.2045.07"	"TCGA.91.6830.01A.11R.1949.07"	"TCGA.56.8309.11A.01R.2296.07"	"TCGA.44.6777.11A.01R.1858.07"	"TCGA.22.4593.11A.01R.1820.07"	"TCGA.43.3394.11A.01R.1758.07"	"TCGA.91.6849.11A.01R.1949.07"	"TCGA.35.4122.01A.01R.1107.07"	"TCGA.50.6590.01A.12R.1858.07"	"TCGA.50.5049.01A.01R.1628.07"	"TCGA.60.2704.01A.11R.2045.07"	"TCGA.21.1076.01A.01R.0692.07"	"TCGA.55.8301.01A.11R.2287.07"	"TCGA.55.6971.01A.11R.1949.07"	"TCGA.46.3766.01A.01R.0980.07"	"TCGA.MP.A4TJ.01A.51R.A262.07"	"TCGA.66.2767.01A.01R.0851.07"	"TCGA.98.7454.01A.11R.2045.07"	"TCGA.05.4249.01A.01R.1107.07"	"TCGA.55.6983.01A.11R.1949.07"	"TCGA.93.7347.01A.11R.2187.07"	"TCGA.69.8453.01A.12R.2326.07"	"TCGA.38.A44F.01A.11R.A24H.07"	"TCGA.NJ.A4YI.01A.11R.A262.07"	"TCGA.85.A513.01A.12R.A26W.07"	"TCGA.NJ.A55A.01A.11R.A262.07"	"TCGA.38.7271.01A.11R.2039.07"	"TCGA.O1.A52J.01A.11R.A262.07"	"TCGA.91.8496.01A.11R.2403.07"	"TCGA.MP.A4T6.01A.32R.A262.07"	"TCGA.55.8087.01A.11R.2241.07"	"TCGA.50.5942.01A.21R.1755.07"	"TCGA.95.7948.01A.11R.2187.07"	"TCGA.NJ.A4YG.01A.22R.A262.07"	"TCGA.44.5645.01A.01R.1628.07"	"TCGA.44.7659.01A.11R.2066.07"	"TCGA.55.7725.01A.11R.2170.07"	"TCGA.78.7147.01A.11R.2039.07"	"TCGA.75.5146.01A.01R.1628.07"	"TCGA.97.7553.01A.21R.2039.07"	"TCGA.38.4628.01A.01R.1206.07"	"TCGA.MP.A4T9.01A.11R.A24X.07"	"TCGA.44.6775.01A.11R.1858.07"	"TCGA.69.7761.01A.11R.2170.07"	"TCGA.MP.A4T4.01A.11R.A262.07"	"TCGA.73.4662.01A.01R.1206.07"	"TCGA.44.8120.01A.11R.2241.07"	"TCGA.62.8394.01A.11R.2326.07"	"TCGA.63.6202.01A.11R.1820.07"	"TCGA.78.8660.01A.11R.2403.07"	"TCGA.44.3396.01A.01R.1206.07"	"TCGA.22.4596.01A.01R.1201.07"	"TCGA.95.8039.01A.11R.2241.07"	"TCGA.MP.A4SV.01A.11R.A24X.07"	"TCGA.97.A4LX.01A.11R.A24X.07"	"TCGA.55.8510.01A.11R.2403.07"	"TCGA.69.7978.01A.11R.2187.07"	"TCGA.NJ.A7XG.01A.12R.A39D.07"	"TCGA.50.6673.01A.11R.1949.07"	"TCGA.MP.A4TK.01A.11R.A24X.07"	"TCGA.64.1679.01A.21R.2066.07"	"TCGA.86.6851.01A.11R.1949.07"	"TCGA.99.7458.01A.11R.2039.07"	"TCGA.38.4629.01A.02R.1206.07"	"TCGA.64.5815.01A.01R.1628.07"	"TCGA.55.8091.01A.11R.2241.07"	"TCGA.05.4398.01A.01R.1206.07"	"TCGA.55.8207.01A.11R.2241.07"	"TCGA.55.8090.01A.11R.2241.07"	"TCGA.95.8494.01A.11R.2326.07"	"TCGA.44.4112.01A.01R.1107.07"	"TCGA.97.8547.01A.11R.2403.07"	"TCGA.49.AARO.01A.12R.A41B.07"	"TCGA.77.8007.01A.11R.2187.07"
"CD1C"	1.03704613330634	0.869526816967738	1.11239493369383	0.787613300334362	1.31289739097048	-0.0803668110031336	1.33782762459926	0.0430617050411391	0.819782732026134	1.44385628665736	1.3767178778096	0.38219819825694	-0.085901829356522	1.16157416538194	0.855455860066903	0.565049422151772	1.13477862601229	0.661995518809889	0.96739394685364	-0.482823184323506	1.51648231049897	0.650456523276342	-0.281966111578865	0.350733484793092	1.40735755786582	1.31946327472812	1.07535128704933	0.327119712002123	0.463633445581124	-0.0385601107866602	1.00254983224659	0.263919417091757	0.527665006393539	0.275464589858756	0.634909039235318	1.50924265786943	1.36398043172747	0.848659797458214	0.638269669052529	1.70236529855734	1.46416895779802	1.48201631936437	1.24768924610577	1.38234259000874	1.41101388277535	0.828608368804203	1.5817268068445	1.62074474767167	1.44427633424281	1.50670800746363	0.462479953099343	1.63527397946758	1.28895033694419	0.121080090390523	1.38371027930032	1.67509716873994	1.19155351888986	0.661175581649924	0.589510816330918	1.21501420215172	1.35533651566196	0.475025507580141	1.32699562241294	1.60403410465688	0.575425354230236	-0.029407723450657	1.39299612136646	1.41159413317583	-0.702304466867598	1.3210698807852	-0.0742549678366267	-0.0329223815341744	1.41494580998162	1.64725759482966	-0.0655567145965034	1.37731817739793	1.31323421080862	1.35658294883327	0.172622075806378	-0.000670352448557719	1.38158679208486	1.42626027677908	-0.133390857698655	1.56132990242525	-0.836879997866299	1.3555209558496	0.322572392332189	1.40878954161629	1.35749831915578	0.689495341448025	1.60434790960691	0.214150267046383	1.23843382902448	1.53819355032365	-0.996266906160848
"FCER1A"	1.32151074019902	0.879831026585631	1.36612855816706	1.44834400914264	1.37100449154249	0.132010270399172	1.51192759848724	0.894281368002807	1.30785596838269	1.45615973141668	1.40014482527409	1.31704586099515	0.00828944981149671	0.346869469974926	1.32492800876065	0.774579714130183	1.31545156044138	1.27611708471006	1.40457868035595	-0.248787849274167	1.45391295168239	0.912539402270685	0.012519105510613	0.977442731191733	1.35145649413824	0.982129572589711	1.47383376156464	0.891783773313709	0.420013734138438	-0.91280421809564	0.224134696200212	0.691858831872682	0.224704458399409	0.29215566319708	0.0128393824289514	1.47807109240336	0.0879362986477342	0.767937897934909	0.632019036473067	1.79197238081174	1.44520016050184	1.35590232401993	0.679241688136885	1.49060547916164	1.4673625778335	0.500213604238877	1.55414407804552	1.30502195799988	1.26328860413656	1.36453183920362	0.275293609903542	1.76907885963507	1.43103541677862	0.448171338715452	1.44193559271127	1.67370033151908	1.42895513771852	0.843028253219864	0.354064871003037	1.04438300049974	1.58290514737266	0.876815816835799	0.783455237235213	1.4763577719753	-0.134029327777505	-0.560888122099587	0.736231312057988	1.49876546843182	-0.704918073045961	0.0941241536695049	-0.345035980181759	-0.00304756486863872	1.75799233694615	1.54281931045614	-0.148173675578	0.730831187576857	0.850060641785011	1.45408488112109	0.746256702826552	0.0145623508559497	0.799617687284176	1.60206677153047	-0.789827294837201	1.44887638821728	-0.93702070626755	1.33130452583705	1.55888960983872	1.13139765555174	1.38976109476269	0.691008540545435	1.51461052275587	0.241387021599022	0.655324324255347	0.843030238427331	-1.31458518646688
"CD1A"	1.41042196612222	-0.256975314689708	-0.528326713561992	-1.20118751130813	-0.849958891107635	-0.674201009273998	-0.132340471624969	0.152804917866604	-0.746840431752991	0.337850483077165	-0.378705829276244	-1.11163570079213	-0.349996426477041	0.731766453833265	-0.838160253729838	-0.689997313290064	-1.08298261602637	-1.19714715533179	-1.08687579560976	-0.220653162180574	-0.331171534912817	-0.449019056525848	-1.23218083490941	0.290654373698214	0.26269546744732	-0.237472582712383	0.989469674684866	-0.623627316152769	0.32688000949587	-0.198851032305729	1.38561124333079	0.497530201587932	0.541418883836883	0.684824927461894	-0.0712453496146531	1.47056606503508	-0.315563745802816	1.09210856896895	-0.417342769244559	1.78631312295857	1.43118281152443	1.45980799630961	1.01652022315465	1.47275818056985	1.49891862494367	0.758206854904729	1.53986821447015	1.45188775888348	1.46399798328193	1.42265290752119	0.639319475638852	1.69033418967955	0.557577798904478	0.388183317085978	1.5010159180005	1.62429748458938	1.41396499761697	0.742777135016229	0.25587911788301	0.415364560904348	1.57342991355002	0.913104219711148	0.308164924641354	1.49095977251826	0.509108645822735	-0.154990222220375	0.947197824080696	1.461125100865	-0.670245882950987	1.40525475454175	0.170965604162245	0.724284894378016	1.60717182126681	1.56637750805659	0.313061416477363	1.10296209721644	1.44603409493829	1.50923916177287	0.587921759118525	0.188042618171776	1.46651953551509	1.60080720766749	-0.657792766102735	1.47845680172142	-1.17997054993491	1.47414769516119	1.54166016416643	1.40675067793528	0.678313707858687	1.06671690993966	1.56081999951658	0.509399141220188	1.45407487758099	1.444313421946	-0.94954764167216
"TLR2"	1.18948931025047	0.928434880072627	0.301163934560619	0.369023477178147	0.50952041850439	1.0505658980664	1.58167543414428	0.372735336161434	1.08440167383983	1.91239553944184	2.15752199569117	-0.240037612100289	-0.493572603023775	0.0835276493784647	0.559275765767533	-0.251578827740472	2.17809980353807	0.44744433187491	2.08185097337642	0.596621825516102	0.624257846956395	1.21050615623646	1.06518060366126	0.473268843224359	1.33939799817796	1.64446396614895	1.12915182692583	0.708293205262692	0.0569128973853698	0.389723125112903	1.62648874022675	0.804330152003059	0.322668715402424	-0.0825122420312557	0.262613699869473	0.0950106714370301	1.92569373462858	0.63278117348556	0.934769669545422	2.71245230216625	-1.19074520791433	2.60085016900729	0.0667640162135513	0.235278149970164	1.78765701691229	-0.0570968044643142	1.68198284405513	0.84188723647763	2.06353345162378	0.885901234995595	0.888569732108755	2.47701783292556	1.57348771054361	0.176020562438013	1.05478664931495	1.59553067669977	2.28508821181194	2.41482026617176	0.577394853639484	0.916839425636955	1.00349652248306	0.100102973605965	0.343999977286938	1.51482517687647	1.59808736971382	0.0414962267541077	-0.311631523026363	-0.697208216407781	-1.20023577788635	-0.485615446474035	-0.601157552348965	1.31471065838063	1.04284003889283	0.897094734906514	-0.207800426996497	0.72201935954159	0.501014316047828	1.04836661597768	0.769721243668491	1.1428930804182	2.0067722716953	1.08689319734473	0.876433391855434	2.36816319390412	0.243531567139418	0.155276324204434	2.79712507615536	0.669742877183568	0.34713318004316	0.118890485553126	-0.921783246108749	0.476298893974319	0.0057426068878356	-0.0586388088137538	-0.584106077078423
"NME5"	1.77616668549224	1.77047400464206	1.4893445606381	1.59263979454179	1.19152757616235	0.105975237989058	0.781699043471638	0.707364523723617	0.498639178371215	0.403554557054588	0.183929794608078	1.50165749127723	-0.431585955910714	0.642298088280374	0.703692300564653	0.230661413250337	-0.242245860390566	1.74608225880184	1.60551329709394	-0.289651807030786	1.68891880315786	1.76198981392763	0.245229863423109	2.20531548692394	0.478722898289423	0.265422520781503	1.71006672816547	1.85825240546462	0.0130908282677194	-1.018786761831	-0.31954230422988	-0.0557143431994317	-0.326941123959527	0.434644710864379	-0.0450522735705313	-0.333245180787915	1.77866148139485	-0.56247455692796	0.378878266255618	0.13676250932371	1.61374087850927	1.77525467262488	1.65791174550333	1.94306008935209	1.81565812578655	1.74500821743235	2.1822522446924	-0.26318295283649	-0.790705755322751	0.382001627436292	1.49414092112246	0.514194488541415	1.69501536456786	0.69500096202147	1.60071344236175	1.9901717822212	1.9837037515087	1.50384900576222	1.85760213398607	0.148811550739942	1.7724380693846	-0.944148424585301	0.492782401657659	0.96658886290507	0.971397517810783	0.640621955637348	1.49683729366441	-0.824834078135834	-0.266416080057021	-0.337499008218458	-0.291485574840659	0.378586911052161	1.67018978779448	1.69937511897785	0.460535199196445	0.439173150001051	-0.353849607290267	-0.28305180522839	1.70390467216252	1.69712100629463	-0.257575585315589	-0.271979976913602	-1.00060958025053	1.85648232317418	-0.576129268761405	0.185544032795601	1.69850457588367	-0.333687359640388	0.339214520631162	1.67783133082543	0.140943631305901	1.09209131872037	1.55418284805397	1.70459412364679	-1.08426816952875
"CD1B"	0.730795569506037	-0.0624306815932339	1.08304388988557	-0.495329600700718	1.47636276123903	-1.09038158059713	0.638903428591898	-0.265247003895962	0.413300371441512	1.37737540877068	1.22812669416974	-0.647366356495866	-0.435698669454635	0.491491365689074	0.163602539464473	0.439154044666407	-0.185553885288894	0.970102463054989	-0.437642182325149	-0.938665536159769	1.42379799558507	-0.323065346034627	-0.827674667715486	-0.278019727585574	0.987881648998673	1.47160727446499	1.47171011063891	-0.786118244509328	0.556969306534128	0.264841294627503	1.3777750740666	1.47776077320467	0.678311110388991	1.42714904641514	0.3941207233765	1.5551251420435	0.30726800728144	1.44027944492986	-0.262715350447624	1.59895341276833	0.726008786577524	1.52605383028174	1.56064521760425	1.45310354646927	1.24240311211243	-0.258145599063237	1.45308446550954	1.50921115961646	1.39867035752793	1.47478777806319	1.44205988816106	1.58486191516757	0.535776812411954	-0.260304499100637	1.42746628276936	1.84382944263771	1.45495068243526	0.401172497893199	0.728616243429094	0.483609742144111	1.38884609807072	1.14600256040017	1.01862114700948	1.66416520312939	1.54185169393396	0.380492146181692	1.70961541181761	1.5542289772378	-0.684058580854033	1.46547658808259	0.0322309974603404	0.344239387898492	1.5248915000067	1.70169512230482	-0.0929515095396509	1.52030527563229	1.44187271750084	1.44177907479717	0.369806663090744	0.523658939115196	1.33317196531829	1.32668887922571	0.28170884403932	1.73849107429948	-0.554421936623333	1.42670904111072	0.222069036222252	1.43471636333869	0.450474901223196	0.360222332899823	1.42083183314979	-0.523147998842622	1.43606575370721	1.7644203259341	-0.261433263470429
"HABP2"	0.156749822453077	1.00516401043451	-0.635829662679147	-0.939804634585411	-0.913646328394239	0.576964626826611	0.499164130707938	0.0790470839980714	-0.324057375538724	0.531060588755202	-0.0598453717180912	0.819928490414794	0.54978187926926	0.543053238413145	1.03165160309981	0.221927406120887	0.511134684719021	-0.181730965440425	0.663591100182495	-0.608734847289475	1.28537331793506	1.13953126594182	1.29452792130469	-0.114507387249295	0.990058277088926	0.455637395417923	0.450397293503908	0.719520671579739	1.3041948804723	-1.66816825361177	0.332798370519665	0.366323029241701	0.675368241149612	1.30188574326834	0.647312929054171	0.390556127780209	1.31157621671965	-0.0570289060030574	0.498903009437346	1.43961559574744	1.35438216865232	1.41851847786015	0.594537880313064	1.30807894978026	0.879047512362465	0.321954552693284	0.984394354653596	1.28857530391524	1.46654594537673	1.30052706894465	1.3037280081191	1.45299247196152	1.4703299108756	-0.754041799057135	1.38669629287646	1.47479453581183	1.31822030901837	1.32344290323061	1.31433605250906	1.08551581994354	0.92532203051319	0.569699999473928	1.28615498948243	1.35612964154189	1.40125791079038	0.0725844548389591	1.32961982434041	1.294481892786	1.28438556573014	-1.11841429309143	0.0845141410753461	0.227619984150864	0.262104004273647	1.3615015420334	1.391841431803	0.956285665504673	1.15771830215374	-0.233154134305653	1.40092583467802	1.3819526016435	-0.283584853097064	0.378202801694775	0.24774545897122	1.36847409417124	-0.569663678292717	0.696983239003246	1.32075284719051	-0.839931949316944	1.28895782793477	1.29971566816984	0.160969654499026	0.0886498454208894	1.53037285029658	0.0574368367940087	-1.66816825361177
"MYBPHL"	0.206650387835512	1.84158407652056	1.82400608808923	1.82832405143821	0.235186908547079	0.160273132095075	1.82563727402608	0.950181222333936	0.2924453197558	1.8207923259754	0.294089945696955	1.81818408901954	-0.366793084978358	1.0638490430521	0.980449131467422	0.222859864343117	0.226536503707658	1.81693350901041	1.83085648041366	-0.569734137305488	0.146958236422889	0.144873688338651	1.80899080462062	0.663640285224411	1.84640528142711	0.344478156837258	-0.0264407399982135	1.24911675265438	0.595479299768763	-0.837113818966892	-0.565750045081485	-0.496727511165245	-0.176598054111599	0.344592967058231	-0.60109059838059	-0.656343636969029	-0.457255968276284	-0.617430572313518	-0.502482381326116	1.8079643233197	-0.583396514512686	1.78704260226825	-0.253578157962235	-0.00930503338221086	2.02452249020501	1.79609079341215	1.83980838171884	1.83941101084682	2.26914811574894	1.84623565487104	1.81549447012019	0.0806293715328593	0.355758261012903	-0.738031470929123	1.79690738306641	-0.544744360658882	1.81074771195592	1.8170792408534	1.828767018739	0.281477567972818	0.207503134916091	1.97571847277954	1.8151851550729	0.110647574086711	-0.771823429239018	0.282033094619728	1.93233219274896	1.86944191664992	1.81348417785277	-0.633512122667391	-0.558730106987485	-0.456542037254093	-0.226076796531893	-0.391940224188839	0.183462408081079	0.0790435967850497	1.80419756699767	-0.805294764554177	0.309892298541892	1.77112723341563	-0.645122791586258	-0.263050073383654	1.84043731248175	1.93337842080133	0.305283312403445	-0.54308050143633	-0.662304321867739	-0.716956815759517	1.90427842516916	0.214601646988994	-0.092397443604672	1.8550373528958	0.277477119628062	-0.646295096924966	-0.295393623931752
"LMO3"	1.99493424229385	1.46399304280484	0.298778505362344	1.70324461256533	0.662115870644216	0.424988187633398	1.61343602080794	0.672786513380104	0.931638330697369	0.881881911627628	1.45892256360037	1.01644257380066	0.464089657509776	0.715707357157651	1.14254555132247	0.581385247996435	0.806895853762263	0.669424270745166	1.54112886271805	-0.461246809727671	0.343214281933084	0.774846163416375	0.282477227279042	0.460914043770276	1.59020763552179	1.15857026398447	0.677731601518842	1.03627532005997	0.672225038664609	-1.06370874271759	-0.440575140720734	-0.0292222232617801	-0.307869243664101	1.44172036076959	0.388195408005668	-0.195940304235695	0.0585746351188842	-0.514846872406138	0.22268676554457	1.89017373054558	0.678150267766445	0.94270063320683	0.201471744115935	0.204786526608538	1.39027125067437	0.0954533976999096	1.49621439608905	0.391499192283481	1.37593766854716	1.34471969590549	0.797587754286371	-1.00536368748378	1.52261191020808	1.50256892377957	0.56885215320475	1.64080701814152	1.48961944005081	1.6105439482893	1.40749526674508	1.81688204183225	1.14625647609539	1.49552853759029	0.459397944144406	0.0106935579712491	-1.04099402158206	0.72968232764169	1.37176383852833	1.72727202051916	0.531452214203386	0.97102543609228	0.225149102071756	-0.0956535646359285	0.654198835661901	1.8405321575164	1.63454750239804	1.6052130821455	0.597042814474062	0.65767139057997	1.39834034980698	-0.703972496264168	0.856416583064556	0.0515406980979489	1.52471177374239	1.56737808883735	-0.452159492226324	0.983878212931992	0.89818340616164	-0.334638292376011	1.70112129145226	1.55080322922996	1.54447692166333	1.61117190518669	1.57655886660581	1.68301327751929	-0.0271706217372913
"CDH20"	0.827836655869968	1.43244258617783	0.36318902530855	-0.235668196482054	-0.535849286995729	0.42146747639133	0.447532686823484	0.589118590411073	-1.56510979715061	-0.0827043049807644	-1.35112986289643	-0.19609471987749	-0.774851988483976	0.624600455197979	-0.751327305549286	0.504568001126809	0.498236607853163	-0.87916953223786	0.153740617969464	-0.104036705259646	-0.999702166601944	0.147809787030894	-1.70932271888761	-0.602892547808867	1.44149277858415	0.637410458383962	0.573564555549038	0.352720386335526	-0.940228297454418	-0.445649521279175	-0.176277099313489	-0.614235203318652	-0.379045399173713	-0.292461118495448	0.42279580135283	0.280789553770373	-1.11134800310953	0.505635144259942	-0.350367333348312	1.90549288536664	0.768399991590625	1.49540901676423	0.401395150261385	1.1199037154531	1.59339093676512	0.870208110196808	1.59639354565178	1.52512500750885	1.50326408466761	0.866938002277024	1.45193886179513	1.7087846408964	0.486185805939399	0.251641121932113	1.55364499772783	1.71847038399912	1.44831487659894	0.562221580525169	-0.204635419421652	-0.0658290219828444	1.55092296389155	-0.161011958013426	-0.79250274597242	1.50877885074608	0.0380097680664941	-1.04992384357932	-0.692368505287151	1.4765332271449	-1.57176858476867	1.0181652102273	-0.78292846061451	-1.00381440357038	1.50984832520746	1.60090977371598	-0.0114503339016355	0.536039530504176	0.837989637761315	1.5059179465797	0.340647359296809	-1.21133075479201	1.45004720491542	1.58286030024959	-0.96698393952783	1.52304934366376	-1.17892339292034	1.4424273079411	1.51757153410575	-0.271566513036075	0.0323939612862336	0.281577826779323	1.4687029763946	-0.189819850894907	1.5061682272841	1.49606190521439	-0.0892643783773146
"HLA.DQB2"	1.46045712563456	0.635069197012039	1.16951179919436	1.31428403139159	-1.3168641136112	-0.276464745118747	0.635253001225316	-0.204815227038214	1.36905847667034	-0.308214428213787	1.36407869087397	1.47674364131212	-0.222882154927576	1.29870457617015	0.586642921173394	1.2848596082918	0.772495853629933	0.778882501564895	0.922559793918835	0.0749109219962168	-0.189336498272769	1.239737780843	-0.290612797635063	1.41805483893631	0.608651705207769	1.3363248096533	-1.18303137986123	1.28150036758346	1.06947209440675	0.376085491601775	1.37754622709944	0.1032368379937	1.28933549664557	0.206090138755234	0.115377472730579	0.863979468672428	0.591782426536865	1.34167802760027	-0.253162365589985	1.75802140270997	0.446816511152771	0.872216142181931	0.234921967410427	1.30950566063276	1.40285275300167	1.25188978715266	1.14187155321853	1.46229885069218	1.60406922200356	1.39508816218217	1.43538106501244	1.68092127416726	0.560066133645032	-0.0523554467979698	1.70717028535853	1.53078391476583	0.319933853134236	0.700665767569139	0.432544095332943	0.128680248433332	1.28362441736417	0.683056261834343	1.27168397783034	1.5557247889242	0.181171443754005	0.0386353046363591	0.811683874637891	0.661977382051394	1.44966707013036	0.45233397837557	0.707580288459593	0.739217955340106	1.46959188016969	1.31134062067157	-0.615713392694604	1.11617123027162	1.49920581971199	1.2694675008034	0.9755900593816	1.49780169312389	1.00404885707649	1.53364874023858	1.74092939102832	1.36053392958582	0.407339031875746	1.35927960633096	1.40177816847625	0.359214325263627	1.31559953221156	0.310056406952436	1.34763386057676	0.433867187885181	1.3717340087348	1.26839792666941	0.0582793268684061
"CLEC4F"	0.873799399845627	1.49638121296	0.179760422817892	1.48645624196677	0.582043432162586	-0.322987965495969	1.53975556364582	1.2224992218734	0.730814091021964	1.50278554761373	0.0742474538365441	-0.342908334130009	-0.671321824229976	1.3095116692005	0.632429046189958	1.32192431192806	0.484337495904371	0.41420168317414	1.61359943889341	-1.05846086557792	1.57142150690827	1.70818884866017	0.306949481133126	0.337842571230467	1.16778600625144	0.538916971954787	0.105858114993947	1.55964537574066	-1.3251058403054	-1.34636015120986	0.124516124926101	0.351769830542682	0.232984855216562	-0.217555820606923	0.373584826296428	1.4988649498686	0.831301857936856	0.143140521452571	-0.416906006925637	1.57339675827385	0.609629261142062	1.30196824340889	1.39474150716608	1.58825477808489	1.45573026951891	0.249021488057603	1.83229971367121	1.39047803354007	1.70562560976264	1.3587777243044	0.592046297825565	1.69617066935955	1.36067744814695	-0.136438723048595	1.47465566708611	1.54350886264178	1.53053523421687	0.917524055496736	-0.000354340759651406	0.251084955868345	0.266860472706308	-1.31964459603204	1.54694085519536	1.81595893769189	0.944720191655164	-0.0431528564348165	1.48819176953355	0.333908860991417	-0.383806445790567	-1.35365348412481	-0.421344363915512	0.0809164995273921	0.233592221469708	1.79288087317367	0.2551234464524	0.868511195802101	0.521686000923874	-0.217531092252364	1.35390773532426	0.88056304702215	1.13487655289179	0.892954164651881	-0.68196268652258	1.61109965472527	-1.26096387395766	0.492379378155722	-0.196844691074226	-0.245746800403455	1.47999370331466	-0.136643618611862	1.53355340777978	-0.520453594080537	1.91289405020474	1.53302718908894	-0.974447804839082
"CD164L2"	1.41352158853069	1.37972096301878	-0.265402454460105	0.595080432318508	0.000511714856615716	-0.000544460166062881	-0.222329752427114	0.178711349442335	-0.185982212858951	1.41193176886365	-0.349221682890925	1.36360040468419	0.0607960576608483	0.403593481727225	0.247305755903378	0.376825831653821	-1.30494012636246	1.36127276173592	1.00856801628068	0.513115642403609	1.35339932849046	1.38208691747977	0.851094957189778	1.58404255969034	0.352717784476063	-0.418173639065955	0.576953187874956	1.51267901448905	-0.695741804995631	-1.00629895296432	-0.744541715112741	-1.47010060057104	-0.643947312415141	0.336764779410301	-0.0402604793748793	-0.605033314668505	1.50054491962348	-1.18463814935039	-0.675302175866555	1.07372975456236	1.37070192188315	1.36032054225431	1.41905763953128	1.52504088032958	0.603963539774153	1.48068905405303	1.63138240796263	-0.121762154577681	-0.209461226608376	1.42960589624805	1.44726048630304	0.352006204789518	1.04200700428899	1.4464259359071	0.614918298580606	1.42731455483725	1.42747792285858	0.727159294764632	1.50808308039919	1.38483663462763	0.671441189601769	-1.42157189023757	1.41668163659958	0.33029590363267	-1.28181092717467	1.45832107102102	1.3822041006206	1.39902076495498	0.16048934520597	-1.87396526872865	-1.13710647189261	0.0559927730800152	1.40328339795964	1.34646406887165	0.903624373617564	1.44369077111858	0.444213168370538	0.159693563101134	1.41250814728609	0.447491635231525	1.37422719058683	-0.347810429958378	-0.155479897223928	1.5649970746583	0.295927307432793	-1.7896017502983	1.48817883467465	1.39628775121984	-1.04790254723931	0.539540762932869	1.80097445724714	0.252675618314973	1.59909415516357	1.56441926283245	-0.0288369563868221
"DIO1"	1.46685131511217	0.750446803961498	0.165942706271715	0.375570170219039	0.246529626525593	1.46800717006948	0.0842216438496634	0.263663677869927	-0.219853356485015	1.45111837164428	-0.00445666365736697	1.44594574043086	-0.030972889520154	0.730211259373417	-0.0177870631834019	-0.565397696511918	-1.84775730979713	0.171676574509682	0.28366038739764	0.175408404819053	0.938563845656913	1.45860002162848	0.299714213658412	1.56577423112418	0.612890390210579	-1.34708641089317	1.45272610544579	1.47381151501007	1.55845449846458	-0.147645799236261	-0.0941153173263209	-0.450463246970576	-0.488864275115611	0.115700031308598	-1.78191493628725	-0.0636241759127604	1.48069908444253	-0.000933511993181161	0.116792292965799	1.44860153403375	-0.0201885821820027	0.76152331622652	1.45359557602603	1.44321009131066	1.47142593980772	0.521452891322626	1.5841798417341	0.125754003195026	1.52397383256005	0.307653945885337	1.59869741686164	1.45564946420629	1.46248322424527	1.61757296272171	0.0924469583806798	0.0206120592082479	0.139133452035016	0.462911914596305	1.57902721309747	0.729005802392498	0.514198679398085	1.63857997105311	0.0596160003786085	1.49490801047277	0.175497688061516	1.46719938309733	0.0891046893924107	-0.00877012020245535	-1.29932503582298	0.266473380115245	-0.455777503491257	-0.121846677358246	1.49789081203196	1.48237141175023	1.60862091363871	1.49104674336095	0.0332561799793051	1.44200091364818	-0.134754987517417	1.50731633103053	0.0460100035555703	1.51330398200396	0.0840059597523636	1.5264458863273	-0.58980719486423	-0.490425568878484	0.515576020630571	-0.127452851827454	-0.135648060496584	0.179223578533175	0.682106408987263	-0.0879106437780265	1.87914212889203	1.49370367839736	-0.260242613295301
